connaître;2;0;0;3;1;1;0;4;1;0;3;2;1;1;0;0;0;0;1;1;2;6;3;3;0;0;2;0;2;1;0;7;11;3;0;3;4;2;1;2;1;0;1;1;4;2;0;0;1;0;4;1;3
social;0;0;1;0;0;0;2;1;0;6;10;0;2;2;1;1;4;0;0;1;2;2;1;0;0;0;1;2;1;3;7;6;1;2;1;0;0;3;0;1;0;0;4;3;0;5;0;0;3;0;0;0;1
nouvelle;2;0;0;0;0;0;3;1;0;1;3;1;2;2;6;0;3;0;0;0;1;5;0;6;1;0;1;3;4;4;5;9;0;1;6;0;0;1;1;4;1;1;2;1;0;1;0;1;2;0;1;1;5
service;0;0;0;0;0;0;3;0;1;1;1;0;0;5;11;0;7;0;0;5;2;0;1;1;0;0;0;2;3;1;1;2;0;1;8;2;0;3;4;2;1;1;0;0;1;1;0;0;1;0;0;0;0
police;0;0;0;1;0;0;1;0;0;0;0;2;1;1;3;0;1;0;1;0;0;0;0;0;0;1;2;1;4;3;0;0;0;0;1;0;0;7;18;2;0;0;1;3;0;3;1;0;0;0;0;0;1
unir;0;0;0;1;0;0;1;3;0;0;3;1;0;23;1;0;0;0;0;2;2;2;0;6;0;0;4;2;0;0;1;6;1;0;1;1;0;4;1;4;0;0;0;0;0;3;0;0;2;0;0;0;2
demander;0;0;0;0;2;0;0;0;0;7;2;0;2;1;7;0;8;0;1;1;0;0;1;1;1;0;0;6;6;4;3;3;0;0;3;0;0;4;2;1;0;0;4;3;0;5;0;0;1;0;0;0;3
santé;0;0;2;2;1;0;2;1;0;4;6;0;0;2;0;0;1;0;0;3;13;7;0;0;0;0;0;1;2;1;0;0;0;0;1;1;1;1;0;2;0;0;3;2;1;2;1;2;2;0;0;1;1
prix;0;0;1;1;0;1;2;0;0;4;0;0;1;4;1;0;0;0;1;4;1;2;1;0;0;0;0;1;5;2;4;3;0;1;0;0;0;1;1;0;1;0;1;2;0;1;0;0;0;0;1;0;0
international;0;2;0;0;1;0;3;1;0;1;3;0;3;4;0;0;1;0;0;3;2;0;3;2;1;0;3;3;3;3;1;1;4;0;3;1;0;3;1;9;1;0;1;1;0;1;0;0;3;1;0;0;1
suivre;0;1;0;2;1;1;1;3;0;2;1;0;3;1;0;1;2;0;0;0;2;3;2;7;1;0;4;2;2;3;1;3;2;1;1;2;4;2;1;3;1;3;3;1;1;1;3;0;2;0;0;0;0
semaine;1;0;0;2;1;0;1;2;0;4;0;3;0;5;5;0;4;0;0;0;1;3;1;4;0;1;4;4;1;4;0;0;0;1;2;3;0;2;0;5;1;0;1;2;0;3;1;2;1;0;1;0;3
photo;0;0;0;0;0;0;13;0;0;2;0;0;0;7;0;1;2;0;0;1;2;1;1;0;0;0;3;3;0;0;2;1;0;0;2;1;0;1;2;4;0;0;5;6;0;9;0;0;5;0;1;0;4
révéler;0;0;0;0;0;0;4;1;0;1;9;0;0;0;3;1;0;0;0;3;10;8;0;0;0;0;2;1;3;2;2;4;1;0;1;1;0;2;3;1;0;0;2;2;0;3;0;0;4;0;3;0;7
politique;1;0;0;0;0;0;1;0;0;1;3;0;1;5;0;0;3;0;0;4;2;0;0;0;0;0;11;12;1;0;2;5;1;0;0;0;1;1;1;4;0;0;1;1;0;6;0;0;3;0;0;0;1
jeudi;0;0;0;0;0;0;1;8;0;2;0;0;0;6;2;0;2;0;0;3;1;1;2;1;0;0;2;6;2;1;0;0;0;0;5;7;0;2;0;4;0;2;2;2;1;3;0;0;3;0;0;0;2
lundi;0;0;0;1;1;0;0;1;0;0;2;0;0;3;1;0;6;0;0;0;0;0;1;6;0;1;1;3;1;1;3;2;1;1;5;4;0;1;4;5;0;0;0;5;1;1;0;0;4;0;0;0;2
couper;0;0;0;0;0;0;1;15;2;0;0;0;3;1;0;1;2;1;1;3;0;0;2;18;0;0;2;3;2;1;0;0;0;0;1;0;2;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0
lancer;0;0;2;0;0;1;3;1;1;2;2;0;6;0;2;1;5;0;0;3;0;0;2;1;3;0;3;3;2;2;3;4;1;0;3;0;2;0;3;1;2;0;0;2;0;2;0;1;0;1;1;0;1
initiative;0;0;0;0;0;0;2;0;0;3;3;0;1;1;0;0;12;0;0;0;0;0;0;0;0;0;0;3;2;0;0;2;0;1;0;0;0;1;0;2;0;0;9;6;0;2;1;0;1;0;0;0;2
français;0;0;0;0;0;0;1;2;0;2;2;0;3;1;2;0;3;0;0;0;0;0;4;2;0;0;1;4;2;2;2;0;2;1;1;1;1;1;0;1;3;0;0;2;0;8;0;0;0;2;3;1;0
nombreux;0;0;1;1;3;1;0;0;1;1;4;0;1;4;1;0;6;1;0;1;1;3;1;2;0;2;2;0;4;1;2;2;2;2;1;3;1;0;0;0;0;3;2;0;0;0;1;2;4;0;1;1;3
miracle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;36;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
droit;0;1;0;0;1;0;0;2;0;3;3;0;3;3;0;0;3;0;0;3;0;1;0;1;0;0;1;9;2;1;2;3;0;0;1;0;1;1;0;3;1;0;5;1;2;7;0;0;2;0;1;0;0
sécurité;0;0;1;0;0;0;2;0;0;2;1;0;1;5;3;0;3;0;0;1;3;0;0;1;0;0;3;3;2;7;1;0;0;0;1;0;0;4;4;7;0;0;1;2;0;1;0;0;2;1;0;1;0
trouver;3;1;0;1;2;0;2;1;0;2;4;1;0;3;2;2;3;0;3;1;4;2;1;3;0;0;2;1;1;2;0;2;0;1;1;0;2;0;1;3;1;0;0;1;5;1;0;1;3;3;2;1;4
rendre;0;0;0;0;0;2;1;0;0;2;1;2;4;2;1;0;3;0;0;0;3;1;3;5;0;0;3;0;6;0;6;2;1;0;3;1;0;0;1;2;0;0;1;2;0;7;0;1;0;0;3;1;2
prochain;0;0;0;0;0;0;3;3;0;2;0;0;4;6;2;0;9;0;1;1;0;0;3;6;0;0;2;6;4;3;2;0;0;0;4;1;0;0;0;2;0;1;1;1;0;1;0;0;2;0;0;0;2
expliquer;0;1;0;0;0;0;1;0;0;3;1;0;2;1;0;0;4;0;0;3;4;7;1;7;1;0;1;3;3;1;3;1;1;1;1;3;2;5;2;1;0;1;0;2;0;3;0;0;2;0;0;0;2
étude;0;0;0;0;0;0;0;0;0;6;10;0;0;0;2;2;0;0;0;3;10;15;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;3
indiquer;0;0;0;0;0;0;0;1;0;1;0;0;3;3;3;1;3;0;0;9;1;0;0;1;0;0;0;3;5;6;3;0;1;0;4;2;0;2;2;7;0;0;0;0;0;0;0;0;5;0;1;0;0
dimanche;0;0;0;0;0;0;1;4;0;0;1;0;2;5;2;2;1;0;0;0;1;0;3;4;0;0;4;6;1;3;1;0;0;0;3;1;0;3;2;7;0;0;2;1;0;1;0;1;2;0;2;0;1
rencontre;0;1;2;2;0;1;1;0;0;0;2;1;1;9;0;3;0;0;1;0;0;1;0;8;0;0;2;1;3;0;0;0;0;1;0;0;3;0;0;1;0;0;0;0;1;0;1;0;0;7;2;0;2
partie;0;1;0;0;0;0;1;0;1;3;0;0;1;6;1;0;4;0;1;3;1;3;1;7;1;0;3;2;1;2;2;2;3;0;0;3;0;1;1;6;0;1;0;1;0;0;0;0;6;0;0;0;4
mort;0;1;0;2;0;0;2;0;0;1;1;0;1;2;1;3;0;0;0;2;1;1;0;2;0;0;2;2;1;0;0;1;3;1;0;0;0;6;2;8;0;0;0;0;0;8;0;0;1;0;2;1;1
mois;0;1;0;2;0;0;3;1;0;2;2;2;0;2;3;0;1;1;3;3;2;0;1;2;0;0;2;2;3;0;2;0;1;1;1;5;0;4;0;2;1;0;0;0;0;5;1;0;5;0;0;3;0
mesure;0;0;0;0;0;0;2;0;0;5;4;0;0;2;4;1;7;0;0;5;2;2;1;0;0;0;0;3;2;1;1;1;0;0;0;2;0;0;2;1;0;0;5;7;0;3;0;0;4;0;0;0;2
trump;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;0;0;0;1;0;0;0;0;0;4;3;0;0;0;2;0;0;0;0;0;1;0;7;0;0;0;0;0;5;0;0;0;0;0;0;0
romand;0;0;0;1;1;0;2;1;0;5;1;1;1;0;3;1;5;0;1;1;1;1;1;0;0;0;1;0;1;2;0;1;5;0;0;3;4;0;0;0;7;1;1;3;0;0;1;1;1;1;0;2;0
marquer;0;0;0;1;0;1;2;1;0;0;1;0;5;4;2;0;1;0;0;1;2;1;2;7;0;0;7;5;1;3;0;4;0;1;1;3;1;0;0;0;1;1;0;1;0;2;0;0;2;0;6;0;1
désormais;1;1;0;1;1;0;3;2;0;0;3;0;1;3;1;0;3;0;0;4;0;4;1;3;0;0;1;1;4;1;3;5;0;0;2;3;0;2;1;4;0;0;2;1;0;3;0;0;3;1;1;0;4
vaudois;0;0;0;3;0;0;2;0;0;0;0;10;0;0;3;0;1;0;0;4;0;1;3;2;0;0;0;7;0;2;1;0;0;1;0;1;2;0;1;0;0;0;1;7;1;4;0;0;1;1;1;0;0
atteindre;0;0;1;0;0;0;2;0;0;1;5;0;2;1;2;0;2;0;0;0;8;4;3;1;0;0;3;1;0;4;0;1;0;2;0;8;0;0;0;0;1;0;0;1;0;1;0;0;3;1;1;0;3
