"";"V1"
"1";2
"2";0
"3";9
"4";19
"5";19
"6";42
"7";19
"8";37
"9";0
"10";3
"11";50
"12";33
"13";42
"14";13
"15";42
"16";52
"17";12
"18";25
"19";47
"20";45
"21";47
"22";0
"23";52
"24";0
"25";45
"26";48
"27";0
"28";13
"29";14
"30";12
"31";45
"32";52
"33";45
"34";13
"35";42
"36";0
"37";0
"38";23
"39";41
"40";2
"41";47
"42";0
"43";45
"44";16
"45";25
"46";37
"47";0
"48";50
"49";45
"50";37
"51";4
"52";48
"53";16
"54";37
"55";16
"56";10
"57";0
"58";37
"59";0
"60";0
"61";35
"62";42
"63";0
"64";51
"65";0
"66";13
"67";25
"68";2
"69";37
"70";18
"71";45
"72";0
"73";37
"74";18
"75";0
"76";45
"77";0
"78";0
"79";0
"80";50
"81";37
"82";52
"83";50
"84";52
"85";37
"86";47
"87";0
"88";0
"89";0
"90";47
"91";0
"92";0
"93";47
"94";0
"95";0
"96";0
"97";0
"98";0
"99";42
"100";0
"101";13
"102";18
"103";25
"104";0
"105";0
"106";0
"107";2
"108";0
"109";0
"110";0
"111";0
"112";0
"113";13
"114";2
"115";25
"116";45
"117";48
"118";0
"119";0
"120";34
"121";0
"122";0
"123";0
"124";45
"125";3
"126";5
"127";3
"128";12
"129";25
"130";0
"131";6
"132";45
"133";16
"134";26
"135";0
"136";0
"137";0
"138";21
"139";0
"140";24
"141";9
"142";25
"143";5
"144";0
"145";0
"146";5
"147";0
"148";0
"149";0
"150";0
"151";19
"152";50
"153";16
"154";0
"155";16
"156";34
"157";0
"158";2
"159";12
"160";0
"161";0
"162";23
"163";48
"164";18
"165";5
"166";50
"167";25
"168";0
"169";0
"170";25
"171";52
"172";3
"173";50
"174";0
"175";47
"176";0
"177";41
"178";26
"179";29
"180";41
"181";0
"182";0
"183";50
"184";6
"185";9
"186";45
"187";0
"188";28
"189";48
"190";32
"191";41
"192";34
"193";47
"194";0
"195";33
"196";47
"197";0
"198";6
"199";45
"200";0
"201";26
"202";0
"203";33
"204";34
"205";48
"206";4
"207";51
"208";0
"209";25
"210";16
"211";0
"212";0
"213";0
"214";0
"215";3
"216";0
"217";6
"218";16
"219";0
"220";3
"221";12
"222";4
"223";3
"224";31
"225";0
"226";48
"227";0
"228";0
"229";34
"230";0
"231";52
"232";0
"233";6
"234";19
"235";19
"236";19
"237";0
"238";19
"239";16
"240";0
"241";0
"242";19
"243";19
"244";0
"245";41
"246";6
"247";25
"248";9
"249";0
"250";0
"251";12
"252";0
"253";0
"254";0
"255";6
"256";0
"257";25
"258";0
"259";6
"260";0
"261";37
"262";25
"263";26
"264";47
"265";0
"266";16
"267";16
"268";41
"269";37
"270";37
"271";16
"272";23
"273";0
"274";37
"275";0
"276";5
"277";0
"278";37
"279";50
"280";0
"281";9
"282";0
"283";37
"284";42
"285";50
"286";26
"287";9
"288";37
"289";48
"290";0
"291";45
"292";37
"293";2
"294";26
"295";42
"296";0
"297";47
"298";50
"299";45
"300";37
"301";0
"302";48
"303";0
"304";37
"305";32
"306";50
"307";33
"308";12
"309";37
"310";47
"311";0
"312";25
"313";47
"314";23
"315";34
"316";26
"317";47
"318";0
"319";47
"320";0
"321";0
"322";48
"323";48
"324";0
"325";33
"326";35
"327";25
"328";0
"329";26
"330";25
"331";0
"332";41
"333";25
"334";7
"335";11
"336";0
"337";18
"338";0
"339";4
"340";5
"341";24
"342";0
"343";13
"344";52
"345";24
"346";0
"347";5
"348";50
"349";10
"350";39
"351";33
"352";24
"353";47
"354";5
"355";38
"356";0
"357";47
"358";2
"359";0
"360";25
"361";12
"362";25
"363";0
"364";16
"365";41
"366";9
"367";25
"368";41
"369";0
"370";0
"371";19
"372";0
"373";0
"374";50
"375";41
"376";0
"377";23
"378";33
"379";12
"380";47
"381";0
"382";26
"383";0
"384";45
"385";47
"386";25
"387";50
"388";36
"389";0
"390";0
"391";0
"392";45
"393";26
"394";0
"395";0
"396";45
"397";0
"398";0
"399";0
"400";10
"401";12
"402";47
"403";13
"404";3
"405";9
"406";42
"407";41
"408";23
"409";51
"410";45
"411";0
"412";25
"413";6
"414";3
"415";41
"416";0
"417";51
"418";6
"419";9
"420";0
"421";3
"422";52
"423";0
"424";0
"425";12
"426";2
"427";0
"428";26
"429";48
"430";0
"431";41
"432";0
"433";0
"434";45
"435";3
"436";16
"437";41
"438";45
"439";0
"440";0
"441";50
"442";36
"443";41
"444";26
"445";16
"446";16
"447";0
"448";48
"449";33
"450";0
"451";48
"452";19
"453";19
"454";5
"455";3
"456";0
"457";0
"458";48
"459";42
"460";0
"461";33
"462";9
"463";37
"464";0
"465";0
"466";25
"467";37
"468";42
"469";0
"470";42
"471";45
"472";37
"473";9
"474";41
"475";26
"476";37
"477";42
"478";34
"479";48
"480";37
"481";26
"482";52
"483";12
"484";0
"485";37
"486";26
"487";25
"488";19
"489";37
"490";6
"491";0
"492";45
"493";0
"494";51
"495";18
"496";51
"497";37
"498";0
"499";26
"500";23
"501";2
"502";37
"503";0
"504";0
"505";48
"506";37
"507";20
"508";0
"509";13
"510";37
"511";0
"512";12
"513";23
"514";12
"515";48
"516";19
"517";37
"518";33
"519";45
"520";41
"521";5
"522";6
"523";42
"524";0
"525";0
"526";26
"527";45
"528";0
"529";24
"530";16
"531";24
"532";50
"533";45
"534";3
"535";0
"536";25
"537";0
"538";0
"539";53
"540";4
"541";0
"542";0
"543";0
"544";0
"545";0
"546";0
"547";0
"548";0
"549";0
"550";0
"551";0
"552";0
"553";0
"554";34
"555";41
"556";26
"557";0
"558";0
"559";48
"560";0
"561";0
"562";0
"563";49
"564";9
"565";0
"566";0
"567";0
"568";3
"569";0
"570";42
"571";52
"572";0
"573";16
"574";47
"575";39
"576";0
"577";51
"578";0
"579";26
"580";48
"581";50
"582";47
"583";37
"584";0
"585";5
"586";0
"587";4
"588";0
"589";51
"590";23
"591";9
"592";18
"593";15
"594";3
"595";42
"596";48
"597";45
"598";26
"599";0
"600";47
"601";2
"602";52
"603";23
"604";12
"605";47
"606";0
"607";51
"608";25
"609";52
"610";0
"611";16
"612";41
"613";18
"614";5
"615";0
"616";41
"617";0
"618";5
"619";48
"620";9
"621";0
"622";0
"623";0
"624";41
"625";0
"626";0
"627";6
"628";0
"629";48
"630";0
"631";0
"632";9
"633";6
"634";0
"635";42
"636";9
"637";50
"638";0
"639";9
"640";45
"641";48
"642";5
"643";34
"644";52
"645";18
"646";6
"647";0
"648";2
"649";0
"650";5
"651";0
"652";2
"653";52
"654";6
"655";0
"656";34
"657";0
"658";0
"659";2
"660";0
"661";9
"662";9
"663";37
"664";19
"665";19
"666";19
"667";0
"668";37
"669";9
"670";19
"671";0
"672";21
"673";47
"674";48
"675";25
"676";41
"677";18
"678";3
"679";51
"680";24
"681";48
"682";0
"683";24
"684";0
"685";45
"686";0
"687";45
"688";5
"689";0
"690";18
"691";0
"692";0
"693";52
"694";48
"695";48
"696";48
"697";3
"698";0
"699";45
"700";0
"701";50
"702";15
"703";0
"704";0
"705";42
"706";50
"707";12
"708";50
"709";0
"710";0
"711";33
"712";12
"713";0
"714";15
"715";45
"716";48
"717";4
"718";48
"719";48
"720";0
"721";5
"722";0
"723";5
"724";0
"725";18
"726";34
"727";48
"728";12
"729";26
"730";0
"731";26
"732";52
"733";0
"734";52
"735";18
"736";25
"737";9
"738";41
"739";37
"740";26
"741";0
"742";0
"743";3
"744";37
"745";50
"746";0
"747";0
"748";0
"749";12
"750";52
"751";48
"752";6
"753";37
"754";0
"755";0
"756";0
"757";0
"758";0
"759";52
"760";30
"761";37
"762";0
"763";42
"764";18
"765";0
"766";0
"767";46
"768";0
"769";0
"770";0
"771";0
"772";21
"773";12
"774";8
"775";18
"776";46
"777";12
"778";0
"779";52
"780";0
"781";0
"782";2
"783";0
"784";0
"785";0
"786";51
"787";18
"788";5
"789";2
"790";16
"791";0
"792";2
"793";0
"794";0
"795";0
"796";25
"797";0
"798";50
"799";0
"800";5
"801";0
"802";16
"803";25
"804";0
"805";48
"806";51
"807";33
"808";9
"809";30
"810";52
"811";0
"812";5
"813";0
"814";16
"815";0
"816";0
"817";27
"818";47
"819";41
"820";9
"821";0
"822";30
"823";0
"824";0
"825";52
"826";0
"827";50
"828";15
"829";9
"830";16
"831";33
"832";2
"833";0
"834";16
"835";23
"836";5
"837";16
"838";5
"839";52
"840";0
"841";33
"842";0
"843";45
"844";3
"845";52
"846";0
"847";47
"848";45
"849";0
"850";18
"851";0
"852";34
"853";6
"854";0
"855";0
"856";0
"857";18
"858";48
"859";16
"860";12
"861";12
"862";9
"863";3
"864";5
"865";4
"866";0
"867";0
"868";25
"869";3
"870";45
"871";45
"872";0
"873";0
"874";26
"875";34
"876";38
"877";51
"878";19
"879";12
"880";19
"881";52
"882";19
"883";0
"884";0
"885";0
"886";33
"887";19
"888";33
"889";6
"890";35
"891";19
"892";41
"893";46
"894";0
"895";50
"896";0
"897";3
"898";0
"899";51
"900";33
"901";41
"902";50
"903";23
"904";0
"905";10
"906";26
"907";0
"908";16
"909";0
"910";0
"911";0
"912";42
"913";20
"914";37
"915";2
"916";33
"917";3
"918";5
"919";0
"920";2
"921";47
"922";0
"923";37
"924";0
"925";13
"926";48
"927";0
"928";12
"929";12
"930";0
"931";47
"932";0
"933";26
"934";48
"935";16
"936";0
"937";18
"938";0
"939";12
"940";2
"941";19
"942";0
"943";0
"944";16
"945";33
"946";0
"947";0
"948";50
"949";41
"950";0
"951";0
"952";5
"953";13
"954";47
"955";53
"956";16
"957";5
"958";0
"959";26
"960";6
"961";0
"962";0
"963";5
"964";0
"965";0
"966";2
"967";9
"968";0
"969";0
"970";3
"971";0
"972";48
"973";47
"974";47
"975";48
"976";41
"977";0
"978";29
"979";12
"980";0
"981";0
"982";0
"983";0
"984";0
"985";6
"986";21
"987";25
"988";0
"989";0
"990";12
"991";0
"992";12
"993";18
"994";0
"995";3
"996";0
"997";24
"998";24
"999";52
"1000";6
"1001";4
"1002";10
"1003";0
"1004";10
"1005";30
"1006";14
"1007";17
"1008";0
"1009";29
"1010";49
"1011";49
"1012";53
"1013";30
"1014";43
"1015";46
