"";"";"";"";"htag_christmas";""
"135";"htag_seventies";"-2.7384960879533";"2.87432356055487";"0.829774767925704";"381"
"136";"2029";"0.362293174387082";"-0.510292144426942";"0.829713470538645";"382"
"137";"htag_alcool";"-2.06942671341775";"2.40125048286999";"0.829442010681667";"383"
"138";"3500";"0.249216867652448";"0.355506994436489";"0.829442010681667";"384"
"139";"htag_vieillir";"-1.53729144474364";"1.50971791569486";"0.829442010681667";"385"
"140";"partout";"-0.262654242394958";"0.0384487460835326";"0.82895163158519";"387"
"141";"avec";"-0.296051113958284";"0.0738755126964314";"0.828767739424012";"389"
"142";"une";"-0.0749529977083678";"0.25986777197988";"0.82867666902038";"390"
"143";"certain";"-0.367870876391477";"-0.581734780815333";"0.828273857619703";"391"
"144";"eux";"0.203197201595889";"-0.314367830142151";"0.828259846788375";"392"
"145";"concernant";"1.05614551793307";"-0.343487151341046";"0.828228322417887";"393"
"146";"souvent";"0.307104838022376";"0.44775570766239";"0.828198549401316";"394"
"147";"qu";"-0.450603099119312";"0.0205962092551221";"0.828063695149785";"395"
"148";"htag_froid";"-1.92937407322852";"2.12322665532302";"0.827918332774758";"396"
"149";"1800";"-0.158448848261546";"0.837548083077394";"0.827918332774758";"398"
"150";"demain";"-0.417631013798456";"0.854622979661267";"0.827918332774758";"399"
"151";"quatorze";"1.07692488954414";"-0.643119334324727";"0.827918332774758";"400"
"152";"lorsqu";"0.540394385145686";"-0.179582521026541";"0.82764687291778";"402"
"153";"htag_culte";"-2.03316772718174";"1.92402266121162";"0.827455975340937";"405"
"154";"que";"-0.00667878768825195";"0.143890131095475";"0.827431456386113";"406"
"155";"non";"0.542070039068026";"0.24581030717115";"0.827012882800192";"408"
"156";"lorsque";"0.330558615508452";"-0.231174299693309";"0.826930569166141";"409"
"157";"mais";"-0.284415407048439";"-0.0349131375883871";"0.826839498762509";"412"
"158";"cette";"0.103446275469482";"0.0371860299129769";"0.826806223038106";"414"
"159";"madame";"-2.48805408348112";"2.61269761280294";"0.826599563276019";"416"
"160";"htag_fromage";"-3.08062964314809";"3.36962716101809";"0.826513746934136";"417"
"161";"htag_propreenordre";"-2.67401838504476";"2.84392566997914";"0.826513746934136";"418"
"162";"1965";"-2.68904929975333";"3.10541139595577";"0.826513746934136";"419"
"163";"htag_paysan";"-2.0079796519467";"2.20895315270047";"0.826513746934136";"420"
"164";"quelques_unes";"-0.533915030437613";"1.31624445648084";"0.826513746934136";"422"
"165";"260";"-0.0814036994157167";"-0.815639242623671";"0.826513746934136";"424"
"166";"htag_cimetiere";"-1.45691064207861";"1.86498290270994";"0.826513746934136";"426"
"167";"750";"1.00218313599133";"-0.270788980708145";"0.826513746934136";"429"
"168";"htag_90s";"-2.33307500313473";"2.21350759270468";"0.826487476625396";"431"
"169";"aucune";"0.566475784845609";"-0.252926621192217";"0.826466460378404";"432"
"170";"alors";"-0.5280668934482";"-0.289653587626559";"0.826074157101223";"434"
"171";"mieux";"-1.28553050710771";"0.810194037109655";"0.826044384084651";"435"
"172";"76";"-1.26305180039944";"0.155748781966914";"0.825790437766833";"436"
"173";"1991";"-1.28635218392549";"1.52011533615713";"0.825790437766833";"437"
"174";"16";"-0.35802580811658";"-0.689546115366505";"0.825701118717117";"439"
"175";"htag_food";"-2.92677643590907";"3.10495334757671";"0.825518977909855";"444"
"176";"htag_backtoschool";"-1.81020540437724";"2.22518949022219";"0.825518977909855";"445"
"177";"htag_velo";"-2.18652482326445";"2.06234331573672";"0.825518977909855";"447"
"178";"htag_cyclisme";"-1.26788213689267";"1.1795897566648";"0.825518977909855";"448"
"179";"htag_babibouchettes";"-2.16172782326763";"2.15782518386156";"0.825518977909855";"449"
"180";"1976";"-0.78919681794149";"0.67367443037911";"0.825518977909855";"450"
"181";"1971";"-0.95234797548526";"1.46633684711462";"0.825261528884204";"454"
"182";"htag_chien";"-2.47854100289097";"2.64401160303005";"0.825210739620641";"455"
"183";"280";"0.826837229176052";"0.15831236348517";"0.825210739620641";"457"
"184";"144";"-0.362714958275818";"1.13406925963246";"0.825210739620641";"458"
"185";"htag_fusee";"-1.56315785901623";"1.95425032024657";"0.825210739620641";"459"
"186";"htag_heure";"-3.1227577161763";"3.37409648345673";"0.825210739620641";"461"
"187";"2022";"-0.431818827936383";"-0.641301603186538";"0.825161701710993";"462"
"188";"htag_eighties";"-2.35095710716371";"2.1069192691044";"0.825077636723026";"464"
"189";"malgré";"0.457785618847634";"-0.58876054022104";"0.824876231022687";"465"
"190";"d_abord";"-0.708122845174769";"0.0371833939362502";"0.824744879478988";"468"
"191";"depuis";"-0.0515866791226633";"-0.307911906632915";"0.82420721382678";"470"
"192";"htag_80s";"-2.50340343561914";"2.21440309312379";"0.82414591643972";"471"
"193";"htag_television";"-2.34345638943923";"2.36003073454066";"0.824002305418609";"472"
"194";"htag_happybirthday";"-1.17396747345039";"1.30807123645491";"0.824002305418609";"473"
"195";"htag_temoignage";"-2.32328749094309";"0.248254336581114";"0.824002305418609";"474"
"196";"htag_techno";"-2.51604542804041";"2.55425338194671";"0.824002305418609";"475"
"197";"htag_sms";"-2.54166036682878";"2.69966922747248";"0.824002305418609";"476"
"198";"htag_language";"-2.52486992158468";"2.87121847708807";"0.824002305418609";"478"
"199";"htag_autoroute";"-2.64925727410783";"2.71056824536183";"0.824002305418609";"479"
"200";"htag_migros";"-2.60775960648552";"2.95252733203498";"0.824002305418609";"480"
"201";"htag_vaud";"-1.91872776712487";"1.94017117820397";"0.82386219710533";"481"
"202";"1980";"-1.57780270216242";"1.8614916882102";"0.82386219710533";"482"
"203";"quelle";"-2.20960737290412";"1.15348749122926";"0.82386219710533";"483"
"204";"2020";"0.380070976311444";"-0.283930246815184";"0.823615256203176";"484"
"205";"telles";"0.87286232377661";"0.368902008966108";"0.823552207462201";"485"
"206";"laquelle";"0.637714797189715";"0.0802956620506056";"0.823378823424518";"486"
"207";"x";"0.238714952127446";"-0.479537136036169";"0.823359558531442";"487"
"208";"18";"-0.057404228724729";"-0.245141729556372";"0.823166909600683";"488"
"209";"htag_rts";"-2.77569462145284";"3.14651193648637";"0.822877936204545";"490"
"210";"1970";"-1.70834111960592";"1.80475454978394";"0.822452357202961";"492"
"211";"htag_fitness";"-2.68638484872405";"2.5951040233739";"0.822403319293313";"494"
"212";"htag_miam";"-2.81016012288209";"2.3527552847753";"0.822403319293313";"495"
"213";"cent";"0.527187642098961";"0.257409644984551";"0.822403319293313";"499"
"214";"11";"0.0361669567622396";"-0.482380546512149";"0.822110843189343";"502"
"215";"htag_2000s";"-2.29938685811562";"2.45088779138172";"0.822060053925779";"503"
