être;1;3;12;190;1;1;3;1;3;2341
avoir;2;1;2;62;1;1;2;1;3;1554
de;0;0;6;61;0;2;3;2;2;1501
la;2;0;7;114;0;1;0;0;0;1348
le;1;0;6;128;1;0;3;0;1;1207
c;0;2;7;48;1;1;1;1;0;1315
les;0;2;5;57;0;0;0;3;1;1029
en;0;0;4;47;0;0;0;0;1;1001
et;2;2;1;103;0;0;0;1;2;889
pas;0;1;4;109;0;1;4;2;2;914
l;0;1;5;205;0;0;0;1;1;729
je;0;0;6;135;0;1;1;1;1;769
j;1;0;2;174;0;0;1;0;1;685
à;2;0;3;35;0;0;2;0;2;736
un;0;3;3;25;1;0;2;2;2;695
ça;0;1;6;14;0;1;0;1;1;725
on;0;0;1;23;0;0;0;0;0;695
des;0;0;3;20;0;0;0;2;1;573
que;0;0;3;33;0;0;0;2;0;566
il;0;1;1;48;0;0;0;0;1;552
ne;0;1;2;75;0;0;0;0;0;468
faire;0;0;1;33;0;0;0;2;0;488
mais;0;0;14;36;0;0;0;0;0;467
dire;0;0;1;14;0;0;0;0;0;459
une;0;0;2;15;0;0;1;0;0;439
du;0;2;2;22;0;0;3;1;1;400
qui;0;0;2;15;0;1;0;0;0;418
pour;0;1;3;22;0;0;0;1;2;419
dans;0;0;2;20;0;0;0;0;0;400
d;0;0;2;26;0;1;0;0;0;363
moi;1;1;2;79;0;0;1;0;1;301
ce;0;0;1;17;0;0;0;0;0;326
qu;0;0;3;18;0;0;0;0;0;302
aussi;1;0;1;57;0;0;0;2;1;267
plus;0;0;1;20;0;1;3;0;0;301
y;0;1;0;24;0;1;0;1;0;298
avec;1;0;1;16;0;0;0;0;1;302
bien;0;0;1;11;0;0;0;1;0;285
au;0;0;0;18;0;1;0;0;0;268
vous;0;0;0;11;0;0;0;0;0;233
ils;0;0;0;5;0;0;0;0;0;266
tu;0;0;1;16;0;0;2;0;0;223
comme;0;0;2;21;0;0;0;0;0;232
tout;0;1;0;17;0;0;0;0;0;237
même;0;0;1;8;0;0;1;0;0;249
elle;1;0;1;13;0;0;0;0;0;213
me;0;0;2;17;0;0;0;0;0;198
oui;0;0;2;13;0;0;0;0;0;195
non;0;0;2;11;0;0;0;2;0;181
mon;0;0;1;11;0;0;0;0;0;171
sur;0;0;1;7;0;1;0;0;0;172
si;0;0;0;5;0;0;0;0;0;162
savoir;0;0;2;8;0;0;0;0;0;165
bon;0;0;0;2;0;0;0;0;0;165
se;0;0;1;3;0;0;0;1;0;161
nous;0;0;0;7;0;0;0;0;1;156
t;0;0;0;11;0;0;1;0;1;146
s;0;0;0;4;0;1;0;0;0;158
ou;0;0;0;6;0;0;0;0;0;149
trop;0;0;0;11;0;0;0;0;1;140
pouvoir;0;0;1;10;0;0;0;0;1;143
quand;0;0;0;10;0;0;0;0;0;140
an;0;0;0;5;0;0;0;0;0;146
toujours;0;0;2;6;0;0;0;0;1;130
cette;0;0;4;8;0;0;0;0;0;127
