"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"mass";"chi.distance";"inertie"
"emji_visage_riant_aux_larmes";0,00298359821275628;0,0151460316041089;-0,253956983333061;-0,0453208204384047;-0,099146951629429;0,0216615638765734;-0,0549228105701479;0,0500211470620869;0,0532246748447249;0,0102074359197462;0,0518173480518909;-0,868833351173487;-0,15505082704416;-0,339199879886186;0,0741081772492914;-0,187900993850386;0,171131505269526;0,182091360527046;0,000118209971756817;0,00301242824796533;0,763128729094002;0,0239846080529754;0,113505197107246;0,00539594522845931;0,0346388479386855;0,0264993071516442;0,0297167272072634;1,44716136433652e-06;3,72935735302988e-05;0,0104847143280696;0,00033391183270939;0,00159806711474977;7,62809157638602e-05;0,000490390207661573;0,000406764998842901;0,00046053465551222;0,162568456647186;0,208619000291201;0,00707528604588884
"emji_se_rouler_par_terre_de_rire";0,0200428056157863;-0,0914431142155328;-0,231176984044415;-0,0940425221185218;-0,113181942257836;0,0498044618108856;-0,0650696003086452;0,047227012140815;0,0662311552429672;0,0642899756890415;-0,293316000890438;-0,741531049544048;-0,301653948884976;-0,36304619501292;0,159754462544191;-0,20871943290432;0,151486948514216;0,212445275479485;0,00465700014497449;0,0958598611793237;0,552055138990236;0,0901574086773146;0,129129980542735;0,0249023427138427;0,042445338001515;0,0206216756776281;0,0401712540725164;1,00697977300473e-05;0,00020960697687105;0,00133965480218975;0,000221693139599862;0,000321113084879654;6,21784971477002e-05;0,000106135335285438;5,59093777653032e-05;0,00010995839161708;0,025067078325431;0,223278017392197;0,00124967088692258
"emji_visage_souriant_avec_une_goutte_de_sueur";0,0199682462317107;0,0175614302709629;-0,16788340113623;-0,0774258267691689;-0,0996533317006011;0,00107828185813264;-0,0453799384613424;0,0518566087281571;0,0617134964002029;0,0864307353216884;0,076013051622403;-0,72666801281062;-0,335130640062005;-0,431340370916548;0,00466724482465759;-0,196422930915089;0,224456608339796;0,267121248969341;0,00854552949024211;0,00653618678876329;0,538243378472503;0,112978159615142;0,185065879245048;2,15793424754029e-05;0,0381655417455862;0,0459643521237718;0,0644793931765439;7,25444828526716e-06;5,61105220770893e-06;0,000512790605603297;0,00010906772272541;0,00018067921222185;2,11538362907008e-08;3,7467295670373e-05;4,89252175928497e-05;6,92922792214959e-05;0,0181938471716838;0,164214315038805;0,000490621491730569
"suisse";0,0171558666301219;0,013386637637564;-0,291668255614535;-0,1106447961058;-0,13787770615177;0,0254443579995699;-0,0685718839987007;-0,0207135955473485;0,0622808203309014;0,0482443593433729;0,0376448343013008;-0,820206197465778;-0,311146467729594;-0,387728684562447;0,0715525934689521;-0,192832381121273;-0,0582491207482923;0,175141153811983;0,00263725865818351;0,00158787377637213;0,679218927919733;0,0964612870047799;0,148115013161296;0,00502371367892253;0,0364337658869826;0,00306614138521775;0,0274560185285238;5,7226915481439e-06;3,4843199753617e-06;0,0016540679396948;0,000238032907299613;0,000369626512316442;1,2588036985755e-05;9,14254652311698e-05;8,34230376094548e-06;7,54195026058229e-05;0,0194435255632742;0,253966758764998;0,00125409018270922
"aimer";0,0920064347718135;0,125928721233206;2,86170313725751;0,726481947871983;0,674687144768066;-1,55037931602668;0,726552444708757;0,203297336196879;-0,164885096730506;0,0263449092584431;0,0360581381307574;0,819413442794842;0,208019156943224;0,193188353084604;-0,443932019517864;0,208039342844051;0,0582116879963134;-0,0472128163884202;0,000785727336607037;0,00145556164226669;0,677311836626219;0,043077329812353;0,0367387104147469;0,19320834060819;0,042369553886596;0,00305951526227736;0,00199342441074545;9,52088181740917e-05;0,000178357081134183;0,0921064256555877;0,00593595259670909;0,00511971328902405;0,0270343978832794;0,00593710468640994;0,000464840699557192;0,000305776127757249;0,0112471055243136;2,4953004735594;0,0700303775764989
"accent";0,0176655965037754;0,0142242247401867;-0,263819202055628;-0,102637634928087;-0,129363387849919;0,0145496771094512;-0,061760833804713;0,049329984370055;0,068886715656075;0,0536086488695185;0,0431653394423914;-0,800595154826169;-0,311467825639611;-0,392570748139499;0,0441529688034449;-0,18742162783;0,14969852901757;0,209046082909889;0,00326722890663915;0,00209471873797498;0,649291626274165;0,0969839535502476;0,152345380314731;0,00191930564623715;0,034532955303989;0,0203188298902222;0,0392460013757903;3,56727299034944e-06;2,31279395383008e-06;0,000795595901682893;0,000120418442174048;0,000191294504431898;2,4198388407641e-06;4,36019621491087e-05;2,78164490139453e-05;5,42438730362395e-05;0,011430881758371;0,234951976897471;0,000631012466657008
"emji_visage_qui_pleure_à_chaudes_larmes";0,0229485902453307;0,0215486753304832;-0,0460796820993102;-0,0460643096865169;-0,0481978701203435;0,0783441211468036;-0,0459222339213006;0,0490596217471691;0,0526122464432837;0,158432672010645;0,148767927545918;-0,318125300175257;-0,318019171981409;-0,332748864603644;0,540872808173447;-0,317038308108268;0,338698232795238;0,363224873309506;0,02924338712366;0,0254977796114772;0,105060302344349;0,103611615992063;0,112164370393819;0,295150115079284;0,101261920325094;0,106590335778031;0,121420173352235;3,83262701735292e-06;3,37929175883846e-06;1,54526682938196e-05;1,54423598384709e-05;1,69059752070873e-05;4,46680876618693e-05;1,53472492567312e-05;1,75159188526155e-05;2,01445803730711e-05;0,0072775388686735;0,102019397221574;7,57443145907942e-05
"aller";0,0200891308532508;0,0178658259186075;-0,161926205879469;-0,0756080797663114;-0,103151091487486;-0,036467492695396;-0,0360615767996134;0,0543493677203571;0,0612656821776091;0,0875617828102472;0,0778711423723767;-0,705782015861131;-0,329550258174873;-0,449601007402746;-0,158949568219465;-0,157180316987772;0,236890663263019;0,267036558014622;0,00878122461276657;0,00686790918538603;0,50835970396707;0,109378728330648;0,201309386259195;0,0250587313660249;0,0244684642155879;0,0512596423757847;0,0645162096875413;2,96668635600421e-06;2,34636480136721e-06;0,000192745221086632;4,20228744510523e-05;7,82162507814873e-05;9,77599899649915e-06;9,55957894126079e-06;2,17139248840562e-05;2,75920447876488e-05;0,00735104936229647;0,162976198323125;0,000195252995331045
"emji_visage_faisant_un_clin_d_oeil";0,0182325318523751;0,0148836546801851;-0,257218678470639;-0,102550308253661;-0,131290672842857;0,00305698696470041;-0,0595241383259288;-0,134747548758889;0,045061042843852;0,0530299940725073;0,0432896608029042;-0,748130051551742;-0,298271369158037;-0,381863783867474;0,00889135979195765;-0,173128160595201;-0,39191823548291;0,131061711793976;0,00323063413896606;0,00212891608748462;0,572931721848367;0,0898734511193458;0,145661622310936;7,86494102177104e-05;0,029775875945203;0,140730863443529;0,0155882656959453;2,4070190721627e-06;1,60400138927049e-06;0,000479060733089786;7,61481768447608e-05;0,00012481113069355;6,76663488279707e-08;2,56549873032135e-05;0,000131470197876145;1,47023936372466e-05;0,00724078362186202;0,24386174114817;0,000430598894136654
"hiver";0,12904560246468;0,181583751147375;4,4189460840779;1,13957789863387;1,07529283075453;-2,33008087380583;1,11931728833478;0,280009177176914;-0,281358270326324;0,0240165103591544;0,0337943173358324;0,822404346818788;0,212085370480522;0,20012135954814;-0,433648341164836;0,208314694472682;0,0521121462172124;-0,0523632242003397;0,000652883472333022;0,0012783470678848;0,682167003118948;0,0447714287192503;0,0394172511529491;0,184334118325255;0,0424756638021966;0,00245158849962526;0,00245171584156003;0,000111397937582825;0,000220569113827208;0,130625551435502;0,00868717893350872;0,007734713503169;0,0363189029250774;0,0083810253588287;0,000524487644841371;0,0005295538164129;0,00668945491968979;3,83942289729757;0,0986103800323927
"français";0,0165170020253512;0,0124983474044423;-0,312109721570397;-0,115447850644569;-0,141786277121215;0,0387284305714645;-0,0739405764611588;0,0469511297016661;0,0724985798638795;0,0432713598218011;0,0327432597565477;-0,817667276738597;-0,3024511033072;-0,371452701022193;0,101461018895519;-0,193710050078787;0,123002904779123;0,189932297098741;0,00212528764852073;0,00120338893963947;0,676198050060815;0,0913041757453645;0,136178094015825;0,0101188125469092;0,036830315074112;0,0136962336427997;0,0323456423260167;1,69460503355834e-06;9,70311619999265e-07;0,000605090926323697;8,27899750401803e-05;0,000124874696813397;9,31678007628028e-06;3,39603151840347e-05;1,36929852635127e-05;3,2648636376859e-05;0,00621163671114051;0,272372301965673;0,000460820648303578
"voir";0,0209891806922621;0,0188586930562188;-0,126647644071372;-0,0669451114880261;-0,0793419468596128;0,0471037121773611;-0,0500562614700492;0,049645500390786;0,0586336276063963;0,10733439740453;0,0964395173258225;-0,647650270794777;-0,342343672490054;-0,405738565022613;0,240878795423271;-0,255977531471347;0,253876982928439;0,299840435843895;0,0132420137876869;0,0105713829171988;0,429597100191831;0,118458018507564;0,164532746414512;0,0577547638835001;0,0651274958432661;0,0590849179784947;0,0816315604759484;2,73650988114752e-06;2,209170483342e-06;9,96323281343803e-05;2,78383689459469e-05;3,9103150873637e-05;1,37821292112331e-05;1,55640590211523e-05;1,53096701154008e-05;2,13550000508052e-05;0,00621163671114051;0,138662506654273;0,000119432945088699
"parler";0,0165170020253512;0,0124983474044423;-0,312109721570397;-0,115447850644569;-0,141786277121216;0,0387284305714645;-0,0739405764611588;0,0469511297016661;0,0724985798638795;0,0432713598218011;0,0327432597565477;-0,817667276738597;-0,3024511033072;-0,371452701022193;0,101461018895519;-0,193710050078787;0,123002904779123;0,189932297098741;0,00212528764852073;0,00120338893963947;0,676198050060815;0,0913041757453645;0,136178094015825;0,0101188125469092;0,036830315074112;0,0136962336427997;0,0323456423260167;1,60435979508482e-06;9,18638220117648e-07;0,000572867149182199;7,83810414581589e-05;0,000118224565030436;8,82062019056121e-06;3,21517776890269e-05;1,29637730305446e-05;3,09099515993932e-05;0,00588083948983717;0,272372301965673;0,000436279903719364
