"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"sa";35,459;-0,045;0,003;-0,331;-0,018;12,105;-0,073;-0,082;-0,227;-0,029
"déjà";-0,028;-0,046;-0,976;-1,215;-0,018;-0,074;-0,074;-0,083;-0,23;2,596
"maintenant";-0,027;-0,045;-0,963;-0,005;-0,018;-0,073;12,105;-0,082;-0,227;0,073
"après";-0,027;-0,045;-0,963;-1,172;-0,018;-0,073;-0,073;-0,082;-0,227;2,528
"tous";-0,026;-0,044;-0,927;0;-0,017;-0,07;-0,07;-0,079;-0,219;0,395
"lui";-0,025;-0,042;-0,902;-0,963;-0,017;-0,068;-0,068;-0,076;2,997;1,054
"avant";-0,025;-0,042;-0,902;-0,209;-0,017;-0,068;-0,068;-0,076;-0,213;1,054
"chez";-0,025;-0,042;-0,902;0,005;-0,017;-0,068;-0,068;-0,076;-0,213;0,328
"croire";-0,025;-0,042;-0,89;-0,922;-0,017;13,245;-0,067;-0,075;-0,21;1,002
"mes";-0,024;-0,04;-0,841;-2,007;-0,016;-0,063;-0,063;-0,071;-0,198;3,373
"pourquoi";-0,025;-0,041;-0,877;-0,882;-0,017;-0,066;-0,066;-0,074;-0,207;2,062
"te";-0,024;-0,04;-0,853;-0,802;-0,016;-0,064;-0,064;-0,072;-0,201;1,931
"mieux";-0,023;-0,038;0,051;1,888;-0,015;-0,061;-0,061;12,761;-0,193;-2,388
"quel";-0,023;-0,039;6,013;-3,783;-0,016;-0,062;-0,062;-0,07;-0,195;0,754
"beaucoup";-0,023;-0,039;-0,828;1,784;-0,016;-0,062;-0,062;-0,07;41,179;-3,897
"moins";-0,021;-0,035;-0,742;2,627;-0,014;-0,056;-0,056;-0,063;-0,175;-0,692
"oh";-0,021;-0,036;0,093;-0,019;69,431;-0,057;-0,057;13,934;-0,178;-0,624
"sans";-0,021;-0,034;0,114;-1,548;-0,014;-0,055;-0,055;-0,062;-0,172;1,304
"aux";-0,02;-0,033;-0,693;-0,343;-0,013;-0,052;-0,052;-0,059;-0,164;1,126
"autre";-0,02;-0,033;-0,706;-0,374;-0,013;-0,053;-0,053;-0,06;-0,166;1,184
"personne";-0,019;-0,032;-0,681;0,002;-0,013;-0,051;-0,051;-0,058;-0,161;0,262
"2";-0,018;-0,03;-0,644;0,02;-0,012;-0,049;-0,049;-0,055;-0,152;0,169
"mal";-0,019;-0,031;0,183;-0,284;-0,013;-0,05;-0,05;-0,057;4,593;-0,002
"leur";-0,018;-0,03;-0,632;0,639;-0,012;-0,048;-0,048;-0,054;-0,149;-0,027
"juste";-0,018;-0,03;0,236;0,031;-0,012;-0,048;-0,048;-0,054;-0,149;-0,027
"ton";-0,017;-0,028;0,299;-1,012;-0,011;-0,045;-0,045;-0,05;-0,14;0,683
"depuis";-0,017;-0,028;-0,596;-0,131;-0,011;-0,045;-0,045;-0,05;-0,14;0,683
"surtout";-0,015;-0,026;-0,547;1,22;-0,01;-0,041;-0,041;-0,046;-0,129;-0,217
"cet";-0,016;-0,026;-0,559;-0,073;-0,011;-0,042;-0,042;-0,047;-0,132;0,534
"ta";-0,015;-0,025;-0,534;-0,781;-0,01;-0,04;-0,04;-0,045;-0,126;1,566
"entre";-0,014;-0,023;-0,498;-2,274;-0,009;-0,038;-0,038;-0,042;-0,117;3,152
"1";-0,014;-0,023;-0,486;-0,004;-0,009;-0,037;-0,037;-0,041;-0,115;0,27
"ses";-0,014;-0,023;-0,486;-0,605;-0,009;-0,037;-0,037;-0,041;-0,115;1,292
"comment";-0,014;-0,024;-0,51;-0,019;-0,01;-0,038;-0,038;-0,043;-0,12;0,352
"cela";-0,014;-0,023;4,738;-0,01;-0,009;-0,038;-0,038;-0,042;6,746;-1,615
"contre";-0,014;-0,023;-0,498;-2,274;-0,009;-0,038;-0,038;-0,042;-0,117;3,152
"ben";-0,014;-0,023;-0,498;-0,01;-0,009;-0,038;-0,038;-0,042;-0,117;0,31
"bah";-0,014;-0,023;-0,486;-0,605;-0,009;-0,037;-0,037;-0,041;-0,115;1,292
"toute";-0,013;-0,022;0,623;-0,001;-0,009;-0,036;-0,036;-0,04;-0,112;-0,02
"deux";-0,013;-0,022;-0,461;0,546;-0,009;-0,035;-0,035;-0,039;-0,109;-0,036
"autres";-0,012;-0,021;-0,437;-0,439;-0,008;-0,033;-0,033;-0,037;-0,103;1,027
"voilà";-0,012;-0,019;-0,413;-1,884;-0,008;-0,031;-0,031;-0,035;-0,097;2,612
"nos";-0,013;-0,021;-0,449;0,002;-0,008;-0,034;-0,034;-0,038;-0,106;0,163
"monsieur";-0,013;-0,021;-0,449;-2,051;-0,008;-0,034;-0,034;24,572;-0,106;1,092
"vive";-0,011;-0,019;-0,4;77,976;-0,008;31,484;-0,03;-0,034;-0,094;-62,571
"notre";-0,012;-0,02;-0,425;0,791;-0,008;-0,032;-0,032;-0,036;-0,1;-0,114
"ici";-0,012;-0,021;-0,437;0,008;-0,008;-0,033;-0,033;-0,037;-0,103;0,132
"3";-0,011;-0,018;-0,388;-0,287;-0,007;-0,029;-0,029;-0,033;-0,092;0,772
"elles";-0,012;-0,02;-0,425;0,791;-0,008;-0,032;-0,032;-0,036;-0,1;-0,114
"votre";-0,011;-0,019;0,947;-0,324;-0,008;-0,03;-0,03;-0,034;-0,094;0,055
"toutes";-0,012;-0,019;0,883;2,939;-0,008;-0,031;-0,031;-0,035;-0,097;-2,984
"parce_que";-0,012;-0,019;-0,413;0,029;-0,008;-0,031;-0,031;-0,035;-0,097;0,078
"car";-0,012;-0,019;-0,413;16,236;-0,008;-0,031;-0,031;-0,035;-0,097;-9,394
"dame";-0,011;-0,019;-0,4;0,046;-0,008;-0,03;-0,03;-0,034;-0,094;0,055
"vite";-0,01;-0,017;-0,364;1,381;-0,007;-0,027;-0,027;-0,031;-0,086;-0,381
"hein";-0,011;-0,018;-0,376;-0,252;-0,007;-0,028;-0,028;-0,032;-0,089;0,71
"ni";-0,006;-0,01;-0,206;44,39;-0,004;-0,016;-0,016;-0,017;-0,049;-29,942
"ouais";-0,01;-0,016;8,425;0,207;155,555;-0,026;-0,026;-0,029;10,705;-8,725
"ok";-0,009;-0,015;-0,327;-0,127;-0,006;-0,025;-0,025;-0,028;-0,077;0,475
"sauf";-0,01;-0,016;-0,339;0,207;-0,006;-0,026;-0,026;-0,029;-0,08;0
"ailleurs";-0,009;-0,015;-0,327;0,259;-0,006;-0,025;-0,025;-0,028;-0,077;-0,004
"40";-0,009;-0,015;-0,315;2,092;-0,006;-0,024;-0,024;-0,027;-0,074;-0,775
"presque";-0,009;-0,015;-0,327;-1,495;-0,006;-0,025;-0,025;-0,028;-0,077;2,072
"10";-0,009;-0,015;-0,315;0,319;-0,006;-0,024;-0,024;-0,027;-0,074;-0,013
"sous";-0,009;-0,015;-0,315;2,092;-0,006;-0,024;-0,024;-0,027;-0,074;-0,775
"plein";-0,009;-0,014;-0,303;-0,077;-0,006;-0,023;-0,023;-0,026;-0,071;0,367
"haha";-0,009;-0,015;-0,315;-1,44;-0,006;-0,024;-0,024;-0,027;-0,074;1,995
"80";-0,009;-0,015;-0,315;-0,101;-0,006;-0,024;-0,024;-0,027;-0,074;0,42
"celle";-0,009;-0,014;1,673;-1,384;-0,006;-0,023;-0,023;-0,026;-0,071;0,367
"loin";-0,008;-0,014;-0,291;-0,055;-0,005;-0,022;-0,022;-0,025;-0,069;0,315
"leurs";-0,008;-0,014;-0,291;-0,055;-0,005;-0,022;-0,022;-0,025;-0,069;0,315
"celui";-0,008;-0,014;-0,291;-0,055;-0,005;-0,022;-0,022;-0,025;-0,069;0,315
"4";-0,007;-0,012;-0,254;0,782;-0,005;-0,019;-0,019;-0,022;-0,06;-0,186
"pourtant";-0,008;-0,013;-0,279;-0,036;-0,005;-0,021;-0,021;-0,024;-0,066;0,266
"certains";-0,008;-0,013;-0,267;-0,021;-0,005;-0,02;-0,02;-0,023;-0,063;0,219
"tard";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"quelqu_un";-0,008;-0,013;-0,267;0,663;-0,005;-0,02;-0,02;-0,023;-0,063;-0,131
"mêmes";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"merde";-0,008;-0,013;-0,267;-1,217;-0,005;-0,02;-0,02;-0,023;-0,063;1,688
"longtemps";-0,008;-0,013;-0,267;0,663;-0,005;-0,02;-0,02;-0,023;-0,063;-0,131
"parfois";-0,007;-0,012;-0,254;-0,009;-0,005;-0,019;-0,019;-0,022;-0,06;0,175
"con";-0,007;-0,011;13,174;-1,107;-0,005;-0,018;-0,018;-0,021;-0,057;-0,254
"chaque";-0,007;-0,011;-0,242;3,858;-0,005;-0,018;-0,018;-0,021;-0,057;-1,891
"ceux";-0,007;-0,012;-0,254;-1,162;-0,005;-0,019;-0,019;-0,022;-0,06;1,611
"20";-0,007;-0,012;-0,254;0,782;-0,005;-0,019;-0,019;-0,022;-0,06;-0,186
"vos";-0,006;-0,01;-0,218;-0,996;-0,004;-0,016;-0,016;-0,018;-0,051;1,38
"partout";-0,007;-0,011;-0,242;-1,107;-0,005;-0,018;-0,018;-0,021;-0,057;1,534
"eux";-0,006;-0,011;-0,23;-1,051;-0,004;-0,017;-0,017;-0,02;-0,054;1,457
"e";-0,006;-0,01;-0,218;1,258;-0,004;-0,016;59,254;-0,018;-0,051;-2,496
"dommage";-0,007;-0,011;-0,242;0,919;-0,005;-0,018;-0,018;-0,021;-0,057;-0,254
"autant";-0,007;-0,011;-0,242;-1,107;-0,005;-0,018;-0,018;-0,021;15,723;0,135
"assez";-0,007;-0,011;2,461;-0,002;-0,005;-0,018;-0,018;-0,021;15,723;-1,891
"70";-0,007;-0,011;-0,242;-0,002;-0,005;-0,018;-0,018;-0,021;-0,057;0,135
"peut_être";-0,006;-0,011;-0,23;-1,051;-0,004;-0,017;-0,017;-0,02;-0,054;1,457
"60";-0,006;-0,01;-0,218;0,004;-0,004;-0,016;-0,016;-0,018;-0,051;0,066
"5";-0,006;-0,011;-0,23;0;-0,004;-0,017;-0,017;-0,02;-0,054;0,098
"tes";-0,006;-0,01;-0,218;0,004;-0,004;-0,016;-0,016;-0,018;-0,051;0,066
"pendant";-0,006;-0,01;-0,206;1,466;-0,004;-0,016;-0,016;-0,017;-0,049;-0,559
"nonante";-0,006;-0,01;-0,218;-0,996;-0,004;-0,016;-0,016;-0,018;-0,051;1,38
"90";-0,006;-0,01;-0,218;-0,996;-0,004;-0,016;-0,016;-0,018;-0,051;1,38
"50";-0,006;-0,01;-0,206;-0,94;-0,004;-0,016;-0,016;-0,017;-0,049;1,303
"30";-0,006;-0,01;-0,218;0,004;-0,004;-0,016;-0,016;-0,018;-0,051;0,066
"tant";-0,006;-0,01;3,173;5,296;-0,004;-0,016;-0,016;-0,017;-0,049;-6,957
"fort";-0,006;-0,01;-0,206;0,015;-0,004;-0,016;-0,016;-0,017;-0,049;0,039
"madame";-0,005;-0,009;-0,194;12,635;-0,004;-0,015;-0,015;-0,016;-0,046;-7,772
"hier";-0,005;-0,009;-0,194;-0,885;-0,004;-0,015;-0,015;-0,016;-0,046;1,227
"aucun";-0,005;-0,009;3,473;-0,885;-0,004;-0,015;-0,015;-0,016;-0,046;0,018
"sinon";-0,005;-0,009;-0,182;-0,829;-0,003;-0,014;-0,014;-0,015;21,589;0,004
"puis";-0,005;-0,009;-0,182;-0,829;-0,003;-0,014;-0,014;-0,015;-0,043;1,15
"point";-0,005;-0,009;-0,182;-0,829;-0,003;-0,014;-0,014;-0,015;-0,043;1,15
"bravo";-0,005;-0,009;-0,182;0,062;-0,003;-0,014;-0,014;-0,015;-0,043;0,004
"2025";-0,005;-0,009;-0,182;-0,829;-0,003;-0,014;-0,014;-0,015;-0,043;1,15
"0";-0,004;-0,007;-0,157;-0,719;-0,003;-0,012;-0,012;-0,013;-0,037;0,996
"quatre_vingt";-0,004;-0,007;-0,157;-0,719;-0,003;-0,012;-0,012;-0,013;-0,037;0,996
"jusqu_à";-0,005;-0,008;-0,169;2,319;-0,003;-0,013;-0,013;-0,014;-0,04;-1,094
"devant";-0,005;-0,008;-0,169;-0,774;-0,003;-0,013;-0,013;-0,014;-0,04;1,073
"13";-0,004;538,216;-0,157;0,159;-0,003;-0,012;-0,012;-0,013;-0,037;-5,028
"quelques";-0,004;-0,007;-0,157;0,159;-0,003;-0,012;-0,012;-0,013;-0,037;-0,007
"enfin";-0,004;-0,007;-0,157;0,159;-0,003;-0,012;-0,012;-0,013;-0,037;-0,007
"ouf";-0,004;-0,007;-0,145;-0,663;-0,003;-0,011;-0,011;-0,012;-0,034;0,919
"2000";-0,004;-0,007;-0,145;-0,663;-0,003;-0,011;-0,011;-0,012;-0,034;0,919
"12";-0,004;-0,007;-0,145;-0,663;-0,003;-0,011;-0,011;-0,012;-0,034;0,919
"plusieurs";-0,004;-0,006;-0,133;-0,608;-0,003;-0,01;-0,01;-0,011;-0,031;0,843
"dont";-0,004;-0,006;5,821;0,331;-0,003;-0,01;-0,01;-0,011;-0,031;-2,046
"différents";-0,004;-0,006;-0,133;-0,608;-0,003;-0,01;-0,01;-0,011;-0,031;0,843
"combien";-0,003;-0,005;-0,109;-0,497;-0,002;-0,008;-0,008;-0,009;-0,026;0,689
"950";-0,004;-0,006;-0,133;-0,608;-0,003;-0,01;-0,01;-0,011;-0,031;0,843
"100";-0,004;-0,006;-0,133;3,726;-0,003;-0,01;-0,01;-0,011;-0,031;-2,046
"tel";-0,003;-0,005;-0,109;-0,497;-0,002;-0,008;-0,008;-0,009;-0,026;0,689
"souvent";-0,003;-0,005;-0,109;0,628;-0,002;-0,008;-0,008;-0,009;-0,026;-0,219
"septante";-0,003;-0,006;-0,121;-0,553;-0,002;-0,009;-0,009;-0,01;-0,029;0,766
"quasi";-0,003;-0,006;-0,121;0,459;-0,002;-0,009;-0,009;-0,01;-0,029;-0,127
"pardon";-0,003;-0,006;-0,121;-0,553;-0,002;-0,009;-0,009;-0,01;-0,029;0,766
"eh";-0,003;-0,006;-0,121;0,459;-0,002;-0,009;-0,009;-0,01;-0,029;-0,127
"dedans";-0,003;-0,006;-0,121;-0,553;-0,002;-0,009;-0,009;-0,01;-0,029;0,766
"ciao";-0,003;-0,006;-0,121;-0,553;-0,002;-0,009;-0,009;-0,01;-0,029;0,766
"25";-0,003;-0,006;-0,121;0,459;-0,002;-0,009;-0,009;-0,01;-0,029;-0,127
"selon";-0,003;-0,005;-0,109;-0,497;-0,002;-0,008;-0,008;-0,009;-0,026;0,689
"mince";-0,003;-0,005;-0,109;-0,497;-0,002;-0,008;-0,008;-0,009;-0,026;0,689
"mille";-0,003;-0,005;-0,109;5,246;-0,002;120,366;-0,008;-0,009;-0,026;-9,384
"heu";-0,003;-0,005;-0,109;-0,497;-0,002;-0,008;-0,008;106,783;-0,026;-0,219
"g";-0,002;-0,003;-0,073;-0,331;-0,001;-0,005;-0,005;-0,006;-0,017;0,459
"force";-0,003;-0,005;-0,109;0,628;487,111;-0,008;-0,008;-0,009;-0,026;-3,117
"envers";-0,003;-0,005;-0,109;-0,497;-0,002;-0,008;-0,008;-0,009;-0,026;0,689
"chacun";-0,003;-0,005;7,51;0,628;-0,002;-0,008;-0,008;-0,009;37,25;-9,384
"1980";-0,003;-0,005;-0,097;-0,442;-0,002;-0,007;-0,007;-0,008;-0,023;0,613
"000";-0,003;-0,005;-0,097;0,853;-0,002;-0,007;-0,007;-0,008;-0,023;-0,353
"tiens";-0,003;-0,005;-0,097;-0,442;-0,002;-0,007;-0,007;-0,008;-0,023;0,613
"quelque";-0,003;-0,005;-0,097;-0,442;-0,002;-0,007;-0,007;-0,008;-0,023;0,613
"plupart";-0,003;-0,005;-0,097;0,853;-0,002;-0,007;-0,007;-0,008;-0,023;-0,353
"derrière";-0,003;-0,005;-0,097;-0,442;-0,002;-0,007;-0,007;-0,008;-0,023;0,613
"aucune";-0,003;-0,005;-0,097;-0,442;-0,002;-0,007;-0,007;-0,008;-0,023;0,613
"6";-0,003;-0,005;-0,097;0,853;-0,002;-0,007;-0,007;-0,008;-0,023;-0,353
"501";-0,003;-0,005;-0,097;-0,442;-0,002;-0,007;-0,007;-0,008;-0,023;0,613
"2023";-0,003;-0,005;8,675;-0,442;-0,002;-0,007;-0,007;-0,008;-0,023;-0,353
"17";-0,003;-0,005;-0,097;0,853;-0,002;-0,007;-0,007;-0,008;-0,023;-0,353
"15";-0,003;-0,005;-0,097;-0,442;-0,002;-0,007;-0,007;-0,008;-0,023;0,613
"x";-0,002;-0,004;-0,085;1,158;-0,002;-0,006;-0,006;-0,007;-0,02;-0,547
"ha";-0,002;-0,004;-0,085;-0,387;-0,002;-0,006;-0,006;-0,007;-0,02;0,536
"ensuite";-0,002;-0,004;-0,085;1,158;-0,002;-0,006;-0,006;-0,007;-0,02;-0,547
"dès";-0,002;-0,004;-0,085;-0,387;-0,002;-0,006;-0,006;-0,007;-0,02;0,536
"durant";-0,002;-0,004;-0,085;-0,387;-0,002;-0,006;-0,006;-0,007;-0,02;0,536
"dessus";-0,002;-0,003;-0,073;-0,331;-0,001;-0,005;-0,005;-0,006;-0,017;0,459
"celles";-0,002;-0,003;-0,073;1,584;-0,001;-0,005;-0,005;-0,006;-0,017;-0,831
"arrière";-0,002;-0,004;-0,085;-0,387;-0,002;-0,006;-0,006;-0,007;-0,02;0,536
"vers";-0,002;-0,003;-0,073;-0,331;-0,001;-0,005;-0,005;-0,006;-0,017;0,459
"salut";-0,002;-0,003;-0,073;-0,331;-0,001;-0,005;-0,005;-0,006;-0,017;0,459
"quels";-0,002;-0,003;-0,073;-0,331;-0,001;-0,005;-0,005;-0,006;-0,017;0,459
"quatre";-0,002;-0,003;-0,073;1,584;-0,001;-0,005;-0,005;-0,006;-0,017;-0,831
"pis";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"or";-0,002;-0,003;-0,073;-0,331;-0,001;-0,005;-0,005;-0,006;-0,017;0,459
"mme";-0,002;-0,003;-0,073;-0,331;-0,001;-0,005;-0,005;-0,006;-0,017;0,459
"ci";-0,002;-0,003;12,182;9,564;-0,001;-0,005;-0,005;-0,006;-0,017;-16,729
"attention";-0,002;-0,003;-0,073;-0,331;-0,001;-0,005;-0,005;-0,006;-0,017;0,459
"35";-0,002;-0,003;-0,073;1,584;-0,001;-0,005;-0,005;-0,006;-0,017;-0,831
"24";-0,002;-0,003;-0,073;1,584;-0,001;-0,005;-0,005;-0,006;-0,017;-0,831
"1987";-0,002;-0,003;-0,073;-0,331;-0,001;-0,005;-0,005;-0,006;-0,017;0,459
"14";-0,002;-0,003;-0,073;1,584;-0,001;-0,005;-0,005;-0,006;-0,017;-0,831
"trois";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"près";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"mi";-0,002;-0,003;14,996;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;-1,259
"lorsque";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"lequel";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"hé";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"chouette";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"certaines";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"certain";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"cent";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"7";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"2006";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"2004";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"1971";-0,002;-0,003;-0,06;-0,276;-0,001;-0,005;-0,005;-0,005;-0,014;0,383
"vingt";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"v";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"puisque";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"million";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"lors";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"jusqu_au";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"hop";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"ho";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"grâce";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"gare";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"franco";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"euh";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"certaine";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"bof";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"anti";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"amen";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"9";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"87";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"8";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"250";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"2024";-0,001;-0,002;19,222;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;-1,94
"2019";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"200";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"1986";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"1976";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"1972";-0,001;-0,002;19,222;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;-1,94
"19";-0,001;-0,002;-0,048;-0,221;-0,001;-0,004;-0,004;-0,004;-0,011;0,306
"voire";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"vlan";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"u";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"soi";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"pa";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"ouh";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"neuf";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"mienne";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"malgré";-0,001;-0,002;-0,036;4,78;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"in";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"huit";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"hors";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"f";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"environ";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"dehors";-0,001;-0,002;-0,036;4,78;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"celui_là";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"b";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"aïe";-0,001;-0,002;26,273;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"autour";-0,001;-0,002;-0,036;4,78;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"97";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"96";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"51";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"500";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"45";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"44";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"36";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"300";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"23";-0,001;-0,002;-0,036;4,78;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"22";-0,001;-0,002;-0,036;4,78;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"21";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"2018";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"2016";-0,001;-0,002;26,273;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"2010";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"2008";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"1998";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"1994";-0,001;-0,002;-0,036;4,78;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"1992";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"1985";-0,001;-0,002;-0,036;22,846;-0,001;-0,003;-0,003;-0,003;-0,009;-16,123
"1982";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"1978";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"1960";-0,001;-0,002;26,273;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"160";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
"16";-0,001;-0,002;-0,036;4,78;-0,001;-0,003;-0,003;-0,003;-0,009;-3,126
"150";-0,001;-0,002;-0,036;-0,166;-0,001;-0,003;-0,003;-0,003;-0,009;0,23
