"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"mass";"chi.distance";"inertie"
"classe 1";0,872477114970604;-54,9355953754631;1,58598298797749;0,531135058964405;0,592541503186755;-0,177800716372813;0,302876851791664;-0,123820070009631;-0,178643817139783;0,0158710921874596;-0,999324662637521;0,028850363841098;0,00966179323236449;0,0107788280753814;-0,00323434450271439;0,0055095845538539;-0,00225239116540812;-0,00324968121443587;0,000254751503111133;0,998761734670089;0,000750083760778786;8,30199117202346e-05;0,000102171505984989;9,16199730944565e-06;2,6547603780226e-05;4,09208405714992e-06;8,43696316643379e-06;0,000251808242192335;0,998319430782865;0,000832068156848829;9,33193684621639e-05;0,000116144701620516;1,04575238976797e-05;3,03454804337511e-05;5,07158773972537e-06;1,05569346352207e-05;0,000330797221303341;41,5562399301327;0,571260693725026
"classe 2";-52,1299586700502;-0,768342567954627;1,08736005905617;0,343632051315821;0,448456902909612;0,00506875572539173;0,195524741129079;-0,125309912644843;-0,146806293287634;-0,999601455850087;-0,0147331087365756;0,0208503272551076;0,00658920719554286;0,00859924282449152;9,71943145882634e-05;0,00374922253678339;-0,00240284040708815;-0,00281503742266696;0,999272417775617;0,000214666603799268;0,000387400287879287;3,81821281127415e-05;6,43034306949056e-05;8,1813758302495e-09;1,2156178642493e-05;4,60504398111628e-06;6,2603698635479e-06;0,998835810982889;0,0002169847104536;0,000434576358301404;4,34016932008377e-05;7,3919797760606e-05;9,44326261759526e-09;1,40515030667084e-05;5,77151990556038e-06;7,92152304511881e-06;0,000367552468114823;39,6447797068238;0,577685359651042
"classe 3";0,134529228080366;0,145766827347096;4,30598461214464;1,02766863128973;2,81581039823462;9,89501223564382;-1,66177516916788;-0,496112638127996;-0,269278063154272;0,0118650219051994;0,0128561400686215;0,379773246866672;0,0906368898084723;0,248344932418578;0,87270653822524;-0,146562937028931;-0,043755453018124;-0,0237494124028308;0,000161856749319598;0,000187914578074984;0,147756470282094;0,00830553047881563;0,0616577835112679;0,758306301415091;0,0213563259054329;0,00175554466559878;0,000512272414286948;0,000139692129733481;0,000164004604348734;0,14311448269951;0,00815163712664948;0,0611991591042491;0,755738085792024;0,0213148935825786;0,00189976209942909;0,000559681031064961;0,00771860183041129;8,03881106589326;0,498795218295176
"classe 4";0,103076986768753;0,144706397440261;3,36849865513303;0,864410631886506;0,812432264448023;-1,74585508082832;0,840334973314662;0,199302601089034;-0,204009095575501;0,0252831773140326;0,0354942225189888;0,826240186578934;0,212026447058954;0,199276964156535;-0,428231023790154;0,20612106348396;0,0488858198172465;-0,0500402495144962;0,00072338646102305;0,00140983396020287;0,688372879030406;0,0447353469090387;0,0390755275966483;0,17971230314986;0,0415753888803599;0,00215688340899832;0,00223845060346077;0,000602962174103973;0,00118834379440784;0,643931092909671;0,0424040012996822;0,0374576876753822;0,172974873498155;0,0400748141003478;0,00225420066087844;0,00236192281044263;0,0567501010769287;2,91351396905059;0,481726845013597
"classe 5";0,0805551377110655;0,0660611544899238;-7,47886116832539;-5,01112560273421;-19,839091786148;27,9424261059427;111,115217581803;-0,40793386726993;-0,563626414752845;0,000690691127447127;0,000566417668339938;-0,0641248118884617;-0,0429660986335352;-0,170103174827288;0,239582307710095;0,952717568224902;-0,00349768259001848;-0,0048326124804222;5,5145596073673e-07;3,66743328295263e-07;0,00423544783053493;0,00187654328164162;0,029083823365415;0,0574601888678865;0,907310473834143;1,12786640489064e-05;2,13259570465949e-05;4,77019165041991e-07;3,2080539071133e-07;0,00411168922520568;0,00184594992512061;0,0289329630535675;0,0573954626887248;0,907604041478401;1,22328841890544e-05;2,3352426611324e-05;7,35104936229647e-05;82,4666599299377;0,499926489506377
"classe 6";0,0523256275703825;0,0463481671075581;-2,03834988587833;-0,815988968646225;-1,1597745560602;0,30999526129872;-0,640644544332844;4,73020608520651;-37,4418926460632;0,00138325616863731;0,00122523877941697;-0,053884877915507;-0,0215711082089107;-0,0306592655146082;0,00819489182166063;-0,0169357838405332;0,125045547470723;-0,989796613494189;2,42046177586495e-06;1,87793269193382e-06;0,0032728857953383;0,000517608708573368;0,00103395126477506;7,35688432696484e-05;0,000313753151621224;0,0157755042877704;0,979008429554184;1,91206140743386e-06;1,50016169700343e-06;0,00290155235373043;0,000464987758374472;0,000939334119778286;6,71093534210155e-05;0,000286620473094619;0,0156254692748914;0,979013164754188;0,000698349689418165;25,5685388192263;0,456546233309639
"classe 7";0,0768448626627794;0,0709072941702658;-9,85718733904782;-8,90983785284492;34,6844394923339;-3,77226984776353;6,06309780420529;-0,370336398042487;-0,498413392582086;0,00203143536431357;0,00187447254083041;-0,260580060388405;-0,235536366093809;0,916901853092243;-0,0997219867007755;0,160281258498759;-0,00979004229570193;-0,013175826680593;4,73598134661752e-06;3,9875642035429e-06;0,0694369080823593;0,0559865323180204;0,838944527161212;0,00988326159293184;0,0254949373579835;8,77257098667399e-05;0,000157384232076536;4,12384773902183e-06;3,51119355182209e-06;0,0678545485538504;0,0554386371417567;0,840121899329217;0,00993752991077926;0,0256721411652818;9,57779948758255e-05;0,000173481173528816;0,000698349689418165;26,8441975103948;0,503238426124328
"classe 8";0,068418218692843;0,10223221177881;-10,5452765723109;33,0865740971248;5,14571357169009;-0,152834454903931;1,72731500326021;-0,361165240892839;-0,355890782107216;0,00194633877446495;0,00290826802547588;-0,299988527504481;0,94123587707755;0,146383551606827;-0,0043477838408683;0,0491380838436253;-0,0102743088868556;-0,0101242628341388;4,3041064669889e-06;9,50299608698188e-06;0,0911086216113962;0,885129355175414;0,0211696790888435;1,85992959472015e-05;0,00237228611011042;9,56544462229734e-05;9,19971695097034e-05;3,78517140001607e-06;8,45118362017592e-06;0,0899203468116158;0,885208603692417;0,0214108170530108;1,88879388880508e-05;0,00241259884039887;0,000105476064507003;0,000102417814288804;0,000808615429852611;25,0709527554629;0,508257389108183
"classe 9";0,0884400423878064;0,0941745868315041;0,351051963476909;-0,164404314139989;-0,460662624765169;-1,39756309870852;0,170253238344234;-24,6046108123051;-3,09720846546411;0,00355947882319653;0,0037902791366848;0,0141289171296226;-0,00661684072987425;-0,0185404576164679;-0,0562482346188898;0,00685224452753639;-0,990270795612683;-0,124654485074789;1,58830947665375e-05;1,78094393191643e-05;0,00022298934060795;4,82644459143949e-05;0,000374702660742918;0,00343474558051976;5,08993810548342e-05;0,980446796502579;0,015387909554479;1,26493993565078e-05;1,43429824462424e-05;0,000199303457444176;4,37117747030165e-05;0,000343192647834879;0,00315874719941034;4,68773208120975e-05;0,979050333439925;0,0155136109183619;0,00161723085970522;16,8702670308697;0,460273460009752
"classe 10";0,0125565925036242;0,009448567044973;-0,223975182081099;-0,082301596799915;-0,100511688084304;0,0273985586499436;-0,0522715837022284;0,0318759780638604;0,0489858706320535;0,0461008421671549;0,0346898967948795;-0,822312623070335;-0,302165808365812;-0,369023161896142;0,100592308587224;-0,191912258790601;0,117030908920678;0,179848943077284;0,00241063464950402;0,00134978702476821;0,6834262218012;0,091068457149205;0,134308811546307;0,00993934367042707;0,0361246465248333;0,0123899234012863;0,0289821742324787;0,000146778972013484;8,31097812174235e-05;0,0467003394738224;0,00630575021963252;0,00940488251757784;0,000698836651436722;0,00254361605558331;0,000945904473658314;0,00223389061383413;0,930936891241225;0,194422570832305;0,035189541141991
