"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"working";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"wokiste";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"woah";-0,039;2,085;-0,849;-0,055;-0,17;3,267;-0,481;-0,927
"woaaaaaw";-0,039;-0,305;-0,849;-0,055;-0,17;10,129;-0,481;-0,927
"windows";-0,039;2,085;3,47;-0,055;-0,17;-0,889;-0,481;-0,927
"wilders";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"wiesel";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;18,724;-0,927
"wef";-0,039;2,085;0,221;-0,055;-0,17;-0,889;0,961;-0,927
"weed";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"watson";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"was";-0,039;2,085;-0,849;-0,055;-0,17;-0,889;0,961;0,158
"wankdorf";-0,039;-0,305;-0,849;-0,055;-0,17;10,129;-0,481;-0,927
"wahou";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"vídeo";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;0,961;0,158
"véreux";-0,039;2,085;0,221;-0,055;-0,17;0,187;-0,481;-0,927
"vénérer";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"vé";24,143;-0,305;-0,849;-0,055;4,626;-0,889;0,961;-0,927
"vw";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"vulgarisation";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"vuitton";-0,039;2,085;0,221;-0,055;-0,17;-0,889;-0,481;0,158
"vré";24,143;-0,305;0,221;-0,055;-0,17;-0,889;0,961;-0,927
"vraiement";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"votres";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"von";-0,039;2,085;-0,849;-0,055;4,626;0,187;-0,481;-0,927
"volontier";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"volatil";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"voilé";-0,039;2,085;-0,849;-0,055;-0,17;0,187;0,961;-0,927
"vociférer";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;0,961;0,158
"visé";-0,039;2,085;-0,849;-0,055;22,222;-0,889;-0,481;-0,927
"visualiser";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;0,961;0,158
"viscéral";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"virage";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"villeneuve";-0,039;2,085;3,47;-0,055;-0,17;-0,889;-0,481;-0,927
"viel";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"vice_président";-0,039;2,085;0,221;-0,055;-0,17;0,187;-0,481;-0,927
"vi0ls";-0,039;11,832;-0,849;-0,055;-0,17;0,187;-0,481;-0,927
"vi0leurs";-0,039;29,546;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"vestige";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"vespa";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"versement";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"versailles";-0,039;-0,305;3,47;-0,055;4,626;-0,889;-0,481;-0,927
"verlan";-0,039;-0,305;-0,849;16,894;4,626;-0,889;-0,481;0,158
"verité";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;7,042;-0,927
"verifier";-0,039;2,085;3,47;-0,055;-0,17;-0,889;-0,481;-0,927
"verge";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"ventilateur";-0,039;-0,305;0,221;-0,055;4,626;-0,889;-0,481;0,158
"venoge";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"venin";-0,039;2,085;-0,849;-0,055;-0,17;0,187;0,961;-0,927
"venger";-0,039;2,085;-0,849;-0,055;-0,17;3,267;-0,481;-0,927
"vendôme";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;0,158
"velours";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"vasculaire";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"varsovie";-0,039;2,085;0,221;-0,055;-0,17;-0,889;0,961;-0,927
"vanille";-0,039;-0,305;0,221;-0,055;4,626;0,187;-0,481;-0,927
"vandaliser";-0,039;11,832;-0,849;-0,055;-0,17;0,187;-0,481;-0,927
"valse";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;7,042;-0,927
"valorisation";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"valeureux";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"vaguement";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;0,961;0,158
"vaginal";24,143;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;-0,927
"vagabonder";-0,039;-0,305;-0,849;-0,055;4,626;3,267;-0,481;-0,927
"vacuité";-0,039;-0,305;-0,849;-0,055;4,626;0,187;-0,481;0,158
"uv";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"utérus";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"uta";-0,039;29,546;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"urine";24,143;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;-0,927
"urbanisation";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"uranus";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;0,961;0,158
"unwra";-0,039;29,546;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"unilatéralement";-0,039;29,546;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"unesco";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"ul";-0,039;2,085;-0,849;-0,055;-0,17;3,267;-0,481;-0,927
"uc";-0,039;-0,305;-0,849;-0,055;4,626;3,267;-0,481;-0,927
"uae";-0,039;2,085;3,47;-0,055;-0,17;-0,889;-0,481;-0,927
"télévisé";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;7,042;-0,927
"téléphonique";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;0,961;0,158
"tyrannique";-0,039;11,832;-0,849;-0,055;-0,17;0,187;-0,481;-0,927
"tyran";-0,039;-0,305;-0,849;-0,055;4,626;0,187;0,961;-0,927
"typer";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"twitter";-0,039;-0,305;-0,849;-0,055;4,626;-0,889;7,042;-0,927
"twerk";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;7,042;-0,927
"tutoiement";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;7,042;-0,927
"turfu";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;0,961;3,086
"ture";-0,039;2,085;-0,849;-0,055;-0,17;-0,889;-0,481;3,086
"try";-0,039;2,085;-0,849;-0,055;-0,17;0,187;-0,481;0,158
"truie";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;0,961;0,158
"trucage";-0,039;2,085;-0,849;-0,055;-0,17;-0,889;7,042;-0,927
"trotter";229,132;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"trotinettes";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"troquer";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"trops";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"tropez";-0,039;2,085;-0,849;-0,055;-0,17;-0,889;-0,481;3,086
"tromperie";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"troinex";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"triomphe";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"trimestre";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"tricheur";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"trice";-0,039;2,085;-0,849;-0,055;-0,17;3,267;-0,481;-0,927
"trend";-0,039;2,085;-0,849;-0,055;4,626;-0,889;0,961;-0,927
"traînée";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"travaillé";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"transposable";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"transphobes";-0,039;-0,305;0,221;-0,055;22,222;-0,889;-0,481;-0,927
"transphobe";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"tranquillou";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;0,158
"tranquil";-0,039;-0,305;-0,849;-0,055;-0,17;10,129;-0,481;-0,927
"traitre";-0,039;11,832;-0,849;-0,055;-0,17;-0,889;0,961;-0,927
"trahison";-0,039;2,085;-0,849;16,894;-0,17;0,187;-0,481;-0,927
"trade";-0,039;11,832;-0,849;-0,055;4,626;-0,889;-0,481;-0,927
"track";-0,039;-0,305;-0,849;16,894;-0,17;0,187;-0,481;0,158
"tput";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;0,961;0,158
"toxico";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"toxicité";-0,039;2,085;0,221;-0,055;4,626;-0,889;-0,481;-0,927
"toxic";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"tox";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"toupie";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;0,961;0,158
"tot";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"torse";-0,039;-0,305;-0,849;-0,055;-0,17;10,129;-0,481;-0,927
"torrent";24,143;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;0,158
"torche";-0,039;11,832;-0,849;-0,055;4,626;-0,889;-0,481;-0,927
"tonneau";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"tondeur";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"tolérable";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;7,042;-0,927
"toilettage";-0,039;-0,305;-0,849;16,894;-0,17;0,187;0,961;-0,927
"tofu";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;7,042;-0,927
"tocard";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;0,961;0,158
"tktp";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"titulaire";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"titan";24,143;-0,305;-0,849;-0,055;4,626;-0,889;-0,481;0,158
"tisser";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"tinguely";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;9,711
"tin";-0,039;-0,305;-0,849;16,894;-0,17;0,187;-0,481;0,158
"timidité";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"tier";-0,039;2,085;0,221;-0,055;-0,17;0,187;-0,481;-0,927
"thérapeute";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;0,961;0,158
"théorique";-0,039;-0,305;-0,849;-0,055;-0,17;10,129;-0,481;-0,927
"théologie";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;18,724;-0,927
"thon";-0,039;-0,305;0,221;-0,055;4,626;-0,889;0,961;-0,927
"they";-0,039;2,085;-0,849;-0,055;4,626;-0,889;-0,481;0,158
"there";-0,039;-0,305;-0,849;-0,055;4,626;0,187;0,961;-0,927
"then";-0,039;-0,305;3,47;-0,055;4,626;-0,889;-0,481;-0,927
"them";-0,039;11,832;-0,849;-0,055;-0,17;-0,889;-0,481;0,158
"thc";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"thatcher";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"thai";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;0,961;0,158
"tfacon";-0,039;-0,305;-0,849;-0,055;-0,17;10,129;-0,481;-0,927
"tf1";-0,039;2,085;-0,849;-0,055;-0,17;-0,889;0,961;0,158
"texture";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"texas";-0,039;2,085;0,221;-0,055;4,626;-0,889;-0,481;-0,927
"teubé";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"tertiaire";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"terrier";-0,039;11,832;-0,849;-0,055;-0,17;-0,889;-0,481;0,158
"tentant";-0,039;-0,305;0,221;-0,055;4,626;-0,889;-0,481;0,158
"temoin";-0,039;11,832;-0,849;-0,055;-0,17;0,187;-0,481;-0,927
"temoignage";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;9,711
"tell";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;0,961;3,086
"telegram";-0,039;2,085;-0,849;-0,055;-0,17;-0,889;0,961;0,158
"tecktonick";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"technicien";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;0,961;0,158
"tchaux";-0,039;-0,305;0,221;16,894;-0,17;-0,889;-0,481;0,158
"tbnk";-0,039;2,085;-0,849;-0,055;4,626;0,187;-0,481;-0,927
"taxons";-0,039;2,085;0,221;-0,055;-0,17;-0,889;0,961;-0,927
"taxations";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"tat";-0,039;2,085;0,221;-0,055;-0,17;-0,889;-0,481;0,158
"tardivement";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"tapper";-0,039;2,085;-0,849;-0,055;-0,17;3,267;-0,481;-0,927
"tangible";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;7,042;-0,927
"tamponner";-0,039;2,085;-0,849;-0,055;-0,17;0,187;-0,481;0,158
"tahiti";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"tagué";-0,039;11,832;-0,849;-0,055;4,626;-0,889;-0,481;-0,927
"tagger";-0,039;-0,305;0,221;-0,055;4,626;-0,889;0,961;-0,927
"sévérité";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"séquestrer";-0,039;29,546;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"séparé";24,143;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;0,158
"sémite";-0,039;11,832;-0,849;-0,055;4,626;-0,889;-0,481;-0,927
"séisme";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"sécuritaires";-0,039;2,085;-0,849;-0,055;-0,17;3,267;-0,481;-0,927
"synthèse";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;7,042;-0,927
"syndic";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"symboliquement";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"sylviculture";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"sweet";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;9,711
"svppp";24,143;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;-0,927
"suspens";-0,039;2,085;0,221;-0,055;-0,17;0,187;-0,481;-0,927
"survet";-0,039;-0,305;-0,849;-0,055;22,222;-0,889;-0,481;0,158
"sursauter";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"sursaut";-0,039;2,085;0,221;-0,055;-0,17;0,187;-0,481;-0,927
"surmonter";-0,039;-0,305;0,221;-0,055;4,626;-0,889;0,961;-0,927
"surgir";-0,039;2,085;0,221;-0,055;-0,17;0,187;-0,481;-0,927
"surestiment";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"surdimensionné";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;18,724;-0,927
"surcharge";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"supporteur";-0,039;11,832;-0,849;-0,055;-0,17;-0,889;0,961;-0,927
"supportable";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"supplice";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"superieur";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"superficie";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"supercherie";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"suiveur";-0,039;2,085;-0,849;-0,055;-0,17;0,187;-0,481;0,158
"sugus";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;0,158
"suggestion";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;0,961;3,086
"suffisance";-0,039;2,085;-0,849;-0,055;4,626;-0,889;0,961;-0,927
"succomber";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"substitution";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"structurelles";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"stockage";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"stigmatisation";-0,039;2,085;-0,849;-0,055;-0,17;-0,889;7,042;-0,927
"stempel";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;7,042;-0,927
"steck";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"stan";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;9,711
"splendide";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"spice";-0,039;-0,305;-0,849;-0,055;22,222;-0,889;-0,481;0,158
"speaker";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;0,961;3,086
"soutif";-0,039;-0,305;-0,849;-0,055;4,626;-0,889;0,961;0,158
"sous_entendu";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"sournois";-0,039;2,085;3,47;-0,055;-0,17;-0,889;-0,481;-0,927
"souhaitable";-0,039;2,085;0,221;-0,055;-0,17;0,187;-0,481;-0,927
"souchette";229,132;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"soros";-0,039;-0,305;0,221;-0,055;4,626;-0,889;-0,481;0,158
"sophrologie";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"sophistiqué";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"sopalin";24,143;-0,305;-0,849;-0,055;22,222;-0,889;-0,481;-0,927
"sonnette";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"somaliland";-0,039;11,832;0,221;-0,055;-0,17;-0,889;-0,481;-0,927
"solex";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"soft";-0,039;-0,305;-0,849;-0,055;4,626;0,187;0,961;-0,927
"soda";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"sociéter";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;7,042;-0,927
"sociologie";-0,039;-0,305;-0,849;-0,055;4,626;0,187;0,961;-0,927
"socio";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"society";-0,039;-0,305;3,47;-0,055;4,626;-0,889;-0,481;-0,927
"societal";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;7,042;-0,927
"socialo";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"socialiser";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;0,158
"social_démocrate";-0,039;2,085;-0,849;-0,055;-0,17;-0,889;7,042;-0,927
"sociabiliser";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;7,042;-0,927
"snake";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;9,711
"smotrich";-0,039;29,546;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"smaky";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;0,961;0,158
"skateurs";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"sir";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"siosio";-0,039;29,546;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"singularité";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;7,042;-0,927
"sinaï";-0,039;29,546;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"simulateur";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"simplette";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"silhouette";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"signalisation";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"sieur";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"siecle";24,143;2,085;-0,849;-0,055;-0,17;0,187;-0,481;-0,927
"sicile";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"shuffle";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"sexualisent";-0,039;-0,305;-0,849;-0,055;4,626;3,267;-0,481;-0,927
"sexion";-0,039;2,085;-0,849;-0,055;-0,17;0,187;0,961;-0,927
"set";-0,039;11,832;-0,849;-0,055;-0,17;-0,889;-0,481;0,158
"sest";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"serrure";-0,039;-0,305;0,221;-0,055;4,626;0,187;-0,481;-0,927
"sereinement";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"senteur";24,143;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;3,086
"senior";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;7,042;-0,927
"sement";-0,039;11,832;-0,849;-0,055;-0,17;0,187;-0,481;-0,927
"self";-0,039;2,085;-0,849;-0,055;4,626;0,187;-0,481;-0,927
"scénariste";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"scruter";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"scrupuleux";-0,039;2,085;-0,849;-0,055;-0,17;0,187;0,961;-0,927
"scrolling";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"script";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"scotch";-0,039;-0,305;0,221;-0,055;4,626;-0,889;-0,481;0,158
"scooby";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;9,711
"scolarisés";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"scier";-0,039;-0,305;-0,849;-0,055;22,222;-0,889;-0,481;0,158
"science_fiction";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;0,158
"schtroumpf";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;0,158
"schneider";-0,039;11,832;-0,849;-0,055;-0,17;-0,889;-0,481;0,158
"schnaps";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"schleck";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"schizophrène";-0,039;-0,305;-0,849;16,894;-0,17;3,267;-0,481;-0,927
"scarface";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;9,711
"scandinave";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"saumure";-0,039;-0,305;0,221;-0,055;4,626;-0,889;-0,481;0,158
"saugrenu";-0,039;-0,305;0,221;-0,055;4,626;0,187;-0,481;-0,927
"satisfaisant";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"sarah";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"saoul";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"santissa";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"sante";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"santana";-0,039;-0,305;-0,849;16,894;-0,17;0,187;0,961;-0,927
"sandal";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;9,711
"samy";-0,039;-0,305;-0,849;-0,055;-0,17;-0,889;-0,481;9,711
"samoa";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"salève";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;-0,481;3,086
"saler";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;-0,481;3,086
"sainement";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"sahel";-0,039;29,546;-0,849;-0,055;-0,17;-0,889;-0,481;-0,927
"sadisme";-0,039;2,085;-0,849;-0,055;-0,17;0,187;0,961;-0,927
"sabrer";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"sabre";-0,039;2,085;-0,849;-0,055;-0,17;3,267;-0,481;-0,927
"sabine";-0,039;11,832;-0,849;-0,055;-0,17;0,187;-0,481;-0,927
"röstigraben";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"réévaluer";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"rééducation";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"réécouter";-0,039;-0,305;0,221;-0,055;-0,17;-0,889;0,961;0,158
"révision";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;0,961;-0,927
"réveillon";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"rétrécissement";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"réticence";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;0,961;-0,927
"résoud";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"résilier";-0,039;-0,305;0,221;-0,055;-0,17;0,187;-0,481;0,158
"résilient";-0,039;-0,305;3,47;-0,055;-0,17;0,187;-0,481;-0,927
"résignation";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;0,961;0,158
"résidentiel";24,143;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;-0,927
"répugnant";24,143;-0,305;0,221;-0,055;-0,17;0,187;-0,481;-0,927
"répréhensible";-0,039;11,832;-0,849;-0,055;-0,17;-0,889;0,961;-0,927
"réprimander";-0,039;-0,305;0,221;-0,055;-0,17;3,267;-0,481;-0,927
"réorganisation";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"réjouissant";-0,039;-0,305;-0,849;-0,055;-0,17;0,187;0,961;0,158
"réitérer";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"réinsérer";-0,039;-0,305;-0,849;-0,055;-0,17;10,129;-0,481;-0,927
"régule";-0,039;-0,305;-0,849;-0,055;-0,17;3,267;-0,481;0,158
"régulations";-0,039;-0,305;10,596;-0,055;-0,17;-0,889;-0,481;-0,927
"régularité";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;0,158
"réfractaire";-0,039;-0,305;0,221;-0,055;-0,17;0,187;0,961;-0,927
"rédacteur";-0,039;-0,305;3,47;-0,055;-0,17;-0,889;-0,481;0,158
