"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"remise";-0,485;2,166;-4,194;-0,678;-0,516;3,168;14,143;-8,967
"pudeur";-0,498;-3,86;-6,242;-0,696;-0,001;-2,026;-1,118;42,354
"provenir";-0,498;6,363;17,25;-0,696;-0,558;-4,824;0,125;-9,272
"printemps";-0,485;-1,878;-10,481;0,171;-2,097;-8,524;-5,931;95,739
"presse";-0,498;9,507;-4,44;-0,696;-2,154;-2,026;35,972;-5,202
"poulet";-0,472;-3,657;8,046;45,086;-2,04;-2,816;-5,771;0,966
"orienter";-0,472;-0,034;-0,611;-0,66;-0,474;-4,306;52,733;-4,657
"occupation";0,577;264,101;-5,975;-0,678;-0,516;-10,965;-5,931;-8,967
"nouvel";0,534;0,705;-2,944;0,149;-2,154;22,654;-0,014;-9,272
"mélange";-0,498;-1,971;-0,294;-0,696;-0,558;7,994;0,679;-1,287
"mystère";0,577;-3,759;68,258;0,171;-2,097;-4,564;-3,837;-6,798
"multiple";-0,432;-0,001;0,52;-0,605;0,905;-2,156;18,155;-7,748
"mio";-0,445;-1,601;111,237;-0,623;-1,927;-10,075;-5,45;-10,508
"mandat";-0,485;99,968;-0,737;-0,678;-2,097;-0,032;-2,197;-11,436
"louper";-0,498;0,078;-10,765;-0,696;-2,154;0,259;4,996;3,696
"ironie";-0,498;-0,711;-0,871;2,585;-0,001;0,259;13,294;-5,202
"infini";-0,498;-1,971;8,877;-0,696;-2,154;-0,07;-2,333;0,602
"indispensable";376,63;-3,86;-0,294;-0,696;-2,154;0,259;-0,014;-7,091
"idiot";0,534;-1,971;-2,944;-0,696;0,481;15,894;1,676;-7,091
"gouverner";-0,485;36,232;-0,004;-0,678;0;-3,044;1,898;-8,967
"fumée";-0,498;-0,711;58,904;0,149;-2,154;-4,824;-3,991;-5,202
"extermination";-0,498;292,621;-8,35;-0,696;-2,154;-6,671;-6,092;-9,272
"ete";0,672;-0,017;1,785;-0,641;0,009;-0,162;-1,928;0,087
"entretien";-0,498;-1,971;0,399;-0,696;-0,558;4,221;3,114;-5,202
"emji_visage_neutre";-0,419;-1,42;0,683;-0,586;143,936;-5,005;-5,129;-3,594
"délire";-0,472;0,154;-3,95;-0,66;35,668;0,094;-0,22;-0,961
"dose";-0,432;-3,352;2,437;0,284;0,905;-1,11;10,572;-5,634
"documenter";-0,485;18,611;0,11;-0,678;-0,516;-4,564;10,786;-8,967
"dignité";-0,498;0,705;-6,242;-0,696;-2,154;22,654;-6,092;0,155
"dealer";-0,472;-1,785;-0,144;-0,66;0,627;18,296;-0,908;-4,657
"criminalité";-0,485;0,816;5,354;-0,678;-2,097;-0,924;10,786;-11,436
"contenu";-0,498;-1,971;-0,871;-0,696;0,481;-4,824;62,077;-5,202
"conducteur";-0,485;-3,759;96,983;-0,678;-2,097;-4,564;-3,837;-11,436
"claudia";-0,485;-3,759;-10,481;-0,678;-2,097;-3,044;-5,931;88,311
"cirque";-0,485;18,611;-0,213;133,418;-2,097;-0,325;-2,197;-11,436
"circuler";-0,498;0,078;58,904;-0,696;-2,154;-8,817;-0,344;-9,272
"chauffage";-0,472;-3,657;78,614;-0,66;-2,04;-2,816;-3,683;-8,662
"boulangerie";-0,472;-3,657;16,342;0,196;5,162;-2,816;-5,771;-0,038
"bol";12,991;-0,08;-1,754;8,001;-0,558;-6,671;35,972;-5,202
"blâmer";-0,472;-0,577;2,659;2,879;-2,04;2,245;2,141;-11,127
"artifice";-0,458;-0,017;0,013;-0,641;0,711;2,597;-5,61;0,087
"amoureux";-0,485;-1,878;-10,481;2,727;-0,516;4,716;-3,837;12,879
"ahaha";0,534;-1,971;-2,944;0,149;-0,558;-2,026;-2,333;28,747
"écraser";-0,485;-0,643;1,264;8,346;-0,516;6,57;-1,011;-6,798
"vitrine";-0,485;51,211;3,676;-0,678;-2,097;-0,924;-3,837;-8,967
"vendeur";-0,432;-1,511;49,271;-0,605;0,905;-7,357;-1,666;-5,634
"valaisan";-0,485;-3,759;-5,975;0,171;0;-10,965;-2,197;67,826
"tribunal";-0,485;99,968;-4,194;-0,678;0;-0,032;-1,011;-11,436
"transparence";-0,485;-3,759;1,264;-0,678;-0,516;0,366;17,956;-8,967
"temu";-0,458;-3,556;106,198;-0,641;-1,984;-10,372;-5,61;-6,214
"tcheu";-0,472;-3,657;-10,198;-0,66;-0,474;-6,112;-5,771;92,537
"tarif";-0,472;-3,657;93,518;-0,66;-0,474;-10,668;-2,062;-8,662
"séparer";66,733;-0,034;-0,611;2,879;-2,04;1,213;0,247;-6,505
"sucre";-0,485;-3,759;39,429;8,346;2,166;-1,831;-5,931;-8,967
"stopper";-0,445;5,255;7,223;3,213;-1,927;0,83;-3,376;-10,508
"soulever";0,725;-0,452;-0,386;0,252;-0,393;2,987;1,313;-2,643
"sonner";-0,472;-1,785;-3,95;-0,66;93,56;-6,112;-0,22;0,966
"sion";-0,472;7,278;27,547;-0,66;-0,474;-8,232;-3,683;-3,116
"révéler";-0,472;0,939;0,18;0,196;-2,04;-2,816;33,781;-11,127
"rayon";-0,485;-3,759;61,864;-0,678;-2,097;-4,564;-2,197;-3,359
"qqn";-0,472;-0,034;-2,514;-0,66;-2,04;25,72;0,247;-6,505
"psychologique";-0,485;-1,878;-8,071;-0,678;-0,516;71,195;-0,28;-11,436
"prostitution";0,623;-3,657;-7,792;-0,66;-2,04;81,755;-0,908;-11,127
"procédure";-0,472;7,278;0,18;-0,66;-2,04;3,592;0,247;-11,127
"merveille";-0,485;-1,878;-2,727;0,171;0,55;0,366;-3,837;10,249
"marketing";-0,485;-0,055;39,429;-0,678;0;-3,044;-0,28;-11,436
"libération";-0,485;211,583;-8,071;-0,678;-2,097;-3,044;-1,011;-11,436
"jambe";13,996;-1,785;0,001;-0,66;55,539;-6,112;-3,683;0,039
"jaloux";0,672;-1,693;-5,444;0,222;21,124;-2,592;20,179;-2,878
"inclure";-0,485;18,611;1,264;-0,678;-2,097;-0,924;3,438;-11,436
"ignorant";-0,472;-1,785;-2,514;-0,66;-0,474;-2,816;84,54;-6,505
"héritier";-0,458;-1,693;90,057;-0,641;-0,433;-5,833;-5,61;-10,818
"gentillesse";-0,485;-1,878;-8,071;0,171;-2,097;-0,032;-3,837;39,683
"fr";0,623;-0,034;47,012;-0,66;0,003;-8,232;-3,683;-4,657
"faune";-0,472;-3,657;1,509;786,269;-2,04;-8,232;-5,771;-8,662
"exigence";-0,458;0,204;0,862;-0,641;-0,433;0;4,169;-4,387
"emji_symbole_d_avertissement";-0,393;1,99;25,112;-0,55;-1,7;-4,459;-0,366;-4,774
"emji_mains_qui_forment_un_coeur_peau_moyennement_claire";-0,472;-1,785;-7,792;0,196;0,003;-1,641;-5,771;47,218
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";0,725;-3,454;2,093;9,506;-1,927;-5,556;21,403;-4,12
"emji_homme_avec_la_paume_sur_le_visage";0,623;0,939;16,342;-0,66;-0,474;-6,112;2,141;-8,662
"emji_cotillons";-0,249;-1,93;-3,12;-0,348;0;-5,629;-3,045;45,733
"dépression";-0,485;-3,759;22,025;-0,678;-0,516;4,716;-3,837;-8,967
"douleur";-0,458;4,864;-0,494;-0,641;-0,433;7,949;-5,61;-0,81
"cuisiner";-0,445;-3,454;0,384;3,213;-0,393;11,306;-3,376;-1,493
"condamnation";-0,485;78,527;-4,194;-0,678;-2,097;-0,325;1,898;-11,436
"brigitte";-0,458;-3,556;-7,513;0,222;2,54;7,949;1,127;-0,252
"aise";0,623;-3,657;-7,792;-0,66;-2,04;49,797;0;-4,657
"évoquer";-0,458;2,628;1,785;-0,641;-0,433;-1,457;0,327;-0,81
"étape";-0,458;-0,514;4,628;-0,641;-1,984;-0,647;1,127;-0,252
"élégance";-0,472;-3,657;-5,709;-0,66;-2,04;-4,306;-3,683;71,265
"woke";-0,458;-1,693;-7,513;0,222;0,009;-4,05;97,667;-6,214
"vaccin";-0,458;0,204;49,613;-0,641;-0,433;-4,05;-3,529;-8,357
"troisième";-0,458;-0,514;25,052;-0,641;-0,433;-5,833;1,127;-4,387
"spécialiste";-0,458;-0,514;21,137;0,222;-1,984;-1,457;0,007;-4,387
"splendeur";-0,458;47,349;0,013;0,222;-1,984;-1,457;-5,61;-0,81
"spectacle";-0,458;-1,693;0,862;0,222;-0,433;0,65;-1,928;0,48
"sketch";-0,458;-1,693;-0,494;-0,641;-1,984;-5,833;20,179;2,217
"situer";-0,472;-0,577;52,686;-0,66;-2,04;-4,306;0;-11,127
"semer";-0,458;244,851;-5,444;-0,641;-1,984;-5,833;-3,529;-10,818
"semblant";-0,472;2,388;-3,95;-0,66;0,003;3,592;11,534;-11,127
"rétablissement";-0,472;-3,657;-7,792;-0,66;-0,474;-8,232;-3,683;85,138
"russe";-0,432;144,299;-4,918;-0,605;-1,87;-2,156;-0,618;-7,748
"romance";-0,38;-2,946;-8,214;-0,531;-1,644;0,027;93,849;-8,962
"risquer";-0,472;0,939;47,012;0,196;-2,04;-4,306;-3,683;-8,662
"représentant";-0,458;1,075;6,549;-0,641;-1,984;-7,94;20,179;-8,357
"renvoyer";-0,458;0,204;29,299;-0,641;0,009;-5,833;0,007;-8,357
"recul";-0,472;-1,785;-7,792;-0,66;0,003;3,592;3,789;0,348
"promesse";-0,458;11,386;33,879;-0,641;-0,433;-5,833;-3,529;-10,818
"percevoir";-0,432;-1,511;3,924;-0,605;0,905;-1,11;7,545;-5,634
"officiellement";-0,458;74,553;-3,708;-0,641;9,579;-1,457;-1,928;-8,357
"min";0,725;-1,601;41,094;-0,623;-0,393;-3,797;-0,711;-5,923
"milice";-0,472;128,639;-2,514;-0,66;-2,04;-0,237;-3,683;-8,662
"meurtre";-0,472;31,127;-10,198;0,196;0,627;12,134;-2,062;-11,127
"maturité";0,623;-3,657;-10,198;-0,66;-0,474;1,213;0,247;11,144
"louvre";-0,458;-3,556;75,246;-0,641;-1,984;-5,833;-3,529;-4,387
"interviewer";-0,472;-3,657;-7,792;-0,66;2,347;25,72;0;-1,884
"inquiétant";-0,458;-1,693;-0,494;-0,641;-1,984;13,139;9,132;-10,818
"indépendance";-0,472;37,89;1,509;-0,66;-2,04;0,094;-3,683;-8,662
"immeuble";29,242;-3,454;52,385;-0,623;-0,393;-7,649;-5,45;-4,12
"hab";-0,458;0,204;0,013;-0,641;97,023;-5,833;-0,807;-4,387
"glace";-0,472;-3,657;0,683;2,879;5,162;-4,306;-5,771;8,677
"faciliter";-0,458;0,204;44,036;-0,641;-1,984;-4,05;-0,167;-10,818
"esclave";-0,472;-1,785;0,001;0,196;-0,474;25,72;-3,683;-4,657
"epstein";-0,419;63,624;-4,657;-0,586;-1,814;-3,298;11,375;-9,89
"emji_visage_avec_un_doigt_sur_la_bouche";-0,458;0,204;8,801;-0,641;0,009;0,65;-1,928;-6,214
"emji_soleil";-0,406;-3,149;-4,397;-0,568;-1,757;-6,776;-4,969;76,564
"emji_femme_avec_la_paume_sur_le_visage";-0,38;-2,946;-3,882;4,27;4,065;17,19;-0,293;-4,49
"emji_drapeau_france";47,973;-0,006;3,461;-0,623;0,018;-7,649;-0,711;0
"déguiser";-0,472;10,72;2,659;-0,66;2,347;-1,641;-0,908;-4,657
"durée";-0,472;4,501;31,928;0,196;-2,04;-2,816;-2,062;-11,127
"douter";-0,472;0,939;-2,514;0,196;-0,474;-2,816;28,398;-1,884
"dividende";-0,301;-2,336;81,255;-0,421;-1,303;-6,815;-3,686;-7,108
"connait";-0,458;-1,693;-0,494;-0,641;0,009;1,461;12,334;-4,387
"catégorie";-0,445;-0,452;2,093;-0,623;0,018;0,83;4,581;-10,508
"boy";-0,472;-3,657;-5,709;-0,66;0,627;21,851;-3,683;0,348
"bin";-0,472;0,154;5,927;-0,66;55,539;-8,232;-2,062;-4,657
"aérien";-0,419;3,476;35,32;-0,586;-1,814;-7,066;-0,046;-9,89
"avril";-0,445;-0,452;-0,386;-0,623;0,804;-2,372;-3,376;16,238
"automne";-0,472;-3,657;-5,709;0,196;-2,04;-8,232;-5,771;85,138
"assister";-0,458;2,628;-0,494;-0,641;0,009;7,949;-1,928;-2,878
"algérie";123,675;71,581;-5,709;-0,66;-0,474;-6,112;-3,683;-3,116
"ados";-0,458;-0,514;-9,914;0,222;-1,984;31,788;-0,807;-0,252
"acquérir";-0,458;-1,693;4,628;0,222;-1,984;0;4,169;-4,387
"étoile";-0,458;0,204;-0,087;-0,641;-1,984;-0,162;0,007;2,217
"écriture";-0,458;-3,556;-7,513;-0,641;21,124;-4,05;35,548;-0,81
"vomir";0,672;-0,514;-5,444;3,041;97,023;0;-0,167;-8,357
"typique";-0,458;0,204;-7,513;0,222;0,711;-4,05;70,77;-8,357
"traîner";0,782;-0,001;-3,232;-0,605;-0,354;35,95;-1,666;-7,748
"tentative";-0,445;1,224;-0,386;-0,623;0,018;-0,099;21,403;-10,508
"surprenant";5,367;0,204;4,628;-0,641;0,009;-0,647;-0,167;-2,878
"stresser";-0,419;-1,42;-0,772;-0,586;-1,814;24,223;-3,071;-0,418
"soumission";-0,432;0,332;-4,918;-0,605;0,032;31,15;-0,079;-10,199
"solide";0,782;-3,352;10,501;-0,605;-1,87;0,036;0,05;-2,413
"serrer";-0,458;-1,693;14,304;-0,641;-0,433;1,461;-0,807;-6,214
"rolex";-0,445;-1,601;79,073;-0,623;-0,393;-7,649;-5,45;-5,923
"racine";-0,445;-1,601;-1,072;-0,623;0,018;43,967;-3,376;-8,053
"prévenir";-0,458;1,075;11,387;-0,641;-1,984;4,057;-3,529;-10,818
"phase";-0,445;-0,006;22,618;-0,623;-1,927;-0,523;-0,12;-5,923
"personnalité";-0,458;-1,693;-3,708;0,222;-0,433;0;9,132;0,48
"parfum";0,843;-3,251;-0,772;-0,586;205,985;-5,005;-3,071;-3,594
"parallèle";-0,445;1,224;22,618;-0,623;-0,393;-1,28;-0,12;-10,508
"papi";-0,458;-1,693;-7,513;-0,641;-1,984;-1,457;-3,529;55,668
"panier";-0,445;-0,006;1,067;-0,623;-1,927;14,221;-0,12;-10,508
"nucléaire";-0,458;2,628;29,299;-0,641;-0,433;-0,647;-3,529;-10,818
"new_wave";-0,419;-3,251;-9,064;-0,586;-0,316;-9,482;-3,071;87,363
"lait";0,782;-1,511;3,924;-0,605;-1,87;-1,11;3,019;-0,538
"japonais";1320,584;-3,352;-6,957;-0,605;-1,87;-5,28;-0,618;-3,855
"japon";0,672;2,628;0,013;-0,641;57,735;-2,592;-0,807;-8,357
"inadmissible";-0,458;11,386;0,271;0,222;-1,984;2,597;-0,807;-8,357
"idéologique";-0,458;0,204;-0,087;-0,641;-1,984;-10,372;88,221;-10,818
"goûter";-0,458;-3,556;29,299;0,222;-0,433;-2,592;-3,529;-0,252
"fêter";-0,445;2,888;5,171;-0,623;0,018;-0,099;-3,376;-1,493
"féliciter";0,672;1,075;-5,444;0,222;-1,984;23,355;-0,167;-6,214
"fuite";0,672;7,784;8,801;-0,641;0,009;-1,457;-0,167;-10,818
"exagérer";0,672;-3,556;-0,087;-0,641;-1,984;23,355;0,007;-6,214
"enjeu";-0,458;-0,017;11,387;-0,641;-1,984;0,65;0,327;-10,818
"emji_personne_qui_hausse_les_épaules";-0,432;-1,511;2,437;-0,605;0,032;12,305;-1,666;-7,748
"emji_mains_en_prière_peau_légèrement_mate";-0,354;1,011;-7,647;-0,495;-1,53;-0,99;-0,165;19,045
"emji_doigts_croisés";-0,327;-0,814;-0,535;-0,458;-1,417;1,187;-0,069;2,132
"décidément";0,672;7,784;0,013;-0,641;9,579;0,163;-0,807;-10,818
"divorce";-0,432;-3,352;-1,899;-0,605;-1,87;46,584;0,05;-10,199
"corrompre";-0,458;209,636;-3,708;-0,641;-1,984;-4,05;-3,529;-10,818
"convention";-0,458;47,349;0,271;0,222;-1,984;-0,162;-0,807;-10,818
"concurrence";-0,445;-3,454;86,601;-0,623;-1,927;-3,797;-3,376;-10,508
"compenser";-0,445;-0,006;65,045;3,213;-1,927;-5,556;-5,45;-10,508
"colonial";-0,445;153,088;-0,386;-0,623;0,018;-7,649;-3,376;-10,508
"co2";-0,458;-3,556;82,486;-0,641;-1,984;-4,05;-1,928;-10,818
"cliché";-0,458;-0,514;-3,708;-0,641;0,711;2,597;9,132;-2,878
"censurer";-0,419;-0,337;-2,998;-0,586;1,016;-3,298;72,21;-9,89
"catholique";-0,458;-0,514;-5,444;0,222;-0,433;36,491;0,007;-8,357
"camarade";-0,393;-1,242;-6,124;-0,55;-0,243;32,681;-2,767;-0,216
"beurre";1,33;-2,641;2,382;0,618;69,969;-5,329;-2,169;-3,651
"ambiance";-0,445;-1,601;0,384;-0,623;-0,393;-0,099;-1,796;5,826
"alternative";0,672;-3,556;90,057;-0,641;-1,984;-5,833;-3,529;-10,818
"administratif";-0,432;22,942;20,251;-0,605;-1,87;-5,28;-1,666;-10,199
"abe";-0,458;-1,693;4,628;-0,641;-1,984;5,841;-0,807;-2,878
"équilibré";-0,445;-3,454;5,171;32,09;-1,927;6,479;-1,796;-10,508
"wokisme";-0,419;-1,42;-4,657;0,319;-0,316;0,084;41,572;-5,346
"vendredi";-0,445;-0,452;0,042;90,96;0,804;0,253;-5,45;-2,643
"valaisans";-0,432;-3,352;38,187;0,284;0,905;-2,156;-3,223;-5,634
"syrie";-0,432;244,103;-6,957;-0,605;-1,87;-7,357;-1,666;-10,199
"sympathique";0,725;-3,454;-0,043;0,252;-1,927;-5,556;-0,711;23,402
"signaler";-0,419;0,001;0,16;34,656;-1,814;5,736;-1,537;-7,444
"septembre";-0,419;6,128;21,753;-0,586;-1,814;-1,946;-1,537;-7,444
"roman";-0,432;-1,511;-4,918;-0,605;10,694;-5,28;27,775;-0,105
"resto";5,617;-3,454;22,618;-0,623;0,804;0,253;-3,376;-10,508
"préféré";-0,445;-3,454;-0,386;-0,623;-1,927;-7,649;-3,376;52,727
"proportion";-0,445;-0,006;46,568;-0,623;-1,927;-5,556;-0,12;-8,053
"piège";-0,445;-1,601;5,171;19,132;2,749;-0,523;0,023;-8,053
"passeport";-0,432;-0,393;1,302;-0,605;-0,354;-7,357;46,026;-7,748
"parking";-0,419;-3,251;104,178;-0,586;-1,814;-9,482;-5,129;-7,444
"office";-0,445;-3,454;12,355;-0,623;-1,927;-1,28;9,826;-5,923
"métro";-0,445;-3,454;94,471;-0,623;-1,927;-7,649;-5,45;-5,923
"montage";-0,432;0,332;-0,29;-0,605;-0,354;-9,779;46,026;-2,413
"jaune";-0,445;-3,454;3,461;0,252;72,447;-10,075;-5,45;0
"isolé";0,725;-0,452;5,171;-0,623;-0,393;2,987;-0,12;-8,053
"islam";-0,432;35,923;-9,348;3,396;-0,354;7,174;-0,618;-10,199
"google";-0,445;-0,452;-1,072;3,213;-0,393;-1,28;31,592;-4,12
"front";-0,432;1,389;-0,918;-0,605;-1,87;26,693;-3,223;-5,634
"françois";-0,445;-3,454;-5,181;-0,623;-1,927;-7,649;-0,711;65,113
"filer";-0,445;-3,454;22,618;3,213;-0,393;-0,099;0,023;-10,508
"fasciste";-0,432;35,923;-4,918;-0,605;0,032;-0,05;3,019;-7,748
"fake";-0,445;-3,454;-3,469;-0,623;-0,393;-3,797;112,206;-8,053
"extraire";-0,445;-0,006;-0,386;-0,623;-0,393;1,742;0,421;-0,171
"emmental";-0,406;-3,149;-2,768;-0,568;0,073;-3,053;-2,919;38,586
"emmener";0,725;-0,452;-1,072;0,252;-0,393;21,051;-1,796;-4,12
"ego";-0,445;-3,454;-5,181;-0,623;0,018;11,306;21,403;-10,508
"effondrer";-0,445;-0,452;35,962;-0,623;-1,927;-0,523;-0,711;-8,053
"effectif";-0,432;0,332;24,206;-0,605;-1,87;-0,05;-1,666;-7,748
"défi";-0,445;-3,454;0,042;-0,623;-1,927;24,966;-0,711;-4,12
"dynamique";-0,445;-3,454;0,042;-0,623;-0,393;1,742;-1,796;2,579
"draguer";-0,367;-1,067;-5,571;-0,513;0,175;49,328;-4,488;-4,208
"domicile";-0,432;-1,511;43,553;-0,605;0,032;-1,11;-1,666;-10,199
"document";-0,432;17,539;-4,918;-0,605;0,032;-2,156;5,027;-0,538
"delà";-0,445;-0,006;3,461;-0,623;-0,393;2,987;0,023;-8,053
"cotisation";-0,419;-3,251;113,064;-0,586;-1,814;-9,482;-5,129;-9,89
"corporel";0,782;-3,352;-0,918;-0,605;-1,87;41,095;-0,079;-10,199
"conversation";-0,419;-3,251;-4,657;-0,586;0,05;0,505;19,34;-0,418
"constructif";-0,445;-1,601;-7,235;-0,623;-0,393;11,306;21,403;-8,053
"conduite";-0,445;-3,454;58,544;-0,623;0,018;-5,556;-0,12;-10,508
"comparable";-0,445;0,264;31,172;0,252;-1,927;-1,28;-1,796;-8,053
"cité";-0,445;1,224;-0,386;0,252;-1,927;-3,797;21,403;-1,493
"charmant";-0,445;-3,454;-5,181;-0,623;-1,927;-3,797;-3,376;65,113
"cf";-0,445;1,224;18,855;-0,623;-0,393;-0,523;-0,12;-10,508
"catastrophique";-0,445;-3,454;15,434;3,213;-1,927;-0,099;0,421;-5,923
"cassis";-0,445;217,408;-7,235;-0,623;-0,393;-10,075;-3,376;-4,12
"capter";-0,445;-3,454;18,855;0,252;0,804;-3,797;0,023;-2,643
"bot";-0,445;2,888;-3,469;-0,623;0,018;-10,075;74,027;-8,053
"bière";-0,445;-1,601;46,568;-0,623;-1,927;-3,797;0,023;-8,053
"bijoux";-0,445;-3,454;41,094;-0,623;0,018;-1,28;-1,796;-5,923
"atmosphère";0,909;-3,149;49,001;-0,568;-0,279;-9,186;-1,411;-1,969
"août";-0,432;-0,001;-1,899;-0,605;23,195;0,366;0,05;-2,413
"ado";0,843;-3,251;-1,704;-0,586;1,016;20,255;-1,537;-2,188
"aberrant";-0,445;0,264;3,461;0,252;-0,393;0,83;0,421;-10,508
"émotionnel";-0,432;-0,393;-3,232;-0,605;-1,87;15,386;7,545;-7,748
"élite";-0,432;3,17;10,501;-0,605;-0,354;-1,11;0,05;-7,748
"égypte";-0,393;274,254;-6,124;-0,55;-1,7;-8,89;-4,809;-9,272
"çà";-0,419;0,001;-0,205;-0,586;-0,316;0,084;-0,529;2,06
"zurich";-0,419;-3,251;65,205;-0,586;-1,814;-7,066;-1,537;-3,594
"walkman";-0,393;-3,047;-8,498;-0,55;-1,7;-6,485;-4,809;88,853
"témoigner";-0,419;0,412;-2,998;0,319;-1,814;-0,305;19,34;-1,13
"tordre";-0,419;-1,42;-2,998;0,319;-0,316;-0,305;63,763;-9,89
"tjr";-0,432;-3,352;-0,29;-0,605;-0,354;3,419;14,109;-5,634
"tas";-0,406;-1,331;0,875;0,358;-1,757;4,424;2,004;-7,141
"taff";-0,419;-1,42;-0,001;-0,586;0,05;33,223;-3,071;-9,89
"sommeil";-0,419;0,001;-0,205;-0,586;-1,814;28,546;-1,537;-7,444
"salade";-0,419;-0,337;-0,772;0,319;-1,814;-3,298;-5,129;31,352
"résumer";-0,432;1,389;-0,29;0,284;0,032;-0,408;14,109;-7,748
"réserve";-0,419;-1,42;52,16;-0,586;-1,814;-3,298;-1,537;-5,346
"régaler";-0,432;-1,511;-4,918;0,284;-1,87;-9,779;-3,223;68,68
"réchauffer";-0,432;-3,352;38,187;-0,605;-0,354;-3,546;-5,29;-0,105
"recommander";0,782;-3,352;3,924;0,284;0,032;-9,779;18,155;-2,413
"radical";-0,393;27,02;-0,075;-0,55;-0,243;-0,138;0,206;-6,838
"rabaisser";-0,367;-1,067;-2,099;-0,513;-0,177;37,492;-0,225;-8,653
"processus";-0,432;12,86;7,956;-0,605;-1,87;-2,156;0,53;-10,199
"prier";0,909;6,617;-8,781;-0,568;1,139;1,557;-0,445;-0,018
"peinture";-0,406;-3,149;27,745;-0,568;0,073;-0,795;-1,411;-3,335
"patient";-0,406;0,008;4,995;0,358;-0,279;6,407;-2,919;-9,581
"ouvert";0,782;-3,352;43,553;-0,605;-1,87;-0,408;-0,618;-10,199
"omg";0,782;-1,511;-1,899;0,284;0,032;-2,156;-0,618;14,265
"nettement";-0,432;-1,511;43,553;-0,605;-1,87;-0,05;-3,223;-7,748
"mètre";0,909;0,008;23,369;0,358;-0,279;-3,053;-0,445;-7,141
"multinationale";-0,406;-0,284;84,017;-0,568;-1,757;-9,186;-4,969;-7,141
"mission";-0,419;-0,337;4,434;-0,586;-1,814;0,505;1,75;-5,346
"maîtrise";-0,419;-0,337;-0,772;-0,586;-0,316;-9,482;81,183;-5,346
"lot";-0,432;0,332;13,399;0,284;-0,354;-0,05;-1,666;-5,634
"lorrain";-0,406;-3,149;-8,781;-0,568;-1,757;-6,776;-4,969;92,086
"larme";-0,432;0,332;-9,348;-0,605;-1,87;-5,28;-3,223;55,76
"jordanie";-0,432;303,786;-6,957;-0,605;-1,87;-9,779;-5,29;-10,199
"huitante";-0,38;-2,946;-0,393;-0,531;0,135;-8,593;-2,617;38,333
"généralité";-0,419;-3,251;-9,064;-0,586;1,016;-1,946;100,704;-7,444
"généraliser";-0,432;-3,352;-3,232;-0,605;-0,354;41,095;0,05;-7,748
"factuel";-0,406;-1,331;-4,397;-0,568;-0,279;-3,053;105,423;-9,581
"entourage";-0,432;-1,511;3,924;-0,605;-1,87;0,036;3,019;-2,413
"employeur";-0,419;-3,251;30,434;-0,586;0,05;0,084;-1,537;-9,89
"empire";1,057;43,959;0,514;-0,531;-0,209;-6,195;0,287;-8,962
"emji_visage_expirant";-0,393;-1,242;-2,541;-0,55;222,296;-8,89;-1,287;-1,755
"emji_visage_endormi";0,909;-1,331;-0,133;-0,568;67,972;-4,731;-2,919;0,084
"emji_pouce_vers_le_haut_peau_moyennement_claire";-0,406;-3,149;-6,401;-0,568;-1,757;-0,795;-0,445;38,586
"emji_poing_levé";-0,406;6,617;-2,768;-0,568;-0,279;-0,215;-0,445;2,428
"déterminer";-0,432;-0,001;-1,899;0,284;-0,354;0,036;27,775;-7,748
"dépendant";-0,406;-3,149;0,005;282,908;-1,757;1,557;-2,919;-9,581
"disposition";0,843;-0,337;17,957;-0,586;-0,316;-0,305;-0,046;-7,444
"dinguerie";-0,432;-1,511;-0,29;-0,605;0,032;-0,408;1,52;1,734
"croissance";-0,432;-3,352;90,983;-0,605;-0,354;-7,357;-3,223;-10,199
"cornet";-0,406;-3,149;-1,514;-0,568;0,073;-0,795;-4,969;28,791
"constamment";-0,432;1,389;7,956;-0,605;-1,87;2,057;-0,618;-10,199
"compagnon";-0,406;-1,331;-6,401;3,803;0,073;8,756;-2,919;1,289
"claque";-0,432;-1,511;-9,348;3,396;198,576;-1,11;-1,666;-3,855
"bénéfique";-0,432;-3,352;0,52;-0,605;-1,87;31,15;-0,618;-10,199
"bâton";-0,432;-1,511;61,765;-0,605;-1,87;-2,156;-5,29;-5,634
"budgétaire";-0,406;-3,149;100,65;-0,568;-1,757;-6,776;-4,969;-9,581
"boiter";-0,419;-3,251;65,205;-0,586;-0,316;-1,946;-5,129;-7,444
"barrière";-0,406;-3,149;-0,133;-0,568;0,073;14,552;-0,445;-1,969
"b2";-0,432;-3,352;-6,957;-0,605;-1,87;-5,28;164,875;-10,199
"auteur";-0,406;0,008;-2,768;0,358;-1,757;-0,795;43,86;-5,059
"auprès_de";-0,419;-0,337;4,434;-0,586;-1,814;-0,017;5,512;-5,346
"alimentation";0,843;-3,251;11,457;34,656;-0,316;0,505;-5,129;-7,444
"éteindre";-0,393;-3,047;-1,331;-0,55;3,759;32,681;-2,767;-6,838
"université";-0,406;-0,284;3,247;-0,568;-1,757;2,807;2,004;-9,581
"traumatiser";0,909;-1,331;-1,514;-0,568;-0,279;35,449;-4,969;-3,335
"tiers";-0,406;0,008;0,252;-0,568;1,139;17,999;-4,969;-9,581
"tempête";-0,406;-0,284;1,873;-0,568;-0,279;6,407;-4,969;-0,96
