"";"";"";"";"terroriste";""
"47";"bouffer";"0.135511422771874";"-0.311759584631239";"0.85107050198155";"219"
"48";"lol";"-0.109196093973806";"-0.0950911269332671";"0.850741132348453";"221"
"49";"santé";"0.447163813469957";"-0.9209132026961";"0.849080534642058";"229"
"50";"massacrer";"1.85201102503633";"3.46324491537";"0.849079419814417";"230"
"51";"monde";"0.289879583630935";"-0.11717666045654";"0.849054769736574";"231"
"52";"pacifique";"1.62238413217169";"2.71842133787073";"0.848964468697639";"232"
"53";"assassiner";"1.96819934297658";"3.58734467558551";"0.84892235298675";"233"
"54";"article";"0.427274201774155";"-0.0785495912053389";"0.848447064802397";"234"
"55";"commenter";"0.0260548405747177";"-0.0237560037092146";"0.848098247620448";"237"
"56";"bombardement";"2.0899432721625";"3.90394236432131";"0.84783997921691";"241"
"57";"changer";"0.0345910383645342";"-0.168618920126015";"0.847818797491728";"242"
"58";"svp";"-0.364261931862047";"0.0414015796647464";"0.847708801164466";"243"
"59";"habitat";"0.242168914662272";"-0.918887486621643";"0.84770025415255";"244"
"60";"emji_drapeau_israël";"1.68212935231907";"3.77103651849214";"0.847699758673598";"245"
"61";"comprendre";"0.0512721002864066";"-0.0827729350862493";"0.847332237161225";"246"
"62";"instagram";"-0.107488068442505";"-0.229786631283356";"0.847026774387544";"248"
"63";"emji_drapeau_territoires_palestiniens";"1.35332129613708";"3.57438569967913";"0.846857320586086";"249"
"64";"mignon";"-2.81603900728694";"0.797580869598766";"0.846833042117456";"250"
"65";"sanction";"1.6682799728557";"2.63938679665097";"0.846074216103032";"252"
"66";"terrorisme";"1.81884248849801";"3.48276994777132";"0.845551857418274";"255"
"67";"coûter";"0.596576618612598";"-1.29141303223183";"0.845533400827326";"256"
"68";"instinct";"0.0576332272718579";"-0.652358046450492";"0.844859425583369";"258"
"69";"banane";"-0.0186911267701813";"-0.697473611502314";"0.844751163432437";"259"
"70";"bombe";"1.45725184312629";"3.04622013536519";"0.844673125497555";"260"
"71";"fouine";"-0.157861853716347";"-0.564699727370741";"0.844648847028925";"261"
"72";"utiliser";"0.392444963951253";"-0.773350474177339";"0.844565606565051";"262"
"73";"coupable";"1.67670403477717";"2.91811393541475";"0.843308204855547";"265"
"74";"travailler";"0.340723566871965";"-0.778587044027091";"0.84266978022637";"266"
"75";"profil";"0.123996277485988";"0.0198335547484899";"0.842461307457471";"268"
"76";"faux";"0.388702227382183";"0.00940347008830039";"0.842339419635369";"269"
"77";"marché";"0.658177786756999";"-1.16968204220297";"0.842097502037235";"270"
"78";"post";"0.144459942061279";"0.0736332963807195";"0.841914422564607";"271"
"79";"produire";"0.771015126848787";"-1.13633904163698";"0.841602518564555";"272"
"80";"mouton";"-0.0811380242488353";"-0.514212120803339";"0.841344993379444";"273"
"81";"route";"0.570191943880957";"-1.02383738020641";"0.841061951028324";"274"
"82";"parent";"-0.015691645964235";"-0.37044465505313";"0.840420677395175";"276"
"83";"fiscal";"0.868808848655208";"-1.5616966787222";"0.840047829484072";"277"
"84";"augmentation";"0.821356616648658";"-1.38439356405811";"0.839695172340248";"278"
"85";"écosystème";"0.224148769773197";"-0.619323935912649";"0.839367536883481";"279"
"86";"temps";"-0.105860306383295";"-0.137265061392584";"0.839273643622147";"280"
"87";"égalité";"0.296487930886789";"-0.263928357025206";"0.83912661024325";"281"
"88";"vélo";"0.686472539129977";"-1.46807040795466";"0.838765777696724";"282"
"89";"emji_visage_avec_masque";"-0.358328401272974";"-7.46230632601787";"0.838738897963598";"283"
"90";"pauvre";"0.0103740293336481";"-0.252309913267509";"0.838587900753089";"285"
"91";"héritage";"0.669744308203991";"-1.29372808587238";"0.838057490535367";"286"
"92";"équipe";"0.113613007061252";"-0.859903907027796";"0.837929780835584";"287"
"93";"genre";"0.209275137122485";"0.00972189788833188";"0.837271660918079";"295"
"94";"sentir";"0.0383720439527224";"-0.137501530248696";"0.836294080946509";"300"
"95";"prochain";"-0.0640063496765557";"0.0198286052203753";"0.836215671402413";"301"
"96";"mondial";"0.825079272079093";"-0.650272257813231";"0.836008313461155";"302"
"97";"billet";"0.373617378218222";"-1.18069544210038";"0.835883328895606";"304"
"98";"énergie";"0.415891131856506";"-1.06031906994226";"0.835641287427734";"305"
"99";"jeune";"-0.43017996942656";"-0.0322567531866029";"0.835634598461887";"306"
"100";"polluer";"0.7783567872014";"-1.29359686374132";"0.83527562396143";"307"
"101";"chf";"0.778252205892992";"-1.36180153957621";"0.835249735186207";"308"
"102";"orthographe";"-0.053563701706472";"-0.123132058643069";"0.835213069743786";"310"
"103";"emji_étincelles";"-2.74441419860882";"0.850237995040932";"0.835013515596016";"311"
"104";"taux";"0.809288918988332";"-1.34260962129331";"0.833677580472679";"316"
"105";"parler";"0.172491766615465";"0.103856986296751";"0.833567460275679";"317"
"106";"avis";"0.298762151939208";"0.0346834020809378";"0.833362703598917";"319"
"107";"avion";"0.772685713155102";"-1.26835624771645";"0.833061576266063";"320"
"108";"nourriture";"0.552176449654922";"-0.646533750111292";"0.832963843042853";"322"
"109";"dépendant";"0.242981479477172";"-0.65010868637599";"0.832933618826804";"323"
"110";"vivre";"0.00861680283164323";"-0.159932980247155";"0.832788815103189";"324"
"111";"début";"-0.0890081763033705";"-0.0418360001756856";"0.832770977860931";"325"
"112";"rassasier";"-0.637683285892213";"-0.329235668160946";"0.832586040342234";"329"
"113";"client";"0.522568829870975";"-1.13756789987056";"0.832572166931588";"330"
"114";"poser";"0.263222811709833";"-0.296338145049503";"0.832528440914107";"331"
"115";"problème";"0.509792727121141";"-0.398859549490276";"0.832515682331102";"332"
"116";"céréale";"0.0336541093865572";"-0.312070454205519";"0.832407420180171";"335"
"117";"ordinateur";"0.144313558633894";"-0.606743451140601";"0.832094525222215";"338"
"118";"emji_coeur_cartes";"-3.23231946304989";"0.929731952099632";"0.832002118397736";"339"
"119";"canidé";"-0.157861853716347";"-0.564699727370742";"0.831885680844103";"340"
"120";"vendre";"0.548149289973104";"-0.619261068712586";"0.831786213444562";"341"
"121";"faim";"0.125857148266852";"-0.290085654772981";"0.831636207191956";"342"
"122";"malheureusement";"0.219948115040005";"-0.0129228523481024";"0.831377443309466";"343"
"123";"emji_poignée_de_main";"-0.289308029144987";"-0.691203752205681";"0.831320834839242";"345"
"124";"prédateur";"0.273128308260063";"-0.740016365530241";"0.83112970383365";"347"
"125";"offrir";"0.179191506989107";"-0.706145912179228";"0.831113353028246";"348"
"126";"réduire";"0.777384686863537";"-1.16600454686324";"0.831066530267317";"349"
"127";"vol";"0.846117719955367";"-1.08661951229495";"0.830854713015495";"350"
"128";"travail";"0.365161595635487";"-0.621754311014734";"0.830741124465833";"351"
"129";"domestiquer";"0.0396568119898227";"-0.58487105308294";"0.830731462626276";"352"
"130";"nain";"-0.336379561343949";"-0.235709914144159";"0.830640294499176";"353"
"131";"milliardaire";"0.859259689104974";"-1.23260641906563";"0.830552718594475";"354"
"132";"société";"0.358882414887969";"-0.382246375387063";"0.830411630962998";"356"
"133";"simplicité";"-2.95721626983716";"0.835833668376577";"0.830167359839843";"357"
"134";"employé";"0.658546935493932";"-1.12594024899363";"0.830103071445869";"358"
"135";"végétarien";"0.279299870369306";"-0.967512110862978";"0.829348580872272";"364"
"136";"emji_visage_de_geek";"-0.040125604883131";"0.0188793876942287";"0.829247379296401";"366"
"137";"emji_visage_souriant_aux_yeux_rieurs";"-1.99627532369629";"0.370849992133575";"0.829196221094645";"367"
"138";"euro";"0.571020319374319";"-1.20302790668773";"0.829176649676055";"368"
"139";"emji_yeux";"-0.30268823597349";"-0.0251669357046043";"0.829089445380568";"369"
"140";"adorable";"-2.65510950067603";"0.760514680445099";"0.829043489707804";"370"
"141";"chômage";"0.849762146892978";"-1.51658722671746";"0.828882706788";"372"
"142";"georges";"-2.72555351210148";"0.823852292993766";"0.828766888583056";"373"
"143";"emji_mains_en_prière_peau_claire";"-2.60820119427407";"0.70778196820858";"0.828692319000835";"375"
"144";"biologiste";"0.102574265476945";"-0.821075529869369";"0.828325788446366";"377"
"145";"biche";"0.0306963421483322";"-0.641400756565523";"0.828325788446366";"378"
"146";"degré";"-0.0734463359147817";"-0.495739575291599";"0.828251714343097";"379"
"147";"patron";"0.49113349892878";"-1.1395022890927";"0.827727126003056";"384"
"148";"excellent";"-2.14714101462191";"0.556827564527574";"0.827658749907731";"385"
"149";"projet";"0.596640022359772";"-0.848868120675911";"0.827281938165015";"387"
"150";"cash";"0.683836482114657";"-1.40572656200305";"0.827008557653452";"390"
"151";"revenir";"0.18833152030484";"-0.623937251580084";"0.826991711369097";"391"
"152";"climatique";"0.674256769502407";"-1.1166142411122";"0.826907356077581";"392"
"153";"école";"-0.402243312813263";"-0.0460870644257905";"0.826865611975906";"393"
"154";"sagesse";"-3.01177385098369";"0.905860041575675";"0.826620226025111";"394"
"155";"poulpe";"0.230907921515322";"0.212270360254567";"0.826362453100524";"395"
"156";"gibier";"0.0157622257458479";"-0.735616929036494";"0.826362453100524";"396"
"157";"chou";"-2.80786271071371";"0.930067708411398";"0.826306959457942";"398"
"158";"cas";"0.375554675450249";"-0.24027087059951";"0.826244033631084";"400"
"159";"éducation";"0.155098339664111";"-0.191740697392826";"0.826154847419791";"401"
"160";"raconter";"0.00299732061684485";"0.159016781646545";"0.826082012013901";"403"
"161";"sujet";"0.258597075627051";"-0.165227311236251";"0.825834891886774";"405"
"162";"humour";"-0.590074389744098";"0.147473477778616";"0.825550982447489";"407"
"163";"blague";"0.21068799796524";"0.196785454523244";"0.825528809764404";"410"
"164";"ravaler";"-0.157861853716347";"-0.564699727370742";"0.825504283556298";"411"
"165";"iberia";"-0.157861853716347";"-0.564699727370742";"0.825504283556298";"412"
"166";"beauté";"-2.3971860414735";"0.662179533550509";"0.825431572020146";"414"
"167";"gamelle";"-0.213612021174392";"-0.536378983911628";"0.825321080213932";"416"
"168";"honteux";"0.540899067240026";"0.258946685060844";"0.825307082933548";"417"
"169";"quarantaine";"-0.156127064501666";"0.0224742426543597";"0.825012892306017";"420"
"170";"mdrrr";"-0.175319239128484";"-0.221860726002388";"0.824721922291671";"421"
"171";"moitié";"0.241121414293524";"-0.316182431250396";"0.8245106005188";"424"
"172";"maison";"0.0115463040842784";"-0.964704536245059";"0.824494497452872";"425"
"173";"joyeux";"-2.85588063326424";"0.889379615315668";"0.824429218100995";"426"
"174";"propre";"0.317111397334339";"-0.865749430585115";"0.824413362774543";"427"
"175";"vraiment";"-0.101312115009466";"-0.0649565259191929";"0.824171445176408";"428"
"176";"gars";"-0.388265597964023";"-0.149582417287422";"0.824083993141445";"429"
"177";"poster";"-0.0815732324161326";"0.167967477025291";"0.824023049230395";"431"
"178";"fake";"-0.0488976684846547";"-0.270238594589414";"0.823942038421803";"432"
"179";"emji_visage_qui_regarde_entre_ses_doigts";"-0.551466270419254";"-0.0937197304152461";"0.82364202591659";"433"
"180";"stp";"-0.0418527309431701";"0.0188886019679326";"0.82353363989592";"434"
"181";"racisme";"0.360414444953835";"0.0347590182917801";"0.823422281001541";"435"
"182";"fondue";"-2.97343891345482";"0.830517081801585";"0.823278096626616";"436"
"183";"couple";"0.0372294279159318";"-0.0976341274993127";"0.823193493595625";"437"
"184";"apprendre";"-0.106985215505666";"-0.0554943706939806";"0.823169215126995";"439"
"185";"oral";"-0.257274392080028";"-0.196234574025998";"0.823057113014188";"440"
"186";"b2";"0.0486742691497146";"-0.265244839117104";"0.822959132051503";"441"
"187";"gueule";"0.122891292696036";"-0.164130470215124";"0.822666056251613";"443"
"188";"renseigner";"0.476035357443939";"0.262801369504995";"0.822547141303221";"444"
"189";"donner";"0.164593249900362";"-0.0607429486473549";"0.822426368308761";"446"
"190";"traquer";"0.324190021735537";"-0.0452258251196932";"0.822417945166583";"447"
"191";"emji_visage_en_colère_avec_des_cornes";"0.0576332272718578";"-0.652358046450491";"0.822417945166583";"448"
"192";"emji_chat_souriant_aux_yeux_en_coeurs";"-3.4007373444215";"1.03702285076717";"0.822322689338132";"449"
"193";"cuire";"-0.169908393110012";"-0.481327011621432";"0.8221801152698";"450"
"194";"désolé";"0.148751926598468";"-0.270401916895736";"0.822125860324596";"451"
"195";"chanson";"-2.75395726670914";"0.818959840879436";"0.822066278980662";"453"
"196";"emji_visage_souriant";"-2.28316727941892";"0.597973816844398";"0.822059713884553";"454"
"197";"premier";"-0.0650473693648982";"0.00165918321996865";"0.821767133563615";"456"
"198";"carence";"0.192856935825741";"-0.664311340317735";"0.821584549569938";"457"
"199";"bêtise";"0.129512999265447";"-0.0967880718379743";"0.821500194278423";"458"
"200";"liberté";"0.471771501635623";"0.20179521111402";"0.821445815463481";"459"
"201";"emji_ok";"-2.44422252626801";"0.747284047037891";"0.821247871622305";"460"
"202";"b1";"-0.0183238816724252";"-0.233987776777188";"0.821207985566698";"461"
"203";"laisser";"0.411752635596606";"-0.100396211214161";"0.820821016505474";"463"
"204";"connerie";"0.14909093456185";"-0.164304691667612";"0.82073653734422";"464"
"205";"preuve";"0.457332653332967";"0.197647071701311";"0.820510598942276";"465"
"206";"importer";"0.381907039481967";"-0.15642045566115";"0.820393665909691";"467"
"207";"sérieux";"0.0853596532825586";"-0.160702928250421";"0.820324422726201";"469"
"208";"taxidermie";"0.0504870416382868";"-0.769800369369644";"0.820202039425148";"470"
"209";"restau";"-0.0645176356874941";"-0.482320732083489";"0.820202039425148";"471"
"210";"mauvais";"0.253506055095216";"-0.267411344850604";"0.820035558497399";"472"
"211";"extrême";"0.550322046371021";"0.226334660710535";"0.819919616422717";"473"
"212";"bonjour";"-0.455645583860774";"-0.0580594691883424";"0.819757966414748";"474"
"213";"emji_visage_avec_les_sourcils_relevés";"0.163016872061555";"-0.0696529560925601";"0.819574019853954";"476"
"214";"réponse";"-0.0986405926653072";"0.0619276882419084";"0.81952633000486";"477"
"215";"tv";"-0.27360350898317";"-0.253838889058463";"0.819501060578327";"478"
"216";"raison";"-0.154562295199522";"0.0807058736128815";"0.819482356247902";"479"
"217";"emji_visage_persévérant";"-0.317269487676937";"-0.615044478060798";"0.819460183564817";"480"
"218";"corne";"-0.501923224096706";"-0.265842809683443";"0.819460183564817";"482"
"219";"connard";"-0.227788139178445";"0.275545762211344";"0.819460183564817";"483"
"220";"emji_notes_de_musique";"-3.3166632737447";"0.990411414251987";"0.819385861722072";"484"
"221";"emji_trèfle_à_quatre_feuilles";"-2.96491815313377";"0.885460710687563";"0.819356256854712";"485"
"222";"situation";"0.650637678323517";"0.211922193881032";"0.819188413359847";"487"
"223";"remettre";"0.213018120846332";"-0.0699503900456664";"0.819134158414643";"488"
"224";"nourrissage";"-0.157861853716347";"-0.564699727370742";"0.819123134007969";"489"
"225";"justement";"0.443220070316309";"-0.129559981423645";"0.819041008371736";"491"
"226";"texte";"-0.172117080872973";"-0.123687067845964";"0.819029488486111";"492"
"227";"naturaliser";"-0.184909024399806";"-0.171247945164092";"0.818999140400323";"494"
"228";"corriger";"-0.0626726009701541";"-0.224918565596186";"0.81895491890389";"495"
"229";"fête";"-2.12327169731502";"0.557938233121771";"0.818700738201703";"497"
"230";"espèce";"0.153256978737208";"-0.449998263328317";"0.818700614331965";"498"
"231";"publication";"0.168868738265669";"0.301955029800386";"0.818662090843476";"499"
"232";"jour";"0.101632906497286";"-0.353064157679863";"0.818559774439964";"500"
"233";"âge";"-0.51277893679124";"0.0545189802501084";"0.818433922786249";"501"
"234";"patte";"-0.370327667833568";"-0.636526720603312";"0.818260752892654";"505"
"235";"mamie";"-2.84560498178023";"0.871925121231575";"0.818243782738561";"506"
"236";"adulte";"0.0317451001027402";"-0.130033408177609";"0.818183458176199";"507"
"237";"génération";"-0.427460904839962";"0.0737777610223542";"0.818020445601113";"508"
"238";"emji_mains_qui_forment_un_coeur";"-2.83876581090529";"0.815769700903012";"0.817981550503409";"509"
"239";"expression";"0.0956639979215969";"0.0891503938950999";"0.817687483745616";"510"
"240";"emji_renard";"-2.9340295594853";"0.828305530802592";"0.817671380679688";"511"
"241";"empoisonner";"0.513651067761648";"-0.563907223744716";"0.817671009070474";"512"
"242";"internet";"0.192443976400895";"-0.415228626656883";"0.817601270408032";"513"
"243";"plutôt";"0.328601902303201";"-0.264864524395529";"0.817438753311897";"514"
"244";"bagage";"0.0561095503801271";"-0.766549843128102";"0.817369633998144";"515"
"245";"vrai";"-0.22207723230367";"0.0293720802910052";"0.817364803078366";"516"
"246";"exprimer";"-0.515897011993024";"0.22374145137217";"0.817351425146672";"517"
"247";"emji_visage_avec_lunettes_de_soleil";"-2.54934988261588";"0.617218669900788";"0.817333092425461";"518"
"248";"regarder";"-0.151941161630635";"-0.0603020459135384";"0.817323306716167";"519"
"249";"exister";"0.156004578895017";"-0.131678900925221";"0.817307946868666";"520"
"250";"c2";"-0.0183238816724255";"-0.233987776777188";"0.817163762493741";"521"
"251";"moment";"-0.120270248285635";"0.21919369272011";"0.817140970461966";"522"
"252";"idée";"-0.0194719735016816";"-0.216399365803016";"0.817082256206198";"524"
"253";"extraordinaire";"-2.85111926650118";"0.86353799085717";"0.816918376542945";"525"
"254";"récré";"-3.227897077787";"0.99023899366143";"0.816877127920222";"526"
"255";"gauche";"0.513215516396157";"-0.059877250617353";"0.816876013092581";"527"
"256";"montrer";"0.291157537608323";"0.230382887277809";"0.816819156882881";"528"
"257";"péter";"-0.0218503158563804";"0.116502769674719";"0.816611922811361";"529"
"258";"nostalgie";"-2.89895247571863";"0.86002439214972";"0.816542679627871";"530"
"259";"essayer";"0.345384874090308";"-0.0918535253881717";"0.816446061232302";"531"
"260";"pépite";"-3.18057843038119";"0.964561348807282";"0.816346098353811";"532"
"261";"training";"0.050258676402567";"-0.222603810233444";"0.816285278312498";"533"
"262";"coller";"-0.115357982076918";"-0.202470745427162";"0.816114957422874";"534"
"263";"purée";"-2.49886234016694";"0.802534814192689";"0.815933364387101";"535"
"264";"francophone";"-0.142670220971955";"-0.25077826074567";"0.815931630210771";"536"
"265";"plaindre";"0.407141970086607";"-0.297096059223198";"0.815923207068593";"537"
"266";"rester";"0.320790327734201";"-0.301576288346068";"0.815911439443492";"538"
"267";"télé";"-0.490876886558083";"0.0158553674700248";"0.815863997333873";"539"
"268";"heureusement";"-0.0120327225514111";"-0.207090691268912";"0.815723529051085";"541"
"269";"emji_visage_qui_fait_un_câlin";"-2.25422312256264";"0.467497373898677";"0.815721671005017";"542"
"270";"argument";"0.391443250747328";"-0.0693762308969145";"0.815715105908908";"543"
"271";"chaise";"-2.77442381285972";"0.866540922522903";"0.815692809356084";"544"
"272";"seconde";"0.120493366089202";"0.11402320942304";"0.815673114067757";"545"
"273";"emji_visage_aux_yeux_en_spirales";"-0.0609261739161064";"-0.358415743249625";"0.815561507433902";"546"
"274";"féminisme";"0.312386112617073";"-0.243189435537371";"0.815523603294102";"547"
"275";"vérité";"-0.0224693730317372";"0.152833517244866";"0.815501926089968";"548"
"276";"esprit";"-0.148175517384158";"0.184915892571399";"0.815474179268676";"549"
"277";"propos";"0.128830372460337";"0.173250599089851";"0.815462163904099";"550"
"278";"julien";"-3.0930288448237";"0.916550819203201";"0.815450767888212";"551"
"279";"évoluer";"0.111586560613486";"-0.318791396721421";"0.815343372825446";"553"
"280";"passer";"0.171026335286194";"-0.137590350643282";"0.815302371942198";"554"
"281";"emji_visage_avec_un_monocle";"-0.171469807869229";"-0.124401549536055";"0.815297169413206";"555"
"282";"opinion";"0.471497841618625";"0.103361548502754";"0.815111364806344";"556"
"283";"élève";"-0.107636583944306";"-0.113702898759742";"0.8151092590208";"557"
"284";"sortir";"0.175443153448345";"-0.115814746444384";"0.814954421848415";"558"
"285";"emji_visage_expirant";"-0.321438941524628";"-0.0495674784807153";"0.814868951729258";"559"
