être;6616;472;3863;9092;683;4018;13362
de;4612;331;3200;8586;491;3244;10818
avoir;3944;370;2520;5688;411;2759;8775
la;3561;294;2757;6489;358;2545;7891
les;2696;359;2564;6551;573;2066;7396
et;3395;277;2721;6484;374;2152;8080
le;3000;375;2320;5524;321;2113;7078
user_utilisateurice;3712;240;2494;4589;370;3291;7742
pas;1894;244;2007;4746;431;2225;7419
c;3166;283;1508;4148;336;1937;6454
à;2433;186;1594;4501;248;1656;5859
ne;1316;185;1916;3951;352;1590;6453
des;1534;152;1966;4392;340;1344;5122
en;1978;247;1552;4799;231;1506;5254
l;2346;186;1632;4296;203;1467;5232
que;1673;134;1526;3970;236;1634;6217
un;1858;192;1395;3428;274;1419;4685
pour;1588;207;1388;3996;222;1171;4294
d;1362;123;1384;3402;172;1210;4594
qui;997;98;1408;3274;209;1182;4291
on;1519;159;888;2865;203;1164;4014
je;2076;133;524;2031;174;1429;4118
il;1571;155;1054;2779;201;1137;4083
une;1591;145;998;2722;161;957;3835
faire;1335;129;1042;2643;179;1082;3921
ce;1337;58;962;2168;158;1056;3724
ça;1428;103;598;1954;150;992;3385
vous;828;93;833;1289;98;943;2625
mais;1107;98;760;2256;167;919;3379
qu;911;87;855;1936;164;843;3142
plus;987;96;624;2469;161;633;2706
dans;1001;159;718;2229;131;709;2927
du;1009;93;886;2339;161;727;2431
j;2197;112;205;1012;95;825;2047
ils;637;55;746;1527;181;503;1826
y;799;111;567;1518;80;582;2046
avec;1073;69;503;1535;97;561;1845
tout;800;48;502;1390;80;492;2255
bien;1069;55;409;1153;96;632;2090
au;733;99;572;1554;100;535;1697
dire;808;56;447;1005;69;655;2014
si;582;45;429;1363;86;543;2093
sur;454;41;472;1543;60;722;1718
se;388;185;566;1240;103;407;2133
pouvoir;449;43;450;1357;94;462;1868
comme;709;32;451;1118;106;450;1782
tu;382;48;323;708;43;623;1575
par;302;53;669;1508;74;314;1422
même;544;47;385;1009;71;506;1714
ou;369;63;394;1251;81;374;1588
s;431;35;438;931;63;345;1535
nous;541;30;260;880;55;303;1242
