"";"X.rts_a";"X.rts_i"
"emji_visage_avec_un_sourire_malin";-0,9745;0,9745
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";188,05;-188,05
"emji_visage_riant_aux_larmes";151,5391;-151,5391
"vide_aucun_emji";-Inf;Inf
"emji_visage_grimaçant";2,7749;-2,7749
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";24,7948;-24,7948
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";1,6247;-1,6247
"emji_visage_souriant_avec_une_goutte_de_sueur";14,3874;-14,3874
"emji_visage_faisant_un_clin_d_oeil";8,3685;-8,3685
"emji_visage_avec_lunettes_de_soleil";4,3548;-4,3548
"emji_coeur_rouge";206,4699;-206,4699
"emji_ok";5,3821;-5,3821
"emji_trinquer";0,266;-0,266
"emji_trèfle_à_quatre_feuilles";3,9837;-3,9837
"emji_applaudissements";2,2001;-2,2001
"emji_feu";4,7136;-4,7136
"emji_mains_levées";0,9909;-0,9909
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";-1,8351;1,8351
"emji_se_rouler_par_terre_de_rire";15,3827;-15,3827
"emji_coeur_cartes";23,1968;-23,1968
"emji_drapeau_suisse";-4,0894;4,0894
"emji_drapeau_états_unis";-4,7713;4,7713
"emji_visage_avec_les_sourcils_relevés";-1,2221;1,2221
"emji_coeur_enflammé";1,8029;-1,8029
"emji_visage_envoyant_un_bisou";2,4186;-2,4186
"emji_visage_qui_hurle_de_peur";2,1955;-2,1955
"emji_visage_mécontent";1,0761;-1,0761
"emji_soleil";5,2483;-5,2483
"emji_visage_avec_un_léger_sourire";0,4919;-0,4919
"emji_visage_rieur";9,7802;-9,7802
"emji_poing_levé";-0,913;0,913
"emji_pouce_vers_le_haut";13,5024;-13,5024
"emji_visage_souriant_aux_yeux_rieurs";10,9543;-10,9543
"emji_visage_avec_bouche_ouverte";3,4906;-3,4906
"emji_visage_en_pleine_réflexion";-7,2147;7,2147
"emji_visage_souriant_avec_yeux_rieurs";21,3866;-21,3866
"emji_visage_très_souriant_aux_yeux_rieurs";4,153;-4,153
"emji_visage_qui_pleure";-0,6968;0,6968
"emji_visage_avec_une_main_sur_la_bouche";4,874;-4,874
"emji_visage_souriant";6,7891;-6,7891
"emji_coeur_noir";0,8101;-0,8101
"emji_couronne";1,9139;-1,9139
"emji_visage_souriant_avec_coeurs";64,6611;-64,6611
"emji_visage_de_clown";-9,3376;9,3376
"emji_visage_de_geek";-2,6163;2,6163
"emji_cotillons";0,4908;-0,4908
"emji_mains_en_prière";14,8626;-14,8626
"emji_papillon";1,6149;-1,6149
"emji_notes_de_musique";16,3091;-16,3091
"emji_coeur_bleu";1,6791;-1,6791
"emji_visage_roulant_des_yeux";-3,6053;3,6053
"emji_fondue";0,2911;-0,2911
"emji_coeur_vert";0,8782;-0,8782
"emji_tête_à_l_envers";-1,4159;1,4159
"emji_visage_qui_vomit";-0,5995;0,5995
"emji_tête_de_fou";-0,7472;0,7472
"emji_étoile";2,0932;-2,0932
"emji_miam";3,448;-3,448
"emji_pouce_vers_le_haut_peau_moyennement_claire";1,3239;-1,3239
"emji_tête_de_chat";1,4307;-1,4307
"emji_visage_qui_pleure_à_chaudes_larmes";2,0077;-2,0077
"emji_poignée_de_main";-0,5567;0,5567
"emji_biceps_contracté_peau_légèrement_mate";-0,5567;0,5567
"emji_biceps_contracté_peau_moyennement_claire";-0,5909;0,5909
"emji_visage_boudeur";-10,5369;10,5369
"emji_visage_soulagé";6,2451;-6,2451
"emji_coeur_blanc";2,671;-2,671
"emji_abeille";1,2509;-1,2509
"emji_visage_éméché";0,7063;-0,7063
"emji_étoile_brillante";4,6836;-4,6836
"emji_coeur_jaune";0,9455;-0,9455
"emji_yeux";-3,6349;3,6349
"emji_femme_qui_hausse_les_épaules";-1,0521;1,0521
"emji_coeur_violet";0,4997;-0,4997
"emji_homme_avec_la_paume_sur_le_visage";-4,2595;4,2595
"emji_visage_qui_fait_un_câlin";6,0594;-6,0594
"emji_applaudissements_peau_moyennement_claire";-1,34;1,34
"emji_visage_stupéfait";0,5019;-0,5019
"emji_singe_ne_rien_voir";0,6777;-0,6777
"emji_oeil";-0,315;0,315
"emji_visage_festif";-1,1828;1,1828
"emji_coeur_grandissant";2,5557;-2,5557
