"";"*rts_a";"*rts_i"
"con";4579;16518
"pro_per";6470;19007
"ver";7588;28414
"pro_ind";1306;4785
"nr";4107;10784
"nom";16737;53779
"pro_dem";2675;8026
"aux";5650;15780
"art_def";8343;28440
"adj";5062;17488
"adv_sup";5743;19807
"pre";10916;36421
"adj_pos";970;2900
"num";1292;3777
"ono";886;2215
"pro_rel";2005;8253
"adv";953;3870
"art_ind";2949;10601
"adj_ind";366;1457
"ver_sup";2057;6906
"adj_dem";358;1251
"nom_sup";534;1442
"adj_num";135;317
"adj_sup";134;482
"adj_int";127;302
"pro_pos";16;32
