"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"classe 1";3,19136612103137;1,07778711853992;-0,201555065480044;0,366886972785923;0,00212409640028729;-0,308591999250327;0,936335258448814;0,316218836046531;-0,0591355260320096;0,107643308682487;0,000623202188813874;-0,0905397746341653;0,91807793852781;0,0714766317656678;0,00209776380923236;0,00567403774683796;1,69239791528587e-07;0,00267345891053812;0,807235708678411;0,0920689269905352;0,00321984183596351;0,0106687045181906;3,57598386193272e-07;0,00754773125910733;0,0792587291193982;2,23014838849182;0,394198190214482
"classe 2";0,448997223098034;-2,28458070183429;1,36555717861916;0,593161695796312;0,147770407307627;-0,280872202454448;0,161407280093902;-0,821270017426317;0,490895842278955;0,213232089307299;0,0531210847080994;-0,100969039272338;0,0400732035799581;0,708192904478667;0,212338817866548;0,0327050107400083;0,00180621497456338;0,00488384836007227;0,0230708893523507;0,597296588289641;0,213401174591702;0,0402645845572488;0,0024989177795843;0,0090280622679198;0,114439783161517;1,50180494474467;0,258109557393856
"classe 3";-0,768384216882159;1,63290947183085;2,0575298152295;0,428072760362274;0,394332784770834;0,165006870904883;-0,274139701424685;0,582580049441464;0,734073653293046;0,15272533731878;0,140687782887685;0,0588702023402227;0,118212267386891;0,364419580101705;0,485557664699169;0,0171570339184554;0,0129556495812819;0,00169780431247211;0,0666667124503084;0,301076171188591;0,478018211257256;0,0206912798390372;0,0175581170354854;0,00307437064956561;0,112915137579754;1,49638748763309;0,252836811131968
"classe 4";-0,547066985923593;0,0585298085274541;-1,02707021468223;1,19644197516076;0,265076853685195;-0,117550499279209;-0,322747008423159;0,034530178372808;-0,605929159972228;0,705851528552965;0,156384435051741;-0,0693499570568352;0,186022603060912;0,00145348555713495;0,37560194803293;0,416072806880294;0,0181742317864094;0,0026749246823269;0,0772712585267853;0,000884486438516071;0,272356184336067;0,369590035669554;0,0181418088160209;0,00356768027955655;0,258188545933517;0,849287152949363;0,186228472431802
"classe 5";-0,0501347982628486;-0,244506424569783;-0,702272577708219;-2,72496572265776;5,36783289493663;-0,876012363042682;-0,00818022425086876;-0,0398947927001254;-0,114586023479542;-0,444617939228635;0,875840301412171;-0,14293420587139;0,000156825299434891;0,00254618492567485;0,0176275463867099;0,216651158915661;0,748106282534988;0,014912001937538;6,51807812983916e-05;0,00155032078070984;0,0127894668133851;0,192558682477661;0,747203664775965;0,0199003854871522;0,02593229888383;2,68057594039934;0,186336206163116
"classe 6";-0,349469103577314;0,0798719914612972;-0,176166234108712;-1,06251464815822;-0,952239684767273;-1,24934246432267;-0,180318538805051;0,0412122291908541;-0,0908979866777943;-0,548234699015293;-0,491335190412418;-0,644633832655609;0,079529920048395;0,00283578832631638;0,01157713715247;0,343782822824335;0,245715907092191;0,316558424556317;0,0256783348383924;0,00134133825695232;0,00652521200915836;0,237366342447609;0,190652207994761;0,328180134674402;0,210256429778746;0,829736928379146;0,144753850276097
"classe 7";-0,00773779767860649;-0,170454673781795;-0,262279194967391;-0,804680073089745;-0,346872849884487;1,77740277498938;-0,00385691451665586;-0,0849633362162607;-0,130733378734286;-0,401093745801126;-0,172899187303926;0,885948541114548;4,28874943610881e-05;0,0142064501725904;0,0282271142656261;0,216892120433569;0,0358644599898933;0,704766967643945;1,19153724547498e-05;0,00578216805505328;0,0136899091564686;0,1288603704907;0,023944925999797;0,628701635382296;0,199009075543238;0,791131977870892;0,124557751765572
