être;12398;14535
de;11433;11838
avoir;7516;10094
la;8675;8621
les;8329;7740
et;8553;8689
le;7386;7443
pas;6712;7544
à;6044;6288
c;5654;7070
ne;5834;6263
que;5704;6165
des;5861;5136
en;6193;5476
l;5827;5546
un;4688;5025
d;4883;4621
pour;5139;4381
qui;4482;4252
on;3849;4275
je;2844;4909
il;3815;4203
une;3784;3966
faire;3624;4101
ce;3258;3922
ça;2684;3709
vous;2046;2820
plus;3125;2837
mais;3158;3389
qu;2774;3199
dans;2922;3087
du;2951;2626
j;1202;3040
ils;1925;1907
y;2007;2175
tout;1928;2237
sur;2082;1945
avec;1909;2200
si;1972;2098
bien;1643;2402
au;1985;1833
se;1805;1958
pouvoir;1920;1815
dire;1456;2204
tu;1061;1790
comme;1535;1911
par;1950;1326
ou;1690;1502
même;1457;1793
s;1377;1523
nous;1209;1314
quand;1093;1297
cette;860;1513
elle;668;1274
falloir;1250;1084
non;1151;1086
aussi;1026;1123
ces;1068;1090
leur;991;921
bon;817;1292
savoir;845;1226
personne;986;1021
rien;892;1138
devoir;1048;936
vouloir;988;939
me;540;1326
oui;871;1019
donc;1026;748
très;707;992
aux;1014;671
tous;791;869
sans;791;836
encore;765;884
son;617;946
alors;866;770
mon;411;1093
t;493;885
moi;449;945
juste;657;783
toujours;580;814
an;520;823
où;654;686
autres;731;570
déjà;735;594
moins;676;522
quoi;579;727
aujourd_hui;337;939
votre;478;707
sa;438;755
peu;482;710
cela;610;572
là;518;672
beaucoup;550;617
jamais;498;655
nos;537;529
car;598;511
trop;447;591
avant;457;637
merci;306;757
m;314;692
autre;437;571
après;466;532
notre;514;446
leurs;465;457
ses;440;512
parce_que;487;456
pourquoi;464;452
mieux;402;524
ma;206;656
toi;262;577
te;265;504
ceux;422;364
depuis;418;396
maintenant;291;514
contre;478;325
lui;228;516
croire;323;450
ton;245;493
quel;318;451
surtout;401;364
chez;372;339
eux;369;339
mes;188;507
elles;288;334
entre;409;307
toute;348;364
2;359;303
comment;308;369
mal;250;419
quelle;208;466
toutes;316;307
vos;287;308
ni;208;213
deux;299;288
chaque;309;255
certains;283;272
1;337;191
tant;281;252
aucun;269;231
ah;183;310
ici;268;217
point;257;217
3;255;197
bravo;136;314
ta;135;312
autant;228;206
plein;186;235
cet;165;270
assez;233;187
pendant;220;178
aucune;205;202
peut_être;196;215
ailleurs;211;188
sous;209;195
50;257;112
souvent;206;182
million;266;56
10;226;135
pourtant;183;176
dame;34;264
bah;152;205
dont;194;155
quelques;172;163
monsieur;55;277
tes;109;198
5;178;128
enfin;140;171
loin;121;182
4;163;128
puis;144;148
quelque;124;179
plusieurs;162;132
dommage;107;188
vite;103;173
sinon;135;151
quelqu_un;107;169
voilà;116;153
mêmes;146;114
ben;123;142
chacun;115;148
madame;49;174
sauf;151;106
20;144;109
certaines;136;114
fort;108;135
envers;66;165
ok;104;126
partout;129;112
ainsi;125;116
100;157;80
force;125;110
selon;170;67
vers;124;107
ensuite;129;97
combien;143;73
parfois;93;122
2025;102;100
30;130;86
celui;86;122
80;81;132
hein;91;119
longtemps;105;105
presque;91;110
jusqu_à;91;102
000;126;26
devant;69;121
6;97;84
dès;96;89
tard;65;116
grâce;103;79
dessus;81;97
15;109;64
oh;29;143
60;64;102
hors;92;79
plupart;94;75
derrière;72;93
celle;71;96
attention;79;84
e;62;81
7;89;63
malgré;63;92
8;77;71
certain;65;83
70;51;99
merde;72;70
0;95;38
ouais;44;91
90;53;86
40;65;70
vive;68;59
2000;61;70
lorsque;66;60
autour;50;75
con;48;73
celles;58;57
lorsqu;64;50
puisque;61;55
25;54;57
lors;70;44
dehors;42;65
tel;36;75
soi;36;72
tiens;45;60
or;61;45
environ;79;20
12;52;45
concernant;62;30
arrière;33;51
9;54;35
afin;66;24
hier;24;67
différents;45;44
certes;47;43
trois;47;37
16;50;34
anti;51;31
2024;41;42
moindre;44;40
ceci;45;36
d_abord;47;32
durant;41;38
certaine;30;49
laquelle;38;38
haha;25;47
200;67;10
eh;26;48
telle;41;31
jusqu_au;22;48
18;40;31
demain;30;37
dedans;31;35
14;29;37
2023;32;33
quasi;49;17
cependant;36;27
voire;41;25
parmi;28;35
lequel;34;27
gare;38;23
x;23;38
suivant;28;31
via;41;17
près;33;23
11;25;35
quels;32;25
quant;32;22
quelles;33;22
davantage;43;12
ha;14;37
pardon;28;22
ouf;16;36
17;28;23
nul;21;30
hélas;17;31
19;36;13
35;23;24
puisqu;27;17
mille;22;21
dessous;29;18
45;32;16
euh;20;26
uns;25;21
eux_mêmes;22;22
chouette;16;29
500;34;8
ci;22;23
300;33;12
tels;24;20
13;14;27
pseudo;9;31
lendemain;13;30
2026;30;11
hop;17;22
nulle;19;21
jusqu;18;19
24;22;13
pis;17;21
1000;21;16
2022;31;6
v;11;26
22;17;19
voici;20;15
neuf;22;12
mince;11;21
tandis_que;23;11
in;18;15
vôtre;9;25
salut;14;19
g;17;13
75;21;12
1967;4;24
autrui;16;15
o;15;16
dix;15;15
divers;20;11
quatre;13;16
n_est_ce_pas;16;13
mme;7;21
f;15;15
celle_ci;15;15
b;23;7
1970;14;16
mien;7;19
1980;7;21
21;16;12
nôtre;12;12
lui_même;11;16
demi;15;10
400;24;2
volontiers;13;13
heu;14;11
celui_ci;14;12
39;19;6
2021;13;12
2016;8;12
outre;17;8
99;14;10
3000;20;4
120;20;3
tien;6;16
elle_même;9;15
aïe;2;12
aucunement;13;10
u;8;15
98;11;12
32;12;9
soi_même;11;11
moi_même;6;14
55;15;6
2008;9;11
1990;6;16
800;18;2
36;12;9
2018;13;7
telles;9;10
quelconque;13;7
néanmoins;10;10
mm;8;11
ho;6;13
extra;8;11
2010;10;10
2005;7;13
1972;6;14
toutefois;13;6
six;10;9
lesquels;11;7
hé;8;9
debout;7;12
bof;9;10
au_dessus;16;3
65;13;6
26;7;12
2030;10;9
2020;16;3
2015;9;9
2004;11;8
1999;4;14
150;13;5
mienne;4;14
ciao;4;12
c_est_à_dire;13;5
autrefois;9;8
72;4;11
48;15;3
1960;5;13
htag_cqfd;10;7
auquel;10;7
92;5;12
600;15;2
44;8;9
27;14;2
1987;4;11
vous_même;5;10
tienne;3;12
quoique;5;10
lesquelles;8;7
hormis;11;4
diable;4;10
bye;5;6
74;4;11
51;9;6
5000;13;2
41;4;11
29;6;8
2500;12;3
1992;2;13
1968;4;11
00;7;4
nonante;12;2
mouais;4;10
miens;3;9
jusque;6;8
cinq;6;8
950;13;1
95;5;8
34;8;6
31;6;8
250;11;2
23;4;10
1985;3;11
soudain;8;5
sienne;2;11
na;4;8
mi;4;7
hello;5;8
diverses;9;3
cent;8;3
auparavant;5;8
alerte;10;2
700;11;2
68;5;8
1950;8;5
vis_à_vis;9;2
sien;3;9
celui_là;8;4
basta;2;10
7000;8;3
64;5;7
57;5;6
4000;11;0
38;8;3
2019;6;5
2006;3;9
parce;5;6
elles_mêmes;6;5
chacune;5;5
87;6;4
6000;9;1
53;8;3
42;5;6
37;3;8
1995;3;8
1978;4;7
1975;5;5
1971;5;6
1945;5;5
1940;4;7
wouah;1;8
auxquels;4;6
aucunes;3;7
85;5;5
61;6;4
49;3;6
43;7;3
28;6;4
2027;6;4
2007;5;5
2002;2;8
1994;3;7
1500;6;0
à_l_encontre;6;3
youpi;1;6
septante;4;5
sept;7;2
quatre_vingt;7;1
nuls;2;6
ceux_ci;7;2
celles_ci;7;2
alentour;2;4
900;7;2
2014;4;5
1991;3;6
1984;4;5
1981;2;7
1969;2;7
1900;1;8
to;5;3
las;2;6
franco;3;5
clic;5;2
celle_là;4;4
aucuns;8;0
allo;4;3
adieu;1;7
69;2;6
67;2;5
66;4;4
62;5;3
52;3;5
33;6;2
2017;4;4
2013;5;3
2011;3;4
2009;5;3
2003;5;3
2001;3;5
1989;2;6
1983;1;6
1965;4;4
1864;0;8
160;8;0
130;7;1
102;0;8
10000;4;2
zut;4;2
vôtres;3;4
vingt;3;3
trente;4;3
tandis_qu;6;1
siens;2;5
pff;2;5
huit;6;1
hip;0;6
flop;4;2
excepté;1;3
dc;0;7
cinquante;4;3
chut;2;4
amen;2;5
86;1;6
81;4;3
79;5;2
50000;5;1
46;5;2
350;7;0
2050;6;1
2045;6;1
1986;3;4
1973;3;4
toi_même;5;1
pouf;1;5
pan;2;3
pa;4;2
nôtres;4;1
inter;4;2
da;3;3
ci_dessus;2;4
ci_dessous;4;2
ceux_là;1;4
auxquelles;4;2
93;2;4
89;0;6
84;2;4
83;0;6
78;3;3
54;4;2
2100;5;1
1998;2;4
1993;1;5
1982;2;4
1974;1;5
1948;2;4
1930;1;5
01;3;2
ô;1;4
van;1;3
quiconque;0;4
quelquefois;1;3
mil;4;1
miennes;3;2
hum;2;3
htag_sadbuttrue;4;1
dm;4;1
chic;2;3
bis;2;3
97;3;2
94;1;4
88;2;3
82;2;3
71;2;3
59;2;3
1996;1;4
1979;1;4
1977;2;3
1966;0;5
1962;1;4
1961;2;3
1946;3;2
1400;4;1
100000;5;0
08;3;2
unes;0;4
revoilà;3;1
quinze;1;3
nulles;2;2
audit;3;1
allô;2;2
63;2;2
56;3;1
47;3;1
360;4;0
270;3;1
1997;2;2
1988;0;4
1976;0;4
1963;2;2
1959;2;2
1955;2;2
1947;2;2
1920;2;2
1800;2;2
140;2;2
103;1;3
06;4;0
à_l_instar;2;1
vous_mêmes;2;1
soixante;1;2
quarante;1;2
pouce;2;1
ouah;2;1
htag_j;1;2
htag_hypocrisie;1;2
douze;2;1
cents;0;3
boum;1;2
autrichiens;2;1
auprès;1;2
8000;3;0
76;1;2
73;1;2
322;3;0
290;3;0
255;1;2
2080;3;0
2012;0;3
20000;1;2
1964;2;1
1942;1;2
190;3;0
1848;3;0
180;3;0
1700;1;2
16000;2;1
125;1;2
1200;3;0
114;2;1
1100;2;1
110;2;1
05;3;0
04;3;0
02;1;2
