"";"*rts_a";"*rts_i"
"date";131;47
"tribune";15;8
"inquiétude";2;8
"lausannois";7;11
"louis";24;8
"réunir";19;24
"article";38;390
"ouvrage";12;9
"tirer";95;99
"exemplaire";6;21
"centrale";7;18
"bibliothèque";6;7
"décès";7;16
"mouvement";43;94
"défense";17;59
"ré";5;5
"édition";15;14
"arbre";80;31
"paysan";30;10
"réjouir";17;74
"préféré";25;9
"passage";76;69
"mentionner";16;96
"vaudois";107;37
"angle";4;6
"team";44;13
"tenue";39;37
"ohlala";8;2
"taliban";3;12
"raconter";82;64
"fribourgeois";19;13
"mini";14;15
"inapproprié";5;7
"romain";11;16
"scolaire";41;37
"emji_applaudissements_peau_moyennement_claire";81;58
"emji_coeur_étincelant";118;13
"emji_explosion";24;18
"emji_étourdissement";30;29
"personnalité";19;16
"avril";21;15
"mériter";66;223
"marquer";33;30
"cinéma";33;53
"bob";8;6
"entier";65;147
"voiler";24;20
"challenge";11;6
"soldat";9;71
"cou";17;8
"papy";25;4
"ch";23;41
"renseignement";5;6
"aider";110;379
"barbe";18;4
"lgbt";10;20
"be";9;9
"like";19;10
"emji_oeil";11;8
"sale";68;25
"boucle";19;11
"droite";56;414
"ouverture";18;30
"porter";133;128
"dépenser";21;84
"armée";35;378
"peau";71;60
"lointain";15;9
"proche";56;123
"loi";70;378
"chier";42;45
"r";46;48
"fléau";10;19
"emmerder";23;6
"piéton";28;26
"pied";171;90
"courant";64;94
"sauter";81;49
"illégal";7;123
"vision";51;60
"effectivement";140;143
"moche";48;18
"rendre";252;449
"minimum";49;169
"virilité";9;1
"qlq";5;5
"hôpital";25;103
"autoroute";19;56
"courageux";22;29
"anonyme";6;16
"fonctionnaire";4;11
"babibouchettes";24;0
"emji_visage_festif";60;87
"tsr";24;4
"emji_coeur_grandissant";50;9
"tv";45;25
"dessin";18;11
"animé";9;8
"cassis";3;32
"facteur";19;33
"pâte";12;6
"fruit";40;56
"étoile";23;12
"quartier";42;45
"exposer";22;37
"chauve";8;2
"assumer";35;115
"victime";52;220
"amuser";80;26
"bouffer";36;19
"tradition";29;35
"vitesse";27;68
"hallucinant";13;20
"créateur";33;21
"prénom";50;9
"cycle";43;12
"renard";275;3
"diffusion";6;8
"franchement";99;186
"pari";66;42
"majeur";8;46
"co2";14;22
"emji_pouce_vers_le_haut_peau_claire";95;58
"écologiste";5;7
"2h";9;12
"travail";238;757
"transport";36;104
"public";96;372
"racheter";16;12
"affaire";38;108
"gâchis";7;6
"casser";53;186
"écologique";25;52
"village";92;49
"vigneron";3;9
"pratique";165;76
"poète";9;2
"matin";98;71
"prochain";69;150
"dérouler";6;22
"reproduction";7;6
"échelle";18;46
"élevage";21;18
"horrible";56;48
"animal";489;295
"agriculteur";13;9
"emji_visage_déçu";29;25
"emji_visage_démoralisé_avec_goutte_de_sueur";19;22
"couteau";38;24
"abattre";18;13
"souffrance";19;59
"condescendant";10;9
"patriarcal";10;14
"chaussette";53;8
"parfaire";59;63
"appliquer";27;110
"cuisse";18;2
"deja";34;59
"cause";158;434
"situation";74;287
"rente";7;18
"retraite";63;100
"combat";49;74
"lit";23;39
"épuiser";10;20
"responsabilité";35;121
"forme";77;113
"route";74;177
"parfait";31;30
"commentateur";9;4
"glisser";14;10
"masculin";30;27
"épreuve";8;8
"officiellement";10;26
"sportif";32;26
"effectuer";16;30
"morges";5;11
"emji_ok_peau_moyennement_claire";32;11
"domestique";22;40
"surprise";27;59
"commettre";11;166
"inconnu";27;19
"schéma";7;14
"extrêmement";40;58
"différent";110;115
"conjoint";7;21
"parvenir";6;12
"défendre";37;353
"agresser";17;31
"compagnon";24;9
"ignorer";27;59
"spray";1;12
"poivre";3;11
"poche";24;73
"danger";28;124
"multiple";14;24
"mémé";12;0
"sac";99;31
"emji_visage_avec_des_symboles_dans_la_bouche";71;210
"ride";6;5
"nouvelle";61;211
"population";105;433
"emji_visage_épuisé";52;42
"sentiment";32;32
"colère";10;30
"survivre";34;48
"conseil";24;113
"coach";8;12
"admirable";19;4
"abe";10;24
"produit";64;144
"livre";110;105
"sauver";58;153
"sympathique";22;12
"accent";462;11
"portrait";10;7
"zombie";5;6
"décider";53;133
"rigolo";26;15
"julien";55;2
"morceau";14;12
"sonner";31;9
"contemporain";9;5
"obliger";83;149
"cri";6;7
"www";7;3
"pub";29;53
"variété";9;5
"go";17;22
"immense";35;43
"comédien";17;8
"faillir";7;11
"baron";11;0
"disputer";4;9
"emji_visage_souriant_avec_auréole";100;40
"emji_visage_avec_fumée_sortant_des_narines";26;82
"méchant";76;47
"craindre";26;21
"enseignant";74;27
"tableau";14;6
"gâcher";11;8
"élastique";193;2
"surpoids";9;7
"all";4;9
"code";22;43
"postal";15;4
"soirée";50;30
"écran";67;21
"neurone";12;19
"connecter";13;10
"bientôt";60;104
"concours";39;25
"wesh";120;2
"fédéral";18;182
"dose";17;22
"capable";92;89
"emji_visage_souriant_avec_yeux_plissés";180;76
"emji_visage_effrayé";17;13
"refuser";44;153
"championnat";13;6
"maîtrise";12;21
"héros";18;27
"compétence";10;43
"écrivain";7;6
"anne";11;4
"contenir";14;55
"emji_signe_de_la_main";45;12
"darius";7;3
"incident";7;10
"tj";7;7
"extraire";25;9
"téléphone";106;60
"énerver";35;20
"remplacer";53;69
"chat";413;61
"largement";31;81
"portable";50;14
"gag";8;7
"critiquer";51;103
"bourrer";11;10
"emji_tulipe";16;0
"wallah";46;1
"malin";22;30
"compliment";6;5
"he";6;6
"message";61;111
"épanouir";12;5
"poids";31;46
"mental";109;55
"physique";56;158
"publication";22;55
"indiquer";16;33
"médecin";25;104
"tromper";65;53
"profiter";57;197
"base";116;209
"art";27;98
"plastique";95;39
"peluche";9;1
"croix";40;21
"çà";19;15
"chercher";172;265
"chanson";96;14
"youtube";35;19
"complet";41;47
"chrétien";49;103
"inspiration";11;8
"elton";13;0
"john";17;5
"sauveur";8;16
"gille";21;2
"surchat";17;0
"membre";16;88
"église";25;23
"jurassien";12;5
"octobre";12;99
"fumer";88;72
"calcul";111;54
"printemps";39;5
"table";110;19
"chaise";58;12
"terrasse";8;21
"automne";25;14
"hiver";270;77
"reculer";11;10
"emji_nuage_avec_neige";20;2
"emji_flocon";42;10
"drapeau";18;59
"bordel";38;53
"patron";28;89
"méditer";22;6
"but";71;171
"ouiiii";30;6
"retenir";47;52
"valaisan";31;7
"wc";48;9
"raser";11;20
"toilette";216;24
"blague";79;129
"troll";9;22
"genevois";54;58
"promener";13;17
"bûcheron";10;0
"brave";34;10
"bille";24;3
"basket";6;5
"parceque";19;13
"salle";79;35
"authentique";21;6
"emmental";19;16
"emji_part_de_fromage";3;12
"président";23;124
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";24;43
"emji_mains_levées_peau_claire";26;27
"7h";5;9
"rentrer";101;130
"trou";38;22
"aaaah";16;5
"généraliser";20;13
"matière";36;52
"utile";65;87
"plier";12;19
"vêtement";43;67
"obligation";16;86
"cantonal";13;36
"impressionnant";48;29
"règle";82;131
"taille";39;36
"culotte";18;6
"profession";8;17
"voie";31;107
"choix";112;230
"maturité";32;4
"coudre";14;4
"repasser";10;6
"cuisiner";27;10
"moeurs";13;3
"insister";8;12
"nécessité";6;21
"secondaire";10;13
"avenir";37;72
"terminer";45;58
"totalement";93;158
"corps";97;162
"tenir";113;160
"formation";33;68
"obligatoire";39;134
"bricolage";10;0
"lutter";24;40
"soulever";15;22
"systématiquement";10;32
"diaboliser";4;7
"mécanique";17;13
"fréquenter";10;15
"service";89;317
"militaire";15;156
"hey";15;11
"compagnie";45;43
"retraité";14;17
"emji_homme_qui_hausse_les_épaules_peau_moyennement_claire";14;5
"traîner";19;16
"tcheu";31;9
"santé";113;289
"récent";15;29
"reine";16;5
"guy";17;16
"épaule";10;6
"sponsoriser";2;10
"pierre";41;36
"ete";23;16
"graver";13;4
"indépendance";9;27
"peser";5;16
"video";40;9
"développement";11;31
"ados";21;15
"monstrueux";4;6
"épisode";24;26
"occasion";25;46
"fan";58;37
"defaye";11;0
"renseigner";48;131
"rejoindre";30;35
"clan";1;10
"formidable";72;16
"documentaire";40;10
"issue";11;20
"indien";19;3
"production";15;42
"david";11;14
"habiller";54;65
"imiter";9;7
"découvrir";84;58
"sagesse";107;4
"cruel";10;10
"mimi";35;4
"contexte";50;52
"égo";9;10
"attacher";11;9
"annonce";16;31
"bref";113;165
"exemple";178;432
"modeste";33;13
"coûter";54;130
"dépendance";4;15
"tres";46;38
"grotte";3;8
"ému";17;1
"forcer";20;67
"emji_visage_pensif";84;62
"difficile";116;142
"consommation";47;108
"individu";21;66
"fortune";11;192
"expression";75;89
"poésie";28;3
"rare";89;57
"poétique";11;1
"diction";16;0
"paul";9;4
"ahhh";20;10
"emji_visage_bleu_et_froid";29;20
"piquer";25;29
"folie";20;23
"couloir";6;7
"tester";21;28
"degré";67;70
"ais";11;2
"bonnet";17;6
"emji_femme_qui_lève_la_main_peau_claire";9;3
"emji_tête_qui_explose";29;69
"ère";16;15
"industriel";17;33
"réfléchir";88;152
"dater";22;9
"avortement";4;11
"préserver";14;26
"décision";19;135
"interrompre";5;6
"grossesse";2;16
"cadre";24;75
"sécuriser";7;12
"encadrer";3;26
"tentative";4;31
"désastreux";7;10
"dramatique";11;13
"opération";10;37
"cuit";8;2
"opposer";8;55
"excessif";8;21
"balayer";10;10
"jugement";24;60
"découler";4;14
"déplacer";33;70
"emji_drapeau_france";40;41
"jesus";38;8
"pere";14;2
"pardonner";22;9
"enceinte";11;10
"appartenir";26;77
"désir";57;25
"bruit";56;23
"wow";74;47
"cochon";33;19
"rempli";14;13
"oiseau";42;30
"portugais";9;17
"brésilien";7;32
"die";7;3
"siège";8;36
"guitare";16;3
"philippe";11;6
"play";14;1
"pédophile";4;11
"fr";20;20
"sûrement";114;137
"skier";22;6
"emji_visage_ébahi";12;4
"exact";38;44
"look";27;4
"bosser";65;134
"pompe";11;8
"déchet";20;45
"grain";9;7
"poussière";7;8
"emji_globe_tourné_sur_les_amériques";8;4
"perspective";15;12
"omg";37;11
"instagram";35;34
"processus";5;28
"similaire";22;22
"thaïlande";3;8
"former";27;46
"cendre";17;2
"bénir";39;7
"bizarre";64;70
"libérer";10;127
"elon";5;17
"musk";6;17
"job";24;79
"déjeuner";15;14
"complètement";122;153
"confrontation";6;4
"émotion";56;40
"énormément";45;64
"frustration";11;20
"été";8;2
"fâcher";7;6
"exclure";12;15
"méchanceté";14;6
"départ";23;57
"libération";6;31
"déposer";16;28
"japon";13;22
"jardin";50;21
"préparer";39;52
"emji_feuille_morte";4;8
"emji_jeune_pousse";13;8
"souhait";16;3
"douceur";56;7
"assurance";34;307
"volonté";27;70
"carton";28;16
"olivier";11;6
"champ";22;17
"cheval";29;14
"gérer";41;112
"souhaiter";89;174
"bac";28;4
"garder";197;203
"soulager";5;10
"installation";6;8
"entreprise";40;415
"notamment";36;87
"septembre";13;21
"action";29;126
"brigitte";14;25
"spécialiser";3;16
"fabrication";6;11
"norme";17;52
"contribuer";15;76
"agence";4;22
"produire";43;160
"réserver";13;38
"remercier";22;55
"existence";33;28
"entourage";13;20
"supporter";63;69
"inflation";9;30
"rebelle";14;8
"impôt";21;432
"cassette";21;0
"bernois";7;21
"noël";163;77
"emji_sapin_de_noël";21;25
"emprunter";5;7
"propriétaire";26;38
"banque";38;151
"instant";29;37
"solution";68;259
"business";15;42
"autoriser";19;165
"bénéfice";13;51
"etre";75;85
"camille";3;7
"vaccin";31;5
"covid";43;37
"transmission";16;4
"virus";7;13
"multiplier";13;10
"sanitaire";8;16
"désormais";43;23
"entrer";30;58
"phase";16;19
"saisonnier";5;7
"prononcer";35;19
"pipe";11;4
"abus";12;35
"risque";62;218
"équilibré";11;23
"décennie";33;74
"isoler";10;7
"détresse";6;22
"discriminer";3;7
"bloquer";25;128
"économie";24;183
"mondial";57;153
"sketch";20;18
"transmettre";38;39
"collègue";38;37
"user_";27;15
"israël";9;635
"affirmer";24;73
"qualifier";8;62
"fake";7;29
"new";23;76
"éthique";11;41
"journalistique";2;20
"censure";3;27
"contaminer";8;8
"ceinture";31;8
"sécurité";67;233
"vacciner";11;2
"accident";23;108
"pneu";8;48
"illustre";3;20
"risquer";11;25
"amplement";1;10
"cohésion";4;7
"stabilité";3;14
"économique";18;183
"populaire";21;40
"poster";27;28
"renforcer";3;41
"opinion";40;122
"proposition";8;44
"ranger";19;7
"chambre";19;24
"réagir";25;75
"ducoup";10;29
"prouver";69;131
"efficacité";5;17
"utilisation";25;40
"tordre";15;19
"feu";50;217
"individuel";8;68
"pondre";5;10
"impacte";4;8
"porteur";11;4
"sanctionner";6;45
"fumeur";36;35
"obèse";9;5
"ressort";8;7
"saisir";10;20
"nuance";12;34
"balade";4;10
"librement";2;21
"dangereux";72;108
"projeter";12;9
"capitaliste";11;57
"habit";20;45
"rouge";60;56
"poubelle";40;39
"cave";11;7
"frais";36;113
"emji_père_noël";16;3
"tempête";9;23
"novembre";14;48
"arracher";10;9
"concevoir";9;18
"accoucher";5;10
"vevey";5;6
"visite";17;16
"col";7;4
"partiellement";3;7
"centaine";22;84
"large";15;27
"toit";16;23
"panneau";14;15
"routier";7;22
"direction";22;40
"fenêtre";12;32
"voisin";116;111
"idem";53;27
"emprisonner";3;26
"engager";32;106
"résistance";8;18
"nazi";13;28
"emji_mains_en_prière_peau_claire";136;89
"délinquance";4;9
"bouger";53;84
"bouche";51;29
"voleur";36;41
"vol";43;107
"justice";16;292
"rager";4;6
"diminuer";22;63
"taff";8;25
"debile";8;3
"actuellement";65;93
"démuni";2;12
"précieux";25;22
"discours";96;134
"nouvel";13;26
"confédération";14;65
"tunnel";6;20
"sapin";5;20
"essuyer";23;8
"moquerie";13;15
"quasiment";33;42
"actualité";60;30
"bienvenu";4;13
"jésus";97;14
"emji_bouteille_de_champagne";7;12
"fabuleux";35;7
"routine";10;4
"campagne";60;78
"poli";8;4
"miroir";10;10
"regretter";39;15
"attribuer";8;23
"vif";28;20
"genevoise";15;15
"réf";20;6
"noble";11;11
"neutre";12;103
"trancher";1;9
"météo";13;17
"inspirer";42;38
"ahahaha";10;5
"âgé";58;40
"scrupule";6;4
"préparation";5;8
"off";6;8
"didier";3;13
"moustache";12;1
"gruyère";26;51
"vacherin";6;5
"russe";7;30
"attaquer";30;134
"repousser";3;15
"répétition";6;16
"percher";7;4
"fromage";64;47
"ecole";21;3
"recrue";7;10
"prof";146;27
"bisou";30;17
"vache";49;24
"ciel";46;43
"suffisamment";12;39
"calmer";11;21
"référence";25;29
"agir";73;306
"sosie";14;1
"stylé";19;9
"emji_dans_le_mille";5;7
"final";65;115
"ancêtre";38;19
"joie";60;27
"emji_chat_qui_pleure_de_joie";49;28
"paquis";8;2
"décéder";63;24
"dormir";49;61
"bretagne";14;5
"boutique";13;12
"soir";125;77
"endormir";5;6
"goutte";4;12
"big";11;10
"pharma";4;13
"cultiver";15;16
"fibre";9;5
"lourd";28;38
"plante";20;21
"pionnier";12;2
"conviction";9;22
"françois";28;5
"durer";26;24
"machin";6;5
"barre";14;33
"ajouter";36;67
"bâle";7;16
"cff";13;48
"réchauffer";16;17
"audace";9;8
"métro";9;25
"rentable";4;17
"exploitation";17;25
"création";24;48
"construction";13;42
"dizaine";31;54
"milliard";44;162
"fantasme";7;15
"m2";9;5
"félicitation";17;51
"déconner";9;11
"slip";19;2
"grand_père";30;0
"construire";45;80
"attraper";19;13
"fonder";12;36
"privation";7;5
"présence";19;38
"solidarité";14;52
"rétablissement";2;36
"millier";38;144
"emji_rose";123;8
"aspect";8;32
"valaisans";21;13
"sueur";6;17
"futur";50;75
"marque";43;54
"smartphone";35;8
"déficit";2;8
"emji_visage_bâillant";13;49
"emji_personne_avec_la_paume_sur_le_visage_peau_claire";14;9
"sexualité";12;6
"lâcher";24;48
"gaz";6;46
"personnellement";48;60
"comm";7;14
"chauffeur";14;14
"lentement";19;6
"noir";186;90
"emji_index_pointant_vers_le_haut_peau_claire";6;6
"relever";30;82
"fm";6;18
"matelas";4;16
"avertissement";5;5
"humour";59;43
"chemin";58;52
"poil";17;29
"alain";15;4
"priorité";26;77
"panique";7;7
"allumer";17;13
"rappel";39;52
"programme";40;51
"possibilité";20;55
"officiel";13;51
"ems";15;9
"domination";6;22
"majorité";55;222
"directeur";15;16
"catholique";19;16
"libre";95;158
"suicider";7;13
"informer";36;91
"soutenir";45;365
"amélioration";5;16
"institution";11;47
"tranche";10;13
"foie";5;9
"veau";7;3
"emji_chat_fatigué";6;6
"intemporel";10;0
"cauchemar";10;10
"respirer";27;25
"valise";5;13
"masque";8;24
"navrer";5;25
"mai";21;19
"spectacle";13;23
"bande";53;78
"costume";19;9
"cage";5;12
"marrer";18;8
"parodie";8;2
"document";12;22
"asie";15;36
"accomplir";10;15
"aventure";12;8
"précédent";18;39
"classique";35;21
"nana";12;6
"jacques";27;1
"inde";9;20
"just";7;7
"record";23;13
"voyager";24;31
"harry";11;6
"potter";10;4
"doucement";13;9
"emji_chat_souriant_aux_yeux_en_coeurs";230;10
"pk";20;22
"one";4;7
"emji_pierre_précieuse";15;7
"mythe";12;19
"iran";13;14
"emji_note_de_musique";17;2
"emji_mains_levées_peau_légèrement_mate";13;11
"emji_coeur_point_d";25;2
"exclamation";26;2
"bol";17;23
"coiffeur";8;5
"apres";31;38
"malbouffe";11;5
"votation";7;31
"publicité";8;21
"clope";42;14
"intelligent";104;60
"plaindre";96;174
"assurément";4;6
"plaisanter";13;5
"stupide";39;28
"adresser";8;13
"directement";25;122
"portée";9;23
"excuse";12;40
"sincèrement";31;32
"dsl";9;18
"agressif";19;27
"cordialement";5;10
"remarque";13;4
"jalousie";5;26
"brillant";16;17
"charmant";36;2
"constater";44;69
"critère";9;38
"souris";11;9
"avantage";25;92
"baser";18;57
"apparence";15;7
"filtre";11;7
"esthétique";9;9
"couverture";6;25
"mensonge";11;74
"objet";40;84
"parier";5;19
"attirer";14;35
"week_end";25;39
"chiotte";8;3
"japonais";29;7
"sang";27;48
"tits";11;2
"espagne";48;28
"bidet";381;1
"hygiénique";24;5
"tricher";8;5
"pet";21;8
"remplacement";9;8
"étaler";8;3
"laver";254;30
"occidental";16;70
"nettoyer";49;28
"bêtise";47;59
"commission";17;22
"douchettes";13;0
"équiper";11;18
"crise";18;82
"resto";17;16
"hôtel";21;26
"appartement";28;46
"louer";10;16
"afrique";33;106
"amérique";14;81
"sud";40;116
"disposition";7;26
"étendre";6;12
"rincer";13;2
"douche";109;81
"caca";24;9
"culture";97;153
"fesse";58;5
"bouteille";82;4
"foi";49;38
"etes";17;16
"incarné";8;4
"emji_globe_tourné_sur_l";12;14
"afrique_et_l";9;13
"emji_index_pointant_vers_le_haut";21;16
"contraception";17;1
"prier";18;15
"baignoire";10;2
"nain";12;2
"retard";30;43
"incompréhension";3;9
"invention";42;15
"fonction";23;66
"principal";28;61
"nettoyage";9;38
"usage";26;61
"intimité";6;14
"condescendance";9;1
"pièce";26;50
"séparer";22;15
"utilité";24;19
"détourner";9;41
"apparement";6;14
"citation";3;23
"cultivé";13;8
"pitié";37;45
"exploser";13;44
"certitude";13;9
"persuader";13;16
"détenir";4;23
"suprême";3;7
"croyance";22;19
"aliment";12;16
"citer";29;65
"peter";9;5
"nez";34;30
"absolu";22;38
"arrogance";18;12
"aveugle";14;30
"charger";28;151
"stp";31;35
"ressemblance";10;0
"samedi";27;46
"pisser";18;8
"semaine";117;185
"danseur";11;0
"emji_partition";50;1
"séquence";28;1
"chaîne";37;52
"otan";6;14
"engagement";11;63
"février";10;6
"ukrainien";6;64
"ouchy";14;6
"alpe";13;18
"autorité";23;115
"fonds";20;40
"camion";28;34
"déverser";13;6
"dériver";5;14
"tranquillement";9;12
"mesurer";8;16
"lundi";38;10
"agenda";8;15
"cm";8;6
"logistique";2;13
"ambiance";25;10
"station";8;15
"aéroport";10;60
"galer";10;22
"repartir";12;38
"veste";16;9
"pic";7;12
"spontané";14;5
"copier";11;22
"gratuitement";20;20
"immédiat";5;18
"trace";18;11
"hitler";4;7
"sorcier";15;5
"réveiller";34;73
"don";14;48
"indéniable";5;10
"emji_mains_en_prière_peau_légèrement_mate";43;30
"innocence";10;9
"confusion";9;15
"hab";9;30
"reprise";4;37
"crotte";9;2
"entrepreneur";5;23
"opportunité";9;41
"réglementation";4;6
"municipal";4;8
"emji_visage_triste_mais_soulagé";72;25
"féminin";79;50
"coin";41;31
"redevenir";7;7
"langage";98;18
"fasciste";8;26
"botte";6;22
"conflit";16;125
"boomers";23;4
"parcourir";7;3
"t_shirt";10;12
"polluer";30;104
"île";11;40
"exécuter";1;24
"evidemment";5;11
"figure";25;34
"incontournable";7;3
"complicité";8;35
"oooh";16;7
"gaspillage";5;19
"patrick";7;5
"blond";24;8
"emji_pouce_vers_le_bas_peau_claire";5;13
"occupation";7;31
"pendule";10;4
"emji_coeur_avec_ruban";57;4
"5g";2;8
"onde";14;7
"joseph";8;2
"justifier";26;137
"creuser";9;31
"installer";48;63
"rigoler";61;46
"olympique";6;5
"mega";3;9
"coluche";14;1
"corrompu";4;13
"assassiner";5;48
"virer";13;26
"reprendre";43;70
"emji_visage_en_colère";6;18
"couler";12;16
"voter";35;233
"référendum";2;13
"complotistes";9;7
"emji_visage_anxieux_avec_goutte_de_sueur";22;34
"christophe";5;8
"vosges";9;2
"meurtrier";4;24
"cqfd";8;16
"inverse";43;56
"différemment";13;14
"rhétorique";2;12
"plutot";6;12
"pleuvoir";13;13
"supprimer";49;82
"caisse";111;162
"ps";67;83
"irresponsable";6;10
"milieu";58;72
"bar";16;9
"proximité";8;14
"tatouage";9;1
"relativement";8;14
"matériel";37;65
"incompréhensible";8;15
"contraindre";5;8
"culot";4;13
"total";38;149
"belgique";74;12
"cloche";13;3
"réfugier";3;12
"lapin";68;5
"étape";14;22
"waouh";14;4
"heidi";13;1
"série";27;51
"revue";8;7
"vieillir";33;14
"ambitieux";4;6
"indépendant";19;50
"adolescence";39;9
"emji_montagne_enneigée";9;2
"générique";8;4
"surnom";13;0
"coller";33;43
"rater";26;23
"emji_visage_avec_un_monocle";47;59
"hihi";8;3
"sylvain";10;0
"skieur";7;4
"entraîner";35;24
"coco";13;8
"emji_skieur";6;10
"ouiiiii";11;2
"accompagner";30;52
"emji_femme_qui_hausse_les_épaules_peau_claire";16;28
"chaussure";29;16
"marre";23;76
"emji_personne_avec_la_paume_sur_le_visage";28;48
"caillou";9;15
"canton";111;255
"là_dessus";6;14
"fendre";13;4
"vieillesse";24;2
"reflet";5;7
"rigolade";7;3
"vintage";12;3
"planète";75;99
"sortie";40;57
"emji_visage_sans_expression";21;27
"péter";19;25
"dixit";6;8
"peace";4;15
"fleur";41;9
"emji_fleur_de_cerisier";37;3
"nuisible";27;4
"habillement";5;8
"tjs";62;22
"tjrs";40;34
"fatigant";5;5
"visage";37;81
"emji_v_de_la_victoire";35;47
"emji_ampoule";7;6
"hésiter";27;37
"désirer";32;14
"bombe";16;52
"évolué";10;2
"essai";5;9
"fermé";10;4
"emji_visage_confus";17;10
"commerce";15;86
"équitable";6;42
"prévoir";29;84
"arnaque";8;14
"bourgeois";24;48
"idéologie";16;62
"bein";13;15
"divorce";14;21
"idéal";21;30
"revanche";24;37
"mépris";26;22
"user";19;167
"régression";5;5
"admiratif";10;3
"aisé";6;20
"élégance";33;4
"authenticité";7;5
"égoïste";42;18
"haine";42;195
"limite";50;124
"initiative";18;227
"ouvert";8;25
"préoccuper";8;18
"séparation";5;9
"exagérer";18;17
"statistique";9;103
"signification";18;6
"patriarcat";23;16
"apaiser";9;5
"nombre";74;212
"féminicides";1;26
"viable";2;11
"bizarrement";17;32
"emji_symbole_de_paix";6;6
"détacher";6;7
"comporter";26;26
"impliquer";13;55
"ouin";26;15
"argument";63;252
"raciste";145;152
"fuir";17;60
"correspondre";17;31
"mener";28;73
"communauté";18;71
"démonter";6;12
"yes";9;12
"communication";7;25
"diriger";15;56
"batterie";12;10
"canon";14;27
"iii";8;3
"crème";28;16
"gay";14;7
"emji_visage_qui_tire_la_langue_les_yeux_plissés";39;17
"ahh";11;8
"avancer";43;79
"grenoble";6;4
"patte";21;11
"emji_visage_persévérant";4;7
"balai";7;4
"plume";13;4
"monstre";10;35
"life";12;6
"marcel";14;3
"racisme";106;126
"socialement";3;18
"interessant";7;7
"rapide";37;37
"geneve";19;21
"mcdo";9;6
"compléter";6;6
"restaurateur";5;14
"grandeur";4;10
"dissuader";3;10
"accro";6;6
"paire";36;10
"démocratie";8;182
"déguiser";10;26
"volontaire";11;38
"réveil";10;8
"optimiste";7;6
"litre";8;9
"chf";26;108
"emploi";23;150
"porno";9;8
"annoncer";12;64
"féminisme";29;55
"estimer";15;41
"défaut";14;29
"bourvil";14;0
"stade";39;33
"tournage";10;0
"nyon";7;4
"mars";14;10
"collège";63;8
"acteur";56;62
"sévère";9;7
"sérénité";11;5
"humble";37;11
"malheureux";53;22
"fatiguer";27;42
"contraire";127;175
"adhérer";7;16
"contenter";38;18
"dictionnaire";8;8
"fer";16;6
"champignon";17;15
"bureau";34;25
"pull";40;18
"couture";21;2
"emji_visage_retenant_ses_larmes";240;39
"zoo";2;10
"midi";33;37
"bistrot";10;4
"café";67;53
"publicitaire";6;5
"marseille";7;3
"festival";22;24
"chanteur";25;2
"musicien";6;5
"pointe";16;11
"griller";8;8
"touriste";4;24
"crayon";8;3
"peinture";8;26
"protagoniste";17;4
"grands_parents";14;8
"generation";10;3
"beauf";11;1
"splendeur";15;22
"camping";11;3
"obéir";5;7
"barrer";8;15
"garantir";7;52
"décoller";8;2
"corriger";16;31
"emji_homme_qui_hausse_les_épaules_peau_claire";31;31
"surveillance";6;9
"contact";14;17
"occident";17;36
"cohérent";8;24
"it";32;14
"troisième";15;21
"fiscalement";1;11
"smartphones";12;7
"walkman";36;0
"assurer";46;110
"effrayant";12;11
"succès";16;29
"wtf";7;12
"emji_points_d_exclamation_et_d_interrogation";1;9
"emji_femme_avec_la_paume_sur_le_visage_peau_légèrement_mate";3;10
"icône";8;12
"deviner";13;17
"là_bas";11;52
"caricature";4;7
"étrange";16;25
"odeur";27;26
"féliciter";10;25
"porc";9;7
"fée";10;8
"danse";81;7
"naïveté";9;11
"bergamote";10;0
"compter";63;120
"cuire";16;8
"attachant";13;0
"inspirant";10;1
"rajouter";22;33
"centre";40;82
"plage";42;7
"près_de";26;29
"pratiquement";25;23
"sorte";41;86
"entrée";21;38
"piger";14;9
"vague";26;19
"connait";16;20
"trait";9;3
"preneur";7;6
"aller_retour";3;7
"abordable";6;13
"emji_cornes_avec_les_doigts_peau_claire";6;9
"patin";7;4
"parking";5;29
"emji_visage_qui_regarde_entre_ses_doigts";83;45
"légitime";13;38
"amende";21;60
"pénal";4;36
"emji_visage_rouge_et_chaud";19;9
"abeille";10;8
"ons";4;12
"emji_bouquet";17;3
"génétique";4;12
"position";14;65
"reproduire";21;18
"modèle";25;40
"apprentissage";63;36
"maîtriser";10;31
"aspirer";7;8
"emji_biceps_contracté_peau_mate";3;13
"emji_visage_sans_bouche";7;6
"déprimer";10;7
"jeudi";12;6
"neuch";9;10
"emji_mains_qui_forment_un_coeur_peau_moyennement_claire";39;19
"bonnard";10;0
"emji_applaudissements_peau_légèrement_mate";17;47
"emji_poing_levé_peau_claire";11;4
"paf";5;5
"vitre";6;8
"entrain";15;28
"maintenir";12;60
"manuel";13;2
"indispensable";24;14
"rémunérer";5;21
"admiration";7;8
"piloter";5;6
"gentillesse";36;3
"thermique";1;21
"alimenter";7;46
"piqûre";5;7
"consommateur";21;57
"industrie";14;44
"bancaire";9;30
"énergétique";8;33
"empire";10;24
"médiatique";4;25
"restriction";6;19
"masse";15;63
"nommer";24;25
"ignorance";36;40
"insoutenable";2;9
"indifférence";3;11
"présentateur";14;5
"catherine";9;1
