"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,636372441916996;29,2379859818522;29,2379859818522
"facteur 2";0,490484289890092;22,5351882757924;51,7731742576447
"facteur 3";0,294582370198443;13,5345194779606;65,3076937356052
"facteur 4";0,245001334761343;11,2565301692017;76,564223904807
"facteur 5";0,199045060504633;9,14507968204957;85,7093035868565
"facteur 6";0,162184448202281;7,45152729858665;93,1608308854432
"facteur 7";0,1488563115399;6,83916911455681;100
