"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"mass";"chi.distance";"inertie"
"classe 1";7,54373599385603;1,64051104743805;0,061524309869003;-0,293578911105811;-0,0973072526284949;-0,00752418521202646;0,0364880084508965;0,976335539282158;0,212320425781503;0,00796268192628137;-0,037995964430596;-0,0125938300397154;-0,000973805211718135;0,00472240007302115;0,964206925034258;0,0351454687501468;2,96883576779816e-05;0,000562217139114338;5,01796636751857e-05;2,44463532033273e-07;5,27659173669039e-06;0,937527128972653;0,0443372956780035;6,23597525357642e-05;0,00141990926207312;0,000155991632516528;9,32673927158038e-07;2,19336647478909e-05;0,0164744483635469;6,1285402127608;0,618763890755669
"classe 2";1,10667205146174;-5,82075278579464;-0,10981660238231;-0,681157520522946;-0,0709122680499587;-0,0251836562908724;0,00714219651490114;0,185510876772069;-0,975729848187601;-0,01840850156572;-0,114182090968318;-0,0118869876604077;-0,00422152357843988;0,00119724279275659;0,0444955800615238;0,948748353288488;0,000202819814987286;0,00648979810755717;5,71428347123304e-05;5,87238334926109e-06;4,33509349830465e-07;0,0334736866069163;0,926027685126699;0,00032961097761548;0,0126812123024598;0,000137438502176064;1,73341770584619e-05;1,39421339974962e-06;0,0273316380936757;4,18519972308036;0,478738150093869
"classe 3";-0,149586180479306;0,182287968354413;-1,99595291977439;-0,0836666487415691;0,617426720994423;0,143147119129444;-0,307299490113409;-0,0701843882887705;0,0855277506943707;-0,936481794499266;-0,0392555819212913;0,289690642459648;0,06716324301622;-0,144181946928209;0,0109612274124242;0,0125460203766658;0,903383628591585;0,00132019497545779;0,0584099889689494;0,00255822836272722;0,0108207113121298;0,00403711880622304;0,00599521266682629;0,718768722010928;0,00126297086323728;0,0687795651868306;0,00369703709672929;0,0170377508607936;0,180421622508408;1,13977089090662;0,234381703468096
"classe 4";0,0429845228968562;-0,209749067359758;0,697841647730954;3,11643661038693;0,992876287164295;-0,152803325669992;-0,34855413842354;0,0127445381803368;-0,0621887790559142;0,206903995297962;0,923996422223417;0,294379206685155;-0,0453048606066088;-0,103343278596169;0,000425431133839197;0,00780762348973447;0,0519055987983098;0,86095158347609;0,07099624269331;0,00137015122743848;0,00654336918125801;0,000149298825697399;0,00355493977221842;0,0393501090530277;0,784781516162194;0,0796567251295782;0,00188667799190217;0,00981686135673749;0,0808038717086375;1,66246747816675;0,223325588390776
"classe 5";-0,202233117876733;0,200374977605193;0,871031850022439;-0,803572903988011;0,854248623446015;-0,036669466003407;-0,267954518980655;-0,13368730707459;0,132458973299801;0,575800361623636;-0,531206256918541;0,564705718033201;-0,0242405507729292;-0,177132798213721;0,0445980226867814;0,0337451808500323;0,382978600878954;0,271093249598564;0,248897001520965;0,000373695668149921;0,0183142487965814;0,0124372767408225;0,0122097765621953;0,23072189714946;0,196368268705093;0,221916358907543;0,000408912055030943;0,0218344830567979;0,304103026823066;0,763924005731296;0,17746840988761
"classe 6";-0,155690131221853;0,088550678318314;0,724269100684332;0,284223393969698;-2,19587608561799;7,01586305000116;-2,54295318523368;-0,0199099001255747;0,0113240007413011;0,0926206776595028;0,0363469369758891;-0,280812105492373;0,897199658860762;-0,325196873717506;0,00152740021980682;0,00038082741196749;0,015301217273955;0,00195978039043955;0,0950356124349098;0,790479713101752;0,0953154491671718;0,000390025759236289;0,000126169652302934;0,00844055562605422;0,0012998425933263;0,0775866105347868;0,792014855501817;0,104051381723667;0,0160905586088098;3,17790084469027;0,162499416719423
"classe 7";-0,188687626330649;0,168802928884309;0,109345072128804;-0,00353884231180352;-2,42192970726989;-2,03305946602526;-3,07630335307984;-0,0426869049483402;0,0381883789648133;0,0247371954976653;-0,000800594232535448;-0,547914482874589;-0,459940155421029;-0,695953790817543;0,00689328485651839;0,00425219405633569;0,00107160122638449;9,33509822165927e-07;0,35522415689582;0,203956424569058;0,428601404886052;0,00173345326447787;0,00138734748244451;0,000582135019178694;6,09744255358891e-07;0,285593529324015;0,201245166527269;0,460769381967045;0,0486883766713149;1,81295068379313;0,160028478414271
"classe 8";-0,177312009218947;0,139674098959694;0,0731446975959622;0,0818702187796213;-0,90347524090172;-0,0472848913579316;1,08865362186025;-0,123339572921505;0,0971583582509185;0,0508800041390235;0,056949542581742;-0,628464201882522;-0,0328917275903489;0,757275682403943;0,0537756675525902;0,0257190547080707;0,00423614281758045;0,00441385941245816;0,436698861358637;0,000974657754648802;0,474181756396042;0,0102520110239738;0,00636157305931084;0,00174461041119929;0,00218567036736018;0,266173780782554;0,000729083976266224;0,386466813156811;0,326086457222541;0,609959399316988;0,121320619283915
