"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"emji_visage_souriant_avec_de_grands_yeux";-0,388;1,291;-4,082;7,502;-1,61;8,066;-0,915;-0,032
"emji_visage_déçu";-0,212;5,522;-2,226;-0,453;1,673;-0,191;-0,499;-0,093
"emji_point_d_exclamation_rouge";42,99;-0,395;2,248;-0,905;-1,704;-0,08;-0,208;-0,196
"emji_cornes_avec_les_doigts";-0,318;36,538;-1,389;2,149;-0,727;1,854;-0,749;-7,352
"déterminer";-0,441;-1,978;0,36;-4,529;-4,001;-0,399;-1,04;22,476
"détenu";-0,441;-1,978;78,508;-4,529;-4,001;-0,399;-1,04;-3,508
"dépression";-0,459;-2,057;-4,825;-4,71;8,297;-0,415;15,759;0,04
"déplaire";-0,459;-0,464;0,254;-2,643;-6,384;0,874;15,759;3,722
"déguiser";-0,459;-2,057;4,51;-1,169;1,162;-0,415;0,929;-1,204
"déclaration";-0,441;-1,978;11,245;-4,529;0,573;-0,399;-1,04;-0,012
"douane";-0,459;-2,057;-1,246;-2,643;48,106;-0,415;-1,082;-7,99
"disposition";-0,441;-1,978;-1,107;-4,529;12,347;0,958;4,184;-0,982
"comporter";-0,459;-2,057;10,264;-4,71;-2,642;-0,415;-0,001;3,722
"communication";-0,441;-1,978;-0,252;-4,529;-2,374;-0,399;4,184;14,892
"choquant";-0,441;-1,978;7,855;-0,214;-4,001;-0,399;-1,04;2,737
"bénéfique";-0,459;-2,057;-4,825;-4,71;0,394;0,874;3,864;7,807
"block";0,682;-2,057;83,613;-4,71;-2,642;-0,415;-1,082;-7,99
"barrage";-0,071;-0,316;0,265;-0,724;5,189;-0,064;-0,166;-1,633
"bardot";0,754;-1,978;-2,57;-4,529;-8,523;-0,399;0;42,309
"automobiliste";-0,459;-2,057;-4,825;-4,71;61,419;-0,415;-1,082;-5,733
"auteur";-0,424;-0,353;0,019;-4,348;-5,719;-0,383;27,645;5,148
"applaudir";-0,441;-1,978;2,894;-2,474;6,733;-0,399;0;-2,051
"amuser";-0,459;-2,057;1,089;-2,643;14,301;-0,415;3,864;-7,99
"all";883,675;-1,819;-4,268;-0,78;-7,84;-0,367;-0,957;-4,605
"évolution";-0,406;-0,301;-2,225;-2,138;0,006;-0,367;0,008;8,472
"étrange";-0,424;-1,898;-0,18;-2,306;-0,266;-0,383;0,002;10,042
"woke";-0,424;-1,898;-2,397;27,902;-5,719;-0,383;0,002;0,22
"vulnérable";-0,441;-1,978;0,002;-4,529;1,479;-0,399;16,721;-0,012
"usager";-0,424;-1,898;-2,397;-4,348;36,606;-0,383;0,002;-3,172
"um";1248,34;-1,898;-4,453;-4,348;-5,719;-0,383;-0,999;-9,804
"typique";-0,441;-1,978;0,002;-2,474;-6,051;-0,399;0;22,476
"taxé";-0,424;-1,898;-4,453;-2,306;62,825;-0,383;-0,999;-9,804
"taff";-0,371;-1,661;-3,896;-3,804;-1,372;-0,335;1,677;22,736
"surprenant";-0,441;-1,978;0,002;-2,474;-0,026;0,958;-1,04;6,433
"superbe";0,754;15,745;-2,57;-2,474;0,573;-0,399;-1,04;-0,012
"sondage";-0,406;-0,301;-4,268;-0,78;-0,781;-0,367;18,906;3,965
"signature";-0,441;-0,408;0,36;-1,036;-2,374;-0,399;-1,04;8,864
"réprimer";-0,441;-1,978;110,515;-4,529;-6,051;-0,399;-1,04;-7,589
"régulièrement";-0,441;-1,978;1,324;-2,474;1,479;-0,399;1,048;-0,012
"risquer";-0,441;-1,978;0,36;-2,474;23,935;-0,399;-1,04;-5,354
"respirer";-0,388;-1,74;-2,054;11,095;0,04;-0,351;-0,915;-0,032
"reparler";-0,406;-1,819;0,053;-4,167;1,066;-0,367;74,12;-4,605
"relier";-0,441;-1,978;0,002;-2,474;15,787;-0,399;0;-2,051
"relayer";-0,424;-1,898;27,004;-2,306;-3,696;-0,383;-0,999;0,22
"recommencer";-0,424;-1,898;21,479;-2,306;0,179;-0,383;-0,999;-1,772
"péter";-0,441;-1,978;-1,107;11,728;-2,374;-0,399;-1,04;1,473
"pénurie";-0,424;-1,898;-4,453;-4,348;55,61;-0,383;-0,999;-4,978
"putain";-0,441;-1,978;-2,57;80,595;-4,001;-0,399;-1,04;-5,354
"prévenir";-0,441;-1,978;0,36;-2,474;-0,387;-0,399;-1,04;8,864
"pomme";-0,353;-1,582;-3,711;-1,645;25,957;-0,319;1,884;-3,506
"politiquement";-0,441;-1,978;0,002;-2,474;-6,051;-0,399;-1,04;26,851
"peace";60,114;29,294;0,184;-0,546;-7,158;-0,335;-0,874;-3,868
"parallèle";-0,424;-1,898;0,49;-2,306;17,425;-0,383;-0,999;-3,172
"ouvrier";-0,406;-1,819;-4,268;-4,167;52,711;1,151;-0,957;-6,789
"ouvert";-0,441;-1,978;-4,639;-1,036;19,65;0,958;0;-0,982
"opprimé";-0,424;-1,898;105,167;-4,348;-8,182;-0,383;-0,999;-4,978
"office";-0,441;-1,978;-1,107;-2,474;0,088;-0,399;66,853;-0,303
"nucléaire";-0,441;-1,978;1,324;-4,529;6,733;-0,399;0;-0,303
"note";-0,388;-1,74;-4,082;-1,972;-0,084;1,263;-0,915;16,422
"nommer";-0,441;-1,978;30,871;-4,529;-0,026;-0,399;0;-2,051
"navrer";-0,441;-1,978;-4,639;-4,529;-2,374;-0,399;16,721;18,489
"métro";-0,441;-1,978;-4,639;-0,214;33,772;-0,399;0;-5,354
"médiatique";-0,441;-1,978;44,324;-0,214;-2,374;-0,399;-1,04;-3,508
"moche";-0,388;-1,74;0,107;4,61;0,04;39,343;-0,915;-6,39
"mission";-0,424;-1,898;-0,18;-0,148;-0,969;-0,383;-0,999;10,042
"masqué";-0,441;-1,978;19,845;0,42;-8,523;0,958;0;-0,303
"masque";-0,441;-1,978;2,894;3,093;-6,051;0,958;-1,04;0,597
"manipulation";-0,424;-1,898;0,49;-2,306;-2,112;-0,383;0,002;10,042
"interne";-0,441;-1,978;19,845;-4,529;-1,169;-0,399;-1,04;0,597
"interdit";-0,424;-1,898;64,11;-4,348;-5,719;-0,383;0,002;-1,772
"guillemet";-0,406;-1,819;29,139;-4,167;-7,84;-0,367;-0,957;2,346
"féliciter";-0,441;-1,978;1,324;-2,474;-6,051;-0,399;0;14,892
"fusil";1,022;-1,74;4,364;-3,985;4,664;-0,351;-0,915;-1,249
"folie";-0,406;-1,819;-0,118;-0,78;8,695;1,151;-0,957;-0,588
"exploitation";-0,424;-1,898;-0,18;-4,348;3,347;-0,383;1,18;0,844
"existant";-0,424;-1,898;-0,972;-4,348;5,283;-0,383;0,002;1,874
"exigence";3,07;-0,949;0,796;0,017;0,397;3,557;-0,499;-2,488
"enfermer";-0,406;-1,819;13,51;-2,138;-7,84;-0,367;1,328;2,346
"emji_visage_éméché";-0,388;-1,74;0,107;26,077;-1,61;-0,351;0,018;-4,234
"emji_drapeau_union_européenne";-0,088;7,862;-0,927;-0,905;3,156;-0,08;-0,208;-2,042
"emji_bouteille_de_champagne";3,07;45,992;-2,226;0,865;-1,847;-0,191;-0,499;-4,901
"emji_biceps_contracté_peau_légèrement_mate";-0,229;73,391;-0,623;-2,355;-2,154;3,158;-0,541;-2,866
"désir";-0,441;-0,408;-2,57;-4,529;-2,374;-0,399;26,121;8,864
"dérèglement";-0,441;-1,978;-4,639;-4,529;19,65;-0,399;-1,04;0,597
"durer";-0,424;-1,898;0,49;-0,148;7,659;-0,383;-0,999;-1,772
"dictateur";-0,424;-1,898;5,694;-0,906;-0,969;-0,383;-0,999;1,874
"couverture";-0,424;-1,898;3,328;-2,306;5,283;-0,383;-0,999;-0,776
"coter";-0,406;-1,819;1,902;-4,167;0,006;-0,367;-0,957;3,965
"concrètement";-0,441;-1,978;-2,57;-4,529;-4,001;-0,399;1,048;31,615
"concours";-0,424;-0,353;-2,397;-4,348;-5,719;1,05;0,002;29,366
"collaboration";0,754;-1,978;69,052;-2,474;-4,001;-0,399;-1,04;-5,354
"cicr";-0,441;-0,408;11,245;-4,529;1,479;-0,399;-1,04;-0,982
"chocolat";-0,371;-1,661;-3,896;28,298;1,783;-0,335;0,032;-8,578
"chantier";-0,353;-1,582;-3,711;-3,623;31,455;-0,319;-0,832;-0,786
"catégorie";-0,424;-1,898;-2,397;0,033;0,179;-0,383;0,002;3,309
"cambriolage";-0,424;-1,898;-2,397;-4,348;-5,719;-0,383;1,18;34,446
"bureau";-0,441;-1,978;-1,107;-0,214;33,772;-0,399;0;-10,213
"bin";-0,441;-1,978;0,002;0,42;-8,523;-0,399;0;11,683
"assister";-0,441;-1,978;1,324;-1,036;-0,387;-0,399;0;2,737
"antisémite";-0,441;-1,978;110,515;-4,529;-8,523;0,958;-1,04;-7,589
"admettre";-0,441;-1,978;-0,252;-4,529;12,347;-0,399;-1,04;0,11
"abe";-0,441;-1,978;-2,57;-4,529;-0,026;-0,399;0;18,489
"émotionnel";-0,424;-1,898;-0,972;-0,148;-8,182;-0,383;4,534;16,557
"we";1140,236;-1,898;-4,453;-2,306;-8,182;-0,383;-0,999;-7,189
"vouvoyer";-0,071;-0,316;-0,742;-0,724;-1,363;-0,064;-0,166;9,798
"verre";-0,424;-1,898;-4,453;-2,306;17,425;1,05;10,063;-3,172
"vache";-0,406;-1,819;-4,268;6,708;8,695;-0,367;-0,957;-2,843
"turquie";-0,406;-1,819;13,51;-2,138;1,066;-0,367;-0,957;-1,504
"touriste";-0,388;-1,74;0,837;-1,972;21,241;-0,351;-0,915;-6,39
"toilette";-0,424;-1,898;-0,18;-0,148;21,561;7,116;-0,999;-9,804
"tjs";-0,353;-1,582;-3,711;18,529;-1,145;1,526;-0,832;0,01
"substance";-0,406;-1,819;-2,225;-4,167;3,962;-0,367;0,008;3,965
"stress";-0,424;-1,898;-4,453;-0,906;-0,969;1,05;53,929;0,844
"spécialiste";-0,424;-1,898;-0,972;-4,348;7,659;-0,383;-0,999;1,874
"serafe";-0,424;-0,353;-2,397;-0,906;-2,112;-0,383;0,002;16,557
"sensible";-0,406;-1,819;-0,842;-2,138;-3,393;1,151;0,008;18,402
"réunir";-0,406;-1,819;3,815;-4,167;0,006;-0,367;0,008;1,149
"requin";-0,388;-1,74;-2,054;-1,972;16,966;-0,351;0,018;-0,42
"rassemblement";-0,424;-1,898;93,955;-2,306;-5,719;-0,383;-0,999;-7,189
"puissance";-0,371;-1,661;4,982;-0,546;-0,028;-0,335;21,524;-3,868
"précaire";-0,406;-1,819;0,648;-4,167;11,749;-0,367;-0,957;-0,588
"progrès";-0,335;-1,503;-3,525;-1,484;23,367;-0,303;-0,791;-0,582
"poursuivre";-0,406;-1,819;35,667;-4,167;-1,858;-0,367;1,328;-1,504
"poursuite";-0,335;-1,503;-1,552;-3,442;18,549;-0,303;-0,791;-0,066
"polémique";-0,406;-1,819;-2,225;-4,167;-0,781;-0,367;-0,957;27,135
"pleurnicher";-0,371;-1,661;-0,596;-0,018;1,783;-0,335;12,423;-1,009
"pathétique";-0,388;-1,74;-0,067;-3,985;-1,61;-0,351;1,492;12,833
"out";172,018;-1,582;-3,711;-3,623;6,382;1,526;-0,832;-5,595
"oppression";-0,406;-1,819;42,855;-4,167;-7,84;-0,367;10,777;-1,504
"nigeria";-0,406;-1,819;111,627;-4,167;-5,387;-0,367;-0,957;-9,395
"multiple";-0,388;-1,74;-0,067;-1,972;-5,057;-0,351;0,018;20,452
"mortel";-0,424;-1,898;-4,453;-2,306;13,73;-0,383;0,002;0,22
"meurtrier";-0,424;-1,898;73,427;-4,348;-3,696;-0,383;0,002;-4,978
"mafia";-0,388;-1,74;-0,067;-3,985;25,996;-0,351;-0,915;-2,521
"lobby";-0,388;-1,74;-4,082;-0,66;0,476;-0,351;-0,915;9,687
"humoriste";-0,424;-1,898;-4,453;0,033;-3,696;7,116;1,18;10,042
"fumée";-0,424;-1,898;-4,453;-4,348;42,501;-0,383;-0,999;-1,772
"exécuter";-0,406;-1,819;78,198;-4,167;-3,393;-0,367;-0,957;-4,605
"examen";-0,229;-1,028;-0,623;0;8,953;-0,207;-0,541;-1,17
"espagnol";-0,176;-0,791;1,562;-1,811;1,123;4,605;-0,416;-0,393
"entraîner";-0,371;-1,661;0,184;-0,546;0,111;-0,335;-0,874;1,962
"enseigner";-0,406;-1,819;-0,842;-2,138;6,099;19,623;1,328;-1,504
"empire";1,022;-1,74;38,418;-1,972;-0,607;-0,351;-0,915;-4,234
"emji_part_de_fromage";-0,318;201,278;-3,339;-1,326;-6,135;-0,287;-0,749;-7,352
"emji_ninja_peau_mate";-0,371;-0,204;100,864;-3,804;-7,158;-0,335;-0,874;-8,578
"emji_miam";-0,265;77,816;-2,783;-0,046;-2,782;2,526;-0,624;-3,633
"emji_double_point_d_exclamation";94,938;-1,107;-0,767;4,483;-2,466;-0,223;0,363;-3,247
"dégradation";-0,406;-1,819;59,208;-2,138;-0,781;-0,367;-0,957;-6,789
"définir";-0,424;-1,898;5,694;-0,906;-5,719;1,05;70,333;-3,172
"décéder";-0,424;-1,898;-0,18;1,73;-0,002;-0,383;0,002;0,22
"couteau";-0,424;-1,898;1,593;-0,906;-0,969;-0,383;1,18;1,874
"coucher";-0,406;-1,819;-2,225;-2,138;-0,164;-0,367;29,305;2,346
"constructif";-0,424;-1,898;-4,453;-4,348;-5,719;1,05;-0,999;45,82
"cohérent";-0,406;-1,819;0,053;-2,138;-0,781;-0,367;0,008;8,472
"citation";-0,353;-0,16;-1,718;-3,623;-6,817;-0,319;-0,832;36,177
"chambre";-0,424;-1,898;-0,18;-0,906;5,283;-0,383;-0,999;0,22
"by";925,544;-1,74;-0,716;-3,985;-5,057;-0,351;-0,915;-8,987
"bol";-0,318;-1,424;4,27;-3,26;-0,727;1,854;0,115;0,857
"biologique";-0,406;-1,819;-4,268;-4,167;1,066;-0,367;4,918;6,007
"bienne";-0,388;0,101;-4,082;-0,66;4,664;1,263;-0,915;0,085
"b1";54,714;-0,316;-0,742;-0,724;-1,363;-0,064;-0,166;0,858
"asf";-0,371;-0,204;-1,885;-3,804;-7,158;1075,54;-0,874;-8,578
"équilibré";-0,229;-1,028;-2,412;-2,355;18,203;3,158;-0,541;-1,17
"église";-0,406;-1,819;6,388;-4,167;-1,858;-0,367;-0,957;6,007
"université";-0,406;-1,819;-4,268;-2,138;1,066;1,151;0,008;6,007
"troll";-0,371;-1,661;-1,885;1,164;-7,158;-0,335;-0,874;18,38
"toit";-0,406;-0,301;-0,118;-4,167;3,962;-0,367;1,328;0,023
"terreur";-0,406;-1,819;124,089;-4,167;-7,84;-0,367;-0,957;-9,395
"tempête";-0,406;-1,819;-0,842;14,046;-0,164;-0,367;0,008;-0,588
"team";6,995;19,445;-0,716;15,388;-7,499;-0,351;0,018;-8,987
"tas";-0,318;-1,424;-0,28;-1,326;0,053;-0,287;26,576;-0,013
"sélectif";-0,406;-1,819;9,619;-2,138;-7,84;-0,367;-0,957;8,472
"swisscom";-0,371;-1,661;-3,896;1,164;23,471;-0,335;-0,874;-5,992
"st";-0,371;-1,661;-3,896;0,224;34,191;-0,335;-0,874;-8,578
"spectacle";-0,371;-1,661;-3,896;-3,804;3,373;1,387;1,677;1,962
"sourire";-0,371;0,149;-0,029;-1,808;-0,449;231,957;-0,874;-3,868
"soucier";-0,353;-1,582;-0,006;-3,623;2,246;-0,319;-0,832;2,491
"sommeil";-0,406;-0,301;-0,842;-4,167;-0,164;-0,367;0,008;11,359
"soeur";-0,353;-1,582;23,485;-3,623;-6,817;-0,319;23,036;-0,786
"sketch";-0,406;-1,819;-2,225;30,081;-1,858;-0,367;0,008;-0,588
"serrer";-0,406;-1,819;-2,225;-2,138;23,667;1,151;-0,957;-1,504
"salariales";-0,406;-1,819;-4,268;-4,167;15,263;-0,367;56,912;-6,789
"résumer";-0,388;-1,74;-0,716;-3,985;-0,607;-0,351;1,492;12,833
"république";-0,318;-1,424;62,523;-3,26;-1,943;-0,287;0,115;-7,352
"romands";-0,335;-1,503;-3,525;1,767;10,581;1,68;-0,791;-3,148
"remise";-0,406;-1,819;0,648;-4,167;-7,84;-0,367;0,008;22,557
"recycler";-0,388;-1,74;-0,716;-3,985;43,14;-0,351;-0,915;-6,39
"pratiquer";-0,388;-1,74;31,485;-1,972;-1,61;1,263;-0,915;-1,249
"pratiquement";-0,388;-1,74;-0,716;-3,985;13,171;1,263;-0,915;-0,032
"potentiel";-0,388;-1,74;-2,054;-1,972;0,04;-0,351;1,492;6,982
"portée";-0,388;-1,74;10,647;-3,985;-1,61;-0,351;-0,915;2,898
"pk";-0,388;-1,74;-2,054;-1,972;-3,094;1,263;-0,915;24,924
"pilier";-0,371;-1,661;-3,896;-3,804;34,191;-0,335;1,677;-3,868
"parlement";-0,406;-1,819;-0,118;-4,167;0,006;-0,367;0,008;8,472
"paquet";-0,406;-0,301;-4,268;-0,093;0,306;1,151;0,008;2,346
"panier";-0,388;-1,74;-2,054;-3,985;13,171;-0,351;-0,915;0,581
"occurrence";-0,406;-1,819;-2,225;-4,167;-0,164;-0,367;1,328;14,669
"moin";-0,406;-1,819;-4,268;-4,167;3,962;-0,367;4,918;2,346
"modifier";-0,388;-1,74;-2,054;-3,985;1,393;-0,351;-0,915;9,687
"missile";-0,388;-1,74;83,419;-3,985;-1,61;-0,351;-0,915;-8,987
"massivement";-0,406;-1,819;-2,225;-4,167;19,236;-0,367;0,008;-0,094
"interroger";-0,406;-1,819;3,815;-0,78;-3,393;-0,367;0,008;3,965
"incompétent";-0,388;-1,74;-0,067;-3,985;7,02;1,263;1,492;-0,42
"garçon";-0,388;-1,74;-4,082;-1,972;-3,094;8,066;44,459;2,898
"essence";-0,406;-1,819;-2,225;-4,167;15,263;-0,367;-0,957;0,375
"entrepreneur";-0,371;-1,661;-1,885;-3,804;46,923;1,387;-0,874;-8,578
"emji_visage_avec_un_doigt_sur_la_bouche";-0,388;-1,74;0,107;15,388;-0,084;-0,351;-0,915;-2,521
"emji_personne_qui_hausse_les_épaules";-0,353;-1,582;-3,711;-0,438;6,382;-0,319;0,053;0,351
"emji_feuille";-0,406;170,529;0,053;-4,167;-7,84;-0,367;-0,957;-6,789
"emji_croix_latine";-0,229;56,285;0,544;-0,584;-4,431;-0,207;0,464;-5,309
"détenir";-0,388;-1,74;0,837;-1,972;4,664;-0,351;-0,915;-0,032
"désormais";-0,371;-1,661;4,982;-3,804;-1,372;-0,335;-0,874;5,583
"déplacement";-0,388;-1,74;0,107;-1,972;25,996;-0,351;-0,915;-6,39
"déménager";-0,388;-1,74;-2,054;-1,972;36,946;1,263;-0,915;-6,39
"disposer";-0,406;-1,819;-2,225;-4,167;8,695;-0,367;1,328;0,375
"dignité";-0,406;-1,819;50,702;-2,138;-5,387;-0,367;-0,957;-0,588
"deal";1,131;-1,661;1,062;-1,808;8,061;-0,335;-0,874;-2,207
"céder";-0,388;-1,74;2,256;-1,972;9,856;-0,351;-0,915;-2,521
"croissant";-0,371;-1,661;-3,896;8,388;8,061;-0,335;-0,874;-3,868
"contester";-0,388;-1,74;2,256;-3,985;0,04;-0,351;-0,915;2,898
"constamment";-0,406;-1,819;0,648;-2,138;1,066;-0,367;0,008;0,375
"conservateur";-0,388;-1,74;-2,054;-3,985;-1,61;-0,351;-0,915;29,838
"bruit";-0,371;-1,661;-3,896;-0,546;-2,798;-0,335;0,032;22,736
"bouchon";-0,406;-1,819;-4,268;-2,138;59,897;-0,367;-0,957;-9,395
"bolsonaro";172,018;-1,582;8,995;-3,623;-2,508;-0,319;-0,832;-3,506
"bloc";-0,406;-1,819;78,198;-4,167;-3,393;-0,367;-0,957;-4,605
"best";570,578;1,291;-4,082;-0,049;-5,057;-0,351;-0,915;-8,987
"attribuer";-0,353;-1,582;-1,718;-3,623;0,97;-0,319;13,375;1,178
"atrocité";-0,406;-1,819;35,667;-4,167;-5,387;-0,367;-0,957;0,375
"annuel";-0,406;-1,819;-4,268;-4,167;52,711;-0,367;0,008;-6,789
"annemasse";-0,335;-1,503;-1,552;0,479;14,287;-0,303;-0,791;-3,148
"am";179,836;1,183;-0,927;-0,905;-1,704;-0,08;-0,208;-2,042
"adn";-0,353;-1,582;-0,483;-1,645;-2,508;-0,319;0,053;16,345
"activement";-0,406;-1,819;0,648;-4,167;6,099;-0,367;4,918;-1,504
"étape";-0,388;-1,74;-2,054;-1,972;-1,61;8,066;-0,915;16,422
"écriture";-0,176;-0,791;-1,855;-1,811;-1,254;4,605;-0,416;12,642
"who";1021,846;-1,582;-3,711;-3,623;-6,817;-0,319;0,053;-8,169
"volontairement";-0,371;-1,661;1,062;-3,804;0,695;-0,335;5,807;-0,002
"visiter";-0,371;-1,661;1,062;-1,808;1,783;-0,335;-0,874;0,192
"trou";-0,388;-1,74;-2,054;-0,049;4,664;63,817;0,018;-4,234
"succession";-0,388;-1,74;-4,082;-3,985;64,603;-0,351;-0,915;-8,987
"subventionner";-0,388;-1,74;-0,067;-3,985;43,14;-0,351;-0,915;-8,987
"splendeur";-0,282;-1,265;5,794;-1,017;0,288;2,272;-0,666;-0,816
"soulever";-0,388;-1,74;-0,067;-3,985;-0,607;-0,351;-0,915;16,422
"solide";-0,371;-1,661;-3,896;-0,546;23,471;-0,335;0,032;-2,207
"slogan";-0,388;-1,74;7,161;-3,985;-3,094;-0,351;-0,915;6,982
"similaire";-0,371;-1,661;-0,596;-3,804;-0,028;-0,335;-0,874;14,486
"signaler";-0,371;-1,661;0,184;-3,804;-0,028;-0,335;0,032;5,583
"satisfaire";-0,335;-1,503;-1,552;-3,442;0,008;-0,303;0,08;10,778
"routier";-0,388;-1,74;-0,716;-3,985;21,241;-0,351;-0,915;-0,42
"revendiquer";-0,388;-1,74;7,161;-3,985;-5,057;-0,351;60,17;-0,42
"restreindre";-0,353;-1,582;5,681;-1,645;2,246;-0,319;-0,832;-0,786
"recruter";-0,388;-1,74;2,256;-1,972;16,966;-0,351;-0,915;-6,39
"précieux";-0,388;0,101;-4,082;-3,985;-0,607;-0,351;0,018;16,422
"proportionnel";-0,3;-1,345;2,443;-1,17;6,799;-0,271;-0,707;-2,452
"piller";-0,371;-1,661;34,072;-3,804;-2,798;-0,335;-0,874;-0,002
"parfum";-0,335;-1,503;-3,525;33,498;-0,191;-0,303;-0,791;-1,609
"parental";1,254;-1,582;-3,711;-3,623;-6,817;-0,319;386,127;-5,595
"orthographe";-0,353;-1,582;-1,718;24,258;-6,817;-0,319;0,053;0,351
"organisme";-0,388;-1,74;4,364;-3,985;4,664;-0,351;-0,915;-0,42
"organisateur";-0,371;-1,661;67,907;-3,804;-1,372;-0,335;-0,874;-5,992
"objectivement";-0,371;-1,661;-0,596;-3,804;-7,158;1,387;-0,874;32,837
"mépris";-0,388;-1,74;-0,067;-3,985;-0,607;-0,351;-0,915;16,422
"mdrr";-0,371;-1,661;-1,885;2,838;-1,372;-0,335;1,677;1,962
"max";-0,388;-1,74;-4,082;-1,972;43,14;-0,351;-0,915;-4,234
"maltraiter";-0,388;-1,74;14,823;-1,972;-1,61;-0,351;1,492;-0,032
"maltraitance";-0,371;-1,661;-1,885;-0,546;-7,158;-0,335;1,677;22,736
"malhonnête";-0,353;-1,582;-0,483;-3,623;-0,309;-0,319;0,053;12,602
"malheureux";-0,371;-1,661;0,184;-1,808;-0,449;22,005;5,807;-0,002
"lent";-0,353;-1,582;-3,711;-3,623;2,246;-0,319;0,053;6,575
"juriste";-0,3;-1,345;-3,154;-1,17;-5,794;-0,271;-0,707;35,039
"judiciaire";-0,371;-1,661;49,545;-3,804;-2,798;-0,335;-0,874;-1,009
"japon";-0,318;-1,424;-1,389;-1,326;12,107;-0,287;2,38;-1,329
"jai";-0,335;-1,503;-0,377;-1,484;2,794;-0,303;-0,791;1,588
"illusion";-0,353;-1,582;-1,718;-3,623;0,222;9,212;-0,832;6,575
"gang";-0,371;-1,661;58,365;-1,808;-2,798;-0,335;-0,874;-3,868
"galer";-0,388;-1,74;-4,082;-1,972;2,789;1,263;5,34;0,581
"frs";-0,335;-1,503;-3,525;-1,484;48,194;-0,303;-0,791;-7,761
"exemplaire";-0,388;-0,251;0,837;-1,972;-5,057;-0,351;1,492;6,982
"exceptionnel";-0,388;-0,251;-0,716;-0,049;4,664;-0,351;11,561;-4,234
"esclave";-0,371;-1,661;-0,596;-0,546;0,695;-0,335;1,677;0,846
"emji_étoile_brillante";-0,318;131,631;-3,339;-1,326;-6,135;-0,287;0,115;-2,797
"emji_visage_démoralisé_avec_goutte_de_sueur";-0,318;-1,424;-3,339;16,675;-0,727;-0,287;-0,749;0,165
"emji_rose";1,917;151,52;-2,968;-2,898;-3,101;-0,255;-0,666;-6,535
"emji_pouce_vers_le_haut_peau_moyennement_claire";-0,353;81,76;-3,711;-0,002;-2,508;-0,319;-0,832;-1,903
"emji_explosion";1,719;2,668;-3,154;13,19;-0,032;-0,271;-0,707;-4,412
"emji_coeur_enflammé";-0,282;202,451;-2,968;-2,898;-5,453;-0,255;-0,666;-6,535
"détresse";-0,282;-1,265;-1,07;-2,898;-5,453;12,386;-0,666;21,233
"détention";-0,388;-1,74;94,487;-3,985;-5,057;-0,351;0,018;-8,987
"dérouler";-0,371;-1,661;8,025;-3,804;-0,028;1,387;-0,874;0,192
"dégager";-0,353;-1,582;5,681;-0,002;-6,817;-0,319;23,036;-0,155
"dose";-0,353;-1,582;-3,711;-3,623;12,628;1,526;-0,832;0,351
"domination";-0,371;-1,661;-1,885;-3,804;-7,158;-0,335;104,317;3,541
"document";-0,335;0,287;14,497;-3,442;-4,072;-0,303;0,08;0,062
"distribuer";-0,371;-1,661;-3,896;-3,804;40,306;-0,335;-0,874;-2,207
"diplôme";-0,371;-1,661;-3,896;-3,804;5,466;-0,335;-0,874;5,583
"description";-0,388;-1,74;-0,716;20,382;-5,057;-0,351;-0,915;0,581
"cour";-0,388;-1,74;94,487;-3,985;-7,499;-0,351;-0,915;-4,234
"copier";-0,335;-1,503;-1,552;-1,484;2,794;1,68;0,08;0,569
"conviction";-0,388;-1,74;-2,054;-1,972;-1,61;-0,351;11,561;9,687
"constant";-0,388;-1,74;0,837;-1,972;7,02;-0,351;-0,915;-0,42
"communisme";-0,335;-1,503;-1,552;-0,338;-0,191;-0,303;-0,791;10,778
"commission";-0,388;-1,74;38,418;-1,972;-1,61;-0,351;-0,915;-1,249
"combler";-0,388;-1,74;-4,082;-3,985;16,966;-0,351;0,018;0,085
"co2";-0,388;-1,74;-4,082;-3,985;49,815;-0,351;-0,915;-4,234
"carbone";-0,388;-1,74;-4,082;-3,985;49,815;1,263;-0,915;-6,39
"capitale";-0,335;-0,119;0;3,866;2,794;-0,303;0,08;-7,761
"calmer";1,022;-1,74;-0,716;-0,66;-3,094;-0,351;-0,915;16,422
"boulangerie";-0,353;-1,582;-3,711;-0,002;37,482;-0,319;-0,832;-8,169
"botte";-0,353;-1,582;-0,483;5,964;-2,508;-0,319;-0,832;2,491
"bien_être";-0,371;-0,204;-3,896;-3,804;-0,449;1,387;1,677;11,056
"bernois";-0,371;-1,661;-0,029;12,265;-0,449;-0,335;-0,874;-0,274
"bb";-0,371;8,407;-1,885;-1,808;-4,727;-0,335;1,677;5,583
"auprès_de";-0,371;-1,661;-0,596;-3,804;0,695;-0,335;0,032;5,583
"atmosphère";-0,353;-1,582;-3,711;-3,623;44,036;-0,319;-0,832;-3,506
"artificiel";-0,371;-1,661;-1,885;-3,804;1,783;-0,335;-0,874;8,088
"ampleur";-0,388;-1,74;-0,067;-3,985;16,966;-0,351;0,018;-1,249
"allié";-0,371;-1,661;34,072;-0,546;-4,727;-0,335;0,032;-1,009
"alimentation";-0,335;-1,503;-3,525;-3,442;23,367;-0,303;-0,791;-0,066
"agence";-0,353;-1,582;-1,718;-3,623;37,482;-0,319;-0,832;-3,506
"afghan";1,254;-1,582;5,681;-3,623;-4,399;-0,319;35,306;-0,155
