"";"X.rts_a";"X.rts_i"
"vivant";0,3834;-0,3834
"prendre";0,3545;-0,3545
"souhaiter";0,5234;-0,5234
"fin";-0,7071;0,7071
"année";1,937;-1,937
"rtsarchives";Inf;-Inf
"fromage";3,658;-3,658
"souvenir";11,2016;-11,2016
"cours";-0,4369;0,4369
"enfant";3,0578;-3,0578
"plaisir";5,1203;-5,1203
"80s";19,4637;-19,4637
"cadeau";1,4387;-1,4387
"noël";0,2839;-0,2839
"partie";-2,8779;2,8779
"tradition";1,8294;-1,8294
"arriver";-0,381;0,381
"père";0,6919;-0,6919
"retour";-0,2924;0,2924
"noel";8,3655;-8,3655
"aller";1,2897;-1,2897
"passer";1,4614;-1,4614
"réponse";2,3402;-2,3402
"classe";2,8505;-2,8505
"suisse";4,9642;-4,9642
"romand";4,4876;-4,4876
"rtsxarchives";13,2489;-13,2489
"christmas";3,2724;-3,2724
"heure";1,9651;-1,9651
"soigner";0,8567;-0,8567
"idée";1,2913;-1,2913
"masculin";2,5213;-2,5213
"émission";26,652;-26,652
"oeil";2,5855;-2,5855
"trouver";4,2834;-4,2834
"sapin";1,7033;-1,7033
"bonheur";3,2191;-3,2191
"proche";-2,7765;2,7765
"emji_sapin_de_noël";-2,5615;2,5615
"partir";0,5806;-0,5806
"recherche";-1,6764;1,6764
"musical";0,3422;-0,3422
"rts";7,558;-7,558
"compagnie";0,8548;-0,8548
"retrouver";24,9788;-24,9788
"version";-0,311;0,311
"long";0,6125;-0,6125
"lien";10,7218;-10,7218
"bio";18,4088;-18,4088
"archive";56,3937;-56,3937
"beauté";1,2913;-1,2913
"espace";-1,2366;1,2366
"saison";-0,5222;0,5222
"officiellement";-0,6048;0,6048
"lancer";-0,5189;0,5189
"fêter";2,8164;-2,8164
"proposer";0,5269;-0,5269
"meilleur";1,7155;-1,7155
"pire";1,0677;-1,0677
"fashion";5,734;-5,734
"look";9,4255;-9,4255
"recette";3,658;-3,658
"atteindre";-4,2289;4,2289
"près_de";-4,5815;4,5815
"km";-1,7301;1,7301
"h";-0,9177;0,9177
