"";"X.rts_a";"X.rts_i"
"con";10,7928;-10,7928
"pro_per";104,6101;-104,6101
"aux";-23,1872;23,1872
"adv_sup";35,8687;-35,8687
"adj";-14,4516;14,4516
"ver";-35,4784;35,4784
"art_ind";-28,7866;28,7866
"ono";23,9646;-23,9646
"pro_rel";3,5688;-3,5688
"pre";-22,9783;22,9783
"adj_dem";-1,6443;1,6443
"nom";-5,0256;5,0256
"nr";166,8432;-166,8432
"art_def";-11,0316;11,0316
"num";-6,5458;6,5458
"pro_dem";38,4991;-38,4991
"ver_sup";9,6844;-9,6844
"adj_pos";10,9663;-10,9663
"nom_sup";-0,3621;0,3621
"adv";-15,8217;15,8217
"pro_ind";10,9178;-10,9178
"adj_ind";-0,4036;0,4036
"adj_int";6,6119;-6,6119
"adj_sup";0,7362;-0,7362
"adj_num";-28,5732;28,5732
"pro_pos";1,1064;-1,1064
