"";"*rts_a";"*rts_i"
"con";1447;1521
"pro_per";1609;900
"aux";1169;2221
"adv_sup";1322;1061
"adj";2583;4167
"ver";2947;5184
"art_ind";1302;2521
"ono";220;87
"pro_rel";520;563
"pre";5488;8605
"adj_dem";206;330
"nom";10022;14075
"nr";5459;4295
"art_def";4144;6293
"num";926;1521
"pro_dem";606;344
"ver_sup";381;317
"adj_pos";610;551
"nom_sup";278;378
"adv";193;502
"pro_ind";326;249
"adj_ind";148;205
"adj_int";35;8
"adj_sup";12;10
"adj_num";46;281
"pro_pos";3;0
