"";"X.rts_a";"X.rts_i"
"emji_casque_de_secouriste";0,04;0,16
"emji_visage_qui_tire_la_langue";0,15;0,24
"emji_singe_ne_rien_entendre";0,11;0,06
"emji_visage_qui_fond";0,83;0,78
"emji_ballon_gonflable";0,2;0,02
"emji_confettis";0,14;0,16
"emji_visage_aux_yeux_en_spirales";0,57;0,58
"emji_croix_latine";0,19;0,46
"emji_tas_de_crotte";0,79;0,78
"emji_visage_avec_bouche_en_diagonale";0,18;0,14
"emji_pouce_vers_le_bas";1,32;0,92
"emji_poing_de_face";0,18;0,1
"emji_visage_neutre";0,37;0,34
"emji_bout_des_doigts_joints";0,12;0,16
"emji_femme_avec_la_paume_sur_le_visage";0,46;1,05
"emji_aigle";0,03;0,24
"emji_singe_ne_rien_dire";0,11;0,1
"emji_v_de_la_victoire_peau_claire";0,18;0,18
"emji_point_d_exclamation_rouge";0,2;0,52
"emji_vague";0,19;0,12
"emji_parapluie_avec_gouttes_de_pluie";0,12;0,06
"emji_vent_avec_visage";0,12;0,06
"emji_drapeau_kosovo";0,22;0,04
"emji_visage_qui_fait_un_salut_militaire";0,74;0,64
"emji_hibiscus";0,53;0,04
"emji_visage_somnolent";0,03;0,64
"emji_visage_souriant_avec_des_cornes";0,16;0,22
"emji_ogre";0,1;0,18
"emji_escargot";0,15;0,02
"emji_lotus";0,16;0,02
"emji_visage_expirant";0,19;0,6
"emji_chat";0,31;0,12
"emji_boisson_chaude";0,14;0,2
"emji_danseuse";0,12;0,06
"emji_bougie";0,07;0,36
"emji_cadeau";0,11;0,1
"emji_chat_qui_pleure";0,07;0,1
"emji_chouette";0,14;0
"emji_double_point_d_exclamation";0,38;0,48
"emji_coche";0,05;0,14
"emji_drapeau_territoires_palestiniens";0,07;5,15
"emji_soleil_avec_visage";0,29;0,26
"emji_haut_parleur";0,16;0
"emji_homme_avec_la_paume_sur_le_visage_peau_moyennement_claire";0,07;0,24
"emji_visage_inquiet";0,14;0,04
"emji_bout_des_doigts_joints_peau_claire";0,1;0,1
"emji_drapeau_ukraine";0,07;0,12
"emji_goutte_de_sang";0,07;0,12
"emji_index_pointant_vers_l_utilisateur";0,11;0,42
"emji_femme_qui_court";0,1;0,12
"emji_pop_corn";0,04;0,56
"emji_canard";0,19;0,08
"emji_croix";0,18;0,2
"emji_symbole_d_avertissement";0,19;0,66
"emji_drapeau_turquie";0,33;0
"emji_drapeau_argentine";0,2;0,12
"emji_drapeau_mexique";0,25;0
"emji_drapeau_congo_kinshasa";0,03;0,16
"emji_drapeau_portugal";0,15;0,32
"emji_drapeau_chili";0,16;0,12
"emji_paume_contre_paume_doigts_vers_le_haut";0,22;0,3
"emji_drapeau_venezuela";0,05;0,26
"emji_drapeau_pologne";0,15;0,02
"emji_drapeau_maroc";0,22;0,02
"emji_ciseaux";0,23;0,12
"emji_bout_des_doigts_joints_peau_moyennement_claire";0,04;0,16
"emji_danseur";0,14;0,02
"emji_visage_de_menteur";0,05;0,2
"emji_point_d_interrogation_rouge";0,04;0,26
"emji_argent_dans_les_yeux_et_la_bouche";0,05;0,24
"emji_empreintes_d_animaux";0,25;0,18
"emji_arc_en_ciel";0,19;0,18
"emji_billet_en_dollars";0,08;0,16
"emji_robot";0,01;0,36
"emji_billet_avec_des_ailes";0,14;0,34
"emji_porte_documents";0,01;0,18
"emji_renard";4,68;0,04
"emji_rat";0,05;0,12
"emji_requin";0,01;0,36
"emji_pizza";0,57;0,02
"emji_cheval";0,04;0,22
"emji_visage_avec_des_valises_sous_les_yeux";0;0,34
"emji_drapeau_soudan";0;0,2
"emji_drapeau_de_pirate";0;0,24
"emji_ninja_peau_mate";0;0,48
"emji_paume_contre_paume_doigts_vers_le_haut_peau_mate";0;0,2
"emji_drapeau_cap_vert";0;1,29
"emji_drapeau_r";0;0,2
"emji_langue";0;0,3
