"";"X.rts_a";"X.rts_i"
"emji_visage_avec_un_sourire_malin";1,4;1,61
"emji_visage_riant_aux_larmes";179,8;114,84
"vide_aucun_emji";529,93;604,56
"emji_visage_souriant_avec_yeux_rieurs";6,7;2,01
"emji_se_rouler_par_terre_de_rire";34,58;22,6
"emji_feu";25,28;25,4
"emji_visage_souriant_avec_une_goutte_de_sueur";14;8,41
"emji_yeux";1,02;1,77
"emji_applaudissements";59,53;64,53
"emji_visage_avec_lunettes_de_soleil";1,59;0,78
"emji_ok";2,85;1,51
"emji_trinquer";0,26;0,22
"emji_ok_peau_claire";0,52;0,38
"emji_homme_avec_la_paume_sur_le_visage";0,37;0,95
"emji_visage_qui_hurle_de_peur";2,79;2,61
"emji_applaudissements_peau_claire";1,18;2,05
"emji_drapeau_suisse";6,85;10,07
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";0,49;0,8
"emji_drapeau_albanie";0,2;0,04
"emji_ballon_de_football";0,18;0,24
"emji_visage_souriant_aux_yeux_rieurs";5,17;2,01
"emji_visage_envoyant_un_bisou";3,2;1,71
"emji_visage_avec_bouche_ouverte";8,52;7,82
"emji_visage_festif";1,24;2,92
"emji_visage_avec_un_doigt_sur_la_bouche";0,45;0,46
"emji_soleil";0,74;0,28
"emji_visage_rieur";1,47;0,2
"emji_pouce_vers_le_haut";7,83;2,96
"emji_pouce_vers_le_haut_peau_moyennement_claire";0,8;0,44
"emji_drapeau_italie";1,1;0,08
"emji_cornes_avec_les_doigts";0,61;0,52
"emji_v_de_la_victoire_peau_moyennement_claire";0,07;0,16
"emji_visage_avec_masque";0,25;0,08
"emji_visage_qui_pleure";18,65;24,37
"emji_visage_avec_une_main_sur_la_bouche";1,7;0,76
"emji_visage_souriant";3,25;0,93
"emji_couronne";0,65;0,36
"emji_feuille";0,39;0,46
"emji_visage_de_clown";1,38;3,3
"emji_visage_de_geek";0,89;1,47
"emji_cotillons";0,59;1,05
"emji_papillon";0,34;0,06
"emji_notes_de_musique";2,16;0,36
"emji_visage_roulant_des_yeux";3,59;5,79
"emji_fondue";0,41;0,22
"emji_visage_souriant_avec_une_larme";2;1,83
"emji_miam";0,9;0,48
"emji_visage_souriant_avec_de_grands_yeux";1,4;0,52
"emji_visage_qui_vomit";1,57;1,27
"emji_drapeau_australie";0,18;0
"emji_visage_qui_bave";0,2;0,3
"emji_drapeau_belgique";0,14;0,02
"emji_cerveau";0,08;0,14
"emji_visage_qui_rougit";1,57;1,85
"emji_visage_boudeur";2,44;8,08
"emji_singe_ne_rien_voir";1,21;1,03
"emji_colombe";0,78;4,04
"emji_visage_implorant";1,48;0,6
"emji_abeille";0,31;0,06
"emji_chat_qui_sourit_avec_des_yeux_rieurs";0,07;0,12
"emji_cent_points";0,72;0,64
"emji_visage_endormi";0,33;0,62
"emji_applaudissements_peau_moyennement_claire";1,21;1,31
"emji_explosion";0,57;0,44
"emji_pouce_vers_le_haut_peau_claire";1,38;1,17
"emji_ok_peau_moyennement_claire";0,44;0,22
"emji_visage_avec_des_symboles_dans_la_bouche";0,97;4,36
"emji_applaudissements_peau_mate";0,18;0,76
"emji_moai";0,27;0,12
"emji_signe_de_la_main";0,68;0,32
"emji_tulipe";0,33;0,3
"emji_nuage_avec_neige";0,35;0,08
"emji_flocon";0,9;0,66
"emji_part_de_fromage";0,14;0,48
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";0,33;0,9
"emji_visage_pensif";1,46;1,45
"emji_visage_bleu_et_froid";0,52;0,54
"emji_drapeau_france";0,67;0,84
"emji_feuille_morte";0,05;0,16
"emji_jeune_pousse";0,22;0,16
"emji_bonhomme_de_neige";0,14;0,14
"emji_bombe";0,11;0,08
"emji_bouteille_de_champagne";0,18;0,5
"emji_verre_de_vin";0,26;0,04
"emji_dans_le_mille";0,07;0,16
"emji_chat_qui_pleure_de_joie";0,68;0,58
"emji_rose";3,32;0,44
"emji_personne_avec_la_paume_sur_le_visage_peau_claire";0,19;0,18
"emji_index_pointant_vers_le_haut_peau_claire";0,11;0,12
"emji_note_de_musique";0,44;0,04
"emji_index_pointant_vers_le_haut";0,37;0,42
"emji_partition";0,75;0,02
"emji_symbole_de_paix";0,15;0,12
"emji_pouce_vers_le_bas_peau_claire";0,07;0,26
"emji_haute_tension";0,15;0,22
"emji_visage_anxieux_avec_goutte_de_sueur";0,3;0,68
"emji_bourgeon";0,16;0,08
"emji_visage_avec_un_monocle";0,67;1,17
"emji_skieur";0,08;0,26
"emji_personne_avec_la_paume_sur_le_visage";0,35;0,97
"emji_visage_sans_expression";0,29;0,68
"emji_fleur_de_cerisier";0,54;0,06
"emji_v_de_la_victoire";0,54;0,95
"emji_ampoule";0,1;0,12
"emji_visage_confus";0,27;0,26
"emji_visage_retenant_ses_larmes";5,21;1,05
"emji_sac_plein_d_argent";0,1;0,7
"emji_points_d_exclamation_et_d_interrogation";0,1;0,2
"emji_cornes_avec_les_doigts_peau_claire";0,1;0,18
"emji_visage_qui_regarde_entre_ses_doigts";1,52;1,01
"emji_visage_rouge_et_chaud";0,33;0,22
"emji_bouquet";0,31;0,14
"emji_visage_sans_bouche";0,14;0,2
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";0,3;0,68
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";0,23;0,24
