"";"banalfreq";"X.rts_a";"X.rts_i"
"emji_visage_qui_fait_un_salut_militaire";86;0,5266;-0,5266
"emji_visage_souriant_avec_des_cornes";23;-0,5101;0,5101
"emji_ogre";16;-0,8109;0,8109
"emji_escargot";12;1,7532;-1,7532
"emji_lotus";13;1,9486;-1,9486
"emji_chat";29;1,7027;-1,7027
"emji_boisson_chaude";20;-0,5791;0,5791
"emji_danseuse";12;0,6735;-0,6735
"emji_cadeau";13;0,2552;-0,2552
"emji_chat_qui_pleure";10;-0,4169;0,4169
"emji_double_point_d_exclamation";52;-0,6016;0,6016
"emji_coche";11;-0,9693;0,9693
"emji_soleil_avec_visage";34;0,3367;-0,3367
"emji_homme_avec_la_paume_sur_le_visage_peau_moyennement_claire";17;-1,9129;1,9129
"emji_visage_inquiet";12;1,1141;-1,1141
"emji_bout_des_doigts_joints_peau_claire";12;-0,2368;0,2368
"emji_drapeau_ukraine";11;-0,5839;0,5839
"emji_goutte_de_sang";11;-0,5839;0,5839
"emji_femme_qui_court";13;-0,3523;0,3523
"emji_canard";18;1,0685;-1,0685
"emji_croix";23;-0,3291;0,3291
"emji_drapeau_argentine";21;0,735;-0,735
"emji_drapeau_congo_kinshasa";10;-1,8633;1,8633
"emji_drapeau_portugal";27;-1,4072;1,4072
"emji_drapeau_chili";18;0,4516;-0,4516
"emji_paume_contre_paume_doigts_vers_le_haut";31;-0,6169;0,6169
"emji_drapeau_pologne";12;1,7532;-1,7532
"emji_ciseaux";23;0,9515;-0,9515
"emji_bout_des_doigts_joints_peau_moyennement_claire";11;-1,49;1,49
"emji_danseur";11;1,5603;-1,5603
"emji_visage_de_menteur";14;-1,704;1,704
"emji_empreintes_d_animaux";27;0,5445;-0,5445
"emji_arc_en_ciel";23;0,2746;-0,2746
"emji_billet_en_dollars";14;-0,7904;0,7904
"emji_billet_avec_des_ailes";27;-1,7982;1,7982
"emji_rat";10;-0,752;0,752
