"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"*commentDate_17-9-2023";-0,794;-1,281;-0,324;0,172;0,175;0,61;-0,64;0,062;-1,267;0,045;0,493
"-*teddythomas_1";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*commentLikes_425";-0,072;-0,116;-0,029;-0,147;-0,244;7,881;-0,058;1,06;-0,115;-0,395;-0,537
"-*datway_of_klein";-0,036;-0,058;-0,015;-0,074;-0,122;17,705;-0,029;-0,259;-0,058;-0,198;-0,268
"-*molemack_";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;0,997
"*commentDate_11-9-2023";-0,613;1,284;-0,25;-1,253;0,014;-0,961;0,58;2,255;-0,979;-0,277;0,057
"-*katjinelli";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;1,63;0,997
"*commentLikes_182";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;7,719;-0,395;-0,537
"-*romeo_tmcn";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;1,63;-0,537
"*commentDate_10-10-2023";-0,469;0,12;-0,191;5,354;5,322;-0,735;-0,378;-1,321;-0,748;-0,732;0,029
"-*youritchka";0;0;0;0;0;0;0;0;0;0;0
"*commentDate_4-9-2023";-0,144;-0,233;-0,059;-0,295;-0,488;-0,226;-0,116;0,048;2,975;0,21;0,035
"*commentLikes_405";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*noldi_jenni";-0,288;-0,466;-0,118;-0,589;5,863;-0,452;-0,233;0,096;-0,46;2,562;-2,148
"-*thenotoriousfes";0;0;0;0;0;0;0;0;0;0;0
"*commentDate_11-10-2023";-0,144;-0,233;15,526;-0,295;-0,488;-0,226;-0,116;-1,036;-0,23;3,259;0,035
"-*elvis_radoo";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*denisi_hlm";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*catherine_guillon";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;17,38;-0,198;-0,268
"-*damianodegirolamo";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*angry__kangaroo";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*timeib8";0;0;0;0;0;0;0;0;0;0;0
"-*fjo_shl";0;0;0;0;0;0;0;0;0;0;0
"-*faton_koka";-0,108;-0,175;-0,044;16,798;1,564;-0,169;-0,087;-0,777;-0,173;-0,593;-0,805
"*commentDate_24-10-2023";-0,144;-0,233;15,526;-0,295;0,826;-0,226;-0,116;-1,036;-0,23;3,259;-1,074
"-*nadegekleykens";5,517;-0,233;-0,059;-0,295;-0,488;3,053;-0,116;-1,036;-0,23;0,21;0,035
"-*lelionseul";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*mheni_tll";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*do_ni1o";-0,072;-0,116;-0,029;-0,147;3,164;-0,113;-0,058;-0,518;-0,115;-0,395;0,997
"*commentDate_6-9-2023";0,454;-0,874;-0,221;-1,105;-1,829;-0,848;-0,436;19,507;-0,863;0,134;-1,89
"-*donika_tafaj";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;1,63;0,997
"-*paul_paponch";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*jessica_lopez743";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;7,451
"-*elaeamigadaminhamulherpoise";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*marvinzufferey";-0,036;-0,058;-0,015;13,579;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*mx5_gwen";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;7,451
"-*youucz";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*karynsc26";27,741;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*fahdkakoun";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*elcarnalito_eriah";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;0,997
"-*rilind_mra";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*bansoasigam";-0,072;-0,116;32,992;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;-0,537
"*commentLikes_44";-0,433;-0,699;-0,177;-0,884;-1,463;0,212;-0,349;1,196;-0,691;0,63;1,066
"-*dedealove";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*marce_coraz";-0,108;-0,175;-0,044;-0,221;-0,366;-0,169;-0,087;3,9;-0,173;-0,593;0,266
"-*chezlenka";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*commentLikes_112";-0,072;-0,116;-0,029;5,827;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;0,997
"*a_0472";-0,433;-0,699;-0,177;-0,884;0,418;-0,678;-0,349;0,144;0,195;-0,581;3,025
"*postLikes_3100";-7,543;-8,792;1,537;-0,578;0,116;-0,567;-5,221;-11,512;85,14;40,917;-12,263
"*postDate_21-8-2023";-0,433;-0,699;-0,177;-0,884;0,418;-0,678;-0,349;0,144;0,195;-0,581;3,025
"*commentDate_1-11-2023";-0,613;0,005;-0,25;-1,253;-0,436;-0,961;-0,494;-0,808;0,006;4,362;2,036
"-*joanaspilberg";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"*commentDate_24-9-2023";-0,433;-0,699;-0,177;-0,884;-0,079;9,162;-0,349;1,196;-0,691;-0,581;0,106
"-*schaller_73";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*commentDate_25-10-2023";-0,072;-0,116;-0,029;-0,147;16,412;-0,113;-0,058;-0,518;-0,115;-0,395;-0,537
"-*miora_michael";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*loic_le426";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;1,63;-0,537
"-*marielleaydin";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*virginielaska";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"*commentLikes_95";-0,361;0,389;-0,147;-0,737;-0,008;0,428;-0,291;-0,685;0,404;-0,307;2,127
"-*tiaagz";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;0,997
"*a_0473";-0,108;-0,175;-0,044;-0,221;-0,366;-0,169;-0,087;0,299;4,537;-0,593;0,266
"*postDate_23-8-2023";-0,108;-0,175;-0,044;-0,221;-0,366;-0,169;-0,087;0,299;4,537;-0,593;0,266
"-*christelleanniecarlier";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*commentDate_27-8-2023";-0,288;-0,466;-0,118;-0,589;5,863;-0,452;-0,233;-2,073;-0,46;0,42;1,28
"*a_0474";-1,442;-5,135;-1,298;2,801;35,778;0,02;-2,563;-5,78;2,284;0,182;-2,995
"*postComments_134";-2,228;-9,44;-2,899;1,666;29,769;0,028;-3,843;-15,645;0,011;0,81;2,787
"*postDate_25-8-2023";-1,442;-5,135;-1,298;2,801;35,778;0,02;-2,563;-5,78;2,284;0,182;-2,995
"-*colassssssssssss";27,741;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"*commentDate_3-9-2023";-0,144;-0,233;-0,059;-0,295;0,826;3,053;-0,116;0,048;-0,23;0,21;-1,074
"-*sergius_peintre";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*mariannelopez60";-0,072;-0,116;-0,029;-0,147;3,164;-0,113;-0,058;-0,518;-0,115;1,63;-0,537
"-*ir3ico";-0,072;-0,116;-0,029;-0,147;3,164;-0,113;-0,058;-0,518;-0,115;1,63;-0,537
"-*matthiasbuercher";-0,108;-0,175;-0,044;-0,221;9,649;-0,169;-0,087;-0,777;-0,173;0,617;-0,805
"-*salome_ramelet";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*plasmatiovision";-0,18;-0,291;-0,074;1,352;-0,609;2,122;-0,145;-1,295;2,06;0,045;-0,004
"-*annesylviedupont";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*ptitedej";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*hype_lee";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*miles_h213";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*marine_hzl";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*iam_shakur";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*comfort_dina";-0,108;-0,175;-0,044;-0,221;-0,366;-0,169;-0,087;3,9;-0,173;-0,593;0,266
"-*lo_vmgy";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*jacques_ferrier";-0,036;-0,058;-0,015;13,579;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*juliettemertenat";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"*commentLikes_142";-0,072;-0,116;-0,029;-0,147;3,164;-0,113;-0,058;1,06;-0,115;-0,395;-0,537
"-*gotu88";-0,469;-0,757;-0,191;11,637;16,726;0,141;-0,378;-3,369;-0,748;-0,732;-1,414
"-*warda197999";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*la_mousse_qui_pousse";-0,036;-0,058;-0,015;13,579;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*xadia_abu_gazala";-0,144;-0,233;-0,059;-0,295;0,826;-0,226;-0,116;-1,036;-0,23;3,259;0,035
"-*amar4nto";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*apocalypse_ranger";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*raphael_www";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*van_lodewijk";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*defecating_ai";-0,036;-0,058;-0,015;13,579;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*benj________________________";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*chris_aebischer";-0,108;-0,175;-0,044;-0,221;-0,366;4,644;-0,087;-0,777;-0,173;-0,593;3,724
"-*mlleparfoite";-0,108;-0,175;-0,044;3,291;-0,366;-0,169;-0,087;-0,777;4,537;0,617;-0,805
"-*ericsteppenwolf";1,939;-0,466;-0,118;11,759;-0,975;0,809;-0,233;-0,319;0,775;-0,093;-2,148
"-*va_ar";0;0;0;0;0;0;0;0;0;0;0
"-*iremnuy";-0,036;-0,058;-0,015;-0,074;-0,122;17,705;-0,029;-0,259;-0,058;-0,198;-0,268
"*commentLikes_39";1,522;-1,456;-0,368;-0,32;0,033;-1,413;-0,727;-0,32;0,318;-1,311;7,82
"-*__raqll";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*a_0475";-0,433;-0,699;-0,177;-0,884;-1,463;-0,678;-0,349;0,144;-0,691;0,63;5,983
"*postDate_28-8-2023";-0,433;-0,699;-0,177;-0,884;-1,463;-0,678;-0,349;0,144;-0,691;0,63;5,983
"*commentDate_20-1-2024";-0,108;-0,175;-0,044;-0,221;-0,366;-0,169;-0,087;0,299;-0,173;5,481;-0,805
"-*ar_armin_";-0,108;-0,175;-0,044;3,291;-0,366;-0,169;-0,087;0,299;-0,173;0,617;-0,805
"*commentDate_30-9-2023";-0,288;-0,466;6,837;-0,589;-0,975;-0,452;-0,233;-2,073;5,95;6,519;-0,36
"-*mtc_michel";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;1,63;0,997
"-*ninouzoo_";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"*a_0476";-0,252;-0,408;-0,103;-0,516;0,085;1,106;-0,203;0,274;-0,403;-1,383;1,975
"*postDate_29-8-2023";-0,252;-0,408;-0,103;-0,516;0,085;1,106;-0,203;0,274;-0,403;-1,383;1,975
"-*the_cedric_";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*padrepapa";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*nathartl";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*win0r_";-0,036;-0,058;-0,015;-0,074;-0,122;17,705;-0,029;-0,259;-0,058;-0,198;-0,268
"-*maudhinette";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"*a_0477";-0,325;-0,524;5,88;-0,663;-1,097;-0,508;-0,262;-0,493;-0,518;9,968;0,006
"*postDate_30-8-2023";-0,325;-0,524;5,88;-0,663;-1,097;-0,508;-0,262;-0,493;-0,518;9,968;0,006
"-*mylenelecoultre";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*justine_tdhhicbsrz";-0,108;-0,175;-0,044;-0,221;-0,366;-0,169;-0,087;-0,777;-0,173;15,185;-0,805
"*a_0478";-0,433;-0,699;-0,177;-0,884;-0,079;-0,678;-0,349;-0,112;-0,691;29,822;-3,222
"*postDate_1-9-2023";-0,433;-0,699;-0,177;-0,884;-0,079;-0,678;-0,349;-0,112;-0,691;29,822;-3,222
"*commentDate_21-7-2024";-1,263;0,003;-0,515;0,161;-0,959;-1,979;-1,018;-0,848;-2,016;31,028;-0,993
"-*mbambavictoria";-0,288;-0,466;-0,118;-0,589;-0,975;-0,452;-0,233;-2,073;-0,46;40,499;-2,148
"*a_0479";-0,216;-0,349;-0,088;-0,442;-0,731;9,288;-0,174;-0,056;-0,345;0;0,533
"*postLikes_740";-0,216;-0,349;-0,088;-0,442;-0,731;9,288;-0,174;-0,056;-0,345;0;0,533
"*postDate_3-9-2023";-0,216;-0,349;-0,088;-0,442;-0,731;9,288;-0,174;-0,056;-0,345;0;0,533
"*commentDate_11-4-2024";-0,18;-0,291;-0,074;-0,368;-0,609;-0,282;-0,145;1,155;-0,288;-0,988;4,521
"-*evan_web";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*bewitchedmonkey";-0,144;-0,233;-0,059;-0,295;-0,488;3,053;-0,116;0,048;-0,23;-0,79;1,994
"*a_0480";-0,18;-0,291;-0,074;-0,368;-0,609;-0,282;-0,145;1,155;-0,288;0,045;1,064
"*postDate_4-9-2023";-0,18;-0,291;-0,074;-0,368;-0,609;-0,282;-0,145;1,155;-0,288;0,045;1,064
"*commentDate_20-11-2023";-0,144;-0,233;-0,059;-0,295;-0,488;38,353;-0,116;-1,036;-0,23;-0,79;0,035
"*commentDate_10-9-2023";-0,469;2,444;-0,191;-0,958;-1,585;0,141;-0,378;5,206;-0,748;-0,732;0,029
"-*aquaparc_officiel";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*sophroway";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*cyril_ducheman";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*natkookai";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"*a_0481";-0,541;-0,874;-0,221;-1,105;-1,829;-0,848;-0,436;32,426;-0,863;0,134;-4,028
"*postDate_6-9-2023";-0,541;-0,874;-0,221;-1,105;-1,829;-0,848;-0,436;32,426;-0,863;0,134;-4,028
"*commentDate_16-9-2023";-0,577;-0,932;-0,236;-1,179;-0,352;-0,904;-0,465;-0,033;-0,921;0,059;11,811
"-*jeff74890";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*juan1966c";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*commentDate_7-9-2023";-0,144;-0,233;-0,059;-0,295;-0,488;-0,226;-0,116;-1,036;-0,23;0,21;6,95
"-*cathydeleze";-0,18;-0,291;-0,074;-0,368;0,431;-0,282;-0,145;-0,001;11,609;0,045;-1,342
"-*annepeuker";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*rosgagliardi";-0,18;-0,291;-0,074;-0,368;-0,609;-0,282;-0,145;1,155;-0,288;0,045;1,064
"-*didou_futura";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*a_0482";-0,216;-0,349;-0,088;-0,442;-0,731;1,52;-0,174;-0,056;-0,345;-1,186;7,448
"*postDate_7-9-2023";-0,216;-0,349;-0,088;-0,442;-0,731;1,52;-0,174;-0,056;-0,345;-1,186;7,448
"-*kassy_marie_andreas";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*commentDate_27-10-2023";-0,216;-0,349;-0,088;0,903;-0,731;1,52;-0,174;-0,056;9,075;0;-1,611
"*commentLikes_154";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;7,719;-0,395;0,997
"-*mashida_20";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*marilou3_";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;-0,395;7,451
"*a_0483";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;0,997
"*postLikes_419";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;0,997
"*postDate_8-9-2023";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;0,997
"*a_0484";-0,721;14,635;-0,294;-1,474;-2,439;0,856;-0,582;2,548;-1,151;-0,613;-0,016
"*postDate_10-9-2023";-0,721;14,635;-0,294;-1,474;-2,439;0,856;-0,582;2,548;-1,151;-0,613;-0,016
"*commentDate_12-9-2023";-0,433;0,185;-0,177;-0,884;-1,463;0,212;-0,349;3,268;-0,691;-2,372;3,025
"-*ve_berg";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*marjooo26";-0,072;7,619;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;-0,537
"-*dr_tiffanybaer";-0,288;0,754;-0,118;-0,589;0,022;-0,452;-0,233;-2,073;-0,46;-1,581;13,901
"*commentDate_14-2-2024";-0,757;-0,022;-0,309;-1,547;-0,039;-0,014;-0,611;0,134;-1,209;0,099;3,611
"-*kunzic";-0,072;-0,116;-0,029;-0,147;-0,244;7,881;-0,058;-0,518;-0,115;-0,395;0,997
"*commentDate_15-2-2024";-0,288;-0,466;-0,118;0,398;0,022;-0,452;-0,233;-2,073;0,775;-0,093;3,988
"-*0_substanz";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;1,06;-0,115;-0,395;0,997
"-*hidaya__chouikha";-0,18;-0,291;-0,074;-0,368;0,431;-0,282;-0,145;-1,295;-0,288;2,005;1,064
"-*sabrinamehiz";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"*a_0485";-2,17;-3,206;-2,869;-0,887;2,566;11,564;-1,16;-11,344;-7,371;1,351;14,954
"*postLikes_15000";-0,807;13,54;-0,948;-7,453;-0,246;4,742;-6,054;-27,433;-5,514;-0,175;54,276
"*postComments_354";-2,17;-3,206;-2,869;-0,887;2,566;11,564;-1,16;-11,344;-7,371;1,351;14,954
"*postDate_11-9-2023";-2,17;-3,206;-2,869;-0,887;2,566;11,564;-1,16;-11,344;-7,371;1,351;14,954
"*commentDate_9-11-2023";-0,794;0,546;22,877;-0,184;-0,071;0,61;-0,64;-0,649;-1,267;1,855;-0,747
"-*refo1982";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"*commentDate_5-11-2023";-0,108;-0,175;-0,044;-0,221;1,564;-0,169;-0,087;3,9;-0,173;-0,593;-0,805
"-*__rico77__";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;7,721;-0,115;-0,395;-0,537
"*commentDate_3-11-2023";-0,325;-0,524;-0,132;-0,663;0,001;-0,508;-0,262;3,138;-0,518;5,104;-2,416
"-*harounlmz";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"*commentDate_26-10-2023";-0,036;-0,058;-0,015;-0,074;-0,122;17,705;-0,029;-0,259;-0,058;-0,198;-0,268
"-*anneli999";-0,036;-0,058;-0,015;-0,074;-0,122;17,705;-0,029;-0,259;-0,058;-0,198;-0,268
"-*gatetoheav3n";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"*commentDate_21-10-2023";-0,252;-0,408;-0,103;-0,516;-0,853;-0,395;3,352;2,127;1,065;-0,025;-0,198
"-*yvesmarinoni";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;34,412;-0,259;-0,058;-0,198;-0,268
"*commentDate_20-10-2023";-0,794;-1,281;-0,324;-1,621;-2,683;-1,243;-0,64;30,528;0,57;0,045;-3,643
"-*antbor_s";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*jon_granola";-0,072;-0,116;-0,029;-0,147;-0,244;-0,113;-0,058;-0,518;-0,115;1,63;0,997
"-*mobsterinktattoo";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*r35pect_gojira";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*arr84_design";-0,144;-0,233;-0,059;-0,295;0,826;3,053;-0,116;-1,036;-0,23;0,21;0,035
"*commentDate_4-10-2023";-0,541;0,039;14,829;0,984;1,294;1,892;-0,436;-3,887;0,044;-1,053;-0,012
"-*lolo_laia";-0,036;17,179;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"*commentDate_2-10-2023";-0,505;-0,815;16,147;0,002;-0,2;0,089;-0,407;-1,546;-0,806;0,247;1,778
"-*akima_e";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*camicam152";0;0;0;0;0;0;0;0;0;0;0
"*commentDate_21-9-2023";-0,108;-0,175;-0,044;-0,221;-0,366;4,644;-0,087;0,299;-0,173;0,617;-0,805
"-*nel_le_nels";-0,108;-0,175;-0,044;-0,221;-0,366;-0,169;-0,087;-0,777;4,537;0,617;0,266
"*commentDate_20-9-2023";5,517;-0,233;-0,059;-0,295;-0,488;3,053;7,169;-1,036;-0,23;-0,79;0,035
"-*tommy_skim";0;0;0;0;0;0;0;0;0;0;0
"-*verone_dst";-0,036;-0,058;-0,015;-0,074;-0,122;17,705;-0,029;-0,259;-0,058;-0,198;-0,268
"-*iulian_lvr";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"*commentDate_18-9-2023";-0,577;-0,932;-0,236;-0,009;-0,352;-0,904;-0,465;-0,639;-0,921;13,041;0,141
"-*tomkalmouk";0;0;0;0;0;0;0;0;0;0;0
"-*roanito06";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*julesscottpro";-0,108;-0,175;-0,044;3,291;-0,366;-0,169;-0,087;0,299;-0,173;0,617;-0,805
"-*virgeendevegas";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*adhdna";-0,036;-0,058;-0,015;13,579;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*polska_france77";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*luc_brgd";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
"-*oberkampf71";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*mwilly_kad";0;0;0;0;0;0;0;0;0;0;0
"-*ragachouf";-0,036;-0,058;-0,015;-0,074;-0,122;17,705;-0,029;-0,259;-0,058;-0,198;-0,268
"-*andre_cordy_189750";7,962;-0,175;-0,044;-0,221;-0,366;22,293;-0,087;-0,777;-0,173;-0,593;-0,805
"-*astronaute_kid";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*sebastien_jaquier_1";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*ricoua110";-0,036;-0,058;-0,015;-0,074;8,206;-0,056;-0,029;-0,259;-0,058;-0,198;-0,268
"-*matnl69";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;3,86;-0,058;-0,198;-0,268
"-*flowerbrush";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*zenontheroof";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;-0,198;3,725
"-*photograff33";-0,036;-0,058;-0,015;-0,074;-0,122;-0,056;-0,029;-0,259;-0,058;5,061;-0,268
