"";"";"";"";"unique";""
"113";"méchant";"-0.216390832342274";"-0.91362468430582";"0.8703267244334";"233"
"114";"violence";"-0.176102045561745";"-0.862200201685183";"0.870171430206065";"234"
"115";"humanité";"-0.258820288892732";"-0.75991524001342";"0.870028081688525";"235"
"116";"monde";"-0.140340969774605";"-0.492077157846137";"0.869505092686524";"236"
"117";"wesh";"-0.158372319552798";"-0.703002449670027";"0.868862355227798";"238"
"118";"patron";"0.00488530467878459";"-0.623491517882431";"0.868186694227441";"240"
"119";"enfance";"1.74172383079658";"1.37457974775513";"0.867354282205872";"243"
"120";"professeur";"-0.346628870157151";"-0.790792224138089";"0.867226667062208";"244"
"121";"origine";"-0.492627821403765";"-0.428706661750474";"0.866837703096932";"247"
"122";"vaccin";"-0.484350588679537";"-1.36508965528892";"0.866647737175314";"248"
"123";"alimentaire";"-0.64316021177947";"-1.55763645812572";"0.866119212356579";"250"
"124";"simplicité";"2.21796096253794";"1.57713704597725";"0.865975281121488";"251"
"125";"empoisonner";"-0.591541603615749";"-1.5381213802761";"0.865951389701898";"252"
"126";"devenir";"-0.0066926465672275";"-0.374474497094549";"0.865678969246816";"253"
"127";"jesus";"-0.455298264612016";"-0.927615512190288";"0.865567961553355";"254"
"128";"pathétique";"-0.50937286926355";"-1.06018848409371";"0.865106740611758";"256"
"129";"emji_visage_fatigué";"-0.436574309855919";"-1.13057500931204";"0.864258595216313";"257"
"130";"gramme";"-0.978593432321537";"-1.77928995961654";"0.86389847576981";"258"
"131";"maladie";"-0.530567003484205";"-1.09241863880417";"0.863716667893905";"260"
"132";"bonheur";"1.78481812503257";"1.23683281854628";"0.863287787776387";"261"
"133";"emji_coeur_cartes";"2.33594052548735";"1.68351201732084";"0.863110058923339";"262"
"134";"déchet";"-0.592955850183313";"-1.47172713037967";"0.862163142903004";"263"
"135";"sagesse";"2.31724365312077";"1.65660570356133";"0.861950742355673";"264"
"136";"ps5";"-0.787094424397945";"-1.36542793465331";"0.861770391273646";"265"
"137";"changer";"-0.165532660628619";"-0.458577973681661";"0.861603734054067";"266"
"138";"dépendant";"-0.5724207185308";"-1.50698651432679";"0.861319076530415";"268"
"139";"errant";"-0.602229936295428";"-1.48699942187616";"0.860882038367183";"270"
"140";"appeler";"-0.55301221495861";"0.127099999824203";"0.859628612915034";"271"
"141";"faim";"-0.713681749605588";"-1.0257434099167";"0.859603556060342";"272"
"142";"emji_pouce_vers_le_haut";"1.58911404501542";"1.22213879680641";"0.8593544443073";"273"
"143";"lapin";"-0.430972764883591";"-1.06980738755278";"0.859189535240374";"274"
"144";"archive";"1.42823977564102";"1.03158911185528";"0.858625464651029";"275"
"145";"banque";"-0.621957730001989";"-1.22265274937598";"0.858414520897576";"276"
"146";"voler";"-0.466447913057631";"-0.878825045836091";"0.858062850855562";"277"
"147";"vosges";"-5.33503406147412";"5.81885871671594";"0.857879877544555";"278"
"148";"sandale";"-5.28633993678201";"5.86311911186592";"0.857879877544555";"279"
"149";"dégoûtant";"-5.37340313951453";"5.77591959017946";"0.857879877544555";"280"
"150";"mdr";"-0.621202964689224";"0.198182161334438";"0.857826850247417";"281"
"151";"droit";"-0.282577153641214";"-0.768755305606344";"0.857748766095586";"282"
"152";"espèce";"-0.583650428319308";"-1.13407648985744";"0.857123510163389";"287"
"153";"cygne";"-0.383756970691487";"-1.2539836603511";"0.856317611790389";"288"
"154";"milliard";"-0.806889898281593";"-1.09765159635902";"0.856019551763065";"289"
"155";"adopter";"-0.359589384494888";"-0.813114543063918";"0.855969438053681";"290"
"156";"carnivore";"-0.616262094210791";"-1.59741291702201";"0.855959240496539";"291"
"157";"emji_étincelles";"2.06087553456934";"1.56984392186767";"0.855268720198633";"293"
"158";"reproduire";"-0.55350315198511";"-1.46137156389308";"0.855080793788443";"294"
"159";"inflation";"-0.761196857746491";"-1.10963421356662";"0.854579365335828";"295"
"160";"canard";"-0.544802948211492";"-1.21289798467073";"0.853837565893436";"298"
"161";"sanction";"-0.648312001316634";"-1.24955303687175";"0.853833195511803";"299"
"162";"abattre";"-0.553233475350713";"-1.32683936332973";"0.853604478873045";"300"
"163";"produit";"-0.527862469826292";"-1.2277825909312";"0.853532221896725";"301"
"164";"propos";"0.0519591310115015";"-0.623405153974617";"0.853522898415909";"302"
"165";"adulte";"-0.0981856684536977";"-0.608374155016341";"0.853311954662456";"303"
"166";"christ";"-0.0652978613047877";"-0.60469098753962";"0.852901430147793";"304"
"167";"scanner";"-0.852721472364719";"-1.23371414183682";"0.852850733720858";"305"
"168";"fédération";"-0.830354065508193";"-1.39843739852131";"0.852850733720858";"306"
"169";"emji_visage_en_colère";"-0.830354065508193";"-1.39843739852131";"0.852850733720858";"307"
"170";"chirurgie";"-0.918204875969746";"-1.74897711918412";"0.852850733720858";"308"
"171";"cheffe";"-0.307882542486396";"-0.999806624315743";"0.852850733720858";"309"
"172";"emji_visage_faisant_un_clin_d_oeil";"-0.132822834605222";"0.0974697951518332";"0.852849859644532";"310"
"173";"intellectuel";"-0.654657650449358";"-1.37541073043428";"0.852784886637598";"312"
"174";"joli";"1.65061239571278";"1.29083553760651";"0.852686990089034";"313"
"175";"accepter";"-0.390316330056477";"-1.01845523939135";"0.852575691036798";"314"
"176";"contrôle";"-0.649985603201402";"-1.30091122396342";"0.852295403894778";"315"
"177";"enseignant";"-0.16571169261239";"-0.844945502573296";"0.852211492567438";"316"
"178";"emji_drapeau_suisse";"1.69779680238333";"1.20886201214862";"0.85213836151479";"317"
"179";"stériliser";"-0.126124364762313";"-0.974589397325482";"0.852047748935613";"319"
"180";"domestique";"-0.516053235513669";"-1.39072399657579";"0.852047748935613";"320"
"181";"bête";"-0.0567631667906148";"-0.611449837278087";"0.851993556203373";"321"
"182";"puissance";"-0.502265230804046";"-1.12629697111705";"0.851989477180516";"322"
"183";"élève";"-0.148106740356088";"-0.792823706466356";"0.851847876815629";"323"
"184";"chasse";"-0.545594445544815";"-0.517502345360732";"0.851495915414839";"325"
"185";"denner";"-0.575743696372169";"-1.42347277536269";"0.851330132271587";"326"
"186";"emji_visage_souriant_avec_yeux_rieurs";"1.20409913808944";"1.00320908602961";"0.851093840304666";"328"
"187";"tique";"-0.61626209421079";"-1.59741291702201";"0.850863666872031";"329"
"188";"céréale";"-0.61626209421079";"-1.59741291702201";"0.850863666872031";"330"
"189";"célestin";"2.24070022071461";"1.60658466707993";"0.850221803489631";"331"
"190";"chose";"-0.229045845164289";"-0.485629288553202";"0.850086030300253";"332"
"191";"emji_visage_souriant_aux_yeux_rieurs";"-0.121691413370554";"0.0592953571316184";"0.849927822485163";"333"
"192";"compagnie";"-0.056906475406085";"-0.814347214346356";"0.849773402334155";"335"
"193";"langage";"0.0679131121401076";"-0.551039517453536";"0.849417653269284";"337"
"194";"église";"-0.631748327855943";"-1.07629244966311";"0.849287124537865";"338"
"195";"évoluer";"-0.371240083231888";"-0.844693757604821";"0.849222151530932";"346"
"196";"islam";"-0.648582671504495";"-1.35347628542004";"0.848873686435448";"347"
"197";"lac";"-0.0599938252123724";"0.149551303326719";"0.84881220973382";"348"
"198";"emji_visage_qui_pleure_à_chaudes_larmes";"-0.160686850123305";"0.0790158546033295";"0.848297087418757";"350"
"199";"demander";"-0.390197175242213";"-0.50192049873238";"0.847045992836812";"352"
"200";"travail";"-0.200374552120071";"-0.257188969919507";"0.847013360653957";"353"
"201";"exactement";"-0.114558624249617";"-0.540907743607142";"0.846893903556007";"354"
"202";"croyance";"-0.784313145448544";"-0.834529603787113";"0.846880501052335";"355"
"203";"jeter";"-0.424429896947869";"-0.975269589211702";"0.846870594853968";"356"
"204";"sûr";"-0.229266627643748";"-0.575981450360193";"0.846512806277669";"357"
"205";"mettre";"-0.351569893865981";"-0.392289034263607";"0.845959224604242";"358"
"206";"voiture";"-0.126578304309786";"-0.423702323501303";"0.845893960238533";"359"
"207";"souris";"-0.598402984136692";"-1.45688665047274";"0.845705451110792";"362"
"208";"porteur";"-1.09764113097324";"-0.840738611703184";"0.845705451110792";"363"
"209";"changement";"-0.315178062217238";"-0.932641460758274";"0.845694670836099";"364"
"210";"stérilisation";"-0.193241541611732";"-1.08543671307191";"0.845678354744672";"365"
"211";"détruire";"-0.443847262514114";"-1.11358429375483";"0.845601727386718";"366"
"212";"genre";"-0.184396916122344";"-0.542926875688788";"0.845482853006319";"367"
"213";"adorable";"1.68336865209103";"1.0066566659656";"0.845266373436132";"368"
"214";"canton";"-0.461846133493697";"0.126404648808422";"0.845050476583495";"369"
"215";"embaucher";"-0.790877245369146";"-1.06484411942871";"0.844960738080645";"371"
"216";"consoler";"0.093316020676396";"-0.476312409148778";"0.844960738080645";"372"
"217";"match";"0.056900129770909";"-0.284270958257357";"0.844894308279834";"373"
"218";"penser";"-0.30400561814044";"-0.445575821827655";"0.844866629196162";"374"
"219";"passager";"-0.863245883958211";"-1.54557938165724";"0.844795829013719";"375"
"220";"shit";"-0.863245883958211";"-1.54557938165724";"0.844795829013719";"376"
"221";"répartir";"-0.863245883958211";"-1.54557938165724";"0.844795829013719";"377"
"222";"mouchoir";"-0.863245883958211";"-1.54557938165724";"0.844795829013719";"378"
"223";"interner";"-0.982845841258295";"-1.7281461855581";"0.844795829013719";"379"
"224";"gérant";"-0.906835170985845";"-1.38147541144391";"0.844795829013719";"380"
"225";"âme";"1.7787068281597";"1.17680853436804";"0.844471255337825";"381"
"226";"étude";"-0.465012830866764";"-1.02313245675285";"0.844307220347225";"382"
"227";"vidéo";"0.0703865215149938";"-0.20211222418816";"0.844219521355804";"383"
"228";"taf";"-0.699126862409986";"-0.91726871745998";"0.844121916166015";"384"
"229";"athée";"-0.700466665940139";"-1.3316391509402";"0.84404091842643";"385"
"230";"recevoir";"-0.000990146962529603";"-0.310272907632093";"0.843478013272187";"387"
"231";"analyse";"-0.495411047294483";"-1.18069454574184";"0.843421198310967";"388"
"232";"emji_mains_en_prière_peau_claire";"1.86371742258035";"1.5229735801374";"0.843227736084043";"389"
"233";"façon";"0.0551431024395568";"-0.265900270721502";"0.843138580298743";"390"
"234";"sentir";"-0.167467728922635";"-0.41118230526178";"0.843027281246507";"391"
"235";"croix";"-0.495157702902091";"-0.940092336067818";"0.84291539947672";"392"
"236";"travailler";"-0.12242813785145";"-0.448347716877309";"0.842855088210194";"393"
"237";"assurance";"-0.478046338439944";"-1.11596966641679";"0.842707369311021";"394"
"238";"vaudois";"-0.227017988483894";"0.19524613473014";"0.842537215786136";"395"
"239";"paix";"1.73780821374563";"1.33674327723819";"0.842497882351446";"396"
"240";"rester";"-0.239570090952056";"-0.378226367436944";"0.842248479239628";"398"
"241";"vocabulaire";"-0.015898203954042";"-0.254632063264245";"0.842006651455973";"399"
"242";"argument";"-0.633274498660181";"-0.977685173241603";"0.841847569564556";"400"
"243";"gâteau";"-0.580761167987064";"-0.927228309076354";"0.841784927427827";"401"
"244";"emji_rose";"2.67486454776369";"2.00823700099968";"0.84173044333681";"402"
"245";"schlap";"-5.12691441071169";"5.75777180913288";"0.841711796375179";"403"
"246";"réponse";"0.0385556137624206";"-0.484613695790734";"0.841460353751933";"404"
"247";"critiquer";"-0.391855941108797";"-0.771044790281592";"0.841439667278873";"405"
"248";"moitié";"-0.635775260660422";"-0.464618080600126";"0.841234842059705";"406"
"249";"allah";"-0.269114686129338";"-0.961847370157091";"0.841097612076451";"407"
"250";"impact";"-0.676269482284234";"-1.44535450417462";"0.841087123160533";"408"
"251";"mec";"-0.246930484340839";"-0.246832314054796";"0.840669314676483";"410"
"252";"démontrer";"-0.367837614778904";"-1.08230036894102";"0.840661739348321";"411"
"253";"école";"0.102135934352996";"-0.0111371765066556";"0.840433314068338";"412"
"254";"nation";"-0.680419895758394";"-1.24020949622876";"0.840395437427525";"413"
"255";"remettre";"-0.173872178805884";"-0.753037795167224";"0.84037504231324";"414"
"256";"voix";"1.65453333885305";"1.21110145639533";"0.840328133550387";"415"
"257";"beauté";"1.65289567987869";"1.0352114736219";"0.840288508756921";"416"
"258";"imaginaire";"-0.723854564485508";"-1.43830708143687";"0.840232567872027";"417"
"259";"ethnie";"-0.723854564485508";"-1.43830708143687";"0.840232567872027";"418"
"260";"spécialiste";"-0.473821839216806";"-1.11576779634355";"0.84020139248305";"419"
"261";"caméra";"-0.489221877143892";"-0.93766082913374";"0.840136710834891";"420"
"262";"rapport";"-0.482109975595596";"-0.569821127379258";"0.840127387354076";"421"
"263";"trouver";"-0.27180446239801";"-0.156038093889997";"0.84010582680469";"422"
"264";"nazi";"-0.687333970966429";"-1.40511178507439";"0.840038231568776";"423"
"265";"connotation";"-0.683987912052147";"-1.37745148013659";"0.840038231568776";"424"
"266";"jugement";"-0.481973745154534";"-1.22497165672791";"0.839882063265115";"425"
"267";"création";"-0.737500297495199";"-0.842021301646938";"0.839882063265115";"426"
"268";"emji_notes_de_musique";"2.45134336007132";"1.82519627202043";"0.839875070654503";"427"
"269";"phrase";"0.0340778023579212";"-0.470206198142896";"0.839329938385565";"428"
"270";"vigilant";"-0.672372766181467";"-1.39087091526942";"0.839044406785587";"429"
"271";"signer";"-0.760704766744875";"-1.1935789747864";"0.839044406785587";"430"
"272";"vrai";"0.298075684063681";"0.0210600290778255";"0.838725368926428";"433"
"273";"ami";"0.192420231254119";"-0.116152088952973";"0.838448286730939";"434"
"274";"famille";"-0.0566732998187375";"-0.235160957873965";"0.838448286730939";"435"
"275";"centaine";"-0.60434196679207";"-1.18670120781223";"0.838425852105226";"436"
"276";"partager";"1.57172295349896";"0.990036261585932";"0.838377777907271";"437"
"277";"occident";"-0.618375670609791";"-1.32505426469259";"0.838239382488914";"438"
"278";"naïf";"-0.481831214797067";"-1.08178917321541";"0.838239382488914";"439"
"279";"esclavage";"-0.616013746670298";"-1.30552934356002";"0.838239382488914";"440"
"280";"projet";"-0.62136874124569";"-1.29942196684607";"0.837925880446489";"442"
"281";"état";"-0.401046006058758";"-0.860805857208419";"0.837883050706492";"443"
"282";"nom";"-0.354951360717216";"-0.527734648153604";"0.837519726313459";"444"
"283";"apprendre";"-0.148382471650168";"-0.542986581625654";"0.837387740788163";"445"
"284";"ménager";"-0.282987601597068";"-0.766133592187063";"0.837339375231432";"446"
"285";"pauvre";"-0.224541393652974";"-0.636309484306752";"0.837299167720414";"447"
"286";"logique";"-0.458601756770975";"-0.768962272121034";"0.837251093522459";"448"
"287";"triste";"0.220113436120056";"-0.264714706464161";"0.8372458490645";"449"
"288";"normal";"-0.346576276877373";"-0.67190004350342";"0.836885438259221";"450"
"289";"planète";"-0.468703499149766";"-1.09917617978097";"0.836595827636386";"451"
"290";"emji_trèfle_à_quatre_feuilles";"2.34921395319122";"1.72975058102612";"0.836549792949859";"452"
"291";"sage";"2.34368590444413";"1.70453816109054";"0.836549792949859";"453"
"292";"thème";"-0.67707876739477";"-1.22497122044352";"0.836465007546192";"455"
"293";"cadeau";"0.313153982857164";"-0.170220107482887";"0.836358370234364";"456"
"294";"secret";"-0.0512390852155434";"-0.724928995102067";"0.836296310815185";"457"
"295";"moderne";"-0.975687279098855";"-0.0654695932634356";"0.836121786908668";"458"
"296";"bible";"-0.684013917010149";"-1.40209403085962";"0.836041080527857";"459"
"297";"classe";"0.205649855351942";"-0.261289834814472";"0.836004952039697";"460"
"298";"mot";"-0.451898773080664";"-0.0494396970945332";"0.835951924742558";"461"
"299";"emji_ok";"1.68629186136571";"1.53383078815356";"0.835882581353992";"462"
"300";"emji_visage_souriant_avec_yeux_plissés";"-0.379957080915298";"0.355176418947769";"0.835782645294";"463"
"301";"emji_visage_inquiet";"-0.870239049685778";"-1.3928417454425";"0.835474970427084";"464"
"302";"suspendre";"-0.74771819561788";"-1.44445621034321";"0.835474970427084";"465"
"303";"incroyable";"1.16963432295861";"0.90243696635631";"0.835458945694432";"466"
"304";"choquer";"-0.366093823808118";"-0.792694893360099";"0.835342110825462";"467"
"305";"ignorance";"-0.324462093890742";"-0.911633030651996";"0.83530802184873";"468"
"306";"journaliste";"0.128035700583931";"-0.23747925248191";"0.835086880538134";"469"
"307";"capable";"-0.288176172114882";"-0.990158465073572";"0.835015788996915";"470"
"308";"emji_chat_souriant_aux_yeux_en_coeurs";"2.19392401447678";"1.53373869521763";"0.834998016111611";"471"
"309";"situation";"-0.3288856177099";"-0.813320621490555";"0.834799309426728";"472"
"310";"genevois";"-0.303448490950158";"-0.0154444159411443";"0.834772795778158";"473"
"311";"divin";"-0.0592042857994747";"-0.76718359370816";"0.834479397491242";"476"
"312";"production";"-0.491261031793424";"-1.2527304204568";"0.834479397491242";"477"
"313";"actuel";"-0.289274060111654";"-0.648925127620827";"0.834334009462274";"478"
"314";"recherche";"-0.212131969277355";"-0.812141045651911";"0.834209307906365";"479"
"315";"extraordinaire";"2.1893159211993";"1.54105839865542";"0.833965149252506";"480"
"316";"apprentissage";"-0.296811342973134";"-0.947121270884947";"0.833824714322721";"481"
"317";"reposer";"2.27709899121396";"1.61678663400809";"0.83363941014151";"482"
"318";"supporter";"-0.337647427275856";"-0.815093451170091";"0.833611148340288";"483"
"319";"user";"-0.623103280155568";"-1.28423605970829";"0.833432254052138";"484"
"320";"catholique";"-0.609487702234989";"-1.06950356475087";"0.833432254052138";"485"
"321";"jean";"-0.556203013957815";"0.183345356953642";"0.83343021454071";"486"
"322";"connaître";"-0.265083703340552";"-0.228805787085906";"0.833362327946021";"487"
"323";"cas";"-0.413219582264155";"-0.6105117585276";"0.833244327641949";"488"
"324";"religieux";"-0.517303371116003";"-0.683229667134338";"0.833178189199913";"489"
"325";"vaud";"-0.30776589070991";"-0.0184833799639927";"0.833156337291751";"490"
"326";"blanc";"-0.353272887383634";"-0.381074427462086";"0.833056401231759";"491"
"327";"mois";"-0.37283731745434";"-0.209826422390573";"0.832999003552988";"492"
"328";"fait";"-0.417287969762275";"-1.05082606689232";"0.832801462303207";"493"
"329";"difficile";"-0.284767734990997";"-0.435190748332147";"0.832657531068116";"494"
"330";"wallah";"-0.209181786704517";"-0.802848432645805";"0.832619654427303";"496"
"331";"récréation";"2.32282012551897";"1.66900683060956";"0.832104240753464";"497"
"332";"facile";"-0.521418429470039";"-0.373175807078272";"0.831958852724496";"498"
"333";"fille";"0.27015362427976";"0.0188147549160999";"0.831745286742063";"499"
"334";"envie";"-0.112652496550212";"-0.253021254372098";"0.831723726192677";"500"
"335";"emji_visage_en_pleine_réflexion";"-0.341136145810769";"-0.636293548111701";"0.831721978040024";"501"
"336";"heure";"0.31210589941508";"-0.0638762793886412";"0.831577755446158";"502"
