"";"X.rts_a";"X.rts_i"
"emji_visage_avec_un_sourire_malin";-0,5952;0,5952
"emji_visage_riant_aux_larmes";254,7908;-254,7908
"vide_aucun_emji";-308,4325;308,4325
"emji_visage_souriant_avec_yeux_rieurs";35,122;-35,122
"emji_se_rouler_par_terre_de_rire";32,9673;-32,9673
"emji_visage_souriant_avec_une_goutte_de_sueur";22,3623;-22,3623
"emji_feu";5,7354;-5,7354
"emji_yeux";-2,5925;2,5925
"emji_visage_avec_lunettes_de_soleil";4,5663;-4,5663
"emji_ok";5,952;-5,952
"emji_trinquer";0,302;-0,302
"emji_applaudissements";6,417;-6,417
"emji_ok_peau_claire";0,8707;-0,8707
"emji_homme_avec_la_paume_sur_le_visage";-3,9972;3,9972
"emji_visage_qui_hurle_de_peur";0,9778;-0,9778
"emji_applaudissements_peau_claire";-1,8839;1,8839
"emji_drapeau_suisse";-4,3171;4,3171
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";-1,481;1,481
"emji_visage_souriant_aux_yeux_rieurs";19,5664;-19,5664
"emji_visage_envoyant_un_bisou";3,7528;-3,7528
"emji_visage_avec_bouche_ouverte";1,6734;-1,6734
"emji_visage_avec_un_doigt_sur_la_bouche";0,2716;-0,2716
"emji_soleil";3,0273;-3,0273
"emji_visage_rieur";11,3858;-11,3858
"emji_pouce_vers_le_haut";32,6522;-32,6522
"emji_pouce_vers_le_haut_peau_moyennement_claire";2,003;-2,003
"emji_cornes_avec_les_doigts";0,6546;-0,6546
"emji_v_de_la_victoire_peau_moyennement_claire";-0,8609;0,8609
"emji_visage_avec_masque";0,796;-0,796
"emji_visage_qui_pleure";-4,6563;4,6563
"emji_visage_avec_une_main_sur_la_bouche";5,9996;-5,9996
"emji_visage_souriant";10,1494;-10,1494
"emji_couronne";2,6539;-2,6539
"emji_feuille";-0,2586;0,2586
"emji_visage_de_clown";-8,66;8,66
"emji_visage_de_geek";-2,0127;2,0127
"emji_cotillons";0,2972;-0,2972
"emji_papillon";3,3642;-3,3642
"emji_notes_de_musique";20,7992;-20,7992
"emji_visage_roulant_des_yeux";-6,2835;6,2835
"emji_fondue";0,8926;-0,8926
"emji_visage_souriant_avec_une_larme";0,4165;-0,4165
"emji_miam";4,1349;-4,1349
"emji_visage_souriant_avec_de_grands_yeux";5,0284;-5,0284
"emji_visage_qui_vomit";0,393;-0,393
"emji_visage_qui_bave";0,4397;-0,4397
"emji_drapeau_belgique";1,4923;-1,4923
"emji_cerveau";-0,3886;0,3886
"emji_visage_qui_rougit";0,5977;-0,5977
"emji_visage_boudeur";-25,1966;25,1966
"emji_singe_ne_rien_voir";0,9235;-0,9235
"emji_colombe";-15,9304;15,9304
"emji_visage_implorant";5,441;-5,441
"emji_abeille";3,7785;-3,7785
"emji_chat_qui_sourit_avec_des_yeux_rieurs";-0,5093;0,5093
"emji_cent_points";1,9495;-1,9495
"emji_applaudissements_peau_moyennement_claire";0,3542;-0,3542
"emji_explosion";-0,2586;0,2586
"emji_visage_festif";-4,3735;4,3735
"emji_pouce_vers_le_haut_peau_claire";0,8825;-0,8825
"emji_ok_peau_moyennement_claire";1,814;-1,814
"emji_visage_avec_des_symboles_dans_la_bouche";-26,9917;26,9917
"emji_signe_de_la_main";3,2961;-3,2961
"emji_tulipe";3,8713;-3,8713
"emji_nuage_avec_neige";3,1592;-3,1592
"emji_flocon";3,5047;-3,5047
"emji_part_de_fromage";-2,4255;2,4255
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";-3,491;3,491
"emji_visage_pensif";0,2915;-0,2915
"emji_visage_bleu_et_froid";0,3434;-0,3434
"emji_drapeau_france";-1,0324;1,0324
"emji_feuille_morte";-1,0777;1,0777
"emji_jeune_pousse";0,3743;-0,3743
"emji_bouteille_de_champagne";-1,2293;1,2293
"emji_dans_le_mille";-0,6771;0,6771
"emji_chat_qui_pleure_de_joie";0,8071;-0,8071
"emji_rose";20,457;-20,457
"emji_personne_avec_la_paume_sur_le_visage_peau_claire";0,3468;-0,3468
"emji_index_pointant_vers_le_haut_peau_claire";-0,3886;0,3886
"emji_note_de_musique";2,5548;-2,5548
"emji_index_pointant_vers_le_haut";-0,2702;0,2702
"emji_partition";10,751;-10,751
"emji_pouce_vers_le_bas_peau_claire";-1,957;1,957
"emji_visage_anxieux_avec_goutte_de_sueur";-2,2986;2,2986
"emji_visage_avec_un_monocle";-2,3099;2,3099
"emji_skieur";-1,0476;1,0476
"emji_personne_avec_la_paume_sur_le_visage";-3,5829;3,5829
"emji_visage_sans_expression";-1,3903;1,3903
"emji_fleur_de_cerisier";6,0202;-6,0202
"emji_v_de_la_victoire";-2,2659;2,2659
"emji_ampoule";-0,2958;0,2958
"emji_visage_confus";0,4592;-0,4592
"emji_symbole_de_paix";-0,3886;0,3886
"emji_visage_retenant_ses_larmes";24,5663;-24,5663
"emji_points_d_exclamation_et_d_interrogation";-2,536;2,536
"emji_cornes_avec_les_doigts_peau_claire";-0,8615;0,8615
"emji_visage_qui_regarde_entre_ses_doigts";1,3049;-1,3049
"emji_visage_rouge_et_chaud";0,7592;-0,7592
"emji_bouquet";2,0652;-2,0652
"emji_visage_sans_bouche";-0,2958;0,2958
"emji_visage_endormi";-1,0895;1,0895
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";-2,2986;2,2986
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";0,3882;-0,3882
"emji_visage_qui_tire_la_langue";-0,5689;0,5689
"emji_visage_qui_fond";0,3414;-0,3414
"emji_visage_aux_yeux_en_spirales";0,2848;-0,2848
"emji_croix_latine";-1,5521;1,5521
"emji_sac_plein_d_argent";-5,2288;5,2288
"emji_verre_de_vin";3,1962;-3,1962
"emji_tas_de_crotte";-0,5781;0,5781
"emji_visage_avec_bouche_en_diagonale";0,3287;-0,3287
"emji_pouce_vers_le_bas";-2,9693;2,9693
"emji_poing_de_face";0,4915;-0,4915
"emji_visage_neutre";0,4568;-0,4568
"emji_moai";0,2282;-0,2282
"emji_bout_des_doigts_joints";0,3388;-0,3388
"emji_v_de_la_victoire_peau_claire";-0,4606;0,4606
"emji_point_d_exclamation_rouge";-1,0401;1,0401
"emji_vague";1,9057;-1,9057
"emji_parapluie_avec_gouttes_de_pluie";0,6273;-0,6273
"emji_ballon_gonflable";1,6975;-1,6975
"emji_applaudissements_peau_mate";-2,6024;2,6024
"emji_visage_qui_fait_un_salut_militaire";0,6905;-0,6905
"emji_hibiscus";4,4095;-4,4095
"emji_visage_somnolent";-2,3006;2,3006
"emji_visage_souriant_avec_des_cornes";-0,3205;0,3205
"emji_singe_ne_rien_dire";0,2282;-0,2282
"emji_ogre";-0,8615;0,8615
"emji_escargot";1,6975;-1,6975
"emji_ballon_de_football";0,3944;-0,3944
