"";"banalfreq";"X.rts_a";"X.rts_i"
"emji_visage_avec_un_sourire_malin";176;-0,5952;0,5952
"emji_trinquer";27;0,302;-0,302
"emji_ok_peau_claire";50;0,8707;-0,8707
"emji_visage_qui_hurle_de_peur";327;0,9778;-0,9778
"emji_applaudissements_peau_claire";135;-1,8839;1,8839
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";72;-1,481;1,481
"emji_visage_avec_bouche_ouverte";990;1,6734;-1,6734
"emji_visage_avec_un_doigt_sur_la_bouche";52;0,2716;-0,2716
"emji_cornes_avec_les_doigts";67;0,6546;-0,6546
"emji_v_de_la_victoire_peau_moyennement_claire";13;-0,8609;0,8609
"emji_visage_avec_masque";15;0,796;-0,796
"emji_feuille";42;-0,2586;0,2586
"emji_cotillons";62;0,2972;-0,2972
"emji_fondue";32;0,8926;-0,8926
"emji_visage_souriant_avec_une_larme";217;0,4165;-0,4165
"emji_visage_qui_vomit";119;0,393;-0,393
"emji_visage_qui_bave";12;0,4397;-0,4397
"emji_drapeau_belgique";10;1,4923;-1,4923
"emji_cerveau";12;-0,3886;0,3886
"emji_visage_qui_rougit";156;0,5977;-0,5977
"emji_singe_ne_rien_voir";134;0,9235;-0,9235
"emji_chat_qui_sourit_avec_des_yeux_rieurs";11;-0,5093;0,5093
"emji_cent_points";47;1,9495;-1,9495
"emji_applaudissements_peau_moyennement_claire";139;0,3542;-0,3542
"emji_explosion";42;-0,2586;0,2586
"emji_pouce_vers_le_haut_peau_claire";153;0,8825;-0,8825
"emji_ok_peau_moyennement_claire";43;1,814;-1,814
"emji_visage_pensif";146;0,2915;-0,2915
"emji_visage_bleu_et_froid";49;0,3434;-0,3434
"emji_drapeau_france";81;-1,0324;1,0324
"emji_feuille_morte";12;-1,0777;1,0777
"emji_jeune_pousse";21;0,3743;-0,3743
"emji_bouteille_de_champagne";19;-1,2293;1,2293
"emji_dans_le_mille";12;-0,6771;0,6771
"emji_chat_qui_pleure_de_joie";77;0,8071;-0,8071
"emji_personne_avec_la_paume_sur_le_visage_peau_claire";23;0,3468;-0,3468
"emji_index_pointant_vers_le_haut_peau_claire";12;-0,3886;0,3886
"emji_index_pointant_vers_le_haut";37;-0,2702;0,2702
"emji_pouce_vers_le_bas_peau_claire";18;-1,957;1,957
"emji_skieur";16;-1,0476;1,0476
"emji_visage_sans_expression";48;-1,3903;1,3903
"emji_ampoule";13;-0,2958;0,2958
"emji_visage_confus";27;0,4592;-0,4592
"emji_symbole_de_paix";12;-0,3886;0,3886
"emji_cornes_avec_les_doigts_peau_claire";15;-0,8615;0,8615
"emji_visage_qui_regarde_entre_ses_doigts";128;1,3049;-1,3049
"emji_visage_rouge_et_chaud";28;0,7592;-0,7592
"emji_visage_sans_bouche";13;-0,2958;0,2958
"emji_visage_endormi";38;-1,0895;1,0895
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";26;0,3882;-0,3882
"emji_visage_qui_tire_la_langue";17;-0,5689;0,5689
"emji_visage_qui_fond";82;0,3414;-0,3414
"emji_visage_aux_yeux_en_spirales";71;0,2848;-0,2848
"emji_croix_latine";29;-1,5521;1,5521
"emji_tas_de_crotte";79;-0,5781;0,5781
"emji_visage_avec_bouche_en_diagonale";18;0,3287;-0,3287
"emji_poing_de_face";15;0,4915;-0,4915
"emji_visage_neutre";44;0,4568;-0,4568
"emji_moai";12;0,2282;-0,2282
"emji_bout_des_doigts_joints";11;0,3388;-0,3388
"emji_v_de_la_victoire_peau_claire";18;-0,4606;0,4606
"emji_point_d_exclamation_rouge";22;-1,0401;1,0401
"emji_vague";12;1,9057;-1,9057
"emji_parapluie_avec_gouttes_de_pluie";11;0,6273;-0,6273
"emji_ballon_gonflable";11;1,6975;-1,6975
"emji_visage_qui_fait_un_salut_militaire";80;0,6905;-0,6905
"emji_visage_souriant_avec_des_cornes";22;-0,3205;0,3205
"emji_singe_ne_rien_dire";12;0,2282;-0,2282
"emji_ogre";15;-0,8615;0,8615
"emji_escargot";11;1,6975;-1,6975
"emji_ballon_de_football";14;0,3944;-0,3944
"emji_lotus";11;1,6975;-1,6975
"emji_boisson_chaude";14;0,3944;-0,3944
"emji_cadeau";12;0,4397;-0,4397
"emji_confettis";11;-0,2663;0,2663
"emji_chat_qui_pleure";10;-0,3604;0,3604
"emji_chat";16;0,9295;-0,9295
"emji_double_point_d_exclamation";18;-0,275;0,275
"emji_soleil_avec_visage";32;0,3191;-0,3191
"emji_homme_avec_la_paume_sur_le_visage_peau_moyennement_claire";17;-1,7189;1,7189
"emji_bout_des_doigts_joints_peau_claire";12;0,2282;-0,2282
"emji_croix";19;-0,3715;0,3715
"emji_ciseaux";22;0,9817;-0,9817
"emji_visage_de_menteur";13;-1,8742;1,8742
"emji_empreintes_d_animaux";25;0,4946;-0,4946
"emji_arc_en_ciel";19;0,2404;-0,2404
"emji_billet_en_dollars";10;-1,1092;1,1092
"emji_billet_avec_des_ailes";26;-1,3828;1,3828
"emji_paume_contre_paume_doigts_vers_le_haut";17;1,069;-1,069
"emji_rat";10;-0,6674;0,6674
