genou;19;0;1;8;0;12
geneve;5;0;1;28;0;3
fabuleux;30;0;0;4;0;6
exception;1;0;2;10;0;27
essence;0;0;1;25;0;13
ennemi;0;0;12;7;0;19
emji_v_de_la_victoire;14;0;4;7;0;12
emji_partition;33;0;0;1;0;2
emji_femme_qui_hausse_les_épaules_peau_claire;1;2;2;8;0;26
emji_applaudissements_peau_moyennement_claire;9;0;3;2;1;9
détail;5;0;3;7;0;25
démocrate;0;0;18;7;0;10
délit;0;1;16;6;0;15
creuser;0;0;6;10;2;22
consulter;0;0;1;7;1;31
colère;1;0;6;9;3;21
coincer;6;0;5;5;0;23
bouffe;4;0;0;18;5;13
attentat;0;0;36;1;0;1
aspect;0;0;0;4;0;35
équité;0;0;0;17;0;19
élevage;0;0;0;10;9;20
éclater;7;0;4;10;0;18
virer;3;0;2;12;0;22
univers;5;0;0;3;0;31
trafiquant;0;0;17;8;0;11
secte;1;0;1;3;26;7
résident;0;0;1;32;0;2
réclamer;4;0;9;7;0;18
rigolo;12;1;1;3;0;21
rencontre;10;0;0;7;0;22
recommencer;2;0;11;6;0;20
pénal;0;0;12;9;0;16
privilégier;0;0;4;26;0;8
paysan;6;0;0;22;1;9
patriarcat;1;0;0;1;0;36
particulièrement;8;0;2;3;0;26
ouin;0;0;1;0;0;16
oral;3;0;0;2;0;34
of;5;0;6;6;0;18
noter;2;0;6;5;0;24
munition;0;0;2;30;0;5
masculinisme;0;0;0;0;0;38
majoritairement;0;0;6;20;0;13
mai;4;0;12;6;1;14
lamentable;0;0;5;12;2;20
inflation;1;0;0;34;0;3
impunité;1;0;30;4;0;4
héros;7;0;10;5;0;17
gratuitement;1;0;0;26;0;11
financement;0;0;8;24;0;6
expert;2;0;4;3;0;30
exercer;0;0;7;10;0;22
etais;19;0;1;1;0;18
envahir;1;0;24;6;1;7
emji_visage_déçu;19;0;0;4;1;14
emji_sapin_de_noël;33;0;0;1;0;0
emji_main_avec_index_pointant_à_droite;2;0;4;14;0;2
détriment;0;0;6;20;0;13
dégager;10;0;6;6;1;14
ducoup;2;0;0;5;0;32
donald;2;0;27;3;0;5
commission;0;11;8;15;0;5
chéri;22;0;3;0;0;13
champ;1;0;1;11;1;25
ceinture;5;0;1;21;0;11
canon;4;1;19;5;0;9
brésilien;2;0;12;2;0;20
briser;3;0;14;5;4;13
bancaire;0;0;0;34;0;3
attente;1;0;3;21;0;14
ange;25;0;3;1;1;7
aigri;11;0;1;4;0;21
administration;0;1;2;30;0;6
éternel;9;0;4;6;2;17
émettre;1;0;3;19;1;13
votation;0;0;4;23;0;11
toit;3;0;3;8;1;23
statut;2;0;4;7;0;25
révolution;2;0;4;4;0;27
réfugié;0;0;17;6;0;13
reproduire;0;0;2;6;4;26
remise;1;0;6;3;0;28
pudeur;26;0;0;2;0;10
provenir;1;0;8;19;0;10
printemps;34;0;1;0;1;1
presse;3;0;9;3;0;23
poulet;11;0;0;15;7;3
orienter;3;0;3;6;0;24
occupation;1;1;32;2;0;1
nouvel;1;1;5;4;1;26
mélange;6;0;1;7;0;24
mystère;2;1;0;29;1;4
multiple;1;0;3;9;0;25
mio;0;0;1;33;0;0
mandat;0;0;21;6;0;10
louper;14;0;4;0;0;20
ironie;3;0;2;6;2;25
infini;11;0;1;16;0;10
indispensable;2;14;0;7;0;15
idiot;2;1;1;4;0;30
gouverner;1;0;14;8;0;14
fumée;3;0;2;28;1;4
extermination;1;0;34;1;0;2
ete;9;1;3;11;0;11
entretien;3;0;1;10;0;24
emji_visage_neutre;3;0;1;9;0;19
délire;6;0;4;3;0;23
dose;2;0;0;11;1;21
documenter;1;0;11;9;0;16
dignité;10;0;5;2;0;21
dealer;3;0;1;7;0;25
criminalité;0;0;5;14;0;18
contenu;3;0;1;6;0;28
conducteur;0;0;0;33;0;4
claudia;33;0;0;0;0;4
cirque;0;0;11;7;10;9
circuler;1;0;4;28;0;5
chauffage;1;0;0;30;0;5
boulangerie;8;0;0;18;1;9
bol;3;3;3;5;3;21
blâmer;0;0;2;12;2;20
artifice;9;0;3;8;0;15
amoureux;18;0;1;0;2;16
ahaha;23;1;1;4;1;8
écraser;2;0;2;11;3;19
vitrine;1;0;16;13;0;7
vendeur;2;0;1;24;0;7
valaisan;30;0;0;2;1;4
tribunal;0;0;21;3;0;13
transparence;1;0;0;12;0;24
temu;2;0;0;33;0;0
tcheu;33;0;0;0;0;3
tarif;1;0;0;32;0;3
séparer;2;6;3;6;2;17
sucre;1;0;0;24;3;9
stopper;0;0;7;14;2;11
soulever;4;1;2;6;1;22
sonner;11;0;1;3;0;21
sion;4;0;8;21;0;3
révéler;0;0;5;9;1;21
rayon;4;0;0;28;0;5
qqn;2;0;3;4;0;27
psychologique;0;0;1;0;0;36
prostitution;0;1;0;1;0;34
procédure;0;0;8;9;0;19
merveille;17;0;1;4;0;14
marketing;0;0;3;24;0;10
libération;0;0;29;1;0;7
jambe;9;3;1;8;0;15
jaloux;4;1;1;2;0;28
inclure;0;0;11;11;0;15
ignorant;2;0;1;4;0;29
héritier;0;0;1;31;0;3
gentillesse;25;0;1;1;1;9
fr;3;1;3;25;0;4
faune;1;0;0;11;23;1
exigence;3;0;4;10;0;18
emji_symbole_d_avertissement;2;0;5;17;0;6
emji_mains_qui_forment_un_coeur_peau_moyennement_claire;26;0;1;1;1;7
emji_homme_avec_la_paume_sur_le_visage_peau_claire;3;1;0;11;3;16
emji_homme_avec_la_paume_sur_le_visage;1;1;5;18;0;11
emji_cotillons;17;0;0;1;0;1
dépression;1;0;0;20;0;16
douleur;6;0;7;6;0;16
cuisiner;5;0;0;9;2;18
condamnation;0;0;19;3;0;15
brigitte;7;0;0;1;1;26
aise;3;1;0;1;0;32
évoquer;6;0;6;11;0;12
étape;7;0;2;13;0;13
élégance;30;0;0;2;0;4
woke;2;0;1;1;1;30
vaccin;1;0;4;25;0;5
troisième;3;0;2;20;0;10
spécialiste;3;0;2;19;1;10
splendeur;6;0;15;8;1;5
spectacle;10;0;1;10;1;13
sketch;12;0;1;6;0;16
situer;0;0;2;25;0;9
semer;0;0;30;2;0;3
semblant;0;0;6;3;0;27
rétablissement;32;0;0;1;0;3
russe;2;0;23;2;0;7
romance;0;0;0;0;0;29
risquer;1;0;5;25;1;4
représentant;1;0;5;14;0;15
renvoyer;1;0;4;21;0;9
recul;10;0;1;1;0;24
promesse;0;0;9;22;0;4
percevoir;2;0;1;12;0;18
officiellement;1;0;18;4;0;12
min;2;1;1;23;0;7
milice;1;0;23;4;0;8
meurtre;0;0;13;0;1;22
maturité;17;1;0;0;0;18
louvre;3;0;0;29;0;3
interviewer;5;0;0;1;0;30
inquiétant;0;0;1;6;0;28
indépendance;1;0;14;11;0;10
immeuble;3;4;0;26;0;1
hab;3;0;4;8;0;20
glace;16;0;0;10;2;8
faciliter;0;0;4;24;0;8
esclave;3;0;1;8;1;23
epstein;0;0;16;2;0;14
emji_visage_avec_un_doigt_sur_la_bouche;2;0;4;15;0;14
emji_soleil;28;0;0;2;0;1
emji_femme_avec_la_paume_sur_le_visage;2;0;0;2;2;24
emji_drapeau_france;8;5;3;12;0;6
déguiser;3;0;9;12;0;12
durée;0;0;7;22;1;6
douter;5;0;5;4;1;21
dividende;0;0;0;23;0;0
connait;3;0;1;6;0;26
catégorie;0;0;2;11;0;21
boy;10;0;0;2;0;24
bin;3;0;4;14;0;15
aérien;0;0;6;21;0;5
avril;18;0;2;6;0;8
automne;32;0;0;2;1;1
assister;4;0;6;6;0;19
algérie;4;8;18;2;0;4
ados;7;0;2;0;1;26
acquérir;3;0;1;13;1;18
étoile;12;0;4;7;0;12
écriture;6;0;0;1;0;28
vomir;1;1;2;2;2;27
typique;1;0;4;1;1;27
traîner;1;1;3;3;0;26
tentative;0;0;5;6;0;21
surprenant;4;2;4;13;0;12
stresser;6;0;1;5;0;20
soumission;0;0;4;2;1;26
solide;4;1;0;15;0;14
serrer;2;0;1;17;0;15
rolex;2;0;1;29;0;2
racine;1;0;1;6;0;26
prévenir;0;0;5;16;0;14
phase;2;0;3;19;0;10
personnalité;10;0;1;3;0;20
parfum;3;1;0;5;0;23
parallèle;0;0;5;19;0;10
papi;27;0;1;1;0;6
panier;0;0;3;10;0;22
nucléaire;0;0;6;21;0;8
new_wave;30;0;0;0;0;2
lait;6;1;1;12;0;13
japonais;3;24;0;1;0;5
japon;1;1;6;8;0;19
inadmissible;1;0;9;9;1;15
idéologique;0;0;4;7;0;24
goûter;7;0;0;21;1;6
fêter;5;0;6;13;0;10
féliciter;2;1;5;2;1;24
fuite;0;1;8;15;0;11
exagérer;2;1;0;7;0;25
enjeu;0;0;3;16;0;16
emji_personne_qui_hausse_les_épaules;1;0;1;11;0;20
emji_mains_en_prière_peau_légèrement_mate;16;0;4;0;0;7
emji_doigts_croisés;9;0;1;4;0;11
décidément;0;1;8;8;0;18
divorce;0;0;0;4;0;29
corrompre;0;0;28;3;0;4
convention;0;0;15;9;0;11
concurrence;0;0;0;30;0;4
compenser;0;0;3;27;2;2
colonial;0;0;24;6;0;4
co2;0;0;0;30;0;5
cliché;4;0;2;3;0;26
censurer;0;0;2;3;0;27
catholique;1;0;2;2;1;29
camarade;6;0;1;1;0;27
beurre;2;1;0;9;1;13
ambiance;14;0;1;9;0;10
alternative;0;1;0;31;0;3
administratif;0;0;11;18;0;4
abe;4;0;1;13;0;17
équilibré;0;0;0;13;5;16
wokisme;2;0;1;2;1;26
vendredi;4;0;2;8;0;19
valaisans;2;0;0;22;1;8
syrie;0;0;29;1;0;3
sympathique;20;1;0;7;1;5
signaler;1;0;3;8;2;19
septembre;1;0;7;18;0;6
roman;7;0;1;2;0;23
resto;0;2;0;19;0;13
préféré;26;0;0;6;0;2
proportion;1;0;3;24;0;6
piège;1;0;1;13;4;15
passeport;1;0;2;10;0;20
parking;1;0;0;31;0;0
office;2;0;0;16;0;16
métro;2;0;0;31;0;1
montage;4;0;4;6;0;19
jaune;8;0;0;12;1;13
isolé;1;1;2;13;0;17
islam;0;0;13;0;2;18
google;3;0;2;5;2;22
front;2;0;5;5;0;21
françois;28;0;0;2;0;4
filer;0;0;0;20;2;12
fasciste;1;0;13;2;0;17
fake;1;0;0;3;0;30
extraire;7;0;3;6;0;18
emmental;22;0;0;3;0;6
emmener;3;1;2;5;1;22
ego;0;0;0;2;0;32
effondrer;1;0;2;22;0;9
effectif;1;0;4;18;0;10
défi;3;0;0;8;0;23
dynamique;12;0;0;8;0;14
draguer;2;0;1;1;0;24
domicile;0;0;1;24;0;6
document;6;0;10;2;0;15
delà;1;0;3;12;0;18
cotisation;0;0;0;32;0;0
corporel;0;1;0;5;0;27
conversation;6;0;0;2;0;24
constructif;1;0;1;1;0;31
conduite;0;0;0;26;0;8
comparable;1;0;4;21;1;7
cité;5;0;5;6;1;17
charmant;28;0;0;3;0;3
cf;0;0;5;15;0;14
catastrophique;2;0;0;17;2;13
cassis;3;0;28;1;0;2
capter;4;0;0;18;0;12
bot;1;0;6;2;0;25
bière;1;0;1;24;0;8
bijoux;2;0;0;23;0;9
atmosphère;4;1;0;23;0;3
août;4;0;3;4;0;22
ado;4;1;0;4;0;22
aberrant;0;0;4;12;1;17
émotionnel;1;0;2;3;0;27
élite;1;0;6;15;0;11
égypte;0;0;29;1;0;0
çà;11;0;3;6;0;13
zurich;3;0;0;26;0;3
walkman;29;0;0;0;0;1
témoigner;5;0;4;3;1;19
tordre;0;0;1;3;1;28
tjr;2;0;0;6;0;25
tas;1;0;1;9;1;19
taff;0;0;1;7;0;24
sommeil;1;0;3;6;0;22
salade;21;0;2;5;1;3
résumer;1;0;5;5;0;22
réserve;2;0;1;24;0;5
régaler;28;0;1;2;1;1
réchauffer;7;0;0;22;0;4
recommander;4;1;0;12;0;16
radical;1;0;11;6;0;12
rabaisser;0;0;1;3;0;24
processus;0;0;9;17;0;7
prier;7;1;7;0;0;16
peinture;3;0;0;21;0;7
patient;0;0;3;12;1;15
ouvert;0;1;0;23;0;9
omg;17;1;1;4;1;9
nettement;1;0;1;23;0;8
mètre;1;1;3;18;1;7
multinationale;1;0;2;28;0;0
mission;2;0;2;12;0;16
maîtrise;2;0;2;5;0;24
lot;2;0;4;16;1;10
lorrain;30;0;0;0;0;1
larme;26;0;4;0;0;3
jordanie;0;0;32;1;0;0
huitante;21;0;0;5;0;4
généralité;1;0;0;0;0;31
généraliser;1;0;0;3;0;29
factuel;0;0;1;2;0;28
entourage;4;0;1;12;0;16
employeur;0;0;0;20;0;12
empire;0;1;13;8;0;7
emji_visage_expirant;4;0;1;3;0;22
emji_visage_endormi;8;1;1;6;0;15
emji_pouce_vers_le_haut_peau_moyennement_claire;22;0;0;1;0;8
emji_poing_levé;11;0;7;3;0;10
déterminer;1;0;3;5;1;23
dépendant;0;0;0;7;13;11
disposition;1;1;2;17;0;11
dinguerie;11;0;1;6;0;15
croissance;0;0;0;30;0;3
cornet;20;0;0;4;0;7
constamment;0;0;5;14;0;14
compagnon;10;0;1;1;2;17
claque;3;0;1;0;2;27
bénéfique;0;0;0;9;0;24
bâton;2;0;1;26;0;4
budgétaire;0;0;0;30;0;1
boiter;1;0;0;26;0;5
barrière;4;0;0;6;0;20
b2;0;0;0;1;0;32
auteur;2;0;3;3;1;22
auprès_de;2;0;2;12;0;16
alimentation;1;1;0;15;3;12
éteindre;1;0;0;4;0;25
université;0;0;2;11;0;19
traumatiser;3;1;1;4;0;22
tiers;0;0;3;8;0;20
tempête;5;0;2;10;0;14
star;24;0;1;2;0;5
standard;2;0;3;7;1;17
section;0;0;2;1;0;28
romands;2;0;0;18;0;12
reparler;1;0;4;8;0;18
refléter;4;0;5;4;0;19
record;3;0;0;24;0;4
qqun;3;0;2;2;0;23
purement;0;0;1;15;0;16
priver;2;0;1;16;0;12
potentiel;0;0;1;13;0;18
portée;0;0;2;7;0;22
politiquement;1;0;3;3;0;25
patte;5;1;0;6;9;11
miracle;5;0;3;8;0;15
mimi;29;0;1;0;1;1
michel;19;0;1;2;0;10
loup;2;0;4;2;23;1
jalousie;4;0;1;4;0;23
illusion;1;0;1;7;0;23
hallucinant;2;1;3;4;0;22
galer;1;0;0;9;2;20
fast_food;2;0;1;6;0;18
facilité;0;0;1;7;0;23
existant;1;0;2;23;0;5
entretenir;1;0;4;12;0;15
emji_étourdissement;25;0;0;0;0;2
emji_visage_démoralisé_avec_goutte_de_sueur;4;0;0;5;1;20
emji_cent_points;26;0;0;0;0;3
déménager;3;0;1;19;3;6
découverte;8;0;1;2;1;19
décembre;6;0;1;17;0;7
disparition;4;2;4;9;2;11
diffuser;3;0;2;3;0;24
dark;0;0;0;1;0;26
coter;2;0;6;7;0;16
copier;2;1;2;9;0;17
contredire;0;0;2;2;0;28
communication;1;0;2;7;0;22
combler;4;0;0;17;1;10
cohérent;2;0;5;7;1;17
champignon;2;0;0;17;2;9
centime;0;0;0;30;0;1
calmer;2;0;3;7;0;20
bobo;0;0;5;10;0;17
biodiversité;0;0;0;16;1;12
balcon;3;0;0;4;5;15
bac;0;1;0;4;0;26
autonome;3;0;2;22;0;5
attraper;4;1;3;1;5;18
appareil;6;0;1;14;0;11
amusant;17;0;2;4;0;9
amazon;0;1;0;30;0;1
accusation;0;0;16;2;0;14
époux;8;0;1;0;0;21
épargner;1;1;4;16;0;8
ère;2;0;9;7;0;13
xénophobe;1;0;0;1;0;28
volontairement;0;0;3;13;1;13
visiter;4;0;5;13;0;9
visite;5;0;5;11;1;9
vachement;0;0;4;6;0;21
usine;1;0;0;17;0;10
trier;3;0;0;10;1;15
traumatisme;1;0;2;8;0;19
symbole;2;0;6;8;0;14
stats;0;0;0;9;0;20
soucier;0;0;2;13;2;13
sensibilité;11;0;0;1;1;18
râler;4;0;1;14;1;11
retraité;1;0;0;18;0;11
représentatif;2;0;3;3;0;23
relier;0;1;3;23;0;4
recruter;0;0;4;22;0;5
plr;0;0;0;11;0;19
parceque;3;0;2;2;1;23
pacifiquement;0;0;17;2;0;12
organisme;0;0;7;12;0;12
nuisible;7;1;1;2;15;4
mécanisme;0;0;1;8;0;22
mythe;3;0;1;20;0;7
mortel;1;0;0;24;1;5
migrant;0;0;4;17;0;10
masque;0;0;6;3;0;22
louis;18;0;2;4;0;5
kidnapper;0;0;29;0;0;1
juridique;0;0;5;5;0;20
issue;0;1;5;5;0;20
issu;2;0;1;12;0;16
intégration;1;0;1;18;0;11
interdit;1;0;18;2;1;8
fribourgeois;15;1;0;9;0;5
financièrement;0;0;1;9;0;21
fierté;2;0;0;4;0;25
fidèle;4;0;6;2;2;17
fiable;0;0;6;9;0;16
ferrari;11;0;0;17;0;1
exterminer;0;0;26;0;1;4
etes;7;1;0;3;1;17
essuyer;9;11;1;3;0;6
enterrer;1;0;9;9;1;10
emji_visage_bleu_et_froid;17;0;0;6;0;3
emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire;2;1;1;5;0;14
emji_cornes_avec_les_doigts;26;0;0;1;0;1
emji_coeur_rose;25;0;0;0;0;0
directeur;4;0;0;20;0;7
diplôme;1;0;0;20;0;9
dater;2;0;1;8;0;20
cultiver;1;0;3;5;0;22
couverture;0;1;8;15;0;6
contact;1;0;2;9;0;19
canard;5;3;0;10;2;10
caca;0;26;0;3;0;2
brillant;10;0;0;8;0;12
boule;4;1;0;12;0;14
blond;24;0;0;2;0;5
biensur;5;0;3;3;0;19
au_delà;0;0;0;13;0;18
attribuer;1;0;2;11;0;17
abattre;2;0;5;11;10;3
étouffer;2;0;3;8;0;17
établissement;0;0;1;19;0;10
épuiser;0;0;2;15;0;10
volant;3;0;1;10;0;15
vallée;18;0;1;7;0;2
troll;0;1;2;1;1;25
subside;0;0;0;28;0;1
sec;9;5;2;9;0;5
sauce;7;0;2;3;2;16
saisir;0;0;4;6;0;18
rio;1;0;25;1;0;3
revendiquer;0;0;8;2;0;20
recycler;1;1;2;24;0;2
reconnaissant;8;0;3;3;0;16
qualification;0;0;0;25;0;3
qq;8;0;1;4;0;16
poésie;16;0;0;0;0;13
pont;1;0;0;14;0;14
plomb;0;0;1;16;0;12
plier;5;0;0;15;1;9
plateau;12;0;0;4;0;13
pilier;2;0;0;23;0;2
pc;1;0;0;8;0;21
parer;4;0;1;4;0;21
occurrence;1;1;3;4;1;20
norvège;1;0;2;25;0;1
neurone;1;0;3;0;0;26
navrer;0;0;0;4;0;26
météo;5;0;0;10;0;15
mécanique;0;0;0;17;1;12
my;11;0;0;1;0;17
mouton;2;0;0;4;14;9
mobiliser;1;0;12;6;1;10
lgbt;0;0;4;1;0;25
lent;0;0;0;11;0;17
lamal;0;0;0;29;0;0
inhumain;0;0;16;1;0;13
influencer;1;0;1;9;0;18
humoriste;2;0;0;5;0;23
grand_père;14;0;0;4;0;12
graine;5;0;1;6;4;14
go;16;0;1;5;3;5
genevoise;8;0;0;13;0;9
gagnant;1;0;1;22;0;5
frustration;2;0;2;1;0;25
famine;0;0;23;2;1;3
enfermer;2;0;2;0;0;26
emji_mains_levées_peau_claire;19;1;1;5;0;4
emji_drapeau_italie;2;16;0;3;0;3
dénigrer;1;0;1;0;1;26
débrouiller;8;0;1;5;0;16
douane;0;0;3;27;0;0
disposer;1;0;1;16;0;12
deviner;4;1;2;7;0;16
descente;21;0;1;3;0;5
croyant;1;0;3;0;0;26
cibler;0;0;8;14;0;8
chauffer;1;0;0;21;0;8
censure;0;0;1;3;0;26
calculatrice;3;0;0;2;0;24
bouclier;0;0;17;10;0;2
biologique;0;1;0;15;0;14
bien_être;3;0;0;5;4;18
barrage;0;1;2;23;0;1
bardot;7;0;0;0;0;22
bad;1;0;0;2;1;26
arrogance;1;0;1;3;0;22
alpe;4;0;2;16;0;7
allumer;6;0;1;7;0;15
affligeant;0;0;0;3;0;27
équiper;1;3;2;16;0;6
édition;3;0;0;14;0;10
vulnérable;0;0;0;9;0;20
voyou;2;0;21;2;0;4
usager;0;0;1;26;0;1
tunisie;5;2;6;1;1;13
transporter;0;2;1;23;2;1
trace;1;1;0;3;1;20
tkt;3;0;0;2;0;24
terrasse;3;0;0;23;1;1
séquence;25;0;0;0;0;4
soupe;20;0;1;3;0;4
sondage;2;0;0;3;0;22
savoie;8;0;0;14;0;5
sarkozy;0;0;25;1;0;2
routier;1;0;2;25;1;0
rh;0;0;0;24;0;3
relayer;0;0;15;2;0;12
raser;4;2;7;2;0;14
qatar;0;0;28;0;0;1
publiquement;0;0;7;4;0;16
publicité;2;0;3;11;0;13
prédateur;0;0;0;8;8;12
précaire;0;0;3;18;0;7
promotion;3;0;2;7;0;17
promener;3;0;0;9;0;15
polémique;0;0;1;5;0;23
physiquement;2;0;0;4;0;22
persuader;0;0;1;9;0;19
payant;1;1;1;22;0;4
pardonner;2;0;3;0;0;24
panneau;2;1;0;13;3;9
offusquer;1;0;0;4;0;23
numérique;1;0;0;21;1;6
nuage;5;0;0;19;0;5
médiatique;2;0;16;6;0;5
moix;25;0;0;0;0;1
maire;1;0;9;10;0;9
insécurité;0;0;0;8;0;20
inde;1;0;6;14;0;8
hygiénique;0;22;0;2;0;5
généreux;9;0;2;8;0;10
guy;4;0;3;4;0;14
fusil;1;0;10;9;1;6
fonctionnement;0;0;2;18;1;8
fléau;0;0;1;16;1;11
exploit;6;0;1;5;0;17
excessif;0;0;0;14;0;14
esclavage;0;0;4;3;0;22
encadrer;0;0;4;6;1;18
emprisonner;1;0;20;3;0;5
emmerder;1;0;0;6;3;18
emji_sac_plein_d_argent;1;0;0;14;0;4
emji_ok_peau_claire;17;1;1;4;0;4
emji_coeur_vert;19;0;1;3;0;2
déplacement;0;0;3;25;0;1
démarche;2;0;2;3;1;21
déclaration;1;0;8;16;0;4
diversité;1;0;1;7;0;19
croissant;0;0;1;23;0;3
consigne;2;0;0;21;0;3
conservateur;2;0;2;5;0;19
combattre;0;0;4;5;0;19
colis;0;0;0;10;4;13
clavier;0;2;0;4;0;22
chantier;1;0;0;14;0;14
cedh;0;0;19;0;0;3
boucle;11;0;0;1;0;17
basique;0;0;1;5;0;22
applaudir;1;0;7;7;2;12
amitié;15;0;3;4;0;7
agriculture;2;0;1;24;0;1
afghanistan;0;0;20;0;0;8
admirer;12;0;0;2;1;14
éloigner;1;1;1;6;1;18
électronique;2;0;0;22;0;3
valoriser;2;0;0;19;0;6
valide;2;0;1;3;0;22
tsr;16;0;1;0;0;9
touriste;0;0;6;14;1;7
terreur;0;0;25;0;0;3
sélectif;1;0;9;7;1;9
séjour;4;0;0;13;0;11
symptôme;0;0;1;16;1;10
survie;0;0;2;10;5;11
sombre;4;0;0;3;0;21
slogan;1;0;9;5;0;13
skier;9;0;0;17;0;2
sdf;0;0;3;20;0;5
république;1;0;11;7;0;4
robe;17;0;3;3;0;4
ressortir;3;0;4;8;0;12
recyclage;2;0;0;20;0;2
rat;0;0;3;2;17;5
racheter;2;0;3;13;0;10
queue;1;0;0;22;1;4
qi;2;0;1;4;0;21
pôle;1;0;0;21;0;4
ptn;3;0;2;2;0;21
proportionnel;0;0;5;17;2;4
pq;1;19;1;1;0;6
pleurnicher;2;0;5;5;1;13
pilote;4;0;0;12;0;11
pet;1;6;0;10;1;10
parlement;0;0;3;9;0;16
ouvrier;1;0;0;20;0;5
oups;4;0;2;2;0;20
oppression;0;0;16;0;0;11
médian;0;0;1;20;0;5
motiver;2;0;2;5;0;19
moquerie;1;0;0;1;0;23
mini;7;0;0;7;1;12
menteur;1;0;15;2;0;9
masqué;0;0;11;0;0;17
manipulation;0;0;6;6;0;15
malhonnête;0;0;3;7;0;18
magie;13;0;0;3;0;11
mafia;0;0;1;18;0;7
lunaire;4;0;1;1;0;22
look;14;0;0;1;0;13
janvier;4;0;1;14;0;8
inverser;0;0;5;6;0;17
incompétent;0;0;3;9;0;16
haïr;9;0;7;1;0;7
gras;0;1;0;11;1;14
fixer;1;2;1;21;0;3
fiction;1;1;0;2;1;23
fascisme;0;0;4;4;0;20
exécution;0;0;28;0;0;0
etaient;4;0;9;2;0;12
entrepreneur;1;0;1;22;0;2
emporter;1;0;2;4;1;20
empoisonner;0;0;2;5;15;5
emji_tête_de_mort;4;0;5;4;0;1
emji_explosion;9;0;0;9;0;6
détresse;2;0;0;1;1;18
dérouler;3;0;6;6;0;12
déjeuner;1;0;0;3;1;18
domination;0;0;2;1;0;25
distribuer;1;0;1;15;0;10
dette;1;0;0;26;0;0
dessin;6;0;1;4;2;14
daron;21;0;1;0;0;4
crédit;0;0;0;24;0;4
croquette;0;0;0;1;24;2
costume;15;1;2;3;0;7
corée;1;0;19;3;0;4
conviction;2;1;1;2;0;22
contester;0;0;4;10;0;14
contacter;1;0;1;8;1;17
conjoint;0;0;0;3;0;23
concrètement;0;0;1;7;0;20
choc;1;0;0;8;2;17
chauffeur;3;0;0;21;0;1
bouton;7;0;1;1;0;19
bouchon;1;0;0;26;0;1
botte;3;0;2;3;0;20
boomer;3;0;0;2;2;21
bernois;5;0;3;4;0;15
bb;14;0;1;0;1;11
banaliser;0;0;2;4;0;21
associer;1;0;1;11;0;15
apartheid;0;0;28;0;0;0
allié;2;0;14;2;0;8
age;5;0;1;3;2;16
accrocher;7;0;0;6;1;14
éloquence;24;0;0;0;0;2
vrm;3;0;7;4;1;12
vouvoyer;2;0;0;0;0;24
tendresse;18;0;0;1;0;8
substance;0;0;1;23;0;2
stylé;24;0;0;0;0;3
spécifique;0;1;0;14;1;11
soignant;2;0;2;18;0;5
socialisme;1;0;0;22;0;3
seigneur;21;0;1;1;0;4
résister;1;0;10;7;0;7
romain;3;1;12;4;1;5
revendre;1;0;3;20;0;3
rempli;6;0;1;4;0;15
refuge;1;0;1;6;2;15
rechercher;0;0;7;1;0;19
rassemblement;1;0;24;2;0;0
ranger;4;1;1;5;0;15
raisin;19;0;0;4;0;1
q;8;3;2;2;1;10
pénurie;0;1;0;23;0;2
propriété;0;0;2;14;0;10
promouvoir;1;0;3;9;0;14
poursuivre;0;0;9;7;0;11
poursuite;0;0;2;18;0;6
pointe;6;0;1;11;0;9
perspective;1;0;0;2;0;23
parental;0;0;0;0;0;25
palestiniennes;0;0;26;0;0;0
ordinaire;4;0;2;11;3;7
nécessité;2;0;5;11;0;9
neuchâtelois;19;0;0;4;0;3
morceau;12;0;1;7;0;6
missile;0;1;19;5;0;1
meurtrier;0;0;19;1;1;6
mercredi;10;0;1;4;1;10
malsain;4;0;1;1;0;20
lobby;1;0;0;6;0;18
jsp;0;0;3;3;0;21
jacques;9;0;0;2;0;16
ingénieur;0;0;0;17;0;10
hérisson;2;0;0;2;19;2
guillemet;0;0;9;1;0;15
gang;2;0;16;1;0;7
féminicides;0;0;2;4;0;21
excès;3;1;0;19;0;4
exclure;0;0;8;5;0;14
entité;0;0;25;1;0;0
emji_visage_confus;3;0;0;2;1;20
emji_mains_en_prière_peau_mate;8;0;0;3;0;4
emji_index_pointant_vers_le_haut;6;0;3;5;0;12
emji_coeur_bleu;22;0;0;0;0;1
détenir;0;0;3;12;1;10
détendre;1;0;3;0;0;23
dégrader;0;0;1;10;0;16
dégradation;0;0;14;6;0;6
dsl;2;0;0;3;1;21
douer;7;0;0;4;0;16
différemment;1;2;0;6;0;18
couler;1;1;1;9;1;13
cop;0;0;0;22;0;3
conclure;0;0;5;2;0;20
concevoir;1;2;2;7;0;15
composer;1;0;2;10;3;11
chatgpt;3;0;0;1;0;21
cercle;2;0;1;4;0;19
boucher;1;0;9;16;0;1
bloc;0;0;20;5;0;2
bitcoin;0;0;1;23;0;0
bille;22;0;0;3;0;2
bienne;9;0;0;11;0;5
authentique;17;0;1;2;0;7
and;1;0;7;3;0;14
allah;3;0;8;0;0;15
aliment;0;0;1;15;2;8
adolescent;6;0;2;1;0;18
adn;0;0;2;6;0;17
aborder;0;0;0;2;0;25
évidement;2;0;2;5;0;16
éventuellement;2;0;0;7;1;15
