"";"";"";"";"emji_mains_en_prière";""
"1";"emji_mains_en_prière";"-2.86589401409749";"0.912178668137597";"0.943173767224294";"60"
"2";"genocide";"2.0478622013769";"3.67493463677438";"0.917169084670015";"76"
"3";"complice";"1.98695297888241";"3.7539604088077";"0.908777481941239";"80"
"4";"maltraitance";"-0.0437504403630529";"-0.347887564199398";"0.90677912103491";"83"
"5";"hérisson";"-0.329020548585774";"-0.527811221293254";"0.904865443676788";"85"
"6";"carnivore";"0.0248171665398002";"-0.402096704933915";"0.904865443676788";"86"
"7";"massacre";"1.8665440222728";"3.56913518811915";"0.90432183386805";"87"
"8";"lynx";"-0.342538298925437";"-0.50335214017194";"0.903934412736122";"89"
"9";"genève";"0.248784629654449";"-0.834564083041548";"0.884481845173981";"116"
"10";"errant";"-0.298947545274456";"-0.455478275840908";"0.879147147704126";"121"
"11";"voisin";"-0.00342519467669103";"-0.143425358751382";"0.878909570084011";"122"
"12";"casseur";"1.93275191459691";"3.58627167817024";"0.8766389771949";"125"
"13";"france";"0.405416088961286";"-1.01426098635142";"0.875922705684846";"126"
"14";"touchant";"-3.20724344650978";"0.999075158939112";"0.875208508555656";"130"
"15";"bombarder";"1.94376341822049";"3.49735327698292";"0.8708351035826";"137"
"16";"emji_visage_souriant_avec_yeux_rieurs";"-2.47605434171205";"0.703066314442528";"0.870448780652305";"138"
"17";"congo";"2.01781445897357";"3.73999624122175";"0.868097774999118";"143"
"18";"octobre";"1.56216566854651";"2.96650391658316";"0.864367184049054";"155"
"19";"humanitaire";"1.78602415279827";"3.02740560739111";"0.864261756692208";"156"
"20";"habitat";"0.184589024409281";"-0.911991886246095";"0.864141686646911";"157"
"21";"franc";"0.4811932626386";"-1.18876609182836";"0.863852249505199";"158"
"22";"instinct";"-0.0437001497541433";"-0.631259517898228";"0.862844100405358";"163"
"23";"merveilleux";"-3.25561060883494";"0.997518500666718";"0.862732205861113";"164"
"24";"colon";"1.99073916893142";"3.8249993833726";"0.860929080800795";"169"
"25";"gaffe";"-0.124736787717965";"-0.617443991027856";"0.860901869804758";"170"
"26";"empoisonner";"0.273055368282383";"-0.368715350284873";"0.859540099778829";"171"
"27";"poulailler";"-0.514288075403511";"-0.45016397880381";"0.859211859512722";"174"
"28";"bouffer";"0.121393147800529";"-0.332352323244014";"0.858027754106664";"177"
"29";"mois";"0.543054759508722";"-0.989580532452119";"0.857976504697086";"178"
"30";"liban";"1.96584118584242";"3.96690502264328";"0.857435335336424";"179"
"31";"prime";"0.80599551170011";"-1.23385444276974";"0.856185703899548";"183"
"32";"ukraine";"1.63010718004773";"2.55746839869468";"0.856059532734063";"189"
"33";"loyer";"0.897748957367014";"-1.51975924301727";"0.856037446678983";"190"
"34";"comprendre";"0.0444508023075821";"-0.0866148897961695";"0.855726411571806";"192"
"35";"produit";"0.794059502933162";"-1.36507933510255";"0.855279443506844";"194"
"36";"penser";"0.0503452881783068";"-0.153210195213512";"0.853789305912163";"196"
"37";"drone";"1.76476383775261";"2.85058111816526";"0.853568201316555";"197"
"38";"banque";"0.840943525427639";"-1.106745273345";"0.853309025730975";"199"
"39";"nuisible";"-0.767994695740752";"-0.341641613101789";"0.853226660608439";"200"
"40";"acheter";"0.405834184400346";"-0.941952750470675";"0.852617036679269";"201"
"41";"emji_pouce_vers_le_haut";"-2.56364780917539";"0.776976259562985";"0.85225267778165";"204"
"42";"moyenne";"0.766911594319815";"-1.33721288713584";"0.852215094881293";"205"
"43";"emji_visage_retenant_ses_larmes";"-3.15462487008657";"0.933906399777683";"0.85151737077661";"208"
"44";"fouine";"-0.176890676185197";"-0.623695439254513";"0.851357277382881";"209"
"45";"végétarien";"0.163843782899763";"-0.88294652842355";"0.851283941918223";"210"
"46";"pacifique";"1.6623430745304";"2.80216174154067";"0.850882488209863";"212"
"47";"transport";"0.804417874421541";"-1.49304293369807";"0.850529843463005";"214"
"48";"panosse";"-0.518664322370229";"-5.87665579147533";"0.849221031160307";"217"
"49";"massacrer";"1.86787578749591";"3.53268712589995";"0.849167097257846";"218"
"50";"assassiner";"2.00294307740197";"3.64123068501228";"0.849003831281619";"219"
"51";"pigeon";"-0.0280350998681535";"-0.463504881180804";"0.848061330235";"223"
"52";"emploi";"0.82402625395927";"-1.38902364744206";"0.847907459983862";"224"
"53";"bombardement";"2.12554634939125";"3.96256450171891";"0.847907215939054";"225"
"54";"terrorisme";"1.88735928541626";"3.62028401683061";"0.847887204264838";"226"
"55";"emji_drapeau_israël";"1.7150933592326";"3.82946933564718";"0.847777018034246";"229"
"56";"mignon";"-2.84850546124777";"0.816194364314021";"0.847185331398428";"232"
"57";"emji_drapeau_territoires_palestiniens";"1.38400771365223";"3.63162760334844";"0.846945435352641";"233"
"58";"question";"0.266247163077734";"-0.178990977011883";"0.846938480075627";"234"
"59";"colonisation";"1.8530177302835";"3.18877655026766";"0.846550570854084";"236"
"60";"sanction";"1.69149437627136";"2.68171995537416";"0.846200366555301";"237"
"61";"santé";"0.434526216269818";"-0.903358188158503";"0.846107263461234";"239"
"62";"bombe";"1.48767802631333";"3.09585569659283";"0.844773924655381";"242"
"63";"gibier";"-0.176890676185197";"-0.623695439254513";"0.844018850020932";"244"
"64";"utiliser";"0.399517500957384";"-0.749509609757187";"0.843034617312228";"246"
"65";"travailler";"0.33236606722941";"-0.780278352349971";"0.842758236567718";"247"
"66";"marché";"0.663059012720428";"-1.16620835132804";"0.842125428381834";"248"
"67";"route";"0.574923588213761";"-1.02546006928801";"0.84129091716254";"249"
"68";"écosystème";"0.235836114121085";"-0.634114846852501";"0.840255435044258";"252"
"69";"augmentation";"0.830876122157459";"-1.38902771860735";"0.840078014469195";"254"
"70";"ultra";"0.723663119610615";"-1.07327327793287";"0.839940739264968";"255"
"71";"vélo";"0.700002439734403";"-1.4718069271452";"0.83914539723728";"258"
"72";"parler";"0.189565796767127";"0.102494669935886";"0.839120870734125";"259"
"73";"emji_visage_avec_masque";"-0.309864973897655";"-7.4334922644345";"0.838752973186797";"261"
"74";"pauvre";"0.00546052683811468";"-0.254878746129253";"0.838533332860034";"263"
"75";"divertissement";"-0.188046724454517";"-0.720992553621573";"0.838481839405649";"264"
"76";"dépendant";"0.206197105804054";"-0.689304279384253";"0.838186057098942";"265"
