nos;207;9;75;447;28;578
après;140;80;129;351;25;673
car;80;12;142;434;20;700
toi;224;12;100;146;15;757
autre;160;13;130;294;13;719
ses;186;10;149;319;13;600
leurs;89;8;172;365;26;571
notre;196;4;115;353;14;564
mieux;190;20;62;295;16;650
ma;413;26;24;185;30;589
contre;80;3;306;352;9;471
depuis;123;16;231;361;21;463
parce_que;61;19;139;354;22;611
quelle;491;5;105;172;18;379
quel;345;4;97;205;16;480
maintenant;214;21;101;280;18;513
croire;151;13;127;231;18;576
te;107;25;73;177;13;634
lui;215;7;75;173;22;577
ceux;59;8;126;298;26;507
chez;162;32;74;283;42;435
toute;211;7;116;277;13;406
eux;92;5;140;279;34;438
ton;104;6;67;154;11;596
surtout;116;11;72;301;13;469
mes;277;17;17;162;20;449
2;110;12;108;321;24;363
comment;108;17;102;203;23;498
entre;83;8;118;327;6;391
elles;130;7;58;196;4;413
bravo;424;4;76;103;17;255
mal;107;10;60;186;29;509
toutes;178;12;101;246;8;361
ni;36;5;109;142;8;293
deux;136;9;110;217;6;357
ah;175;11;88;153;6;376
vos;84;8;81;180;9;406
chaque;72;38;57;267;7;288
1;78;8;50;307;7;239
tant;91;6;79;191;17;332
certains;48;3;61;207;10;362
aucun;39;4;115;176;10;325
dame;357;8;11;35;42;192
ici;65;13;65;173;7;321
sous;56;9;110;170;5;261
cet;174;1;57;117;3;260
ta;68;5;32;100;6;363
3;57;10;40;214;15;236
monsieur;253;2;30;59;6;225
point;36;4;46;147;11;327
plein;112;4;33;158;11;252
autant;52;6;52;175;16;244
pendant;58;8;74;192;18;204
aucune;22;5;85;120;8;303
ailleurs;47;8;74;153;9;252
assez;48;4;36;186;7;254
peut_être;36;1;39;125;5;303
bah;61;9;45;101;7;278
50;48;3;27;239;1;124
pourtant;58;5;55;151;6;201
10;38;3;40;214;5;162
dont;39;2;81;135;7;207
million;5;1;59;248;4;86
souvent;40;7;23;134;5;256
voilà;87;5;48;76;9;199
5;52;7;37;186;2;139
enfin;74;3;50;110;6;198
4;60;4;27;144;6;156
madame;180;3;7;40;24;156
quelques;37;2;32;141;8;195
loin;57;1;33;102;4;205
tes;35;4;22;83;5;241
dommage;96;6;20;93;7;175
puis;43;4;37;125;12;168
ben;55;10;44;88;6;192
oh;182;1;21;30;8;132
plusieurs;27;11;36;120;4;179
sinon;34;18;33;85;7;205
fort;83;4;34;76;2;165
quelque;22;1;31;68;3;243
quelqu_un;41;2;16;66;8;219
mêmes;40;3;39;96;3;166
force;46;0;69;78;4;159
vite;41;2;10;106;7;173
20;44;0;42;134;1;129
partout;33;12;41;98;7;149
sauf;29;6;37;122;6;145
ok;39;2;24;71;8;169
hein;36;5;33;74;3;162
selon;15;4;42;130;4;110
100;22;1;30;136;2;104
ainsi;23;1;39;83;8;152
chacun;24;4;11;82;1;175
celui;51;1;27;71;3;137
longtemps;47;4;27;77;4;139
000;7;1;63;123;2;43
combien;13;3;27;122;3;108
80;86;4;15;85;4;95
6;56;3;14;98;3;76
certaines;19;4;16;86;9;156
2025;38;4;19;90;4;112
ensuite;14;0;30;104;7;126
7;14;1;101;78;3;75
vive;96;11;18;50;3;75
30;34;0;10;122;2;99
parfois;36;1;10;70;6;150
devant;39;6;36;55;2;134
vers;26;0;15;95;2;124
presque;54;6;19;79;3;108
jusqu_à;30;2;30;83;3;111
tard;58;1;7;61;3;115
celle;48;2;30;55;2;105
derrière;24;14;29;57;3;114
grâce;53;1;16;89;4;76
dessus;20;1;22;65;3;119
e;21;4;25;51;2;107
60;47;3;11;58;1;105
dès;17;0;22;86;4;103
ouais;30;5;27;43;3;108
plupart;14;4;26;64;3;108
15;15;0;9;97;3;79
attention;18;2;22;53;2;108
70;58;5;20;58;0;71
envers;18;1;27;17;2;128
2000;23;0;25;60;1;75
hors;7;3;12;68;0;105
malgré;26;2;20;48;1;94
90;52;2;9;54;3;72
8;17;5;7;82;0;67
merde;23;6;5;57;5;92
40;39;0;6;64;2;71
certain;19;1;14;35;5;109
0;11;2;12;75;1;62
con;26;3;4;35;2;96
lorsque;14;2;23;49;3;76
25;20;0;13;55;0;60
tiens;16;1;13;31;1;79
hier;45;0;21;19;0;65
autour;23;2;6;42;3;77
lors;11;1;27;47;2;66
tel;17;2;15;28;1;81
celles;15;0;20;35;2;74
or;23;1;14;61;2;40
lorsqu;7;0;19;48;2;66
puisque;6;1;15;38;0;79
soi;15;4;8;23;3;83
12;16;2;8;47;3;53
arrière;38;2;5;30;2;46
dehors;14;0;4;36;3;69
haha;33;4;4;19;2;58
environ;9;0;7;71;0;26
eh;22;4;9;18;2;55
trois;12;2;10;43;5;43
afin;4;0;17;46;0;47
ceci;9;1;17;29;0;54
200;5;0;26;59;1;21
concernant;2;1;11;35;2;61
9;10;0;8;50;1;35
anti;2;1;16;23;2;61
certes;3;0;17;37;0;52
durant;9;2;17;31;0;49
différents;8;0;3;32;1;63
dedans;15;6;5;32;2;42
2024;15;1;8;41;1;37
2023;10;0;25;31;2;33
16;9;0;5;42;1;42
d_abord;5;1;11;33;1;48
jusqu_au;16;1;8;20;1;54
14;9;0;9;23;2;53
x;13;0;8;19;2;49
certaine;12;0;6;21;2;56
quels;28;0;14;21;1;32
moindre;3;1;8;28;0;54
telle;13;1;11;23;0;43
parmi;16;0;14;23;2;39
laquelle;8;1;5;27;1;49
1948;1;0;37;1;0;4
pardon;13;2;16;19;1;36
18;5;0;8;32;0;42
demain;8;0;9;29;1;36
11;8;0;20;25;0;29
ouf;20;1;1;13;0;44
gare;11;1;9;32;0;25
quant;6;0;9;22;2;41
ha;15;3;5;17;0;32
chouette;43;0;3;13;1;22
voire;4;1;8;29;0;38
lequel;7;1;5;16;2;46
17;14;0;5;21;0;34
près;11;1;4;24;4;31
nul;6;3;6;15;0;41
cependant;1;0;5;23;1;43
quasi;5;0;1;36;1;31
13;11;0;8;15;0;31
quelles;8;0;8;20;1;34
suivant;7;0;5;19;1;39
via;3;0;8;34;0;22
mille;15;0;4;16;0;27
ci;9;1;11;17;0;29
hélas;10;1;5;13;2;33
euh;11;1;5;19;2;28
jusqu;5;1;15;12;2;27
35;7;0;4;22;0;26
davantage;6;0;3;28;1;25
45;5;0;7;27;0;23
dessous;6;2;5;24;0;24
hop;21;3;0;20;1;14
pis;9;0;3;13;2;30
2026;9;0;4;32;0;12
19;4;0;3;34;0;17
pseudo;7;0;10;6;1;32
24;7;0;7;24;0;15
uns;12;0;4;14;0;27
300;4;0;5;38;0;10
puisqu;5;0;4;22;4;20
22;5;0;12;14;0;21
in;14;0;7;12;0;21
500;2;0;4;37;1;8
v;7;0;8;8;1;28
75;6;0;11;21;0;14
2022;1;0;7;31;0;8
mince;13;0;3;8;1;24
lendemain;4;1;3;15;0;26
eux_mêmes;0;0;4;11;2;35
1000;4;0;5;29;0;13
tels;2;0;6;12;1;26
o;7;1;8;11;1;20
mme;13;0;4;9;1;18
voici;9;0;5;12;0;20
salut;11;0;3;10;0;21
nulle;3;1;1;11;0;29
g;7;0;6;15;1;13
vôtre;4;0;4;7;0;30
1967;8;0;6;3;3;21
f;7;0;8;13;0;17
1970;14;0;3;10;0;16
heu;8;0;2;11;2;18
b;10;1;3;15;0;13
neuf;7;0;2;22;0;11
tandis_que;1;0;6;21;0;14
demi;4;0;8;14;2;13
quatre;9;0;4;11;0;16
n_est_ce_pas;2;0;5;10;1;20
autrui;1;0;4;11;0;23
mien;9;2;0;6;1;20
lui_même;5;0;10;4;0;20
aïe;4;2;1;4;0;13
400;1;0;4;24;0;7
21;10;0;3;13;0;12
1980;11;0;1;11;0;13
98;9;0;2;14;0;12
2021;4;0;6;12;0;15
u;5;0;3;9;1;19
celui_ci;4;0;7;7;1;16
dix;2;0;3;12;0;18
celle_ci;1;0;5;6;0;23
99;3;0;6;12;0;12
2016;5;0;0;7;3;16
39;4;0;5;16;0;8
divers;1;0;2;9;0;21
outre;0;1;5;13;1;12
ho;13;1;3;5;0;10
ciao;17;0;0;4;0;9
nôtre;8;1;1;8;1;11
1990;6;0;2;7;0;15
3000;1;0;2;24;1;1
1987;9;0;7;2;0;11
1947;1;0;13;2;0;2
120;4;0;3;15;0;6
volontiers;1;0;1;9;0;17
tien;2;0;1;4;0;19
55;5;0;1;11;0;11
2018;3;0;3;13;0;7
2008;5;0;3;10;0;10
telles;0;0;7;9;1;11
soi_même;3;0;3;7;0;14
800;0;0;7;17;0;3
36;4;0;2;14;0;8
2005;5;0;6;5;0;11
extra;10;0;0;6;1;10
elle_même;3;0;3;4;0;17
aucunement;0;0;3;4;1;18
32;1;0;2;12;0;10
250;3;0;3;14;0;3
2006;6;0;2;3;0;13
nonante;8;0;0;11;0;5
mm;4;0;1;7;1;13
lesquels;4;0;2;8;0;11
hé;6;0;1;7;2;9
bof;5;1;1;6;0;12
2002;7;0;8;3;0;5
diable;0;0;6;4;0;13
48;2;0;6;15;0;1
2010;6;0;0;8;0;10
1972;2;1;1;5;1;15
1960;8;0;1;3;0;13
150;2;0;3;13;0;6
lesquelles;1;0;4;7;0;11
72;2;0;3;3;0;13
31;6;0;4;5;0;9
2030;2;0;1;10;0;10
2020;1;0;5;15;0;3
2015;1;0;4;8;0;11
parce;3;1;4;4;1;10
moi_même;3;0;0;4;1;15
mi;6;0;1;5;0;7
htag_cqfd;1;0;1;6;0;14
autrefois;3;1;3;6;1;9
au_dessus;2;0;2;13;0;6
92;2;0;4;3;0;13
44;2;0;1;4;0;16
26;1;0;2;8;0;12
2004;2;0;2;12;0;6
six;3;0;3;9;1;6
septante;12;0;1;3;0;5
sept;0;0;10;6;0;4
néanmoins;1;0;0;5;0;15
na;3;0;4;4;1;9
mienne;5;0;0;3;0;14
debout;2;0;1;4;0;15
c_est_à_dire;2;0;1;9;0;9
950;5;0;0;14;0;3
67;4;0;8;3;0;5
23;3;0;1;4;0;12
tienne;2;0;2;0;0;16
bye;3;0;0;2;0;10
95;2;0;4;4;1;9
65;2;0;0;11;0;8
600;0;0;2;12;0;6
28;4;0;9;2;0;6
27;0;0;2;7;0;10
1999;4;0;0;6;0;10
quelconque;0;0;0;7;0;13
jusque;2;1;3;5;0;9
5000;1;0;4;14;0;1
49;1;0;7;5;0;6
2007;1;0;5;3;0;10
1978;6;0;3;4;0;7
1971;8;0;0;2;0;8
1945;1;0;8;4;0;6
toutefois;2;0;0;9;0;8
hormis;1;0;3;9;0;6
franco;4;2;1;1;0;9
cinq;2;1;2;6;0;8
cent;2;0;1;8;0;4
celui_là;4;0;2;4;1;8
auparavant;3;1;3;3;0;9
amen;12;0;3;1;0;3
74;1;0;0;1;0;16
700;0;1;4;11;0;2
57;3;0;5;5;1;5
37;6;0;3;6;0;3
2019;4;0;1;7;0;4
1968;3;0;5;1;0;10
wouah;7;0;0;1;2;8
vous_même;0;0;3;3;0;12
to;7;0;4;4;0;3
mouais;1;0;0;5;0;9
miens;7;0;0;1;1;9
diverses;0;0;4;4;1;9
auquel;0;0;1;5;0;12
1994;3;0;2;5;0;7
1992;5;0;1;2;0;10
1985;7;0;0;2;0;9
quoique;0;0;2;3;0;12
alerte;2;0;2;6;0;6
87;4;0;0;6;0;4
68;5;0;1;2;0;8
51;2;0;0;10;0;3
41;2;0;1;3;0;11
29;3;0;1;7;1;5
2500;0;0;1;12;0;4
2014;3;0;5;3;0;5
10000;2;0;7;5;0;3
00;0;0;0;7;0;5
soudain;2;0;2;4;0;8
64;5;0;1;4;0;5
52;2;0;2;2;0;9
38;2;1;1;7;0;4
1950;1;0;1;7;0;7
1940;1;0;3;3;0;9
quatre_vingt;5;0;0;8;0;1
las;8;1;1;1;1;3
hello;2;0;1;3;0;9
53;2;0;0;9;0;3
4000;0;0;3;11;0;1
34;1;0;1;8;0;5
2001;2;1;4;3;0;4
1995;3;0;2;3;0;7
1975;1;0;0;6;0;6
1973;4;0;3;3;0;2
sienne;1;0;0;0;0;12
hip;6;0;0;1;0;3
ceux_ci;0;0;3;6;0;5
basta;1;0;2;1;0;9
85;3;0;0;7;0;4
78;3;0;5;4;0;2
2009;2;0;2;6;0;2
2003;1;0;5;5;0;3
1993;4;0;6;0;0;4
à_l_encontre;0;0;3;2;0;8
vis_à_vis;0;0;1;3;0;8
pa;3;2;2;2;0;4
chacune;2;1;0;2;0;7
beurk;1;2;0;0;0;2
auxquels;1;0;2;1;0;9
aucunes;0;0;3;3;0;7
7000;0;0;1;6;0;5
6000;1;0;0;8;1;3
43;2;0;2;5;0;4
42;0;0;0;4;0;9
2011;2;0;2;5;0;3
1982;4;0;4;1;0;3
van;8;0;0;1;0;3
sien;0;0;0;4;0;8
nuls;1;1;1;3;0;5
elles_mêmes;0;0;0;4;0;8
da;1;1;1;3;0;5
celle_là;3;0;0;4;0;5
alentour;3;0;0;4;1;3
1991;2;0;1;3;0;6
1986;4;0;0;2;0;6
1984;3;0;0;2;0;7
1976;6;0;1;0;0;5
1969;2;0;0;1;0;8
1864;3;0;0;0;0;9
zut;3;0;0;3;1;4
vingt;1;0;1;2;0;6
ceux_là;2;0;2;1;0;5
celles_ci;0;0;1;6;0;4
adieu;2;0;1;0;0;8
97;5;0;1;4;0;1
900;0;0;1;7;0;3
86;5;0;1;0;0;5
77;2;0;5;1;0;3
61;0;0;1;4;0;6
33;2;0;0;5;0;4
2027;0;0;0;6;0;5
1500;0;0;0;7;1;0
youpi;0;0;0;2;1;7
vôtres;0;0;0;3;0;6
tandis_qu;0;0;3;4;0;3
huit;1;0;1;5;0;3
clic;1;0;2;4;0;2
chut;1;1;0;1;0;4
47;1;0;5;3;0;1
2045;1;0;0;8;0;1
2017;1;0;1;4;0;4
1998;3;0;0;3;0;4
1989;2;0;0;2;0;6
1983;4;0;0;0;1;5
1974;3;0;0;2;0;3
1920;0;0;6;1;0;3
hum;2;0;0;1;0;6
excepté;1;0;1;3;1;3
dc;0;0;3;0;0;6
cinquante;1;0;1;3;0;4
chic;4;0;0;2;0;3
84;2;0;0;3;0;4
83;3;0;1;1;0;4
79;2;0;0;5;0;2
71;3;0;1;1;0;4
69;3;0;0;4;0;2
62;2;0;0;3;0;4
56;3;0;2;1;0;3
54;0;0;2;3;0;4
46;1;0;1;4;0;3
2013;2;0;1;4;0;2
1988;4;0;2;0;0;3
1981;2;1;0;3;0;3
1966;3;0;0;0;0;6
1965;1;0;0;1;0;6
1961;4;0;0;2;0;3
1946;1;0;3;4;0;0
1900;1;0;0;2;0;6
130;0;0;1;6;0;2
102;2;0;0;0;0;7
trente;2;0;1;3;0;2
siens;1;0;0;1;0;6
pouce;3;0;1;2;0;2
pff;0;0;1;2;0;5
pan;1;0;0;2;0;4
ouh;3;0;0;0;1;4
htag_sadbuttrue;1;0;1;3;0;3
aucuns;0;0;0;6;0;2
allo;0;0;0;4;0;3
94;3;0;1;2;0;2
93;0;0;0;2;0;6
88;3;0;0;2;0;3
82;2;0;0;3;0;3
66;0;0;0;3;0;5
350;0;0;1;4;0;3
2050;0;0;1;5;0;2
1964;2;0;2;1;0;2
1962;4;0;0;0;0;4
1930;1;1;1;1;0;4
160;0;0;0;6;0;2
1400;0;1;2;4;0;1
07;5;0;3;0;0;0
ô;3;0;0;1;0;3
toi_même;0;0;1;3;0;3
quelquefois;1;0;0;0;0;4
nôtres;1;0;0;2;1;3
inter;0;0;0;5;0;2
flop;0;0;0;3;0;3
boum;4;0;0;1;0;2
allô;0;0;2;1;0;4
89;0;0;0;2;0;5
81;1;0;0;4;0;2
59;0;0;1;3;0;3
501;7;0;0;0;0;0
50000;0;0;0;5;0;1
2100;0;0;0;5;0;2
1979;3;0;0;2;0;2
1977;3;0;0;2;0;2
1700;0;0;3;0;0;3
06;1;0;2;4;0;0
01;0;0;0;2;0;3
quiconque;0;0;1;0;0;4
pouf;0;0;0;1;0;5
miennes;0;0;0;3;0;3
douze;0;0;3;2;0;1
ci_dessus;1;0;0;0;0;5
ci_dessous;0;0;0;4;0;2
bé;4;1;0;0;0;0
auxquelles;0;0;0;0;0;6
auprès;1;0;1;1;0;3
91;1;0;1;1;0;3
2012;2;0;1;0;0;2
20000;0;0;3;1;0;2
1996;1;0;0;3;0;2
1939;0;0;2;0;0;1
181;0;0;3;3;0;0
170;0;0;2;2;0;2
114;3;0;0;1;0;2
110;1;0;0;1;0;4
103;5;0;0;1;0;0
100000;0;0;0;6;0;0
quarante;0;0;1;0;0;4
nulles;0;0;1;2;0;2
mil;0;0;0;4;0;1
lala;1;0;0;2;1;1
grand_chose;2;1;0;0;0;1
gna_gna;1;0;0;0;0;3
dm;1;0;0;2;0;2
bis;0;0;0;2;0;3
alléluia;3;0;0;0;0;1
96;1;0;0;0;0;4
63;0;0;0;2;0;3
450;1;0;1;2;0;0
40000;3;0;1;1;0;0
360;0;0;1;3;0;1
1997;1;0;1;2;0;1
1955;0;0;1;2;0;2
140;0;0;0;2;0;3
1300;0;0;2;0;0;2
1291;0;0;2;1;0;2
125;0;0;1;2;0;2
1100;1;0;1;2;0;1
09;0;0;3;1;0;1
08;1;0;0;2;0;2
vous_mêmes;1;0;0;2;0;1
vlan;3;0;0;1;0;0
unes;1;0;0;0;0;3
tintin;2;0;0;1;0;1
soixante;1;0;0;1;0;2
snif;1;0;0;1;0;1
revoilà;0;0;0;2;0;2
quinze;0;0;0;2;0;2
prout;0;1;0;0;0;2
pouah;3;0;0;0;0;1
ouah;1;0;0;2;0;1
octante;1;0;0;2;0;1
miam;3;0;0;0;0;0
jadis;0;0;1;1;0;2
htag_j;0;0;0;1;0;2
htag_caisseunique;1;0;0;2;0;1
hi;0;0;0;0;0;3
cents;1;1;0;1;0;1
audit;0;0;0;3;0;1
850;0;0;1;2;0;1
8000;0;0;1;3;0;0
76;1;0;0;1;0;2
73;0;0;1;1;0;2
703;0;0;0;3;0;0
270;0;0;0;3;0;1
242;0;0;4;0;0;0
2300;1;0;0;1;0;1
1963;1;0;0;1;0;2
1959;1;0;0;1;0;2
1800;0;0;0;1;0;3
180;0;0;0;3;0;1
175;0;0;1;0;0;2
16000;0;0;1;3;0;0
153;0;0;4;0;0;0
118;0;0;1;2;0;1
101;2;0;1;1;0;0
05;0;0;0;4;0;0
02;1;0;0;2;0;1
à_l_instar;0;0;0;1;0;2
versus;0;0;1;1;0;1
tiennes;1;0;0;0;0;2
sus;1;0;1;1;0;0
primo;0;0;1;0;0;2
peuchère;0;0;0;0;0;3
peste;0;0;1;1;0;1
pasque;0;0;1;1;0;1
moyennant;1;0;0;1;0;1
maintes;0;0;2;0;0;1
htag_shameonyoutrump;1;0;0;0;0;2
htag_hypocrisie;0;0;0;1;0;2
htag_humour;0;0;0;2;0;1
htag_genocide;0;0;2;1;0;0
hourra;1;0;0;1;0;1
duquel;0;0;1;1;0;1
bougre;2;0;0;0;0;1
bim;1;0;0;0;0;2
autrichiens;0;0;0;1;0;2
_;1;0;1;1;0;0
67000;0;0;3;0;0;0
58;1;0;1;1;0;0
4500;0;0;0;3;0;0
3600;0;0;1;2;0;0
322;0;0;0;3;0;0
290;0;0;0;2;0;1
255;0;0;0;3;0;0
2080;0;0;0;3;0;0
200000;0;0;3;0;0;0
1952;2;0;0;0;0;1
1942;1;0;0;2;0;0
1917;0;0;2;0;0;1
190;0;0;0;3;0;0
1848;0;0;0;2;0;1
1600;0;0;0;1;0;2
147;0;0;2;0;0;1
132;0;0;2;1;0;0
1200;0;0;0;3;0;0
111;0;0;1;0;0;2
04;0;0;0;2;0;1
