être;6623;473;3878;9108;591;18028
de;4615;331;3207;8574;458;14601
avoir;3947;370;2520;5707;362;11951
la;3569;294;2761;6510;335;10759
les;2699;359;2568;6557;540;9805
et;3395;277;2726;6485;355;10613
le;3009;376;2325;5524;301;9527
user_utilisateurice;3717;241;2503;4592;336;11453
pas;1896;244;2014;4750;382;9986
c;3170;284;1516;4161;278;8735
à;2430;186;1599;4507;228;7738
ne;1318;185;1921;3961;322;8308
des;1532;152;1974;4381;314;6691
en;1984;247;1560;4802;221;7014
l;2344;186;1630;4307;188;6932
que;1676;134;1527;4005;209;8046
un;1856;193;1400;3425;238;6338
pour;1587;207;1384;3998;213;5630
d;1361;123;1388;3408;153;5971
qui;999;98;1408;3266;201;5648
on;1524;159;891;2853;188;5407
je;2078;133;525;2037;149;5745
il;1573;155;1059;2784;188;5354
une;1591;145;1003;2732;139;4985
faire;1334;129;1042;2641;161;5172
ce;1338;58;962;2187;135;4900
ça;1434;103;600;1946;139;4583
vous;825;93;834;1294;95;3646
mais;1112;99;761;2277;144;4405
qu;911;87;859;1932;147;4101
plus;989;96;627;2475;149;3438
dans;1000;159;721;2234;127;3769
du;1010;93;894;2326;152;3282
j;2197;112;207;1000;82;3011
ils;638;55;749;1514;170;2442
y;799;111;570;1516;77;2713
avec;1074;69;504;1536;88;2496
tout;799;48;502;1383;77;2814
bien;1070;55;408;1160;91;2793
au;732;99;572;1553;101;2327
dire;810;56;450;1002;62;2803
si;585;45;430;1357;82;2718
sur;457;41;475;1542;61;2499
se;388;185;570;1238;99;2588
pouvoir;450;43;450;1366;89;2384
comme;711;32;453;1115;92;2344
tu;383;48;326;689;43;2281
par;302;53;669;1517;72;1797
même;544;47;387;1007;64;2308
ou;369;63;395;1241;67;2041
s;432;35;439;932;59;1974
nous;541;30;261;880;50;1582
elle;800;16;235;460;85;1422
cette;948;13;236;626;74;1494
quand;432;62;298;791;69;1597
aussi;661;42;250;827;52;1366
non;285;25;375;827;47;1528
ces;508;16;376;761;39;1295
bon;643;26;196;618;60;1447
falloir;240;24;263;884;61;1536
savoir;350;33;223;596;47;1518
oui;440;27;264;626;35;1232
leur;187;14;280;727;82;1210
personne;317;17;300;661;29;1319
rien;252;12;287;628;39;1424
me;620;37;102;432;25;1360
devoir;243;22;277;735;31;1296
vouloir;245;23;266;653;43;1308
très;617;58;108;518;38;1048
moi;649;40;82;375;41;1094
tous;345;21;269;587;38;1096
donc;130;30;294;727;34;1106
aux;233;40;259;771;41;933
encore;356;30;206;586;30;1048
mon;684;38;78;325;39;1030
son;404;15;192;431;30;1052
sans;181;43;227;591;32;1040
alors;148;15;228;602;38;1118
t;232;16;173;341;28;1124
toujours;401;30;161;439;18;936
merci;881;7;129;215;15;684
an;337;9;150;433;15;895
quoi;194;15;189;376;47;990
juste;183;27;140;422;25;1024
trop;560;16;61;366;31;645
où;215;18;161;475;23;836
déjà;221;4;140;592;23;734
sa;297;12;153;345;25;820
votre;186;21;175;254;15;905
là;227;7;154;365;30;875
moins;154;19;112;572;44;652
autres;121;11;170;497;30;813
jamais;210;30;181;383;25;786
aujourd_hui;280;13;74;315;15;918
peu;208;13;99;366;28;851
beaucoup;290;20;58;398;19;705
cela;132;9;137;420;23;734
avant;208;12;137;315;22;769
pourquoi;115;12;221;319;18;655
m;325;14;63;251;18;700
