"";"X.rts_a";"X.rts_i"
"pro_per";19,1645;-19,1645
"ver_sup";-1,0904;1,0904
"pre";1,9635;-1,9635
"con";4,4103;-4,4103
"art_def";2,4101;-2,4101
"adj";40,998;-40,998
"nom";-57,2054;57,2054
"nr";-54,4352;54,4352
"adj_dem";22,7887;-22,7887
"aux";18,7193;-18,7193
"adv";1,8309;-1,8309
"adj_pos";-0,4212;0,4212
"num";-19,0892;19,0892
"ono";-3,977;3,977
"pro_dem";11,4749;-11,4749
"pro_rel";5,4421;-5,4421
"ver";22,8821;-22,8821
"adj_sup";0,9771;-0,9771
"art_ind";7,6512;-7,6512
"nom_sup";3,6317;-3,6317
"adv_sup";0,8115;-0,8115
"adj_int";15,8257;-15,8257
"pro_pos";0,199;-0,199
"adj_ind";0,3242;-0,3242
"pro_ind";0,5716;-0,5716
"adj_num";0,2907;-0,2907
