emji_visage_riant_aux_larmes;208;1460
voir;773;1185
aller;531;1325
femme;1000;508
homme;897;311
enfant;304;850
gens;541;681
monde;451;652
parler;564;437
chose;422;598
penser;424;587
vie;297;630
comprendre;541;364
temps;219;622
suisse;483;312
passer;252;456
vraiment;206;474
vrai;313;355
vivre;226;417
prendre;314;318
problème;437;162
question;474;150
changer;150;481
jour;127;477
donner;297;305
connaître;216;375
mettre;315;273
trouver;260;318
rester;254;301
jeune;119;384
sentir;316;189
pays;329;154
époque;83;390
cas;311;172
seul;220;257
venir;189;286
humain;273;179
demander;194;258
raison;318;137
petit;114;330
emji_visage_qui_pleure;41;282
grand;166;268
année;124;291
fois;163;245
emji_se_rouler_par_terre_de_rire;25;233
aimer;111;286
laisser;126;281
exister;257;143
droit;307;58
genre;236;155
police;271;73
ca;85;277
école;36;324
travail;176;184
arrêter;172;192
arriver;104;261
devenir;139;225
moment;139;221
parent;53;286
plutôt;196;159
besoin;170;180
société;271;68
sujet;284;47
apprendre;58;259
malheureusement;145;188
importer;154;167
coup;97;226
part;172;135
respect;114;190
politique;277;18
idée;195;104
violence;229;43
sortir;76;215
emji_visage_faisant_un_clin_d_oeil;103;171
droite;256;17
tellement;84;188
rendre;184;105
famille;98;180
gauche;231;38
manquer;130;148
cause;192;72
sûr;137;135
entendre;85;183
triste;77;191
commentaire;174;93
poser;183;82
niveau;134;119
regarder;93;171
accord;186;73
partir;160;94
côté;121;137
montrer;172;76
beau;93;156
avis;167;76
mauvais;125;108
animal;78;147
mot;134;91
finir;38;202
pareil;59;183
social;184;52
france;91;141
travailler;69;153
façon;97;131
utiliser;156;66
perdre;81;150
justement;172;59
emji_visage_souriant_avec_une_goutte_de_sueur;29;188
aider;127;94
place;137;91
essayer;128;102
normal;65;153
histoire;129;93
réalité;186;33
attendre;105;116
nom;73;129
exemple;160;51
liberté;166;41
espérer;67;150
dieu;125;75
appeler;73;133
égalité;180;16
situation;174;39
simplement;136;79
compte;161;56
simple;111;101
génération;50;157
âge;42;163
pire;37;153
etc;116;74
permettre;141;60
partie;126;74
heureusement;40;162
commencer;97;102
extrême;176;14
rapport;137;57
exactement;112;86
manière;146;47
chercher;105;87
peur;101;87
oublier;91;103
loi;164;17
choix;108;73
mec;36;149
éducation;72;111
absolument;137;52
journée;55;126
honte;61;118
lieu;113;66
blanc;92;71
argument;159;18
préférer;61;117
fille;20;153
truc;41;141
réponse;137;39
terme;137;36
emji_applaudissements;45;52
continuer;93;85
important;119;55
pauvre;36;137
garder;56;116
état;132;39
