"";"X.rts_a";"X.rts_i"
"détruire";0,39;0,51
"occident";0,59;0,18
"tous";1,87;2,07
"ces";2,46;3
"dieu";0,59;0,08
"ou";4,23;3,32
"laisser";0,2;0,58
"se";5,41;4,49
"courage";0,1;0,18
"face";0,3;0,42
"toutes";1,28;0,79
"rien";1,97;2,25
"emji_applaudissements";1,97;0,69
"raison";0,59;0,52
"héros";0,59;0,08
"mec";0,69;0,1
"terreur";0,2;0,16
"souvenir";0,79;0,09
"monsieur";0,59;0,19
"seul";0,98;0,89
"mot";0,39;0,42
"palestinien";0,89;4,26
"juif";2,86;1,17
"oui";2,07;2,08
"israélien";0,49;2,39
"citoyen";0,1;0,37
"entier";0,2;0,23
"d_abord";0,1;0,06
"regarder";0,39;0,23
"voir";2,07;2,42
"moi";1,67;0,43
"mort";1,28;1,11
"tant";0,49;0,6
"comprendre";0,3;0,85
"au";5,71;4,58
"commettre";0,39;0,91
"état";1,08;2,2
"erreur";0,2;0,06
"bombardement";0,2;0,3
"difficile";0,1;0,1
"société";0,3;0,18
"elle";2,95;2,06
"horreur";0,3;0,18
"aimer";1,28;0,33
"grâce";0,2;0,12
"suisse";3,64;2,94
"allemagne";0,3;0,05
"neutre";0,59;0,43
"blague";0,2;0,18
"aller";2,76;3,26
"rester";0,79;0,67
"donner";0,69;0,69
"arme";0,49;0,86
"ukraine";0,59;0,59
"fin";0,39;0,42
"neutralité";0,49;0,3
"ordre";0,49;0,51
"mondial";0,79;0,16
"t";2,17;1,36
"dommage";0,2;0,15
"toi";1,58;0,72
"ue";0,2;0,18
"emji_visage_avec_bouche_ouverte";0,2;0,25
"conflit";0,3;0,47
"perdre";0,59;0,31
"sa";2,56;1,06
"soumettre";0,2;0,1
"user";0,59;0,44
"faute";0,1;0,14
"part";0,3;0,47
"meilleur";0,49;0,11
"exemple";0,59;0,32
"cassis";0,1;0,2
"ah";0,98;0,67
"non";3,05;3,1
"alors";1,28;1,77
"expliquer";0,39;0,25
"président";0,59;0,53
"ubs";0,1;0,09
"connaître";1,77;0,47
"tunnel";0,39;0,14
"7";0,59;0,72
"dégât";0,2;0,3
"plein";0,3;0,25
"peuple";0,79;1,92
"corruption";0,1;0,14
"pays";2,36;3,18
"fonction";0,1;0,06
"emji_visage_souriant_avec_une_goutte_de_sueur";0,3;0,16
"emji_homme_qui_hausse_les_épaules";0,59;0,25
"tour";0,1;0,1
"afghanistan";0,2;0,13
"chine";0,39;0,16
"terme";0,39;0,3
"utiliser";1,38;0,64
"gens";1,08;1,44
"subir";0,49;0,38
"siècle";0,59;0,13
"privé";0,2;0,06
"fondamental";0,1;0,25
"torturer";0,49;0,09
"violer";0,2;0,29
"encore";1,67;1,55
"grave";0,1;0,26
"bah";0,3;0,33
"coup";0,59;0,51
"appeler";1,18;0,47
"officiellement";0,2;0,13
"ca";0,3;0,34
"durant";0,2;0,11
"époque";1,18;0,11
"colonial";0,1;0,21
"noir";0,49;0,15
"appel";0,1;0,13
"nom";0,3;0,35
"changer";0,39;0,31
"peut_être";0,49;0,27
"nos";0,89;0,65
"congolais";0,49;0,04
"condamner";0,3;0,41
"mdr";0,3;0,21
"criminel";0,39;0,81
"lol";0,2;0,1
"ni";1,28;1,26
"sans";1,77;1,89
"bref";0,2;0,15
"autre";0,89;0,97
"culture";0,3;0,08
"agir";0,3;0,67
"antisémitisme";0,1;0,1
"compliqué";0,1;0,1
"falloir";1,67;2,12
"mettre";0,89;1,06
"cette";1,67;1,85
"dame";0,59;0,03
"deux";1,18;0,81
"là";0,59;1,21
"apprendre";0,2;0,12
"parler";1,58;2,25
"différent";0,2;0,13
"tenir";0,39;0,28
"fusil";0,2;0,07
"froid";0,39;0,1
"combat";0,49;0,08
"pendant";0,89;0,51
"1";0,2;0,4
"économique";0,1;0,2
"défendre";0,3;1,12
"territoire";0,2;0,43
"chose";1,18;0,76
"bon";1,38;1,42
"nombre";0,1;0,3
"question";0,3;0,47
"juste";1,28;1,12
"ennemi";0,39;0,07
"très";2,07;0,88
"camp";0,3;0,25
"te";0,39;0,62
"conseiller";0,1;0,19
"combattant";0,1;0,07
"sauver";0,1;0,11
"quoi";1,77;1,35
"puis";0,3;0,28
"sinon";0,2;0,25
"prison";0,79;0,73
"envers";0,49;0,23
"emji_visage_envoyant_un_bisou";0,2;0,08
"source";0,2;0,19
"avance";0,2;0,11
"socialiste";0,49;0,04
"tellement";0,98;0,3
"principal";0,1;0,11
"partir";0,59;0,52
"communiste";0,39;0,13
"gouverner";0,2;0,09
"majorité";0,39;0,22
"absolu";0,39;0,07
"élection";0,1;0,1
"droite";0,39;0,5
"tel";0,1;0,13
"point";0,3;0,32
"parmi";0,2;0,11
"million";0,3;0,51
"allemand";0,49;0,04
"motif";0,2;0,08
"politique";0,49;0,88
"000";0,3;0,53
"récupérer";0,3;0,16
"quelqu_un";0,2;0,13
"pourtant";0,59;0,36
"arrêt";0,2;0,16
"feu";0,39;0,81
"stop";0,2;0,16
"possible";0,2;0,22
"emji_visage_boudeur";1,28;0,6
"premier";0,69;0,44
"victime";0,3;0,55
"vraiment";0,3;0,61
"toute";0,89;0,86
"foule";0,2;0,16
"bombe";0,89;0,3
"kosovo";0,98;0,13
"serbe";0,49;0,06
"albanais";0,79;0,08
"celui";0,59;0,18
"simplement";0,2;0,27
"jour";0,49;0,59
"respect";0,2;0,35
"surtout";0,69;0,59
"représenter";0,2;0,28
"drapeau";0,39;0,24
"venir";0,79;0,87
"français";0,79;0,18
"appartenir";0,2;0,08
"ouais";0,59;0,15
"aider";0,2;0,37
"penser";0,39;0,69
"aide";0,1;0,55
"air";0,3;0,09
"pauvre";0,49;0,24
"courant";0,1;0,15
"réfugié";0,2;0,14
"voilà";0,79;0,3
"résultat";0,1;0,08
"répondre";0,1;0,13
"demander";0,69;1,03
"macron";0,3;0,14
"récemment";0,2;0,08
"politicien";0,1;0,1
"européen";0,3;0,46
"enfant";1,18;1,76
"union";0,1;0,12
"petit";0,98;0,42
"oppresseur";0,2;0,06
"action";0,2;0,29
"installer";0,1;0,08
"chez";0,79;0,5
"mtn";0,1;0,08
"prendre";0,49;1,11
"terre";1,67;0,69
"israel";0,1;1,49
"palestine";0,1;2,26
"foutre";1,08;0,32
"anglais";0,39;0,06
"arabe";1,08;0,82
"doute";0,1;0,11
"exercer";0,2;0,06
"crier";0,1;0,14
"scandale";0,2;0,06
"hypocrite";0,2;0,1
"pourquoi";0,98;1,69
"derrière";0,2;0,21
"100";0,39;0,19
"voyou";0,2;0,11
"comparer";0,1;0,15
"pillage";0,2;0,06
"viol";0,2;0,14
"ville";0,39;0,25
"dernier";0,49;0,45
"attendre";0,2;0,44
"manifester";0,2;2,17
"ici";0,39;0,47
"organiser";0,39;0,33
"manif";0,1;0,84
"masse";0,1;0,12
"berner";0,2;0,18
"bouger";0,1;0,06
"lancer";0,1;0,18
"mouvement";0,3;0,28
"tirer";0,1;0,25
"irak";0,1;0,08
"russie";0,79;0,59
"tonne";0,1;0,11
"affaire";0,1;0,16
"trop";0,49;0,5
"pote";0,39;0,09
"membre";0,39;0,21
"gang";0,1;0,14
"attention";0,3;0,14
"frapper";0,3;0,21
"iranien";0,1;0,07
"commencer";0,69;0,6
"pro";0,2;0,78
"combien";0,1;0,21
"exemplaire";0,3;0,11
"vendre";0,1;0,18
"an";0,89;1,07
"afrique";0,1;0,17
"maintenant";1,28;0,67
"ainsi";0,39;0,32
"police";1,28;2,39
"quotidien";0,1;0,08
"certaines";0,1;0,11
"dont";0,69;0,57
"passer";0,89;1,15
"avocat";0,1;0,08
"gaz";0,2;0,13
"beaucoup";0,59;0,51
"x";0,1;0,06
"rio";0,2;0,16
"50";0,1;0,2
"mois";0,2;0,11
"direct";0,2;0,13
"jamais";0,89;1,31
"partout";0,3;0,3
"etc";1,18;0,44
"forcer";0,1;0,11
"vos";0,39;0,63
"donnée";0,1;0,07
"moyen";0,1;0,52
"orient";0,2;0,33
"souvent";0,39;0,18
"musulman";2,07;0,81
"vivre";0,98;0,54
"2";0,2;0,85
"monstre";0,39;0,16
"emji_pouce_vers_le_haut";0,3;0,06
"rappeler";0,39;0,32
"bill";0,39;0,04
"genève";0,3;0,18
"déjà";0,98;0,99
"essayer";0,3;0,28
"cest";0,1;0,14
"gagner";0,2;0,1
"autres";0,89;1,32
"chaque";0,1;0,43
"lire";0,3;0,24
"temps";0,59;0,55
"jouer";0,69;0,11
"gouvernement";0,79;1,42
"essentiel";0,1;0,08
"nourrir";0,39;0,06
"30";0,3;0,06
"content";0,1;0,12
"sauf";0,2;0,28
"besoin";0,2;0,45
"année";0,49;0,46
"80";0,2;0,09
"largement";0,1;0,1
"aérien";0,49;0,04
"américain";0,39;0,24
"envahir";0,3;0,13
"france";0,98;0,31
"24h";0,1;0,06
"heureusement";0,1;0,08
"aucun";0,3;0,87
"intérêt";0,2;0,33
"eux";0,79;1,05
"prix";0,2;0,33
"nobel";0,3;0,25
"finir";0,49;0,31
"loin";0,49;0,23
"frontière";0,2;0,19
"russe";0,49;0,16
"arriver";0,2;0,36
"15";0,1;0,06
"heureux";0,3;0,05
"constater";0,1;0,07
"géométrie";0,3;0,06
"variable";0,2;0,06
"habitude";0,2;0,08
"ok";0,69;0,14
"marcher";0,3;0,23
"défense";0,3;0,13
"drone";0,1;0,47
"simple";0,39;0,21
"compter";0,2;0,11
"canon";0,39;0,17
"anti";0,1;0,14
"rapide";0,1;0,07
"hein";0,39;0,22
"certes";0,1;0,12
"sécurité";0,3;0,36
"actuellement";0,2;0,1
"renseigner";0,1;0,23
"ouvrir";0,3;0,25
"oeil";0,3;0,27
"responsable";0,1;0,28
"massacre";0,39;0,78
"envoyer";0,3;0,25
"milliard";0,49;0,08
"merci";1,28;0,9
"vie";0,79;0,4
"liberté";0,1;0,42
"autoriser";0,49;0,91
"début";0,2;0,16
"ligne";0,1;0,08
"benjamin";0,1;0,09
"ressembler";0,1;0,06
"tueur";0,49;0,06
"quelque";0,39;0,25
"protéger";0,59;0,71
"reposer";0,3;0,05
"justement";0,3;0,25
"dossier";0,2;0,08
"trump";0,39;1,31
"sûr";0,59;0,33
"fameux";0,3;0,11
"epstein";0,1;0,12
"où";0,79;1,3
"emji_pouce_vers_le_haut_peau_claire";0,1;0,06
"partie";0,2;0,42
"agent";0,2;0,07
"certainement";0,2;0,07
"emji_homme_qui_hausse_les_épaules_peau_légèrement_mate";0,2;0,15
"corrompre";0,39;0,18
"capable";0,1;0,07
"ami";0,1;0,15
"religieux";0,2;0,16
"emji_main_qui_écrit";0,2;0,07
"dessus";0,3;0,17
"silence";0,49;0,21
"cirque";0,1;0,07
"enquête";0,1;0,29
"sûrement";0,1;0,14
"rebelle";0,69;0,04
"lfi";0,89;0,04
"oublier";0,49;0,45
"garder";0,1;0,16
"onu";0,2;0,73
"terroriste";0,39;1,76
"gros";0,39;0,16
"trafiquant";0,1;0,18
"utile";0,1;0,08
"bravo";0,98;0,59
"réel";0,1;0,1
"fuir";0,1;0,09
"tomber";0,3;0,13
"véritable";0,1;0,13
"info";0,1;0,24
"contrairement";0,3;0,11
"haine";0,3;0,55
"prier";0,49;0,05
"désarmer";0,2;0,11
"prophète";0,89;0,01
"fou";0,39;0,18
"retrouver";0,1;0,17
"entre";0,79;0,86
"probablement";0,1;0,06
"otage";0,2;2,17
"allié";0,3;0,12
"déni";0,3;0,08
"journaliste";0,2;0,39
"situation";0,2;0,47
"dangereux";0,2;0,09
"islam";0,59;0,07
"ds";0,2;0,11
"syndicat";0,39;0,04
"vieux";0,49;0,13
"mentir";0,1;0,09
"vérité";0,2;0,11
"punir";0,3;0,11
"résolution";0,1;0,11
"plaire";0,1;0,07
"confondre";0,1;0,11
"propre";0,2;0,22
"religion";0,79;0,13
"parole";0,3;0,23
"acte";0,3;0,48
"emji_visage_souriant_avec_yeux_rieurs";0,3;0,08
"mode";0,49;0,06
"actuel";0,1;0,17
"dénoncer";0,3;0,51
"titre";0,1;0,12
"espérer";0,2;0,31
"enfin";0,1;0,39
"octobre";0,2;0,57
"4";0,2;0,2
"sommet";0,2;0,08
"génocide";0,2;2,33
"3";0,3;0,29
"blanc";0,89;0,22
"africain";0,2;0,06
"raciste";0,1;0,13
"sous";0,79;0,82
"occupation";0,3;0,21
"suite";0,3;0,22
"meme";0,2;0,15
"congo";0,69;0,44
"cours";0,2;0,22
"école";0,1;0,12
"emji_coeur_rouge";0,98;0,31
"prisonnier";0,2;0,67
"jeu";0,3;0,07
"originaire";0,1;0,07
"2000";0,1;0,21
"90";0,1;0,07
"emji_visage_roulant_des_yeux";0,49;0,24
"jusqu_à";0,2;0,24
"visage";0,2;0,31
"reconnaissance";0,1;0,15
"avis";0,2;0,2
"parce_que";0,59;1,09
"nul";0,1;0,06
"emji_se_rouler_par_terre_de_rire";0,59;0,45
"mériter";0,3;0,28
"cet";0,49;0,37
"etat";0,3;0,31
"ailleurs";0,59;0,52
"absolument";0,2;0,19
"dictature";0,1;0,23
"sensé";0,1;0,08
"démocratie";0,3;0,76
"supporter";0,69;0,12
"régime";0,1;0,23
"al";0,49;0,22
"sortir";0,1;0,35
"mensonge";0,2;0,33
"opération";0,1;0,11
"commercial";0,1;0,1
"etait";0,1;0,09
"rêve";0,2;0,06
"solidarité";0,2;0,12
"atrocité";0,2;0,08
"coeur";0,2;0,13
"matériel";0,1;0,16
"commentaire";0,2;0,3
"masqué";0,1;0,11
"nord";0,39;0,09
"public";0,1;0,41
"cas";0,3;0,65
"banque";0,3;0,08
"pression";0,1;0,11
"lever";0,1;0,06
"afin";0,2;0,14
"information";0,1;0,28
"lier";0,1;0,08
"compte";0,2;0,35
"traiter";0,2;0,35
"international";0,49;1,39
"cour";0,1;0,12
"pénal";0,2;0,1
"créer";0,1;0,31
"commission";0,1;0,09
"argent";0,2;0,36
"voler";0,3;0,36
"nouveau";0,2;0,31
"missile";0,3;0,13
"construire";0,1;0,12
"permettre";0,2;0,33
"hamas";0,2;3,47
"abri";0,1;0,07
"population";0,89;0,84
"bas";0,1;0,25
"britannique";0,3;0,06
"responsabilité";0,1;0,13
"payer";0,39;0,46
"grand";0,39;0,52
"crime";0,49;1,35
"dizaine";0,1;0,19
"rapport";0,49;0,26
"kidnapper";0,1;0,19
"marre";0,2;0,16
"auto";0,3;0,05
"charger";0,39;0,1
"ministre";0,1;0,17
"naître";0,2;0,15
"bordel";0,1;0,07
"lâcher";0,2;0,06
"habitant";0,1;0,11
"projet";0,1;0,08
"descendre";0,1;0,07
"organisation";0,39;0,3
"emji_drapeau_suisse";0,1;0,23
"romain";0,3;0,08
"haut";0,1;0,1
"ps";0,2;0,09
"invasion";0,3;0,06
"identité";0,2;0,08
"mes";0,2;0,11
"directement";0,2;0,17
"désolé";0,2;0,07
"relayer";0,1;0,1
"2025";0,1;0,13
"ceux";0,89;0,98
"reportage";0,2;0,06
"voix";0,3;0,15
"certain";0,1;0,09
"vidéo";0,3;0,3
"ben";0,39;0,31
"suivre";0,3;0,26
"liste";0,1;0,1
"trois";0,2;0,06
"toucher";0,2;0,1
"jusqu";0,1;0,09
"humanité";0,79;0,45
"recommencer";0,1;0,07
"tiens";0,2;0,09
"remettre";0,1;0,13
"menacer";0,1;0,07
"tolérance";0,1;0,11
"dirigeant";0,3;0,16
"cause";0,1;0,71
"problème";0,2;0,64
"national";0,1;0,1
"exterminer";0,1;0,16
"islamiste";0,39;0,64
"emji_tête_de_mort";0,39;0,05
"heure";0,1;0,23
"affirmer";0,2;0,18
"considérer";0,1;0,15
"planète";0,3;0,06
"saccager";0,2;0,09
"extermination";0,1;0,24
"inutile";0,1;0,08
"prévoir";0,1;0,11
"inquiéter";0,1;0,11
"famine";0,1;0,16
"25";0,1;0,09
"moitié";0,1;0,08
"black";0,49;0,29
"soutien";0,2;0,76
"soutenir";0,59;1,47
"sol";0,2;0,09
"massacrer";0,3;0,35
"piller";0,1;0,08
"ressource";0,1;0,13
"certains";0,39;0,47
"famille";0,1;0,47
"animal";0,49;0,08
"assez";0,3;0,27
"rendre";0,1;0,76
"assassin";0,39;0,05
"sioniste";0,1;0,81
"triste";0,1;0,19
"retourner";0,1;0,17
"valeur";0,2;0,23
"marier";0,1;0,08
"lieu";0,3;0,44
"ceci";0,1;0,12
"niveau";0,1;0,1
"moment";0,59;0,49
"jeune";0,1;0,16
"pratiquer";0,1;0,09
"témoin";0,1;0,07
"contraire";0,2;0,25
"évidemment";0,3;0,17
"servir";0,1;0,45
"imposer";0,1;0,11
"exactement";0,1;0,19
"bientôt";0,1;0,07
"sanction";0,49;0,44
"vérifier";0,1;0,06
"splendeur";0,49;0,07
"blesser";0,1;0,14
"sorte";0,1;0,1
"complètement";0,2;0,23
"balle";0,39;0,18
"interdire";0,79;0,28
"affamer";0,1;0,15
"espere";0,3;0,05
"etats";0,2;0,12
"critique";0,1;0,1
"gaza";0,3;2,64
"décombre";0,1;0,06
"là_bas";0,2;0,17
"super";0,2;0,1
"détourner";0,2;0,13
"revenir";0,2;0,18
"risque";0,39;0,12
"accusation";0,1;0,11
"attentat";0,39;0,24
"voisin";0,1;0,14
"direction";0,2;0,06
"1947";0,1;0,08
"etaient";0,3;0,06
"origine";0,3;0,07
"israël";0,3;4,32
"décidément";0,2;0,07
"judée";0,1;0,11
"manipuler";0,1;0,06
"route";0,1;0,07
"hasard";0,1;0,11
"présent";0,1;0,07
"exister";0,39;0,5
"publication";0,1;0,06
"force";0,59;0,53
"comportement";0,1;0,08
"pire";0,2;0,35
"mourir";0,1;0,16
"partager";0,2;0,13
"torture";0,2;0,27
"5";0,1;0,28
"entrer";0,1;0,1
"accuser";0,2;0,28
"destruction";0,2;0,16
"massif";0,2;0,08
"donald";0,1;0,23
"emji_mains_levées";0,1;0,19
"signe";0,2;0,1
"prôner";0,1;0,07
"etre";0,2;0,06
"loi";0,2;0,74
"voter";0,1;0,13
"or";0,1;0,16
"turc";0,98;0,03
"confiance";0,1;0,12
"remercier";0,1;0,13
"policier";0,2;0,68
"barbare";0,2;0,06
"but";0,2;0,31
"meurtrier";0,2;0,12
"attaquer";0,3;0,47
"autorité";0,1;0,55
"arrêter";0,1;1,59
"vive";0,1;0,13
"calme";0,1;0,08
"égypte";0,2;0,21
"20";0,1;0,36
"présenter";0,1;0,11
"choix";0,3;0,13
"refuser";0,1;0,32
"arrestation";0,1;0,11
"brésil";0,3;0,18
"déclencher";0,1;0,11
"emji_visage_avec_un_sourire_malin";0,3;0,09
"discours";0,2;0,16
"dos";0,1;0,06
"employer";0,3;0,07
"barbarie";0,2;0,11
"montrer";0,2;0,45
"lacrymo";0,1;0,12
"usage";0,1;0,08
"apartheid";0,1;0,18
"ensuite";0,1;0,23
"main";0,1;0,21
"colon";0,2;0,38
"10";0,1;0,29
"sortie";0,1;0,07
"vitrine";0,1;0,13
"svp";0,2;0,12
"rassemblement";0,1;0,15
"chiffre";0,39;0,12
"manière";0,1;0,25
"plupart";0,1;0,22
"pseudo";0,1;0,07
"italie";0,2;0,06
"pratique";0,3;0,06
"critiquer";0,1;0,13
"apporter";0,1;0,11
"colonisation";0,2;0,36
"raconter";0,1;0,09
"syrie";0,1;0,21
"souffrir";0,1;0,08
"revoir";0,1;0,08
"définition";0,1;0,17
"chef";0,2;0,09
"eau";0,39;0,28
"création";0,1;0,18
"islamique";0,3;0,11
"arabie";0,1;0,1
"coloniser";0,3;0,26
"arabo";0,2;0,06
"sud";0,1;0,12
"également";0,1;0,25
"bizarre";0,1;0,14
"70";0,1;0,14
"rts";0,2;0,58
"détester";0,2;0,07
"autant";0,3;0,35
"seulement";0,1;0,34
"occidental";0,1;0,26
"média";0,1;0,42
"rue";0,1;0,43
"exprimer";0,1;0,12
"humaniste";0,1;0,06
"vivement";0,1;0,08
"village";0,1;0,09
"attaque";0,1;0,48
"tête";0,2;0,14
"liban";0,1;0,35
"idée";0,1;0,18
"i";0,1;0,08
"total";0,2;0,34
"cher";0,1;0,08
"hors";0,1;0,07
"indépendant";0,1;0,11
"mêmes";0,1;0,29
"normal";0,1;0,15
"sentir";0,1;0,31
"aucune";0,2;0,67
"échapper";0,1;0,06
"objectif";0,1;0,19
"menace";0,2;0,25
"emji_mains_en_prière";0,2;0,1
"signer";0,3;0,31
"empire";0,1;0,11
"menteur";0,1;0,08
"e";0,2;0,25
"taire";0,1;0,18
"emji_visage_de_clown";0,2;0,21
"boucher";0,1;0,06
"radical";0,3;0,09
"incroyable";0,1;0,1
"ci";0,1;0,08
"oh";0,2;0,13
"lutter";0,2;0,08
"bâtiment";0,1;0,08
"celles";0,1;0,11
"injustice";0,3;0,14
"parfois";0,1;0,08
"fédération";0,39;0,05
"organisateur";0,1;0,12
"immonde";0,1;0,07
"activiste";0,1;0,1
"réprimer";0,1;0,16
"nettoyage";0,1;0,16
"bout";0,1;0,11
"occuper";0,1;0,35
"militaire";0,2;0,43
"institution";0,2;0,1
"plutôt";0,1;0,35
"argument";0,1;0,17
"déranger";0,1;0,1
"ethnique";0,1;0,13
"new";0,1;0,07
"pareil";0,1;0,11
"gentil";0,1;0,09
"journalisme";0,1;0,13
"médiatique";0,1;0,11
"danger";0,1;0,18
"lien";0,1;0,11
"pardon";0,1;0,11
"netanyahou";0,1;0,13
"dès";0,1;0,18
"brûler";0,1;0,08
"turquie";0,3;0,08
"étonnant";0,1;0,11
"sanctionner";0,1;0,21
"démocratique";0,1;0,2
"important";0,3;0,16
"corps";0,1;0,29
"impérialiste";0,1;0,06
"oppression";0,1;0,11
"scandaleux";0,1;0,19
"infliger";0,1;0,06
"ridicule";0,2;0,07
"terrorisme";0,1;0,35
"millier";0,1;0,54
"épisode";0,3;0,06
"mentionner";0,1;0,13
"lorsque";0,1;0,17
"telle";0,1;0,08
"manifestation";0,1;2,66
"long";0,1;0,11
"the";0,1;0,06
"croix";0,89;0,05
"peine";0,1;0,22
"réalité";0,1;0,25
"chercher";0,1;0,28
"shoah";0,1;0,11
"réfugier";0,1;0,06
"terrain";0,1;0,06
"men";0,2;0,08
"in";0,2;0,06
"autorisation";0,1;0,5
"vivant";0,1;0,09
"effectivement";0,1;0,17
"république";0,1;0,11
"cautionner";0,1;0,1
"200";0,1;0,18
"coupable";0;0,39
"écrire";0;0,22
"ordonner";0;0,07
"participer";0;0,25
"rappel";0;0,15
"fait";0;0,16
"propos";0;0,16
"mineur";0;0,11
"financier";0;0,11
"procès";0;0,19
"prêt";0;0,08
"façon";0;0,18
"publier";0;0,08
"concerner";0;0,16
"démocrate";0;0,16
"puisque";0;0,15
"républicain";0;0,07
"impliquer";0;0,12
"mossad";0;0,07
"réponse";0;0,15
"assurer";0;0,08
"nation";0;0,14
"fond";0;0,07
"riche";0;0,1
"majeur";0;0,08
"offrir";0;0,09
"stopper";0;0,07
"collaboration";0;0,16
"monter";0;0,1
"uniquement";0;0,23
"souhaiter";0;0,13
"confirmer";0;0,11
