"";"X.rts_a";"X.rts_i"
"tu";1,6673;-1,6673
"avoir";2,4979;-2,4979
"du";0,4625;-0,4625
"de";-3,9815;3,9815
"m";0,3797;-0,3797
"reconnaître";8,3948;-8,3948
"tout";2,234;-2,234
"être";5,9172;-5,9172
"vrai";1,0172;-1,0172
"emji_drapeau_états";0,2063;-0,2063
"unir";0,4626;-0,4626
"us";0,5343;-0,5343
"emji_main_avec_index_pointant_à_droite";4,5033;-4,5033
"ce";-0,5677;0,5677
"flic";0,6865;-0,6865
"d";1,4855;-1,4855
"indignation";0,9934;-0,9934
"sur";-0,6481;0,6481
"l";2,4313;-2,4313
"un";-0,9298;0,9298
"élire";-0,7536;0,7536
"aujourd_hui";4,2924;-4,2924
"c";10,2092;-10,2092
"ton";1,3837;-1,3837
"en";1,0922;-1,0922
"plan";-0,4466;0,4466
"honteux";-0,3236;0,3236
"quand";-0,4531;0,4531
"le";-1,1733;1,1733
"monde";0,7604;-0,7604
"innocent";0,7754;-0,7754
"et";-0,9524;0,9524
"qu";-0,3351;0,3351
"il";2,6635;-2,6635
"ne";-3,2387;3,2387
"y";-0,3011;0,3011
"pas";-0,3336;0,3336
"réseau";0,3139;-0,3139
"social";-0,3656;0,3656
"la";0,4739;-0,4739
"violence";-1,5458;1,5458
"peu";0,3818;-0,3818
"brutal";1,2006;-1,2006
"comme";1,2812;-1,2812
"emji_visage_qui_pleure";4,058;-4,058
"me";2,9272;-2,9272
"sembler";0,2796;-0,2796
"aussi";3,7483;-3,7483
"une";0,3863;-0,3863
"dégénérer";0,2722;-0,2722
"humain";0,4603;-0,4603
"si";-1,003;1,003
"mal";-0,2871;0,2871
"honnête";1,5371;-1,5371
"avec";3,8827;-3,8827
"lui";1,8012;-1,8012
"même";0,2783;-0,2783
"quelle";0,8935;-0,8935
"quel";2,6738;-2,6738
"guerre";2,4407;-2,4407
"pour";-2,4026;2,4026
"tes";0,4166;-0,4166
"soldat";-0,2245;0,2245
"donc";-0,8367;0,8367
"légal";-0,2027;0,2027
"acheter";2,274;-2,274
"mais";0,6856;-0,6856
"illégal";-0,9133;0,9133
"emji_visage_en_pleine_réflexion";0,4107;-0,4107
"emji_visage_faisant_un_clin_d_oeil";4,1341;-4,1341
"j";3,8898;-3,8898
"adorer";1,5957;-1,5957
"gare";0,2722;-0,2722
"à";0,8268;-0,8268
"vous";-2,0543;2,0543
"importer";-0,5577;0,5577
"personne";-0,4342;0,4342
"qui";0,3137;-0,3137
"tenter";0,2722;-0,2722
"agresser";0,6662;-0,6662
"lausanne";1,8181;-1,8181
"que";-1,302;1,302
"spray";0,2257;-0,2257
"poivre";0,2475;-0,2475
"dans";1,159;-1,159
"ma";3,9682;-3,9682
"nous";0,9311;-0,9311
"cacher";0,8397;-0,8397
"ta";0,8279;-0,8279
"chrétien";5,3169;-5,3169
"emji_visage_riant_aux_larmes";7,5345;-7,5345
"je";8,7868;-8,7868
"votre";-3,7169;3,7169
"rôle";-0,2699;0,2699
"on";0,3807;-0,3807
"vouloir";0,2937;-0,2937
"les";-0,3601;0,3601
"civil";-2,7561;2,7561
"devenir";-0,335;0,335
"david";2,7881;-2,7881
"toujours";-0,9719;0,9719
"bien";2,6204;-2,6204
"quant";1,0564;-1,0564
"aux";1,1606;-1,1606
"s";1,1094;-1,1094
"opposer";-0,1843;0,1843
"droit";-2,9709;2,9709
"elles";-0,2655;0,2655
"faire";4,04;-4,04
"mieux";2,5357;-2,5357
"devant";0,7123;-0,7123
"leurs";-0,3751;0,3751
"porte";0,6661;-0,6661
"car";-0,6537;0,6537
"jugement";-0,2699;0,2699
"totalement";0,3806;-0,3806
"cela";0,2982;-0,2982
"moins";0,5517;-0,5517
"plus";-0,6826;0,6826
"paix";0,9878;-0,9878
"leur";-2,1707;2,1707
"presque";0,3806;-0,3806
"honte";0,57;-0,57
"emprisonner";0,4649;-0,4649
"longtemps";0,8573;-0,8573
"homme";1,5169;-1,5169
"engager";0,2722;-0,2722
"résistance";-0,1823;0,1823
"battre";0,4649;-0,4649
"contre";-6,5866;6,5866
"armée";-2,6593;2,6593
"nazi";0,9393;-0,9393
"devoir";-1,0199;1,0199
"comment";1,7722;-1,7722
"oser";0,7434;-0,7434
"dire";3,0029;-3,0029
"ça";4,8947;-4,8947
"libérer";-0,4319;0,4319
"europe";2,3602;-2,3602
"pouvoir";-0,5327;0,5327
"excuser";0,3139;-0,3139
"quelques";0,6572;-0,6572
"vol";0,6662;-0,6662
"voleur";1,4792;-1,4792
"justice";-0,5629;0,5629
"avant";1,5466;-1,5466
"après";-0,9159;0,9159
"son";0,687;-0,687
"travail";-0,8462;0,8462
"fois";-0,814;0,814
"mon";1,2058;-1,2058
"iran";3,5128;-3,5128
"groupe";1,3618;-1,3618
"continuer";-1,0369;1,0369
"emji_globe_tourné_sur_l";5,415;-5,415
"afrique_et_l";3,2281;-3,2281
"emji_feu";3,953;-3,953
"otan";0,6662;-0,6662
"respecter";-1,082;1,082
"ses";-0,27;0,27
"engagement";-0,2163;0,2163
"vers";0,2063;-0,2063
"éviter";0,3345;-0,3345
"effet";0,7806;-0,7806
"ukrainien";0,7678;-0,7678
"savoir";0,9276;-0,9276
"place";-0,2655;0,2655
"tuer";1,1863;-1,1863
"croire";0,9804;-0,9804
"ils";-0,7509;0,7509
"notre";1,1578;-1,1578
"assassiner";0,57;-0,57
"par";-0,7023;0,7023
"gauche";-0,5375;0,5375
"malheureusement";-0,708;0,708
"bande";5,0884;-5,0884
"emji_visage_avec_un_léger_sourire";1,2505;-1,2505
"beau";10,2516;-10,2516
"reprise";-0,1347;0,1347
"des";-2,8136;2,8136
"accord";10,8051;-10,8051
"bizarrement";0,3139;-0,3139
"depuis";-0,3633;0,3633
"accepter";-0,5312;0,5312
"libre";0,4612;-0,4612
"interessant";2,3409;-2,3409
"histoire";0,8458;-0,8458
"trouver";0,3578;-0,3578
"femme";3,355;-3,355
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";14,4051;-14,4051
"détruire";-0,3805;0,3805
"occident";1,8046;-1,8046
"tous";-0,4098;0,4098
"ces";-0,7085;0,7085
"dieu";3,2281;-3,2281
"ou";1,1058;-1,1058
"laisser";-1,1353;1,1353
"se";0,9754;-0,9754
"courage";-0,3459;0,3459
"face";-0,4034;0,4034
"toutes";1,1345;-1,1345
"rien";-0,4798;0,4798
"emji_applaudissements";3,9413;-3,9413
"raison";0,3578;-0,3578
"héros";3,0773;-3,0773
"mec";3,5128;-3,5128
"terreur";0,3139;-0,3139
"souvenir";4,4233;-4,4233
"monsieur";1,6767;-1,6767
"seul";0,3666;-0,3666
"mot";-0,2446;0,2446
"palestinien";-9,159;9,159
"juif";4,3512;-4,3512
"oui";-0,2636;0,2636
"israélien";-5,3684;5,3684
"citoyen";-0,9169;0,9169
"entier";-0,2366;0,2366
"d_abord";0,3003;-0,3003
"regarder";0,6292;-0,6292
"voir";-0,545;0,545
"moi";4,8716;-4,8716
"mort";0,4505;-0,4505
"tant";-0,3631;0,3631
"comprendre";-1,504;1,504
"au";1,184;-1,184
"commettre";-1,2872;1,2872
"état";-2,1006;2,1006
"erreur";0,7806;-0,7806
"bombardement";-0,3704;0,3704
"difficile";-0,1347;0,1347
"société";0,5112;-0,5112
"elle";1,3683;-1,3683
"horreur";0,5385;-0,5385
"aimer";3,8413;-3,8413
"grâce";0,4345;-0,4345
"suisse";0,905;-0,905
"allemagne";1,5957;-1,5957
"neutre";0,5326;-0,5326
"blague";0,2603;-0,2603
"aller";-0,6505;0,6505
"rester";0,4114;-0,4114
"donner";-0,228;0,228
"arme";-0,8579;0,8579
"ukraine";-0,2221;0,2221
"fin";-0,2446;0,2446
"neutralité";0,6862;-0,6862
"ordre";-0,2324;0,2324
"mondial";3,2011;-3,2011
"t";1,5053;-1,5053
"dommage";0,3345;-0,3345
"toi";2,2505;-2,2505
"ue";0,2603;-0,2603
"emji_visage_avec_bouche_ouverte";-0,2646;0,2646
"conflit";-0,522;0,522
"perdre";0,9329;-0,9329
"sa";3,8846;-3,8846
"soumettre";0,5343;-0,5343
