"";"X.rts_a";"X.rts_i"
"pro_per";3,7208;-3,7208
"aux";4,3406;-4,3406
"art_def";-0,6347;0,6347
"nom";0,5562;-0,5562
"pre";-3,0573;3,0573
"ver";-8,6064;8,6064
"pro_ind";-0,3707;0,3707
"adj";1,5703;-1,5703
"nr";4,6937;-4,6937
"adj_num";1,9927;-1,9927
"pro_dem";6,6622;-6,6622
"art_ind";-3,9803;3,9803
"adv_sup";-0,7061;0,7061
"nom_sup";0,6463;-0,6463
"ono";2,0064;-2,0064
"con";-2,0519;2,0519
"adj_int";1,9218;-1,9218
"adj_pos";1,4194;-1,4194
"pro_rel";-1,7387;1,7387
"num";-3,9013;3,9013
"ver_sup";1,9877;-1,9877
"adv";-1,1728;1,1728
"adj_ind";-1,7736;1,7736
"adj_dem";-0,8786;0,8786
"adj_sup";1,1368;-1,1368
"pro_pos";-0,3509;0,3509
