"";"X";"V1"
"1";1;0
"2";2;8
"3";3;3
"4";4;5
"5";5;3
"6";6;1
"7";7;5
"8";8;1
"9";9;5
"10";10;2
"11";11;6
"12";12;7
"13";13;1
"14";14;1
"15";15;1
"16";16;8
"17";17;0
"18";18;2
"19";19;8
"20";20;3
"21";21;2
"22";22;0
"23";23;6
"24";24;1
"25";25;3
"26";26;4
"27";27;3
"28";28;0
"29";29;7
"30";30;4
"31";31;3
"32";32;6
"33";33;3
"34";34;0
"35";35;1
"36";36;6
"37";37;1
"38";38;6
"39";39;1
"40";40;7
"41";41;1
"42";42;3
"43";43;3
"44";44;1
"45";45;3
"46";46;1
"47";47;5
"48";48;8
"49";49;1
"50";50;1
"51";51;6
"52";52;0
"53";53;1
"54";54;5
"55";55;1
"56";56;1
"57";57;1
"58";58;3
"59";59;0
"60";60;5
"61";61;1
"62";62;1
"63";63;7
"64";64;1
"65";65;1
"66";66;1
"67";67;1
"68";68;1
"69";69;0
"70";70;4
"71";71;1
"72";72;3
"73";73;8
"74";74;8
"75";75;1
"76";76;5
"77";77;2
"78";78;1
"79";79;1
"80";80;1
"81";81;7
"82";82;0
"83";83;1
"84";84;0
"85";85;1
"86";86;0
"87";87;5
"88";88;1
"89";89;1
"90";90;1
"91";91;2
"92";92;1
"93";93;8
"94";94;5
"95";95;1
"96";96;0
"97";97;0
"98";98;2
"99";99;0
"100";100;6
"101";101;6
"102";102;2
"103";103;1
"104";104;0
"105";105;1
"106";106;2
"107";107;0
"108";108;6
"109";109;0
"110";110;0
"111";111;5
"112";112;0
"113";113;4
"114";114;0
"115";115;0
"116";116;0
"117";117;8
"118";118;5
"119";119;0
"120";120;2
"121";121;3
"122";122;8
"123";123;0
"124";124;5
"125";125;5
"126";126;4
"127";127;0
"128";128;0
"129";129;3
"130";130;8
"131";131;0
"132";132;3
"133";133;3
"134";134;3
"135";135;5
"136";136;4
"137";137;6
"138";138;5
"139";139;8
"140";140;5
"141";141;3
"142";142;0
"143";143;8
"144";144;5
"145";145;0
"146";146;7
"147";147;1
"148";148;3
"149";149;4
"150";150;6
"151";151;0
"152";152;3
"153";153;2
"154";154;6
"155";155;0
"156";156;7
"157";157;0
"158";158;5
"159";159;7
"160";160;5
"161";161;4
"162";162;0
"163";163;0
"164";164;5
"165";165;0
"166";166;0
"167";167;4
"168";168;5
"169";169;0
"170";170;8
"171";171;7
"172";172;6
"173";173;4
"174";174;2
"175";175;7
"176";176;4
"177";177;0
"178";178;8
"179";179;0
"180";180;8
"181";181;7
"182";182;5
"183";183;8
"184";184;3
"185";185;3
"186";186;7
"187";187;4
"188";188;8
"189";189;7
"190";190;7
"191";191;8
"192";192;5
"193";193;4
"194";194;8
"195";195;6
"196";196;2
"197";197;3
"198";198;3
"199";199;5
"200";200;8
"201";201;1
"202";202;6
"203";203;8
"204";204;6
"205";205;5
"206";206;7
"207";207;5
"208";208;0
"209";209;8
"210";210;3
"211";211;8
"212";212;7
"213";213;8
"214";214;6
"215";215;2
"216";216;0
"217";217;0
"218";218;5
"219";219;3
"220";220;0
"221";221;3
"222";222;1
"223";223;8
"224";224;6
"225";225;1
"226";226;3
"227";227;0
"228";228;8
"229";229;0
"230";230;2
"231";231;2
"232";232;3
"233";233;7
"234";234;3
"235";235;2
"236";236;3
"237";237;4
"238";238;1
"239";239;0
"240";240;5
"241";241;3
"242";242;5
"243";243;5
"244";244;4
"245";245;0
"246";246;7
"247";247;8
"248";248;5
"249";249;4
"250";250;0
"251";251;6
"252";252;1
"253";253;2
"254";254;0
"255";255;8
"256";256;8
"257";257;2
"258";258;4
"259";259;1
"260";260;5
"261";261;5
"262";262;4
"263";263;1
"264";264;0
"265";265;7
"266";266;1
"267";267;3
"268";268;1
"269";269;8
"270";270;6
"271";271;0
"272";272;1
"273";273;7
"274";274;5
"275";275;3
"276";276;1
"277";277;0
"278";278;6
"279";279;1
"280";280;1
"281";281;1
"282";282;1
"283";283;3
"284";284;3
"285";285;8
"286";286;1
"287";287;4
"288";288;0
"289";289;3
"290";290;1
"291";291;6
"292";292;0
"293";293;1
"294";294;1
"295";295;4
"296";296;8
"297";297;3
"298";298;1
"299";299;0
"300";300;6
"301";301;2
"302";302;1
"303";303;4
"304";304;6
"305";305;5
"306";306;4
"307";307;1
"308";308;4
"309";309;1
"310";310;0
"311";311;8
"312";312;5
"313";313;4
"314";314;0
"315";315;4
"316";316;7
"317";317;5
"318";318;2
"319";319;2
"320";320;4
"321";321;0
"322";322;8
"323";323;6
"324";324;5
"325";325;0
"326";326;0
"327";327;6
"328";328;6
"329";329;3
"330";330;1
"331";331;1
"332";332;4
"333";333;1
"334";334;8
"335";335;6
"336";336;2
"337";337;1
"338";338;5
"339";339;5
"340";340;0
"341";341;6
"342";342;0
"343";343;7
"344";344;4
"345";345;7
"346";346;3
"347";347;7
"348";348;1
"349";349;6
"350";350;2
"351";351;5
"352";352;1
"353";353;2
"354";354;0
"355";355;5
"356";356;0
"357";357;4
"358";358;4
"359";359;7
"360";360;7
"361";361;0
"362";362;8
"363";363;0
"364";364;0
"365";365;3
"366";366;7
"367";367;4
"368";368;8
"369";369;0
"370";370;6
"371";371;5
"372";372;0
"373";373;4
"374";374;5
"375";375;4
"376";376;6
"377";377;0
"378";378;8
"379";379;4
"380";380;0
"381";381;0
"382";382;4
"383";383;5
"384";384;4
"385";385;0
"386";386;0
"387";387;0
"388";388;0
"389";389;0
"390";390;0
"391";391;4
"392";392;3
"393";393;4
"394";394;0
"395";395;7
"396";396;3
"397";397;5
"398";398;0
"399";399;4
"400";400;2
"401";401;0
"402";402;1
"403";403;0
"404";404;6
"405";405;5
"406";406;3
"407";407;0
"408";408;8
"409";409;8
"410";410;8
"411";411;1
"412";412;6
"413";413;4
"414";414;5
"415";415;8
"416";416;3
"417";417;8
"418";418;8
"419";419;8
"420";420;7
"421";421;0
"422";422;3
"423";423;4
"424";424;4
"425";425;2
"426";426;6
"427";427;6
"428";428;3
"429";429;8
"430";430;4
"431";431;7
"432";432;1
"433";433;7
"434";434;8
"435";435;7
"436";436;5
"437";437;4
"438";438;0
"439";439;4
"440";440;8
"441";441;0
"442";442;4
"443";443;5
"444";444;2
"445";445;3
"446";446;5
"447";447;4
"448";448;8
"449";449;2
"450";450;8
"451";451;8
"452";452;0
"453";453;1
"454";454;0
"455";455;8
"456";456;1
"457";457;6
"458";458;0
"459";459;0
"460";460;1
"461";461;3
"462";462;0
"463";463;1
"464";464;0
"465";465;1
"466";466;3
"467";467;1
"468";468;0
"469";469;1
"470";470;1
"471";471;7
"472";472;8
"473";473;1
"474";474;0
"475";475;7
"476";476;7
"477";477;1
"478";478;1
"479";479;8
"480";480;0
"481";481;3
"482";482;1
"483";483;2
"484";484;1
"485";485;3
"486";486;8
"487";487;4
"488";488;6
"489";489;7
"490";490;1
"491";491;1
"492";492;8
"493";493;0
"494";494;1
"495";495;8
"496";496;0
"497";497;6
"498";498;1
"499";499;0
"500";500;8
"501";501;2
"502";502;1
"503";503;3
"504";504;4
"505";505;0
"506";506;0
