de;109;52;77;91;73;76;62;89
la;91;40;48;59;57;54;49;81
le;97;28;45;61;51;57;43;68
htag_rtsarchives;111;59;97;98;87;90;72;114
et;94;34;47;63;45;48;39;59
les;86;35;42;63;33;42;29;65
être;72;29;55;55;45;44;36;65
l;84;24;47;47;38;44;39;55
en;93;32;50;54;45;35;40;58
à;85;26;50;53;45;43;42;45
un;58;23;36;47;32;35;36;44
pour;39;33;46;51;32;28;31;50
des;54;15;39;36;32;30;30;41
d;81;12;40;32;32;26;23;42
avoir;62;12;32;31;19;23;25;32
du;41;16;20;45;28;33;30;33
dans;91;11;23;26;19;25;16;32
une;49;12;20;40;15;25;26;41
sur;72;15;17;24;24;14;18;25
il;46;8;23;26;12;27;16;22
pas;25;14;19;25;25;20;21;24
vous;16;11;21;20;13;16;16;23
qui;37;6;22;29;21;21;17;24
ne;30;13;22;25;23;25;25;21
c;19;12;20;19;15;20;14;34
ce;55;10;23;16;10;18;8;23
au;23;17;13;27;9;25;13;22
que;20;10;16;19;15;9;12;29
avec;37;10;12;14;15;19;10;23
son;42;7;9;19;10;16;10;13
an;59;2;10;17;16;9;17;12
plus;34;5;16;17;10;13;12;7
faire;16;11;22;13;8;14;13;24
se;26;7;20;17;13;12;12;18
on;21;10;20;23;8;9;11;10
ou;7;11;16;13;5;10;17;22
qu;16;7;16;17;8;13;9;9
s;21;8;16;11;8;5;11;13
y;10;3;15;16;8;5;2;10
ses;19;2;6;11;9;10;11;12
sa;24;3;6;11;9;12;8;5
aux;7;3;15;12;6;8;11;11
par;13;3;6;11;4;3;10;10
mais;14;8;12;11;7;9;10;7
cette;14;5;9;10;5;5;11;11
nous;35;2;7;4;6;2;3;7
bon;3;7;7;19;5;4;2;14
bien;9;3;15;9;7;3;7;12
tout;10;9;11;9;6;8;7;9
leur;13;3;13;5;3;4;5;8
autres;51;2;3;4;1;5;1;1
ça;7;6;1;6;6;5;8;8
tous;41;1;3;11;3;1;4;2
htag_archives;4;3;7;12;7;10;8;6
elle;10;1;8;7;6;5;4;6
ces;10;8;10;5;3;2;6;12
htag_suisse;33;1;5;3;2;1;8;3
si;7;6;6;9;2;7;7;4
plein;46;3;1;2;4;2;0;0
