"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"mass";"chi.distance";"inertie"
"lien";-2,37025785335303;-0,623993845686173;0,1393663162727;-0,0967686760574522;0,076767685449718;-5,81497706275916e-05;0,299962060403243;-0,9571704233013;-0,251984590017465;0,0562796641521409;-0,0390776532996988;0,0310007444438255;-2,34823567772377e-05;0,121132311374622;0,935817935159011;0,0518405428320373;0,00236832686168724;0,00106436646287382;0,00063418975460151;3,33323242668886e-10;0,00827463859646743;0,0304918441866036;0,00211326089256022;0,000105416391378139;5,08232112125488e-05;3,19852240396573e-05;1,8352216141338e-11;0,000488343216723792;0,00542740841248304;1,58173176438997;0,0135786994544381
"heure";0,669038691784112;0,352884496929651;-0,809790392508045;-0,499606680602205;-1,18020410863948;-0,228373927212083;0,246489611907501;0,387349226000107;0,204307371803311;-0,468839374481993;-0,289254214161643;-0,68329553076306;-0,132220251280699;0,142708578086611;0,207057818345326;0,0460429429469357;0,222054831733325;0,0787892644535681;0,416260844749631;0,0142774818059266;0,0155168159652898;0,0019324592313614;0,000537617045277568;0,00283108631959315;0,0010776167800151;0,00601342800440763;0,000225165014439305;0,000262304120789547;0,00431725669174787;0,949157626954452;0,00388941742052587
"clip";-2,51882496980377;-0,672531864780117;0,19105351041129;-0,172422948041258;-0,0362040618824352;0,0704020821051066;0,273962976442256;-0,955834585916247;-0,255209958688659;0,0725002948601256;-0,0654304364611381;-0,0137385864094318;0,0267159273880862;0,103962479046119;0,933255150117;0,0531788448777842;0,00393043195512035;0,00298411774614768;0,000124560735695394;0,00043146426521523;0,0060954303030379;0,0336514872117677;0,00239902080834078;0,000193605783291045;0,000157687916551529;6,95220996198959e-06;2,62893161568483e-05;0,000398099868734094;0,00530405822129024;1,68318059836547;0,0150269110458492
"aller";0,58829827857997;0,282103513482677;-0,700050199768641;0,708997376989406;-0,138178197548594;0,785164175243469;1,26173192925182;0,30809960020991;0,147741346331355;-0,366625561434932;0,371311316646351;-0,0723657521575775;0,411200877683296;0,66078572235992;0,146182790711293;0,0268674738906327;0,151525345918282;0,144881107694302;0,00521005480954007;0,154096031811791;0,37123719516416;0,00145148950237145;0,000333761112477515;0,00205530894223115;0,00210818151469683;8,0075155476065e-05;0,00258547114726973;0,00667656268459104;0,00419390650055508;0,99330444173462;0,00413793342481444
"romand";-0,486426749297222;0,152073072533786;-0,207815220032095;-0,475345085259562;-0,150862285200302;0,195534482170899;-0,42830612106901;-0,553144730052866;0,172931317565375;-0,236319022240471;-0,540543112087769;-0,171554459418287;0,22235386625574;-0,48705231375741;0,408299049523785;0,0318975159544432;0,0545536729706935;0,266062025826077;0,0253727176266061;0,0390444753554214;0,174770542742971;0,000992324337323709;9,69892018324227e-05;0,00018112293487327;0,000947625546161872;9,54509176340376e-05;0,000160348704379748;0,000769355931138049;0,00419390650055508;0,491429461447036;0,0010128406475461
"premier";-0,913533627380116;0,212169855085814;0,204322033373529;0,0133677196110911;0,228530552741188;-0,331835930257896;0,0298501836567592;-0,877134238080283;0,203716030375381;0,196180902043066;0,0128350880630105;0,219424842445675;-0,318614057688444;0,028660814789507;0,834039332318296;0,0359594935372032;0,0305417334077537;0,000121863463666959;0,0337200451376429;0,0651258916117013;0,000491640523736483;0,00288235145848275;0,000155476665523596;0,000144187715926116;6,1718095137794e-07;0,000180379175899026;0,000380316068716351;3,07745614920232e-06;0,0034538053533983;0,645749675592106;0,00144021142454233
"femme";0,101748415725671;-0,0747794743916478;-0,190252204000651;0,157507382036586;0,326191266698582;-0,708645022576584;-1,22299600365326;0,0688930227142315;-0,0506325724197225;-0,128818216167493;0,106646964190204;0,220861447183983;-0,479817767072889;-0,828080622761383;0,00828248629559426;0,00357584744870438;0,0211977922098317;0,0135434293948365;0,054993609451864;0,23775644956265;0,660650385636522;3,06482993048498e-05;1,6554493026642e-05;0,000107154511786176;7,34434204396762e-05;0,000314989246242778;0,00148664936876053;0,0044279340568452;0,00296040458862711;0,721739072166925;0,00154209632651005
"enfant";0,359654983498336;-0,236917401780473;-1,1403915408646;0,262232653315371;-0,706882383749102;0,468623576207999;-0,754479210525766;0,213293209128674;-0,140503747320989;-0,676308636260923;0,155516944655992;-0,419216246191874;0,277916978851545;-0,447443520644707;0,0666696637790478;0,0231237770997019;0,490670442724164;0,0241852758992414;0,166384386521585;0,0669844164486691;0,161982037527592;0,000542488965496041;0,000235403364877013;0,00545414548663727;0,000288398025385945;0,00209562254242798;0,000921015654379068;0,00238733463549153;0,00419390650055508;0,899197051395271;0,00339100548490073
"18h45";-2,51882496980377;-0,672531864780116;0,19105351041129;-0,172422948041257;-0,0362040618824352;0,0704020821051065;0,273962976442256;-0,955834585916247;-0,255209958688659;0,0725002948601255;-0,0654304364611381;-0,0137385864094318;0,0267159273880862;0,103962479046119;0,933255150117;0,0531788448777842;0,00393043195512035;0,00298411774614768;0,000124560735695394;0,000431464265215229;0,00609543030303789;0,0320863017600575;0,00228743844516214;0,000184600863137973;0,000150353594851457;6,62885135910635e-06;2,5066557265832e-05;0,000379583595769717;0,00505735783890465;1,68318059836547;0,0143279849506935
"passer";0,365524875691231;0,459657848138896;0,259273199241023;-0,363177965191303;0,0174487800089911;0,582529862203199;0,531572333213052;0,338473735427831;0,425640275737938;0,240085351448322;-0,336300511068961;0,016157460520664;0,539418987792044;0,492232636513351;0,167277616533139;0,211437525093903;0,0616091237276697;0,112684542329913;0,000246261342174928;0,251425749149218;0,195319181823983;0,000642744412879548;0,00101642138360325;0,000323384862704123;0,000634517224820442;1,46465240265012e-06;0,00163245350610345;0,00135934336648145;0,00481065745651906;0,576940393449112;0,00160127648774336
"homme";0,757004089785058;-0,175005084410934;-0,521019466140416;-0,0365858102172469;0,86395934749261;0,197165304538726;-0,583453820114826;0,534988555920789;-0,123679275516708;-0,368213931150921;-0,025855857371754;0,610575781460542;0,139340306051458;-0,412337424436276;0,38451342676937;0,0164257475001545;0,133336416796464;0,000612860766060471;0,323566704418301;0,0154363798134188;0,126108463936233;0,0015551022848068;8,31120205418669e-05;0,000736665628486415;3,632351449803e-06;0,00202557870860206;0,000105492964216686;0,000923794735974448;0,00271370420624152;0,788089235028467;0,00168544000642538
"beau";0,749976898567331;-0,483817225318171;0,542055437614772;0,645112840516109;-0,269607838557624;1,13239526437863;-1,6470385858841;0,31765331557235;-0,204921172968016;0,229588014392547;0,273238059865175;-0,114192615780199;0,479626920449746;-0,697604511127097;0,158344730624725;0,0526719319579384;0,0605509661608719;0,0799467150171786;0,0132201086656161;0,213635461224623;0,42163008634905;0,00222016666440231;0,000923958485317177;0,00115978427511135;0,00164271104773164;0,000286916044353625;0,00506157753955703;0,0107077285442846;0,00394720611816948;1,2166873774689;0,00584316042725405
"rencontre";0,233796005897594;0,623488868672997;0,0730729561682286;0,494806726002519;-0,249875022492387;-1,66200288707927;0,48282812314727;0,120709426584431;0,321908766278319;0,0377277387782223;0,255469873989402;-0,129011060591169;-0,858095991463952;0,249285293220417;0,0233584221594819;0,132780863501815;0,00167035393837557;0,0713940344558992;0,0172376148498138;0,698557703263022;0,05500100783159;0,000215756545695988;0,0015344304699016;2,10767264760384e-05;0,000966409063169435;0,000246453788047153;0,0109031842966713;0,000920184518078363;0,00394720611816948;0,987525366399503;0,0038493404683655
"amour";0,280359663572838;-0,197925659413504;-0,809659715336877;-0,593167746800209;1,84090379235704;-1,2668129842981;-1,17017147665289;0,102453392753699;-0,0723290756648315;-0,295878457532482;-0,216764592157387;0,672731722019381;-0,462938521796519;-0,427622277608944;0,0166352989976819;0,0066269318393146;0,101561811093358;0,0508131379158059;0,463365705531417;0,200999035375332;0,159998079247092;0,000300560968264331;0,000149797898887675;0,00250672437323562;0,00134541596782597;0,0129587677259345;0,00613658187403162;0,00523601083359224;0,00382385592697669;1,40324385405287;0,00752952913926873
"prendre";0,0678262543897243;0,907672235963653;0,871451158885335;-0,181902310476775;-0,400428373586242;-0,980834385882588;0,650947568104082;0,0381124775237616;0,510033142820106;0,489680036217732;-0,102213335852683;-0,22500604707569;-0,551143931252468;0,365776125804651;0,00214124344450876;0,306504766113969;0,258751159213489;0,0105091651209937;0,0482150049906106;0,264991017939521;0,108887643176909;1,87261904391028e-05;0,00335360469988842;0,00309129086427107;0,000134688401180959;0,000652684731504435;0,00391602208628089;0,00172482796372029;0,00407055630936228;0,946232227313848;0,00364459468659698
"jour";0,534455540690404;0,506173114379149;0,433823918076393;-0,159641495781343;0,327053772983124;0,546186064356826;-0,502678903993132;0,449533262068596;0,425744770059532;0,364891494630849;-0,134275270619129;0,275086584846748;0,459399864934622;-0,422805772007138;0,277122344093277;0,198680514348738;0,133659916097775;0,0168717977422684;0,0670422924021147;0,171276987969844;0,135346147345984;0,000810383948984516;0,000726885173253558;0,000533942693177317;7,23034864971014e-05;0,000303463170065058;0,000846347846138495;0,000716884155908958;0,00283705439743432;0,655403469347532;0,0012186672351738
"souvenir";-0,931016454829473;-0,71746544235686;0,348709703690268;-0,243147525333638;-0,17666177873132;-0,273673050192581;0,366674887701775;-0,693394924675011;-0,534348124331572;0,259709200057099;-0,181089452435633;-0,131572734424757;-0,203824006589253;0,273089164879217;0,560555985852755;0,266081700802754;0,0575649550191201;0,0260894783756888;0,0130392205380445;0,0286640634414718;0,0480045959701662;0,00299372960362288;0,00177786931137747;0,000419977403298029;0,000204191456041004;0,000107791137758281;0,000258679446804972;0,000464365764350692;0,0034538053533983;0,802750867775029;0,00222566310102131
"question";0,855744005082156;-0,956455615147769;-2,58370734066313;-0,299762164781398;-1,33406447972456;0,570075382272359;0,702652347800844;0,257888311675847;-0,288238915281284;-0,778629964090883;-0,0903367807669889;-0,40203569560485;0,171798782099639;0,211752377572348;0,0912387546867973;0,0911024407472419;0,608841264801787;0,00763953031410892;0,143254216053068;0,0239621400860192;0,0339616533109794;0,00280020129138467;0,00349809148343143;0,0255263170455277;0,000343601581160395;0,00680542359910517;0,00124269941848554;0,00188791537905158;0,00382385592697669;1,82888801977549;0,0127901533311
"occasion";0,320464156551569;-0,151902393133061;0,691136210106859;0,103180517143949;-0,682093732647078;-0,102504430463871;0,458305308407166;0,281077564798257;-0,133232855768685;0,606192233699845;0,0904991335240917;-0,598261120368831;-0,0899061411605349;0,401977373717522;0,114003325862992;0,0204737116502558;0,388160837329158;0,0080644621246302;0,333663628992961;0,00690260914945307;0,12873142489055;0,000316693214611782;7,11555971368912e-05;0,00147301486653778;3,28303290924283e-05;0,00143472264745413;3,24014995211624e-05;0,000647723435654951;0,00308375477981991;0,61270810440133;0,00115767614777067
"lausanne";0,267799873443354;0,806754070622515;0,471616034299243;-1,38398096726061;0,605165635373641;0,952504848075917;-0,0840700844371125;0,13160131744907;0,396452385082176;0,231759973019607;-0,680111294580052;0,297388470972972;0,468076744292903;-0,0413134395013774;0,0252595820283883;0,183229968844946;0,057346692174091;0,460348855643238;0,083332822965421;0,189107705406583;0,00137437293733319;0,00021231066155059;0,00192678563354927;0,0006584581733558;0,00567036877090793;0,00108417549151257;0,0026858729066973;2,09234856709409e-05;0,00296040458862711;1,08775280433504;0,00350276895523992
"partir";-0,366163681326335;0,0254410926839627;-0,658946852991333;-0,276676872925992;-1,04126514714677;0,694195719375116;-0,112024552100627;-0,245522242891933;0,0170589123278481;-0,441840951311675;-0,185519017481624;-0,698195280991912;0,465476230219174;-0,0751153669612505;0,0895473286435927;0,000345527306943529;0,21228959210773;0,0348874500437002;0,467828762924494;0,190473856973918;0,00462748199962132;0,000231535929605816;1,1177363707112e-06;0,000749840060557609;0,000132194558797271;0,00187236505406145;0,000832207691523656;2,16717656132779e-05;0,00172690267669915;0,789917749602117;0,00107753555148768
"télévision";-1,52251350443533;-0,0674274657039746;0,226257770246227;0,0821096727110853;-0,0165839293901294;0,151493208535445;-0,297137756897356;-0,964457864625524;-0,0427128885231692;0,143326207163949;0,0520135416712802;-0,0105053262779674;0,0959655306726182;-0,188226144255533;0,955399104059967;0,00149776938181651;0,015445264556595;0,00189614948453529;7,32317740223162e-05;0,00559781137907539;0,0200906693639886;0,00714828966074984;1,40201774123001e-05;0,000157865358939172;2,0790669645743e-05;8,48114943927462e-07;7,07727649943375e-05;0,000272267320136895;0,00308375477981991;1,00554535176159;0,00311805061813661
"suivre";-0,204884505022483;0,401172751286788;0,245544490736226;-0,650736007833909;0,136905413276533;0,62006222656225;-0,0227050788335667;-0,196207544607769;0,384182886279694;0,235145559758329;-0,623177015123434;0,131107401116315;0,593802283703469;-0,0217435074827698;0,0564495532221645;0,172987166449164;0,0593510615268614;0,38857366534699;0,0162834217912443;0,305972391084067;0,000382740579506451;0,000134626763334896;0,000516150115424977;0,000193363083779909;0,00135807217826347;6,01110641167973e-05;0,00123305862650089;1,65332869443696e-06;0,0032071049710127;0,556687903645157;0,000993886391228054
"noël";0,517526391243225;0,488007783417183;-0,242914151264635;-0,914617169542341;-2,02991635190191;-0,98745608615467;0,360508444510117;0,201034366046986;0,189567792146006;-0,0943605837878454;-0,355285229827475;-0,788525868125674;-0,383579681419659;0,140040368613038;0,0611065212456528;0,043429497729498;0,00985494062663141;0,13023348564917;0,607352737758172;0,131652026749368;0,0163707902415092;0,00062770910904545;0,00055814485467365;0,000138292637573424;0,0019605238398435;0,00965716634003411;0,00228522522753103;0,000304596081497346;0,00234365363266313;1,35151741301847;0,00428091612632918
"trouver";0,778429615426454;-0,18695135417809;-1,76061073966139;0,0191203721486385;-2,04353866570109;0,152908761133865;0,151289248778937;0,27584921163394;-0,0662492570194306;-0,623901088685813;0,00677561526286484;-0,724161207006877;0,0541857097607874;0,0536118091826426;0,107674796961059;0,00496410939173596;0,403206827364936;4,43291547105081e-05;0,479405742386491;0,00245872247100271;0,0022454722700654;0,00186860943065554;0,000107779723785067;0,0095588694233719;1,12738568860994e-06;0,012877915006215;7,21015456750139e-05;7,05823263725644e-05;0,00308375477981991;1,5314232765399;0,00723219826054094
"raconter";-1,27084731367015;-0,262618860517746;0,257542082722375;-0,148466862967387;0,589639844547674;0,21919678582403;0,413407093746719;-0,830952953415526;-0,171715292169616;0,16839580330772;-0,0970761608731772;0,385540391050889;0,143323446176748;0,270309298226936;0,776028147105941;0,0264881300698629;0,0233299040804004;0,00722721866896099;0,107926109369454;0,0136624472036633;0,0453380435017192;0,00438277583354854;0,000187160558750717;0,000179994367362221;5,98165791027867e-05;0,000943487506860802;0,000130385972633882;0,000463786771126482;0,00271370420624152;0,931295624599958;0,00235362697530265
"nombreux";0,177618731308051;-0,564354347922729;-0,823498639190813;-0,558376558948514;0,0131342605726784;0,557842051756516;0,465678034578777;0,129950414518403;-0,41289610002128;-0,602492702937893;-0,408522596453373;0,00960936154223568;0,408131537297328;0,340701981035287;0,0242812158386956;0,195932014884674;0,382071371085709;0,163745233020077;8,57761028196032e-05;0,141737514090986;0,0921468749770411;9,33960687153762e-05;0,000942876516647704;0,00200759839767841;0,000923007913901124;5,10695845440279e-07;0,000921241656961893;0,000641981591876114;0,00296040458862711;0,735845220051351;0,00160296490797312
"jeu";0,56288423852298;0,670064965813533;0,296716157834021;1,45521021455541;0,274798625901842;-1,20492995036161;0,323096760714684;0,262353040349535;0,31230858670723;0,138295551378118;0,678254600160959;0,128080074116837;-0,561602216319079;0,150591208101704;0,100558320836516;0,113899655785844;0,0204544616257288;0,458619707615495;0,0154835700171591;0,272692281829688;0,018292002289567;0,000742560090486531;0,00105227015046295;0,000206336386835561;0,00496300710526478;0,000176979327883714;0,00340264802273225;0,000244657557530789;0,00234365363266313;1,14589020165064;0,00307736804373259
"fin";0,718888815141955;-0,483014925458101;-0,609631143947643;0,188838393426832;0,102780999129536;0,506730831021314;0,265208117076926;0,587933293001907;-0,395027088629243;-0,498578414948467;0,154438873097092;0,0840580212175393;0,414422814589381;0,216896797278843;0,431644011295023;0,155751457769941;0,227228279683813;0,0203237698291249;0,00570019993545571;0,126918910231639;0,0324333712550035;0,00146619291431265;0,00066189448858416;0,001054391640364;0,000101169186275641;2,99704547906143e-05;0,000728487863263068;0,000199545200858546;0,00283705439743432;0,706369259562794;0,00141556965704597
