"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"subir";-0,579;-0,26;-0,458;0,942;1,346;-0,407;-0,344;0,813
"spa";-0,579;-0,26;1,067;-0,488;8,73;-0,407;-0,344;-0,525
"soulever";-0,579;-0,26;-0,458;-0,488;1,346;-0,407;-0,344;6,393
"souffrir";-0,579;-0,26;-0,458;-0,488;-0,402;22,279;-0,344;-0,525
"solaire";-0,579;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;6,393
"skateboard";0,658;2,657;-0,458;-0,488;-0,402;-0,407;-0,344;0,813
"sensation";-0,579;-0,26;1,067;-0,488;-0,402;-0,407;-0,344;6,393
"sein";-0,579;-0,26;-0,458;6,968;-0,402;-0,407;-0,344;0,813
"seigneur";-0,579;-0,26;1,067;-0,488;-0,402;-0,407;1,746;0,813
"secours";-0,579;-0,26;-0,458;-0,488;1,346;-0,407;-0,344;6,393
"sain";-0,579;-0,26;-0,458;0,942;-0,402;1,318;-0,344;0,813
"sacré";-0,579;2,657;-0,458;-0,488;-0,402;1,318;-0,344;0,813
"révéler";5,684;-0,26;1,067;-0,488;-0,402;-0,407;-0,344;-0,525
"roland";5,684;2,657;-0,458;-0,488;-0,402;-0,407;-0,344;-0,525
"risque";-0,579;-0,26;-0,458;-0,488;-0,402;1,318;10,428;-0,525
"revivre";0,658;-0,26;-0,458;-0,488;1,346;1,318;-0,344;-0,525
"revendiquer";0,658;-0,26;-0,458;-0,488;-0,402;-0,407;1,746;0,813
"représenter";-0,579;-0,26;1,067;-0,488;-0,402;-0,407;-0,344;6,393
"rené";0,658;-0,26;1,067;-0,488;-0,402;-0,407;1,746;-0,525
"remplir";-0,579;-0,26;-0,458;6,968;-0,402;-0,407;-0,344;0,813
"remettre";-0,579;-0,26;1,067;-0,488;1,346;-0,407;-0,344;0,813
"regretter";0,658;-0,26;-0,458;0,942;-0,402;-0,407;1,746;-0,525
"recrue";0,658;2,657;-0,458;-0,488;-0,402;-0,407;1,746;-0,525
"recevoir";0,658;-0,26;1,067;0,942;-0,402;-0,407;-0,344;-0,525
"rare";-0,579;-0,26;-0,458;-0,488;-0,402;1,318;-0,344;6,393
"rappaz";15,655;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;-0,525
"quartier";-0,579;-0,26;-0,458;0,942;-0,402;1,318;1,746;-0,525
"pénible";0,658;-0,26;1,067;0,942;-0,402;-0,407;-0,344;-0,525
"préparation";0,658;2,657;-0,458;0,942;-0,402;-0,407;-0,344;-0,525
"projet";-0,579;-0,26;-0,458;0,942;1,346;1,318;-0,344;-0,525
"principal";0,658;-0,26;1,067;-0,488;-0,402;1,318;-0,344;-0,525
"pratiquer";-0,579;14,212;-0,458;-0,488;-0,402;1,318;-0,344;-0,525
"poursuivre";5,684;-0,26;-0,458;-0,488;-0,402;1,318;-0,344;-0,525
"populaire";0,658;-0,26;-0,458;-0,488;1,346;-0,407;1,746;-0,525
"polémique";-0,579;-0,26;1,067;-0,488;-0,402;-0,407;1,746;0,813
"pluie";-0,579;2,657;-0,458;-0,488;8,73;-0,407;-0,344;-0,525
"play";15,655;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;-0,525
"plastique";-0,579;-0,26;1,067;-0,488;-0,402;1,318;-0,344;0,813
"planète";-0,579;-0,26;1,067;-0,488;-0,402;1,318;-0,344;0,813
"pilule";-0,579;-0,26;1,067;0,942;-0,402;-0,407;1,746;-0,525
"pigeon";-0,579;-0,26;7,523;-0,488;1,346;-0,407;-0,344;-0,525
"personnel";-0,579;-0,26;1,067;-0,488;-0,402;-0,407;-0,344;6,393
"personnalité";5,684;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;-0,525
"perdre";-0,579;-0,26;-0,458;0,942;-0,402;-0,407;10,428;-0,525
"patient";-0,579;-0,26;-0,458;0,942;-0,402;1,318;-0,344;0,813
"parcours";5,684;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;0,813
"officiel";15,655;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;-0,525
"oeuf";0,658;-0,26;-0,458;-0,488;1,346;-0,407;-0,344;0,813
"objectif";5,684;-0,26;1,067;-0,488;-0,402;-0,407;-0,344;-0,525
"nourrir";-0,579;-0,26;1,067;0,942;1,346;-0,407;-0,344;-0,525
"normal";-0,579;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;17,265
"noeud";-0,579;-0,26;7,523;-0,488;-0,402;-0,407;-0,344;0,813
"nocturne";-0,579;-0,26;-0,458;-0,488;1,346;1,318;-0,344;0,813
"mouton";-0,579;-0,26;-0,458;6,968;-0,402;1,318;-0,344;-0,525
"moustache";5,684;-0,26;-0,458;-0,488;-0,402;-0,407;1,746;-0,525
"moto";-0,579;2,657;1,067;-0,488;-0,402;1,318;-0,344;-0,525
"mosses";-0,579;14,212;1,067;-0,488;-0,402;-0,407;-0,344;-0,525
"montana";-0,579;14,212;-0,458;-0,488;-0,402;1,318;-0,344;-0,525
"moderne";-0,579;-0,26;1,067;0,942;1,346;-0,407;-0,344;-0,525
"menacer";-0,579;-0,26;1,067;-0,488;-0,402;-0,407;10,428;-0,525
"maussade";-0,579;-0,26;1,067;0,942;-0,402;1,318;-0,344;-0,525
"marque";-0,579;14,212;-0,458;-0,488;-0,402;1,318;-0,344;-0,525
"marionnette";0,658;-0,26;-0,458;6,968;-0,402;-0,407;-0,344;-0,525
"marcher";-0,579;2,657;-0,458;0,942;-0,402;-0,407;-0,344;0,813
"lutte";0,658;-0,26;-0,458;-0,488;-0,402;1,318;1,746;-0,525
"lunette";-0,579;34,924;-0,458;-0,488;-0,402;-0,407;-0,344;-0,525
"ligne";0,658;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;6,393
"libre";0,658;-0,26;-0,458;-0,488;-0,402;-0,407;10,428;-0,525
"km";-0,579;2,657;-0,458;0,942;1,346;-0,407;-0,344;-0,525
"kilo";-0,579;2,657;1,067;-0,488;-0,402;1,318;-0,344;-0,525
"jurassien";-0,579;-0,26;-0,458;6,968;-0,402;-0,407;-0,344;0,813
"jo";0,658;-0,26;-0,458;0,942;1,346;-0,407;-0,344;-0,525
"intéresser";-0,579;-0,26;1,067;-0,488;-0,402;-0,407;10,428;-0,525
"institution";-0,579;2,657;1,067;0,942;-0,402;-0,407;-0,344;-0,525
"inscription";5,684;-0,26;-0,458;-0,488;-0,402;-0,407;1,746;-0,525
"information";5,684;-0,26;-0,458;-0,488;-0,402;-0,407;1,746;-0,525
"infirmier";0,658;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;6,393
"infaillible";-0,579;-0,26;-0,458;-0,488;-0,402;1,318;10,428;-0,525
"indépendance";0,658;-0,26;-0,458;6,968;-0,402;-0,407;-0,344;-0,525
"humoriste";-0,579;-0,26;-0,458;0,942;1,346;-0,407;-0,344;0,813
"humilité";0,658;-0,26;7,523;-0,488;-0,402;-0,407;-0,344;-0,525
"humanité";0,658;-0,26;-0,458;-0,488;-0,402;1,318;1,746;-0,525
"htag_securité";-0,579;-0,26;-0,458;-0,488;-0,402;22,279;-0,344;-0,525
"htag_santé";0,658;-0,26;1,067;0,942;-0,402;-0,407;-0,344;-0,525
"htag_noël";-0,579;-0,26;1,067;6,968;-0,402;-0,407;-0,344;-0,525
"htag_mobilité";-0,579;-0,26;-0,458;6,968;-0,402;1,318;-0,344;-0,525
"horizon";0,658;-0,26;-0,458;-0,488;8,73;-0,407;-0,344;-0,525
"hameau";0,658;2,657;-0,458;-0,488;1,346;-0,407;-0,344;-0,525
"hall";-0,579;-0,26;1,067;-0,488;1,346;-0,407;1,746;-0,525
"habituer";-0,579;-0,26;-0,458;0,942;1,346;-0,407;-0,344;0,813
"habiter";-0,579;14,212;1,067;-0,488;-0,402;-0,407;-0,344;-0,525
"h";-0,579;2,657;-0,458;0,942;1,346;-0,407;-0,344;-0,525
"gêner";-0,579;-0,26;7,523;-0,488;-0,402;-0,407;-0,344;0,813
"génie";0,658;-0,26;1,067;-0,488;-0,402;1,318;-0,344;-0,525
"guide";0,658;-0,26;-0,458;0,942;1,346;-0,407;-0,344;-0,525
"grave";-0,579;-0,26;1,067;0,942;1,346;-0,407;-0,344;-0,525
"gentil";-0,579;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;6,393
"gars";5,684;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;-0,525
"fétiche";0,658;-0,26;-0,458;-0,488;-0,402;1,318;-0,344;0,813
"félin";-0,579;-0,26;-0,458;-0,488;-0,402;-0,407;10,428;0,813
"frère";5,684;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;0,813
"foyer";-0,579;-0,26;1,067;0,942;-0,402;-0,407;-0,344;0,813
"formule";-0,579;-0,26;-0,458;18,567;-0,402;-0,407;-0,344;-0,525
"flamme";-0,579;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;17,265
"fil";-0,579;-0,26;-0,458;6,968;-0,402;1,318;-0,344;-0,525
"fidèle";5,684;-0,26;-0,458;-0,488;-0,402;-0,407;1,746;-0,525
"fasciner";5,684;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;-0,525
"exploit";-0,579;2,657;-0,458;-0,488;-0,402;8,609;-0,344;-0,525
"etre";-0,579;-0,26;-0,458;-0,488;-0,402;-0,407;1,746;6,393
"espoir";0,658;-0,26;-0,458;0,942;-0,402;-0,407;1,746;-0,525
"enseignant";0,658;-0,26;7,523;-0,488;-0,402;-0,407;-0,344;-0,525
"enquête";0,658;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;0,813
"engouement";-0,579;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;6,393
"embarquer";-0,579;2,657;-0,458;-0,488;-0,402;-0,407;1,746;0,813
"eighties";-0,579;-0,26;-0,458;0,942;-0,402;1,318;-0,344;0,813
"dévaler";0,658;2,657;-0,458;0,942;-0,402;-0,407;-0,344;-0,525
"détour";-0,579;-0,26;-0,458;0,942;-0,402;1,318;1,746;-0,525
"déplacer";-0,579;-0,26;7,523;-0,488;-0,402;1,318;-0,344;-0,525
"déferler";-0,579;-0,26;-0,458;-0,488;1,346;-0,407;1,746;0,813
"défendre";0,658;-0,26;-0,458;-0,488;-0,402;1,318;1,746;-0,525
"débarquer";0,658;-0,26;-0,458;6,968;-0,402;-0,407;-0,344;-0,525
"docteur";0,658;-0,26;1,067;-0,488;-0,402;-0,407;-0,344;0,813
"disparition";5,684;-0,26;-0,458;-0,488;1,346;-0,407;-0,344;-0,525
"diligence";-0,579;-0,26;-0,458;-0,488;22,554;-0,407;-0,344;-0,525
"différent";0,658;-0,26;-0,458;-0,488;-0,402;-0,407;10,428;-0,525
"difficulté";-0,579;2,657;1,067;-0,488;-0,402;-0,407;1,746;-0,525
"dessiner";0,658;-0,26;-0,458;0,942;-0,402;1,318;-0,344;-0,525
"dessin";-0,579;-0,26;1,067;0,942;-0,402;-0,407;1,746;-0,525
"danser";-0,579;-0,26;1,067;-0,488;8,73;-0,407;-0,344;-0,525
"cycle";-0,579;-0,26;19,824;-0,488;-0,402;-0,407;-0,344;-0,525
"cuisiner";-0,579;-0,26;-0,458;0,942;-0,402;1,318;1,746;-0,525
"cuire";-0,579;-0,26;-0,458;0,942;-0,402;-0,407;1,746;0,813
"corvée";-0,579;-0,26;1,067;-0,488;1,346;-0,407;-0,344;0,813
"convaincre";-0,579;-0,26;1,067;0,942;1,346;-0,407;-0,344;-0,525
"conquérir";-0,579;-0,26;1,067;0,942;-0,402;-0,407;1,746;-0,525
"conjugal";-0,579;-0,26;7,523;-0,488;-0,402;-0,407;1,746;-0,525
"conduire";0,658;-0,26;-0,458;6,968;-0,402;-0,407;-0,344;-0,525
"comportement";-0,579;-0,26;-0,458;-0,488;-0,402;1,318;-0,344;6,393
"code";-0,579;2,657;1,067;-0,488;-0,402;-0,407;1,746;-0,525
"cliché";-0,579;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;6,393
"cité";0,658;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;0,813
"cimetière";-0,579;2,657;7,523;-0,488;-0,402;-0,407;-0,344;-0,525
"chute";0,658;-0,26;1,067;0,942;-0,402;-0,407;-0,344;-0,525
"chronique";0,658;-0,26;1,067;-0,488;1,346;-0,407;-0,344;-0,525
"cheval";0,658;-0,26;-0,458;-0,488;-0,402;-0,407;-0,344;6,393
"chauffer";-0,579;14,212;-0,458;-0,488;1,346;-0,407;-0,344;-0,525
"chasseur";-0,579;-0,26;-0,458;0,942;1,346;-0,407;1,746;-0,525
"cezame";-0,579;34,924;-0,458;-0,488;-0,402;-0,407;-0,344;-0,525
"centre";-0,579;2,657;-0,458;0,942;1,346;-0,407;-0,344;-0,525
"centimètre";-0,579;2,657;-0,458;-0,488;-0,402;-0,407;-0,344;6,393
"centaine";0,658;2,657;-0,458;0,942;-0,402;-0,407;-0,344;-0,525
"catherine";0,658;-0,26;-0,458;-0,488;1,346;-0,407;-0,344;0,813
"casser";0,658;-0,26;-0,458;-0,488;-0,402;-0,407;1,746;0,813
"capitaine";0,658;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;0,813
"canon";-0,579;-0,26;-0,458;0,942;-0,402;-0,407;1,746;0,813
"cabanon";-0,579;-0,26;-0,458;-0,488;-0,402;22,279;-0,344;-0,525
"bricoler";-0,579;-0,26;1,067;0,942;-0,402;-0,407;1,746;-0,525
"bricolage";-0,579;-0,26;-0,458;0,942;-0,402;-0,407;10,428;-0,525
"boisson";0,658;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;0,813
"bateau";-0,579;-0,26;-0,458;0,942;1,346;-0,407;1,746;-0,525
"baigner";0,658;-0,26;-0,458;-0,488;1,346;-0,407;-0,344;0,813
"avenir";-0,579;-0,26;1,067;-0,488;-0,402;-0,407;10,428;-0,525
"automobiliste";-0,579;-0,26;1,067;-0,488;-0,402;1,318;-0,344;0,813
"attaque";-0,579;2,657;-0,458;0,942;-0,402;-0,407;1,746;-0,525
"attacher";5,684;-0,26;-0,458;-0,488;-0,402;1,318;-0,344;-0,525
"assurer";-0,579;2,657;1,067;-0,488;-0,402;1,318;-0,344;-0,525
"association";0,658;-0,26;-0,458;-0,488;-0,402;8,609;-0,344;-0,525
"assister";-0,579;-0,26;1,067;-0,488;8,73;-0,407;-0,344;-0,525
"armailli";0,658;-0,26;-0,458;6,968;-0,402;-0,407;-0,344;-0,525
"approcher";5,684;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;-0,525
"apprenti";5,684;-0,26;1,067;-0,488;-0,402;-0,407;-0,344;-0,525
"apparaître";5,684;-0,26;-0,458;0,942;-0,402;-0,407;-0,344;-0,525
"anthologie";0,658;-0,26;-0,458;-0,488;8,73;-0,407;-0,344;-0,525
"annoncer";0,658;-0,26;-0,458;-0,488;8,73;-0,407;-0,344;-0,525
"anniversaire";5,684;-0,26;-0,458;-0,488;-0,402;-0,407;1,746;-0,525
"animateur";0,658;-0,26;1,067;-0,488;-0,402;-0,407;-0,344;0,813
"alarme";0,658;-0,26;-0,458;-0,488;-0,402;1,318;1,746;-0,525
"aguerri";-0,579;-0,26;-0,458;0,942;8,73;-0,407;-0,344;-0,525
"agréable";-0,579;-0,26;1,067;0,942;-0,402;-0,407;-0,344;0,813
"adresse";-0,579;-0,26;1,067;6,968;-0,402;-0,407;-0,344;-0,525
"accro";5,684;-0,26;-0,458;-0,488;1,346;-0,407;-0,344;-0,525
"accident";-0,579;-0,26;-0,458;0,942;-0,402;1,318;-0,344;0,813
"accessoire";-0,579;-0,26;1,067;-0,488;-0,402;1,318;-0,344;0,813
"de";3,416;0,477;-2,529;0,703;-0,094;0,094;-0,525;-1,264
"la";7,514;0,288;-10,854;-2,772;0,017;-0,475;0;4,146
"le";23,073;-4,28;-9,427;-0,142;-0,204;0,583;-0,546;0,056
"htag_rtsarchives";-6,223;0,404;0,173;-2,188;0,301;2,116;-1,455;5,519
"et";23,488;0;-4,144;0,421;-1,525;-0,469;-1,375;-0,91
"les";18,783;0,93;-4,558;2,643;-9,023;-1,238;-7,318;1,624
"être";2,022;-0,563;0,2;-0,04;-0,247;-0,687;-1,436;1,2
"l";20,074;-2,532;-0,364;-1,414;-2,102;-0,05;0,004;-0,053
"en";28,341;-0,007;-0,606;-0,336;-0,428;-8,868;-0,159;-0,244
"à";18,726;-1,67;-0,076;-0,071;-0,033;-0,539;0,258;-6,612
"un";2,419;-0,209;-1,174;0,575;-1,105;-0,211;0,998;-0,203
"pour";-4,795;5,153;1,223;2,665;-1,05;-4,052;-0,033;0,662
"des";3,585;-3,74;0,298;-0,329;-0,021;-0,475;0,161;-0,001
"d";48,491;-8,882;0,196;-3,076;-0,196;-3,608;-2,528;-0,026
"avoir";25,69;-3,769;0,041;-0,19;-4,525;-1,507;0,045;-0,447
"du";0,076;-1,011;-8,025;5,623;-0,055;0,777;1,488;-0,587
"dans";118,455;-5,619;-4,271;-3,116;-5,325;-0,882;-5,137;-0,791
"une";6,832;-3,154;-5,485;3,451;-8,381;-0,273;0,471;2,494
"sur";70,759;-0,226;-6,367;-1,454;-0,024;-7,382;-0,825;-1,886
"il";15,348;-3,908;-0,034;0,046;-5,885;2,132;-0,467;-1,28
"pas";-0,465;0,007;-0,944;0,045;1,526;-0,026;0,868;-0,169
"vous";-2,323;0,005;0,73;0,077;-0,782;-0,003;0,415;0,552
"qui";3,85;-6,48;-0,115;1,123;0,002;0;-0,102;-0,303
"ne";0,005;-0,251;-0,319;-0,027;0,12;0,647;2,927;-2,252
"c";-1,941;-0,002;-0,002;-0,375;-0,715;0,246;-0,247;8,171
"ce";47,208;-0,917;0,153;-2,941;-6,316;-0,147;-6,378;-0,09
"au";-0,066;3,035;-3,204;2,659;-5,837;4,164;-0,462;-0,001
"que";-0,065;-0,013;-0,106;0,056;-0,009;-3,694;-0,174;6,854
"avec";13,363;-0,148;-3,176;-2,224;-0,186;0,45;-1,783;0,335
"son";32,85;-1,167;-4,796;0,158;-2,135;0,09;-0,87;-2,444
"an";82,861;-10,126;-5,726;-0,569;-0,044;-5,133;0,564;-5,625
"plus";18,493;-2,305;0,084;0,102;-1,162;-0,032;0,012;-8,012
"faire";-0,896;0,26;3,119;-1,231;-3,68;-0,016;0,039;2,81
"se";2,395;-1,114;1,028;-0,016;-0,273;-0,756;-0,067;-0,024
"on";0,662;0,175;2,489;4,713;-2,705;-1,869;-0,025;-3,628
"ou";-7,26;1,384;0,713;-0,114;-5,206;-0,445;5,477;4,404
"qu";0,04;-0,048;1,261;1,397;-1,174;0,325;-0,07;-2,474
"s";3,244;0,064;1,487;-0,398;-1,026;-4,293;0,288;-0,064
"y";-0,151;-1,335;4,834;5,372;-0,003;-1,568;-4,441;-0,008
"ses";3,822;-3,607;-2,519;-0,003;-0,024;0,03;1,192;0,002
"sa";13,719;-1,986;-2,286;0,002;-0,005;0,999;0;-4,884
"aux";-2,549;-1,615;3,81;0,413;-0,982;-0,069;2,039;0,003
"par";1,471;-0,768;-0,577;1,037;-1,635;-2,957;2,917;0,169
"mais";0,211;0,637;0,365;0,002;-0,656;-0,011;0,626;-2,368
"cette";0,85;-0,067;-0,007;0,007;-1,591;-1,664;2,503;0,045
"nous";72,538;-2,376;-0,42;-3,743;-0,502;-5,416;-2,546;-1,028
"bon";-6,151;1,133;-0,17;16,284;-0,817;-1,806;-3,491;3,431
"bien";-0,274;-1,071;6,056;-0,001;-0,07;-3,594;0,021;0,73
"tout";-0,151;2,699;0,501;-0,053;-0,693;-0,007;-0,001;-0,196
"leur";2,704;-0,451;6,004;-1,066;-2,163;-1,12;-0,061;0
"autres";190,766;-2,545;-5,011;-4,044;-7,618;-1,473;-6,235;-10,547
"ça";-0,057;1,595;-5,344;-0,059;0,047;-0,077;2,499;0,186
"tous";112,686;-4,07;-4,704;0,441;-3,631;-7,423;-1,372;-7,968
"htag_archives";-3,776;-0,602;-0,044;2,578;0,015;1,862;0,962;-0,91
"elle";0,978;-2,311;0,642;0,037;0,047;-0,077;-0,163;-0,172
"ces";0,133;3,325;1,149;-1,27;-2,395;-3,997;0,015;2,063
"htag_suisse";81,656;-3,125;-0,956;-3,715;-3,911;-5,892;1,072;-4,301
"si";-0,091;1,456;-0,021;0,979;-2,852;0,349;1,048;-1,719
"plein";184,821;-0,656;-7,192;-5,761;-1,438;-4,274;-7,15;-10,929
"htag_90s";-2,99;0,748;1,016;-0,919;0,155;0,133;0,584;-0,055
"notre";143,955;-4,118;-3,189;-5,475;-6,376;-1,25;-3,342;-4,09
"htag_80s";-7,461;0,011;-2,15;0,313;-2,852;8,357;2,295;1,446
"sans";-1,172;-1,706;0,121;-1,463;-1,865;17,042;-0,003;0,234
"je";-2,761;-0,206;-0,063;0,403;-0,299;4,577;0,089;-0,001
"ils";-1,301;4,94;0,57;-0,112;-0,171;-0,191;-2,867;1,724
"toujours";39,326;-1,539;-2,191;-4,266;-3,217;0,574;0,003;-1,529
"1";165,769;-4,508;-5,674;-0,128;-6,981;-7,067;-3,826;-6,786
"après";55,172;0,153;-1,417;-1,716;-0,918;-2,161;-0,464;-7,743
"quand";0,462;-0,045;-1,041;-1,25;0,865;-0,07;0,413;0,136
"quoi";-3,387;11,567;3,539;-1,123;-0,032;-0,629;0,516;-1,365
"depuis";0,169;-2,877;0,173;5,578;-0,186;0,011;-0,579;-0,792
"htag_70s";-5,586;-0,444;8,086;0,07;-1,748;1,428;1,18;-0,686
"falloir";-1,849;-3,349;2,413;-0,006;0,736;1,82;-0,193;-0,055
"cet";47,07;-0,498;-6,405;-0,55;-0,129;0,014;-4,811;-1,802
"htag_miraclesuisse";223,619;-3,924;-6,913;-7,381;-6,076;-6,151;-5,193;-5,647
"aussi";0,027;1,413;-0,213;-0,327;0,117;-0,07;-0,367;0,136
"htag_madeinswitzerland";217,827;-3,828;-6,743;-7,2;-5,927;-6;-5,066;-5,459
"votre";-2,584;-0,166;3,678;0,041;-2,538;0,346;0,903;0,002
"ceux";-0,002;-1,679;1,052;-0,191;-0,796;0,28;0,002;0,592
"alors";0,223;-0,341;0,311;1,9;-3,079;-0,535;-0,193;0,508
"pouvoir";-0,249;2,963;1,072;3,775;-2,273;-2,32;0,248;-1,802
"htag_suissitude";194,816;-3,444;-6,068;-6,479;-5,334;-5,399;-4,558;-4,717
"comme";1,195;0,181;-4,74;-0,407;-2,142;1,948;-1,62;5,66
"j";-0,63;-0,758;-0,927;-1,123;0,175;7,687;-1,406;2,364
"htag_60s";-1,404;-1,215;-1,657;4,636;-1,19;0,265;0,089;2,116
"dire";-0,867;-0,069;0,001;-0,407;0,072;0,06;1,4;0,081
"htag_rtsxarchives";0,285;-0,548;-0,032;0,786;0,443;-0,376;-1,095;0,027
"encore";-0,122;-0,045;5,453;-0,327;-0,06;-0,07;-3,437;0,811
"savoir";-0,036;-0,686;1,994;0,485;-0,514;-0,54;0,636;-0,31
"lui";1,675;-1,136;-0,034;-1,789;0,004;2,844;0,132;-0,905
"htag_2000s";-0,571;-1,77;5,067;-1,371;1,335;0,187;-0,614;0
"avant";-1,263;-0,548;-1,904;-0,082;-0,355;3,6;8,857;-0,166
"mieux";-1,113;5,633;-0,01;2,515;0,012;0,008;-0,098;-4,319
"quelques";-1,899;-0,045;0,432;-0,001;-2,012;0,102;14,161;-1,508
"comment";0;-0,548;16,216;-0,082;-0,355;-1,54;-2,947;0,027
"peu";0,007;0,181;0,001;0,191;-0,785;0,674;-0,002;-0,581
"très";0,55;-2,043;0,366;1,195;-3,164;2,184;-0,896;-0,061
"entre";-1,574;-0,011;0,065;-0,189;1,222;-0,017;0,636;0
"aujourd_hui";17,059;-2,69;0,33;-1,381;-2,142;-2,187;5,814;-3,274
"80";5,501;-2,504;-2,346;-1,123;-0,032;-1,924;0,516;4,322
"htag_humour";0,766;-2,412;-0,105;-0,189;1,222;0,225;0,636;-1,226
"trop";-1,179;0,465;1,991;0,313;0,764;-2,208;-0,283;-0,071
"leurs";-0,326;0;1,047;0,09;0,001;-0,376;-1,095;0,541
"vouloir";-2,247;-0,357;0,004;-1,67;0,893;0,064;3,837;0,198
"même";4,116;3,25;-0,332;-0,002;-0,157;-0,171;-2,583;-0,594
"htag_vintage";-2,621;2,581;-0,01;0,151;0,569;0,535;-0,994;-0,108
"déjà";-0,167;-2,043;0,366;1,195;-1,26;-0,233;6,47;-0,71
"deux";4,719;0,074;-1,338;0,002;-1,023;-2,917;-0,012;1,369
"voici";-0,104;-0,357;0,493;3,343;-0,157;-1,17;0,283;-0,594
"toute";0,07;-0,357;1,799;-1,67;-1,14;0,064;-0,033;1,11
"nos";10,27;-1,952;-3,439;-1,67;0,075;0,849;0,283;-0,594
"htag_kids";-1,88;-0,243;12,888;-0,268;0,205;-2,775;0,505;-0,382
"vos";-0,343;-0,143;6,531;0,113;-0,008;-0,709;0,015;-1,259
"moi";-4,355;-0,357;1,799;-0,446;-0,157;0,849;-0,799;5,152
"htag_noel";-0,697;-1,861;11,693;-0,353;5,855;-1,051;-0,705;-1,738
"contre";-0,036;-1,229;0,015;-0,551;-0,295;1,232;1,94;-0,004
"sous";-0,054;1,19;-3,278;0,466;-2,882;0,116;-0,705;5,828
"mon";0,94;-0,298;-0,253;-1,519;1,097;-0,117;-0,012;0,3
"lors";6,172;1,642;-1,068;-0,191;-0,029;-0,82;0,002;-1,416
"htag_retro";-1,88;1,4;-0,182;0,019;0,205;1,281;0,505;-1,576
"htag_eighties";-1,701;1,642;-2,958;5,036;-0,029;0,28;0,002;-0,288
"tard";44,018;-1,77;-1,202;0,019;-2,741;-2,775;-0,614;-1,576
"t";-3,746;4,583;1,052;-1,226;3,959;0,28;-2,222;-0,288
"rien";-2,062;1,19;-0,253;0,002;0,13;0,116;1,819;-0,485
"où";1,193;-0,243;0,832;-1,371;-2,741;1,281;0,505;-0,382
"pourquoi";-1,524;16,258;0,195;0,113;-0,687;-0,011;-2,103;-0,204
"htag_look";-0,343;24,15;-0,069;-0,124;-0,687;-0,709;-2,103;0,048
"htag_instafood";-0,452;-0,191;-1,068;8,493;-0,029;-0,035;-2,222;0,592
"htag_geneve";-1,35;0,348;-0,81;-2,819;0;14,192;0,044;-0,131
"chez";-1,35;-0,101;0,302;-0,943;5,199;-0,601;-0,359;1,035
"30";6,172;-1,679;-1,068;0,817;-2,6;1,552;-0,525;-0,288
"tu";-0,548;-1,051;-0,251;-1,977;2,05;0,263;0,547;0,992
"monsieur";-0,343;-1,589;3,425;0,113;-0,008;0,398;-0,44;-0,204
"htag_fashion";-0,245;26,27;-0,81;-0,07;-0,582;0;-1,983;-0,131
"htag_amour";-0,343;-0,143;-0,938;-2,989;-2,46;-2,491;0,015;39,112
"devoir";-1,179;-1,409;8,433;-0,029;0,008;0,005;1,286;-2,849
"40";10,915;-0,143;-0,938;0,113;-0,008;-2,491;0,827;-3,214
"moins";-1,179;-0,064;4,654;0,313;-2,181;0,005;0,09;-0,071
"madame";0,083;-0,064;-0,007;-0,029;-2,181;-0,498;0,09;3,473
"htag_vacances";-0,005;26,417;-2,008;-0,432;-0,213;-0,224;-0,094;-0,536
"htag_love";-1,524;-0,143;3,425;-1,083;-2,46;-2,491;0,015;12,757
"htag_lausanne";-2,543;1,003;-2,008;24,924;-0,213;-1,787;-0,094;-0,536
"certains";0,295;-0,012;-0,455;-0,551;-0,295;-0,309;-1,627;8,84
"jamais";0,029;-1,499;3,995;-0,07;-2,32;9,061;-0,359;-3,031
"htag_valais";-0,159;12,146;-2,482;-0,808;0,008;-0,498;0,09;0,196
"htag_ski";-1,35;111,68;-2,64;-2,819;-0,582;-2,349;-1,983;-0,131
"htag_microtrottoir";-0,159;-0,064;26,456;-0,029;-2,181;-2,208;-1,864;-0,071
"24";1,63;-1,229;-2,166;0,663;1,277;-0,309;-0,149;-0,004
