suisse;67;10;12;13;15;5;20;17
émission;57;1;9;7;5;2;5;7
petit;9;6;14;25;2;13;8;16
année;23;9;9;7;5;4;7;28
retrouver;66;2;4;1;0;1;0;1
miracle;46;0;0;0;0;0;0;1
archive;67;0;1;3;2;2;1;1
jeune;19;4;13;9;9;1;8;3
rts;57;0;1;3;0;1;1;0
vie;11;4;4;6;1;18;4;14
grand;6;4;3;8;8;6;6;10
temps;5;0;1;5;7;5;2;6
monde;8;0;1;5;5;18;1;3
genève;8;1;6;8;2;12;1;9
diffuser;44;1;0;0;0;0;0;0
fête;6;4;2;14;2;1;5;0
bio;45;0;0;1;0;1;0;0
aimer;7;1;4;1;5;4;0;13
samedi;44;0;2;0;0;0;0;0
lien;42;0;0;0;0;1;0;1
heure;2;0;12;5;8;2;3;3
clip;43;0;0;0;0;0;0;0
aller;3;2;10;6;0;10;2;1
romand;13;0;4;6;3;0;4;4
premier;14;0;0;3;3;3;2;3
femme;5;1;1;1;3;1;5;7
enfant;5;1;11;2;1;1;8;5
18h45;41;0;0;0;0;0;0;0
passer;6;3;5;12;4;5;2;2
homme;1;2;3;4;0;2;3;7
beau;2;7;3;5;0;0;12;3
rencontre;5;0;2;0;10;8;2;5
amour;5;0;0;3;2;1;2;18
prendre;7;1;0;6;11;6;1;1
jour;2;2;1;7;2;2;4;3
souvenir;16;3;2;1;3;1;0;2
question;2;1;21;0;0;1;1;5
occasion;5;4;3;3;5;3;2;0
lausanne;4;1;1;12;2;0;1;3
partir;5;0;4;2;1;0;2;0
télévision;17;0;0;2;1;1;3;1
suivre;8;1;2;8;2;1;2;2
noël;2;0;6;2;8;0;1;0
trouver;1;0;14;0;4;1;4;1
raconter;14;1;0;3;0;2;0;2
nombreux;6;2;7;4;0;1;0;4
jeu;1;1;0;0;4;7;3;3
fin;2;3;6;3;0;3;2;4
âge;3;0;7;1;9;0;1;2
vacance;1;9;0;0;0;1;1;2
journée;0;1;0;0;8;1;13;1
ski;0;18;0;0;1;1;0;1
public;6;0;4;7;5;0;3;0
jean;15;0;0;0;0;1;1;1
découvrir;11;1;1;2;1;1;2;1
vivre;6;0;1;0;1;9;1;3
vaudois;4;0;1;11;0;2;5;0
mode;2;2;2;0;2;2;0;9
connaître;4;1;3;5;1;0;4;3
école;2;4;8;0;0;2;1;3
voiture;2;0;0;6;0;5;1;1
voir;0;0;3;2;5;2;4;3
soleil;0;4;0;0;0;0;0;11
pays;6;1;1;2;1;0;1;2
devenir;6;0;1;0;0;10;3;2
rue;2;0;2;5;2;0;0;10
passion;9;1;1;0;1;0;1;1
musique;0;3;0;1;9;0;1;0
histoire;9;0;0;4;0;1;0;2
festival;3;0;0;1;1;1;0;1
proposer;4;0;5;3;1;1;1;2
lancer;1;4;0;3;3;6;5;0
évoquer;5;0;2;4;0;4;0;2
venir;2;1;2;10;0;0;0;5
réponse;0;1;14;1;0;0;0;0
place;1;1;2;4;2;1;0;0
danse;0;1;2;0;10;0;1;0
voyage;3;0;0;1;0;3;0;1
travail;3;3;4;0;0;0;2;2
secret;2;0;0;12;1;0;0;3
prêt;1;1;0;5;5;1;1;3
plutôt;2;1;2;1;0;6;2;4
partager;3;0;1;4;0;2;2;0
parler;5;0;2;0;0;0;8;0
métier;6;1;3;0;0;1;0;0
mettre;4;0;1;5;5;1;2;0
ville;3;0;1;3;4;3;0;2
présenter;8;0;0;4;1;0;4;1
meilleur;2;0;4;2;3;1;0;0
genevois;0;0;3;0;2;4;7;2
eau;2;4;0;5;0;6;1;0
début;5;1;0;1;0;0;2;5
cinéma;5;0;0;6;2;0;1;0
valoir;2;2;2;3;2;0;5;1
retour;1;0;0;3;8;1;2;2
plaisir;1;0;3;0;2;1;1;9
mot;2;0;1;3;1;1;5;1
matin;0;0;1;3;1;0;1;0
laisser;0;0;1;6;1;0;0;5
français;4;0;0;0;3;0;5;0
fois;7;0;0;5;1;0;1;2
famille;3;4;1;2;1;0;1;5
donner;3;0;2;0;2;0;1;9
complet;15;0;0;2;1;0;0;0
chose;1;0;1;0;0;8;4;1
champion;2;1;0;2;1;12;0;0
blanc;1;1;3;1;1;0;1;8
avis;0;1;12;1;0;0;1;3
équipe;1;0;3;1;2;0;1;0
tour;3;1;5;6;1;0;0;0
rire;1;0;2;1;8;0;0;0
neige;0;8;3;0;0;0;0;2
armée;2;2;4;0;0;2;0;2
tête;1;0;1;1;0;1;0;7
radio;2;0;1;0;0;0;4;0
propre;1;1;0;1;0;0;1;0
nouveau;1;2;4;0;0;0;5;0
ambiance;0;1;0;8;1;0;0;0
vin;1;1;0;3;0;0;5;1
village;4;0;0;0;0;0;0;4
sport;2;2;1;0;3;0;0;0
rester;1;3;2;2;1;1;1;1
reportage;8;1;0;1;0;0;3;1
présent;3;0;1;0;5;1;0;2
piste;1;10;1;2;1;0;0;0
oublier;0;3;0;1;3;0;0;1
maison;1;0;1;0;0;1;3;3
lausannois;0;2;0;10;1;0;0;0
journaliste;3;0;0;2;1;0;1;5
haut;3;0;3;1;0;1;0;2
fêter;1;0;0;5;5;0;0;0
droit;0;0;3;1;0;0;4;1
dernier;1;0;0;2;1;4;4;0
course;1;0;0;4;1;0;0;5
couper;5;0;0;1;1;0;1;0
conseil;0;0;1;0;0;1;5;2
compte;11;0;0;0;2;0;0;0
commencer;1;0;1;1;0;1;1;0
art;1;1;1;3;4;2;1;1
appeler;9;1;0;0;0;0;2;1
animal;6;0;1;0;0;0;1;0
événement;7;0;0;1;1;1;1;0
sortir;2;1;0;2;1;3;4;0
sembler;0;3;2;2;1;1;1;4
santé;1;2;2;0;2;0;1;2
saison;2;5;0;1;3;0;0;1
saint;3;0;1;5;1;0;0;1
plateau;2;0;2;5;3;1;0;0
jeunesse;1;1;4;3;2;0;0;1
froid;1;4;0;0;8;0;0;0
fille;3;1;2;1;0;0;1;3
face;0;1;6;2;0;2;0;0
comédien;8;0;1;2;1;1;0;0
coeur;1;0;0;0;1;0;0;9
automne;11;1;0;0;0;0;0;1
témoignage;3;1;0;0;0;0;1;2
