"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25"
"*postLikes_21400";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;24,82;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0260";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;35,149;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0259";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0258";29,124;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0257";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;21,592;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0256";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_248";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_188";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0255";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0254";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0253";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;21,592;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0252";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;19,082;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postDate_28-10-2025";-0,384;-0,467;-0,434;0,436;5,243;-0,552;-0,351;0,572;-0,451;-0,318;-0,451;-0,417;-0,535;-0,318;-0,484;-0,518;0,478;0,97;0,397;-0,401;1,156;-0,603;1,156;-0,434;3,739
"*i_0251";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0250";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;29,124;-0,039;-0,056
"*i_0249";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_492";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_94";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0248";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;29,124;-0,054;-0,034;-0,039;-0,056
"*i_0247";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;18,025
"*i_0246";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0245";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;18,025
"*i_0244";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_39300";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_594";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0243";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0242";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_180";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;19,082;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0241";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;21,592;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0240";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0239";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_27-10-2025";-0,278;-0,339;10,158;-0,412;-0,363;-0,4;-0,254;-0,375;-0,326;-0,23;-0,326;26,779;-0,387;-0,23;1,415;-0,375;7,422;-0,302;-0,425;-0,29;-0,278;-0,437;-0,278;-0,314;-0,449
"*i_0238";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0237";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_503";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_242";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0236";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0235";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_117";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0234";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_13600";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_223";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0233";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0232";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0231";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_273";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_376";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0230";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0229";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0228";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_165";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0227";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;23,099;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0226";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;24,82;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postDate_26-10-2025";-0,208;-0,253;2,809;1,832;-0,271;-0,299;3,799;-0,281;2,654;-0,172;-0,244;2,975;-0,29;-0,172;-0,262;-0,281;1,928;-0,226;-0,318;-0,217;-0,208;-0,327;-0,208;-0,235;-0,336
"*i_0225";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0224";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0223";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0222";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;31,862;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0221";-0,034;-0,042;25,776;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0220";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_9600";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_258";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_125";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0219";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0218";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0217";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0216";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0215";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0214";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postDate_25-10-2025";-0,313;1,19;-0,354;5,964;1,031;-0,45;2,006;-0,423;-0,368;-0,26;-0,368;-0,34;-0,437;-0,26;-0,395;-0,423;-0,45;-0,34;0,722;1,595;1,72;0,672;-0,313;-0,354;-0,506
"*i_0213";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;29,124;-0,054;-0,034;-0,039;-0,056
"*i_0212";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0211";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;19,082;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0210";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;31,862;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0209";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;18,539;-0,034;-0,039;-0,056
"*i_0208";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0207";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0206";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0205";-0,034;23,93;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0204";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;27,919;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0203";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postDate_24-10-2025";2,12;-0,339;-0,314;7,122;-0,363;1,094;-0,254;-0,375;-0,326;-0,23;-0,326;-0,302;1,166;-0,23;-0,351;1,243;1,094;-0,302;-0,425;-0,29;2,12;-0,437;-0,278;-0,314;-0,449
"*i_0202";29,124;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0201";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_355";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;20,263;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0200";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;29,124;-0,054;-0,034;-0,039;-0,056
"*i_0199";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;21,592;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0198";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0197";-0,034;-0,042;-0,039;-0,051;-0,045;20,263;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0196";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0195";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;20,908;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0194";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_28100";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_225";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_182";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0193";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0192";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0191";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-10-2025";-0,313;-0,381;-0,354;-0,464;1,031;0,832;2,006;-0,423;-0,368;-0,26;-0,368;23,208;-0,437;-0,26;1,107;-0,423;-0,45;1,481;-0,478;-0,327;-0,313;0,672;-0,313;-0,354;-0,506
"*i_0190";-0,034;-0,042;-0,039;-0,051;22,321;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0189";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;31,862;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0188";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_90";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0187";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_175";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;26,806;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0186";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_708";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0185";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;23,099;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postComments_284";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;23,099;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postReposts_207";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;23,099;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0184";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0183";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_108";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0182";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*postLikes_14300";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0181";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;18,539;-0,034;-0,039;-0,056
"*i_0180";-0,034;-0,042;-0,039;-0,051;-0,045;20,263;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0179";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;25,776;-0,056
"*postDate_22-10-2025";-0,243;-0,296;2,184;1,365;-0,317;-0,349;-0,222;-0,328;-0,285;-0,201;-0,285;2,325;1,53;-0,201;-0,306;-0,328;-0,349;-0,264;1,29;-0,254;-0,243;-0,382;-0,243;12,108;-0,393
"*i_0178";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;25,776;-0,056
"*postComments_305";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;25,776;-0,056
"*postReposts_190";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;25,776;-0,056
"*i_0177";-0,034;-0,042;-0,039;19,656;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;-0,037;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
"*i_0176";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postReposts_69";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0175";-0,034;-0,042;-0,039;-0,051;-0,045;-0,049;-0,031;-0,046;-0,04;-0,029;-0,04;26,806;-0,048;-0,029;-0,043;-0,046;-0,049;-0,037;-0,053;-0,036;-0,034;-0,054;-0,034;-0,039;-0,056
