"";"V1"
"1";3
"2";22
"3";0
"4";5
"5";25
"6";0
"7";25
"8";0
"9";4
"10";0
"11";23
"12";0
"13";5
"14";20
"15";21
"16";0
"17";24
"18";18
"19";19
"20";0
"21";25
"22";0
"23";0
"24";9
"25";3
"26";7
"27";14
"28";3
"29";0
"30";7
"31";3
"32";2
"33";0
"34";2
"35";15
"36";5
"37";24
"38";22
"39";17
"40";11
"41";16
"42";25
"43";17
"44";0
"45";4
"46";18
"47";4
"48";20
"49";14
"50";0
"51";24
"52";3
"53";0
"54";5
"55";25
"56";5
"57";17
"58";2
"59";22
"60";6
"61";22
"62";14
"63";25
"64";12
"65";17
"66";0
"67";11
"68";12
"69";0
"70";17
"71";19
"72";4
"73";0
"74";5
"75";11
"76";2
"77";0
"78";6
"79";25
"80";13
"81";18
"82";6
"83";18
"84";8
"85";0
"86";24
"87";22
"88";0
"89";17
"90";25
"91";0
"92";0
"93";0
"94";25
"95";11
"96";13
"97";25
"98";16
"99";5
"100";8
"101";19
"102";16
"103";22
"104";19
"105";0
"106";20
"107";9
"108";24
"109";11
"110";23
"111";0
"112";0
"113";14
"114";2
"115";0
"116";12
"117";7
"118";6
"119";17
"120";0
"121";0
"122";15
"123";7
"124";13
"125";0
"126";14
"127";0
"128";7
"129";1
"130";0
"131";0
"132";25
"133";11
"134";7
"135";20
"136";14
"137";0
"138";7
"139";0
"140";25
"141";9
"142";19
"143";0
"144";5
"145";16
"146";0
"147";3
"148";13
"149";0
"150";0
"151";6
"152";11
"153";25
"154";0
"155";23
"156";5
"157";3
"158";19
"159";12
"160";0
"161";9
"162";23
"163";25
"164";22
"165";22
"166";15
"167";16
"168";0
"169";15
"170";25
"171";21
"172";0
"173";3
"174";3
"175";24
"176";6
"177";0
"178";25
"179";20
"180";0
"181";24
"182";7
"183";19
"184";6
"185";24
"186";22
"187";4
"188";0
"189";23
"190";0
"191";0
"192";12
"193";0
"194";9
"195";7
"196";8
"197";25
"198";0
"199";6
"200";4
"201";0
"202";0
"203";7
"204";1
"205";14
"206";18
"207";20
"208";7
"209";2
"210";4
"211";2
"212";22
"213";14
"214";15
"215";18
"216";14
"217";7
"218";1
"219";14
"220";14
"221";8
"222";4
"223";20
"224";8
"225";0
"226";3
"227";22
"228";0
"229";21
"230";0
"231";13
"232";24
"233";0
"234";6
"235";3
"236";11
"237";21
"238";0
"239";8
"240";0
"241";15
"242";14
"243";17
"244";0
"245";1
"246";9
"247";0
"248";4
"249";22
"250";14
"251";20
"252";0
"253";0
"254";0
"255";0
"256";22
"257";8
"258";12
"259";8
"260";22
"261";23
"262";8
"263";12
"264";0
"265";23
"266";6
"267";0
"268";6
"269";6
"270";0
"271";19
"272";0
"273";0
"274";0
"275";9
"276";4
"277";9
"278";19
"279";13
"280";4
"281";2
"282";18
"283";13
"284";12
"285";16
"286";14
"287";24
"288";0
"289";19
"290";12
"291";11
"292";5
"293";14
"294";4
"295";5
"296";7
"297";2
"298";0
"299";16
"300";1
"301";0
"302";20
"303";0
"304";0
"305";19
"306";25
"307";9
"308";5
"309";18
"310";1
"311";15
"312";9
"313";13
"314";5
"315";16
"316";2
"317";4
"318";6
"319";0
"320";0
"321";16
"322";1
"323";17
"324";20
"325";19
"326";11
"327";19
"328";0
"329";8
"330";10
"331";5
"332";20
"333";0
"334";15
"335";3
"336";5
"337";24
"338";0
"339";24
"340";11
"341";15
"342";11
"343";11
"344";22
"345";0
"346";0
"347";0
"348";0
"349";0
"350";0
"351";0
"352";0
"353";0
"354";6
"355";0
"356";0
"357";2
"358";0
"359";11
"360";0
"361";0
"362";24
"363";5
"364";16
"365";19
"366";0
"367";0
"368";4
"369";0
"370";7
"371";19
"372";10
"373";0
"374";8
"375";11
"376";10
"377";19
"378";0
"379";17
"380";7
"381";21
"382";0
"383";7
"384";23
"385";9
"386";11
"387";21
"388";13
"389";7
"390";12
"391";0
"392";19
"393";12
"394";17
"395";10
"396";15
"397";0
"398";4
"399";10
"400";0
"401";0
"402";21
"403";0
"404";15
"405";13
"406";25
"407";25
"408";21
"409";17
"410";23
"411";15
"412";0
"413";16
"414";0
"415";11
"416";23
"417";0
"418";25
"419";0
"420";18
"421";8
"422";0
"423";22
"424";0
"425";21
"426";0
"427";5
"428";18
"429";0
"430";3
"431";0
"432";0
"433";8
"434";0
"435";0
"436";0
"437";6
"438";2
"439";0
"440";16
"441";8
"442";0
"443";25
"444";14
"445";23
"446";17
"447";11
"448";19
"449";15
"450";3
"451";23
"452";20
"453";24
"454";0
"455";0
"456";21
"457";14
"458";25
"459";12
"460";0
"461";0
"462";8
"463";22
"464";19
"465";11
"466";7
"467";15
"468";24
"469";0
"470";23
"471";9
"472";10
"473";4
"474";0
"475";25
"476";1
"477";24
"478";0
"479";12
"480";19
"481";6
"482";0
"483";13
"484";0
"485";0
"486";0
"487";11
"488";1
"489";25
"490";3
"491";23
"492";0
"493";13
"494";0
"495";4
"496";0
"497";16
"498";13
"499";11
"500";3
"501";0
"502";15
"503";1
"504";8
"505";10
"506";13
"507";22
"508";23
"509";22
"510";0
"511";15
"512";0
"513";2
"514";19
"515";11
"516";0
"517";9
"518";9
"519";19
"520";20
"521";0
"522";19
"523";23
"524";25
"525";0
"526";22
"527";7
"528";6
"529";2
"530";16
"531";6
"532";25
"533";6
"534";16
"535";0
"536";16
"537";22
"538";24
"539";8
"540";6
"541";25
"542";0
"543";15
"544";14
"545";1
"546";13
"547";18
"548";10
"549";0
"550";9
"551";5
"552";0
"553";2
"554";6
"555";0
"556";21
"557";1
"558";11
"559";10
"560";24
"561";13
"562";16
"563";23
"564";13
"565";19
"566";23
"567";5
"568";0
"569";24
"570";1
"571";20
"572";0
"573";9
"574";12
"575";0
"576";12
"577";2
"578";23
"579";13
"580";0
"581";0
"582";0
"583";8
"584";22
"585";0
"586";0
"587";0
"588";19
"589";6
"590";0
"591";15
"592";8
"593";16
"594";8
"595";18
"596";21
"597";6
"598";0
"599";13
"600";8
"601";0
"602";21
"603";11
"604";23
"605";13
"606";18
"607";3
"608";2
"609";10
"610";0
"611";19
"612";24
"613";2
"614";5
"615";0
"616";25
"617";20
"618";0
"619";25
"620";18
"621";4
"622";0
"623";0
"624";0
"625";8
"626";10
"627";14
"628";4
"629";24
"630";0
"631";0
"632";0
"633";18
"634";0
"635";21
"636";13
"637";1
"638";2
"639";0
"640";5
"641";17
"642";9
"643";22
"644";25
