"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25"
"the";1;0,081;1;1;1;1;1;0,721;0,071;1;1;1;0,745;1;1;1;1;0,565;0,163;1;1;1;0,509;1;0
"temps";1;0,645;1;0,792;0,696;1;1;0,721;0,071;1;1;0,565;1;1;0,671;1;1;0,565;0,814;0,537;1;1;0;1;0,19
"sortir";1;0,496;0;1;1;1;1;1;0,472;0,275;0,03;1;1;1;1;1;0,608;1;1;1;0,375;1;1;0,448;1
"situation";1;1;1;1;1;1;1;0,038;1;0;1;0,375;1;0,236;1;1;0,049;1;0,591;1;0,329;1;1;0,398;1
"saint";1;0,597;0,546;0,006;0,647;1;0;0,671;1;1;1;1;1;0,353;1;0,091;1;1;0,763;0,493;1;1;1;1;1
"recevoir";1;0;1;1;0,696;0,769;1;1;0,619;0,391;1;1;1;0,016;0,091;0,721;0,007;1;1;1;1;1;1;1;1
"milliard";1;1;1;0,038;1;1;1;0;1;1;1;1;1;0,002;0,408;1;1;0,009;1;0,304;1;1;1;1;1
"juger";1;1;1;1;1;1;1;1;0,03;1;1;1;0,587;0,005;1;0,564;1;1;0,651;0;1;1;0,375;0,448;0,692
"indiquer";1;0,164;1;1;0,19;1;1;1;0,152;1;0,152;0,127;1;0,062;1;1;0,229;1;1;1;1;1;1;1;1
"humain";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,591;0,352;1;0,611;0,329;1;0,631
"habitant";1;0,597;1;1;0;1;1;0,671;1;0,012;1;0,041;1;1;1;1;0,718;0,52;1;1;1;1;1;0,048;1
"euses";1;1;0,448;1;0,047;0;1;1;0,472;1;0,472;0,424;1;1;1;1;1;1;0,651;1;1;0,672;0,375;1;1
"effet";1;0,736;1;1;1;0,194;1;0,163;1;1;0,107;0,652;1;1;1;1;0,864;0,652;0,001;0,623;1;1;1;0,681;0,26
"directeur";1;1;1;1;0,429;1;1;0,026;0,367;1;1;0,325;1;1;1;1;1;1;0,529;1;1;0,548;0;1;1
"confirmer";1;0,597;0,546;0,74;0,647;1;1;0,671;1;0,353;1;0,52;1;1;1;1;0,718;1;0,763;0,035;0,466;1;0,466;0,048;1
"condition";1;1;1;1;1;0,664;1;1;0;1;0,523;0,473;1;1;1;1;0,664;1;0,708;0,025;1;1;0,421;1;1
"cessez_le_feu";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,408;1;0;1;1;1;1;1;1;1;1
"campagne";1;1;0,026;1;1;0,608;1;0,564;1;1;1;1;0,587;1;1;1;1;1;0,082;1;0;1;0,014;0,448;1
"armée";1;1;1;1;1;1;1;1;1;0,161;1;1;1;0,161;1;1;0;1;1;0,255;1;1;1;1;1
"agir";1;1;1;1;0,486;1;0,283;1;1;1;1;0,375;0,529;1;1;1;0,55;0,375;0;0,352;1;1;1;1;1
"accueillir";1;1;1;1;0,696;0,769;1;1;0,619;1;1;1;1;1;0,671;1;0,769;0,565;1;0,537;1;0,012;1;0,592;0
"accident";1;1;1;1;0,31;1;1;1;1;0,125;1;1;1;1;0,293;1;1;0;0,396;0,207;1;0,412;1;1;1
"zurich";1;1;0,546;0;1;0,718;0,41;0,003;0,572;1;1;1;1;1;1;1;0,718;1;0,763;1;1;0,784;1;1;1
"tuer";1;1;1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;0;0,325;1;1;1;1;1;0;1
"succès";1;1;1;1;1;0;0,009;0,564;1;0,275;1;1;0,587;1;1;1;1;0,424;1;1;1;0,09;1;0,448;1
"soutien";1;1;0,001;1;1;0,296;1;1;0,204;1;1;1;1;0,092;1;1;1;1;0,326;1;1;1;0,145;0,189;1
"recherche";1;1;1;1;1;0;1;0,671;1;1;1;1;1;1;1;1;1;1;0;1;1;0,145;0,466;0,546;1
"particulièrement";1;1;1;0,792;0,004;0,137;1;1;1;1;0,619;1;0,745;1;1;1;1;0;0,814;1;1;1;0,509;0,592;1
"organisation";1;0,219;1;1;1;0,296;1;1;1;1;1;1;1;1;1;1;0,296;0,174;1;0,16;1;1;0,145;1;0,012
"officiel";1;1;0;1;1;1;1;1;0,472;1;1;1;0,587;0,005;1;1;0,608;1;1;1;1;1;1;1;0
"journée";1;1;1;1;0,001;1;1;0,619;0,523;0,008;0,523;0,473;0,642;1;0,572;1;1;0,473;1;0,447;1;0,729;1;1;1
"janvier";1;1;0,398;0,055;0,486;1;1;1;0,42;1;1;1;0,043;0,236;1;1;1;0,375;1;0,352;1;0,611;1;1;0,631
"espèce";1;1;1;1;1;0;1;1;1;1;1;0,224;1;1;1;1;1;1;1;1;0,19;1;1;1;1
"crise";1;1;0;1;1;1;1;0,564;0,472;1;1;1;0,06;0,275;0,041;1;1;0,424;0,651;1;1;1;0,375;1;1
"cantonal";1;1;0,189;0,008;1;1;1;0,004;1;1;1;1;1;1;0,234;1;1;1;1;1;1;1;1;0,001;1
"autorité";1;1;1;1;0,542;0,067;1;1;1;0,275;1;0,424;0,587;0,275;1;1;0,067;1;1;1;1;1;0,375;0;1
"édition";1;0,004;1;0,841;0,744;1;1;1;1;1;0,665;1;1;0,429;1;1;1;0,609;1;0,581;1;1;0,552;1;0
"économique";1;1;0;1;1;1;1;0,449;0,013;1;1;1;1;1;0,408;1;1;0,009;0,529;0,304;1;1;1;1;1
"âgé";1;1;1;1;1;0,608;1;0,564;1;0,005;1;1;1;1;1;0,564;1;0,424;1;0,4;0,014;0,672;0,014;0,448;1
"âge";1;0,001;1;1;1;0,718;1;1;1;1;1;1;0,004;1;0,072;1;1;0,041;0,133;1;1;0,784;1;1;0,806
"voix";1;1;0;1;1;0,088;1;1;1;1;1;1;1;1;1;1;1;1;0,708;0,447;1;1;1;1;1
"vente";1;0,547;1;0,686;0,595;1;1;0;1;1;1;1;1;1;1;1;1;0,473;0,708;1;0,421;0,116;0,421;1;1
"susciter";1;1;1;1;1;1;1;1;0,313;1;1;1;1;0,161;0,351;1;1;1;0;0,255;0,003;1;1;1;1
"ski";1;1;1;1;0;1;0;1;1;1;0,472;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"romand";1;1;1;0,63;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0,4;0,375;1;1;1;0,099
"rencontre";1;0,496;1;1;1;1;1;1;1;1;1;1;0,06;0,275;0,041;0,564;1;1;0,651;1;1;0,003;1;1;0,099
"proche";1;0,496;0,448;1;0,542;0,608;1;1;1;1;0,03;0,424;0,587;1;1;1;1;1;1;0,4;0;1;1;1;1
"prison";1;1;1;1;1;1;1;1;0,523;1;1;1;0,642;1;1;1;0,664;1;1;1;0;0,729;1;1;1
"phénomène";1;1;1;1;1;1;1;1;0,523;1;0;1;1;1;1;1;1;0,473;0;0,447;1;0,116;1;1;0,75
"participer";1;1;1;1;1;0,426;0,198;0,016;1;1;0,313;1;1;0,161;1;0,389;1;1;1;0,255;1;1;0,236;1;0,499
"pari";1;1;0,398;1;0,486;1;1;1;1;1;1;1;1;1;1;0,508;1;0,375;1;0,352;0;0,611;1;1;1
"office";1;1;1;0,243;1;1;1;0,203;1;1;1;1;1;1;1;1;1;0;0,256;1;1;0,269;0,104;1;1
"neuchâtel";1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0,067;1;1;1
"naturel";1;0,332;1;1;0,014;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,032;1;1;1
"important";1;1;0,346;1;1;1;1;0,449;0,013;0;1;1;0,029;1;1;1;1;1;0,529;1;1;1;1;0,346;1
"haut";1;0,692;1;1;0;0,817;0,034;0,137;0,088;1;1;0,609;1;1;1;1;1;0,609;1;1;0,552;1;1;1;0,908
"fermer";1;1;1;0,074;0,542;1;0,325;1;0;1;1;0,021;1;1;0,519;1;0,608;1;1;1;0,375;1;1;1;1
"estimer";1;1;0,498;0,686;0,063;1;1;0;1;1;1;1;1;1;0,572;1;1;1;0,708;0,025;1;0,729;0,421;1;1
"emji_flocon";1;1;1;1;1;1;1;1;1;1;0;0,565;1;1;1;1;1;1;1;1;1;1;1;1;0,19
"emji_drapeau_israël";1;1;1;1;1;1;1;1;1;1;1;1;1;0,429;0,718;1;0;1;1;1;1;1;1;1;1
"critique";1;1;1;1;1;0,55;1;0,508;1;0,003;1;1;1;1;0,465;1;1;1;0,061;0;1;0,611;1;0,398;1
"cours";1;1;1;1;0,486;1;1;0,508;1;0,236;0,42;0,375;1;1;0,029;1;1;0,014;1;1;1;1;0,329;0,017;1
"conseiller";1;1;0;1;0,25;1;1;1;1;1;1;1;1;1;0,003;1;0,296;1;1;1;1;1;1;1;0,357
"cff";1;1;1;0;1;1;1;1;1;1;1;0,224;1;1;1;1;1;1;1;0,207;1;1;1;1;1
"cadre";1;1;1;1;0,595;1;1;0,619;0,523;1;1;1;0,079;0,314;0,572;1;0,003;1;1;1;0;1;1;1;1
"billet";1;1;1;0,009;0,102;1;1;1;1;0,016;1;1;1;1;1;0;1;1;1;1;1;1;1;0,062;0,19
"art";1;0;1;1;0,595;1;1;1;0,523;1;1;0,473;1;1;1;1;1;1;1;0,447;1;0;0,021;1;1
"annonce";1;1;1;0,074;1;1;0,009;0,564;1;1;1;1;1;1;0;1;1;1;1;0,4;1;1;1;1;0,692
"aide";1;1;1;1;1;1;1;1;1;0,062;1;1;0,216;1;0,001;1;1;1;0;1;1;1;1;1;1
"élevé";1;0,597;1;1;1;0,718;1;1;0,055;1;0,055;1;1;1;0,622;1;1;0,001;0,133;1;0,466;1;0,029;1;1
"élection";1;1;0;1;1;0,769;1;1;1;1;1;1;1;1;0,671;1;1;1;1;1;0,509;1;1;1;0,858
"école";1;1;1;1;0,486;1;1;0;0,42;0,236;1;1;0,529;1;0,465;1;1;0,375;1;0,352;1;1;1;1;1
"majorité";1;0,442;0;1;0,486;0,55;1;1;0,42;1;1;1;1;0,236;0,465;1;0,55;1;1;1;1;0,611;0,329;1;1
"jurer";1;1;1;0,001;1;1;1;0;1;0,236;0,42;0,375;1;1;1;1;1;1;1;0,352;1;1;1;0,017;1
"histoire";1;0,035;1;0,63;1;1;0,325;1;1;0,275;1;1;0,587;1;1;1;1;1;1;1;0,375;0;0,375;1;1
"gauche";1;1;0;1;1;1;0;1;1;1;1;1;0,029;1;1;1;1;1;1;1;1;1;1;1;1
"feu";1;0,547;1;0,686;0,595;0,664;1;1;0,523;0,008;1;1;0,642;1;1;0,07;0,664;1;1;0,025;1;1;1;0,498;1
"euro";1;1;1;0,509;0;1;1;1;0,367;1;1;1;1;1;0,019;0,449;1;1;1;0,304;1;1;1;1;0,567
"emji_sac_plein_d_argent";1;1;1;1;1;1;1;0,009;1;1;1;1;0,344;0,125;0,006;1;1;0,224;1;1;1;0,412;0,19;1;1
"découvrir";1;1;1;1;0;0,049;1;1;1;1;1;1;1;1;1;0,508;1;1;0,591;1;1;1;1;0,398;0,002
"budget";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0,473;1;1;1;1;0,421;1;1
"bande";1;1;1;1;1;1;1;1;1;1;1;1;1;0,391;1;1;0;1;1;0,537;1;0,836;1;1;1
"économie";1;0,388;0,346;1;0,022;1;1;1;1;1;1;1;0,469;0,198;0;1;1;0,325;1;0,304;1;1;1;1;1
"ère";1;0,496;1;0,63;1;0,067;1;0,564;1;1;1;0,424;0,587;1;0,519;1;0,608;1;0,651;1;1;0,672;0,375;0,448;1
"zone";1;1;1;0,001;0,486;0,55;1;0,508;1;0,236;0,42;1;1;1;0,029;1;1;1;1;1;1;0,611;1;0,398;1
"vidéo";1;1;1;1;1;1;1;1;1;0,275;1;1;1;1;1;1;0,608;1;0,002;1;1;0,09;0,375;0,026;0,004
"vaud";1;0,275;1;0;1;1;1;0,327;0,258;1;1;1;1;1;0,293;1;0,362;0,224;1;1;1;1;1;1;1
"université";1;1;0,546;1;0,647;0;1;0,671;0,572;1;1;1;1;1;0,622;1;0,718;1;0,133;0,493;1;1;0,466;1;1
"unique";1;1;1;1;0,063;0,664;1;1;0,042;1;0,523;1;1;1;1;1;1;1;0,106;1;1;0,116;1;1;0
"udc";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,042;1;1;1;1;1
"site";1;1;1;0,571;1;0,55;1;0,508;0,021;0,236;1;1;1;1;0,465;1;1;1;1;0,352;1;0,067;1;1;0,074
"rôle";1;0;1;1;1;0,049;1;0,508;1;1;1;0,375;0,529;1;1;1;0,55;1;1;0,352;1;1;1;1;0,631
"renforcer";1;1;1;0,038;1;1;1;0,026;0,367;1;0,013;0,325;1;1;1;1;1;1;1;0,304;0,282;0,548;1;1;1
"petit";1;1;1;1;0,022;0;1;1;1;1;0,367;1;1;1;1;0,449;1;1;0,529;1;0,282;1;1;1;1
"partager";1;0,547;1;0,686;1;1;1;1;1;1;1;0,473;1;1;1;1;1;0,473;1;0,447;0,421;0,116;0,021;0,498;0,006
"neige";1;0,388;1;1;1;1;1;1;1;1;0;0;1;1;1;0,449;1;1;1;1;1;1;1;1;1
"justice";1;1;1;1;1;1;1;1;1;1;1;1;0,216;0,062;0,177;1;0,229;0,127;0,256;1;0,104;1;1;1;1
"jeu";1;1;0,346;1;1;1;1;1;1;1;1;1;1;1;1;0,449;1;1;0,043;1;1;0;1;1;0,053
"intervenir";1;1;0,026;1;1;1;1;1;1;0,275;1;1;0,587;1;0,041;1;0,608;1;0,651;0,4;1;1;0,375;0;1
"hôpital";1;1;1;1;1;0,049;1;1;1;0,236;1;0,375;1;0,236;0,465;1;0;1;1;0,352;1;1;1;0,398;1
"hiver";1;1;1;0,509;0,022;1;1;1;1;0,198;0;0,325;1;1;1;1;1;1;1;1;1;1;1;1;0,567
"hausse";1;1;1;1;0;1;1;1;1;1;0,313;1;1;1;0,351;1;1;0;1;1;1;1;1;1;1
"général";1;1;1;1;1;1;1;1;0,258;1;0,258;1;0,344;1;1;1;0,362;1;1;0,002;1;1;0,19;0,003;1
"fribourg";1;1;0,139;0,003;0,19;0,229;1;0,203;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,104;1;1
"film";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,002;1;1;0,002
"etats";1;1;1;1;1;1;0,325;1;1;1;1;1;0;0;1;1;0,608;1;1;0,018;1;1;1;1;1
"espace";1;1;1;1;1;1;1;0,508;0;1;0,42;1;1;1;1;1;1;1;0,001;1;1;0,611;1;1;1
"emji_ski";1;1;1;1;0;1;0;1;1;1;0,572;1;1;1;1;0,671;1;1;1;1;1;1;1;1;1
"deuxième";1;1;0;1;1;1;0,198;1;1;1;0,313;1;1;1;1;0,389;1;0,005;1;1;1;1;0,236;0,293;1
"alimentaire";1;1;1;1;1;0,165;1;1;1;1;1;1;0,154;1;1;1;0,165;1;0,187;1;1;1;0;1;1
"événement";1;0,597;1;1;0,647;0,718;1;1;1;1;0,055;0,52;1;1;0,072;1;1;1;1;1;1;0,145;0,466;0,546;0,01
"élire";1;1;0;1;1;1;1;1;1;1;1;1;0;1;0,572;1;1;1;1;0,447;1;1;1;1;1
"week_end";1;1;1;0;1;1;0,006;1;1;1;0,42;0,375;1;1;1;0,038;1;1;1;1;1;0,611;1;1;1
"victoire";1;0,332;0;1;1;1;0;1;1;1;1;1;1;1;1;0,389;1;1;1;1;1;1;1;1;1
"valoir";1;0,002;1;1;0,25;1;1;1;0,204;1;0,204;1;1;1;0,234;1;1;1;1;1;1;1;0,145;0,189;1
"système";1;1;1;0,509;1;0,489;1;1;0,367;1;1;1;1;0,002;1;1;1;1;0,043;0,007;1;0,048;1;1;1
"station";1;1;1;1;0;1;1;1;0,472;0,275;0;1;1;1;1;1;1;1;1;1;1;0,672;0,375;1;1
"septembre";1;1;1;1;1;1;1;1;0,013;1;1;0,325;0,469;1;0,408;1;1;0,325;0,529;1;0,282;0,548;0,282;1;0,567
"secteur";1;1;1;1;1;1;1;1;0,152;1;0,152;0,127;1;1;1;1;1;1;1;0;1;0,269;1;1;1
"produit";1;1;1;0,074;0,542;1;1;0,053;1;1;1;1;0,06;1;1;1;1;1;0;1;1;1;1;1;1
"paix";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"organiser";1;0,388;1;1;1;1;0,24;1;1;1;1;0,325;1;1;1;0,026;0,489;1;1;0,304;1;1;0,282;0,346;0,053
"moitié";1;1;1;1;1;0,426;1;0,389;0,313;1;1;1;1;0,161;1;1;0,426;0;1;1;1;1;0,003;1;1
"minute";1;1;1;0,097;1;0,088;0,368;0,619;1;1;0,523;0,473;1;1;0,055;0,07;0,664;1;1;1;1;1;1;1;0,75
"marque";1;0,035;1;1;0,542;1;1;1;0,472;1;0,03;1;0,06;1;1;0,564;1;1;0,002;1;1;0,672;1;1;1
"maladie";1;0,332;1;1;1;0,426;1;1;1;1;1;1;1;1;1;1;1;1;0;0,255;1;0,481;0,003;1;0,499
"local";1;1;0,448;0,63;1;0,608;1;0,564;1;0,005;1;1;0,06;1;1;1;0,608;1;1;0,4;1;0,672;0,375;1;0,692
"km";1;1;1;1;1;1;1;1;1;0;0,367;0;1;1;1;1;1;0,325;1;1;0,282;1;1;0,346;1
"identifier";1;1;1;1;1;0;1;1;1;0,092;1;1;0,28;1;1;1;1;1;0,326;1;1;1;0,145;1;1
"enregistrer";1;1;1;1;1;0,022;1;0,389;0,313;1;0;0,005;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_notes_de_musique";1;1;1;1;1;1;1;1;1;0,275;0,472;1;1;1;1;1;1;1;1;1;1;0;1;1;0
"emji_clap";1;0;1;1;1;1;1;0,389;1;1;1;1;1;1;1;1;1;1;1;1;1;0,481;1;1;0,499
"eau";1;1;1;0,445;0,37;1;1;1;0,313;0,161;1;0,005;1;1;1;1;1;1;1;1;1;0,481;1;0,006;0,499
"décider";1;1;1;1;1;1;0,283;0,508;0,42;1;1;1;1;1;0,465;1;1;1;1;0;1;0,611;0,329;1;1
"danger";1;1;1;1;0,37;0,426;1;1;1;1;0,313;0,274;1;1;1;1;1;1;0,028;0,255;1;1;0,003;0,293;1
"compte";1;1;1;1;1;1;1;0,508;0,42;0,236;0,42;1;1;0,236;1;1;1;1;0,001;0,352;1;1;0,009;1;0,631
"civil";1;1;1;1;1;1;1;0,09;1;1;1;1;1;1;1;0,09;0;1;1;0,042;1;1;1;1;1
"chercheur";1;1;0,498;1;1;0;1;0,619;1;1;1;0,473;1;1;1;1;1;1;0,708;1;1;1;1;1;1
"changement";1;1;0,026;0,002;1;1;1;0,564;1;1;0;0,424;0,587;1;1;1;1;1;1;0,4;1;1;1;1;1
"cause";1;0,332;1;1;1;1;1;0,016;1;1;0,008;1;0,408;1;0,351;1;1;0,274;1;1;1;0,481;0,236;1;1
"bâle";1;1;1;0;1;0,489;1;0,449;1;1;0,367;1;1;1;1;1;0,489;0,325;0,529;1;1;1;1;1;1
"battre";1;1;1;1;1;1;1;0,144;0,103;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"affirmer";1;1;0,006;1;1;1;1;1;1;1;1;1;0,408;1;1;1;0,022;1;0,463;1;0,003;1;0,236;0,293;1
"vol";1;1;1;0;0,133;1;1;1;0,103;1;1;1;1;1;1;1;0,165;1;1;1;1;1;1;1;1
"village";1;0,332;1;1;0;1;1;1;1;1;0,313;1;1;1;1;1;1;1;1;1;1;0,481;1;1;0,499
"vert";1;1;0,241;1;0,31;1;1;1;0,258;1;1;1;0,011;1;1;0,327;1;0,224;1;0,002;1;1;1;1;1
"urgence";1;1;0,293;0,445;0,37;1;1;1;1;0,001;0,008;1;1;1;0,351;1;0,022;1;1;1;1;1;1;1;1
"tiers";1;1;1;1;1;0,229;1;1;1;1;1;1;1;1;0,177;1;1;0,127;0,256;1;1;1;0;0,139;1
"réunir";1;0,388;0,346;1;1;1;1;0,449;1;1;0,367;0,325;1;1;1;1;0,489;1;1;0,304;1;0,001;1;1;0,567
"rouge";1;1;1;0,379;0,31;0,362;1;1;1;1;1;1;1;1;0,293;0,327;0,362;0,224;0,017;1;1;1;1;1;1
"riche";1;0,275;1;1;1;0,362;1;0;1;1;1;1;1;1;1;1;1;1;0,396;1;1;1;1;1;0,022
"quitter";1;1;1;1;1;1;1;1;0,313;0,161;1;1;0,408;1;0,351;0,389;0,022;1;1;0,255;1;0,481;1;1;0,499
"protéger";1;1;1;1;0,25;0,296;1;1;1;1;1;1;0,28;1;1;1;1;0,001;0,326;1;1;0,341;1;0,189;1
"professionnel";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,224;1;0,002;1;0,412;0,001;1;0
"produire";1;1;1;1;1;1;1;1;1;0,062;1;1;1;1;1;1;1;1;0;1;1;0,269;1;0,139;0,283
"porter";1;1;1;1;0;0,426;1;1;1;0,161;1;0,274;1;1;1;0,389;1;0,274;1;0,255;1;1;1;1;1
"nouvel";1;1;1;0;0,31;0,362;1;1;1;1;1;1;1;0,125;1;1;1;1;0,017;1;1;1;1;1;1
"millier";1;1;1;1;1;1;1;1;1;0;0,204;1;1;1;0,234;1;1;0,174;1;1;0,145;1;1;0,189;1
"marché";1;1;1;1;0,022;1;1;0;0;1;0,367;1;1;1;1;1;1;0,325;1;1;1;1;1;1;1
"loi";1;1;1;1;0,25;1;1;0,265;1;1;1;1;0,005;0,092;1;1;1;1;0,326;0,16;1;1;0,145;1;1
"inédit";1;1;1;1;1;1;1;0,449;1;1;1;1;0,469;1;1;1;1;0,009;0,043;0,304;0,006;0,548;1;1;0,567
"impact";1;1;0,293;1;0,37;0,426;1;1;1;1;1;1;1;1;1;1;1;1;0,028;1;1;0;0,003;1;1
"humanitaire";1;1;0,025;1;1;1;1;1;1;1;1;1;1;1;0,036;1;0;1;1;1;1;1;1;1;1
"frapper";1;1;1;1;1;0,489;1;1;1;0,002;1;0,009;1;1;1;1;0;1;1;1;1;1;1;0,346;1
"figure";1;0,024;0,398;1;0,486;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;0,329;0,067;0,329;0,398;1
"ferroviaire";1;1;1;0,06;1;1;1;0,045;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"emji_train";1;1;1;0;1;1;1;0,389;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,293;1
"emji_sapin_de_noël";1;1;1;0,63;0,001;1;1;1;1;1;0,03;1;1;1;1;1;1;1;1;1;1;0,672;1;1;0
"degré";1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"contenir";1;1;1;1;0,429;1;1;0,449;1;0,198;1;1;1;0,198;1;1;1;1;0;1;0,282;1;1;1;0,053
"consommation";1;1;1;1;1;1;1;0,009;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1
"chute";1;1;1;1;1;1;0;1;1;1;0,42;0;1;1;1;1;1;0,375;1;1;0,329;1;1;1;0,631
"bernois";1;1;1;1;0,25;1;1;0,265;1;0,092;1;1;1;1;1;0,265;1;0,174;1;1;1;1;1;0,001;0,357
"acteur";1;0;1;1;1;0,489;1;1;1;1;1;1;1;1;1;1;1;0,325;1;1;1;1;1;1;0,053
"éviter";1;1;1;1;0,25;1;0,118;1;1;1;1;1;1;1;0,234;0,265;1;1;0,009;1;1;1;0,145;0,189;1
"vote";1;1;0,007;1;1;1;1;1;1;1;1;1;0,017;1;1;1;1;1;1;1;1;0,026;1;1;1
"trafic";1;1;1;0,021;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"tenir";1;1;1;1;0,31;1;1;0,327;1;1;0,258;1;1;1;0,293;1;0,362;1;0,396;1;0,19;0,412;1;1;0,429
"situer";1;0,01;1;1;1;1;1;1;0;1;1;0;1;1;1;0,389;1;1;1;1;1;0,481;1;1;1
"réaliser";1;1;1;1;1;1;1;0,327;0,258;1;1;1;1;1;1;1;1;1;1;1;1;0,019;0,19;0,003;0,022
"retrouver";1;0,442;1;1;0,486;1;1;1;1;0,003;1;1;1;1;1;1;1;0,375;1;1;0,329;1;1;0,398;0
"question";1;1;0,011;0,509;1;1;1;1;0,367;1;0,367;1;1;1;1;0,449;1;0,325;0,043;0,007;1;1;1;1;1
"période";1;1;1;1;0,004;1;1;1;0,204;1;0;1;1;1;1;1;1;0,174;1;1;1;1;0,145;1;1
"provoquer";1;1;1;1;1;1;1;1;1;0,161;0,313;0,274;0,408;1;0;1;0,426;1;0,463;0,255;1;1;1;1;1
"protection";1;1;1;1;1;0,55;1;0,038;1;0,236;1;1;1;1;1;1;0,55;0,014;0;0,352;1;1;1;1;1
"policier";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,293;1;1;1;1;0,207;0,19;1;1;0;1
"nommer";1;0,016;1;1;1;0,034;1;1;1;1;0,367;0,325;1;1;0,019;1;1;1;1;0,304;1;0,048;1;1;1
"moyenne";1;1;0,293;1;0,37;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"menacer";1;1;1;1;1;0,006;1;1;0,204;1;1;0,174;1;1;0,234;1;1;1;0,326;1;0,145;1;1;0,189;1
"joueur";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,529;1;1;0,048;1;1;1
"interdire";1;1;1;1;0,004;1;1;1;1;1;1;1;1;1;0,234;1;1;1;0;1;1;0,341;1;1;1
"historique";1;0,388;1;0,509;0,429;1;0,24;1;0,013;1;0,367;1;1;1;0,408;0,449;1;1;0,529;1;1;1;1;1;0,567
"genevois";1;1;0,017;0,001;1;1;1;1;1;1;1;1;1;1;1;0,508;1;1;1;1;1;0;1;1;0,631
"financier";1;1;1;1;1;0,362;1;0;1;1;1;1;1;0;1;1;1;1;1;0,207;1;1;1;1;1
"emji_skieur";1;1;1;1;0,542;1;0;1;1;1;0,472;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"emji_porte_documents";1;1;1;1;1;1;1;0;1;1;1;1;1;1;0,293;1;1;0;1;1;1;1;0,19;1;1
"emji_cerveau";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0,325;0;1;1;1;1;1;1
"dévoiler";1;1;1;1;1;1;1;0,508;1;1;1;1;1;1;1;0,508;1;1;1;1;1;0,067;0,329;0,398;0
"découverte";1;1;1;1;0,429;0;1;1;0,367;1;1;0,325;1;1;1;1;1;1;0,529;1;1;1;1;0,346;1
"dollar";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,037;0;1;1;1
"course";1;1;0,094;1;1;1;0;1;1;1;1;1;0,154;1;1;1;1;1;1;1;1;0,198;1;1;1
"communiqué";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,234;1;1;0,174;1;1;1;1;1;0,189;0
"commun";1;1;1;1;0;0,489;1;0,449;0,367;1;1;1;1;1;1;0,449;0,489;1;1;0,304;1;1;1;0,346;1
"commencer";1;1;1;1;1;0,489;0,24;1;1;1;0,013;0,325;1;1;1;0,449;0,489;1;0,529;1;0,282;0,548;1;1;0,567
"climatique";1;1;1;1;1;1;1;1;1;1;0;0,085;1;1;1;1;1;1;1;1;1;1;1;1;1
"arriver";1;1;0;0,63;1;0,608;1;1;1;1;0,03;0,424;1;1;1;1;0,067;1;1;0,4;1;1;0,014;1;1
"accepter";1;1;0,054;1;1;1;1;0,09;1;1;1;1;1;1;0,075;1;1;1;1;0,042;1;1;1;1;0,139
"évolution";1;1;1;1;1;0,296;1;0;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;0,357
"étranger";1;1;0,025;1;1;1;1;0,045;1;1;1;1;1;1;0,036;1;1;1;1;1;0,015;1;1;1;1
