"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Coord. facteur 11";"Coord. facteur 12";"Coord. facteur 13";"Coord. facteur 14";"Coord. facteur 15";"Coord. facteur 16";"Coord. facteur 17";"Coord. facteur 18";"Coord. facteur 19";"Coord. facteur 20";"Coord. facteur 21";"Coord. facteur 22";"Coord. facteur 23";"Coord. facteur 24";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"Corr. facteur 11";"Corr. facteur 12";"Corr. facteur 13";"Corr. facteur 14";"Corr. facteur 15";"Corr. facteur 16";"Corr. facteur 17";"Corr. facteur 18";"Corr. facteur 19";"Corr. facteur 20";"Corr. facteur 21";"Corr. facteur 22";"Corr. facteur 23";"Corr. facteur 24";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"COR -facteur 11";"COR -facteur 12";"COR -facteur 13";"COR -facteur 14";"COR -facteur 15";"COR -facteur 16";"COR -facteur 17";"COR -facteur 18";"COR -facteur 19";"COR -facteur 20";"COR -facteur 21";"COR -facteur 22";"COR -facteur 23";"COR -facteur 24";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"CTR -facteur 11";"CTR -facteur 12";"CTR -facteur 13";"CTR -facteur 14";"CTR -facteur 15";"CTR -facteur 16";"CTR -facteur 17";"CTR -facteur 18";"CTR -facteur 19";"CTR -facteur 20";"CTR -facteur 21";"CTR -facteur 22";"CTR -facteur 23";"CTR -facteur 24";"mass";"chi.distance";"inertie"
"classe 11";0,0312819105590223;-0,631468373962169;0,62332629998759;-1,15740117969096;-0,462821267531586;-0,136862736694179;0,959395189270016;1,39124622510119;-0,534945680313956;2,08794106229418;2,40482177804549;0,410923473177274;1,00194603159977;1,82301097330771;0,10451893059728;-0,0353394059408638;0,680115504419429;0,679720655794877;-0,763121292204702;1,44314763734489;0,495133534956937;-0,00118060035481796;-0,40497388912655;-0,252352839344877;0,00635680376957732;-0,128320824023769;0,126666271421039;-0,235195742539156;-0,0940500092708306;-0,0278119061459082;0,194958902659064;0,282715444488179;-0,108706426697396;0,424290952127246;0,488684350497006;0,0835038473232802;0,203605668476328;0,370454451790538;0,0212393143557965;-0,00718132827838785;0,138206417861983;0,138126180588104;-0,155074041842129;0,29326234162781;0,100616192080717;-0,000239910051903994;-0,0822948310693112;-0,0512806747332248;0,000112780536236056;0,0267263560196441;0,0245727271516602;0,0790815163807064;0,0119483283679723;0,000971289358682235;0,0442268653512012;0,0903902077139509;0,0127464999055763;0,189411101933996;0,243363271497318;0,00655747071277956;0,0371889391261954;0,116863828478126;0,000366067167442617;4,08762673508155e-05;0,0148096722599773;0,0137981454939049;0,0168903572594414;0,0577638308603737;0,0066166100644711;3,63224847533324e-08;0,00408159303400273;0,00147162873650458;3,88064648152331e-05;0,0158132359234937;0,0154080771462197;0,0531233412583829;0,00849462391836102;0,000742827513337734;0,0365016598930671;0,0767583338648834;0,011348459477079;0,172883685470313;0,229341861798907;0,0066963699938309;0,0398112854301814;0,131794141959779;0,00043321896093875;4,95263167307836e-05;0,0183435290679524;0,0183222361707996;0,023094293650508;0,0825922061248663;0,00972214792641314;5,52743138501669e-08;0,00650386603077769;0,00252542184288569;0,0396567885211623;2,46654213810423;0,241265164429597
"classe 12";-0,0741808328735155;-0,260192572173587;0,426967998093943;-1,15782979482394;-0,456573563982185;0,183638942004658;0,394005953202803;1,25174281667728;0,39203944526799;0,810127136063938;0,896354502435277;0,0347082160040988;-0,473194557840571;-0,287360306141702;0,92618624617896;-2,20760549843577;-0,165875489078157;-0,614871984857212;1,67299425891161;-3,33608394790626;-1,85974352719681;-0,203953028995427;0,647496729209669;0,386786955048663;-0,0136310490735489;-0,0478115111745712;0,0784572174429089;-0,212756235549048;-0,0838973682991403;0,0337444503292145;0,0724002990440314;0,230013159742806;0,0720389447005359;0,148864367246054;0,164709018983717;0,0063777848978037;-0,0869515478514395;-0,0528036998652527;0,170190730999718;-0,405657064211233;-0,030480338978919;-0,11298538820439;0,307419935306923;-0,613019863027511;-0,341735921550774;-0,0374772517272205;0,118980326169546;0,0710737768914867;0,000654580409524583;0,00468336824658247;0,011899948555237;0,0816824145917953;0,0120014587393037;0,00180484426159773;0,00769889917073912;0,0755223647451963;0,00706582841954276;0,0294311543957494;0,0348964162862355;4,82848648810915e-05;0,00856123840420033;0,00299700230823839;0,029668766911222;0,164637079581443;0,000909235758693236;0,0116536286354948;0,0837862151512871;0,318596045762468;0,096344948166516;0,00111882465592532;0,010769183828395;0,00356826814973369;0,000179736575997637;0,00221127544165269;0,00595447812694112;0,0437867282935518;0,00680886271218616;0,00110149522260634;0,00507059146983488;0,051177995229197;0,00502010251428748;0,0214367731915771;0,0262429505730987;3,93475446649933e-05;0,00731362243674238;0,00269715937214444;0,0280188114545257;0,159182744439823;0,000898705680167549;0,0123487348522819;0,091420155384606;0,363518899465532;0,11296896907409;0,00135866808208908;0,0136939334122691;0,00488648635906734;0,0326627730910664;2,4278539082772;0,192529886348793
"classe 13";-0,122529941431161;0,836420651526021;-0,673948809513331;2,43568044808512;0,0511280629782512;-0,330440715347073;2,02089647649362;-0,326423807022051;2,23848705959049;1,62920295940434;-0,402851993001857;0,0298502281402966;0,35053984625518;-0,0727943002840586;-0,644923745493447;-0,210495756288042;0,121522147719598;-0,064231010360239;-0,121473250731807;-0,239842190541106;0,0215827645592869;0,131933165836182;-0,0121193620368796;-0,228460372162217;-0,0274109713392544;0,18711428601654;-0,150767977899289;0,544882060451749;0,0114377747394566;-0,073922348055557;0,452091421490542;-0,0730237321117026;0,500768252372004;0,364466310066344;-0,0901213556879011;0,00667774536139446;0,0784186915192935;-0,01628469299374;-0,14427482864388;-0,0470896588642194;0,0271855194683003;-0,0143690135122198;-0,0271745808037154;-0,0536547013250615;0,00482824470367397;0,0295145511798389;-0,00271120251558749;-0,0511084934861586;0,00172277080416736;0,0466854415422512;0,0286003740134787;0,348692978959466;0,000145175941005215;0,00563716483806638;0,195377548368644;0,00495418789301755;0,222216441928597;0,114819268723748;0,00679948017054562;3,44512675028366e-05;0,00453205686371545;0,000185520425565056;0,0138765988865707;0,00144389252117824;0,000470745747612885;0,00012267179713465;0,000426096961163841;0,0015884774808041;1,25170054153999e-05;0,000451619967268619;3,63940685601182e-06;0,0012008784862231;0,000715551280384229;0,0333430870043824;0,0216476188315792;0,28274630045906;0,000124587648900656;0,00520407346336114;0,194645534495173;0,00507831881777335;0,238817136985049;0,12650470899257;0,00773476893673232;4,24670037737649e-05;0,00585640489582031;0,000252552145914775;0,0198231673075461;0,00211175242032566;0,000703829043723391;0,000196628206744827;0,000703262756886286;0,00274162136248545;2,22008937126169e-05;0,000829591471889505;7,00028674133774e-06;0,00248758581221844;0,0476602494772514;2,47195648430253;0,291231236329124
"classe 14";-0,09014229137184;0,423555432845809;-0,110276443043889;0,234981936825908;-0,320382309177644;0,544882612658119;0,46888057539798;-0,320547887385192;-1,06418916201354;-0,137698298474919;-1,01442349228252;1,50538537742158;0,726017142843484;0,363344544126325;1,86020168267905;-0,184161419383456;-0,973443192523829;-1,72140452414931;-0,189823434443954;1,50957075251776;-1,28863473428253;-0,90285103058195;2,95880658651996;-3,27218216326382;-0,0146732514435116;0,0689458329916989;-0,0179506639164995;0,0382500709850719;-0,0521514386762641;0,0886953222627728;0,0763238040112904;-0,0521783912934645;-0,173227404363084;-0,0224143598539296;-0,165126609784811;0,245044782267349;0,118180178550135;0,0591447784991537;0,302801344520957;-0,0299775695922858;-0,158455886937204;-0,280208113577328;-0,0308992254476592;0,245726072483485;-0,209762378870228;-0,146964981543625;0,481630901056596;-0,532641792435542;0,000857802163570661;0,0110138558688626;0,000704482630478177;0,00298578437055086;0,0052444497000592;0,0141015361639581;0,00967604554949469;0,004395229525788;0,0462052767328657;0,000754585477378604;0,0396652479965843;0,0806106050353638;0,0178855053971644;0,00425227326539308;0,106211921220548;0,00101679261632181;0,0277896870856208;0,0810602613767012;0,000957268310107255;0,0578926918136657;0,0410518619254416;0,0194573756111492;0,199568109491191;0,226641350671749;0,000209746665539557;0,00463082524191837;0,000313908718203731;0,00142530181030608;0,00264956716447991;0,00766379321109059;0,00567495420339055;0,00265230654137611;0,0292331450697136;0,000489435003405714;0,0265629603984922;0,0584969556687999;0,0136060364286925;0,00340780836925512;0,0893218982973989;0,000875457737643655;0,0244601492802229;0,0764898410702061;0,000930116892533498;0,0588226822953942;0,0428644785685334;0,021041179181296;0,225980534795827;0,276383953221597;0,0258129641646838;2,57719554359972;0,171448078408118
"classe 15";-0,0970729352484967;0,691354864603078;-0,34354712331189;0,662003394413704;-0,300324562089919;0,422019952053275;0,20979757422836;0,338741136938665;-0,772711804579787;-0,508849445797035;-0,440440250629699;0,824717906261991;0,957437650921933;0,777770378244286;1,52244152891699;0,0750287191777462;-2,18668285036177;0,430093009517105;-0,0146373686984542;-0,845614797057658;1,69913475298328;-1,30555348324654;-0,987709314346608;1,33514599536809;-0,0216642302295943;0,154292964550519;-0,0766710510513679;0,147742456871608;-0,0670248657884162;0,0941842067447536;0,0468215258769975;0,0755984761363999;-0,172449781112404;-0,113562359248008;-0,0982951526869564;0,184056231018372;0,213675929824899;0,173578727138611;0,339770541697553;0,0167445173254246;-0,488012447424954;0,0959859095067589;-0,00326669142770854;-0,188719889865414;0,379204011761916;-0,291366601470309;-0,220431801419655;0,297970903627571;0,00164558187335285;0,0485416061497577;0,0113102093586064;0,0392015406414195;0,00762320845415652;0,0139932861282941;0,00320455379816268;0,00811941657754991;0,0402978825689135;0,0170460252528529;0,0123691199330215;0,0400221912792307;0,0514543019080385;0,0322314540091154;0,117686775483702;0,000279179395624416;0,231967557910622;0,00837066782567005;9,41571433614101e-06;0,030050739651609;0,118065241329679;0,0673030309480224;0,0367882821745861;0,0624187316336768;0,000447071586315186;0,0226768533504365;0,00559955323857566;0,0207922351426667;0,00427919867526009;0,00844980551406948;0,0020882460578329;0,00544398133017957;0,0283279951454693;0,0122845529659724;0,00920353668314851;0,0322694522453117;0,0434912359113933;0,028700108797928;0,109966901831638;0,000267076582706478;0,226857082871701;0,00877617981957937;1,01649856564088e-05;0,0339254715791971;0,13697344884184;0,0808667670799695;0,0462848695499139;0,0845742704915585;0,0474439397216814;2,00378333958738;0,190494424124395
"classe 16";-0,0450059639032787;-2,17012145586693;-1,67342105946447;-0,111816507703656;3,42062814234889;3,19521617031091;0,177059152369892;-0,509142736924922;0,340961821458207;-0,133815222696709;0,546474034768285;0,393613055682144;-0,139599784068503;0,115445454618526;-0,047701968706675;0,021213159052329;0,0707178538543824;-0,000665065773666235;-0,0440772639777307;-0,0419512372531393;-0,0392346125087766;0,000711526640761531;-0,110379161923252;0,0846136739037657;-0,00816566779981478;-0,393736504165147;-0,303617549224526;-0,0202874547561233;0,62062248321458;0,579724808281566;0,0321247695589072;-0,0923764339622227;0,0618624894343092;-0,0242787968600748;0,0991496468941791;0,0714152786790161;-0,0253283201328397;0,0209458736055379;-0,00865481807462171;0,00384881457440207;0,0128307106882932;-0,0001206663673387;-0,00799716890722279;-0,00761143274114822;-0,00711854128243187;0,000129096005846317;-0,0200266695814858;0,0153519021146812;0,000136041437084994;0,183945040350997;0,103208716318261;0,000430132695583509;0,380343259719047;0,308504954063784;0,000877831798342306;0,00705465780731123;0,00301763385001082;0,000453381153364232;0,00732338331822413;0,00350620181327257;0,000420705397896623;0,000273110678641507;4,44351786655193e-05;8,5831538810091e-06;9,33086061283014e-05;7,69790313197445e-09;3,28370709403885e-05;2,84451003757386e-05;2,42110181884223e-05;7,68839208395949e-09;0,000176698677768538;9,64154059374822e-05;6,45531227769518e-05;0,150087734723526;0,0892457577820001;0,000398463889004863;0,372896966226642;0,325370078430832;0,00099911132738997;0,00826144901153816;0,00370500352959171;0,00057067410129162;0,00951735315010171;0,00493760235205985;0,0006210786698891;0,000424747467192917;7,25186528065276e-05;1,43412767831061e-05;0,000159380529624792;1,40963384252363e-08;6,19164971010924e-05;5,60875757246074e-05;4,90586797801949e-05;1,61346464018255e-08;0,000388285618934364;0,000228169833778918;0,0318696373206432;3,23107328841092;0,332713742232784
"classe 17";-0,0290749159182567;2,82473822940953;-1,92808058915666;-2,26109143335805;1,06642874330415;-0,73012664058835;-0,159554198994736;-1,12500267313981;-0,237534883931144;0,55549303663982;0,128532571918246;-0,38278553415508;0,0280254030779361;0,0263746110149157;-0,293282414255247;0,102411180805084;0,0389131687321377;0,00406083941411153;0,0915685641651026;0,00190624178783253;-0,0339433938382306;0,111622721569959;-0,117690834642167;-0,0314159123527324;-0,00643164449990996;0,624858628927603;-0,426509536656851;-0,500174663343369;0,235904054914608;-0,161510870930125;-0,0352948874998352;-0,248861158375364;-0,0525449474752632;0,122880277414642;0,0284326122063928;-0,0846757556346953;0,0061994824016253;0,00583431169150284;-0,0648768248158763;0,0226543151356359;0,00860795843240837;0,000898295821601607;0,0202558264908801;0,000421678588673515;-0,00750859754510421;0,0246919944762288;-0,0260343180851919;-0,00694949490004303;7,79528582241343e-05;0,427898189577663;0,188113651565995;0,241485405963833;0,0507565052968416;0,0221167889993731;0,000978712321298038;0,0472898556887927;0,00201082310765066;0,0107268866586417;0,00055624117211682;0,0045527414426083;2,32796453182554e-05;1,95713671392402e-05;0,00230616513734667;0,000274659725879261;3,87900897651901e-05;3,94038728797809e-07;0,000194577220588039;8,06376619653896e-08;2,48799141603412e-05;0,000259790005574162;0,000275808999945093;1,8248564853676e-05;3,94362914390324e-05;0,372233578762199;0,173424119158475;0,23850384325426;0,0530545721508969;0,0248688396862822;0,0011876148203694;0,0590427043354171;0,00263216996477509;0,0143951558439467;0,000770700300123705;0,0068354980934082;3,6640624546793e-05;3,24512371983349e-05;0,00401264905248156;0,000489275962230001;7,06402661620849e-05;7,69291198748251e-07;0,000391157751625082;1,69517720573241e-07;5,37489096878959e-05;0,00058125184836924;0,00064616646950206;4,60424564261016e-05;0,0466508039512582;2,7574953741182;0,354722484510007
"classe 18";-0,106207704711934;-0,1517811630944;0,511736007625392;-0,129278515055368;-0,33976912737888;0,167413586345662;-0,523680847148151;-0,482651235067066;-0,309068493557041;-0,285137883887523;0,239326728046541;0,625121452180159;1,3857230158922;-0,41518714731487;-1,57536707497352;-1,30017088697267;0,278354348806916;-2,61035394569171;0,105625268975996;-0,0134444398599849;2,37766189529084;1,81057084627393;1,50268109674431;1,26154406121629;-0,0202393899935185;-0,0289240612238956;0,097518580786095;-0,024635861316138;-0,0647478438163244;0,0319030420010828;-0,0997948399912706;-0,0919760633550164;-0,05889740101979;-0,0543370826963903;0,0456071148316832;0,119125791281385;0,264069246366882;-0,0791198210863684;-0,300208621397264;-0,247766070371559;0,0530443835235432;-0,497440102592085;0,0201283985730959;-0,00256202939615984;0,453097320030044;0,345030048130918;0,286357273564906;0,240405178873003;0,00156502254208506;0,00185880241822628;0,0199377131906148;0,00118773838587531;0,0077519203164164;0,00174952650564475;0,0158630028723879;0,0130960753666058;0,00512202841520843;0,00425245513081607;0,00290156687647903;0,0182685551398125;0,0856325598678888;0,00729709972310216;0,100114118624109;0,0666061838199695;0,002986324889288;0,244973731395285;0,00038953661385565;6,03504931685323e-06;0,183675820644404;0,102839915964903;0,0676503793679681;0,0442738868797405;0,000395278477073057;0,000807284983384558;0,0091766268922909;0,000585657664221762;0,00404537653190752;0,000982138014424583;0,00961002466071997;0,0081631535330534;0,00334734589248503;0,00284905586807537;0,00200712087534263;0,0136936721730661;0,0672889856883594;0,00604058392858846;0,0869670322707157;0,0592368553587869;0,00271510820829657;0,238775585318993;0,000390955004605831;6,33397794291532e-06;0,198103120551053;0,1148741120223;0,0791270122256225;0,0557693994763561;0,0350421804023361;2,24806089696679;0,177095393257261
"classe 19";-0,107217794651422;-0,0202830533208683;1,0445633902437;-0,0561124528309044;-0,398300365216146;0,0560752544364051;-0,826932688275517;-1,73963621443891;1,05136885044669;-0,154966631326686;0,504641300746982;0,77142915324781;-0,506507039022712;0,893806795258503;1,24479872053141;1,70784776984456;1,20294370641389;0,392981663079171;0,299360068255114;-1,08584764399068;0,595264710110909;0,476624261539319;0,419051036307989;-0,241510273130056;-0,0266676247694716;-0,00504487950809503;0,259807848403425;-0,0139565063976009;-0,0990668080765902;0,0139472542689803;-0,205677898078735;-0,43268905085081;0,261500528799128;-0,0385439001934769;0,125516337052546;0,191872844073378;-0,125980390696039;0,222311084739715;0,309611154571622;0,42478250590458;0,299200813500575;0,0977439199001398;0,074457994562798;-0,27007622774653;0,14805654210064;0,118547830647704;0,104227995286149;-0,060069369667076;0,00210206670831346;4,37490214760116e-05;0,109485648613041;0,000294910878140435;0,0140399991890593;0,000258693689851434;0,0521310586563286;0,224230871576581;0,078117246632282;0,00165542871238405;0,0170027810902925;0,0366666888110451;0,0150786076105488;0,0445711651290285;0,0823823675842369;0,151466361934854;0,0735082094548142;0,00731761397937193;0,00412386624211968;0,0518844703562261;0,0151731681039148;0,00939262883619468;0,00693385301597918;0,00213854417391413;0,000669730307581723;2,39680596748061e-05;0,0635675998557817;0,000183436062373782;0,00924246089786596;0,000183192933979877;0,039838826023388;0,176312495503538;0,0643985997136924;0,00139908015822272;0,0148365114049348;0,0346703564995567;0,0149464200380908;0,0465429082484839;0,0902743726690025;0,16992783589373;0,0843056772029015;0,00899727065493608;0,00522100309873032;0,0686916580586749;0,0206436499158964;0,0132348341512599;0,0102305751671271;0,00339810998039528;0,0582594275001803;1,95819514701607;0,223397419634307
"classe 20";-0,100249603322102;0,458852744025781;0,154442244902855;0,455232442803534;-0,374917668593806;0,508071667381911;0,268404844167556;-0,281095144419738;-0,55699496972469;-0,302370628202736;-0,658886452417373;0,354996602216335;0,219282165867382;-0,134501055317286;1,18999523386443;-0,304455274961647;0,472833857849505;0,949389806323266;-0,197748132237586;1,54291974941715;-2,21682817966898;1,84627750867272;0,385745536096912;2,6669320921017;-0,0210563642376593;0,0963771445420389;0,0324389529194209;0,0956167387283546;-0,0787474735803242;0,106715056545962;0,056375586283225;-0,0590410490435777;-0,11699087649638;-0,0635097384051491;-0,138392100054331;0,0745632652069616;0,0460578895309049;-0,028250517879964;0,249945857689032;-0,0639475963118927;0,0993137289809281;0,199409243558135;-0,0415348945205593;0,324073903103842;-0,465621210025538;0,387790977900458;0,0810217521261451;0,560160755429297;0,00180412232471865;0,0219804331462574;0,00234967451567567;0,0190557741474686;0,0122125228650827;0,0208488058443004;0,00539168889866516;0,00574742236559769;0,0215242071452622;0,00618730042881803;0,0284553176513396;0,00762282398091062;0,00277450041746676;0,000990845559908744;0,0739118967380901;0,00472555461984792;0,0111493685283581;0,0419277882083577;0,00176656455960755;0,102842867682716;0,206589366707422;0,138361967591042;0,00576806986753847;0,256011116205548;0,00042463696144033;0,00889608931070687;0,00100782396050408;0,00875626462692275;0,00593914985356951;0,010906927395558;0,00304391953120986;0,00333855976687454;0,0131085608357477;0,00386306194567989;0,018343137595139;0,00532477008615572;0,00203169771466934;0,000764370383916485;0,0598332938769457;0,00391651211110071;0,00944647114265654;0,0380839158230161;0,00165225566002047;0,100586371976416;0,207642636557088;0,144027832898696;0,00628715671717893;0,300522077680786;0,042252505588002;1,97634163299283;0,165035170717157
"classe 21";-0,120125051752655;1,07472849617167;-0,277085924402299;1,86570336958287;0,140064750049377;0,716721740022894;-3,70826944178902;1,57399186102235;-0,614255003510473;1,82173037389038;0,230539221862502;0,049256297006325;-0,703617695164235;-0,566690215828832;-0,169827838968404;0,0238985656487762;0,251572916140528;0,016338601436315;-0,454229777773913;-0,0251289386192723;-0,132622251209668;0,0656251611363404;-0,159776023155776;-0,4102407063453;-0,0233032691856902;0,208488463333936;-0,0537523837842582;0,361931064400795;0,0271714061821823;0,139038105668252;-0,719373683959051;0,305341437929319;-0,119160403984137;0,353400665948745;0,0447227074331122;0,00955531532749855;-0,136496029054695;-0,109933227513172;-0,0329451999309321;0,00463612460797974;0,0488030706261256;0,00316955390930551;-0,0881168301630956;-0,00487480681549549;-0,0257276227969062;0,0127307399497594;-0,0309952305759222;-0,0795833131508388;0,00127861803896018;0,0595196138807414;0,00373316702812988;0,157985916932062;0,000841325926226182;0,0204788414321928;0,507995292004768;0,0889496794876158;0,0129209670559067;0,110857018780435;0,00171951086676134;7,24375935677447e-05;0,0141001805204515;0,0086819845637155;0,000743044231153987;1,43721734633794e-05;0,00155787963833818;6,12936633095856e-06;0,00460075316100899;1,34650754010406e-05;0,000364963712256065;8,62852443473835e-05;0,000488455389122467;0,00299009789703805;0,000523347329545368;0,0418909650488976;0,0027845291354419;0,126243209952142;0,000711509229635619;0,0186304777899334;0,498729894960837;0,0898520109898333;0,0136842261372009;0,12036245455641;0,00192758031631226;8,79926415582936e-05;0,0179554520193929;0,0116470051020414;0,00104602148165009;2,07141210148273e-05;0,00229535892019114;9,68172169140252e-06;0,00748297062378821;2,29018796404911e-05;0,000637904444625276;0,000156193732237928;0,000925861556021624;0,00610380062605621;0,0362679356838993;2,813037496117;0,28699470164711
"classe 22";-0,062965424109923;-0,576918242623084;0,542362068442663;0,215928032292006;0,719963027925675;-0,690471987700136;-0,239762417927895;-0,0560886983982585;-0,035716434761712;0,222293029399932;-0,598533165788175;-2,36092089779127;-0,123972711715327;0,225946083930881;0,889289433630757;-0,599459034112318;-0,255244023194175;0,563875450234502;2,02836908321687;1,04604290318441;0,974513859986542;0,246754549392243;0,312386774111326;-0,371097465614099;-0,015855603970083;-0,145276352973954;0,136574608798144;0,0543737998188405;0,181297097657321;-0,173870827428987;-0,0603756426533008;-0,0141239450312869;-0,00899391456200429;0,0559765980980645;-0,150719303075444;-0,594514009700316;-0,0312181208630297;0,0568964900346731;0,223935934264701;-0,150952450103096;-0,0642741346493963;0,141991989314045;0,510772655680066;0,263408723804563;0,245396676759118;0,0621363624288385;0,0786635053415036;-0,0934477061380005;0,000802876995098091;0,0391978473399599;0,0326887418389875;0,00483640135589229;0,0508040175474459;0,0434377630678464;0,00485344864562457;0,000258143529194878;9,98400780639983e-05;0,00377240039659106;0,0264888324563518;0,380342156939365;0,00100040180197697;0,0031543386281582;0,0465644267823393;0,0206665933388375;0,0036651216383636;0,0166848878319747;0,209673136134434;0,0533249663506386;0,0450364377013533;0,00278802845116946;0,00426734803415974;0,00559184311617271;0,000236409338220075;0,0198467274296035;0,0175403792044869;0,00278021521465819;0,0309087008311041;0,0284284047094544;0,00342785608918246;0,000187590605435499;7,60670480854041e-05;0,00294653802658257;0,0213617487276328;0,332371084477178;0,000916457992486312;0,00304417768849525;0,0471570496233735;0,0214278886343448;0,00388482557561759;0,0189594936789179;0,245332071592709;0,0652468209413177;0,0566286752292129;0,00363070278484758;0,00581896356774213;0,0082117617038551;0,0596293892854568;1,86075833385879;0,206462084086785
"classe 23";-0,102096655700331;-0,0287788313942782;0,761243043682566;0,0972815306274235;-0,236438549339045;0,128387188522923;-0,533674784227807;-0,905640994736913;0,164866234629986;-0,2443837112486;-0,154822474949392;0,052998652735806;0,701988944312595;0,161382931768085;-1,07831180936044;-0,0564086146640752;1,53596731995756;-1,3077708782677;1,15499545897715;1,0648168975685;-1,09885317908132;-3,45566629090937;-0,937083259542362;1,12984882893037;-0,0202510782387276;-0,0057083394376334;0,150994098000145;0,0192959884376775;-0,0468980646669775;0,0254658586198877;-0,105855473279703;-0,179635723764034;0,0327015512262803;-0,0484740036078377;-0,0307093511712688;0,0105123900066835;0,139240927496414;0,0320106310555687;-0,213885329223682;-0,0111887628548123;0,304662225762684;-0,259398999824858;0,229095686285497;0,211208586164385;-0,217959751470862;-0,685438400935914;-0,185872360607917;0,224107801334471;0,00160292453370959;7,40670892538474e-05;0,0489003038193758;0,0007454360041481;0,00416063420122306;0,00114041782293287;0,0182594158870887;0,0511055375144814;0,00161539019881229;0,00346222987358361;0,00134585936761954;0,000145541399414078;0,0243572415664073;0,00122196614453927;0,051987868840145;0,00013895879440194;0,100782812909205;0,0681499492463887;0,0516243592960363;0,0419591574419341;0,0434823115655625;0,415217598583226;0,0291591218957542;0,0393608960047566;0,000394581925894136;3,13516545259682e-05;0,0219361713221159;0,000358240717112808;0,00211617084844724;0,000623961125014837;0,010781210400412;0,0310474760947245;0,00102891048695375;0,00226078189630907;0,000907365299838776;0,000106327062203514;0,0186541171617985;0,000985892032567791;0,0440152201354277;0,00012044950604716;0,0893054794280942;0,0647407132290476;0,0504980617121181;0,0429204260081757;0,0457081341349763;0,452040918228917;0,0332407270560338;0,048323105308497;0,0378542072247458;2,13534142518343;0,172603185240812
"classe 24";-0,0546148989080911;0,7560053025987;-0,0589772571448477;-0,287278641321143;-0,37460365364295;0,752578206975753;-0,614588562272582;1,85554658455098;1,56045400429912;-2,46904951992247;-0,705219206478822;-0,521570572651801;0,935701681864049;2,38269941692639;-1,58508290747318;0,0472555267648428;-0,0559096169240447;0,662581367077291;0,0988823717575459;-0,178529293569659;-0,664227091447895;0,61389857200796;0,111745788354909;-0,804799565717636;-0,0108115115917832;0,149658065031857;-0,0116750797313777;-0,0568693968644356;-0,0741561702879043;0,148979640558052;-0,12166334641339;0,367322174151174;0,3089059376328;-0,488770610932574;-0,13960449946863;-0,10324959681144;0,185230583269018;0,471676829598934;-0,313781451045492;0,00935465753133947;-0,0110678126949149;0,131163954779277;0,0195746569132867;-0,0353414831024301;-0,131489740754632;0,121526756620251;0,0221210861923442;-0,159317329296186;0,000332975851641379;0,0371047131448294;0,000213075959250805;0,00471907280979147;0,00758171416695466;0,0284462040989665;0,0175793530547555;0,155739926500683;0,10505491508794;0,256549643486049;0,020271242111777;0,010232540556077;0,0314154153250069;0,193367247856143;0,0815488205703998;7,07947111010679e-05;9,69384307007301e-05;0,012699337833392;0,000274683326158236;0,000856241533347296;0,0115336530370622;0,00951274450476545;0,000301009939803232;0,0144977361034056;0,00011248090681185;0,0215529253141896;0,000131167331311005;0,00311216931921014;0,00529176510921801;0,0213579623500296;0,0142437875663923;0,129837535918271;0,0918244814951222;0,229887915000849;0,0187544703702215;0,0102584725618328;0,0330165249392745;0,214089347139186;0,0947459176381704;8,42096297885437e-05;0,000117877135581683;0,0165552208207484;0,000368717958138287;0,00120191986664344;0,0166375629082105;0,0142118229043994;0,000470889350023538;0,0244248557453437;0,0377100007210325;2,5062079994609;0,236859476142607
