suisse;0;2;2;13;10;4;4;14;13;4;4;16;6;9;2;15;6;19;7;6;3;13;15;2;7
emji_drapeau_suisse;0;2;7;19;10;2;13;20;6;1;10;15;5;15;8;12;4;16;3;10;4;9;9;10;9
premier;0;6;5;4;2;7;5;4;1;3;0;5;3;0;11;3;3;5;2;1;3;6;0;4;7
année;0;8;0;5;6;2;0;4;5;1;6;2;2;0;1;1;1;9;0;1;0;8;3;1;6
genève;0;0;1;8;0;4;0;4;0;0;3;4;0;4;1;2;3;3;0;2;0;10;5;4;0
annoncer;0;3;1;2;1;0;2;1;2;1;4;0;8;3;9;0;9;1;2;0;1;0;0;4;4
unir;0;1;1;0;0;1;2;1;0;3;0;0;27;0;0;4;2;0;1;0;2;0;1;0;2
jour;0;0;1;3;4;1;2;0;0;6;4;3;3;0;4;2;1;0;2;3;5;0;1;0;2
conseil;0;0;3;2;1;0;0;4;0;0;1;0;3;10;10;0;0;0;1;8;0;0;0;0;1
novembre;9;2;1;1;2;0;1;0;3;0;8;0;0;1;2;1;2;1;0;1;1;2;0;2;6
dernier;0;2;2;1;4;0;2;2;3;1;1;0;1;1;4;4;5;12;0;1;0;3;0;1;4
grand;0;2;1;4;2;4;2;1;0;0;5;1;3;0;5;3;0;0;1;1;0;6;0;2;0
monde;0;5;0;0;1;0;4;2;0;1;0;1;0;0;0;12;1;1;2;0;1;5;2;0;1
mettre;0;3;2;0;2;0;0;1;3;3;0;2;1;2;4;0;1;1;3;7;3;2;1;2;1
nouveau;0;0;0;7;3;2;0;1;1;0;3;0;1;5;4;4;2;1;5;1;1;5;1;0;4
fédéral;0;0;3;0;0;0;0;5;0;0;0;0;2;4;1;0;1;1;2;8;0;1;2;0;2
jeudi;0;3;1;1;1;1;6;1;1;3;2;5;2;3;1;0;4;0;0;1;1;0;0;1;0
franc;0;0;0;2;0;0;0;8;1;2;0;0;0;4;4;0;2;2;0;1;1;0;1;1;0
pays;0;1;11;1;1;2;0;1;1;3;1;1;4;1;2;1;2;0;0;2;0;1;0;0;2
femme;0;2;1;0;0;4;0;1;1;2;0;0;1;0;2;0;0;9;0;2;2;3;1;1;0
décembre;6;1;0;10;4;0;0;1;1;0;5;0;1;1;0;1;0;0;2;2;0;2;0;1;1
canton;0;0;0;4;1;1;0;6;3;0;0;2;0;0;1;1;1;2;0;1;0;0;2;0;1
viser;0;0;0;0;2;1;0;7;3;0;0;0;1;0;0;0;4;0;0;11;0;5;2;1;0
notamment;0;2;2;2;1;3;1;2;2;0;2;3;0;0;3;2;1;1;4;2;1;2;3;1;0
face;0;2;3;0;1;1;2;2;1;0;3;0;0;1;3;7;0;1;2;3;0;1;3;2;0
dimanche;0;2;4;3;0;0;2;1;1;2;1;1;0;0;2;2;3;0;0;2;1;1;1;2;0
révéler;0;2;1;0;2;4;0;1;0;1;0;0;0;1;0;0;0;4;12;0;1;2;10;1;0
public;0;1;0;5;0;0;0;0;1;0;0;1;4;2;7;1;2;0;3;2;2;6;0;2;3
projet;0;1;0;2;1;2;0;8;3;0;1;0;0;0;2;0;1;0;1;5;0;5;1;0;3
enfant;0;0;2;2;0;0;0;0;2;0;0;0;0;0;0;0;5;4;5;1;1;0;2;3;4
lausanne;0;0;0;7;0;0;0;4;8;0;1;0;0;0;6;0;0;0;2;0;1;3;0;5;4
mondial;0;3;0;0;2;0;0;2;3;0;1;0;1;0;0;6;0;0;0;0;0;7;0;1;2
jeune;0;1;1;0;0;0;0;1;1;1;0;0;2;1;1;0;0;2;7;2;1;2;4;2;3
national;0;0;2;0;0;1;0;2;1;2;0;0;2;4;2;2;0;2;2;8;0;0;0;0;2
fin;0;1;3;1;4;0;4;1;1;0;1;1;2;3;3;1;0;2;1;1;1;1;2;1;0
près_de;0;0;3;0;1;3;0;4;3;4;0;1;1;1;1;0;2;0;1;0;1;1;5;2;4
mardi;1;1;0;0;0;0;0;0;2;1;0;2;5;2;8;1;3;0;1;0;2;0;1;3;0
lundi;0;0;2;0;2;0;0;0;0;1;0;1;0;0;4;2;2;0;0;2;5;1;0;4;2
état;0;0;1;0;0;1;1;1;0;3;0;0;3;1;2;4;1;0;1;1;3;1;1;1;1
service;0;0;0;2;0;1;0;1;1;2;2;1;0;1;4;0;0;0;0;2;0;2;1;3;1
prendre;0;0;0;3;1;0;3;0;1;0;0;0;1;3;6;1;1;1;2;3;1;2;0;1;2
permettre;0;0;0;3;1;6;0;1;7;0;2;0;1;0;1;1;0;0;4;2;1;1;0;1;0
prix;0;6;0;1;4;0;0;1;4;0;0;0;0;0;2;1;0;0;0;0;0;2;1;0;0
initiative;0;0;0;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0
ville;0;1;0;10;0;1;0;3;4;0;2;1;1;0;0;0;1;1;0;0;0;6;4;0;1
social;0;0;1;0;0;0;0;7;0;0;1;0;2;0;0;0;0;0;8;3;2;1;2;0;2
