"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,701172208007185;11,146640850494;11,146640850494
"facteur 2";0,407768448588273;6,48235682286202;17,628997673356
"facteur 3";0,384768521111894;6,11672349022432;23,7457211635803
"facteur 4";0,359156909203678;5,70957181438351;29,4552929779638
"facteur 5";0,3393576261954;5,3948196118999;34,8501125898637
"facteur 6";0,315467968840087;5,01504210854182;39,8651546984056
"facteur 7";0,292326485218002;4,64715843640357;44,5123131348091
"facteur 8";0,284112580730584;4,51658075198319;49,0288938867923
"facteur 9";0,270987124008506;4,30792337736259;53,3368172641549
"facteur 10";0,26432974591315;4,20209002888207;57,538907293037
"facteur 11";0,256015536166739;4,06991777655861;61,6088250695956
"facteur 12";0,236260728009137;3,75587259751617;65,3646976671118
"facteur 13";0,225373167841542;3,58279140356634;68,9474890706781
"facteur 14";0,213933414447601;3,40093191021463;72,3484209808927
"facteur 15";0,20386747420736;3,24091213276312;75,5893331136558
"facteur 16";0,19912684840407;3,1655496859456;78,7548827996014
"facteur 17";0,194785747045496;3,09653853977206;81,8514213393735
"facteur 18";0,181692442471404;2,88839229272051;84,739813632094
"facteur 19";0,176452888455592;2,805098308498;87,544911940592
"facteur 20";0,168737472995235;2,68244517968479;90,2273571202768
"facteur 21";0,164198027766494;2,61028093094898;92,8376380512258
"facteur 22";0,158542904399668;2,52038057777555;95,3580186290013
"facteur 23";0,151409363265377;2,4069775933045;97,7649962223058
"facteur 24";0,140591462013488;2,23500377769417;100
