"";"V1"
"1";11
"2";3
"3";17
"4";12
"5";0
"6";8
"7";16
"8";12
"9";1
"10";1
"11";5
"12";0
"13";12
"14";11
"15";0
"16";11
"17";18
"18";12
"19";1
"20";0
"21";1
"22";14
"23";14
"24";2
"25";1
"26";0
"27";17
"28";0
"29";16
"30";7
"31";0
"32";16
"33";5
"34";12
"35";11
"36";1
"37";17
"38";3
"39";8
"40";8
"41";8
"42";8
"43";8
"44";18
"45";8
"46";8
"47";8
"48";1
"49";4
"50";0
"51";3
"52";15
"53";5
"54";3
"55";3
"56";17
"57";8
"58";8
"59";8
"60";8
"61";8
"62";1
"63";0
"64";14
"65";18
"66";14
"67";10
"68";1
"69";1
"70";8
"71";14
"72";14
"73";14
"74";7
"75";1
"76";0
"77";18
"78";6
"79";6
"80";0
"81";1
"82";17
"83";12
"84";1
"85";17
"86";18
"87";1
"88";1
"89";7
"90";4
"91";17
"92";10
"93";18
"94";1
"95";0
"96";1
"97";0
"98";0
"99";4
"100";0
"101";1
"102";4
"103";10
"104";18
"105";11
"106";18
"107";14
"108";1
"109";18
"110";0
"111";14
"112";14
"113";13
"114";14
"115";0
"116";2
"117";2
"118";11
"119";12
"120";10
"121";0
"122";1
"123";13
"124";1
"125";2
"126";15
"127";14
"128";14
"129";11
"130";8
"131";13
"132";8
"133";1
"134";6
"135";1
"136";0
"137";0
"138";18
"139";18
"140";1
"141";18
"142";1
"143";4
"144";2
"145";13
"146";13
"147";1
"148";1
"149";4
"150";2
"151";17
"152";10
"153";14
"154";1
"155";2
"156";4
"157";18
"158";1
"159";0
"160";0
"161";1
"162";1
"163";3
"164";1
"165";7
"166";0
"167";14
"168";18
"169";1
"170";17
"171";14
"172";1
"173";0
"174";12
"175";15
"176";7
"177";2
"178";14
"179";0
"180";18
"181";1
"182";9
"183";9
"184";11
"185";5
"186";0
"187";14
"188";16
"189";0
"190";0
"191";8
"192";8
"193";14
"194";8
"195";8
"196";8
"197";6
"198";16
"199";7
"200";7
"201";0
"202";12
"203";1
"204";17
"205";10
"206";4
"207";4
"208";0
"209";7
"210";8
"211";8
"212";0
"213";4
"214";17
"215";5
"216";10
"217";16
"218";14
"219";8
"220";8
"221";8
"222";0
"223";0
"224";0
"225";9
"226";18
"227";0
"228";11
"229";15
"230";11
"231";14
"232";0
"233";11
"234";2
"235";4
"236";10
"237";0
"238";0
"239";4
"240";16
"241";10
"242";5
"243";8
"244";18
"245";7
"246";8
"247";0
"248";8
"249";14
"250";1
"251";12
"252";4
"253";7
"254";0
"255";5
"256";15
"257";18
"258";8
"259";9
"260";14
"261";7
"262";2
"263";13
"264";12
"265";17
"266";0
"267";7
"268";6
"269";17
"270";12
"271";0
"272";0
"273";8
"274";8
"275";14
"276";18
"277";12
"278";12
"279";11
"280";0
"281";2
"282";12
"283";0
"284";17
"285";3
"286";16
"287";15
"288";4
"289";12
"290";2
"291";16
"292";12
"293";18
"294";7
"295";4
"296";10
"297";14
"298";16
"299";4
"300";18
"301";18
"302";17
"303";10
"304";16
"305";6
"306";14
"307";10
"308";17
"309";0
"310";5
"311";5
"312";6
"313";8
"314";17
"315";14
"316";0
"317";2
"318";0
"319";2
"320";16
"321";11
"322";11
"323";14
"324";17
"325";12
"326";6
"327";7
"328";17
"329";6
"330";0
"331";12
"332";17
"333";0
"334";0
"335";7
"336";14
"337";8
"338";8
"339";11
"340";10
"341";0
"342";4
"343";10
"344";5
"345";11
"346";3
"347";0
"348";6
"349";12
"350";16
"351";15
"352";5
"353";0
"354";11
"355";0
"356";11
"357";14
"358";1
"359";0
"360";0
"361";16
"362";16
"363";8
"364";2
"365";0
"366";3
"367";0
"368";0
"369";0
"370";14
"371";0
"372";14
"373";0
"374";11
"375";6
"376";2
"377";0
"378";0
"379";7
"380";5
"381";0
"382";16
"383";17
"384";9
"385";17
"386";7
"387";2
"388";0
"389";10
"390";14
"391";16
"392";9
"393";12
"394";6
"395";18
"396";10
