"";"";"";"";"ménager";""
"344";"officiellement";"-0.338335473339181";"0.789328711246221";"0.842629607589176";"668"
"345";"travailler";"-0.51213172339104";"-0.23740174315071";"0.842612104876256";"669"
"346";"bras";"-0.565858213548634";"-0.308331841736724";"0.842612104876256";"670"
"347";"regard";"-0.241121996625735";"0.587042406360614";"0.842286554415934";"671"
"348";"valoir";"-0.0868261724150573";"-0.683788522270515";"0.842076521860888";"672"
"349";"virtuel";"-0.486997468561771";"-0.244721141635851";"0.841617950782371";"674"
"350";"parfaire";"-0.535519177588644";"-0.251230630330027";"0.841617950782371";"675"
"351";"cabanon";"-0.535519177588644";"-0.251230630330027";"0.841617950782371";"676"
"352";"vallon";"-0.519633338182482";"-0.307424442894322";"0.841617950782371";"677"
"353";"crier";"-0.442492438250063";"1.08649325854679";"0.841617950782371";"678"
"354";"rare";"-0.332248179444597";"0.413541730529207";"0.841617950782371";"679"
"355";"jurassien";"-0.519633338182482";"-0.307424442894322";"0.841617950782371";"681"
"356";"plaisir";"-0.372172659686553";"-0.166020300714466";"0.841572443728778";"683"
"357";"rêver";"-0.453502085588496";"-0.830943036317542";"0.841509433962264";"684"
"358";"raison";"-0.59855813103056";"-0.300395597104339";"0.841383414429237";"685"
"359";"chat";"0.0937953988721205";"-0.228622480759451";"0.840931844435888";"686"
"360";"oeil";"-0.414034028070211";"0.18057987062286";"0.840931844435888";"687"
"361";"vrai";"-0.490613285546488";"-1.09493297623178";"0.840931844435888";"688"
"362";"rock";"-0.338816687029063";"0.282880528370664";"0.840802324360276";"690"
"363";"important";"-0.507828709802033";"-0.396590126012979";"0.840424265761193";"691"
"364";"incroyable";"-0.411927107363487";"0.589530897126582";"0.840424265761193";"692"
"365";"france";"-0.539832722483097";"-0.340874277456502";"0.840424265761193";"693"
"366";"interroger";"-0.350469416269038";"-0.468369616919986";"0.839829173521896";"694"
"367";"naître";"-0.103877569731842";"0.851990281166935";"0.839829173521896";"695"
"368";"médecin";"-0.348311184323626";"-0.137535446946407";"0.839829173521896";"696"
"369";"tradition";"-0.342028955484757";"0.429628178117317";"0.839829173521896";"697"
"370";"fin";"-0.0254758127002533";"0.0146385112950835";"0.838933034620366";"698"
"371";"chanter";"0.251518020725145";"1.54541569199836";"0.838638989043302";"699"
"372";"raconter";"0.112895187506121";"0.644892148498103";"0.838120908740855";"700"
"373";"bar";"-0.494016640023284";"-1.8047438293685";"0.837294780691007";"708"
"374";"course";"-0.363570718603146";"-0.0739762998033571";"0.836692687366542";"709"
"375";"laisser";"-0.56087088476291";"-0.646895796077915";"0.836657681940701";"710"
"376";"noir";"-0.585956026585068";"-0.339563192801905";"0.836087093499493";"711"
"377";"café";"-0.586525590490424";"-0.365297284837092";"0.836087093499493";"712"
"378";"campagne";"-0.360427597081141";"0.0981163065265365";"0.836055588616236";"713"
"379";"cuisine";"-0.584222288959071";"-1.01076442650014";"0.835628522420975";"714"
"380";"suivre";"-0.397223684888082";"0.159760473617759";"0.835586515909966";"715"
"381";"professeur";"-0.455886178147366";"-0.173840292337762";"0.83510344103336";"716"
"382";"préférer";"-0.567906979520171";"-1.43156732303677";"0.834655371582595";"724"
"383";"parent";"-0.444236875133159";"-0.0205855387308689";"0.834655371582595";"725"
"384";"romands";"-0.351517297622467";"0.371259133039238";"0.834644869954843";"726"
"385";"salon";"-0.378497274393404";"0.0845401297284803";"0.834098785311723";"728"
"386";"nature";"-0.306055860006959";"0.964348678666352";"0.834081282598803";"729"
"387";"masculin";"-0.206403119433764";"1.69510956029509";"0.834081282598803";"730"
"388";"enthousiasme";"-0.328039644669998";"1.7886526989073";"0.832383519445514";"732"
"389";"cigarette";"-0.441040303818085";"1.33033890281799";"0.832383519445514";"733"
"390";"esprit";"-0.362789271786041";"-0.144215542554083";"0.831991458676095";"735"
"391";"décennie";"-0.346527157201299";"-0.0878337650571423";"0.831991458676095";"736"
"392";"nom";"-0.347837257675048";"-0.0719725508087991";"0.831991458676095";"737"
"393";"malade";"-0.29160696185176";"-0.0134149449242737";"0.831991458676095";"738"
"394";"personnage";"-0.310135875431144";"-0.0829516485365104";"0.831991458676095";"739"
"395";"nendaz";"-0.191143205519682";"0.387545768509391";"0.831991458676095";"740"
"396";"dédier";"-0.194073908593264";"0.410745505587283";"0.831991458676095";"741"
"397";"avortement";"-0.363435468180851";"-0.164708991498928";"0.831991458676095";"742"
"398";"rose";"-0.191143205519682";"0.387545768509391";"0.831991458676095";"744"
"399";"désormais";"-0.412227764070135";"-1.14308613041856";"0.831991458676095";"745"
"400";"décider";"-0.276757102697363";"0.915459151600473";"0.831991458676095";"746"
"401";"assurer";"-0.392035711141285";"-0.173485582167188";"0.831991458676095";"747"
"402";"vache";"-0.573266038646953";"-0.976046719760465";"0.831623901704764";"748"
"403";"offrir";"-0.57434095959961";"-0.327683136546054";"0.830829278538173";"749"
"404";"arriver";"-0.465641421920904";"-0.656290954227734";"0.830829278538173";"750"
"405";"sembler";"-0.484111353138981";"-0.155892478056634";"0.829457065845206";"752"
"406";"saint";"-0.0912144193225427";"-0.483410593208051";"0.829457065845206";"753"
"407";"entendre";"-0.555331996272025";"-0.287451393154174";"0.829180522981062";"756"
"408";"fille";"-0.451816409327055";"-0.191863434622643";"0.828952987713096";"757"
"409";"adolescent";"-0.466396214632285";"-0.278393531094356";"0.828952987713096";"758"
"410";"rassembler";"-0.455109854050503";"-0.0224837763506839";"0.828483915006826";"759"
"411";"exister";"-0.185300430601088";"0.875968943953156";"0.827678790212483";"760"
"412";"accent";"-0.176215338793523";"1.83821636819478";"0.827678790212483";"761"
"413";"championnat";"-0.240220625950627";"0.801550123820287";"0.827678790212483";"762"
"414";"prévoir";"-0.195408156451848";"1.80503432777573";"0.827678790212483";"763"
"415";"terme";"-0.209594111527304";"0.839805568057797";"0.827678790212483";"764"
"416";"oublier";"-0.494364500731979";"0.838349211366619";"0.827668288584731";"765"
"417";"légende";"-0.383797056830869";"0.140034910164736";"0.827668288584731";"766"
"418";"livre";"0.276804623525716";"-0.248647344816952";"0.827668288584731";"767"
"419";"reportage";"-0.247888103400392";"0.492610836345054";"0.827395246263171";"768"
"420";"lac";"-0.363571157402418";"0.398330288874386";"0.827230720761718";"769"
"421";"affaire";"-0.369821767518688";"0.473405283565416";"0.827230720761718";"770"
"422";"tête";"-0.158422173764191";"-0.436910798311162";"0.826849161620051";"771"
"423";"entourer";"-0.546640793923568";"-0.304309145027712";"0.826828158364547";"773"
"424";"repas";"-0.578459946018209";"-0.32751344106752";"0.826828158364547";"774"
"425";"qualité";"-0.550571657939471";"-0.350904465443243";"0.826828158364547";"775"
"426";"panne";"-0.40681387975185";"0.204247869995953";"0.826828158364547";"776"
"427";"avion";"-0.535569075111501";"-1.55841707667016";"0.826390590541534";"777"
"428";"carte";"-0.633600026364627";"-1.95241022983088";"0.826390590541534";"778"
"429";"table";"-0.486266378542741";"-1.10238034134921";"0.825953022718521";"781"
"430";"fribourg";"-0.384535365028094";"-0.0772335065003785";"0.825953022718521";"782"
"431";"olympique";"-0.719298427381521";"-1.99472286687445";"0.825844505898414";"783"
"432";"internet";"-0.545117654655829";"-0.483074295386786";"0.825844505898414";"784"
"433";"heureux";"-0.602700521271617";"-0.475767167747511";"0.825844505898414";"785"
"434";"fondateur";"-0.594769869756752";"-0.505779471305354";"0.825844505898414";"786"
"435";"emji_visage_faisant_un_clin_d_oeil";"-0.550264839445045";"0.825434928877289";"0.825844505898414";"787"
"436";"ceinture";"-0.668882002328058";"-0.556531680558261";"0.825844505898414";"788"
"437";"véhicule";"-0.757432084662099";"-2.00642498776546";"0.825844505898414";"789"
"438";"traquer";"-0.618586360677779";"-0.419573355183215";"0.825844505898414";"790"
"439";"toilette";"-0.703108055510527";"-0.599166784219797";"0.825844505898414";"791"
"440";"surnommer";"-0.473297360646454";"0.152738450590144";"0.825844505898414";"792"
"441";"spectaculaire";"-0.474158955839533";"0.125413851997017";"0.825844505898414";"793"
"442";"privé";"-0.545029976673315";"-0.467508740587936";"0.825844505898414";"794"
"443";"plait";"-0.527621389798026";"-1.25451975295552";"0.825844505898414";"795"
"444";"lucidité";"-0.415315362533732";"0.245199005676019";"0.825844505898414";"796"
"445";"kilo";"-0.703969650703607";"-0.626491382812925";"0.825844505898414";"797"
"446";"jo";"-0.664974398229949";"-0.587464663328784";"0.825844505898414";"798"
"447";"pratiquer";"-0.599867313233322";"-0.461180795822216";"0.825844505898414";"799"
"448";"pomme";"-0.687468122391769";"-1.86818394963744";"0.825844505898414";"800"
"449";"pigeon";"-0.687468122391769";"-1.86818394963744";"0.825844505898414";"801"
"450";"pilule";"-0.50104996255617";"-0.317712981752994";"0.825844505898414";"802"
"451";"fribourgeois";"-0.533441537124459";"-0.365930816280139";"0.825844505898414";"803"
"452";"docteur";"-0.521847576563907";"-0.441361569339833";"0.825844505898414";"804"
"453";"sain";"-0.562682929128337";"-0.49236882832318";"0.825844505898414";"805"
"454";"squatter";"-0.549571671583043";"-0.32422247044717";"0.825844505898414";"806"
"455";"reine";"-0.549571671583043";"-0.32422247044717";"0.825844505898414";"807"
"456";"polémique";"-0.661877698847336";"-1.82394122907871";"0.825844505898414";"808"
"457";"paradis";"-0.574276889688889";"-0.416938075263486";"0.825844505898414";"809"
"458";"cuisiner";"-0.730892387942073";"-1.91929211381476";"0.825844505898414";"810"
"459";"zurich";"-0.383507111777382";"0.397984274977809";"0.825844505898414";"811"
"460";"ingénieur";"-0.187922470095778";"1.10725440612621";"0.825844505898414";"812"
"461";"entendeur";"-0.568850959508756";"-0.486217340201893";"0.825844505898414";"813"
"462";"solaire";"-0.45860670070329";"-1.15916886821948";"0.825844505898414";"814"
"463";"enquête";"-0.285665508668704";"1.63005594476174";"0.825844505898414";"816"
"464";"engouement";"-0.417645486977337";"0.370914726115122";"0.825844505898414";"817"
"465";"camping";"-0.371005891544842";"0.247834285595748";"0.825844505898414";"818"
"466";"agréable";"-0.559031960668892";"-0.410173536838869";"0.825844505898414";"819"
"467";"disparition";"-0.327808180024296";"0.418980928805216";"0.825844505898414";"820"
"468";"eighties";"-0.669831275503652";"-0.599421833950238";"0.825844505898414";"821"
"469";"chauffeur";"-0.669831275503652";"-0.599421833950238";"0.825844505898414";"822"
"470";"baigner";"-0.669831275503652";"-0.599421833950238";"0.825844505898414";"823"
"471";"musique";"-0.360731994991158";"0.21926039288964";"0.825116393040921";"824"
"472";"professionnel";"-0.292685796807874";"1.9461684288077";"0.823215598417755";"827"
"473";"officiel";"-0.145257153897423";"1.24202886828915";"0.823215598417755";"828"
"474";"général";"-0.145257153897423";"1.24202886828915";"0.823215598417755";"829"
"475";"leysin";"-0.156851114457976";"1.31745962134884";"0.823215598417755";"830"
"476";"remplir";"-0.227722135291757";"0.72453702876389";"0.823215598417755";"831"
"477";"jane";"-0.124459539889687";"1.36567745587599";"0.823215598417755";"832"
"478";"double";"-0.354182556771245";"0.629337775864896";"0.823215598417755";"833"
"479";"étranger";"-0.211836295885595";"0.668343216199594";"0.823215598417755";"834"
"480";"pêcheur";"-0.0244511371477101";"1.38930938962312";"0.823215598417755";"835"
"481";"sentir";"-0.347009825959446";"0.538910225262031";"0.823215598417755";"836"
"482";"recevoir";"-0.0638243751193949";"2.65518351022566";"0.823215598417755";"837"
"483";"allemand";"-0.378975452859606";"0.52105661624973";"0.823215598417755";"838"
"484";"étoile";"-0.378887774877092";"0.536622171048581";"0.823215598417755";"839"
"485";"you";"-0.466488584035539";"-0.870380982766645";"0.823215598417755";"840"
"486";"révéler";"-0.23676556715398";"-0.134041302755554";"0.823215598417755";"841"
"487";"principal";"-0.293547392000954";"1.91884383021457";"0.823215598417755";"842"
"488";"juger";"-0.0638243751193949";"2.65518351022566";"0.823215598417755";"843"
"489";"jeudi";"-0.140965275051814";"1.26126580878455";"0.823215598417755";"844"
"490";"guide";"-0.140965275051814";"1.26126580878455";"0.823215598417755";"845"
"491";"exceptionnel";"-0.211836295885595";"0.668343216199594";"0.823215598417755";"846"
"492";"cheval";"-0.254174154029269";"0.652969709612032";"0.823215598417755";"847"
"493";"vacance";"-0.183268177468222";"-0.413376193487798";"0.823124584310568";"848"
"494";"seul";"-0.491504682490581";"-0.548916161621182";"0.822813036020583";"849"
"495";"obligatoire";"-0.428016785962295";"-0.257116989254969";"0.822175937270277";"850"
"496";"garçon";"-0.536568038365661";"-0.749227254245596";"0.822133930759268";"852"
"497";"rencontrer";"0.186574941099758";"-0.520498637547188";"0.822133930759268";"853"
"498";"national";"-0.246513508226816";"0.966614701433485";"0.82171736619176";"854"
"499";"chanson";"-0.41801471036593";"-0.200904222326427";"0.821528336892218";"855"
"500";"réunir";"-0.468475683552569";"0.0914456193980861";"0.821510834179298";"856"
"501";"carrefour";"-0.527429964069823";"0.437047092519074";"0.821510834179298";"857"
"502";"radio";"-0.37217968556981";"0.323675653420145";"0.82095774845101";"858"
"503";"accueillir";"-0.394811454851487";"0.787922020371824";"0.82095774845101";"859"
"504";"goût";"-0.578356717166552";"-0.380731167492288";"0.82095774845101";"860"
"505";"commencer";"-0.407007222250756";"0.919261307581257";"0.820884237056744";"861"
"506";"place";"0.0914051054158678";"1.03545671152431";"0.819998599782966";"862"
"507";"pays";"-0.0795355020035625";"0.099174656583335";"0.819834074281514";"863"
"508";"civil";"-0.554412623768601";"-0.271535640768097";"0.818965939720657";"865"
"509";"montreux";"-0.29909918334261";"0.509046759801724";"0.818965939720657";"866"
"510";"jouet";"-0.449884656872396";"-1.53537675688763";"0.818965939720657";"867"
"511";"paraître";"-0.166699206032344";"0.580896528076005";"0.818965939720657";"868"
"512";"vote";"-0.396422222913903";"-0.155443151935086";"0.818965939720657";"869"
"513";"réserver";"-0.166699206032344";"0.580896528076005";"0.818965939720657";"870"
"514";"inscrire";"-0.396509900896417";"-0.171008706733936";"0.818965939720657";"871"
"515";"doigt";"-0.566398794776499";"-1.6634203377262";"0.818965939720657";"872"
"516";"communauté";"-0.337578629608102";"-0.0356579982560839";"0.818965939720657";"873"
"517";"tendre";"-0.362283847713948";"-0.128373603072399";"0.818965939720657";"874"
"518";"préféré";"-0.396509900896417";"-0.171008706733936";"0.818965939720657";"875"
"519";"maladie";"-0.396509900896417";"-0.171008706733936";"0.818965939720657";"876"
"520";"libre";"-0.266707608774321";"0.557264594328869";"0.818965939720657";"877"
"521";"jurassienne";"-0.358376243615839";"-0.159306585842923";"0.818965939720657";"878"
"522";"convaincre";"-0.52122352174424";"-0.287356245297388";"0.818965939720657";"879"
"523";"code";"-0.517228239663616";"-0.302723673269061";"0.818965939720657";"880"
"524";"cimetière";"-0.554500301751115";"-0.287101195566947";"0.818965939720657";"881"
"525";"chronique";"-0.554412623768601";"-0.271535640768097";"0.818965939720657";"882"
"526";"légendaire";"0.167298334518207";"-0.0330206705126569";"0.818965939720657";"883"
"527";"style";"-0.501159557448974";"-0.112574902957331";"0.818489865929219";"884"
"528";"voyage";"-0.419339024026148";"0.20505477490954";"0.818080302446879";"885"
"529";"semaine";"-0.610634724504297";"-0.487164917400826";"0.818080302446879";"886"
"530";"léman";"-0.493506348531114";"-0.251347909839785";"0.818080302446879";"887"
"531";"langue";"-0.433546103610504";"0.196664317016394";"0.818080302446879";"888"
"532";"st";"-0.423941247108545";"0.802531675767737";"0.818080302446879";"889"
"533";"souffle";"-0.480301646514886";"0.0447288842350654";"0.818080302446879";"890"
"534";"craindre";"-0.458717149663481";"-0.19587157678826";"0.818080302446879";"891"
"535";"coup";"-0.394724721581838";"0.55873555046844";"0.817866769349249";"893"
"536";"mot";"-0.410256057232699";"0.0462517296349054";"0.817775755242063";"894"
"537";"créer";"-0.320901553216507";"0.217341234956674";"0.81732068470613";"895"
"538";"appeler";"0.128765233916679";"0.36901253703752";"0.817254174397032";"896"
"539";"santé";"-0.488588429506148";"-0.0386039106468062";"0.817079147267827";"897"
"540";"jouer";"-0.522916884226564";"-1.39677272746447";"0.816648580529982";"898"
"541";"importer";"-0.252672121147211";"1.23587051233909";"0.816648580529982";"899"
"542";"automobile";"-0.513568676038431";"-0.49028663341132";"0.816648580529982";"900"
"543";"salle";"-0.509142376083213";"-0.92111976980072";"0.816302026814156";"901"
"544";"écouter";"0.150279384374943";"-0.0169391424716234";"0.816302026814156";"902"
"545";"ancien";"0.191317720750905";"0.416801201299965";"0.816302026814156";"903"
"546";"vallée";"-0.56488835349741";"-0.28190856337011";"0.815689431861939";"905"
"547";"georges";"-0.313871213304131";"1.17190781433972";"0.815689431861939";"906"
"548";"draguer";"-0.499219998922245";"-0.233945778573406";"0.815689431861939";"907"
"549";"rechercher";"-0.526185643310401";"-0.351442878038958";"0.815689431861939";"908"
"550";"envahir";"-0.328340575346487";"0.382608747758683";"0.815689431861939";"910"
"551";"population";"-0.203626954498665";"0.498956286322135";"0.815689431861939";"912"
"552";"policier";"-0.565749948690489";"-0.309233161963238";"0.815689431861939";"913"
"553";"maussade";"-0.558063592228046";"-0.353730932252408";"0.815689431861939";"914"
"554";"habituer";"-0.399211596180269";"-0.21031384482627";"0.815689431861939";"915"
"555";"fashion";"-0.591428050217436";"-0.369041437320818";"0.815689431861939";"916"
"556";"estival";"-0.328340575346487";"0.382608747758683";"0.815689431861939";"917"
"557";"principe";"-0.544090739489673";"-0.158259975783271";"0.815213358070501";"922"
"558";"télé";"-0.340819741345626";"0.506512385075963";"0.815213358070501";"923"
"559";"adopter";"-0.502614476539078";"-0.170211067788837";"0.815213358070501";"924"
"560";"squat";"-0.386100338634975";"-0.0421674869502601";"0.815213358070501";"925"
"561";"bernois";"-0.545040012665267";"-0.201150129175249";"0.815213358070501";"926"
"562";"propre";"-0.307542961338751";"0.506257335345523";"0.815213358070501";"927"
"563";"étape";"-0.299343478395031";"0.494561293070398";"0.815213358070501";"928"
"564";"téléphonique";"-0.46601479133098";"-1.49366841105466";"0.815213358070501";"929"
"565";"paire";"-0.590728412178802";"-1.61001594961811";"0.815213358070501";"930"
"566";"classique";"-0.53726597822031";"-0.230082344665569";"0.815213358070501";"931"
"567";"séance";"-0.412640035355001";"-0.129300360900967";"0.815213358070501";"932"
"568";"ranger";"-0.452013273326686";"1.13657375970157";"0.815213358070501";"933"
"569";"oeuf";"-0.529154173259105";"-0.257343941739544";"0.815213358070501";"934"
"570";"employé";"-0.570630436209699";"-0.245392849733979";"0.815213358070501";"935"
"571";"hiver";"-0.546738520553008";"-0.311269940651562";"0.815069835824553";"936"
"572";"traditionnel";"-0.175966098029185";"0.936073614316391";"0.814688276682886";"938"
"573";"vitesse";"-0.347612164295544";"0.404312303252918";"0.814688276682886";"939"
"574";"manquer";"-0.512365592087857";"-0.468139780815629";"0.814481744670424";"940"
"575";"interview";"0.929302983746774";"1.02964862301274";"0.814040676304827";"941"
"576";"nautique";"-0.373211315913915";"0.458294550548818";"0.813477088948787";"943"
"577";"vendeur";"-0.568795957595519";"-0.250975580599587";"0.813477088948787";"944"
"578";"preuve";"-0.498406365899268";"-1.5418862455818";"0.813477088948787";"945"
"579";"bienvenue";"-0.33993453590704";"0.458039500818377";"0.813477088948787";"946"
"580";"aider";"-0.44503160992329";"-0.177518195428112";"0.813477088948787";"947"
"581";"terrible";"-0.441979311768787";"1.11929498656084";"0.813477088948787";"948"
"582";"patient";"-0.33993453590704";"0.458039500818377";"0.813477088948787";"949"
"583";"inspiration";"-0.569745230771113";"-0.293865733991564";"0.813477088948787";"950"
"584";"indépendance";"-0.569657552788599";"-0.278300179192714";"0.813477088948787";"951"
"585";"gauche";"-0.484317169912461";"1.10392147997328";"0.813477088948787";"952"
"586";"dessiner";"-0.427535345065487";"-0.948963652996849";"0.813477088948787";"953"
"587";"corvée";"-0.569745230771113";"-0.293865733991564";"0.813477088948787";"954"
"588";"connaisseur";"-0.33993453590704";"0.458039500818377";"0.813477088948787";"955"
"589";"centimètre";"-0.561545747827394";"-0.305561776266689";"0.813477088948787";"956"
"590";"accro";"-0.657258361947046";"-1.68530333300794";"0.813477088948787";"957"
"591";"techno";"-0.552910118189357";"-0.307169393163882";"0.813081527636784";"961"
"592";"volonté";"-0.357325476507753";"0.402100737984522";"0.813081527636784";"962"
"593";"voisin";"-0.358274749683347";"0.359210584592545";"0.813081527636784";"963"
"594";"produire";"-0.23870831362474";"1.78406734742007";"0.813081527636784";"964"
"595";"festif";"-0.358274749683347";"0.359210584592545";"0.813081527636784";"965"
"596";"midi";"-0.358274749683347";"0.359210584592545";"0.813081527636784";"966"
"597";"fusée";"-0.482520526493107";"-1.5980800581461";"0.813081527636784";"967"
"598";"danser";"-0.358187071700832";"0.374776139391395";"0.813081527636784";"968"
"599";"valaisanne";"-0.434292955306344";"1.07479721627167";"0.813081527636784";"969"
"600";"vacancier";"-0.411649505659325";"-1.00515746556114";"0.813081527636784";"970"
"601";"escargot";"-0.513896786612314";"-1.76335420872277";"0.813081527636784";"971"
"602";"new";"-0.365524959451472";"0.413796780259647";"0.81128574929114";"974"
"603";"insolite";"-0.523996789443701";"-1.58612896614053";"0.81128574929114";"975"
"604";"guy";"-0.595247976333031";"-0.322542899751444";"0.81128574929114";"976"
"605";"faux";"-0.648710410291524";"-1.70247650470398";"0.81128574929114";"977"
"606";"regretter";"-0.470534355485209";"-0.206195361187992";"0.81128574929114";"978"
"607";"reconnaître";"-0.682936463473993";"-1.74511160836552";"0.81128574929114";"979"
"608";"panique";"-0.6294740295155";"-0.365178003412981";"0.81128574929114";"980"
"609";"nourrir";"-0.436395980285254";"-0.179125812325306";"0.81128574929114";"981"
"610";"bois";"-0.649659683467118";"-1.74536665809596";"0.81128574929114";"982"
"611";"objet";"-0.241760611779243";"0.487254165431122";"0.81128574929114";"983"
"612";"danger";"-0.471483628660802";"-0.249085514579969";"0.81128574929114";"984"
"613";"toucher";"-0.56431930059098";"-0.363144998929971";"0.81128574929114";"985"
"614";"séduire";"-0.524946062619295";"-1.62901911953251";"0.81128574929114";"986"
"615";"assister";"-0.509995271439407";"1.0441132046157";"0.81128574929114";"987"
"616";"fier";"-0.522096269556033";"-1.75165816644764";"0.810043056673785";"989"
"617";"collombin";"0.890228533273431";"0.101054015955318";"0.809087408548325";"993"
"618";"partenaire";"-0.505526222398166";"-0.387408137155325";"0.809087408548325";"994"
"619";"rêve";"-0.492323792391954";"-0.29139417428435";"0.809027899324395";"995"
"620";"personnalité";"1.2539986512748";"-0.355744337196959";"0.808432807085098";"996"
"621";"sida";"-0.241672933796729";"0.502819720229972";"0.808432807085098";"997"
"622";"pur";"-0.437257575478333";"-0.206450410918433";"0.808432807085098";"998"
"623";"payer";"0.802776015827714";"-0.307367025335641";"0.807449154618966";"999"
"624";"possible";"-0.490689497729175";"-0.206879459428054";"0.807449154618966";"1000"
"625";"alexandre";"-0.419848988603045";"-0.993461423286019";"0.807284629117513";"1002"
"626";"moustache";"-0.338882445515949";"0.271206362271527";"0.805828403402527";"1006"
