accent;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0
abri;0;0;1;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0
écouter;1;0;0;2;0;0;1;0;0;0;1;2;1;0;0;0;0;0
vivant;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;4
vert;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1
téléspectateur;0;1;0;0;0;1;0;0;0;1;1;1;0;3;0;0;0;0
téléphone;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
tromper;0;0;1;0;0;0;0;0;0;0;0;4;0;1;0;1;0;0
série;0;0;0;0;0;0;0;4;0;0;0;0;1;3;0;0;0;0
sécurité;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;1
spécialiste;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;3
sourire;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1
sexe;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1
sapin;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;1;0
retraité;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;2
record;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0
rapidement;0;0;0;1;0;0;0;3;0;0;0;1;0;1;0;0;1;0
président;0;0;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0
profession;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1
porter;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
pire;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1
pierre;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;5
pied;0;0;1;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0
phénomène;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;0;2;0
physique;0;0;0;0;0;1;0;0;2;0;1;0;0;1;0;1;0;1
particulier;0;0;0;0;0;4;0;0;1;0;0;1;0;1;0;0;0;0
parole;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;4
pain;0;0;0;1;0;6;0;0;0;0;1;0;0;0;0;0;0;0
obligatoire;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2
novembre;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;1
ménager;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
mémoire;1;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;0;0
médecin;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;3
musical;1;2;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1
moyen;0;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1
mouvement;0;0;0;0;2;0;1;0;0;1;0;0;0;1;0;0;0;1
mariage;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2
légende;0;0;0;0;0;0;1;0;0;2;1;0;0;1;0;0;1;1
lieu;0;0;0;0;0;0;1;0;0;0;0;4;0;3;0;0;0;0
jouet;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
interview;2;0;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;1
incontournable;0;0;2;0;0;0;1;0;1;0;0;3;0;0;0;0;0;0
important;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1
hésiter;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1
habitant;0;0;0;0;0;4;1;0;0;0;0;2;0;0;0;0;0;0
final;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0
facile;0;1;0;4;0;0;1;0;1;0;1;0;0;0;0;0;0;0
entier;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
emji_drapeau_suisse;0;0;0;0;0;0;0;2;0;1;0;0;0;3;0;0;0;0
dieu;0;0;0;0;0;1;0;0;2;0;1;1;0;0;0;1;0;0
crédit;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0
comprendre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
championnat;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0
carte;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
café;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;2;0;0
bois;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
bernard;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1
bain;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1
aventure;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0
artiste;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;5
arriver;0;1;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0
argent;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
annonce;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
ancien;1;0;0;2;0;1;0;1;0;0;1;1;0;1;0;0;0;0
affronter;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0
affaire;0;0;0;2;0;1;0;0;0;0;0;1;1;1;0;0;0;0
accueillir;0;0;1;2;0;0;0;1;0;0;1;0;0;2;0;0;0;0
étape;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0
élève;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0
vih;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4
vendredi;0;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
vaud;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4
vache;0;1;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0
transport;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tradition;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;3
tomber;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;1
terrain;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1
tenter;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
technique;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0
station;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0
souhaiter;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
soigner;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0
service;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
sensible;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
scolaire;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;0
réaction;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
pêcheur;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
préparer;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
pousser;0;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1
postal;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0
porte;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0
plonger;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0
plante;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0
paysan;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1
participer;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0
parcourir;0;0;0;1;0;0;1;0;0;0;1;4;0;0;0;0;0;0
orage;0;0;2;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
méthode;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;3;0
ménage;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;2;0
mère;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0
montrer;0;4;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
mauvais;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1
mai;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1
léman;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;1
livre;1;0;0;0;0;1;0;0;0;2;1;1;0;0;0;0;0;1
joyeux;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1
joie;0;0;0;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0
jardin;0;0;0;4;0;0;1;0;0;0;0;1;0;1;0;0;0;0
interroger;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;3
incroyable;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;1
importer;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
goût;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;2;1
genevoise;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0
gagner;0;2;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1
foot;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0
fils;2;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1
façon;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0
exprimer;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
entourer;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0
enthousiasme;0;0;0;1;0;0;0;2;0;0;0;1;0;1;0;0;0;0
démonstration;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;1;0;0
décennie;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2
doute;0;1;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0
dossier;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
dos;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0
demander;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1
crème;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
courir;0;0;0;1;1;0;0;3;0;0;0;0;0;0;0;1;0;0
courage;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
couleur;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3
continuer;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4
consacrer;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1
cochon;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;1
choix;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
cher;0;0;1;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0
chanteur;0;0;0;0;0;0;0;1;0;0;1;1;3;0;0;0;0;0
campagne;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;1;1
bras;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;1;1;0
boîte;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;3;0;0
beauté;1;0;0;0;1;0;0;0;0;0;0;0;1;3;0;0;0;1
animer;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0
alpage;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0
alcool;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4
alain;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
acteur;1;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0
état;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1
écran;0;0;0;2;0;0;0;0;1;0;0;0;0;3;0;0;0;0
âme;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
volant;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0
victoire;0;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
veille;0;1;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
vallée;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
vague;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;1;0
unique;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1
traditionnel;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1
terminer;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;1
tabac;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0
sûr;0;2;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
stade;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1
souci;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
sortie;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1
site;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
sirène;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
signe;0;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0;0;0
sexuel;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1
sexualité;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0
région;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0
règle;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
rock;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1
revoir;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
retourner;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1
rentrer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
rejoindre;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0
regarder;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
rajouter;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
prévoir;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0
professeur;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;1;1
problème;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1
preuve;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
pratique;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0
poser;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0
pont;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
plage;0;0;0;0;0;0;2;0;3;0;0;0;0;1;0;0;0;0
pièce;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3
pionnier;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;2
paraître;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
organiser;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
officiellement;0;0;0;0;2;0;0;1;0;0;2;0;0;1;0;0;0;0
oeuvre;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4
nu;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0
nouvel;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0
notamment;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1
nom;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
neuchâtel;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
micro;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;1;0
message;0;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
menu;0;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
martin;0;2;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0
mari;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0
malade;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2
magasin;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1
lavaux;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
langue;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;1;0
kilomètre;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0
juillet;1;0;1;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0
intégralité;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
internet;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
inspirer;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;1
info;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
immense;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
heureux;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
heureusement;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0
henriette;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1
gérard;1;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0
groupe;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3
genre;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0
garder;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1
fumer;0;0;2;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1
françois;0;0;1;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0
france;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0
figure;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
fameux;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0
fabrication;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
explication;1;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0
exercice;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0
exemple;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
essayer;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0
entendre;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0
enfance;1;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0
emji_caméra;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
emji_ballon_de_football;0;0;0;0;0;0;0;3;0;0;0;1;0;2;0;0;0;0
draguer;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
discipline;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1
célèbre;0;0;0;0;1;0;0;0;0;1;1;2;0;1;0;0;0;0
civil;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
cigarette;0;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;0;0
chaux;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
chant;0;0;0;0;0;0;0;1;0;0;0;4;0;1;0;0;0;0
changement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2
carrefour;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;2;0
canne;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
bas;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0
apprécier;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0
amateur;0;0;0;1;0;0;0;3;0;1;0;0;0;0;0;0;1;0
aide;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
ados;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0
accompagner;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;1;0;0
épreuve;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0
époux;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
éducation;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
voisin;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
voie;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
vitesse;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1
version;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0
verre;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
vent;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
valaisans;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
tunnel;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;1
tournée;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tourner;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
thème;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
thomas;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0
terme;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0
susciter;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1
suite;0;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
star;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
st;0;0;1;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0
souffle;0;0;1;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0
soeur;0;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
sida;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1
servette;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
sentir;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
sac;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
réflexion;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
reprendre;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
reposer;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
repas;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0
remporter;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
recherche;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
rapport;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;1
raison;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;2;0
qualité;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0
pull;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
professionnel;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0
produire;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
poste;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
possible;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1
pleuvoir;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0
play;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
plaire;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0
personnage;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2
payer;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
passionné;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
partenaire;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0
ouvrier;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0
objet;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
numéro;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
noir;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;1;0;0
new;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
nendaz;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2
moustache;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1
mini;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0
micro_trottoir;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1
mener;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
maître;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1
mars;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
marathon;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
lumière;0;0;0;0;0;0;0;1;1;0;0;0;1;2;0;0;0;0
luc;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
lapin;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
joli;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1
interviewer;0;2;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
interdire;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
interdiction;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
instrument;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
indispensable;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0
imier;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0
idole;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1
htag_liberté;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
hardy;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0
gymnastique;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0
geste;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0
garantir;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
fumeur;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
foule;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
fonds;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
fondateur;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
fleur;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0
festif;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0
fer;0;0;0;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0
fc;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
existence;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0
euro;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
essentiel;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
espérer;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
entretien;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1
emji_visage_faisant_un_clin_d_oeil;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
emji_notes_de_musique;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0
emji_main_qui_écrit;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
effet;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0
ecoutez;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0
départ;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0
défi;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
dédier;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
débat;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0
dur;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1
doux;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0
documentaire;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
descente;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
defaye;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0
