"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"332";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"333";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"334";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"335";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"336";3;4;7;9;10;12;14;14;14;14;14;14;14;14;14;14;14;14;14
"337";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"338";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"339";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"340";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"341";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"342";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"343";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"344";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"345";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"346";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"347";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"348";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"349";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"350";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"351";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"352";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"353";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"354";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"355";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"356";3;4;7;9;10;12;15;17;19;21;22;24;24;24;24;24;24;24;24
"357";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"358";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"359";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"360";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"361";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"362";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"363";3;4;7;9;10;12;15;17;19;21;22;24;24;24;24;24;24;24;24
"364";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"365";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"366";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"367";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"368";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"369";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"370";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"371";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"372";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"373";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"374";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"375";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"376";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"377";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"378";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"379";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"380";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"381";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"382";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"383";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"384";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"385";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"386";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"387";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"388";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"389";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"390";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"391";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"392";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"393";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"394";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"395";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"396";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"397";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"398";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"399";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"400";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"401";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"402";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"403";3;4;7;9;10;12;15;17;19;21;23;23;23;23;23;23;23;23;23
"404";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"405";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"406";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"407";3;4;7;9;10;12;14;14;14;14;14;14;14;14;14;14;14;14;14
"408";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"409";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"410";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"411";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"412";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"413";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"414";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"415";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"416";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"417";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"418";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"419";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"420";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"421";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"422";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"423";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"424";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"425";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"426";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"427";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"428";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"429";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"430";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"431";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"432";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"433";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"434";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"435";3;4;7;9;10;12;14;14;14;14;14;14;14;14;14;14;14;14;14
"436";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"437";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"438";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"439";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"440";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"441";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"442";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"443";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"444";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"445";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"446";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"447";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"448";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"449";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"450";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"451";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"452";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"453";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"454";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"455";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"456";3;4;7;9;10;12;15;17;19;21;23;23;23;23;23;23;23;23;23
"457";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"458";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"459";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"460";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"461";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"462";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"463";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"464";3;4;7;9;10;12;15;17;19;21;23;23;23;23;23;23;23;23;23
"465";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"466";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"467";3;4;7;9;10;12;15;17;19;21;23;23;23;23;23;23;23;23;23
"468";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"469";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"470";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"471";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"472";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"473";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"474";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"475";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"476";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"477";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"478";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"479";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"480";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"481";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"482";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"483";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"484";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"485";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"486";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"487";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"488";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"489";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"490";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"491";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"492";3;4;7;9;10;12;15;17;19;21;22;24;24;24;24;24;24;24;24
"493";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"494";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"495";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"496";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"497";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"498";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"499";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"500";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"501";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"502";3;4;7;9;10;12;15;17;19;21;22;24;24;24;24;24;24;24;24
"503";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"504";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"505";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"506";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"507";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"508";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"509";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"510";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"511";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"512";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"513";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"514";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"515";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"516";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"517";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"518";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"519";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"520";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"521";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"522";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"523";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"524";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"525";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"526";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"527";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"528";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"529";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"530";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"531";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"532";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"533";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"534";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"535";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"536";3;4;7;9;10;12;15;17;19;21;23;23;23;23;23;23;23;23;23
"537";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"538";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"539";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"540";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"541";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"542";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"543";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"544";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"545";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"546";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"547";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"548";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"549";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"550";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"551";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"552";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"553";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"554";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"555";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"556";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"557";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"558";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"559";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"560";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"561";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"562";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"563";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"564";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"565";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"566";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"567";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"568";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"569";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"570";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"571";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"572";3;4;7;9;10;12;15;17;19;21;23;23;23;23;23;23;23;23;23
"573";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"574";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"575";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"576";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"577";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"578";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"579";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"580";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"581";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"582";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"583";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"584";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"585";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"586";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"587";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"588";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"589";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"590";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"591";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"592";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"593";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"594";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"595";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"596";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"597";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"598";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"599";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"600";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"601";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"602";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"603";3;4;7;9;10;12;15;17;19;21;23;23;23;23;23;23;23;23;23
"604";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"605";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"606";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"607";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"608";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"609";3;4;7;9;10;12;15;17;19;21;22;25;26;29;30;30;30;30;30
"610";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"611";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"612";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"613";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;39
"614";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"615";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"616";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"617";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"618";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"619";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"620";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"621";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"622";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"623";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"624";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"625";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"626";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"627";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"628";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"629";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"630";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"631";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"632";3;4;7;9;10;12;14;14;14;14;14;14;14;14;14;14;14;14;14
"633";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"634";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"635";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"636";3;4;7;9;10;12;15;17;18;18;18;18;18;18;18;18;18;18;18
"637";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"638";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"639";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"640";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"641";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"642";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"643";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"644";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"645";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"646";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"647";3;4;7;9;10;12;15;17;19;21;22;24;24;24;24;24;24;24;24
"648";3;4;7;9;10;12;15;17;19;21;22;24;24;24;24;24;24;24;24
"649";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"650";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"651";3;4;7;9;10;12;15;17;19;21;23;23;23;23;23;23;23;23;23
"652";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"653";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"654";3;4;7;9;10;12;15;16;16;16;16;16;16;16;16;16;16;16;16
"655";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"656";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
"657";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"658";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"659";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"660";3;4;7;9;10;12;15;17;19;21;22;25;27;27;27;27;27;27;27
"661";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"662";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;35;35;35
"663";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"664";3;4;7;9;10;12;15;17;19;21;22;25;26;28;28;28;28;28;28
"665";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"666";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;37;37
"667";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"668";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"669";3;4;7;9;10;12;15;17;19;20;20;20;20;20;20;33;34;36;36
"670";3;4;7;9;10;12;15;17;19;21;22;25;26;29;31;31;31;31;38
