"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"lors";0,493;11,759;0,023;0,082;-0,008;-1,349;-2,562;-0,017;-3,025
"htag_retro";-1,284;-0,515;0,05;4,14;-0,586;-1,284;0,393;-0,441;1,354
"htag_eighties";-0,016;-3,624;-0,275;4,64;0,683;-0,016;-0,598;-1,501;3,568
"tard";6,018;7,121;-0,471;-1,912;-2,523;-0,078;3,391;-4,049;-0,526
"t";-1,088;-3,237;0,218;-0,093;0,051;0;-0,419;8,909;-0,047
"rien";-1,349;-0,633;-2,014;-0,283;-2,406;-0,053;1,558;2,905;2,496
"où";-1,349;-1,958;2,958;0,082;-0,008;-1,349;0,287;0,232;0,224
"30";0,493;2,619;-0,403;-0,283;-0,008;0,493;-0,031;-0,017;-1,406
"pourquoi";-0,016;-3,624;0,09;-0,18;-2,173;-0,016;4,925;6,913;-1,033
"htag_look";-0,005;-3,43;-1,722;5,206;2,945;0,876;0,003;0,026;-0,858
"htag_instafood";1,488;-2,851;-1,431;0,628;1,632;5,38;-0,259;-0,874;0,001
"htag_geneve";-1,218;-1,612;-0,275;-0,18;-0,5;-0,016;0,523;0,004;6,101
"chez";-0,053;-0,037;-2,014;-1,823;-0,008;-0,053;1,558;8,57;-1,406
"tu";-0,894;-0,024;-0,039;0,808;-0,138;1,768;-1,698;-0,011;0,699
"monsieur";-0,016;-0,404;3,797;-1,647;0,004;-0,016;-0,598;0,493;0,021
"htag_fashion";0,003;-3,044;-0,115;0,482;0,101;1,251;0,055;3,183;-1,861
"htag_amour";-0,016;-3,624;-0,275;4,64;0,004;-0,016;-0,001;-1,501;3,568
"devoir";-1,088;-1,276;-0,163;2,281;0,051;0;2,969;0,901;-2,089
"40";-1,023;5,738;5,534;-0,058;-0,267;-1,023;1,099;-1,025;-3,987
"moins";-1,088;-0,211;-0,163;-0,093;-1,941;0;-0,419;25,206;-2,089
"madame";0,003;-1,112;5,534;-1,383;-1,825;-1,023;3,469;-0,098;0,284
"htag_vacances";1,768;-2,659;30,832;-1,208;-0,138;0,037;-1,698;-0,727;-0,265
"htag_love";-1,153;-3,43;-0,217;5,206;0,02;-1,153;2,538;-1,339;2,134
"htag_lausanne";-1,023;-1,112;5,534;-1,383;-0,267;0,003;-0,336;1,177;0,284
"certains";-0,959;-0,953;-0,073;-0,03;1,632;0,015;0,11;1,514;-0,393
"jamais";0,015;-0,953;2,503;-1,296;1,632;-0,959;-0,259;0,259;0,001
"htag_valais";0,037;-0,798;-0,039;-0,01;-0,138;-0,894;0,19;-0,011;2,284
"htag_ski";-0,005;-3,43;-0,217;24,297;-0,418;-1,153;-2,19;0,026;0,747
"htag_microtrottoir";-1,088;-3,237;-1,625;-0,093;0,051;-1,088;-0,419;18,853;0,157
"24";1,251;1,031;-0,115;-1,383;1,329;-1,023;0,055;-2,93;0,284
"1990";-1,023;2,908;-1,528;-1,383;3,95;-1,023;0,055;1,177;-1,861
"1970";-1,153;0,01;-1,722;-0,134;-2,057;-1,153;-0,507;37,205;-2,319
"quel";-1,023;-3,044;-0,115;-0,058;-1,825;0,003;7,164;6,166;-0,536
"htag_hiver";0;-3,237;0,218;5,847;0,051;-1,088;-0,419;0,901;-0,047
"grâce";-1,088;0,774;0,218;-0,093;7,06;-1,088;-2,067;0,073;-0,691
"devant";-0,894;7,793;-1,335;0,808;-1,594;6,089;-0,188;-0,727;-1,418
"attention";-0,829;2,213;-1,239;1,028;0,401;-0,829;-1,575;0,613;-0,157
"60";-0,959;3,509;-1,431;0,628;-1,71;0,015;-0,259;1,514;-0,393
"htag_jeunesse";1,251;-3,044;-0,115;2,656;-1,825;0,003;-0,336;6,166;-0,536
"htag_femme";-0,959;-0,953;-0,073;-1,296;-0,199;0,015;20,559;-0,045;-0,393
"elles";-0,765;0,007;-1,142;0,004;-1,364;-0,765;19,587;-0,454;-0,072
"3";-0,701;7,336;0,003;-0,947;-1,25;0,198;-1,331;-0,33;0,399
"personne";0,125;-0,508;-1,142;-1,034;0,572;2,499;0,451;3,041;-2,98
"htag_switzerland";-0,701;-0,376;-1,046;1,633;-0,013;2,981;0,65;-0,33;-0,017
"htag_neige";0,015;-2,851;-1,431;13,612;0,173;-0,959;-0,259;-0,045;0,461
"htag_enfants";-0,829;-0,65;-0,014;-0,001;-1,479;0,073;0,301;0;2,911
"toutes";12,997;0,337;0,579;-1,208;-0,138;-0,894;-0,188;0,41;-3,482
"quelque";-0,829;-0,002;-1,239;-0,001;-1,479;-0,829;0,301;5,44;0,093
"non";-0,829;-0,65;-1,239;1,028;-0,085;2,101;-0,125;2,426;-0,157
"htag_voiture";0,037;-2,659;-0,039;0,808;-0,138;12,997;0,19;-0,011;-1,418
"htag_football";0,198;3,527;-1,046;-0,947;-0,013;0,198;-0,03;0,071;-0,794
"htag_enfant";0,037;-0,798;-0,039;-0,01;-1,594;-0,894;-0,188;0,41;4,783
"htag_culte";0,125;6,094;0,999;0,004;-1,364;-0,765;-0,071;-2,19;-0,072
"htag_christmas";3,572;-1,893;-0,95;-0,86;0;0,298;9,057;0,172;-2,479
"durant";-0,572;0,281;0,072;0,132;1,461;-0,572;-1,087;-1,638;1,059
"chaque";-0,636;0,134;0,025;-0,86;4,384;-0,636;-0,005;-0,219;0
"50";0,125;0,007;-0,001;-1,034;7,185;2,499;-0,071;-0,454;-2,98
"2000";-0,765;0,007;0,999;-1,034;0,572;-0,765;0,451;0,017;-0,072
"20";-0,829;-0,65;-0,014;-1,121;-1,479;-0,829;5,538;5,44;-0,157
"1972";-0,701;0,047;-1,046;-0,947;-1,25;2,981;0,65;7,789;-2,729
"1968";-0,894;1,736;2,957;-1,208;-0,138;0,037;0,19;-0,011;-1,418
"ni";-0,444;-1,322;0,288;-0,601;2,637;0,879;0,095;0,957;-1,731
"htag_vaud";-0,701;0,047;0,003;0,023;-0,013;-0,701;0,65;-0,33;0,399
"htag_seventies";-0,636;-1,893;-0,95;0,064;-1,135;20,955;-1,209;0,172;0,671
"htag_ecole";-0,829;-2,467;-0,014;1,028;-1,479;-0,829;-0,125;9,653;0,093
"70";0,073;0,523;-1,239;9,525;-0,085;0,073;-1,575;-0,587;-0,157
"2";0,298;4,438;-0,95;-0,86;0;-0,636;-0,005;-0,219;0
"1987";-0,765;2,8;-1,142;0,004;-1,364;7,889;-0,071;-0,454;-0,072
"1971";-0,829;-0,002;0,766;-0,001;-1,479;6,915;0,301;0,613;-3,231
"1966";-0,701;1,098;0,003;-0,947;0,794;0,198;0,65;0,071;-2,729
"parfois";-0,765;0,771;-0,001;0,004;-0,042;2,499;0,451;-2,19;-0,072
"me";-0,701;-2,084;1,292;-0,947;-1,25;-0,701;-1,331;1,228;8,495
"htag_commeunlundi";-0,765;-2,275;9,413;1,298;-1,364;-0,765;2,593;0,017;-0,994
"dès";-0,572;-1,702;0,072;2,583;0,01;-0,572;0,002;5,943;-2,229
"cela";-0,636;-1,893;0,025;2,052;9,903;0,298;-0,005;-0,219;-2,479
"beaucoup";0,198;-0,376;-1,046;-0,947;-0,013;0,198;-1,331;1,228;1,939
"1974";-0,701;0,047;0,003;1,633;-0,013;0,198;-0,03;0,071;-0,794
"000";-0,701;0,047;1,292;0,023;0,794;0,198;-1,331;1,228;-2,729
"surtout";-0,701;-2,084;-1,046;12,456;-0,013;0,198;-0,03;0,071;-0,017
"pendant";-0,572;2,095;0,072;-0,774;-1,021;0,435;-1,087;-1,638;3,496
"loin";-0,508;-1,512;0,155;-0,687;0,05;5,242;0,027;-1,455;1,605
"htag_vieillesse";-0,572;-1,702;0,072;-0,774;-1,021;-0,572;1,259;0,335;3,496
"htag_valaiswallis";-0,636;-1,893;0,025;2,052;0;-0,636;-0,005;0,172;0,671
"htag_summer";-0,381;-1,132;0,497;-0,514;0,284;-0,381;-0,723;1,513;0,704
"htag_snow";-0,701;-2,084;-1,046;5,778;-0,013;-0,701;-1,331;1,228;1,939
"htag_skiing";-0,701;-2,084;-1,046;33,414;-1,25;-0,701;-1,331;-0,33;1,939
"htag_nature";0,621;-0,066;0,155;3,267;-0,907;-0,508;-0,965;-1,455;1,605
"htag_insolite";-0,444;-1,322;-0,664;-0,601;2,637;-0,444;0,095;-0,006;2,377
"htag_chanson";-0,508;2,85;0,155;0,239;0,05;-0,508;0,027;-0,049;-1,98
"croire";-0,508;-1,512;2,748;9,771;-0,907;0,621;-0,965;-0,049;-0,266
"90";-0,701;-0,376;0,003;-0,947;0,794;-0,701;-0,03;-0,33;4,638
"5";-0,444;3,873;-0,664;-0,601;-0,793;0,879;0,095;-0,006;-0,132
"1980";-0,701;-0,376;-1,046;1,633;-1,25;-0,701;-1,331;0,071;8,495
"1969";-0,508;2,85;-0,759;-0,687;1,962;5,242;-0,965;-0,049;-1,98
"1967";-0,636;-0,255;-0,95;-0,86;1,083;-0,636;0,912;1,681;0
"100";-0,572;-0,15;-0,855;-0,774;-1,021;12,189;1,259;0,335;-0,426
"10";0,298;0,134;1,662;-0,86;-1,135;-0,636;-1,209;0,172;0,671
"via";35,064;-1,893;-0,95;-0,86;0;0,298;-0,005;0,172;-2,479
"selon";-0,508;2,85;-0,759;0,239;1,962;-0,508;0,027;-1,455;-0,266
"quelle";-0,444;-1,322;-0,664;4,171;-0,793;0,879;0,095;0,957;-0,132
"pourtant";-0,636;1,528;1,662;-0,86;-1,135;0,298;0,912;-1,822;0
"plusieurs";-0,572;-1,702;0,072;-0,774;0,01;12,189;-1,087;0,335;0,035
"là";-0,508;0,512;-0,759;0,239;1,962;-0,508;-0,965;-0,049;0,141
"htag_montagne";-0,572;-1,702;0,072;2,583;-1,021;-0,572;4,86;-0,123;0,035
"htag_mode";-0,572;-1,702;-0,855;0,132;1,461;4,307;0,002;0,335;-0,426
"htag_meteo";0,435;2,095;-0,855;0,132;1,461;-0,572;-1,087;0,335;-2,229
"htag_invention";0,298;0,134;0,025;-0,86;-1,135;3,572;-0,005;-1,822;0,671
"htag_danse";-0,572;-0,15;0,072;-0,774;0,01;0,435;10,803;-0,123;-2,229
"htag_cinema";-0,636;31,236;-0,95;0,064;-1,135;-0,636;-1,209;-0,219;-2,479
"htag_armeesuisse";0,435;-1,702;-0,855;-0,774;0,01;4,307;-1,087;0,335;1,059
"fort";0,435;-1,702;0,072;2,583;-1,021;0,435;-1,087;-0,123;1,059
"autour";-0,572;0,281;-0,855;0,132;0,01;-0,572;0,002;0,335;0,035
"1999";0,298;0,134;0,025;2,052;0;-0,636;-1,209;-0,219;0
"1994";-0,572;-0,15;0,072;-0,774;0,01;0,435;0,002;2,275;-0,426
"1981";-0,636;1,528;-0,95;0,064;0;-0,636;3,929;-0,219;-0,603
"vive";-0,444;-1,322;-0,664;-0,601;-0,793;-0,444;0,095;9,512;0,347
"htag_swisscheese";0,879;-1,322;-0,664;0,402;0,135;0,879;0,095;-1,272;0,347
"htag_lacleman";-0,444;-1,322;0,288;-0,601;2,637;-0,444;-0,844;0,957;0,347
"htag_fromage";0,621;-0,066;-0,759;0,239;-0,907;0,621;0,027;-1,455;1,605
"htag_fribourg";-0,444;-1,322;-0,664;0,402;0,135;-0,444;27,169;-1,272;-1,731
"htag_dansleretro";-0,572;-1,702;-0,855;-0,774;-1,021;111,746;-1,087;-1,638;-0,426
"eux";-0,444;-1,322;-0,664;-0,601;0,135;0,879;0,095;4,126;-0,132
"dont";-0,508;0,512;-0,759;0,239;0,05;0,621;1,723;-1,455;-0,266
"dame";-0,508;0,512;-0,759;0,239;-0,907;-0,508;0,027;0,585;0,141
"celui";-0,444;0,863;-0,664;-0,601;2,637;-0,444;2,353;-0,006;-1,731
"ainsi";-0,444;0,863;0,288;-0,601;-0,793;-0,444;0,095;0,957;-0,132
"8";-0,444;3,873;-0,664;-0,601;0,135;-0,444;0,095;0,957;-1,731
"4";-0,253;3,528;-0,378;-0,342;-0,452;2,612;-0,481;-0,725;0,07
"22";-0,572;10,77;-0,855;0,132;-1,021;-0,572;0,002;-1,638;0,035
"1992";-0,572;-0,15;-0,855;-0,774;-1,021;12,189;1,259;0,335;-0,426
"1988";-0,572;0,281;-0,855;0,132;-1,021;4,307;0,002;-0,123;0,035
"1985";-0,572;-0,15;-0,855;8,126;-1,021;0,435;0,002;-0,123;0,035
"1983";-0,508;-1,512;0,155;3,267;0,05;-0,508;-0,965;7,482;-1,98
"puis";-0,317;0,066;-0,473;1,022;-0,565;1,778;-0,602;0,086;0
"parmi";5,242;-0,066;-0,759;-0,687;0,05;-0,508;0,027;3,062;-1,98
"oui";-0,444;-0,012;3,564;0,402;2,637;-0,444;-0,844;-0,006;-1,731
"or";-0,317;-0,942;-0,473;1,022;-0,565;-0,317;-0,602;7,741;0
"ma";-0,253;-0,753;8,735;1,628;-0,452;2,612;-0,481;-0,725;-0,987
"ici";-0,508;-0,066;-0,759;-0,687;-0,907;5,242;0,027;-0,049;1,605
"htag_swissfood";8,106;-1,132;-0,568;-0,514;-0,679;8,106;-0,723;-1,089;0,704
"htag_sport";8,106;1,393;-0,568;-0,514;-0,679;-0,381;-0,723;0,009;-0,036
"htag_rtssportxarchives";-0,444;-1,322;0,288;0,402;-0,793;-0,444;0,095;0,957;0,347
"htag_portrait";0,879;-1,322;0,288;-0,601;2,637;-0,444;-0,844;-1,272;2,377
"htag_paleofestival";-0,508;31,116;-0,759;0,239;-0,907;-0,508;-0,965;-1,455;-1,98
"htag_neuchatel";-0,444;0,863;3,564;-0,601;0,135;-0,444;-0,844;-1,272;0,347
"htag_musique";0,621;-0,066;-0,759;-0,687;-0,907;-0,508;1,723;-0,049;1,605
"htag_mondaymood";-0,508;-0,066;8,54;-0,687;0,05;-0,508;1,723;-0,049;-1,98
"htag_jura";13,955;-0,753;-0,378;-0,342;-0,452;-0,253;-0,481;3,729;-0,987
"htag_innovation";0,879;-1,322;-0,664;-0,601;0,135;6,46;0,095;-1,272;0,347
"htag_fondue";-0,444;-1,322;-0,664;4,171;0,135;0,879;-0,844;-1,272;2,377
"htag_ecologie";0,879;-1,322;-0,664;0,402;-0,793;-0,444;-0,844;0,957;2,377
"htag_cinemafrancais";-0,508;31,116;-0,759;-0,687;-0,907;-0,508;-0,965;-1,455;-0,266
"htag_chien";-0,444;-1,322;-0,664;4,171;2,637;0,879;-0,844;-0,006;-0,132
"htag_armee";0,879;-1,322;-0,664;-0,601;0,135;6,46;-0,844;-0,006;0,347
"chacun";-0,508;-0,066;0,155;0,239;-0,907;0,621;0,027;3,062;-1,98
"celles";-0,508;-1,512;8,54;0,239;0,05;-0,508;0,027;-0,049;-0,266
"6";-0,253;10,57;-0,378;-0,342;-0,452;-0,253;-0,481;-0,725;0,07
"2005";-0,381;1,393;-0,568;-0,514;0,284;-0,381;-0,723;0,009;0,704
"1989";-0,444;3,873;0,288;-0,601;-0,793;0,879;-0,844;0,957;-1,731
"1986";-0,444;0,863;-0,664;0,402;0,135;-0,444;-0,844;0,957;-0,132
"1977";-0,444;0,863;-0,664;0,402;2,637;-0,444;-0,844;-0,006;-0,132
"1963";-0,444;-0,012;0,288;-0,601;2,637;-0,444;-0,844;-0,006;0,347
"1961";-0,444;3,873;0,288;-0,601;-0,793;-0,444;0,095;0,957;-1,731
"te";-0,381;5,3;4,683;-0,514;-0,679;-0,381;0,224;-1,089;-1,482
"tant";-0,381;0,003;-0,568;-0,514;-0,679;1,243;0,224;0,009;0,704
"htag_winter";-0,444;-1,322;0,288;0,402;-0,793;-0,444;-0,844;0,957;2,377
"htag_vin";-0,317;-0,942;-0,473;1,022;4,931;1,778;-0,602;-0,907;0
"htag_telephone";-0,444;-0,012;-0,664;-0,601;-0,793;6,46;-0,844;0,957;0,347
"htag_tabac";-0,19;-0,564;-0,283;-0,257;1,783;-0,19;-0,36;-0,543;4,183
"htag_suisseromande";-0,444;16,375;0,288;0,402;-0,793;-0,444;-0,844;-1,272;-1,731
"htag_soleil";-0,19;-0,564;2,335;-0,257;-0,339;-0,19;-0,36;-0,543;4,183
"htag_sixties";-0,381;-1,132;-0,568;-0,514;0,284;8,106;-0,723;0,009;0,704
"htag_game";-0,381;-1,132;-0,568;0,646;-0,679;-0,381;0,224;0,009;3,488
"htag_chat";-0,444;-1,322;0,288;-0,601;2,637;-0,444;2,353;-0,006;-0,132
"htag_breakdance";-0,381;0,003;0,497;-0,514;0,284;-0,381;-0,723;0,009;0,704
"gare";-0,381;0,003;-0,568;5,404;0,284;-0,381;-0,723;0,009;-0,036
"force";-0,444;-0,012;0,288;0,402;-0,793;0,879;0,095;-0,006;-0,132
"enfin";-0,381;0,003;0,497;-0,514;-0,679;1,243;0,224;0,009;-0,036
"donc";-0,381;-1,132;-0,568;-0,514;0,284;-0,381;0,224;5,602;-0,036
"combien";-0,317;-0,942;6,285;-0,428;-0,565;10,433;-0,602;0,086;-1,234
"1991";-0,317;-0,942;-0,473;1,022;-0,565;1,778;-0,602;0,086;1,302
"1984";-0,444;-0,012;-0,664;-0,601;-0,793;-0,444;2,353;4,126;-0,132
"1973";-0,444;-1,322;0,288;4,171;0,135;-0,444;2,353;-0,006;-1,731
"16";-0,317;7,371;-0,473;1,022;-0,565;-0,317;-0,602;0,086;-1,234
"12";-0,317;2,21;0,827;1,022;-0,565;-0,317;-0,602;0,086;-1,234
"souvent";-0,381;-1,132;0,497;5,404;-0,679;-0,381;3,232;0,009;-1,482
"quels";-0,317;0,066;0,827;1,022;0,539;-0,317;-0,602;0,086;-1,234
"presque";-0,253;-0,753;1,37;-0,342;-0,452;-0,253;-0,481;3,729;0,07
"point";-0,317;-0,942;-0,473;-0,428;-0,565;10,433;-0,602;0,086;1,302
"parce_que";-0,253;0,255;1,37;-0,342;-0,452;2,612;-0,481;0,291;-0,987
"malgré";-0,253;3,528;-0,378;-0,342;-0,452;-0,253;0,858;0,291;-0,987
"mal";-0,253;-0,753;-0,378;1,628;-0,452;2,612;-0,481;0,291;0,07
"htag_tv";-0,317;7,371;0,827;-0,428;-0,565;-0,317;-0,602;-0,907;0
"htag_tradition";-0,19;-0,564;-0,283;-0,257;1,783;-0,19;-0,36;-0,543;4,183
"htag_television";2,612;0,255;8,735;-0,342;-0,452;-0,253;-0,481;-0,725;-0,987
"htag_swissfondue";-0,253;-0,753;-0,378;-0,342;0,978;13,955;-0,481;-0,725;0,07
"htag_summertime";-0,253;0,255;1,37;1,628;0,978;-0,253;-0,481;-0,725;-0,987
"htag_securiteroutiere";-0,253;-0,753;1,37;-0,342;-0,452;-0,253;0,858;0,291;0,07
"htag_rentreescolaire";-0,381;-1,132;-0,568;0,646;0,284;-0,381;-0,723;5,602;-0,036
"htag_recette";4,043;-0,564;-0,283;2,695;1,783;-0,19;-0,36;-0,543;-0,739
"htag_radio";-0,381;20,668;-0,568;-0,514;-0,679;-0,381;-0,723;-1,089;-0,036
"htag_propreenordre";1,243;-1,132;-0,568;-0,514;-0,679;39,829;-0,723;-1,089;-0,036
"htag_printemps";-0,317;-0,942;-0,473;7,162;-0,565;-0,317;-0,602;0,086;1,302
"htag_perenoel";-0,381;-1,132;-0,568;-0,514;0,284;-0,381;3,232;5,602;-1,482
"htag_myswitzerland";1,243;0,003;-0,568;0,646;0,284;-0,381;0,224;-1,089;-0,036
"htag_happynewyear";-0,19;-0,564;-0,283;-0,257;1,783;-0,19;1,612;-0,543;0,351
"htag_happybirthday";1,243;0,003;-0,568;-0,514;-0,679;-0,381;0,224;0,009;0,704
"htag_dance";-0,317;0,066;-0,473;-0,428;-0,565;1,778;4,51;0,086;-1,234
"htag_cigarette";-0,19;-0,564;-0,283;-0,257;1,783;-0,19;-0,36;-0,543;4,183
"htag_cheese";1,243;-1,132;-0,568;-0,514;0,284;8,106;-0,723;-1,089;0,704
"htag_bonheur";-0,317;-0,942;0,827;-0,428;-0,565;-0,317;0,454;-0,907;5,14
"htag_avion";-0,317;-0,942;16,847;1,022;-0,565;1,778;-0,602;-0,907;-1,234
"htag_automobile";-0,381;-1,132;-0,568;0,646;-0,679;8,106;3,232;0,009;-1,482
"htag_auto";-0,381;-1,132;-0,568;14,787;-0,679;8,106;-0,723;-1,089;-0,036
"htag_animaux";1,243;-1,132;-0,568;0,646;-0,679;1,243;0,224;-1,089;0,704
"car";-0,253;-0,753;1,37;1,628;-0,452;2,612;0,858;-0,725;-0,987
"autant";-0,317;0,066;-0,473;-0,428;-0,565;1,778;-0,602;2,363;0
"7";-0,381;1,393;-0,568;-0,514;-0,679;1,243;0,224;1,513;-1,482
"1998";-0,317;-0,942;0,827;7,162;-0,565;-0,317;0,454;0,086;-1,234
"1979";-0,317;0,066;-0,473;-0,428;-0,565;-0,317;0,454;2,363;0
"1975";-0,381;0,003;-0,568;-0,514;0,284;-0,381;0,224;0,009;0,704
"1965";-0,381;0,003;0,497;-0,514;0,284;-0,381;-0,723;0,009;0,704
"1960";-0,317;2,21;-0,473;1,022;0,539;-0,317;-0,602;-0,907;0
"trois";-0,253;-0,753;-0,378;-0,342;-0,452;-0,253;0,858;-0,725;7,74
"pis";-0,317;-0,942;0,827;-0,428;-0,565;-0,317;4,51;-0,907;1,302
"merci";-0,317;-0,942;-0,473;-0,428;0,539;-0,317;4,51;0,086;0
"m";-0,253;-0,753;-0,378;1,628;-0,452;2,612;-0,481;-0,725;2,321
"juste";-0,317;2,21;-0,473;-0,428;-0,565;-0,317;0,454;2,363;-1,234
"htag_voyage";1,778;0,066;0,827;-0,428;-0,565;1,778;-0,602;-0,907;0
"htag_vigne";-0,19;-0,564;-0,283;-0,257;1,783;4,043;-0,36;-0,543;0,351
"htag_velomoteur";1,778;-0,942;0,827;1,022;-0,565;-0,317;-0,602;0,086;0
"htag_velo";-0,19;-0,564;2,335;2,695;-0,339;-0,19;-0,36;-0,543;0,351
"htag_swissarmy";1,778;-0,942;-0,473;-0,428;0,539;10,433;-0,602;-0,907;0
"htag_stoptabac";-0,19;-0,564;-0,283;-0,257;1,783;-0,19;-0,36;-0,543;4,183
"htag_rire";1,778;0,066;-0,473;-0,428;-0,565;-0,317;4,51;-0,907;0
"htag_pollution";-0,253;-0,753;-0,378;1,628;-0,452;-0,253;-0,481;3,729;0,07
"htag_police";-0,317;-0,942;-0,473;1,022;-0,565;1,778;-0,602;0,086;1,302
"htag_pluie";-0,317;-0,942;-0,473;-0,428;13,739;-0,317;-0,602;0,086;0
"htag_piscine";-0,19;-0,564;-0,283;-0,257;10,576;-0,19;-0,36;0,755;-0,739
"htag_paysan";-0,317;-0,942;0,827;-0,428;0,539;-0,317;0,454;2,363;-1,234
"htag_passion";-0,253;0,255;8,735;1,628;-0,452;-0,253;-0,481;-0,725;-0,987
"htag_mylausanne";-0,19;-0,564;-0,283;-0,257;-0,339;4,043;-0,36;-0,543;4,183
"htag_mountain";-0,253;-0,753;-0,378;9,842;-0,452;-0,253;-0,481;-0,725;2,321
"htag_miam";-0,253;-0,753;-0,378;-0,342;0,978;-0,253;0,858;0,291;0,07
"htag_froid";1,778;-0,942;6,285;-0,428;0,539;-0,317;-0,602;-0,907;0
"htag_fribourgregion";-0,253;-0,753;1,37;1,628;-0,452;-0,253;-0,481;-0,725;2,321
"htag_festival";-0,317;26,752;-0,473;-0,428;-0,565;-0,317;-0,602;-0,907;-1,234
"htag_femmes";-0,253;-0,753;-0,378;-0,342;-0,452;-0,253;-0,481;11,037;0,07
"htag_educationsexuelle";-0,317;-0,942;-0,473;-0,428;-0,565;-0,317;-0,602;2,363;5,14
"htag_ecology";-0,253;-0,753;-0,378;1,628;-0,452;-0,253;-0,481;0,291;2,321
"htag_chanteuse";-0,317;2,21;-0,473;-0,428;4,931;-0,317;-0,602;-0,907;0
"htag_chansonfrancaise";1,778;2,21;0,827;-0,428;-0,565;-0,317;0,454;-0,907;-1,234
"htag_changementdheure";-0,317;-0,942;6,285;-0,428;-0,565;-0,317;-0,602;7,741;-1,234
"htag_cff";-0,19;-0,564;2,335;-0,257;-0,339;-0,19;-0,36;-0,543;4,183
"htag_cars";-0,19;-0,564;-0,283;14,362;-0,339;4,043;-0,36;-0,543;-0,739
"htag_babibouchettes";2,612;10,57;-0,378;-0,342;-0,452;-0,253;-0,481;-0,725;-0,987
"htag_adolescence";-0,317;-0,942;0,827;-0,428;0,539;-0,317;-0,602;0,086;1,302
"derrière";-0,19;16,024;-0,283;-0,257;-0,339;-0,19;-0,36;-0,543;-0,739
"chic";-0,317;-0,942;-0,473;18,849;-0,565;-0,317;-0,602;2,363;-1,234
"9";-0,317;0,066;0,827;-0,428;-0,565;1,778;-0,602;-0,907;1,302
"25";1,778;2,21;-0,473;-0,428;-0,565;-0,317;0,454;0,086;-1,234
"2025";-0,253;3,528;-0,378;-0,342;0,978;2,612;-0,481;-0,725;-0,987
"2022";-0,253;0,255;-0,378;-0,342;-0,452;2,612;0,858;-0,725;0,07
"1996";-0,317;2,21;-0,473;-0,428;0,539;-0,317;-0,602;-0,907;1,302
"1993";-0,317;2,21;-0,473;-0,428;-0,565;-0,317;-0,602;7,741;-1,234
"1982";-0,253;3,528;-0,378;-0,342;-0,452;13,955;-0,481;-0,725;-0,987
"1976";-0,19;5,848;-0,283;-0,257;-0,339;-0,19;-0,36;0,755;-0,739
"1962";-0,253;-0,753;22,475;-0,342;-0,452;2,612;-0,481;-0,725;-0,987
"18";-0,253;-0,753;1,37;-0,342;-0,452;2,612;0,858;0,291;-0,987
"14";-0,317;0,066;0,827;1,022;-0,565;-0,317;-0,602;2,363;-1,234
"13";-0,253;-0,753;22,475;-0,342;-0,452;-0,253;0,858;-0,725;-0,987
"voilà";-0,253;-0,753;-0,378;9,842;-0,452;-0,253;-0,481;0,291;0,07
"vers";-0,253;10,57;-0,378;-0,342;0,978;-0,253;-0,481;-0,725;-0,987
"ton";-0,19;0,695;-0,283;-0,257;1,783;-0,19;-0,36;0,755;-0,739
"maintenant";-0,19;-0,564;-0,283;-0,257;-0,339;-0,19;-0,36;6,123;0,351
"jusqu_à";-0,253;-0,753;8,735;-0,342;-0,452;13,955;-0,481;-0,725;-0,987
"htag_vendredi13";-0,253;-0,753;22,475;-0,342;-0,452;-0,253;-0,481;-0,725;0,07
"htag_vache";-0,253;0,255;-0,378;-0,342;18,58;-0,253;-0,481;-0,725;-0,987
"htag_train";-0,253;-0,753;8,735;-0,342;-0,452;-0,253;-0,481;-0,725;2,321
"htag_techno";-0,253;-0,753;-0,378;-0,342;0,978;-0,253;0,858;0,291;0,07
"htag_swisswatch";-0,253;-0,753;1,37;-0,342;0,978;-0,253;-0,481;3,729;-0,987
"htag_swissattitude";-0,253;-0,753;8,735;-0,342;-0,452;-0,253;-0,481;3,729;-0,987
"htag_superstition";-0,253;-0,753;22,475;-0,342;-0,452;-0,253;-0,481;-0,725;0,07
"htag_sun";-0,19;-0,564;-0,283;-0,257;-0,339;-0,19;-0,36;0,755;4,183
"htag_stress";-0,253;-0,753;-0,378;-0,342;-0,452;2,612;6,485;0,291;-0,987
"htag_solitude";-0,19;-0,564;2,335;-0,257;-0,339;-0,19;1,612;-0,543;0,351
"htag_sms";-0,19;-0,564;-0,283;-0,257;-0,339;-0,19;-0,36;0,755;4,183
"htag_skinautique";-0,19;-0,564;-0,283;-0,257;-0,339;-0,19;-0,36;0,755;4,183
"htag_saintvalentin";-0,253;-0,753;-0,378;47,051;-0,452;-0,253;-0,481;-0,725;-0,987
"htag_running";-0,19;-0,564;-0,283;2,695;-0,339;-0,19;-0,36;-0,543;4,183
"htag_recyclage";-0,19;-0,564;-0,283;-0,257;1,783;-0,19;-0,36;0,755;0,351
"htag_raclette";-0,19;-0,564;-0,283;2,695;-0,339;-0,19;-0,36;0,755;0,351
"htag_protectioncivile";-0,253;0,255;-0,378;-0,342;0,978;-0,253;0,858;0,291;-0,987
"htag_peur";-0,253;0,255;1,37;1,628;0,978;-0,253;-0,481;-0,725;-0,987
