"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"*a_0792";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*postComments_38";-0,829;-0,002;-0,014;1,028;0,401;-0,829;-0,125;-0,587;1,011
"*postDate_3-2-2025";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*a_0791";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_2-2-2025";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0790";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_408";-0,19;-0,564;-0,283;-0,257;-0,339;-0,19;1,612;-0,543;4,183
"*postDate_31-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0789";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*postLikes_247";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*postDate_29-1-2025";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*a_0788";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postComments_249";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_27-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0787";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postComments_126";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postDate_26-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0786";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*postDate_24-1-2025";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*a_0785";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_4300";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postComments_92";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_22-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0784";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postLikes_17900";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postComments_130";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_20-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0783";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_5800";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postComments_43";4,043;-0,564;2,335;2,695;-0,339;-0,19;-0,36;-0,543;-0,739
"*postDate_19-1-2025";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0782";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_25000";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_17-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0781";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postDate_15-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0780";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_13-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0779";0;0;0;0;0;0;0;0;0
"*postDate_12-1-2025";0;0;0;0;0;0;0;0;0
"*a_0778";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_10-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0777";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*postDate_9-1-2025";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*a_0776";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_8-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0775";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postLikes_363";-0,126;-0,376;-0,189;-0,171;-0,225;-0,126;-0,24;11,09;-0,492
"*postDate_6-1-2025";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0774";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_2900";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_5-1-2025";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0773";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_3-1-2025";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0772";0;0;0;0;0;0;0;0;0
"*postDate_1-1-2025";0;0;0;0;0;0;0;0;0
"*a_0771";0;0;0;0;0;0;0;0;0
"*postDate_30-12-2024";0;0;0;0;0;0;0;0;0
"*a_0770";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_6700";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_29-12-2024";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0769";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_15800";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postComments_167";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_27-12-2024";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0768";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postComments_143";-0,126;1,761;-0,189;4,913;-0,225;-0,126;-0,24;-0,362;-0,492
"*postDate_25-12-2024";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0767";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postLikes_59400";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postComments_1400";-0,126;-0,376;-0,189;-0,171;-0,225;-0,126;-0,24;1,861;1,159
"*postDate_23-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0766";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postDate_22-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0765";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postLikes_7500";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_20-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0764";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_689";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_19-12-2024";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0763";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postLikes_25400";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postComments_168";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_18-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0762";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_283";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_16-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0761";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_23900";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postComments_190";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_15-12-2024";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0760";0;0;0;0;0;0;0;0;0
"*postDate_13-12-2024";0;0;0;0;0;0;0;0;0
"*a_0759";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postComments_103";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_11-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0758";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postLikes_848";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postDate_9-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0757";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*postDate_8-12-2024";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*a_0756";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postDate_6-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0755";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_788";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postComments_7";0,001;-0,346;-0,281;-2,895;0,15;0,605;0,071;-0,265;2,394
"*postDate_4-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0754";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_825";-0,19;-0,564;-0,283;2,695;-0,339;-0,19;-0,36;-0,543;4,183
"*postDate_2-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0753";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_872";-0,19;0,695;-0,283;-0,257;-0,339;-0,19;-0,36;-0,543;4,183
"*postComments_30";0,015;-0,07;-0,073;-1,296;0,173;0,015;0,11;1,514;-0,393
"*postDate_1-12-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0752";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_39000";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postComments_481";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_29-11-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0751";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postLikes_13300";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postComments_150";-0,126;-0,376;-0,189;-0,171;-0,225;-0,126;3,237;-0,362;1,159
"*postDate_27-11-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0750";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_27300";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postComments_317";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_25-11-2024";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0749";0;0;0;0;0;0;0;0;0
"*postComments_60";0;0;0;0;0;0;0;0;0
"*postDate_24-11-2024";0;0;0;0;0;0;0;0;0
"*a_0748";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_849";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_22-11-2024";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0747";-0,126;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;1,861;-0,492
"*postDate_20-11-2024";-0,126;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;1,861;-0,492
"*a_0746";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_18-11-2024";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0745";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_17-11-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0744";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_584400";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postComments_14800";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_15-11-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0743";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_7000";-0,253;0,255;-0,378;9,842;0,978;-0,253;-0,481;-0,725;-0,987
"*postComments_115";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_13-11-2024";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0742";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postLikes_383";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postDate_11-11-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0741";0;0;0;0;0;0;0;0;0
"*postDate_10-11-2024";0;0;0;0;0;0;0;0;0
"*a_0740";4,043;-0,564;-0,283;-0,257;1,783;-0,19;-0,36;-0,543;0,351
"*postLikes_2100";0,621;-1,512;-0,759;0,239;1,962;-0,508;-0,965;0,585;0,141
"*postDate_8-11-2024";4,043;-0,564;-0,283;-0,257;1,783;-0,19;-0,36;-0,543;0,351
"*a_0739";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postLikes_347";-0,253;-0,753;-0,378;-0,342;-0,452;-0,253;0,858;0,291;2,321
"*postDate_5-11-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0738";-0,063;-0,188;-0,094;-0,085;-0,113;15,858;-0,12;-0,181;-0,246
"*postDate_4-11-2024";-0,063;-0,188;-0,094;-0,085;-0,113;15,858;-0,12;-0,181;-0,246
"*a_0737";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_3-11-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0736";4,043;-0,564;-0,283;-0,257;-0,339;4,043;-0,36;-0,543;0,351
"*postDate_1-11-2024";4,043;-0,564;-0,283;-0,257;-0,339;4,043;-0,36;-0,543;0,351
"*a_0735";0;0;0;0;0;0;0;0;0
"*postDate_31-10-2024";0;0;0;0;0;0;0;0;0
"*a_0734";-0,126;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;1,159
"*postLikes_592";-0,126;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;1,159
"*postDate_30-10-2024";-0,126;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;1,159
"*a_0733";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_549";-0,126;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;1,159
"*postDate_28-10-2024";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0732";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_27-10-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0731";6,966;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*postLikes_573";6,966;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*postDate_25-10-2024";6,966;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*a_0730";0;0;0;0;0;0;0;0;0
"*postLikes_539";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_23-10-2024";0;0;0;0;0;0;0;0;0
"*a_0729";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postLikes_830";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postComments_91";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_21-10-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0728";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postLikes_560400";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postComments_2900";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postReposts_86";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postDate_20-10-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0727";-0,063;-0,188;-0,094;-0,085;-0,113;15,858;-0,12;-0,181;-0,246
"*postLikes_737";-0,063;-0,188;-0,094;-0,085;-0,113;15,858;-0,12;-0,181;-0,246
"*postDate_18-10-2024";-0,063;-0,188;-0,094;-0,085;-0,113;15,858;-0,12;-0,181;-0,246
"*a_0726";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_16-10-2024";-0,063;5,333;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0725";0;0;0;0;0;0;0;0;0
"*postLikes_545";0;0;0;0;0;0;0;0;0
"*postDate_14-10-2024";0;0;0;0;0;0;0;0;0
"*a_0724";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_13-10-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0723";6,966;-0,376;-0,189;-0,171;3,504;-0,126;-0,24;-0,362;-0,492
"*postLikes_781";6,966;-0,376;-0,189;-0,171;3,504;-0,126;-0,24;-0,362;-0,492
"*postDate_12-10-2024";6,966;-0,376;-0,189;-0,171;3,504;-0,126;-0,24;-0,362;-0,492
"*a_0722";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_541";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_9-10-2024";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0721";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_7-10-2024";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0720";0;0;0;0;0;0;0;0;0
"*postLikes_7200";0;0;0;0;0;0;0;0;0
"*postComments_79";-0,126;-0,376;-0,189;4,913;-0,225;-0,126;-0,24;-0,362;1,159
"*postDate_6-10-2024";0;0;0;0;0;0;0;0;0
"*a_0719";-0,126;10,674;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*postDate_4-10-2024";2,612;3,528;-0,378;-0,342;0,978;-0,253;-0,481;-0,725;-0,987
"*a_0718";6,966;-0,376;-0,189;-0,171;3,504;-0,126;-0,24;-0,362;-0,492
"*a_0717";6,966;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*postLikes_241";6,966;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*postDate_3-10-2024";6,966;1,761;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*a_0716";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*postLikes_686";-0,126;-0,376;-0,189;-0,171;3,504;-0,126;3,237;-0,362;-0,492
"*postDate_2-10-2024";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
"*a_0715";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postLikes_629";-0,19;-0,564;-0,283;-0,257;-0,339;4,043;-0,36;0,755;0,351
"*postDate_30-9-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0714";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postComments_84";-0,19;-0,564;-0,283;-0,257;-0,339;-0,19;-0,36;-0,543;12,234
"*postDate_29-9-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0713";6,966;-0,376;4,36;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*postDate_27-9-2024";6,966;-0,376;4,36;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*a_0712";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*postDate_25-9-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;4,071
"*a_0711";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postComments_83";-0,126;-0,376;4,36;4,913;-0,225;-0,126;-0,24;-0,362;-0,492
"*postDate_23-9-2024";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0710";-0,126;-0,376;-0,189;-0,171;-0,225;-0,126;-0,24;11,09;-0,492
"*postLikes_632";-0,126;-0,376;-0,189;-0,171;-0,225;-0,126;-0,24;11,09;-0,492
"*postDate_22-9-2024";-0,126;-0,376;-0,189;-0,171;-0,225;-0,126;-0,24;11,09;-0,492
"*a_0709";4,043;5,848;-0,283;-0,257;-0,339;-0,19;-0,36;-0,543;-0,739
"*postLikes_235";4,043;5,848;-0,283;-0,257;-0,339;-0,19;-0,36;-0,543;-0,739
"*postDate_20-9-2024";4,043;5,848;-0,283;-0,257;-0,339;-0,19;-0,36;-0,543;-0,739
"*a_0708";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postLikes_575";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*postDate_18-9-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;8,351;-0,181;-0,246
"*a_0707";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_564";-0,126;-0,376;4,36;-0,171;3,504;-0,126;-0,24;-0,362;-0,492
"*postDate_16-9-2024";-0,063;-0,188;10,621;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0706";15,858;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_718";15,858;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*postDate_15-9-2024";15,858;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0705";4,043;-0,564;-0,283;-0,257;-0,339;-0,19;-0,36;6,123;-0,739
"*postDate_13-9-2024";4,043;-0,564;-0,283;-0,257;-0,339;-0,19;-0,36;6,123;-0,739
"*a_0704";0;0;0;0;0;0;0;0;0
"*postLikes_913";0;0;0;0;0;0;0;0;0
"*postDate_11-9-2024";0;0;0;0;0;0;0;0;0
"*a_0703";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postLikes_128";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*postComments_2";-2,343;-0,102;-0,004;0,012;0,581;0,382;0,394;0,492;-0,8
"*postDate_9-9-2024";-0,063;-0,188;-0,094;11,733;-0,113;-0,063;-0,12;-0,181;-0,246
"*a_0702";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postDate_8-9-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0701";6,966;-0,376;-0,189;-0,171;-0,225;-0,126;3,237;-0,362;-0,492
"*postDate_6-9-2024";6,966;-0,376;-0,189;-0,171;-0,225;-0,126;3,237;-0,362;-0,492
"*a_0700";0;0;0;0;0;0;0;0;0
"*postDate_4-9-2024";0;0;0;0;0;0;0;0;0
"*a_0699";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*postLikes_204";-0,126;-0,376;4,36;-0,171;-0,225;-0,126;-0,24;1,861;-0,492
"*postDate_2-9-2024";-0,063;-0,188;-0,094;-0,085;-0,113;-0,063;-0,12;5,54;-0,246
"*a_0698";-0,126;-0,376;-0,189;-0,171;-0,225;-0,126;-0,24;1,861;1,159
"*postDate_1-9-2024";-0,126;-0,376;-0,189;-0,171;-0,225;-0,126;-0,24;1,861;1,159
"*a_0697";4,043;0,695;-0,283;-0,257;1,783;-0,19;-0,36;-0,543;-0,739
"*postLikes_844";4,043;0,695;-0,283;-0,257;1,783;-0,19;-0,36;-0,543;-0,739
"*postDate_30-8-2024";4,043;0,695;-0,283;-0,257;1,783;-0,19;-0,36;-0,543;-0,739
"*a_0696";-0,126;10,674;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*postLikes_263";-0,126;10,674;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*postDate_29-8-2024";-0,126;10,674;-0,189;-0,171;-0,225;-0,126;-0,24;-0,362;-0,492
"*a_0695";-0,063;-0,188;-0,094;-0,085;8,892;-0,063;-0,12;-0,181;-0,246
