"";"X.rts_a";"X.rts_i"
"con";-7,9639;7,9639
"pro_per";15,8388;-15,8388
"ver";-25,2546;25,2546
"pro_ind";-3,5287;3,5287
"nr";34,9513;-34,9513
"nom";3,0824;-3,0824
"pro_dem";4,9118;-4,9118
"aux";26,9192;-26,9192
"art_def";-2,6612;2,6612
"adj";-2,9368;2,9368
"adv_sup";-3,0743;3,0743
"pre";-0,9388;0,9388
"adj_pos";2,3344;-2,3344
"num";3,9541;-3,9541
"ono";11,3386;-11,3386
"pro_rel";-19,877;19,877
"adv";-8,7641;8,7641
"art_ind";-5,0077;5,0077
"adj_ind";-3,2618;3,2618
"ver_sup";-0,6355;0,6355
"adj_dem";-0,7666;0,7666
"nom_sup";4,2453;-4,2453
"adj_num";3,1285;-3,1285
"adj_sup";-0,7023;0,7023
"adj_int";2,8276;-2,8276
"pro_pos";1,1328;-1,1328
