"";"V1"
"1";0
"2";13
"3";12
"4";17
"5";0
"6";0
"7";15
"8";9
"9";2
"10";13
"11";0
"12";9
"13";9
"14";17
"15";22
"16";12
"17";10
"18";11
"19";0
"20";0
"21";12
"22";0
"23";0
"24";15
"25";0
"26";8
"27";14
"28";4
"29";0
"30";0
"31";4
"32";22
"33";13
"34";12
"35";13
"36";9
"37";15
"38";0
"39";21
"40";2
"41";0
"42";12
"43";21
"44";21
"45";20
"46";14
"47";2
"48";13
"49";20
"50";0
"51";17
"52";0
"53";20
"54";9
"55";13
"56";9
"57";21
"58";0
"59";7
"60";0
"61";7
"62";18
"63";4
"64";0
"65";7
"66";0
"67";22
"68";13
"69";14
"70";17
"71";0
"72";6
"73";15
"74";12
"75";3
"76";13
"77";11
"78";8
"79";1
"80";9
"81";16
"82";6
"83";1
"84";19
"85";15
"86";18
"87";0
"88";0
"89";10
"90";21
"91";12
"92";20
"93";4
"94";12
"95";0
"96";7
"97";22
"98";9
"99";8
"100";9
"101";14
"102";18
"103";8
"104";0
"105";6
"106";15
"107";14
"108";13
"109";10
"110";3
"111";20
"112";8
"113";11
"114";13
"115";11
"116";11
"117";17
"118";0
"119";0
"120";0
"121";22
"122";8
"123";20
"124";0
"125";20
"126";0
"127";16
"128";0
"129";0
"130";8
"131";13
"132";20
"133";12
"134";14
"135";0
"136";5
"137";4
"138";18
"139";8
"140";7
"141";0
"142";17
"143";11
"144";2
"145";0
"146";0
"147";5
"148";4
"149";16
"150";15
"151";1
"152";6
"153";1
"154";19
"155";17
"156";18
"157";0
"158";4
"159";6
"160";19
"161";10
"162";0
"163";0
"164";9
"165";0
"166";11
"167";10
"168";8
"169";1
"170";5
"171";12
"172";16
"173";17
"174";4
"175";0
"176";10
"177";6
"178";6
"179";9
"180";20
"181";0
"182";10
"183";0
"184";18
"185";19
"186";10
"187";12
"188";2
"189";17
"190";14
"191";0
"192";6
"193";3
"194";14
"195";0
"196";0
"197";19
"198";9
"199";0
"200";7
"201";2
"202";0
"203";22
"204";0
"205";0
"206";15
"207";19
"208";13
"209";0
"210";0
"211";6
"212";0
"213";0
"214";5
"215";5
"216";17
"217";13
"218";0
"219";0
"220";4
"221";0
"222";15
"223";2
"224";17
"225";0
"226";0
"227";4
"228";0
"229";22
"230";0
"231";21
"232";15
"233";10
"234";8
"235";1
"236";4
"237";3
"238";0
"239";17
"240";20
"241";20
"242";17
"243";2
"244";21
"245";16
"246";0
"247";20
"248";21
"249";2
"250";8
"251";0
"252";5
"253";0
"254";11
"255";2
"256";17
"257";0
"258";14
"259";10
"260";13
"261";8
"262";6
"263";15
"264";15
"265";0
"266";13
"267";19
"268";0
"269";7
"270";19
"271";0
"272";17
"273";0
"274";13
"275";11
"276";0
"277";15
"278";15
"279";19
"280";0
"281";0
"282";0
"283";22
"284";0
"285";17
"286";0
"287";20
"288";5
"289";2
"290";6
"291";17
"292";9
"293";3
"294";5
"295";2
"296";13
"297";0
"298";0
"299";0
"300";0
"301";0
"302";2
"303";16
"304";5
"305";15
"306";6
"307";12
"308";0
"309";13
"310";13
"311";0
"312";5
"313";8
"314";6
"315";0
"316";0
"317";9
"318";2
"319";6
"320";1
"321";20
"322";8
"323";0
"324";5
"325";17
"326";18
"327";1
"328";1
"329";2
"330";6
"331";0
"332";9
"333";9
"334";14
"335";4
"336";4
"337";14
"338";10
"339";11
"340";10
"341";3
"342";0
"343";14
"344";15
"345";5
"346";0
"347";0
"348";0
"349";0
"350";5
"351";0
"352";0
"353";0
"354";0
"355";0
"356";0
"357";0
"358";0
"359";7
"360";0
"361";0
"362";22
"363";0
"364";0
"365";0
"366";19
"367";0
"368";0
"369";6
"370";1
"371";0
"372";0
"373";0
"374";1
"375";13
"376";3
"377";10
"378";1
"379";2
"380";6
"381";0
"382";22
"383";17
"384";0
"385";14
"386";6
"387";0
"388";22
"389";16
"390";0
"391";17
"392";2
"393";7
"394";19
"395";21
"396";10
"397";5
"398";0
"399";2
"400";10
"401";0
"402";8
"403";0
"404";1
"405";5
"406";16
"407";12
"408";0
"409";0
"410";21
"411";0
"412";5
"413";21
"414";8
"415";0
"416";3
"417";4
"418";0
"419";11
"420";0
"421";0
"422";20
"423";0
"424";9
"425";19
"426";4
"427";7
"428";9
"429";9
"430";8
"431";16
"432";12
"433";20
"434";11
"435";0
"436";17
"437";18
"438";7
"439";11
"440";17
"441";0
"442";18
"443";0
"444";9
"445";5
"446";13
"447";21
"448";3
"449";6
"450";0
"451";0
"452";18
"453";5
"454";10
"455";0
"456";0
"457";0
"458";0
"459";14
"460";0
"461";15
"462";0
"463";22
"464";0
"465";12
"466";18
"467";2
"468";0
"469";4
"470";10
"471";20
"472";18
"473";0
"474";10
"475";2
"476";0
"477";0
"478";0
"479";0
"480";14
"481";3
"482";18
"483";1
"484";0
"485";22
"486";9
"487";15
"488";7
"489";3
"490";0
"491";0
"492";0
"493";6
"494";12
"495";0
"496";0
"497";2
"498";0
"499";0
"500";22
"501";3
"502";0
"503";0
"504";15
"505";0
"506";15
"507";18
"508";16
"509";11
"510";13
"511";12
"512";21
"513";5
"514";0
"515";11
"516";6
"517";3
"518";14
"519";21
"520";0
"521";7
"522";20
"523";1
"524";18
"525";0
"526";11
"527";0
"528";9
"529";0
"530";0
"531";11
"532";0
"533";7
"534";9
"535";6
"536";0
"537";11
"538";0
"539";11
"540";10
"541";17
"542";7
"543";11
"544";16
"545";20
"546";6
"547";0
"548";0
"549";19
"550";10
"551";17
"552";15
"553";0
"554";5
"555";0
"556";1
"557";10
"558";0
"559";0
"560";3
"561";0
"562";15
"563";22
"564";8
"565";7
"566";0
"567";18
"568";19
"569";9
"570";22
"571";10
"572";0
"573";0
"574";8
"575";0
"576";3
"577";0
"578";3
"579";0
"580";6
"581";11
"582";16
"583";14
"584";11
"585";15
"586";0
"587";6
"588";13
"589";13
"590";7
"591";1
"592";1
"593";5
"594";18
"595";8
"596";12
"597";19
"598";0
"599";1
"600";16
"601";16
"602";20
"603";16
"604";0
"605";9
"606";6
"607";16
"608";15
"609";4
"610";0
"611";0
"612";0
"613";9
"614";10
"615";0
"616";0
"617";20
"618";0
"619";15
"620";1
"621";0
"622";0
"623";2
"624";15
"625";5
"626";0
"627";17
"628";0
"629";20
"630";0
"631";10
"632";0
"633";1
"634";12
"635";0
"636";22
"637";22
"638";16
"639";0
"640";8
"641";0
"642";0
"643";21
"644";0
"645";17
"646";9
"647";3
"648";0
"649";16
"650";2
"651";0
"652";15
"653";10
"654";14
"655";0
"656";16
"657";15
"658";15
"659";13
"660";3
"661";0
"662";10
"663";0
"664";21
"665";9
"666";16
"667";14
"668";0
"669";14
"670";11
"671";14
"672";12
"673";0
"674";0
"675";20
"676";22
"677";5
"678";8
"679";1
"680";20
"681";20
"682";19
"683";0
"684";0
"685";20
"686";0
"687";0
"688";20
"689";7
"690";13
"691";13
"692";3
"693";0
"694";10
"695";0
"696";0
"697";22
"698";10
"699";20
"700";20
"701";0
"702";11
"703";0
"704";15
"705";5
"706";15
"707";12
"708";4
"709";9
"710";17
"711";12
"712";1
"713";9
"714";0
"715";0
"716";8
"717";4
"718";2
"719";3
"720";0
"721";22
"722";20
"723";0
"724";6
"725";9
"726";0
"727";8
"728";0
"729";7
"730";17
"731";4
"732";18
"733";0
"734";13
"735";16
"736";20
"737";19
"738";22
"739";10
"740";3
"741";0
"742";0
"743";0
"744";0
"745";21
"746";0
"747";5
"748";17
"749";1
"750";18
"751";19
"752";21
"753";22
"754";8
"755";14
"756";0
"757";11
"758";15
"759";0
"760";14
"761";17
"762";22
"763";12
"764";0
"765";8
"766";5
"767";15
"768";2
"769";17
"770";0
"771";3
"772";4
"773";0
"774";0
"775";1
"776";1
"777";0
"778";0
"779";0
"780";4
"781";20
"782";0
"783";8
"784";6
"785";16
"786";3
"787";20
"788";0
"789";2
"790";6
"791";0
"792";15
"793";19
"794";14
"795";9
"796";0
"797";0
"798";2
"799";8
"800";0
"801";22
"802";0
"803";2
"804";7
"805";20
"806";16
"807";0
"808";0
"809";19
"810";12
"811";0
"812";0
"813";3
"814";19
"815";0
"816";21
"817";3
"818";13
"819";0
"820";2
"821";1
"822";7
"823";10
"824";8
"825";6
"826";3
"827";18
"828";8
"829";0
"830";0
"831";16
"832";14
"833";1
"834";16
"835";8
"836";0
"837";20
"838";0
"839";0
"840";18
"841";2
"842";0
"843";16
"844";17
"845";1
"846";10
"847";0
"848";5
"849";19
"850";8
"851";21
"852";15
"853";0
"854";8
"855";18
"856";4
"857";10
"858";9
"859";17
"860";0
"861";4
"862";21
"863";16
"864";4
"865";12
"866";8
"867";15
"868";0
"869";0
"870";21
"871";22
"872";0
"873";17
"874";0
"875";13
"876";13
"877";4
"878";21
"879";8
"880";0
"881";0
"882";22
"883";10
"884";10
"885";0
"886";22
"887";15
"888";2
"889";15
"890";5
"891";5
"892";22
"893";22
"894";7
"895";8
"896";20
"897";0
"898";22
"899";9
"900";17
"901";8
"902";5
"903";0
"904";0
"905";0
"906";18
"907";0
"908";0
"909";2
"910";0
"911";12
"912";0
"913";0
"914";3
"915";12
"916";7
"917";12
"918";0
"919";0
"920";19
"921";5
"922";16
"923";7
"924";0
"925";13
"926";21
"927";14
"928";11
"929";0
"930";0
"931";15
"932";10
"933";0
"934";0
"935";6
"936";10
"937";21
"938";17
"939";21
"940";7
"941";9
"942";5
"943";0
"944";0
"945";1
"946";10
"947";0
"948";11
"949";0
"950";7
"951";6
"952";11
"953";9
"954";17
"955";19
"956";18
"957";10
"958";7
"959";20
"960";0
"961";10
"962";0
"963";5
"964";2
"965";18
"966";20
"967";22
"968";1
"969";21
"970";0
"971";0
"972";15
"973";0
"974";15
"975";12
"976";7
"977";0
"978";21
"979";0
"980";8
"981";15
"982";9
"983";19
"984";21
"985";4
"986";5
"987";12
"988";10
"989";0
"990";1
"991";12
"992";3
"993";21
"994";7
"995";8
"996";13
"997";16
"998";9
"999";0
"1000";18
