"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"massimo";1;1;1;1;1;1;1;1;1;1;0
"marvel";1;1;1;1;1;1;1;1;1;0;1
"mariah";0;1;1;1;1;1;1;1;1;1;1
"marchandise";1;1;1;1;1;0,182;0;1;1;1;1
"marcel";1;1;1;1;1;1;1;1;0,159;0,344;0,022
"manoeuvre";1;1;1;1;1;1;0,014;0,234;1;1;0,443
"manche";0;1;1;1;1;1;1;1;1;1;1
"malaisie";1;1;1;1;0,443;1;1;0,003;0,159;1;1
"lâcher";0,372;1;1;1;0,022;1;1;1;1;0,344;1
"lux";1;1;1;1;0,443;1;1;1;1;0;1
"lunaire";0,372;1;1;0,131;1;1;1;1;1;0,01;1
"lumpur";1;1;1;1;0,443;1;1;0,234;1;0,01;1
"lugano";0,013;1;0,174;0,131;1;1;1;1;1;1;1
"licencier";1;1;1;1;0,443;0,182;1;0,234;1;0,344;1
"librement";1;1;1;1;0,443;1;0,383;1;0,001;1;1
"libanais";1;1;0;1;1;1;1;1;1;1;1
"lehmann";0,217;1;1;0,058;1;1;1;1;1;1;0,27
"lee";1;1;1;1;1;1;1;0,234;1;0,01;0,443
"league";0;1;1;1;1;1;1;1;1;1;1
"lapin";1;1;1;0;1;1;0,225;1;1;1;1
"lago";1;1;1;1;1;1;1;0;1;1;1
"lacune";1;1;1;1;1;0,001;0,014;1;1;1;1
"kyrgios";0;1;1;1;1;1;1;1;1;1;1
"kuala";1;1;1;1;0,443;1;1;0,234;1;0,01;1
"kosovars";0,372;1;1;1;1;1;1;0,234;0,001;1;1
"kirsty";1;1;1;1;1;1;1;1;1;1;0
"king";0,217;1;1;1;1;1;1;0;1;1;1
"kg";1;1;1;1;1;0,088;1;1;1;0,002;1
"keller";1;1;1;1;1;1;1;1;0;1;1
"kast";1;1;1;1;1;1;1;1;0;1;1
"karin";1;1;1;1;1;1;1;1;0;1;1
"justin";0;1;1;1;1;1;1;1;1;1;0,443
"ju";1;0,041;1;1;0,27;0,088;1;1;1;1;1
"josé";1;1;0,174;0,131;1;1;1;1;0,001;1;1
"joseph";1;1;0;1;1;1;1;1;1;0,197;1
"josef";1;1;1;1;1;0,182;1;1;1;1;0
"jetten";1;1;1;1;1;1;1;1;0;1;1
"jehad";1;1;0,174;1;1;1;1;1;1;1;0
"jamaïcain";1;1;0;1;1;1;1;0,234;1;1;1
"jacqueline";1;1;0,083;1;1;1;1;0,121;0,074;1;1
"jacob";1;1;1;1;1;1;1;0;0,074;1;1
"istanbul";1;1;0,174;0,131;1;1;1;0,234;1;0,344;1
"iran";0,013;0,1;1;1;1;1;1;1;0,159;1;1
"ir90";1;0;1;1;1;1;1;1;1;1;0,443
"inégalité";1;1;1;1;1;0,088;0,225;0,121;1;1;1
"invité";1;0,1;1;1;1;1;0,383;0,234;1;1;0,443
"inverse";1;0,1;1;0,131;0,443;1;0,383;1;1;1;1
"intéresser";1;1;1;1;1;1;1;0;1;0,197;1
"intégration";1;1;1;1;0,443;1;0;1;1;1;1
"intime";0,372;1;1;0,131;0,443;1;1;1;1;0,344;1
"intermédiaire";1;1;1;1;1;1;1;0,121;0;1;1
"interaction";1;1;1;1;0;1;1;1;1;1;1
"insuffisant";1;1;0,174;1;0,443;1;1;1;0,159;1;0,443
"instruction";1;1;1;1;1;1;1;0,234;0,159;1;0,022
"inquiétant";1;1;0,174;1;0,022;1;1;1;1;1;0,443
"innovantes";1;1;1;1;0,443;0,182;0,383;1;1;0,344;1
"influent";1;1;1;1;1;1;1;0;1;0,197;1
"influenceur";0,372;1;0,174;1;1;1;0,383;0,234;1;1;1
"indonésie";0,372;1;0,001;1;0,443;1;1;1;1;1;1
"inclusif";0,372;1;1;1;0,443;1;1;1;1;0,01;1
"incarné";1;1;1;1;1;1;1;0,234;1;0;1
"importer";1;1;1;1;0,443;1;0,383;1;1;0,344;0,443
"impactant";1;0;1;1;1;0,182;0,383;1;1;1;1
"immortaliser";1;0,1;1;0,131;1;1;1;1;1;0,344;0,443
"immobilier";1;1;1;1;1;1;0;1;1;1;0,443
"immersive";1;1;1;1;1;1;1;1;1;0;1
"immersion";0,002;1;1;1;0,27;1;1;1;1;1;1
"ignorer";1;1;1;0,131;1;1;0,383;1;0,159;1;0,443
"ignazio";1;1;1;1;1;1;1;1;0;1;1
"identification";1;1;0,174;1;0;1;1;1;1;1;1
"hésiter";1;1;0,083;1;0,27;0,088;1;1;1;1;1
"héberger";1;1;0,174;1;1;1;0,383;1;1;0,344;0,443
"huître";1;0,041;1;1;1;0,088;0,225;1;1;1;1
"htag_photographie";0;1;1;1;1;1;1;1;1;1;1
"hostilité";1;1;0,174;1;1;1;1;0,003;0,159;1;1
"hostile";1;1;1;1;0,443;1;1;0,234;0,001;1;1
"horreur";0,013;1;1;1;1;1;1;1;1;0,01;1
"hormone";1;1;1;1;0;1;1;1;1;1;1
"hormonal";1;1;1;0,058;0,004;1;1;1;1;1;1
"horizon";1;1;1;0,131;0,443;0,182;1;1;0,159;1;1
"harris";1;1;1;1;1;1;1;0,121;0,074;1;0,27
"hambourg";0,372;0;1;1;1;1;0,383;1;1;1;1
"halloween";0,002;1;1;1;1;1;1;1;1;0,197;1
"hall";0,372;1;1;1;1;0,182;1;0,234;1;0,344;1
"habituel";1;0;1;1;1;1;1;1;1;0,344;0,443
"gérardin";0,372;1;1;1;0,443;1;1;1;1;0,01;1
"générationnel";1;0,1;1;1;0,443;1;1;1;1;0,01;1
"généralisé";1;1;1;1;0;1;1;1;1;1;1
"grèce";0,013;1;1;1;0,443;1;0,383;1;1;1;1
"gruyère";1;0,1;1;1;0,443;1;0,014;1;1;1;1
"grolet";0;1;1;1;1;1;1;1;1;1;1
"grec";1;0,1;1;1;0,443;1;0,383;0,234;1;1;1
"gratuitement";1;1;0,174;1;1;0,001;0,383;1;1;1;1
"gratitude";1;1;1;1;1;1;1;0,121;1;0,002;1
"gouverneur";1;1;0,174;1;1;1;1;0,003;0,159;1;1
"gouvernance";1;1;1;1;1;1;0,383;0,234;0,001;1;1
"gmt";1;0,041;0,083;1;1;1;1;1;0,074;1;1
"globalement";0,372;1;1;0,131;1;1;1;1;0,001;1;1
"glissement";1;1;0,174;0,131;0,443;1;1;0,234;1;1;1
"gifi";1;1;1;1;1;0;1;1;1;1;1
"ghana";0,002;1;1;1;0,27;1;1;1;1;1;1
"gessler";1;1;0,174;1;0,443;0,182;0,383;1;1;1;1
"george";1;1;1;1;1;1;1;0,234;1;0,01;0,443
"ge";1;1;0,174;1;1;1;0,383;1;0,001;1;1
"galle";0,013;1;0,001;1;1;1;1;1;1;1;1
"féminicide";1;1;1;1;0,443;1;0,383;1;0,001;1;1
"fée";0,217;1;1;1;1;0;1;1;1;1;1
"funéraire";1;0,1;1;1;1;0,182;0,383;1;1;1;0,443
"friday";1;1;1;1;1;0;1;1;1;1;1
"fred";1;1;1;1;1;1;1;1;0,001;0,01;1
"franchise";1;1;1;1;1;1;1;1;1;0;1
"fossé";1;1;1;1;0,443;0,001;1;1;1;1;0,443
"formidable";0,372;1;1;1;1;0,182;1;1;1;1;0,022
"forfait";1;1;1;1;1;0;1;1;1;1;1
"fontaine";1;1;1;1;0,27;0;1;1;1;1;1
"fondue";0,217;0,041;1;1;0,27;1;1;1;1;1;1
"fondateur";0,217;0;1;1;1;1;1;1;1;1;1
"fléau";1;1;1;1;0,27;1;0,002;1;1;1;1
"flottille";1;1;0,001;1;1;1;1;0,234;1;1;0,443
"filmer";1;0,1;0,174;0,131;1;1;0,383;1;1;1;1
"fervent";1;1;1;1;0,27;1;0,225;0,121;1;1;1
"fer";1;0;1;1;1;0,182;1;1;0,159;1;1
"fenêtre";1;1;1;1;0,022;1;0,383;1;1;1;0,443
"femelle";1;1;1;0,131;1;1;0,383;1;1;0,01;1
"façonner";1;1;1;1;0,27;1;1;1;1;0,002;1
"favre";1;1;1;1;1;1;0,383;1;1;1;0
"favori";0;1;1;1;1;1;1;1;0,159;1;1
"fast";1;1;1;1;1;1;0,225;1;1;0,002;1
"fasciner";1;1;0,083;1;0,27;1;1;1;1;0,197;1
"fact";1;1;1;1;0,022;1;1;1;1;0,01;1
"fabricant";1;1;1;1;0,443;1;1;0,003;1;0,344;1
"extinction";1;1;1;0;1;1;1;1;1;1;1
"externe";1;1;1;1;0,443;0,182;0,383;0,234;1;1;1
"extension";1;0,1;1;1;1;1;0,383;1;0,159;0,344;1
"expérimenté";1;1;1;1;1;1;1;1;0,074;0,197;0,27
"expulsion";1;1;0,083;1;0,27;1;1;0,121;1;1;1
"expansion";1;1;1;1;0,27;1;1;1;1;0,197;0,27
"exercer";1;1;1;1;0,022;1;1;0,234;0,159;1;1
"excuser";1;1;1;0,058;1;0,088;1;1;0,074;1;1
"exacerber";1;1;0,174;1;1;1;0,383;0,234;1;0,344;1
"ethnique";1;1;0;1;1;1;1;0,121;1;1;1
"estival";1;0;1;1;0,443;0,182;1;1;1;1;1
"esses";1;1;1;0,131;1;0,182;0,014;1;1;1;1
"erratum";1;1;1;1;1;0,182;1;0,234;0,159;0,344;1
"epson";0;1;1;1;1;1;1;1;1;1;1
"epfz";1;1;1;1;0;1;0,383;1;1;1;1
"envoi";1;1;1;1;0,443;1;1;0,234;1;0,01;1
"entraînement";0;1;1;1;1;1;1;1;1;1;1
"entraver";1;1;1;1;0,022;1;1;0,234;0,159;1;1
"entendeur";1;1;1;0,131;1;1;1;1;1;0,01;0,443
"enlèvement";1;1;0,001;1;1;1;1;0,234;0,159;1;1
"enfance";1;1;1;0,131;0,443;1;0,383;1;1;1;0,443
"enceinte";0,372;1;1;0,131;0,443;1;0,383;1;1;1;1
"encaisser";0;1;1;1;1;1;1;1;1;1;1
"emprisonner";1;1;0,174;1;1;1;1;0,234;0,159;1;0,443
"emparer";1;0,041;1;1;1;0,088;1;0,121;1;1;1
"emmental";1;1;1;1;1;0,088;0,002;1;1;1;1
"emji_école";1;0,1;1;0,131;1;1;0,014;1;1;1;1
"emji_visage_avec_lunettes_de_soleil";0;1;1;1;0,443;1;1;1;1;1;1
"emji_verre_de_vin";1;0,1;1;1;1;1;1;1;1;0;1
"emji_tête_de_chien";1;1;1;0,058;1;0,088;1;1;1;0,197;1
"emji_thermomètre";1;0;1;1;1;1;1;1;1;1;1
"emji_t_rex";1;1;1;0,058;1;1;1;1;1;0,002;1
"emji_seringue";1;1;1;0,131;0,443;1;0,014;1;1;1;1
"emji_part_de_fromage";0,372;1;1;1;1;0,001;0,383;1;1;1;1
"emji_pancarte";1;1;0;1;1;1;1;1;0,159;1;1
"emji_nuage_avec_pluie";0,372;0;1;1;0,443;1;1;1;1;1;1
"emji_mage_homme";0,002;1;1;1;1;1;1;1;1;0,197;1
"emji_fourchette_et_couteau_avec_assiette";1;1;1;1;0,022;1;0,014;1;1;1;1
"emji_drapeau_syrie";1;1;0,083;1;1;1;1;0;1;1;1
"emji_drapeau_soudan";1;1;0;1;1;1;1;1;1;1;1
"emji_drapeau_italie";1;1;1;1;1;0;1;1;1;1;1
"emji_drapeau_espagne";0,372;1;1;1;1;0,182;1;1;1;0,01;1
"emji_drapeau_corée_du_sud";1;1;1;1;1;0,182;1;0,234;0,159;0,344;1
"emji_drapeau_chine";1;1;1;1;0,443;1;0,383;0,003;1;1;1
"emji_colis";1;1;1;1;1;0,001;0,014;1;1;1;1
"emji_coeur_brisé";1;1;1;0,131;1;1;1;1;0,159;0,01;1
"emji_bouclier";1;1;1;1;0,443;1;0;1;1;1;1
"emji_arbre_à_feuilles_caduques";1;0,1;0,174;1;1;1;0,383;0,234;1;1;1
"emji_ampoule";1;1;1;0;1;0,088;1;1;1;1;1
"emji_adn";1;1;1;0,131;0;1;1;1;1;1;1
"eliot";1;1;1;1;0,27;1;1;1;1;0,002;1
"effraction";1;1;1;1;1;0;1;1;1;1;1
"efforcer";1;1;1;1;1;1;0,383;0,234;1;1;0,022
"effondrer";1;1;0,174;0,131;1;1;0,383;1;0,159;1;1
"détruire";1;1;0;1;0,443;1;1;1;1;1;1
"détourner";1;0,1;1;1;0,022;0,182;1;1;1;1;1
"détenteur";1;1;1;0;0,443;0,182;1;1;1;1;1
"détacher";0,217;1;1;1;0,004;1;1;1;1;1;1
"déséquilibre";1;1;1;1;0,443;1;0;1;1;1;1
"désescalade";1;1;1;1;1;0,182;1;1;0,159;1;0,022
"désert";0;1;1;1;1;1;0,383;1;1;1;1
"désactiver";1;1;1;1;0,443;1;1;0,234;1;0,01;1
"dériver";1;1;1;1;0,443;1;0,383;1;1;0,01;1
"dépenser";1;0,1;1;0,131;0,443;0,182;1;1;1;1;1
"démontrer";1;1;1;1;0,004;1;0,225;1;1;1;1
"démarrer";1;0,1;0,174;1;1;1;0,383;0,234;1;1;1
"délit";1;0,1;1;1;1;1;0,383;0,003;1;1;1
"délinquant";1;1;1;0,131;0,022;1;1;0,234;1;1;1
"découper";1;1;1;0,058;0,27;0,088;1;1;1;1;1
"décevoir";1;1;1;1;1;0,182;1;0,003;1;0,344;1
"duel";0;1;1;1;1;1;1;1;1;1;1
"doter";1;1;1;1;1;1;0,014;1;1;1;0,022
"doré";1;1;1;0,131;1;1;1;0,003;1;0,344;1
"dominique";0,217;1;1;1;1;1;1;1;1;0,197;0,27
"djihadiste";1;1;1;1;0,443;1;1;0;1;1;1
"district";1;1;1;1;1;1;1;1;0;1;1
"distribution";1;1;1;1;1;0,182;0,014;1;1;0,344;1
"diplomatie";1;1;0,001;1;1;1;1;0,234;1;0,344;1
"dimension";1;1;1;1;0,443;1;1;0,234;1;0,01;1
"différend";1;0,1;0,174;0,131;1;0,182;1;1;1;1;1
"diffuseur";0,372;1;1;1;1;1;1;1;0,159;0,01;1
"dieu";1;0,041;1;1;1;1;1;0,121;1;1;0,27
"diamètre";1;0,1;1;1;1;0,182;1;1;1;0,01;1
"diagnostiquer";1;1;1;1;0;1;1;1;1;1;1
"diabète";1;1;1;1;0;1;1;1;1;1;1
"diablerets";1;0;1;1;1;1;1;1;1;1;1
"dentaire";1;1;1;1;0,022;1;1;1;0,159;0,344;1
"denis";1;0,041;0,083;1;1;1;1;1;1;1;0,27
"delphine";1;1;1;1;1;1;0,225;1;0,074;0,197;1
"dan";0;1;1;1;1;1;1;1;1;1;1
"daillens";1;1;1;1;0,443;0,001;0,383;1;1;1;1
"câble";1;0;1;0,058;1;1;1;1;1;1;1
"curieux";1;1;1;0,058;1;1;0,225;1;1;0,197;1
"créature";1;1;1;1;0,27;1;1;1;1;0,197;0,27
"créativité";0,217;1;1;1;1;1;1;1;1;0,002;1
"criminalité";1;1;1;1;0,443;1;1;0,234;0,159;0,344;1
"coûteux";1;1;1;1;1;0,001;1;1;1;1;0,022
"courrier";1;1;1;1;0,443;1;0;1;1;1;1
"couronner";0;1;1;1;1;1;1;1;1;1;1
"courageux";1;1;0,083;1;0,27;1;1;1;1;0,197;1
"cotisation";1;1;1;1;1;0;1;1;1;1;1
"cortina";0;1;1;1;1;1;1;1;1;0,344;1
"corriger";0,372;1;1;1;0;1;1;1;1;1;1
"copper";0;1;1;1;1;1;1;1;1;1;1
"contredire";1;1;1;1;0,022;1;1;1;1;0,01;1
"conséquent";1;1;1;0;0,443;1;1;1;1;0,344;1
"constructeur";1;0,1;1;1;0,443;1;0,014;1;1;1;1
"constellation";1;1;1;1;1;1;0,383;0,234;1;0,01;1
"consensus";1;1;1;0,131;1;1;0,383;0,003;1;1;1
"confronter";0,372;1;1;0,131;0,443;1;1;1;1;1;0,443
"conduite";1;1;0,174;0,131;1;0,182;0,383;1;1;1;1
"conclusion";1;0,1;1;1;0;1;1;1;1;1;1
"compromis";1;1;1;1;1;1;0,383;0,003;0,159;1;1
"comporter";1;1;1;1;0,27;0,088;1;1;1;0,197;1
"compiler";1;1;1;1;0,022;1;1;1;1;0,344;0,443
"compenser";1;1;1;1;1;0;0,383;1;1;1;1
"comparis";1;1;1;1;1;0,001;0,383;1;1;1;0,443
"comparaison";1;0,1;1;1;1;0,182;1;1;0,159;1;0,443
"compagnon";1;1;1;1;0,27;1;1;1;1;0,197;0,27
"combattre";1;1;1;1;0,443;1;0;1;1;1;1
"colonie";1;1;0;1;1;1;1;1;0,074;1;1
"collège";1;0,1;1;1;1;1;1;1;0;1;1
"collecting";1;1;1;1;1;1;0,014;1;0,001;1;1
"cohen";1;1;1;1;1;1;1;1;1;1;0
"coca_cola";1;1;1;1;1;1;1;1;1;0;1
"clément";0,217;0,041;1;1;1;1;1;1;1;0,197;1
"clin";0;1;1;1;1;1;1;1;1;1;1
"clara";1;1;1;1;0,27;0,088;1;1;1;0,197;1
"cigogne";1;1;1;1;1;0,182;0;1;1;1;1
"christmas";0,002;1;1;1;1;1;1;1;1;0,197;1
"chocolaterie";0;1;1;1;1;1;1;1;1;1;1
"cheffe";1;1;1;1;1;1;1;0;0,159;1;1
"chauffeur";1;0,041;1;1;1;1;0,225;1;1;1;0,27
"charlie";0,013;1;1;0,131;1;1;0,383;1;1;1;1
"chantier";1;1;1;1;1;1;0,014;0,234;0,159;1;1
"centime";1;1;1;1;0,443;0,182;0,383;1;1;1;0,443
"catalogue";1;0,041;1;1;1;1;1;1;0,074;1;0,27
"catalan";0;1;1;1;1;1;1;1;1;0,344;1
"carnivore";1;1;1;1;0;1;1;1;1;1;1
"caritas";1;0,041;0,083;1;0,27;1;1;1;1;1;1
"cardiovasculaires";1;1;1;1;0;1;1;1;1;1;1
"calme";1;1;0,001;0,131;1;1;0,383;1;1;1;1
"californie";1;1;1;1;1;1;1;0;1;1;0,27
"business";1;1;1;1;0,443;1;1;0,003;1;0,344;1
"brouiller";0,217;1;1;1;1;1;1;0,121;1;0,197;1
"branche";1;1;1;0,058;0,27;1;1;1;1;1;0,27
"boy";0,013;1;1;1;1;1;1;1;1;0,01;1
"bouger";1;1;1;1;0,27;1;1;1;0,074;0,197;1
"bouchon";1;1;1;0;0,443;1;1;1;1;0,344;1
"boseman";1;1;1;1;1;1;1;1;1;0;1
"boréal";0,372;0,1;1;1;0,443;1;1;1;1;0,344;1
"bonnet";0;1;1;1;1;1;1;1;1;0,344;1
"bolivie";0;1;1;1;1;1;1;1;0,159;1;1
"boisson";1;1;1;1;0,27;1;1;1;1;0,197;0,27
"boire";0,372;1;1;1;0,443;1;1;1;1;1;0,022
"bloc";1;1;0,174;0,131;1;1;1;1;0,001;1;1
"blanchiment";1;1;1;1;0;0,182;1;1;1;1;1
"bern";0,372;0,1;1;1;1;1;0,014;1;1;1;1
"baromètre";1;1;1;1;1;0;1;1;1;1;1
"bail";1;1;1;1;1;0,088;1;0,121;1;1;0,27
"aya";1;1;0,083;0,058;1;1;1;1;1;0,197;1
"aws";1;1;1;1;0,004;0,088;1;1;1;1;1
"avérer";0,372;1;1;1;1;0,182;0,383;0,234;1;1;1
"avs";1;1;1;1;1;0;0,225;1;1;1;1
"avit";1;1;1;1;0,27;1;1;1;0,074;1;0,27
"avent";0,372;1;1;1;1;0,182;1;1;1;0,01;1
"avance";1;0,041;1;1;1;0,088;1;1;0,074;1;1
"aurore";0,372;0,1;1;1;0,443;1;1;1;1;0,344;1
"atténuer";1;0,1;0,174;1;0,443;1;0,383;1;1;1;1
"attractivité";1;1;1;1;1;0,001;0,383;1;1;1;0,443
"attentif";1;1;1;0,131;1;1;0,383;0,234;0,159;1;1
"attacher";1;1;0,001;0,131;1;1;0,383;1;1;1;1
"atmosphérique";1;0;1;1;0,022;1;1;1;1;1;1
"atlas";1;1;1;0,131;0,022;1;0,383;1;1;1;1
"associer";1;1;1;0,131;1;1;0,383;1;1;0,01;1
"asf";0;1;1;1;1;1;1;1;1;1;1
"arnaud";0,372;1;1;0,131;1;1;1;0,234;1;1;0,443
"arguer";1;1;1;1;1;1;0,383;0,003;1;1;0,443
"archéologique";1;1;1;1;1;1;0,225;1;1;0,197;0,27
"après_deux";0,372;1;0;1;1;1;1;1;1;1;1
"apprentissage";1;1;1;1;0,443;1;1;1;1;0;1
"apprenti";1;1;1;1;1;0,088;0,225;1;1;1;0,27
"appartement";1;1;0,174;1;1;1;0,383;1;0,001;1;1
"app";0,217;1;1;0,058;1;1;1;1;1;1;0,27
"anouk";0,217;1;1;1;1;1;1;1;1;0,002;1
"androgène";1;1;1;0,131;0;1;1;1;1;1;1
"and";1;1;1;1;1;1;1;1;1;0;1
"amnesty";1;1;0,001;1;0,443;1;1;1;0,159;1;1
"amazon";1;0,041;1;1;0,27;0,088;1;1;1;1;1
"alpinisme";0,217;0,041;1;0,058;1;1;1;1;1;1;1
"allié";1;1;0,001;1;1;1;1;0,003;1;1;1
"alien";1;0,041;1;1;1;1;1;1;1;0,002;1
"alexis";0;1;1;1;1;1;1;1;1;1;1
"alarme";1;0,1;0,174;0;1;1;1;1;1;1;1
"alarmant";1;1;1;0;0,022;1;1;1;1;1;1
"agresseur";1;1;1;1;0;1;1;1;1;1;1
"africain";0;1;1;1;1;1;1;1;1;1;1
"afghan";1;1;0,174;1;1;1;1;0,234;1;0,344;0,443
"afflux";1;1;1;0,131;0,443;1;0,383;1;1;1;0,443
"adverse";1;1;0,083;1;1;1;0,225;1;1;1;0,27
"adoption";1;1;0,174;1;1;1;1;0,234;0,001;1;1
"adolescence";1;1;1;0;0,022;1;1;1;1;1;1
"admirer";1;1;1;0,131;1;1;1;1;0,159;0,344;0,443
"adhérer";1;1;1;1;1;1;1;0,234;1;0,344;0,022
"activement";1;1;0,001;1;0,443;1;1;1;1;1;0,443
"acheminer";1;1;0,174;1;0,022;1;0,383;1;1;1;1
"accumuler";1;1;1;0;0,443;1;1;1;1;0,344;1
"accomplir";0,217;1;1;1;1;0,088;0,225;1;1;1;1
"absolu";1;1;1;1;0,443;1;0,383;1;0,001;1;1
"41e";0,002;1;1;1;1;1;0,225;1;1;1;1
"24h";1;1;1;1;1;1;0,002;1;1;1;0,27
"10e";0;1;1;1;1;1;1;1;1;1;1
"évian";1;0;1;1;1;1;0,225;1;1;1;1
"équipage";1;1;0,083;1;1;1;0,002;1;1;1;1
"épidémie";1;1;1;0,058;1;0,088;0,225;1;1;1;1
"épicentre";1;1;0;1;1;1;1;1;1;1;1
"épargner";1;0,041;1;0,058;1;0,088;1;1;1;1;1
"émaner";1;1;1;1;1;1;0,225;0,121;0,074;1;1
"élevage";1;1;1;0;0,27;1;1;1;1;1;1
"élaboré";1;1;1;1;0,27;1;0,225;1;1;0,197;1
"éducatif";1;1;1;1;1;0,088;1;1;1;1;0,004
"écosser";0;1;1;1;1;1;1;1;1;1;1
"économiser";1;1;1;1;1;0;1;1;1;1;1
"éboulement";1;1;1;1;1;1;0,002;0,121;1;1;1
"zélande";0;1;1;1;1;1;1;1;1;1;1
"zootopie";1;1;1;1;1;1;1;1;1;0;1
"zabystran";0;1;1;1;1;1;1;1;1;1;1
"z";0,217;1;1;1;0,27;1;1;1;1;0,197;1
"young";0,002;1;1;1;1;1;1;1;1;1;0,27
"yoon";1;1;0,083;1;1;1;1;0,121;0,074;1;1
"year";0;1;1;1;1;1;1;1;1;1;1
"yanachaga";1;1;1;0;1;1;1;1;1;1;1
"winterthour";1;0;1;1;1;1;1;1;1;1;1
"will";0,217;1;1;1;1;1;1;1;1;1;0,004
"wildlife";0,217;1;1;1;1;1;1;1;1;0,002;1
"wigglesworth";1;1;1;1;1;1;1;1;1;1;0
"werner";1;1;1;1;1;1;1;1;1;0,002;0,27
"wawrinka";0;1;1;1;1;1;1;1;1;1;1
"végétal";1;1;1;0,058;0,27;1;0,225;1;1;1;1
"votations";1;1;1;0,058;1;1;0,225;1;1;1;0,27
"vojinovic";1;1;1;1;1;1;1;1;1;1;0
"viticulture";1;1;1;1;1;1;0,225;1;0,074;1;0,27
"visée";1;1;0,083;1;0,27;0,088;1;1;1;1;1
"virginia";1;1;1;1;1;1;1;0;1;1;0,27
"virage";1;1;1;1;1;1;0,225;1;0,074;1;0,27
"vinyle";1;1;1;1;1;1;1;0,121;1;0,002;1
"vigilance";1;0,041;1;1;1;1;0,225;1;1;1;0,27
"vietnam";1;1;0;1;1;1;1;1;1;0,197;1
"vieillir";1;1;1;1;0,27;1;0,225;1;1;1;0,27
"vice";0,002;1;1;1;1;1;0,225;1;1;1;1
"vestige";1;1;1;0,058;1;1;0,002;1;1;1;1
"vasculaire";1;1;1;1;0;1;1;1;1;1;1
"vandalisme";1;0,041;1;1;1;1;1;0,121;0,074;1;1
"valorisation";0,217;1;1;1;0,27;1;0,225;1;1;1;1
"valaisannes";1;1;1;1;1;0,088;0,002;1;1;1;1
"vaisseau";1;1;1;0,058;0,27;1;0,225;1;1;1;1
"vainqueure";0,002;1;1;1;0,27;1;1;1;1;1;1
"usb";1;0,041;1;1;0,27;1;0,225;1;1;1;1
"unige";1;1;1;1;0,004;1;1;1;1;1;0,27
"ultérieurement";1;1;1;1;1;0,088;1;0,121;1;1;0,27
"ultra";0,217;1;1;0,058;1;0,088;1;1;1;1;1
"uber";1;0,041;1;1;1;1;0,225;1;1;1;0,27
"télé";1;0,041;1;1;1;1;1;1;1;0,197;0,27
"truth";1;1;0,083;1;1;1;1;0;1;1;1
"trottoir";0,217;1;1;1;0,27;1;1;1;1;0,197;1
"tronçon";1;0;1;1;1;1;1;1;1;1;0,27
"trompeur";1;1;1;1;0,004;1;1;0,121;1;1;1
"tri";1;1;1;1;1;0;1;1;1;1;1
"transplantation";1;1;1;1;0;1;1;1;1;1;1
"transparence";1;1;1;1;1;1;0,225;1;0;1;1
"transmission";1;1;1;1;0,27;0,088;1;1;1;1;0,27
"transaction";0,217;1;1;1;0,27;0,088;1;1;1;1;1
"trait";1;0,041;1;1;1;1;1;0,121;1;0,197;1
"training";1;0,041;1;0,058;1;1;0,225;1;1;1;1
"tragédie";1;1;1;1;1;1;0,225;0,121;0,074;1;1
"traditionnellement";1;0,041;1;1;1;1;0,225;1;1;0,197;1
"tolérer";1;1;1;1;0,27;1;0,225;1;1;1;0,27
"tireur";1;1;0;1;1;1;1;0,121;1;1;1
"timon";0,002;1;1;1;1;1;0,225;1;1;1;1
"tibio";1;1;0;1;1;0,088;1;1;1;1;1
"thurgovie";1;0,041;1;0;1;1;1;1;1;1;1
"thoune";0,217;0,041;1;1;1;1;1;1;1;1;0,27
"thibault";1;1;0,083;1;1;1;1;1;1;1;0,004
"theurillat";0,217;1;1;1;1;1;1;1;0;1;1
"thai";1;1;1;1;0,27;1;1;0,121;1;1;0,27
"tgv";1;0;0,083;1;1;1;1;1;1;1;1
"tesson";1;1;1;1;1;1;1;1;1;1;0
"teresa";1;1;1;1;1;1;1;1;1;1;0
"telegram";1;1;0,083;1;1;1;1;0,121;1;0,197;1
"tedros";1;1;0,083;0,058;1;1;0,225;1;1;1;1
"taupe";1;1;1;1;0;1;1;1;1;1;1
"tamedia";1;1;1;1;1;1;0,225;1;1;1;0,004
"taliban";1;1;0,083;0,058;0,27;1;1;1;1;1;1
"taco";1;1;1;1;0,27;1;1;1;1;0,002;1
"tabagisme";1;1;1;1;0,27;1;0,002;1;1;1;1
"sérieux";1;1;1;1;0,27;1;1;0;1;1;1
"sérieusement";0,217;0,041;1;1;0,27;1;1;1;1;1;1
"sécheresse";1;0;1;1;0,27;1;1;1;1;1;1
"swisscom";1;1;1;1;1;0;1;0,121;1;1;1
"swift";0;1;1;1;1;1;1;1;1;1;1
"suzane";1;1;1;1;1;1;1;1;0,074;0,002;1
"surnommer";0,217;0,041;1;0,058;1;1;1;1;1;1;1
"surmonter";1;1;1;1;1;1;1;1;1;0;1
"sunderland";0;1;1;1;1;1;1;1;1;1;1
"sultan";1;1;0,083;1;1;1;1;1;1;1;0,004
"sucre";1;1;1;1;0,27;1;1;1;1;1;0,004
"successif";0,217;1;1;1;1;1;1;0,121;1;0,197;1
