"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"immédiat";1;1;0;1;1;0,021;1;0,306;1;1;1
"héritage";1;1;1;1;0,09;0,007;1;1;0,711;0,327;1
"grève";1;1;1;1;1;1;0;0,002;0,858;1;1
"gratuit";1;0,707;1;1;1;0;0,55;1;0,858;1;1
"geste";1;1;1;1;0;1;1;0,86;1;0,327;1
"gens";1;1;1;1;0,277;1;0,001;0,68;0,543;1;1
"gaz";1;1;0,213;0,149;0,183;0,908;1;1;1;1;1
"fédération";0;1;0,213;1;1;0,908;0,55;1;1;1;1
"foyer";1;1;1;0;1;0,908;0,55;1;1;1;1
"fortement";1;0,107;0,213;0;0,651;1;1;1;0,858;1;1
"finance";1;1;0,892;1;0,651;0,908;1;0,039;0,015;1;1
"exemplaire";1;1;1;1;1;1;1;1;0,787;0;1
"esprit";0,122;1;1;1;1;1;0,55;1;1;0,01;1
"espoir";1;1;1;0,005;1;0,012;1;1;0,787;0,406;1
"enjeu";1;1;1;0,081;0,008;1;1;0,014;1;1;1
"emji_étincelles";0,014;1;1;1;1;1;1;1;1;0;1
"emji_montagne_enneigée";1;0,002;1;1;1;0;0,008;1;1;1;1
"emji_livres";0,365;1;1;0,081;1;1;1;0,189;1;0,002;1
"emji_billet_avec_des_ailes";0,533;1;1;0,79;0,651;0;1;1;1;1;1
"emji_avion";1;0,707;0,018;1;0,651;0,224;0,13;1;1;1;1
"démission";1;1;1;1;1;1;1;0,306;0;1;1
"durée";1;0,107;1;0,149;0,651;0,224;1;1;1;0,486;1
"disparition";1;1;0,011;0,72;0;1;1;1;1;1;1
"devancer";0,533;1;1;1;1;1;1;1;0;1;1
"destiner";1;0,107;0,892;1;0,651;0;1;1;1;1;1
"destination";1;0;0,661;1;1;1;0,296;1;1;1;1
"daniel";1;1;1;1;1;1;1;0,245;0,787;1;0,001
"consultation";1;1;1;0,149;1;0,001;1;0,306;0,858;1;1
"confiance";1;1;1;1;0,558;1;0,091;0,939;0,146;1;0,558
"concept";1;0,569;1;1;1;1;1;1;1;0;1
"concentrer";1;1;1;1;0,558;0,837;1;0,939;1;0,005;1
"collection";1;1;1;0,398;1;1;1;1;1;0;0,193
"chaud";1;0;1;1;1;1;1;1;1;0,01;1
"brésilien";0,001;1;0,085;1;1;1;1;0,007;1;1;1
"boulens";1;1;0,085;1;0,369;1;1;0,137;1;1;0,369
"barrage";0;1;0,744;1;0,463;1;1;1;1;1;1
"avocat";1;1;0,478;1;0,193;1;1;1;0;1;1
"audience";1;1;1;1;1;0,007;1;0,86;0,711;0,002;1
"artistique";0,994;1;0,661;0,568;1;1;1;1;1;0;1
"archive";1;1;1;1;1;0,76;1;0,86;1;0;0,463
"approuver";1;0,707;0,892;1;1;0,908;0,55;1;0;1;1
"août";1;0,495;1;0,054;1;0,677;0,296;0,774;1;0,953;1
"andrew";1;1;1;1;1;0,837;1;0;0,787;0,406;1
"alpin";0,007;1;1;1;0;1;1;1;1;1;1
"alimenter";1;1;1;0,79;0,183;0,908;0,55;1;1;0,101;0,651
"albert";1;1;1;1;1;1;1;0,306;0;1;0,027
"agression";1;0,707;0,213;0,79;1;1;1;0,306;0,19;0,486;1
"affiche";1;0,707;0,892;1;0,651;1;0,015;1;1;1;1
"acquérir";1;0,569;1;0,081;1;0,76;0,06;1;1;0,327;1
"accorder";1;1;1;0,149;1;0,908;0,55;0,039;0,19;1;1
"abonnement";1;1;1;1;1;0;0,296;1;1;1;1
"évoluer";0,365;1;1;0,647;1;0,76;0,379;1;0,711;1;1
"évacuer";1;1;0;0,72;1;1;1;1;1;1;1
"épreuve";0;1;0,661;1;1;1;1;1;1;1;1
"émotion";0,894;1;1;1;1;0;0,909;0,68;1;0,854;1
"église";1;0;1;1;1;0,092;1;1;0,074;0,953;1
"écran";1;1;1;0,112;0,558;1;1;1;1;0;1
"yverdon";1;0;1;1;1;1;1;1;1;1;1
"vétérinaire";1;1;1;0;1;1;1;1;1;1;1
"vision";1;1;1;1;1;1;1;0,939;1;0;0,558
"vainqueur";0;1;1;1;1;1;1;1;1;1;1
"vague";1;0;1;0,647;1;1;1;1;1;0,044;1
"urs";1;1;1;1;1;1;1;1;1;1;0
"urgent";1;1;0,166;0;1;0,837;1;1;0,787;1;1
"transporter";1;0,495;1;1;0,369;1;0,036;0,137;1;0,953;1
"touriste";1;1;0,744;0,647;1;0;0,06;1;1;1;1
"tourisme";1;1;0,166;1;1;0,175;0,465;1;1;0,406;0,558
"tirage";0;1;1;1;1;1;1;1;1;0,119;1
"terroriste";1;1;0;1;1;1;1;0,939;0,146;1;1
"terrain";0,085;1;0,166;1;1;1;1;0,245;0,787;1;1
"tentative";1;1;0;1;1;1;1;1;0,002;1;1
"sydney";0,085;1;0;1;1;1;1;1;1;1;1
"suggérer";1;1;1;0,72;0,558;1;1;1;1;0;1
"soldat";1;1;0;1;1;1;0,465;0,939;1;1;1
"sentiment";1;1;1;1;0;0,76;1;1;0,711;0,327;1
"sensation";1;0,64;1;1;1;1;1;1;1;0;1
"satellite";1;0,417;1;1;0,031;1;0,217;0,68;1;0,854;1
"récompenser";1;1;0,744;1;1;1;1;0,189;1;0;1
"réclamer";1;1;0,821;1;0,558;0,175;1;0,025;0,146;1;1
"réchauffement";1;0;0,821;1;0,016;1;1;1;1;1;0,558
"roi";1;1;1;1;1;0,677;1;0;1;1;0,369
"robert";1;0,255;1;1;0,749;1;1;1;0,354;0,623;0,119
"provisoire";1;0,174;1;1;1;1;1;0,353;0;1;1
"prouver";0,365;1;1;0,647;1;1;1;0,86;1;0,002;1
"progrès";1;1;1;0,485;0;1;1;0,68;1;1;0,991
"profiter";0,007;0;1;1;1;0,837;1;1;1;0,406;1
"priorité";1;0,64;1;0,005;1;1;0,465;1;0;1;1
"prime";1;1;1;0,054;1;0;1;1;1;1;1
"portée";0,994;1;1;1;1;1;0,002;0,774;0,074;1;1
"plonger";1;1;1;1;1;1;1;0,774;0,63;0;1
"plaque";1;0,417;1;1;1;1;0;1;1;1;0,277
"pixabay";1;1;1;0,72;0,558;1;1;1;1;1;0
"perturber";1;0;1;1;0,558;0,837;1;0,939;1;1;1
"patrick";0,055;1;1;1;1;1;1;1;1;1;0
"parc";1;0,079;0,821;0;1;1;1;1;1;0,406;1
"ouragan";1;1;0;1;1;1;1;1;1;1;1
"nation";0,085;1;1;1;1;1;1;0,025;0;1;1
"météorologique";1;0;0,744;0,647;1;1;1;1;1;1;1
"mohammed";1;1;1;1;1;1;1;1;1;1;0
"mobilisation";1;1;1;1;1;1;0,465;0,025;0;1;1
"milliardaire";1;1;1;1;1;0;1;0,579;1;0,744;1
"mauvais";1;1;1;0,647;0,008;1;0,004;1;1;1;1
"mark";1;1;1;1;1;1;1;0,86;1;1;0
"marge";0,085;1;0,821;1;1;1;0,008;0,939;0,787;1;1
"majoritairement";1;1;0,744;0,647;0,463;1;0,379;1;0;1;1
"lire";1;1;1;0,72;0,133;0,837;0,091;1;1;1;0,558
"lever";1;0,64;0;1;1;1;1;0,245;1;0,406;1
"leader";0,007;0,336;1;1;1;1;1;0,579;0,025;1;1
"lac";1;0;1;0,647;1;1;1;1;1;1;1
"kefalas";1;0,495;1;1;1;0,677;1;1;1;1;0
"japonais";0,085;1;0,166;1;1;1;1;0,939;0,787;0,069;1
"japon";0,085;1;0,166;1;1;1;1;0,939;0,146;1;0,558
"interview";0,365;1;1;0,647;1;1;1;0,86;1;1;0
"internet";1;0,64;1;1;1;0,175;0,465;0,025;1;1;1
"institution";1;1;1;1;0,369;1;0,002;1;1;0,251;1
"instant";1;0,569;0,744;1;1;0,76;0,06;1;0,711;1;0,09
"initier";1;1;0,661;1;1;1;1;0,137;0,074;0,251;1
"impôt";1;1;1;1;1;0;1;1;0,107;1;1
"impressionnant";0,003;1;1;1;1;0,76;1;1;1;0,044;1
"identité";1;1;1;0,398;1;0,033;0,146;1;1;0,744;0,878
"hauteur";1;0;1;0,72;1;1;0,008;1;1;0,406;1
"global";1;1;1;0,647;0;1;1;1;1;1;0,463
"glacier";0,994;0,495;1;1;0,056;1;1;1;1;1;0,056
"georgios";1;0,495;1;1;1;0,677;1;1;1;1;0
"genou";0;1;0,744;1;0,09;1;1;0,86;1;1;1
"gagnant";0;1;1;0,568;1;1;1;1;1;0,251;1
"fidèle";1;1;0,744;1;1;1;1;1;0,711;0;1
"faune";1;0,079;1;0;1;1;1;1;1;0,406;1
"faible";1;1;1;0,005;0,016;1;1;1;0,787;1;0,133
"exploser";0,033;1;0,661;1;0,369;1;1;1;1;0,251;1
"exiger";1;1;1;1;1;0,837;0;0,939;0,146;1;1
"exercice";1;1;0,123;0,647;0,463;1;1;0,86;0,004;1;1
"erreur";0,894;1;1;0,485;0,277;0,587;1;0,68;1;0,181;1
"epstein";1;1;1;1;1;1;1;0;1;1;1
"entraîneur";0;1;1;1;1;1;1;1;1;1;1
"entamer";0,085;1;1;0,72;1;1;1;0;0,787;1;1
"emji_hôpital";1;1;0;1;0,001;1;1;1;0,787;1;1
"emji_explosion";1;0,64;0;1;1;1;1;1;1;1;1
"efficace";1;0,569;1;0,647;0;1;0,379;1;1;1;1
"effectif";1;1;0,166;1;1;0,012;1;0,939;0,146;1;0,558
"déplorer";1;1;0;1;1;1;1;0,245;0,146;0,406;1
"déclencher";1;0,054;0,006;0,647;1;1;1;1;0,107;1;1
"déclaration";1;1;0,123;1;1;1;1;0;1;1;1
"dpa";1;1;1;1;1;1;1;1;1;1;0
"domestique";1;1;1;0;0,558;1;1;1;1;1;1
"diversité";1;1;1;0;1;1;0,296;1;1;0,251;1
"dialogue";1;1;0,821;0,112;0,558;1;1;0,939;0,787;1;0,133
"cycle";1;1;1;0;0,277;0,059;1;1;1;0,854;1
"coûter";0,365;1;0,744;1;1;0,131;0,06;0,86;1;1;1
"contenu";1;1;0,123;1;1;1;1;0,86;0;1;1
"contacter";1;1;0,006;1;1;0,131;1;0,86;0,711;1;1
"contact";1;0,64;1;0,112;0,001;1;1;1;0,787;1;1
"constituer";1;1;0,123;1;1;1;1;0,189;1;0,327;1
"congrès";1;0,64;1;1;1;0,837;1;0;1;1;1
"compléter";1;0,64;1;1;1;1;0;1;0,787;0,406;1
"comparer";1;1;0,744;0,647;0,008;0,131;1;1;0,711;1;1
"cher";0,448;1;1;1;1;0;1;0,245;1;1;1
"chanteur";1;1;1;1;1;1;1;0,469;1;0;0,749
"chanson";0,085;1;1;1;1;0,837;1;0,939;0,787;0;1
"cellule";1;1;1;1;0;1;1;0,86;0,711;1;1
"bord";1;0,054;0;1;1;1;0,379;1;1;1;1
"beauté";0,448;1;1;0,112;1;1;1;1;1;0;1
"avis";1;1;1;1;0,008;0,76;1;0,014;0,711;1;1
"auprès_de";1;1;1;0,647;0,008;0,76;1;1;1;1;0,463
"athlète";0;1;1;0,647;0,463;1;1;1;1;1;1
"apprendre";1;1;1;1;0,878;0,492;1;1;0,025;0,119;0,878
"analyser";1;1;1;0,112;0;0,837;1;1;1;1;1
"alcool";1;1;1;0,72;0,001;0,837;1;1;1;0,069;1
"ahmed";1;1;0;1;0,277;1;1;0,68;0,543;1;1
"aggraver";1;1;0,166;0,112;0,016;0,837;1;1;1;1;0,558
"afrique";0,055;0,569;0,006;1;1;1;1;0,86;1;1;1
"acheter";1;1;1;1;0,558;0;0,465;1;1;1;1
"accélérer";1;0,569;1;1;0,008;0,76;1;1;0,107;1;1
"absence";1;0,569;0,744;0,647;1;1;1;0;1;1;1
"époux";1;1;1;1;0,749;1;1;0;0,354;1;1
"époque";0,522;0,174;1;1;1;1;0,534;1;1;0,031;1
"émotionnel";1;1;1;1;0;1;0,673;1;1;0,623;1
"élément";1;1;1;0,568;0,369;1;0,296;1;0,63;0,025;1
"écrivain";1;1;1;1;1;1;0,225;0;1;1;1
"zelensky";1;1;0,006;1;1;1;1;0;1;1;1
"xhaka";0;1;1;1;1;1;1;1;1;1;1
"voyage";1;1;1;1;1;0,76;0,06;0,189;1;0,002;1
"volonté";1;1;1;1;0,008;0,76;1;0,189;0,107;1;1
"voler";0,783;0,336;1;1;0,878;0,033;0,798;1;1;1;0,878
"violation";1;1;0;1;1;1;1;0,86;1;1;0,463
"valaisanne";0,055;0,569;1;1;1;1;0,06;1;0,711;1;1
"témoin";1;1;0;1;0;1;1;1;1;1;1
"toxique";1;1;1;0,054;0;1;1;1;1;0,251;1
"tourner";1;1;1;0,398;0;0,492;1;1;1;0,744;1
"tournant";1;1;1;1;1;1;1;0,774;1;0;0,369
"tir";1;1;0;1;1;1;1;0,189;0,711;1;1
"tessinoise";0;1;0,744;1;1;1;1;1;0,711;1;1
"temporairement";1;0;1;1;0,463;1;1;0,86;1;1;1
"talent";0,283;1;1;1;1;1;1;1;1;0;1
"tabac";1;1;1;1;1;0,677;0;1;1;1;1
"sûr";1;1;1;0,647;0;0,76;1;1;1;1;1
"symptôme";1;1;1;0,568;0;1;1;1;1;1;0,369
"suédois";0;0,417;1;1;0,991;1;0,909;1;1;1;1
"surface";0,783;0;0,478;1;0,878;1;1;1;1;0,744;1
"stabilité";1;1;0,123;1;1;1;0,004;0,86;0,711;1;1
"spécialiser";0,783;1;0,031;0,398;0,878;1;0,798;1;1;0,744;1
"souffrir";1;1;1;1;0;1;1;1;0,711;1;1
"solaire";1;0,054;1;0,647;0;1;1;1;1;1;1
"slovénie";0;1;1;1;1;1;1;1;1;1;1
"scolaire";1;1;1;1;0;1;0,004;1;1;1;1
"schuerpf";1;1;1;1;1;1;1;1;1;1;0
"salle";1;1;0,661;1;1;0,677;1;1;0,63;0;1
"routier";1;0,054;0,123;0,647;0,463;0,76;0,379;1;1;1;1
"rose";0,894;0;1;1;0,991;1;1;1;1;0,181;1
"revanche";1;1;0,744;1;0,463;1;0,06;0,189;0,711;1;1
"restriction";1;1;1;1;0,463;0,76;0,379;0,86;0,004;1;1
"reposer";1;0,569;1;0,002;0,463;1;1;1;1;0,002;1
"remplir";1;1;1;1;1;0,76;0,06;1;0;1;1
"regarder";1;1;1;1;1;1;1;1;1;0;0,463
"pénurie";1;1;0,744;0,647;0,008;0,76;1;1;0,107;1;1
"puissant";1;1;0;1;0,463;1;1;1;1;0,327;1
"puissance";1;0,569;1;1;1;0,76;0,06;0,189;0,711;1;1
"publicité";1;1;1;1;1;0,092;0,002;1;1;0,025;1
"préparation";1;1;0,123;0,647;1;1;1;0,86;1;1;0,09
"préférer";0,894;1;1;1;1;0,059;0,217;1;0,001;1;1
"précipitation";1;0;0,123;1;1;1;1;1;1;1;0,463
"province";1;1;0;1;1;1;1;1;1;1;1
"prolongé";1;0,417;0,573;1;0,991;0,587;1;0,092;1;0,181;1
"privilégier";1;1;1;1;0;0,131;1;1;1;1;1
"prisonnier";1;0,417;0;1;0,991;1;1;0,68;1;0,854;1
"prestation";0,994;1;0,085;0,568;1;0,092;1;1;0,63;1;1
"post";1;1;1;0,081;1;1;0,379;0,189;1;0,327;1
"pop";0,055;1;1;1;1;1;1;1;0,711;0;1
"photographie";0;1;1;1;1;1;1;1;1;0;1
"perspective";1;1;1;0,647;0,008;1;1;0,86;0,107;1;0,463
"persister";1;1;0,123;1;0,008;0,76;1;1;1;1;0,463
"ours";1;1;0,085;0,001;0,369;1;1;1;1;0,251;1
"organisé";0,055;1;1;0,647;1;0,007;1;0,189;1;1;1
"ofs";1;1;1;0;1;0,76;1;1;1;1;1
"oeil";0,033;1;1;0,568;0,369;1;1;1;0,63;0,251;1
"notable";1;0,054;0,744;0,081;1;1;0,379;1;0,711;0,327;1
"norme";1;1;1;0,647;1;0,76;0;1;1;1;1
"nocturne";1;0;1;1;0,463;1;1;1;1;1;1
"nationalité";0,283;1;1;0,568;0,369;0,677;0,036;1;1;1;1
"mêler";1;1;1;1;1;1;1;1;1;0;1
"météosuisse";1;0;1;1;1;1;1;1;1;1;1
"mère";0,207;1;1;0,485;1;1;1;0;1;0,854;1
"moderne";1;0,035;1;1;1;1;0,036;1;1;0,953;0,369
"mexique";0;1;1;1;1;1;1;1;1;1;1
"meillard";0;1;1;1;1;1;1;1;1;1;1
"maire";1;1;1;1;1;0,76;1;0;0,711;1;0,463
"législatif";1;1;1;1;1;1;1;1;0;1;1
"lionel";0,994;1;1;1;1;1;1;1;0,002;0,001;1
"licenciement";1;1;1;1;1;0;1;0,014;0,107;1;1
"lancement";0,017;0,417;1;1;0,991;1;1;0,68;1;0,854;0,991
"kilo";0,283;0,035;1;1;1;1;0,296;0,774;1;1;1
"jury";1;1;1;1;0,878;0,492;0,146;0,579;1;0,119;1
"jardin";1;0,495;1;0,054;1;1;1;1;1;0;1
"intégrer";1;1;1;0,485;0,031;1;1;1;1;0,013;0,991
"infraction";1;1;1;0,647;1;0,131;1;0,86;0;1;1
"industrie";1;1;1;1;1;0,677;0,002;1;1;0,251;1
"illustrer";1;1;1;1;0,369;0,677;0,296;0,774;1;0,025;1
"icône";0;1;1;1;1;1;1;1;0,543;1;0,991
"harry";0;1;1;1;1;1;1;1;0,451;1;1
"gestion";0,994;1;1;1;0;1;1;1;0,63;0,953;1
"fsr";1;1;0;1;1;1;1;0,014;1;1;1
"fréquenter";1;0,054;1;1;0,463;0,76;1;1;1;0,327;0,463
"fréquence";1;0;1;0,647;1;1;0,379;1;0,711;1;1
"fortune";1;1;1;1;1;0;0,004;1;0,711;1;1
"forcer";1;1;0;1;1;1;1;1;0,711;1;1
"fonctionner";1;0,569;0,744;1;0,463;0,76;0,379;1;1;1;0,463
"flueeler";1;1;1;1;1;1;1;1;1;1;0
"facture";1;1;0,123;1;1;0,007;1;1;0,711;1;1
"expression";0,783;1;1;1;1;1;1;0,055;0;0,744;1
"exploiter";1;0,569;0,744;1;0,008;1;1;1;1;0,044;1
"exploit";0;1;1;1;1;1;1;1;0,711;1;1
"excessif";1;1;0,744;1;0;0,76;1;0,86;1;1;1
"environnemental";1;1;1;0,568;0,369;1;0,036;0,137;1;0,953;1
"endommager";1;1;0;1;1;1;0,798;1;1;0,744;0,878
"emji_voiture";1;0,001;1;0,081;1;0,76;0,004;1;1;1;1
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";0;1;1;1;1;1;1;1;1;1;1
"emji_téléviseur";0,783;1;1;1;1;0,492;1;1;0,451;0;1
"emji_symbole_d_interdiction";1;1;1;1;0,008;1;0,379;0,86;0,711;0,327;1
"emji_stéthoscope";1;1;0,661;1;0;0,677;1;1;1;1;1
"emji_drapeau_ukraine";1;1;0;1;1;1;1;0;1;1;1
"emji_drapeau_royaume_uni";1;1;1;1;0,991;1;1;0,092;1;0;1
"emji_drapeau_brésil";0,207;1;0,054;1;1;1;1;0;1;1;1
"elon";1;1;1;1;1;1;1;0;0,107;1;1
"dépression";1;1;1;1;0;1;1;1;1;1;1
"diviser";1;0,054;1;0,647;1;0,131;1;0,189;0,004;1;1
"distinguer";1;1;0,744;0,081;1;1;0,379;1;1;0,002;1
"diminution";1;0,054;1;0;1;0,76;1;1;1;1;1
"cédric";0;1;1;1;1;1;0,673;1;1;1;0,749
"court";1;0,417;1;0;1;1;0,217;1;1;0,854;0,991
"corée";1;0,569;1;1;1;1;1;0;1;0,327;0,463
"communication";1;1;0,001;1;0,991;1;0,909;1;1;0,181;0,991
"code";1;1;1;1;0,369;1;1;0,774;0;1;1
"cinquième";0,894;1;1;1;1;0,059;0,217;0,68;0,543;0,854;1
"christof";1;1;1;1;1;1;1;1;1;1;0
"chien";0,994;1;1;0,001;1;0,677;1;1;1;0,953;1
"cave";0,894;1;1;0,485;1;0,587;0,909;1;1;0;1
"casque";1;1;1;1;1;0,677;0,002;1;1;0,025;1
"capturer";1;1;1;0,398;0,878;1;1;1;1;0;1
"cap";0;0,495;1;1;1;1;1;1;0,63;1;1
"café";0,372;1;1;1;1;1;1;0,234;1;0,344;0,443
"bénévole";1;0,054;1;0;1;1;0,379;0,86;1;1;1
"bonheur";1;1;0,003;0,054;1;1;1;1;1;0,251;1
"bbc";1;1;1;1;0,003;1;1;0,007;1;1;0,369
"banque";1;1;1;1;1;0;1;0,68;1;1;1
"autriche";0;1;1;1;1;0,76;0,06;0,86;1;1;1
"attaquer";0;1;0,006;1;1;1;1;1;1;1;1
"assister";0,001;1;0,661;1;1;1;1;0,137;0,63;0,953;1
"appliquer";1;1;1;1;1;0,131;0;0,86;1;1;1
"apparaître";1;1;1;1;1;0,76;1;1;1;0;1
"annulation";1;0,569;1;1;1;0,76;1;1;0,004;0,327;1
"anglais";0,365;1;1;1;1;1;1;1;1;0;1
"ampleur";1;1;0,744;1;0,463;0,131;0,379;1;1;0,327;1
"alternative";1;0,054;1;1;0,463;0,131;0,379;1;1;1;0,463
"afficher";0,365;0,054;1;0,647;1;0,131;1;0,86;1;1;1
"adversaire";0;1;1;1;1;1;1;1;1;1;1
"accru";1;1;1;0,647;0,463;0;1;0,86;1;0,327;1
"électoral";1;1;1;1;1;1;1;0,774;0;1;1
"électeur";1;0,495;1;1;1;1;1;1;0;1;1
"world";0,283;1;1;0,568;1;1;1;0,774;1;0,953;0,369
"wissam";0,002;1;1;1;1;1;1;1;1;1;0,27
"voyager";1;1;1;1;0,878;0,033;0,008;0,579;1;1;1
"votation";1;1;1;1;1;1;0,296;1;0,074;1;0
"von";0;1;1;1;1;1;1;1;1;1;0,369
"virus";1;1;1;0;1;1;1;1;1;0,953;0,369
"violer";1;1;0;1;1;1;1;0,007;1;0,251;1
"urbain";1;1;1;0,568;1;1;0,002;1;1;0,953;0,369
"typhon";1;1;0;1;1;1;1;1;1;0,953;1
"tracer";0,001;0,035;0,085;1;1;1;1;1;1;1;1
"torture";1;1;1;1;0,604;1;0,534;1;0;1;1
"til";1;1;1;1;1;1;1;1;1;1;0
"temporaire";1;0;1;1;1;0,003;1;0,137;1;1;1
"taille";1;0,495;1;0,001;1;1;0,296;0,774;1;0,251;1
"sécuriser";1;0,495;0,085;0,568;1;1;0,002;1;1;1;1
"syrien";1;1;0,014;1;1;1;1;0;1;0,623;1
"suspect";1;1;0,001;0,485;1;0,587;1;0,092;1;1;0,991
"succéder";0,033;1;1;1;1;1;1;0,774;0;1;1
"stationnement";1;0,02;1;1;1;0,587;0,018;1;1;0,854;0,991
"soupçonner";1;1;0,005;1;1;0,286;1;0,011;1;1;1
"slalom";0;1;1;1;1;1;1;1;1;1;1
"session";1;0,02;1;1;1;0,587;0,001;1;1;1;0,991
"scandale";1;1;1;1;1;1;1;0;0,012;1;1
"sarah";0,994;1;1;1;0;0,677;1;0,774;1;1;1
"saisir";0,283;0,495;0,661;1;1;0,092;1;0,774;0,074;1;1
"rêve";0;1;1;1;1;1;0,909;1;1;0,181;1
"régulièrement";0,994;1;0,661;0,054;0,056;1;1;0,774;1;1;1
"régulier";0,894;0,417;0,573;1;0,277;1;0,909;0,092;1;1;1
"récolter";1;1;1;1;0,369;1;1;0,774;0,074;0,251;1
"ruetschi";1;1;1;1;1;1;1;1;1;1;0
"revoir";1;1;0,661;1;0,369;0,092;0,036;1;1;1;1
"revendiquer";1;1;0,478;1;1;1;1;0;1;1;1
"restauration";1;0,01;1;1;1;0,033;0,146;1;1;0,744;1
"restaurant";1;0,417;0,573;1;0,991;0,587;0,217;1;0,543;1;0,991
"respectivement";0;1;1;0,032;1;1;1;1;0,046;1;1
"respect";0,894;1;1;1;0,991;1;0,001;1;1;1;0,277
"requin";0,138;1;0,478;1;0,193;0,492;1;1;1;1;0,878
"repas";1;1;1;1;0;0,492;0,146;1;1;1;1
"rassemblement";0,994;1;0,661;1;1;1;1;0;0,074;1;1
"rappel";0,033;1;0,661;1;0,003;1;1;1;0,63;1;1
"quartier";0,994;1;0,661;1;1;1;0,036;0,774;0,63;1;1
"présidence";1;1;1;1;1;1;1;0,007;0;1;1
"prudence";1;0,495;0,661;0,001;0,056;1;1;1;1;1;1
"provenance";1;0;0,085;1;1;1;1;0,774;1;1;1
"propos";0,894;1;0,054;1;0,277;1;1;0,68;0,046;1;1
"profond";0,894;1;1;0,485;0,031;1;0,909;0,68;1;0,854;1
"pourparlers";1;1;0,085;1;1;1;1;0;1;1;1
"poupée";0,659;1;1;1;1;1;1;0,469;1;0;1
"port";1;0;0,661;1;1;1;0,036;1;0,63;1;1
"pollution";1;1;1;0,568;0;1;1;1;1;1;1
"pointe";1;0;1;1;1;0,677;1;0,774;1;0,953;0,369
"planète";0,007;0,336;1;0,398;1;1;1;0,579;1;1;0,878
"pic";1;0,035;1;0,054;0,056;0,677;1;1;1;1;1
"paysage";1;0;1;1;1;1;1;1;0,074;0,001;1
"paul";0,994;1;1;1;1;0,677;1;0,774;0,074;0,025;1
"particulier";0,994;0,495;1;1;1;1;0,296;0,007;1;0,953;1
"ouvrier";1;0,01;0,478;1;0,193;1;0,146;1;1;1;1
"opposant";1;1;1;1;1;1;1;0;0,002;1;1
"opportunité";1;0,495;1;0,568;1;0,677;1;1;1;0,025;0,369
"obliger";0,994;1;1;1;0,369;0,677;1;0,137;0,63;0,953;1
"nucléaire";1;1;1;1;1;1;1;0,007;0;1;1
"neuchâtelois";1;1;0,573;1;1;1;0,001;1;0,543;0,181;1
"mythique";0,001;1;1;1;1;1;1;1;1;0,001;1
"montreux";0,138;0,01;1;1;1;1;1;1;1;0,005;1
"militant";1;1;0,003;1;1;1;0,296;0,774;0,63;0,953;1
"maurice";1;1;1;1;0,878;0,492;0,008;1;0,025;1;1
"marin";0,659;1;0,378;1;0,119;0,39;1;1;1;1;0,749
"manifestant";1;1;0,054;1;1;1;0,909;0,092;0,001;1;1
"malade";0,994;1;0,661;0;1;1;1;0,774;1;1;1
"macron";1;1;1;1;0,878;1;1;0;1;1;0,878
"luca";0,138;1;1;1;1;1;1;1;1;1;0
"loyer";1;1;1;1;1;0;0;1;1;1;1
"linguistique";1;1;1;1;1;1;0;1;1;0,744;0,878
"leanza";1;1;1;1;1;1;1;1;1;1;0
"julien";0;0,336;1;1;1;1;1;1;1;1;1
"jeffrey";1;1;1;1;1;1;1;0;1;1;1
"introduction";1;0,035;1;1;1;0,092;0,296;1;0,63;0,953;1
"interpeller";1;1;0;1;1;1;1;0,001;1;1;1
"intensifier";1;1;0;1;1;1;0,296;0,137;1;1;1
"instance";0,659;1;1;1;1;0,39;1;0,028;0,354;1;0,749
"insecte";1;1;1;0;1;1;1;1;1;0,181;1
"inscription";1;1;1;1;1;1;0,534;1;0,255;0,031;0,604
"immédiatement";0,783;1;0,478;1;0;1;1;0,579;1;1;1
"immense";0,081;1;0,378;1;1;1;1;1;1;0,002;1
"hôtel";0,207;0,417;1;1;1;0,587;0,909;1;0,543;0,181;1
"hygiène";1;1;1;0,568;0;1;0,036;1;1;1;1
"honorer";0;1;1;1;1;1;1;1;1;0,001;1
"habitude";1;0,035;1;0,568;1;0,003;0,036;1;1;1;1
"grimper";0,017;1;0,573;1;0,991;1;0,217;1;1;0,854;1
"globe";0;1;1;1;1;1;1;1;1;1;1
"genre";0,994;1;1;1;0,369;1;0,036;1;1;0,025;1
"gabriel";1;1;1;1;1;0,587;1;0,68;0,543;0,181;0,031
"françois";1;1;1;1;0,193;1;0,798;1;1;0,005;0,878
"foule";0,994;0,495;0,661;1;1;0,677;1;0,774;1;0,251;1
"fonctionnement";1;0,495;1;1;1;0,677;0,296;0,007;0,63;1;1
"fils";0,994;1;0,661;1;0,369;0,677;1;0;1;1;1
"fantastique";0,217;0,041;1;1;1;1;1;0,121;1;1;1
"eurovision";0,283;1;1;1;1;0,677;1;0,774;0,074;0,251;1
"esthétique";0,894;1;1;1;0,277;1;1;1;1;0;1
"essai";1;0,417;1;0,485;0,991;0,587;1;0,092;0,543;1;0,991
"entièrement";0,138;0,336;1;1;1;0,492;1;1;1;0,005;1
"ennio";1;1;1;1;1;1;1;1;1;1;0
