"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"164";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"165";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
"166";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;62;62;62;62;62;62;62;62;62
"167";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"168";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56;56;56;56;56;56
"169";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"170";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"171";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63;63;63;63;63;63
"172";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;69;69;69;69;69;69
"173";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"174";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"175";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"176";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"177";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"178";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"179";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"180";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75
"181";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"182";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"183";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"184";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;72;72;72;72
"185";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;73;73;73;73
"186";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"187";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63;63;63;63;63;63
"188";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"189";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"190";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;65;65;65;65;65;65;65;65
"191";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57;57;57;57;57;57
"192";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"193";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"194";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;65;65;65;65;65;65;65;65
"195";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;77;77
"196";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"197";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;73;73;73;73
"198";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"199";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;67;67;67;67;67;67;67
"200";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;55;55;55;55;55;55;55;55;55;55;55;55;55
"201";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"202";2;4;6;8;11;12;12;12;12;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"203";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;79
"204";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"205";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"206";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"207";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;73;73;73;73
"208";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"209";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"210";2;4;6;9;9;9;9;9;18;18;18;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"211";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"212";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"213";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
"214";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"215";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"216";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"217";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"218";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"219";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"220";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"221";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;71;71;71;71;71
"222";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"223";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"224";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"225";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;67;67;67;67;67;67;67
"226";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
"227";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"228";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
"229";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;79
"230";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;78
"231";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;76;76
"232";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"233";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"234";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56;56;56;56;56;56
"235";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"236";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"237";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"238";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61;61;61;61;61;61
"239";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"240";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75
"241";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75
"242";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"243";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"244";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;76;76
"245";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;69;69;69;69;69;69
"246";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"247";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75
"248";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;76;76
"249";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"250";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56;56;56;56;56;56
"251";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;71;71;71;71;71
"252";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"253";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;77;77
"254";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;62;62;62;62;62;62;62;62;62
"255";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"256";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"257";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
"258";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;65;65;65;65;65;65;65;65
"259";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"260";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"261";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56;56;56;56;56;56
"262";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"263";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"264";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"265";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"266";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"267";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;73;73;73;73
"268";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"269";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;55;55;55;55;55;55;55;55;55;55;55;55;55
"270";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;73;73;73;73
"271";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58;58;58;58;58;58
"272";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"273";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"274";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"275";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;62;62;62;62;62;62;62;62;62
"276";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58;58;58;58;58;58
"277";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"278";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"279";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;73;73;73;73
"280";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"281";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74
"282";2;4;6;9;9;9;9;9;18;18;18;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"283";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;79
"284";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
"285";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"286";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57;57;57;57;57;57
"287";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75
"288";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"289";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"290";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"291";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"292";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"293";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"294";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"295";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"296";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"297";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"298";2;4;6;9;9;9;9;9;18;18;18;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"299";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;71;71;71;71;71
"300";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57;57;57;57;57;57
"301";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"302";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"303";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;69;69;69;69;69;69
"304";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"305";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"306";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"307";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63;63;63;63;63;63
"308";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"309";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"310";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"311";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"312";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"313";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56;56;56;56;56;56
"314";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"315";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74
"316";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57;57;57;57;57;57
"317";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"318";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"319";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"320";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"321";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75
"322";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56;56;56;56;56;56
"323";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"324";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"325";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"326";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;72;72;72;72
"327";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"328";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"329";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"330";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"331";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;77;77
"332";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"333";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
