"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"334";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;65;65;65;65;65;65;65;65
"335";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"336";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"337";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;65;65;65;65;65;65;65;65
"338";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"339";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;62;62;62;62;62;62;62;62;62
"340";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"341";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"342";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"343";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;65;65;65;65;65;65;65;65
"344";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"345";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"346";2;4;6;8;11;13;13;16;16;16;16;16;16;16;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"347";2;4;6;8;11;13;13;16;16;16;16;16;16;16;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"348";2;4;6;8;11;13;13;16;16;16;16;16;16;16;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"349";2;4;6;8;11;13;13;16;16;16;16;16;16;16;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"350";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"351";2;4;6;8;11;13;13;16;16;16;16;16;16;16;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"352";2;4;6;8;11;13;13;16;16;16;16;16;16;16;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"353";2;4;6;8;11;13;13;16;16;16;16;16;16;16;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"354";2;4;6;8;11;13;13;16;16;16;16;16;16;16;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"355";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58;58;58;58;58;58
"356";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"357";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"358";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58;58;58;58;58;58
"359";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;55;55;55;55;55;55;55;55;55;55;55;55;55
"360";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;71;71;71;71;71
"361";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"362";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;79
"363";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61;61;61;61;61;61
"364";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74
"365";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57;57;57;57;57;57
"366";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;73;73;73;73
"367";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61;61;61;61;61;61
"368";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;71;71;71;71;71
"369";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"370";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"371";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"372";2;4;6;8;11;12;12;12;12;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"373";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61;61;61;61;61;61
"374";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"375";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"376";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"377";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"378";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"379";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"380";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"381";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"382";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;79
"383";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"384";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"385";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;65;65;65;65;65;65;65;65
"386";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"387";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58;58;58;58;58;58
"388";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;79
"389";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;69;69;69;69;69;69
"390";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"391";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"392";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"393";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;55;55;55;55;55;55;55;55;55;55;55;55;55
"394";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;73;73;73;73
"395";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;76;76
"396";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"397";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"398";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
"399";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"400";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"401";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"402";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56;56;56;56;56;56
"403";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;78
"404";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"405";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"406";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;69;69;69;69;69;69
"407";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63;63;63;63;63;63
"408";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58;58;58;58;58;58
"409";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;78
"410";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;76;76
"411";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74
"412";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"413";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;76;76
"414";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56;56;56;56;56;56
"415";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;67;67;67;67;67;67;67
"416";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"417";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"418";2;4;6;8;11;12;12;12;12;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"419";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;62;62;62;62;62;62;62;62;62
"420";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;67;67;67;67;67;67;67
"421";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61;61;61;61;61;61
"422";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75
"423";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;61;61;61;61;61;61;61;61;61;61
"424";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"425";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;73;73;73;73
"426";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"427";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;55;55;55;55;55;55;55;55;55;55;55;55;55
"428";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"429";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"430";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;56;56;56;56;56;56;56;56;56;56;56;56
"431";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;69;69;69;69;69;69
"432";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63;63;63;63;63;63
"433";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75
"434";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;62;62;62;62;62;62;62;62;62
"435";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"436";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"437";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;72;72;72;72
"438";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;55;55;55;55;55;55;55;55;55;55;55;55;55
"439";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;62;62;62;62;62;62;62;62;62
"440";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;70;70;70;70;70
"441";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57;57;57;57;57;57
"442";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;72;72;72;72
"443";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"444";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"445";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"446";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;64;64;64;64;64;64;64;64
"447";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;76;76
"448";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"449";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"450";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;78
"451";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"452";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;72;72;72;72
"453";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;53;53;53;53;53;53;53;53;53;53;53;53;53;53
"454";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"455";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"456";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"457";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"458";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;78
"459";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;65;65;65;65;65;65;65;65
"460";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
"461";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"462";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;77;77
"463";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;79
"464";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;71;71;71;71;71
"465";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63;63;63;63;63;63
"466";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;72;72;72;72
"467";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"468";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
"469";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;36;36;36;36;36;36;36;36;52;52;52;52;52;52;52;52;52;52;52;52;52;52
"470";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"471";2;4;6;8;11;13;13;16;16;16;16;16;16;16;30;30;30;30;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75
"472";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;72;72;72;72
"473";2;4;6;9;9;9;9;9;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
"474";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;49;49;49;49;49;49;60;60;60;60;60;60;60;60;60;60
"475";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"476";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58;58;58;58;58;58
"477";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;58;58;58;58;58;58;58;58;58;58;58
"478";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"479";2;4;7;7;7;7;14;14;14;14;14;14;14;14;14;14;34;34;34;34;34;34;34;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
"480";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;65;65;65;65;65;65;65;65
"481";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"482";2;4;6;8;11;12;12;12;12;21;21;21;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;72;72;72;72
"483";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
"484";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;67;67;67;67;67;67;67
"485";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;79
"486";2;4;6;9;9;9;9;9;18;18;18;24;24;29;29;29;29;29;29;29;29;29;46;46;46;46;46;46;59;59;59;59;59;59;59;59;59;59;59
"487";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;66;66;66;66;66;66;66
"488";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;55;55;55;55;55;55;55;55;55;55;55;55;55
"489";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"490";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"491";2;4;6;9;9;9;9;9;18;18;18;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"492";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"493";2;4;6;8;11;12;12;12;12;21;21;21;27;27;27;27;27;27;27;27;43;43;43;43;43;43;54;54;54;54;54;54;54;54;54;54;54;54;54
"494";2;4;6;9;9;9;9;9;18;18;18;24;24;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;63;63;63;63;63;63;63;63;63
"495";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"496";2;4;6;8;11;13;13;16;16;16;16;16;16;16;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"497";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
"498";2;4;6;8;11;13;13;17;17;17;17;17;17;17;17;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;67;67;67;67;67;67;67
"499";2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;39;39;39;45;45;45;45;45;45;57;57;57;57;57;57;57;57;57;57;57;57
"500";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;79
"501";2;4;6;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"502";2;4;7;7;7;7;15;15;15;15;22;22;22;22;22;22;22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;68;68;68;68;68;68
"503";2;4;7;7;7;7;15;15;15;15;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;78
