de;31;32;28;27;34;32;29;38;37;40;28;31;33;26;42;28;37;26;25;38;30;32
la;32;32;27;27;34;30;26;39;36;40;27;28;31;25;42;27;35;25;24;38;29;31
le;26;32;25;25;33;27;28;37;35;36;28;30;30;23;41;27;33;24;25;38;30;32
les;30;30;28;23;33;31;26;34;37;37;22;27;28;23;36;26;33;25;25;35;28;27
l;30;28;19;27;32;31;26;35;32;38;24;27;31;21;39;27;29;24;25;38;29;30
avoir;23;15;21;26;34;23;22;38;31;39;25;28;26;22;34;29;27;20;20;30;29;30
être;28;30;24;26;32;29;24;34;33;40;27;28;30;22;40;26;27;24;23;35;28;30
et;30;33;26;26;32;30;27;37;35;37;27;30;30;22;41;25;31;26;23;34;28;30
à;28;31;22;27;30;26;25;38;32;39;25;27;29;24;41;28;30;26;23;36;29;30
des;31;31;25;26;33;31;26;31;30;39;25;27;31;24;38;26;29;25;25;32;29;24
en;31;32;20;22;32;28;21;38;33;34;21;28;29;22;37;24;36;23;24;32;28;30
d;24;28;17;18;27;28;22;35;26;37;24;27;27;22;36;20;29;25;22;34;26;30
un;25;27;23;23;24;27;22;37;32;33;24;26;23;20;38;25;27;17;21;34;28;24
une;24;24;21;23;30;23;25;30;30;30;24;23;28;18;34;22;32;23;23;32;22;26
pour;27;27;18;22;25;30;18;33;27;28;25;24;22;20;31;22;32;17;15;34;21;29
du;17;19;19;20;26;18;16;35;26;20;17;25;20;12;31;23;24;18;15;25;25;21
dans;22;21;18;18;19;15;16;26;26;29;21;18;20;15;32;20;25;14;16;24;23;19
sur;20;15;12;15;25;25;16;24;18;30;19;21;17;14;25;14;31;16;15;23;19;22
par;17;21;12;20;25;16;17;20;20;18;19;23;20;17;27;19;16;11;16;26;21;18
que;26;13;14;11;23;22;13;23;17;18;12;13;20;10;20;10;19;19;17;19;19;20
plus;18;14;19;13;12;17;17;27;17;15;19;18;19;13;20;11;24;14;16;15;11;14
au;14;16;13;14;21;11;9;25;22;19;10;18;17;9;22;17;13;11;9;18;17;11
avec;11;16;15;14;12;14;11;20;21;16;21;19;8;11;15;15;15;10;15;13;7;10
qui;7;10;9;14;22;18;11;29;18;13;16;18;15;9;25;12;14;15;10;23;11;15
ce;10;14;15;14;18;14;11;24;21;9;16;11;14;11;20;11;11;10;9;11;12;9
cette;18;12;6;12;23;13;16;16;15;10;8;17;9;10;18;10;18;7;13;21;10;15
s;10;12;15;11;12;7;13;18;19;18;10;14;14;7;24;16;18;7;8;17;16;13
il;5;11;6;17;15;8;5;24;13;11;11;14;11;7;18;11;10;6;7;16;12;12
son;7;5;5;17;12;7;4;27;14;15;16;16;10;5;12;11;9;5;1;10;9;15
ne;9;6;5;8;20;11;7;20;12;18;7;9;14;8;19;10;12;8;10;17;11;11
aux;8;13;4;5;7;11;11;10;10;10;12;11;9;5;16;12;12;14;7;12;6;8
an;7;5;1;9;9;5;5;21;9;9;11;11;6;6;13;9;11;6;16;12;7;16
sa;5;4;5;6;6;3;4;24;8;11;10;16;8;6;10;10;7;1;3;4;6;12
se;7;11;16;5;11;8;10;19;18;16;5;10;8;7;15;7;10;6;6;7;11;5
pouvoir;8;9;15;10;15;21;15;10;8;5;8;5;8;2;13;9;10;7;7;12;6;8
pas;7;1;3;6;17;9;8;18;7;11;3;8;10;7;12;7;11;7;7;16;6;5
ces;14;7;3;10;12;16;12;3;9;6;5;1;8;8;10;5;13;13;6;11;5;7
comme;11;5;4;6;6;9;12;18;11;6;11;17;9;7;10;12;9;9;11;9;8;8
faire;9;4;6;7;13;8;2;18;7;13;6;7;10;6;12;9;6;5;5;8;16;7
ou;14;6;7;3;4;14;15;12;7;5;4;7;11;6;9;4;9;12;8;7;4;5
après;1;5;10;16;12;1;5;15;8;16;7;7;2;3;6;11;6;1;2;4;16;13
ses;7;6;2;7;4;5;3;12;7;2;13;10;2;6;11;8;9;3;4;6;9;5
qu;2;1;3;11;8;8;7;19;9;9;5;6;7;5;7;5;4;7;9;5;12;8
selon;8;6;12;8;8;9;7;6;5;9;0;4;8;9;8;11;4;9;14;10;14;3
