"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"emji_drapeau_états_unis";-1,532;-1,583;-1,333;-1,283;-1,633;-0,125;-1,383;-1,887;-1,836;0,04;0,535;2,182;-1,583;-1,234;-0,423;270,369;-1,785;-1,234;-1,185;-1,836;-1,432;2,006
"débat";-0,016;-1,265;-1,065;1,243;30,562;3,37;-1,105;2,106;-1,468;-1,549;-1,065;-1,185;-0,025;0,008;-1,632;-0,001;-1,427;1,377;-0,947;0,356;-1,145;0,731
"dollar";0,076;-0,85;-0,716;-0,69;-0,877;-0,823;-0,743;-1,014;-0,986;-1,041;29,77;7,341;-0,85;-0,663;-1,097;16,778;-0,959;0,242;-0,637;1,409;-0,77;0,076
"baisser";-0,08;-1,476;-0,02;-0,011;2,04;-0,08;-0,032;-1,76;-1,712;-1,808;-1,243;-1,383;-0,099;-0,004;3,36;0,607;0,172;0,893;9,37;8,416;-1,336;-1,429
"artiste";-0,973;-1,005;-0,846;-0,815;-1,037;-0,973;-0,878;-0,01;0,874;-0,016;6,626;180,925;-1,005;-0,783;-1,296;-0,878;-1,133;-0,783;-0,752;-1,166;-0,909;-0,973
"vol";-0,675;9,055;-0,587;-0,565;-0,719;-0,675;-0,609;-0,831;2,243;0,06;-0,587;-0,653;-0,697;0,488;1,792;-0,609;2,374;-0,544;-0,522;0,09;0,299;0,229
"vidéo";-0,007;-1,213;-1,021;-0,983;-1,251;-0,007;0;2,341;0,433;10,769;10,591;-0,003;-1,213;0,018;-0,138;-1,059;-0,056;0,018;-0,908;-1,407;0;-0,007
"the";-1,073;-1,108;-0,934;0,034;-1,144;0;-0,968;0,563;7,359;-1,358;5,617;18,294;-1,108;-0,864;-0,077;-0,968;-1,25;1,891;6,822;-1,286;-1,003;-1,073
"susciter";-0,08;-1,476;-1,243;-1,197;16,731;2,386;-1,29;8,018;-1,712;-0,273;-0,02;-0,062;-0,099;-1,151;0,051;-1,29;0,172;-1,151;-1,105;0,141;-1,336;6,042
"soutien";-1,327;-0,057;-1,154;-1,111;6,172;2,835;-1,197;-1,634;-0,152;-0,198;-0,004;-1,283;2,637;9,874;-1,767;-1,197;0,272;1,112;0,003;-1,59;-0,019;2,835
"sexuel";-1,276;-1,318;-1,11;-1,069;-1,359;-1,276;0,893;-1,571;-1,528;1,763;-1,11;-0,018;-0,04;4,734;-0,209;-1,151;-1,486;4,734;0,008;-1,528;-1,192;89,455
"saint";-1,073;9,362;-0,934;1,73;-1,144;-1,073;-0,968;12,962;0,623;-1,358;-0,934;0,002;-1,108;-0,864;-1,43;-0,968;-0,021;-0,864;-0,83;13,501;-1,003;1,104
"recherche";0,123;-1,797;0,302;-0,091;-0,303;38,399;33,054;-2,143;-0,455;0;-1,514;-1,683;0,093;-1,402;-0,003;-1,57;0,018;0,437;-1,346;-2,085;-1,627;-0,234
"long";-0,101;0,286;-1,288;-1,24;-1,578;25,745;-0,046;0,082;3,926;-1,873;7,272;0,394;-0,123;-0,01;-0,377;-0,046;-0,225;-1,192;-1,145;-1,774;0,458;-1,481
"justice";-1,276;-1,318;-1,11;-1,069;2,688;-1,276;-1,151;-1,571;-1,528;1,763;-1,11;-1,234;-1,318;0,002;-0,209;-0,004;0,334;-1,027;-0,986;10,238;-1,192;72,175
"géant";-0,873;1,735;-0,759;-0,731;-0,93;0,047;-0,788;-1,075;1,204;-1,104;7,875;0,062;0,034;-0,703;-1,163;0,101;1,296;-0,703;-0,675;10,353;-0,816;0,047
"exprimer";-1,327;-1,37;-1,154;0,993;115,549;-1,327;-1,197;-0,174;-1,59;-1,678;3,795;-0,03;-1,37;-1,069;-0,248;3,527;0,272;-1,069;-1,026;-1,59;-1,24;-0,043
"euses";0,965;-0,005;0,01;-0,941;-0,01;0,965;10,72;-1,384;-0,048;-0,075;-0,977;-1,087;3,77;0,031;0,328;0,004;0,581;-0,905;-0,869;-0,048;-1,05;-1,124
"crise";2,835;-0,057;-1,154;16,581;11,578;-0,043;-0,011;-0,174;-1,59;-0,198;-1,154;-1,283;-1,37;-1,069;-0,248;-0,011;1,97;-1,069;1,243;-0,152;-0,019;-1,327
"considérer";-1,429;-1,476;-0,02;-0,011;-0,12;-1,429;-1,29;4;-0,218;-0,273;-1,243;-1,383;5,69;0,893;3,36;-0,032;0,172;0,893;-0,001;-0,218;0,53;-0,08
"climatique";25,671;0,875;1,412;0,019;-0,01;-1,124;-1,014;-1,384;-1,346;-1,421;-0,977;-1,087;0,875;-0,905;2,162;-1,014;0,581;-0,905;1,867;0,522;-1,05;-1,124
"cantonal";-1,481;0,286;0,61;-0,019;5,002;-1,481;-1,336;-1,823;-0,254;7,152;-1,288;-1,432;-1,529;8,285;-0,377;-1,336;1,448;-1,192;-1,145;19,951;-1,384;-1,481
"élection";0,003;-1,056;-0,89;168,051;17,137;-1,023;0,025;-1,26;-1,226;-1,294;-0,89;-0,989;-1,056;-0,824;-1,363;0,025;-1,192;-0,824;-0,791;-1,226;-0,956;0,003
"école";-0,973;-1,005;-0,846;-0,815;4,694;0,011;-0,878;-1,198;-0,005;-0,016;-0,846;-0,941;1,325;-0,783;13,439;0,043;-0,002;2,336;0,131;0,874;-0,909;-0,973
"sujet";0,011;-1,005;-0,846;-0,815;1,221;0,011;-0,878;-0,01;-0,005;-1,231;-0,846;-0,941;1,325;-0,783;-0,032;1,832;16,281;0,103;-0,752;0,874;0,03;-0,973
"rôle";-1,276;-1,318;-0,001;-1,069;0,496;0,633;0,893;-0,142;0,29;-0,163;16,616;-0,018;-1,318;-1,027;-0,209;-0,004;-0,103;1,238;0,008;-0,122;-1,192;0,633
"nolfi";-0,15;-0,177;-0,06;12,775;-0,205;23,439;-0,08;-0,364;-1,898;-2,004;-1,378;-1,532;-0,177;7,401;0,006;-1,429;-1,845;0,633;-1,225;0,052;0,337;-0,15
"matin";-1,276;54,594;9,304;-1,069;-0,053;-1,276;-1,151;-1,571;-1,528;15,412;-1,11;-1,234;-1,318;-1,027;-1,7;-1,151;-1,486;1,238;-0,986;-0,122;3,556;-1,276
"manquer";-1,429;-0,099;-1,243;-0,011;5,362;-0,08;-0,032;-0,245;-0,218;-1,808;0,692;0,461;-1,476;0,893;0,051;-0,032;0,172;15,771;-1,105;-0,218;-1,336;0,398
"loi";-1,378;0,407;-1,199;-0,004;10,893;-1,378;-1,243;-1,697;-1,651;-1,743;-1,199;-0,045;0,407;-1,11;-0,289;-1,243;-1,605;9,304;-1,065;22,169;-1,288;12,044
"imago";-1,174;-1,213;0,003;-0,983;-1,251;0,841;1,14;62,506;-0,07;-1,485;0,003;-1,136;-1,213;1,531;0,259;-1,059;-1,368;0,018;0,03;-1,407;-1,098;-0,007
"hiver";1,865;1,735;7,875;-0,731;-0,93;1,865;0,101;-1,075;0,001;-1,104;-0,759;0,062;0,034;2,897;0,892;-0,788;0,004;-0,703;-0,675;-1,046;-0,816;-0,873
"euro";0,076;-0,85;-0,716;-0,69;1,853;-0,823;-0,743;1,315;5,184;0,002;0,172;2,276;-0,85;-0,663;1,066;-0,743;0,016;-0,663;-0,637;0,009;-0,77;0,076
"emji_drapeau_france";-1,174;-0,013;-1,021;-0,983;3,23;-1,174;-1,059;-0,085;-0,07;-0,102;0,003;8,98;0,758;0,018;-0,138;-1,059;-1,368;-0,946;-0,908;-0,07;-1,098;35,032
"charger";-1,327;0,479;-1,154;-1,111;0,419;-0,043;-1,197;-1,634;-1,59;0,164;-0,004;3,048;6,529;0;0,111;-0,011;0,272;-1,069;1,243;0,232;-0,019;-0,043
"causer";-0,043;2,637;0,885;-1,111;-0,073;-1,327;0,787;-1,634;-1,59;21,694;-1,154;-1,283;-0,057;0;-0,248;-1,197;0,272;1,112;0,003;-0,152;0,699;-1,327
"bâle";-1,225;21,854;-1,065;-1,026;-0,036;-0,016;-1,105;5,495;2,253;-1,549;-1,065;-1,185;-0,025;0,008;-0,172;-0,001;0,405;0,008;-0,947;2,253;-1,145;-1,225
"urgence";0,731;3,151;-1,065;-1,026;0,583;-0,016;-0,001;-0,112;0,356;-0,131;-1,065;-0,009;-0,025;1,377;0,2;-1,105;0,405;-0,986;-0,947;-1,468;8,857;-1,225
"total";-0,043;2,637;0,885;-0,001;-0,073;-1,327;-1,197;4,684;-0,152;-1,678;-1,154;-1,283;-0,057;-1,069;3,981;0,787;-1,545;-1,069;1,243;1,83;0,699;-1,327
"salvatore";-0,125;-0,149;-0,045;13,434;-0,175;24,554;-0,062;-0,323;-1,836;-1,938;-1,333;-1,482;-0,149;7,828;0,016;-1,383;-1,785;0,711;-1,185;0,076;-0,081;-0,125
"parlement";-1,481;0,286;-1,288;32,601;32,821;-0,101;-1,336;-1,823;-1,774;-1,873;-1,288;-1,432;-0,123;0,798;-0,377;6,822;-1,725;-1,192;-1,145;1,33;-0,062;-1,481
"oeuvre";-1,124;-1,16;0,01;-0,941;3,542;-0,002;-1,014;-1,384;12,573;-1,421;5,183;4,275;-1,16;0,031;0,328;0,004;-0,036;-0,905;-0,869;-0,048;0,001;-1,124
"fermer";0;-0,001;1,582;0,034;0,918;0;0,012;-1,322;3,066;6,707;-0,934;0,002;-0,001;-0,864;-1,43;-0,968;-0,021;-0,864;-0,83;-0,03;1,323;-1,073
"expérience";-0,016;-1,265;-1,065;0,003;-0,036;7,934;4,133;-0,112;2,253;-1,549;9,921;-1,185;-1,265;0,008;-0,172;-1,105;-1,427;-0,986;-0,947;0,356;-1,145;3,37
"epa";0,841;-1,213;-1,021;-0,983;-0,022;-1,174;-1,059;-1,446;0,433;0,338;0,003;0,932;-0,013;1,531;-0,138;17,751;0,487;-0,946;-0,908;-1,407;1,031;-0,007
"célèbre";-0,043;-0,057;-1,154;-1,111;0,419;-0,043;-1,197;0,196;1,83;0,164;63,891;0,618;-1,37;-1,069;-1,767;0,787;-1,545;-1,069;-1,026;-1,59;-1,24;0,545
"augmentation";-1,327;-1,37;-1,154;-1,111;-0,073;2,835;-0,011;-1,634;-0,152;-0,198;-1,154;-0,03;19,521;0;3,981;-1,197;-0,13;1,112;1,243;1,83;-1,24;-1,327
"1er";-1,378;-0,077;3,517;-1,154;0,352;-1,378;-1,243;0,151;-0,184;-1,743;8,211;-1,333;-1,423;-0,001;3,657;0,692;-1,605;-1,11;-1,065;22,169;-0,031;-1,378
"officiel";-0,125;-0,149;-1,333;21,389;-0,175;-1,532;-0,062;-1,887;-1,836;-1,938;2,804;-0,102;0,236;0,711;0,016;0,461;0,1;-1,234;-0,009;-0,291;11,324;-1,532
"milliard";0,011;1,325;-0,846;0,08;0,002;-0,973;-0,878;-1,198;-1,166;-1,231;6,626;-0,941;0,006;-0,783;-0,032;6,244;-0,002;0,103;0,131;0,874;-0,909;1,438
"imposer";-1,023;-1,056;-0,89;1,93;0;0,003;1,629;3,213;-1,226;-1,294;0,038;0,008;0,001;0,073;-0,052;1,629;-0,009;0,073;-0,791;0,74;-0,956;0,003
"cadre";-1,225;0,654;-1,065;-1,026;-1,305;-0,016;-1,105;0,311;-0,094;-1,549;0;-1,185;7,516;0,008;1,717;1,01;-1,427;-0,986;-0,947;-0,094;8,857;3,37
"besoin";-1,073;-0,001;-0,934;0,034;-0,003;4,385;1,447;-0,04;-1,286;-1,358;1,582;-1,038;-1,108;-0,864;-1,43;0,012;0,688;1,891;14,336;0,623;-1,003;-1,073
"vente";-0,028;7,002;-1,11;-1,069;-1,359;0,633;-1,151;-1,571;0,29;-1,614;9,304;7,828;-1,318;-1,027;1,527;-1,151;-0,103;0,002;-0,986;0,29;-1,192;0,633
"valoir";-0,873;-0,902;7,875;-0,731;0,023;-0,873;-0,788;9,934;1,204;1,038;-0,759;-0,844;0,034;-0,703;-1,163;-0,788;4,894;-0,703;-0,675;1,204;-0,816;-0,873
"office";-0,002;8,69;-0,977;-0,941;-1,197;-0,002;0,004;-0,061;-1,346;-0,075;-0,977;-1,087;-1,16;5,916;10,669;-1,014;-0,036;-0,905;13,434;-0,048;-1,05;-1,124
"obtenir";-0,873;-0,902;-0,759;28,967;0,023;-0,873;-0,788;-1,075;-1,046;-1,104;0,126;0,062;1,735;-0,703;0,892;2,321;-1,017;-0,703;-0,675;0,001;2,157;0,047
"marque";-0,043;-1,37;0,885;-0,001;0,419;-0,043;-1,197;0,196;0,232;-1,678;15,707;-0,03;-1,37;0;0,111;-0,011;-0,13;-1,069;-1,026;-0,152;-1,24;6,912
"emji_ballon_de_football";-0,626;-0,646;-0,544;-0,524;0,243;-0,626;-0,565;159,458;0,142;-0,792;-0,544;-0,605;-0,646;-0,504;-0,834;-0,565;-0,729;-0,504;-0,484;-0,75;-0,585;-0,626
"eau";16,367;0,875;0,01;-0,941;-1,197;-1,124;-1,014;-1,384;-1,346;11,571;0,01;-1,087;-0,005;0,031;2,162;-1,014;-0,036;-0,905;1,867;-0,048;-1,05;-1,124
"champion";-0,577;-0,596;-0,502;-0,483;-0,615;-0,577;-0,521;174,349;-0,691;-0,73;-0,502;-0,558;-0,596;-0,465;0,127;-0,521;-0,672;-0,465;-0,446;-0,691;-0,539;-0,577
"berner";-1,124;0,875;-0,977;0,019;0,792;0,965;-1,014;-0,061;-0,048;18,665;-0,977;-1,087;-0,005;1,701;-1,497;-1,014;0,581;-0,905;-0,869;2,767;-1,05;-1,124
"battre";-0,873;-0,902;-0,759;-0,731;-0,93;-0,873;-0,788;158,171;-1,046;0;0,126;0,062;-0,902;-0,703;-0,004;0,101;-1,017;-0,703;-0,675;-1,046;-0,816;-0,873
"étranger";-0,973;-1,005;-0,846;0,08;1,221;0,011;-0,878;-0,01;-0,005;-0,016;-0,846;-0,941;1,325;-0,783;-0,032;0,043;3,981;0,103;-0,752;0,874;5,89;-0,973
"week_end";0;37,751;12,125;-0,899;-0,003;0;-0,968;7,024;-0,03;-1,358;0,021;0,002;-1,108;-0,864;-1,43;0,012;-1,25;-0,864;-0,83;-1,286;-1,003;-1,073
"vaud";-1,124;15,635;-0,977;-0,941;3,542;-0,002;-1,014;-1,384;-0,048;-0,075;-0,977;-1,087;-0,005;21,977;5,609;-1,014;-0,036;0,031;-0,869;-1,346;-1,05;-1,124
"sud";1,438;0,006;1,986;-0,815;0,002;0,011;-0,878;-1,198;-1,166;-0,016;-0,846;-0,941;-1,005;-0,783;3,042;1,832;-1,133;-0,783;0,131;-1,166;33,724;-0,973
"reconnaître";-0,923;-0,953;-0,803;-0,773;-0,983;-0,923;0,068;0,949;1,027;-1,167;0,089;1,768;0,016;-0,743;-0,015;2,061;-1,075;-0,743;-0,714;0;1,909;12,392
"précis";2,188;-0,123;-1,288;-1,24;-0,147;2,188;0,53;-0,283;-0,254;-1,873;-1,288;11,324;-1,529;-1,192;3,086;-0,046;-0,225;-0,01;-1,145;1,33;0,458;-0,101
"maladie";3,677;-1,213;-1,021;-0,983;-0,022;15,352;27,685;-1,446;-1,407;-1,485;0,003;0,932;3,445;1,531;-1,564;-1,059;-1,368;-0,946;-0,908;-0,07;-1,098;-1,174
"identifier";14,421;-1,265;-1,065;-1,026;-1,305;-1,225;37,763;-1,508;-1,468;1,968;-1,065;-0,009;-0,025;1,377;-1,632;-1,105;-1,427;5,094;-0,947;-0,094;0,908;-1,225
"hôpital";0,025;-0,953;-0,803;-0,773;1,404;0,025;6,812;-0,002;-1,106;0,875;-0,803;-0,893;0,016;0,141;0,742;-0,833;0;0,141;-0,714;0;1,909;-0,923
"financier";-1,327;-0,057;-1,154;-0,001;-0,073;-0,043;-1,197;-1,634;-0,152;-1,678;-1,154;-1,283;6,529;-1,069;0,111;-0,011;5,226;4,403;1,243;1,83;-1,24;2,835
"espérer";0,025;-0,953;2,226;-0,773;1,404;0,025;-0,833;0,949;1,027;-0,005;0,089;1,768;0,016;-0,743;-1,229;-0,833;0;0,141;-0,714;0;-0,863;0,025
"décider";-0,973;0,006;0,06;0,08;28,637;-0,973;0,043;0,801;-1,166;-1,231;-0,846;0,019;-1,005;7,482;-1,296;-0,878;-1,133;-0,783;-0,752;0,874;-0,909;1,438
"cff";-0,823;236,944;0,172;-0,69;-0,877;-0,823;-0,743;-1,014;-0,986;-1,041;-0,716;-0,796;-0,85;0,242;0;-0,743;-0,959;-0,663;-0,637;-0,986;-0,77;-0,823
"accès";-0,973;4,964;-0,846;-0,815;-1,037;0,011;-0,878;-0,01;-0,005;0,734;-0,846;-0,941;0,006;-0,783;7,317;-0,878;-1,133;40,397;-0,752;-1,166;-0,909;0,011
"économie";-1,327;-0,057;-1,154;4,087;0,419;-0,043;-1,197;-1,634;1,83;-1,678;-1,154;-1,283;-1,37;-1,069;7,989;14,895;5,226;-1,069;0,003;0,232;-1,24;-1,327
"tuer";-0,823;-0,85;-0,716;-0,69;-0,877;-0,823;-0,743;-1,014;0,009;4,716;-0,716;0,095;-0,85;-0,663;-1,097;-0,743;-0,959;-0,663;-0,637;-0,986;128,101;2,125
"traitement";0,025;-0,953;-0,803;-0,773;-0,983;33,185;53,384;-1,136;-1,106;-1,167;0,089;-0,893;0,016;-0,743;-1,229;-0,833;-1,075;0,141;-0,714;0;-0,863;0,025
"tenir";0;-0,001;1,582;-0,899;3,887;0;-0,968;7,024;-1,286;-0,051;-0,934;1,209;-0,001;-0,864;0,409;0,012;-1,25;0,05;-0,83;-0,03;-1,003;0
"société";-0,028;-0,04;-0,001;0;0,496;0,633;-1,151;-1,571;10,238;-1,614;-0,001;-0,018;-0,04;0,002;0,151;-0,004;-0,103;-1,027;1,377;0,29;-1,192;-0,028
"scène";-1,073;-1,108;-0,934;-0,899;-1,144;-1,073;-0,968;-1,322;-0,03;2,726;32,56;72,489;-1,108;-0,864;-1,43;1,447;-1,25;-0,864;-0,83;-1,286;0,006;-1,073
"protection";2,188;-0,123;-1,288;-0,019;-1,578;-1,481;-1,336;-1,823;-1,774;1,118;-1,288;-0,081;0,286;3,556;0,934;-1,336;-1,725;8,285;0,908;7,895;0,458;-1,481
"porter";0,025;1,517;0,089;2,405;-0,983;0,025;-0,833;-1,136;0;-0,005;-0,803;0,037;0,016;-0,743;0,742;6,812;-1,075;-0,743;-0,714;0;-0,863;1,638
"particulièrement";-0,08;-0,099;7,724;-1,197;-1,523;0,398;-0,032;-1,76;-1,712;-0,273;-1,243;-1,383;2,206;3,817;-1,904;-0,032;-0,192;0,893;16,72;0,141;-0,046;-0,08
"partager";-1,023;-1,056;-0,89;-0,857;0;1,261;12,342;-1,26;-0,015;-0,031;49,259;-0,989;-1,056;-0,824;-1,363;1,629;-0,009;-0,824;0,097;-1,226;-0,956;0,003
"organiser";-1,174;-1,213;-1,021;0,009;13,995;-1,174;-1,059;18,17;-0,07;-0,102;-1,021;-0,003;-0,013;0,018;-0,138;0;-0,056;0,018;-0,908;-1,407;1,031;-0,007
"nom";-1,378;-0,077;-0,011;-1,154;0,352;-1,378;-0,02;8,562;0,183;-1,743;-1,199;12,678;-0,077;-1,11;-0,289;-0,02;0,218;-1,11;-1,065;-0,184;-0,031;6,46
"neuchâtel";0;-0,001;0,021;0,034;-1,144;-1,073;0,012;-1,322;-1,286;-1,358;-0,934;-1,038;-0,001;13,54;2,423;-0,968;14,071;-0,864;0,069;3,066;-1,003;-1,073
"musée";2,074;-0,295;-0,249;-0,24;-0,305;2,074;2,44;1,451;1,525;-0,362;2,58;-0,277;-0,295;-0,23;-0,381;-0,258;-0,333;-0,23;-0,221;-0,343;-0,267;-0,286
"moment";-0,774;0,094;-0,673;-0,648;2,128;2,423;2,951;0,018;-0,927;-0,979;3,155;0,138;-0,799;-0,623;0,003;2,951;-0,901;-0,623;-0,598;0,026;0,165;-0,774
"millier";1,438;0,006;0,06;0,08;0,002;-0,973;-0,878;-0,01;-1,166;3,386;-0,846;0,019;-1,005;-0,783;3,042;0,043;-0,002;-0,783;-0,752;-1,166;1,69;1,438
"militaire";-0,873;-0,902;0,126;0,154;0,023;0,047;-0,788;-1,075;-1,046;1,038;-0,759;-0,844;0,034;-0,703;-1,163;2,321;-1,017;-0,703;-0,675;-1,046;54,744;1,865
"intervenir";-0,06;-1,423;-0,011;3,795;10,893;-1,378;-1,243;-1,697;-0,184;1,409;-0,011;-1,333;-1,423;-1,11;0,078;7,724;-1,605;0,997;-1,065;-1,651;3,023;0,468
"information";-1,124;0,875;-0,977;0,019;-1,197;16,367;-1,014;-1,384;-0,048;11,571;0,01;1,063;-1,16;0,031;-0,106;-1,014;-0,036;0,031;0,047;-1,346;-1,05;-0,002
"humanitaire";-0,431;-0,445;-0,375;-0,361;16,261;-0,431;-0,389;-0,531;-0,516;-0,545;-0,375;-0,417;-0,445;-0,347;-0,574;1,145;-0,502;-0,347;-0,333;-0,516;59,257;-0,431
"hamas";-0,675;-0,697;-0,587;-0,565;-0,719;-0,675;-0,609;-0,831;-0,809;-0,854;-0,587;-0,653;-0,697;-0,544;-0,899;-0,609;-0,786;-0,544;-0,522;-0,809;323,25;-0,675
"film";-0,873;-0,902;-0,759;-0,731;-0,93;-0,873;-0,788;0;1,204;-1,104;191,516;2,006;-0,902;-0,703;-1,163;0,101;-1,017;-0,703;-0,675;-1,046;-0,816;-0,873
"entraîner";-1,276;-1,318;9,304;0;0,496;21,581;0,893;0,249;-1,528;0,213;-1,11;-0,018;0,561;-1,027;-1,7;-1,151;-1,486;-1,027;0,008;0,29;-1,192;-0,028
"contrôle";1,261;0,001;-0,89;0,054;-1,09;0,003;-0,923;-1,26;-1,226;3,037;-0,89;0,008;0,001;-0,824;2,715;-0,923;-0,009;0,073;-0,791;3,399;0,015;1,261
"ch";-0,007;-0,013;-1,021;0,009;-1,251;-0,007;-1,059;0,383;-0,07;-0,102;-1,021;-0,003;-1,213;0,018;0,259;-1,059;28,802;1,531;-0,908;-0,07;0;-0,007
"buholzer";-1,481;5,317;-1,288;-1,24;-0,147;-0,101;-1,336;-1,823;-1,774;-1,873;-1,288;-1,432;105,603;0,798;0,031;-1,336;-1,725;23,655;-1,145;-1,774;-1,384;-0,101
"appel";0,076;0,059;2,805;-0,69;0,045;-0,823;-0,743;-1,014;0,009;1,227;-0,716;-0,796;-0,85;0,242;0;0,143;-0,959;0,242;-0,637;-0,986;0,117;14,614
"action";-1,124;-0,005;-0,977;-0,941;0,792;-0,002;0,004;-1,384;-1,346;0,416;11,323;-1,087;-1,16;33,823;5,609;-1,014;-1,309;0,031;-0,869;-1,346;-1,05;-0,002
"âgé";-1,023;0,001;-0,89;-0,857;-1,09;-1,023;0,025;-0,023;-1,226;21,374;0,038;5,087;-1,056;0,073;-0,052;0,025;-1,192;0,073;15,326;-1,226;-0,956;-1,023
"série";-0,973;-1,005;-0,846;-0,815;0,002;0,011;-0,878;-0,01;8,697;-0,016;13,978;12,021;-1,005;-0,783;-0,032;0,043;-1,133;-0,783;-0,752;-0,005;-0,909;0,011
"station";-0,724;2,601;34,881;-0,607;-0,772;0,165;-0,654;-0,892;0,052;0,03;-0,63;0,193;-0,748;-0,583;-0,965;-0,654;2,04;0,39;-0,56;0,052;-0,677;-0,724
"réunir";-1,073;-0,001;-0,934;-0,899;8,911;0;-0,968;-1,322;-0,03;0,507;-0,934;1,209;-1,108;0,05;0,409;0,012;0,688;-0,864;-0,83;0,623;1,323;0
"reuters";-0,923;0,016;-0,803;0,113;-0,983;0,025;-0,833;25,542;-1,106;0,875;-0,803;-0,893;-0,953;-0,743;-1,229;0,068;-1,075;0,141;0,173;-1,106;0,051;12,392
"problème";-0,002;-1,16;-0,977;-0,941;-1,197;4,013;1,285;-1,384;-1,346;-1,421;-0,977;1,063;24,605;0,031;-0,106;-1,014;-0,036;5,916;0,047;-0,048;-1,05;-0,002
"nord";-0,873;1,735;27,645;-0,731;0,023;-0,873;-0,788;4,43;0,001;1,038;-0,759;-0,844;-0,902;-0,703;-0,004;-0,788;-1,017;-0,703;-0,675;0,001;2,157;-0,873
"moyenne";-1,174;-1,213;10,591;-0,983;-1,251;-1,174;-1,059;0,383;-1,407;-1,485;-1,021;-1,136;23,171;11,883;-1,564;-1,059;-1,368;0,018;33,673;-0,07;-1,098;-1,174
"martin";-1,124;-1,16;-0,977;0,019;-0,01;-1,124;0,004;-0,061;6,784;-1,421;-0,977;-1,087;-0,005;-0,905;2,162;0,004;-0,036;5,916;0,047;-0,048;0,001;4,013
"lumière";-0,007;-1,213;10,591;-0,983;-1,251;-0,007;4,478;-1,446;0,433;0,338;-1,021;3,925;-0,013;-0,946;-0,138;-1,059;-0,056;5,486;-0,908;-1,407;-1,098;0,841
"final";-0,724;-0,748;-0,63;-0,607;0,118;-0,724;-0,654;67,45;-0,868;0,03;0,298;2,943;-0,748;-0,583;0,015;0,259;-0,844;-0,583;-0,56;-0,868;-0,677;-0,724
"fan";0,003;-1,056;-0,89;-0,857;0;-1,023;-0,923;22,159;-0,015;-1,294;34,587;5,087;-1,056;-0,824;-0,052;-0,923;0,811;-0,824;-0,791;-1,226;-0,956;-1,023
"engager";-1,225;-1,265;-1,065;0,003;-0,036;-1,225;-0,001;0,311;-1,468;-0,131;-1,065;-1,185;-1,265;-0,986;42,062;-0,001;-0,078;0,008;-0,947;0,356;-0,003;7,934
"droite";-0,016;-1,265;0;18,547;30,562;-1,225;-1,105;-0,112;-1,468;-0,131;0;-1,185;-1,265;0,008;-0,172;1,01;-0,078;-0,986;-0,947;-0,094;-1,145;0,731
"civil";-1,073;-0,001;0,021;-0,899;-0,003;-1,073;-0,968;-0,04;-0,03;0,507;-0,934;-1,038;-1,108;0,05;0,409;-0,968;-1,25;-0,864;-0,83;-0,03;117,368;-1,073
"budget";-1,073;1,007;-0,934;12,805;15,991;-1,073;-0,968;-1,322;-1,286;-1,358;0,021;-1,038;-0,001;0,05;-0,077;0,012;7,714;-0,864;-0,83;0,623;-1,003;-1,073
"base";-1,378;-1,423;-1,199;-0,004;-0,096;28,389;-0,02;-0,209;-0,184;-1,743;-1,199;-0,045;-1,423;-0,001;7,449;-0,02;1,78;-0,001;1,121;-0,184;-1,288;-0,06
"arriver";8,513;3,445;1,259;1,389;3,23;-1,174;0;0,383;-1,407;-0,102;-1,021;-1,136;-0,013;-0,946;-1,564;1,14;-1,368;0,018;0,03;-1,407;0;-1,174
"adapter";4,795;-1,056;-0,89;-0,857;0;0,003;0,025;-1,26;-0,015;-0,031;1,773;-0,989;-1,056;-0,824;6,688;0,025;8,367;0,073;0,097;-1,226;-0,956;-1,023
"accident";0,003;10,102;-0,89;-0,857;0;-1,023;1,629;-0,023;-1,226;7,306;-0,89;0,008;0,001;2,101;-0,052;-0,923;0,811;-0,824;0,097;-1,226;-0,956;-1,023
"écrire";0,011;-1,005;-0,846;0,08;-1,037;-0,973;-0,878;0,801;0,874;-1,231;-0,846;0,019;10,921;-0,783;-0,032;-0,878;0,951;-0,783;-0,752;-0,005;1,69;5,251
"terme";0,011;-1,005;-0,846;0,08;-1,037;44,384;13,279;-1,198;-1,166;-1,231;-0,846;-0,941;0,006;-0,783;-0,032;1,832;-1,133;-0,783;0,131;-0,005;-0,909;0,011
"température";0,076;6,625;110,211;-0,69;-0,877;-0,823;0,143;-1,014;-0,986;-1,041;-0,716;-0,796;-0,85;0,242;0;-0,743;-0,959;-0,663;0,284;-0,986;-0,77;-0,823
"répondre";-1,124;0,875;0,01;1,55;-0,01;-1,124;-1,014;-1,384;-1,346;-0,075;-0,977;-1,087;-1,16;1,701;17,341;-1,014;-0,036;1,701;6,33;-1,346;1,169;-1,124
"représenter";0,633;-1,318;-1,11;-1,069;-0,053;7,401;-1,151;0,249;-0,122;-1,614;0,997;-0,018;-1,318;1,238;0,151;-0,004;0,334;1,238;5,094;-1,528;-0,01;-1,276
