"";"X.rts_a";"X.rts_i"
"moi";6,2777;-6,2777
"je";4,048;-4,048
"dire";0,3856;-0,3856
"à";-3,2428;3,2428
"quand";0,5467;-0,5467
"le";-1,7531;1,7531
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";1,1506;-1,1506
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";0,6119;-0,6119
"ces";5,7733;-5,7733
"archive";11,5864;-11,5864
"être";9,2019;-9,2019
"absolument";-0,725;0,725
"magnifique";0,3414;-0,3414
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";4,4749;-4,4749
"emji_feu";-35,0494;35,0494
"emji_yeux";-1,6001;1,6001
"emji_coeur_rouge";15,4275;-15,4275
"ma";1,4349;-1,4349
"jeunesse";0,89;-0,89
"respect";-0,3798;0,3798
"2";-7,2663;7,2663
"emji_visage_avec_lunettes_de_soleil";-0,6882;0,6882
"back";-0,2649;0,2649
"the";-1,4798;1,4798
"emji_mains_en_prière";-6,1781;6,1781
"c";5,5859;-5,5859
"qui";2,232;-2,232
"incroyable";0,6228;-0,6228
"de";5,74;-5,74
"voir";1,9643;-1,9643
"ça";1,014;-1,014
"faire";-1,3283;1,3283
"mon";7,56;-7,56
"dimanche";1,4353;-1,4353
"merci";-1,9522;1,9522
"la";1,0244;-1,0244
"top";0,2368;-0,2368
"juste";-0,5728;0,5728
"un";1,7352;-1,7352
"peu";0,4605;-0,4605
"mal";-2,8422;2,8422
"aux";-2,5043;2,5043
"pas";-1,6773;1,6773
"vous";-0,9279;0,9279
"meilleur";-0,3747;0,3747
"sur";0,7828;-0,7828
"emji_ok";0,6975;-0,6975
"emji_trinquer";-0,9857;0,9857
"emji_trèfle_à_quatre_feuilles";-3,0182;3,0182
"d";1,939;-1,939
"les";1,7524;-1,7524
"emji_applaudissements";-66,8173;66,8173
"emji_se_rouler_par_terre_de_rire";1,8298;-1,8298
"emji_ok_peau_claire";-0,492;0,492
"mais";0,3583;-0,3583
"tu";-2,6654;2,6654
"emji_mains_levées";-59,2183;59,2183
"emji_visage_riant_aux_larmes";14,2751;-14,2751
"sacré";0,2901;-0,2901
"mythique";2,0299;-2,0299
"emji_applaudissements_peau_claire";-8,2807;8,2807
"et";0,9572;-0,9572
"vive";-0,7484;0,7484
"suisse";-5,4724;5,4724
"emji_drapeau_suisse";-21,7993;21,7993
"emji_biceps_contracté_peau_claire";-4,5342;4,5342
"m";1,4046;-1,4046
"en";0,4403;-0,4403
"souvenir";45,3068;-45,3068
"trop";5,2426;-5,2426
"bien";-0,4871;0,4871
"quelle";10,0794;-10,0794
"équipe";-1,8181;1,8181
"bravo";-35,7279;35,7279
"gars";-0,8065;0,8065
"ils";0,7523;-0,7523
"nous";0,4799;-0,4799
"avoir";6,4299;-6,4299
"rêver";0,4978;-0,4978
"emji_coeur_cartes";9,6562;-9,6562
"on";-0,536;0,536
"adorer";8,5397;-8,5397
"offrir";-0,4259;0,4259
"emji_doigts_croisés_peau_claire";-4,1704;4,1704
"emji_doigts_croisés";-3,4952;3,4952
"aller";-2,8686;2,8686
"leur";-0,2674;0,2674
"emji_visage_faisant_un_clin_d_oeil";2,2192;-2,2192
"emji_coeurs_qui_tournent";-1,1555;1,1555
